iBAQ 1Methanol_1,iBAQ  1Methanol_2,iBAQ  1Methanol_3,iBAQ  5Methanol_1,iBAQ  5Methanol_2,iBAQ  5Methanol_3,iBAQ  9Methanol_1,iBAQ  9Methanol_2,iBAQ  9Methanol_3,iBAQ 1Ethanol_1,iBAQ  1Ethanol_2,iBAQ  1Ethanol_3,iBAQ 5Ethanol_1,iBAQ  5Ethanol_2,iBAQ  5Ethanol_3,iBAQ 9Ethanol_1,iBAQ  9Ethanol_2,iBAQ  9Ethanol_3,iBAQ 1Isopropanol _1,iBAQ  1Isopropanol_2,iBAQ  1Isopropanol_3,iBAQ 5Isopropanol _1,iBAQ  5Isopropanol_2,iBAQ  5Isopropanol_3,iBAQ 9Isopropanol _1,iBAQ  9Isopropanol_2,iBAQ  9Isopropanol_3,iBAQ control_1,iBAQ control_2,iBAQ control_3
0.003455918,0.003455918,0.003455918,0.003455918,0.039431042,0,0.011595181,0.010985708,0.010694573,0.013747145,0.050704152,0.012189498,0.013610153,0.017190793,0.057727273,0.015571974,0.020406212,0.010009493,0.021980524,0.01901122,0.027640642,0.008497314,0.009008216,0.009853603,0,0.004457876,0,0.008060415,0.007087926,0.004138477
9.686490955,9.686490955,9.686490955,9.686490955,3.309889259,3.133827223,3.255951812,3.296601432,3.961035091,6.962209865,8.639469138,7.066531861,4.975687509,5.957797655,5.44718974,2.11681581,4.047298025,3.270104975,5.274388202,5.484971745,6.238697421,4.629852579,2.883691187,7.36627824,4.173693086,5.272016756,5.477542432,1.477449119,1.636586576,1.6960166
20.42243213,20.42243213,20.42243213,20.42243213,9.255414411,10.21486889,11.98049527,13.386366,10.62321716,21.88963577,19.97277629,20.65153166,15.85699009,16.40445991,16.09996228,10.5548482,10.7195072,9.274851666,15.74534203,18.01752614,16.96382522,13.3304323,12.77652895,11.66268728,12.5682968,14.25392148,13.22018164,4.877950169,4.591369999,4.919048789
0.975382522,0.975382522,0.975382522,0.975382522,0.473237307,0.44232206,0.105346591,0.307015635,0.092921432,1.234069181,1.279645045,0.805958587,0.621249723,0.709674327,0.514089023,0.883273855,0.996911413,0.745832953,0.468368673,0.863817532,0.49515254,0.088953356,0.780792187,0.092887515,0.329814503,0.258647828,0.278526449,0.197777762,0.122287281,0.202514538
1.65464925,1.65464925,1.65464925,1.65464925,0.544190504,0.524939014,0.331924658,0.540062996,0.457548174,0.990400867,0.764083032,1.248519545,0.490809677,0.702809974,0.777517918,0.292039524,0.513196494,0.387329986,1.074755214,0.855682346,0.745026865,0.566648777,0.553406713,0.574249703,0.725851602,0.758179811,1.000371327,0.228649402,0.28146699,0.255180604
0.241318443,0.241318443,0.241318443,0.241318443,0.090534624,0.10873068,0.223845492,0.019010414,0.191333373,0.527797489,0.431233967,0.270762484,0.288562032,0.230895338,0.218973972,0.262091351,0.207370394,0.230104975,0.372838448,0.248027627,0.521501831,0.179651199,0.18753585,0.192399524,0.231332209,0.364071374,0.145447372,0.13693695,0.129310867,0.062365195
19.72325788,19.72325788,19.72325788,19.72325788,4.492622541,5.05171436,6.098862224,9.20611799,8.371154387,6.936018682,17.07240459,17.10237792,8.289449791,9.524959974,9.573557148,7.159944766,7.215318012,8.110816979,17.55227239,17.5438836,17.3098392,7.858700435,10.0970855,8.955624257,9.614671164,4.446123431,9.513406464,4.924012158,5.594345861,4.710049963
0.720063373,0.720063373,0.720063373,0.720063373,0.136776597,0.144265512,0.204226025,0.367533413,0.323146485,0.85954817,0.995445265,0.766803661,0.47176321,0.47390875,0.513523199,0.225364489,0.321178574,0.433610224,0.858553116,0.725833311,0.926520993,0.265173603,0.214789551,0.196756243,0.375109612,0.208160713,0.280089119,0.158213546,0.255097542,0.33366096
0.212852063,0.212852063,0.212852063,0.212852063,0.135055865,0.085709913,0.166765465,0.104386073,0.233295583,0.790367322,0.760091095,0.201709581,0.234933317,0.000430249,0.124168238,0.160803759,0.174683926,0.087364674,0.452536266,0.87488739,0.154348351,0.105249416,0.298910937,0.295172414,0.425801012,0.106074992,0.261476336,0.15666852,0.148448694,0.137289431
8.415750364,8.415750364,8.415750364,8.415750364,4.411985727,3.906887147,4.43904771,4.662838982,4.395813997,5.228947063,5.622218732,5.611680826,7.140205395,7.122820137,7.873066767,5.16256299,5.029442805,5.795892287,6.076858165,7.051268052,5.571478002,3.186105994,3.872761801,3.434768133,6.623608769,5.143070614,5.383318119,1.81417814,1.833186377,1.948153002
0.019440833,0.019440833,0.019440833,0.019440833,0.338458631,0.134455536,0.208126972,0.346856348,0.386873185,0,13.61054395,0.015977101,13.10998124,0.448963157,0.540098076,0.564245109,13.59925908,14.76695573,0.044128481,11.2776064,0.049211023,0.646465819,0.711165801,0.897788347,0.196475548,0.031237539,0.040644872,0.903912381,0.916772291,1.608239823
1.289477083,1.289477083,1.289477083,1.289477083,0.40050218,0.722506774,0.888268477,1.398094986,0.834697162,0.668262221,1.209085912,0.453800601,1.061638722,0.636275609,1.268144097,0.610727543,0.367701221,0.454477408,0.920503101,0.710149873,0.772264041,1.024006034,0.943531509,1.363690844,0.876290051,0.618219519,0.539058995,0.3059007,0.190124545,0.23100445
0.102367032,0.102367032,0.102367032,0.102367032,0.000483389,0.019609149,0.000551162,0.014326577,0.029806112,0.032029365,0.224844249,0.058440893,0.016275044,0.015218538,0.015501509,0.001180873,0.014217838,0.011262437,0.086871961,0.070239688,0.063243522,0.000431925,0.008134447,0.065312723,0.035694772,0.036732861,0.000770814,0.000536196,0.039307561,0.027060638
7.748262828,7.748262828,7.748262828,7.748262828,2.139395494,1.714486322,2.775026293,2.354499106,2.628428376,6.293883133,8.119731951,7.54067149,4.50981579,5.900083408,4.42172765,1.567526855,3.368928902,2.080146052,5.592107907,5.801643417,6.127058946,3.048016903,3.216029765,3.832009512,5.024620573,3.775872128,4.125910912,2.134590532,1.454590543,1.768367598
30.3210863,30.3210863,30.3210863,30.3210863,12.87291152,15.76833407,18.18166173,17.31387331,16.45007195,27.66975886,29.27333647,29.02086424,19.61745657,17.64483688,19.80761977,12.46435809,12.85610287,14.34869922,27.53258234,29.52007862,25.72907758,17.83089888,18.84291915,19.00423306,16.85413153,20.04205861,19.17441555,8.165967554,8.504904662,8.908865045
37.9827273,37.9827273,37.9827273,37.9827273,17.15656232,21.57870575,14.66143991,16.00968587,14.74246204,33.17764847,31.67373436,33.81609527,27.02620907,24.61388018,30.10184836,20.71086563,19.91858537,21.13738019,26.74498038,27.35797549,26.08162013,19.00562317,15.04108209,18.96637337,25.17200675,23.80634573,24.73658967,10.19096232,6.843657004,7.867693232
41.20478401,41.20478401,41.20478401,41.20478401,22.9418938,25.10374378,27.7751219,25.54081025,22.85101201,37.96818352,39.22962149,39.31774314,27.69808123,31.62970846,27.58204451,21.01214067,21.92939757,20.33591967,37.09765996,38.54931615,34.65232123,26.06286535,25.0058135,28.40808561,28.14165261,27.9551207,30.19510157,11.71490661,11.16885264,11.39391706
0.659014784,0.659014784,0.659014784,0.659014784,0.341932494,0.797706385,0.858399465,0.788206695,0.664992038,0.916317236,1.533820219,1.873842881,0.945422997,0.976559579,1.018973972,0.605921489,0.62350686,0.326499315,1.209973613,0.904657258,0.904128012,0.863869105,0.724905046,0.669545779,0.82698145,1.004168083,0.881407331,0.403684959,0.418205114,0.125534442
0.185987239,0.185987239,0.185987239,0.185987239,0.214623522,0.307045575,0.134626637,0.158876666,0.201483323,0.262260183,0.362088372,0.193030371,0.257712406,0.16407336,0.185456432,0.139262593,0.241711,0.171775445,0.344535676,0.364950452,0.393907542,0.217267905,0.214033796,0.216161712,0.19841484,0.149177926,0.232915074,0.077909739,0.157872258,0.111896961
0,0,0,0,0.005382867,0.007158096,0.012044555,0.00944486,0.008687915,0,0,0,0.007163812,0.005333103,0.008487552,0.008849237,0.011109436,0.006438156,0.007687692,0.008846332,0.007627584,0.01328537,0.010182544,0.015049703,0,0,0.00319357,0.003878737,0.003227709,0.000523521
0.047862438,0.047862438,0.047862438,0.047862438,0.020556988,0.003961797,0.001829563,0.070046632,0.001856283,0.036243178,0.043551385,0.097329272,0.005953029,0.058258794,0.044092795,0.056905116,0.003718193,0.004364217,0.067500703,0.054986214,0.061253615,0.092154161,0.00155424,0.038015696,0.035836425,0.017911425,0.040242601,0.022986232,0.015780337,0
1.419909245,1.419909245,1.419909245,1.419909245,0.140572647,0.237571,0.31605316,0.336205673,0.365432267,1.58140555,1.633422334,1.265562836,0.448298126,0.5615347,0.521331573,0.367950074,0.441431002,0.57383843,1.091163588,0.813586853,0.717881089,0.424111438,0.542690489,0.39008799,0.349426644,0.332909389,0.358733155,0.246583255,0.271602557,0.319259017
0,0,0,0,0.015139202,0.155389726,0.283143704,0.599559217,0.307444716,0.183506006,0.034621224,0.154085532,0.575489781,0.332537605,0.328649566,0.233613686,0.522535484,0.886608854,0.395877145,0.655032623,0.668472903,0.178160069,0.532381211,0.327077289,0.316559865,0.327100097,0.400507481,0.188319893,0.198445938,0.168018129
1.210363622,1.210363622,1.210363622,1.210363622,0.065096229,0.482163272,0.777167989,0.842178943,0.705029845,1.300398674,0.721179519,1.225160519,0.502128604,1.229083379,0.732308563,1.181231282,0.757853928,0.121299863,0.894772091,1.018713658,1.003819211,0.051164522,0.054848461,0.050829013,1.354232715,1.535869442,0.958488698,0.029463789,0.658506007,0.274742676
0.000620767,0.000620767,0.000620767,0.000620767,0,0.020149247,0,0,0.018763784,0.034638162,0.034280928,0.03648945,0.000615197,0.033821316,0.000696152,0,0.024624265,0.030981287,0.046003724,0.047832437,0.03729639,0.021189133,0.019230486,0.019865874,0,0.034377243,0,0.014083561,0.016776425,0.012515494
0.011133403,0.011133403,0.011133403,0.011133403,0.014587884,0.011196587,0.031310833,0.032633062,0.030957348,0.012862322,0.01342469,0.012350346,0.036985251,0.045051626,0.039089023,0.036848807,0.038786104,0.034995892,0.06156556,0.050053234,0.060997695,0.029992796,0.035640648,0.027664209,0.027003373,0.019014519,0.020419909,0.020902613,0.01962967,0.016897371
21.22321052,21.22321052,21.22321052,21.22321052,6.610418888,6.37243341,9.651018262,9.728625344,10.94866271,18.4796212,19.73849537,17.96373377,10.54334887,11.59787934,9.311580536,7.34088912,7.278037434,8.359470561,13.93707221,16.81635773,11.61014017,13.06527804,7.610456554,12.43738407,14.6703204,9.897120119,13.34070831,3.992664737,4.255896616,5.877494744
0.177807245,0.177807245,0.177807245,0.177807245,0.136988989,0.034562656,0.155699398,0.326481967,0.239222064,0.583134427,0.44608921,0.450321039,0.144099429,0.167848754,0.155424368,0.230726467,0.131476448,0.136960292,0.200999237,0.209030602,0.263727942,0.35112149,0.154739943,0.237450654,0.415969646,0.169896616,0.225395696,0.08136511,0.08134024,0.062408879
3.532379862,3.532379862,3.532379862,3.532379862,2.582178004,3.433761511,2.038053351,7.025661884,1.94654246,5.427380753,4.786922151,4.415893066,5.212759518,5.541718197,5.170690306,3.449240536,2.146072498,3.371793702,3.55104009,3.42660588,3.882146331,2.738186759,1.380222463,1.641436385,4.87301855,2.418411763,2.402178454,1.443949491,1.16499504,1.039588282
4.714604304,4.714604304,4.714604304,4.714604304,1.591947118,1.466671468,2.312840616,2.742690667,2.206251756,3.319958197,3.709884299,3.045601964,3.540947885,3.979406943,3.544700113,2.346717357,1.866764307,2.626745778,2.560911904,3.823127952,3.767896431,3.577165015,3.003643128,3.5521522,2.986172007,2.433522639,2.716723655,1.010331459,1.284539292,1.11628034
0.012746153,0.012746153,0.012746153,0.012746153,0.011029244,0.011226472,0.013969787,0.015422669,0.012686416,0.011547602,0.049174127,0.014120459,0.02554123,0.02230531,0.019245568,0.015311766,0.01137272,0.011424372,0.024683553,0.023200295,0.023599459,0.032839675,0.014880242,0,0.01338516,0,0.022921727,0.008008144,0,0
0.747427607,0.747427607,0.747427607,0.747427607,0,0.167759765,0,0,0.216537947,1.803837073,1.528323124,0.732953426,0.32342675,0.359803273,0.33340249,0,0,0.184920128,0.587406405,0.910048866,0.394912942,0,0.157633129,0,0,0,0,0.192261875,0.235575333,0
0.073103318,0.073103318,0.073103318,0.073103318,0.077809127,0.113600562,0.11172005,0,0,0.243861845,0.350465944,0.244291548,0.158446825,0.137294717,0,0.077958503,0.092114842,0.076118667,0.257377071,0.120954929,0.124015329,0.108359322,0,0,0.031866779,0.030775818,0.030554051,0,0.056911992,0
14.91617658,14.91617658,14.91617658,14.91617658,4.554720089,4.470209108,10.7725404,10.06649578,9.903694684,12.52028849,9.491911418,8.637718457,8.850755604,13.15347963,14.5443229,8.40629091,8.454198884,5.878594249,16.0051971,16.99516803,16.76666253,12.15435421,12.427525,13.92247325,8.70994941,9.471161313,8.287252642,6.368683623,4.381819685,6.17454337
0.198110852,0.198110852,0.198110852,0.198110852,0.194698309,0.507547866,0.257978774,0.215037694,0.224286651,0.628162618,0.565729543,0.335968172,0.391037669,0.432358327,0.356506978,0.170715349,0.180886946,0.212670014,0.351902702,0.348202342,0.165851684,0.463294701,0.296663049,0.39345541,0.456441821,0.446005902,0.212832454,0.077642608,0.141257026,0.076384907
1.695910864,1.695910864,1.695910864,1.695910864,2.625556291,2.389752545,2.545367626,2.154728011,2.274031625,1.731585534,1.542196744,2.135007025,3.619635615,2.932305598,3.239909468,2.619837527,2.348187555,1.895572798,2.303735752,2.166744015,1.804756713,2.324499693,3.017401752,3.352960761,3.774873524,4.371072746,2.557981217,0.894425633,0.630193982,0.633589975
15.3566908,15.3566908,15.3566908,15.3566908,4.259711741,4.453466077,4.613060522,7.874499863,6.524749019,13.64779955,14.42071096,14.83212752,8.779533119,11.55780532,9.271218408,5.446801643,5.392319456,6.281332725,10.72772814,11.92910376,10.56844222,7.931032815,6.513836137,5.531890606,10.64721754,9.491980742,7.628301332,4.485195908,3.504215805,3.501378764
4.609383745,4.609383745,4.609383745,4.609383745,1.503174625,2.125644742,0.865627689,1.326283331,1.196382803,3.103461623,2.632453798,3.392113867,3.098480722,2.305118544,1.229856658,1.174452594,1.476938982,1.641971702,2.723656188,2.709180749,2.774509868,1.44970337,1.321196031,1.362739596,1.114569983,1.905649369,1.579997834,0.778967432,0.726909512,1.357441232
0,0,0,0,0.063213503,0.054051183,0.054106511,0.062863575,0.009780226,0.022404428,0.029169939,0.031197889,0.040538305,0.038469134,0.096252358,0.087077453,0.025601241,0.06555728,0.107212987,0.107690208,0.083671404,0.04912413,0.054557786,0.057400238,0.078284992,0.078927464,0.079983909,0.024456173,0.064601014,0.015155486
0.727830063,0.727830063,0.727830063,0.727830063,0.314753567,0.415641231,0.363533799,0.398785483,0.364172038,0.646431935,1.393644312,0.987079662,0.347476949,0.560019941,0.508977744,0.35546868,0.46734584,0.440657234,1.150086395,0.690931179,0.92439268,0.068299947,0.465196496,0.242606421,0.677369309,0.26331541,0.286695651,0.395873192,0.336231125,0.252614192
0.540757898,0.540757898,0.540757898,0.540757898,0.213345573,0.158038005,0.201988718,0.246762706,0.178901387,0.751635336,0.569943982,0.564004254,0.349151585,0.571045088,0.444039985,0.106640604,0.229615111,0.252560475,0.519750325,0.369058994,0.474039158,0.164817259,0.204732191,0.258625446,0.366694772,0.207421959,0.366747637,0.208737338,0.13825361,0.139391706
0,0,0,0,0.040609996,0.051705359,0,0.01337634,0.013009477,0.005687099,0.005574054,0.005508082,0.055196417,0.007097894,0.046765372,0.040620124,0.045385427,0.011405386,0.007753459,0.025706369,0.007840155,0.011058925,0.011567902,0.011399952,0.041215852,0.044420939,0.039699534,0.004427871,0.00556996,0.004854342
0,0,0,0,0,0.001938591,0.00397648,0.002346364,0.003051797,0.007550802,0.009913748,0.003411547,0.002809354,0.010439951,0,0.003850582,0.002567706,0.003309722,0.003770176,0,0,0,0,0.003826873,0,0,0.008108706,0.002202889,0.000853177,0.001038455
0.119796447,0.119796447,0.119796447,0.119796447,0.035003217,0.052148239,0.057452911,0.06848592,0.060845205,0.07338692,0.16656196,0.075562967,0.088576156,0.064108833,0.088723123,0.04757635,0.039458097,0.048306709,0.108352867,0.055842046,0.052344734,0.041651074,0.038198589,0.03693698,0.061721754,0.07699495,0.064694506,0.042427568,0.021515761,0.01682775
12.93592912,12.93592912,12.93592912,12.93592912,8.945286661,10.33080988,12.42336743,10.76777556,10.05815785,12.21128414,12.57918434,11.83143161,13.81534613,12.31288408,13.35684647,8.431397163,8.508303,9.728343222,13.58747338,12.11378341,15.20764103,11.77567292,10.90806914,8.832722949,9.38381113,10.04873258,9.499172249,5.200528486,4.915270583,5.170366123
0.161495475,0.161495475,0.161495475,0.161495475,0.11771895,0.113944424,0.100537336,0.1779514,0.21830908,0.099165237,0.080086121,0.091490172,0.092772835,0.071180266,0.054026782,0.070950272,0.106448987,0.030367869,0.085949074,0.092152821,0.106039576,0.140088868,0.072996279,0.151425446,0.167556492,0.152455307,0.053447929,0.011634912,0.001358936,0.093863816
0.105695859,0.105695859,0.105695859,0.105695859,0.195544276,0,0.031819486,0.020380057,0.014959596,0.193621221,0.083550599,0.177076905,0.013788512,0.016222114,0,0.006468088,0.123953564,0.153540849,0.156328275,0.204922061,0.141408734,0.137621058,0.257402527,0.149680856,0.247200675,0.076142025,0.10996395,0.011650362,0.087285077,0.091969039
0.009593325,0.009593325,0.009593325,0.009593325,0,0,0.004164452,0.004790723,0.007223324,0.009604294,0.010642898,0.032097323,0.000127636,0.00684978,0.007420973,0,0.004739279,0.002595162,0.005872457,0.006425569,0.005107166,0.000208836,0,0,0,0.006984415,0.013647672,0.002202023,0.002205582,0.002223906
0.027665602,0.027665602,0.027665602,0.027665602,0.02481022,0.051674753,0,0.084705971,0,0.030773995,0.015483483,0.034498877,0.080219115,0,0.075066013,0.05326471,0,0,0.050127918,0.063543174,0.051754552,0.053976589,0.059950779,0.058752913,0.029219224,0.024343621,0.027697925,0.020778433,0,0.021582439
0.159301515,0.159301515,0.159301515,0.159301515,0.136542607,0.099883879,0.140485706,0.085396468,0.084840641,0.296669978,0.441377415,0.266652661,0.120745314,0.173627849,0.189777442,0.638828614,0.695978806,0.169898676,0.342312174,0.204062133,0.084682026,0.186816747,0.097354856,0.104578359,0.152237774,0.561167567,0.13885167,0.025526139,0.108306238,0.10934966
0.036622265,0.036622265,0.036622265,0.036622265,0.010957427,0.016403489,0,0,0.003097608,0.108395371,0.078028637,0.117613151,0.056556302,0.040658824,0.054305922,0.005423309,0.011033966,0.034150616,0.047763773,0.071343944,0.063269636,0.030209406,0.015062011,0.025868252,0.004532209,0,0.00699163,0.033638247,0.003552711,0.033838425
3.226017548,3.226017548,3.226017548,3.226017548,1.559332406,1.469515982,2.069796348,1.13368205,0.135220838,1.610822248,2.890817235,2.777347392,2.160886145,1.494568917,1.609637873,0.932231049,2.093002218,1.262911912,2.482955383,2.904097622,2.225718632,2.419073314,0.926342919,0.886810939,2.150758853,1.941075978,2.287840577,0.613649655,1.72200485,0.629904169
0.690322636,0.690322636,0.690322636,0.690322636,0.151955398,0.100326759,0.067289416,0.132919666,0.109350386,0.612344691,0.627938328,0.564660775,0.297318564,0.266520943,0.25443229,0.112805982,0.160499688,0.203085349,0.209451224,0.395948787,0.373264218,0.160508261,0.168882257,0.116389061,0.213204047,0.212391758,0.206411585,0.266596394,0.038435468,0.07635624
0.129877645,0.129877645,0.129877645,0.129877645,0.005743753,0.043816331,0.00574988,0.210686619,0.096986521,0.165894693,0.099914926,0.141401542,0.002190949,0.138866998,0.046363636,0,0.003294837,0.003787859,0.188140429,0.056493134,0.036399365,0,0.012257189,0,0.004610624,0.003646086,0.018803088,0.035342108,0.038571862,0.035849237
0,0,0,0,0,0.080407954,0,0,0,0,0,0.042425715,0.068869923,0,0.036061863,0,0,0,0.053006416,0,0.036586082,0.053589785,0.0645667,0.043300832,0.043436762,0.076934507,0.122890783,0.014682078,0,0.020344282
0,0,0,0,1.853746777,0,0.009649488,0.849462264,0.726760276,0,0,1.130792159,0,1.095170986,1.190079215,1.282911608,1.125262228,0,1.627308893,1.618164942,1.662825694,0.503425634,0.517576157,0.464095125,0,2.462065405,1.862516052,0.637561458,0.638322495,0.643527998
1.078226577,1.078226577,1.078226577,1.078226577,0.523131336,0.395045503,0.499474137,0.462935462,0.497994704,1.576760809,1.433825454,1.400491078,1.027601235,0.977307372,0.966333459,0.41739146,0.426560986,0.405787312,1.055212505,0.966599328,1.213986799,0.7003283,0.882295946,0.680751486,0.628195616,0.409991647,0.796357898,0.548440896,0.34334013,0.378955415
0.062799969,0.062799969,0.062799969,0.062799969,0,0,0.034594129,0,0,0.233862748,0,0,0,0,0,0,0,0,0.161043171,0.06730092,0.14092562,0.032864817,0.050873963,0,0,0.092073926,0,0,0.048383941,0
21.42125249,21.42125249,21.42125249,21.42125249,20.37339525,19.94761052,22.55091309,23.37851515,21.403452,18.6731521,20.25548401,19.64705419,22.21818695,24.95326296,23.96076952,23.09237308,22.05173491,21.67959836,15.88464578,16.18164942,17.00299661,18.45017237,15.5858073,18.90263971,22.72175379,22.1391124,20.8345582,6.201041088,5.346770638,7.85295001
6.924924873,6.924924873,6.924924873,6.924924873,3.083458203,2.539719689,4.303279472,3.645254964,4.927153671,7.363980028,8.034526988,5.82399979,4.744264875,4.763246954,4.636175028,3.482954647,3.26072067,3.417434961,5.030204803,4.888072944,4.664268507,3.632478013,3.43112937,4.214601665,3.213996627,4.278392706,4.117246608,1.949764997,1.779179985,2.047260218
0,0,0,0,0.002822828,0.003473909,0.008606559,0.00554554,0.008058992,0.012235798,0,0,0.002546052,0.000500772,0.003717654,0.003313846,0.003658059,0.003736376,0.013689272,0.004314242,0,0.007266116,0.047533137,0.003817551,0.003277403,0.002447794,0.00369022,0.002189172,0.005250882,0.003292243
19.66470634,19.66470634,19.66470634,19.66470634,5.701454793,5.360650278,9.937278899,10.75718164,11.69321946,11.28620641,11.42701953,17.4109429,8.581401449,7.340638692,12.19954734,11.32202356,11.35962437,13.27685988,14.45678235,8.604597199,8.975994464,5.617170237,5.883458647,5.831153389,10.59224283,8.553091643,11.24069748,3.142034092,3.009065359,6.584896388
0.006646288,0.006646288,0.006646288,0.006646288,0,0,0,0.001564647,0.001351187,0.00902912,0.002489268,0.008764164,0.002889252,0.003228738,0.003840438,0.00240213,0.002797734,0.001884984,0.006523166,0.005474462,0.001811808,0.001377352,0.001330633,0.002035291,0.002314671,0.00214927,0.002313679,0.002204911,0.002563375,0.000724616
0.000211216,0.000211216,0.000211216,0.000211216,0.000340259,0.000259823,0,0.00053032,0.000407786,0.000310411,0.000383017,0.000320763,0.000677179,0.000433451,0.000435364,0,0.000428456,0.000495335,0.000385751,0.000580328,0.000308214,0.000335553,0,0.000419919,0,0.00051377,0.00045633,0.000197171,0.000173551,0.000137713
0.036017807,0.036017807,0.036017807,0.036017807,0,0.004023908,0.005298977,0.004276918,0,0.191440773,0.014072562,0.036251789,0.012230495,0,0,0,0,0,0.012495546,0.008821899,2.97872E-05,0,0.00450934,0.004439667,0.006164924,0,0,0.003935773,0,0.001747345
0,0,0,0,0,0,0.020135768,0.022502625,0.068054054,0.008027533,0,0,0.024280209,0,0.021801207,0.016070692,0.019794525,0.059264263,0.023597251,0.020957659,0,0.016550384,0.017698628,0.737502973,0,0.025643157,0,0.008277152,0.008952524,0.009471701
0.173811963,0.173811963,0.173811963,0.173811963,0.049249655,0,0.156315135,0,0.053047114,0.180241785,0.132558505,0.17074804,0.035558784,0.065846012,0.070277254,0,0,0.040288453,0.145572418,0.081829598,0,0.108720984,0.156726223,0.04960761,0.046878583,0.073974454,0.064344839,0,0,0.046001584
0,0,0,0,0.059109665,0.063009605,0.087037002,0.119580783,0.022914023,0,0,0,0.050642616,0.022366668,0.018232177,0.060145616,0.053001357,0.136140575,0.068056579,0.072457754,0.037293779,0.022038168,0.019053949,0.009092033,0.011237943,0.081078245,0.047839339,0.042990708,0.013560702,0.015936331
1.507667668,1.507667668,1.507667668,1.507667668,1.255504408,1.873779154,2.032507888,1.96801014,1.5155783,1.756873573,2.086801738,2.164287871,2.017634122,2.160353572,1.410241418,1.410110647,1.332443085,1.982291191,2.413839292,2.969888892,2.907953752,1.89810611,1.814219828,0.967476813,2.140303541,2.032580728,1.961846116,1.06888361,1.225297586,1.119624867
0.352618029,0.352618029,0.352618029,0.352618029,0.399116235,0.211466275,0,0.2436602,0.116596701,0.290206046,0.181783676,0,0.163924702,0.785719079,0.323802339,0.176482614,0,0,0.135405923,0.148262401,0.333844738,0.312673155,0.360572824,0.360789536,0,0.164399616,0,0.085159809,0.080469525,0.088654544
6.147222677,6.147222677,6.147222677,6.147222677,2.789889799,2.699048528,3.561525959,6.692899235,4.196050716,4.48991704,4.423197738,3.50385378,2.820047213,3.552973434,4.541493776,2.919319262,3.175773762,2.054221817,4.177906961,5.739401054,3.843366651,5.337897623,4.606425858,6.414839477,5.263237774,4.237593341,3.996255783,2.366344425,1.668274,1.665028531
8.595710239,8.595710239,8.595710239,8.595710239,3.469002974,4.210242054,3.483315805,3.706926722,3.831095292,6.869573071,8.126406994,7.57376016,5.32877348,5.321407,4.410033949,3.698151104,3.815546318,4.280602465,5.241303562,5.16120226,5.26842198,4.489636066,3.855127509,4.26235434,6.516863406,6.583640798,5.325762381,2.422080876,2.190703185,1.940644879
0.012250532,0.012250532,0.012250532,0.012250532,0.015647682,0.020935989,0.017952386,0.019922248,0.044692138,0.013820687,0.011906968,0,0.026281702,0.028983673,0.027846096,0.018471029,0.019486097,0.022324053,0.022997174,0.018876089,0.020030945,0.063635089,0.024168669,0.0271239,0.022986509,0.020955427,0.022671081,0.009475485,0.007440758,0.009012068
8.99437733,8.99437733,8.99437733,8.99437733,3.961463522,3.51585637,5.305287312,5.583564287,5.356312639,8.505038255,8.760143448,7.500492391,6.579303109,6.335145292,5.515277254,2.897620286,4.042128842,4.440164309,6.707743413,5.976768311,4.880755747,6.040334005,5.1707232,6.117479191,5.246543002,5.943947045,4.626274504,2.86248547,2.426567839,2.084937341
46.43653616,46.43653616,46.43653616,46.43653616,23.32347872,30.19146466,31.78506549,32.19227968,27.0574511,41.9123434,43.57232606,36.99103192,32.17521135,38.66087607,39.35307431,30.40725929,31.12020504,31.67138293,37.23562425,42.94859545,39.70934825,32.85901471,33.37144407,36.38525565,39.13490725,32.13075945,35.55768725,13.44432492,18.5109666,18.57919021
12.40035475,12.40035475,12.40035475,12.40035475,2.886006003,3.143548982,5.175638206,5.748905137,5.322763307,8.897389913,8.524815455,10.73333421,4.746887799,5.850997536,5.223500566,3.97431989,3.738870103,3.845915107,7.423684316,7.440009828,6.334275623,5.347954531,6.001278971,6.121474435,4.34688027,3.810627143,4.376247428,2.941036323,2.958916566,3.036011685
11.86443597,11.86443597,11.86443597,11.86443597,5.477003658,5.905608915,5.35844727,4.522658696,5.475864066,9.149238133,9.625543165,8.972675587,8.001331639,8.23798978,7.844021124,5.387801948,4.065907084,5.74094021,8.983216577,7.082662226,8.914495375,3.40619757,5.601891326,3.110772889,6.879595278,7.52454468,7.239026503,3.581427922,3.227846357,3.736041718
0.067880176,0.067880176,0.067880176,0.067880176,0.013436289,0.022504073,0.027991204,0.019865495,0.017154438,0.07733108,0.069035653,0.08806707,0.033458427,0.068492048,0.045465862,0.020701899,0.019019148,0.020160657,0.045619299,0.033044416,0.061181801,0.013768681,0.018097434,0.020695363,0.035426644,0.038898753,0.03834419,0.014845245,0.020588559,0.023623283
3.547189957,3.547189957,3.547189957,3.547189957,2.174854093,1.69491678,3.261879721,2.654723281,2.335340049,3.623930742,2.938589603,2.57592668,2.181466013,2.127565743,2.123538287,1.979807399,2.396777876,2.897854861,3.739769881,3.000737081,3.136061839,3.939213724,4.526199519,2.58568371,2.875210793,2.0968859,3.510281126,1.084507144,1.696517139,1.397739373
