iBAQ 1Methanol_1,iBAQ  1Methanol_2,iBAQ  1Methanol_3,iBAQ  5Methanol_1,iBAQ  5Methanol_2,iBAQ  5Methanol_3,iBAQ  9Methanol_1,iBAQ  9Methanol_2,iBAQ  9Methanol_3,iBAQ 1Ethanol_1,iBAQ  1Ethanol_2,iBAQ  1Ethanol_3,iBAQ 5Ethanol_1,iBAQ  5Ethanol_2,iBAQ  5Ethanol_3,iBAQ 9Ethanol_1,iBAQ  9Ethanol_2,iBAQ  9Ethanol_3,iBAQ 1Isopropanol _1,iBAQ  1Isopropanol_2,iBAQ  1Isopropanol_3,iBAQ 5Isopropanol _1,iBAQ  5Isopropanol_2,iBAQ  5Isopropanol_3,iBAQ 9Isopropanol _1,iBAQ  9Isopropanol_2,iBAQ  9Isopropanol_3,iBAQ control_1,iBAQ control_2,iBAQ control_3
0.066969183,0.066969183,0.066969183,0.066969183,0.039636234,0.056069349,0,0.017051106,0.015343796,0.043482524,0.171378462,0.086916845,0.087371628,0.027332777,0.061842701,0.078571813,0.105637425,0.023662255,0.03454599,0.073514237,0.044667141,0.014849799,0.04672506,0.032165517,0.097548061,0.056167126,0.169665651,0.000983618,0.001993828,0.002163568
0.381136072,0.381136072,0.381136072,0.381136072,0.004004122,0,0,0,0.011737498,0.071535474,0.113766295,0.095634134,0.00832375,0.033127211,0.013939834,0,0,0,0.270249273,0.033482569,0,0.001331651,0,0.016353103,0.006215346,0,0,0,0.004420258,0.005979059
1.817164211,1.817164211,1.817164211,1.817164211,0.095344034,0.072824981,0.091721962,0.088954891,0,1.471350975,1.796371918,1.72441865,0.378992394,0.27409474,0.352602791,0.038712049,0.228960348,0.02213236,0.653200638,0.837569272,0.738171871,0.056158164,0.213433067,0.016684138,0.513962901,0.355861131,0.228025931,0.037521028,0,0.01556229
3.751603709,3.751603709,3.751603709,3.751603709,0.314573574,0.417315534,0.374452625,0.092138743,0.329362478,2.38791335,3.694963614,3.705274492,0.901922805,1.249427172,1.422746134,0.358624895,0.300949837,0.397827476,2.470230521,2.656902623,2.227154916,0.303950721,0.461359585,0.324794293,1.072091062,0.436334941,0.697956152,0.118530926,0.079831643,0.107295165
0.011305269,0.011305269,0.011305269,0.011305269,0.001572886,0.001079151,0.001489282,0.00190142,0.001342586,0.026509864,0.027557458,0.021948818,0.002705647,0.001905069,0.002800264,0.001651794,0.00133937,0.001538622,0.019533332,0.022713003,0.017407768,0.00129034,0.001214712,0.001209893,0,0.00215565,0.002109913,0.000709788,0.001051499,0.000841101
0.067224054,0.067224054,0.067224054,0.067224054,0.0116459,0,0.001017822,0.017790032,0.007716346,0.071961242,0.015492644,0.040680681,0.015320703,0.027008734,0.026037344,0.018297079,0.019570527,0.020485623,0.02233816,0.033044416,0.068777134,0.001143103,0.006391753,0,0.023827993,0.026764719,0.022369378,0.00436838,0.000739571,0.000422107
0.062019856,0.062019856,0.062019856,0.062019856,0.09190977,0.018970034,0.016725308,0,0.01901072,0.222870192,0.175776137,0.168936042,0.031245082,0.028974086,0.028964542,0.112676865,0.099015701,0.021522592,0.113517822,0.30152057,0.154753122,0.013154823,0.017582552,0.118099405,0.13627656,0.130376639,0.133210589,0,0.01019908,0.006914298
0.702928438,0.702928438,0.702928438,0.702928438,0.273013216,0.183723254,0.284577876,0.06652037,0.098800228,1.364650935,0.517512172,0.83606665,0.312632407,0.303968094,0.151803093,0.28823772,0.185952745,0.131457782,0.544825,0.676885698,0.653418031,0.052071578,0.345341446,0.054875624,0.260151771,0.246760606,0.265297913,0.021914821,0.031411881,0.031624212
0.389161077,0.389161077,0.389161077,0.389161077,0.053250897,0.063270652,0.003948561,0.024791669,0.004013488,0.468744759,0.496675567,0.470344936,0.164215241,0.047306509,0.126284421,0.003756792,0.057271102,0.064215427,0.274843618,0.310106194,0.236947765,0.002635103,0.07116115,0.075095363,0.139934233,0.093297907,0.177556357,0.002261081,0.020120137,0.019915636
0.155691984,0.155691984,0.155691984,0.155691984,0.082193753,0.031925178,0.063331102,0.058538985,0.021648686,0.094307611,0.183589864,0.205215405,0.166991506,0.149671642,0.174330441,0.029110701,0.060081415,0.06282063,0.088203383,0.190071251,0.193219432,0.139833578,0.051327416,0.028710583,0.103871838,0.108687494,0.050123002,0.016238656,0.000119908,0
0.017331255,0.017331255,0.017331255,0.017331255,0,0.005161714,0.004662778,0.001390395,0.00426366,0.08447366,0.016768756,0.046853294,0.004656498,0.021810617,0.004203508,0.003941861,0.004373646,0.00362209,0.028601471,0.018272774,0.027277653,0.049772027,0.006015813,0.004247515,0.008071164,0.004233564,0.016230099,0.00140388,0.001203061,0.001349674
0.76137665,0.76137665,0.76137665,0.76137665,0.085619018,0.544868621,0.213729802,0.113103357,0.101962721,0.594088276,0.906889692,0.684528421,0.132368904,0.501519553,0.434100339,0.307228808,0.103466368,0.284637152,0.391698032,0.505487156,0.455746117,0.222547782,0.158433455,0.224,0.324991568,0.29748278,0.24558662,0,0.025366472,0.023515439
0.129166416,0.129166416,0.129166416,0.129166416,0.687608839,0.402246807,0.958791471,1.825805658,1.0368106,0.274813888,0.43183603,0.464449376,0.207715433,0.820826982,0.145761977,0.876531033,1.028891426,0.843249658,0.573757317,0.978747509,1.167816782,1.340276468,0.716165414,2.023115339,1.072445194,0.800271996,0.774186561,0.004762579,0.132126915,0.01069143
0.092545873,0.092545873,0.092545873,0.092545873,0.005528122,0.007145853,0.005440291,0.007108143,0.005933293,0.057055492,0.051342862,0.052463924,0.009374937,0.008438743,0.012339495,0.00621864,0.008128196,0.007159105,0.054936577,0.056757937,0.034139176,0.007236333,0.007345942,0.008608038,0.010454132,0.029372185,0.023834574,0.002452693,0.002862477,0.003036694
0.085369865,0.085369865,0.085369865,0.085369865,0,0.000690479,0.006927813,0.007909308,0,0.103275833,0.182634417,0.116342126,0.005454674,0.012702503,0.017288005,0.009506841,0.010057335,0.002008763,0.06310058,0.029066911,0.049227997,0.012077767,0.006493876,0.008084281,0,0.009688254,0.00190197,0,0.002713546,0
0.670449555,0.670449555,0.670449555,0.670449555,0.108622109,0.086041173,0.205813175,0.493374069,0.297822699,0.885274878,1.319564421,0.869102798,0.267255816,0.293671566,0.351565447,0.116476875,0.27193349,0.188005477,1.177732831,1.004245038,0.813550691,0.238928939,0.246163088,0.130176457,0.284974705,0.366657012,0.266272647,0.028155571,0.084350546,0.061465585
1.547017746,1.547017746,1.547017746,1.547017746,0.263491592,0.165104284,0.16956688,0.17936077,0.156266658,2.203413885,2.21938642,1.727044735,0.570264108,0.533310324,0.512184081,0.177185589,0.174925155,0.17333455,1.511847516,1.36578308,1.275786203,0.26960251,0.122533137,0.297265161,0.330472175,0.444746662,0.391394489,0.068997682,0.049174749,0.127048352
0.104741814,0.104741814,0.104741814,0.104741814,0,0.097964732,0.095904006,0,0.118817429,0,0.28599288,0.259273362,0.085085649,0.003225095,0.100758204,0,0.156514248,0,0,0.091527668,0.004596502,0.004503948,0,0,0.19762226,0.147032182,0.127134745,0,0,0.002934447
0.136154714,0.136154714,0.136154714,0.136154714,0.052584923,0.053134817,0.024445932,0.020595719,0.018559422,0.080141149,0.103269462,0.09383264,0.039725198,0.023628328,0.004861184,0.003961229,0.005747787,0.005225377,0.046921253,0.041421201,0.043533782,0.025561954,0.024048523,0.021151962,0.0656543,0.023544424,0.05634583,0.004410833,0.001829467,0.002011904
0.01790816,0.01790816,0.01790816,0.01790816,0.011934609,0.015536452,0.013942633,0.015027478,0.014627168,0.100528984,0.196154652,0,0.135972399,0.037353198,0.174852886,0.01515001,0.016873592,0.016748882,0.176393372,0.078991838,0.187369837,0.014032675,0.010378071,0.01282283,0.112008432,0.328208228,0.025375582,0.00660217,0.010090103,0.01132416
4.633493202,4.633493202,4.633493202,4.633493202,3.349127709,1.754399546,3.940529687,5.524541009,2.641371265,4.899299418,3.979503691,4.160506309,3.058329802,3.51385813,2.987740475,3.104029554,3.29035732,3.395527157,5.647829406,5.187000082,3.882276903,2.492372705,3.342182777,2.764137931,4.380607083,3.940076982,3.492797797,0.306868146,0.360286013,0.269992082
2.188277638,2.188277638,2.188277638,2.188277638,0.157250789,0.490336751,0.423482168,0.416738396,0,1.787064394,1.154219674,2.445672869,0.798680467,0.784300191,0.391531498,0.400032279,0.801585216,0.601697855,2.030218198,1.513472196,1.857246382,0,1.592938532,0.551514863,0.801753794,0.4973493,0.959974007,0,0.115451064,0
0.055675624,0.055675624,0.055675624,0.055675624,0.039263649,0.032130416,0.041895019,0.008099621,0.012593772,0.181519089,0.136275588,0.166861435,0.116473983,0.119802123,0.112353829,0.061094274,0.07384178,0.049623003,0.168289645,0.20037673,0.182421184,0.0155093,0.013546431,0.040956956,0.034607083,0,0.031835131,0.013668137,0.012675659,0.010400388
0.043979094,0.043979094,0.043979094,0.043979094,0.005418326,0.003986462,0.007259394,0.01762734,0.003804528,0.061028036,0.098959479,0.045255321,0.006952969,0.012235804,0.009659374,0.005367538,0.007541666,0,0.022454693,0.036859491,0.009454408,0.004362571,0.004622122,0.005892794,0,0,0,0.001554989,0,0
0.055844391,0.055844391,0.055844391,0.055844391,0.080654814,0.022685906,0.391930395,0.073905847,0.250342731,0.163701343,0.148709492,0.215746005,0.154986583,0.070810204,0.174122972,0,0.132982403,0.065756276,0.071614182,0.164601021,0.117602972,0.289832369,0.101817689,0.122745303,0.161607083,0.005477021,0.19695821,0,0.008018296,0
0.096002135,0.096002135,0.096002135,0.096002135,0.051420369,0.06867523,0.070217038,0,0.037955023,0.029107048,0.176823203,0.087498523,0,0.088053534,0.132646171,0.042397289,0.081966013,0.006624555,0.112941854,0.086940023,0.150274526,0.007603023,0.111006899,0.164531748,0.088231029,0.116655963,0.089380038,0.004023132,0.016777802,0.004345974
0.264119101,0.264119101,0.264119101,0.264119101,0.303342018,0.347768946,0.164445932,0.184945281,0.156801403,0.205955591,0.09113659,0.242637114,0.356213304,0.042581994,0,0.034232376,0.046245235,0.073088088,0.280054114,0.335999563,0.032597129,0.129594871,0.116770018,0.042712961,0.159453626,0.135702383,0.114370368,0.019618942,0.023202083,0.003923745
1.362528738,1.362528738,1.362528738,1.362528738,0,0,0.156674634,0.058206033,0.176959954,0.988904228,0.768794827,0.960319857,0.112793818,0.446432167,0.257317993,0.046120187,0.059991815,0.099707896,0.86562546,1.062624553,0.895157763,0.375296751,0.000242752,0,0.176053963,0.258614249,0.211873192,0.186255045,0.007040257,0.011357605
0,0,0,0,0,0,0,0,0,0,0,0,0.000291145,0,0.000263391,0,0.000100766,0,0,0.001310243,0,0.002771065,0.003380164,0.003082045,0,0,0,0,6.97027E-05,0.000121135
0.361693517,0.361693517,0.361693517,0.361693517,0.033336483,0.102447543,0.101768812,0.160420352,0.136292032,0.686776678,0.969870687,0.59541223,0.086473781,0.052744303,0.044643531,0.077092337,0.050371966,0.065312643,0.491487737,0.578075947,0.587061688,0.138464291,0.075389505,1.225322235,0.153903879,0.112950441,0.158402055,0.032936488,0.042813843,0.047372157
0.041755857,0.041755857,0.041755857,0.041755857,0,0,0.034339803,0.060705063,0.013567043,0.116853962,0.088336998,0.055321105,0.085406452,0.043778462,0.038751415,0.019679716,0,0,0.084625688,0.121192433,0.078000692,0.065526561,0.019131269,0.017860832,0,0,0,0.008268344,0.006325499,0.006659159
0.026322361,0.026322361,0.026322361,0.026322361,0.029076051,0.22718312,0.080099436,0.078763916,0.156673677,0.015959849,0.017722894,0.030533489,0.008475274,0.197589807,0.005716899,0.207503183,0.182368778,0.141787312,0.274776645,0.056217411,0.061860772,0.04665632,0.016211922,0.048894174,0.24851602,0.222415306,0.220212585,0.009077677,0.010197013,0.010974691
0.394637368,0.394637368,0.394637368,0.394637368,0.038626474,0.012533148,0.012546515,0.042566756,0,0.129588295,0,0.023310443,0.021588685,0.034260404,0.027225575,0.021295483,0.013321674,0.013742766,0.099645043,0.109558844,0.077347835,0.037409766,0.017000814,0.0351239,0,0,0.009867869,0.008541972,0.005844125,0.007839299
2.670294566,2.670294566,2.670294566,2.670294566,0.254869933,0.286593873,0.115506263,0.612196252,0.098199065,2.493581225,2.670409926,2.462873725,0.521255775,1.252284123,0.453621275,0.045537363,0.749135239,0.208489274,1.09469976,2.145860064,1.344492828,0.433046615,0.016876599,0.494211653,0.90306914,0.219527449,0.262311822,0.082062537,0.266091701,0.013481175
0.199764072,0.199764072,0.199764072,0.199764072,0,0.005658244,0,0,0,0.07213671,0.018306633,0.078219252,0,0.028345173,0,0.006725786,0.008221069,0,0,0.052773607,0.016216957,0.018993245,0,0,0,0.010777245,0,0,0,0.002737052
