K1M1,K1M2,K1M3,K1M4,K1M5,K1M6,K2M1,K2M2,K2M3,K2M4,K2M5,K2M6,K3M1,K3M2,K3M3,K3M4,K3M5,K3M6,K4M1,K4M2,K4M3,K4M4,K4M5,K4M6
8.443288052,8.381660784,7.936074198,8.765896566,8.299647384,8.512169942,8.454396558,8.39083217,8.141050774,8.57145712,8.059429111,8.429426768,8.579468814,8.840593634,8.983398875,8.726223504,8.528630737,8.448122507,8.684676146,9.039560772,8.486532173,8.2953674,8.368770113,8.341004476
7.088215807,6.974727898,,,,,,7.799106554,6.878944342,6.471914975,6.976440343,6.740110934,6.82776417,,,,7.733519816,7.736684062,7.28427116,,,,,
,7.94076005,,,,,,,7.573752394,,,7.55490087,,,,,,,,,,,,
7.396057332,6.803776759,,7.385072491,7.706336783,7.445879069,,,7.438784883,7.818842279,7.420380859,7.171463271,7.767654898,7.618039949,7.83303828,7.653621761,7.866794221,7.676580186,8.115905288,7.685782926,7.622761435,7.780679535,7.809120223,7.607532598
7.488423565,7.07635322,7.485263975,7.531339378,7.537908901,7.795320679,7.727978407,7.077955483,7.607939663,7.479548796,7.564996161,7.593158217,7.516639935,7.744584527,7.204179252,7.474429423,7.823469312,7.551123738,7.59624142,7.366271404,7.688848777,7.428061868,7.452966595,7.745413687
7.460965077,7.425947307,7.544360114,7.498387979,7.538345795,7.405235369,7.656903284,7.380874148,6.27484858,7.659141217,7.440208663,7.618499615,7.398895673,7.136327535,7.635664296,7.376370849,7.134042151,7.434895094,7.60520075,7.701184824,7.60869674,7.289560179,7.52976018,7.603157678
7.254073233,6.513011944,6.860336904,7.427879437,7.300155504,7.706598004,7.497041532,7.526297382,7.447322005,7.90050717,7.370265649,7.415744876,7.90079011,7.792224243,8.027391631,7.895844141,7.831295497,7.676580984,7.882110007,7.943886883,7.79241074,7.649440095,8.015764031,7.711493923
6.596655754,6.978924815,,7.0183663,6.933064218,7.037109842,7.083868082,7.011103106,7.180308861,6.87154058,6.913999913,7.123161724,6.755388694,6.679267826,7.017299729,6.843668297,6.466081289,,6.889055029,7.224427047,7.070455831,6.483579151,,6.950636912
7.310066762,,7.249729652,7.603151842,7.620598369,7.928607243,7.532117855,7.131485464,7.74851475,6.835655821,7.248626423,7.720603486,7.224052792,7.414355366,7.082372058,7.415757742,7.44780402,7.298385083,7.366462544,7.568492361,7.455881751,7.388474511,,7.060823531
7.957619835,7.943096161,7.883555236,7.961867998,8.106848342,8.124071799,8.074299092,7.881616614,8.066936587,7.919134359,7.746661006,7.665592395,7.892873335,8.388565604,8.132414503,8.020119061,8.261844316,7.948080628,8.11155563,8.049921107,7.910995144,7.944392466,7.889403816,7.976223122
7.483279076,7.671091225,7.621788458,7.295933417,7.878531055,7.191863592,7.472633046,7.648949572,7.815220362,7.965275414,7.487281226,7.321385654,8.308362881,8.287962124,8.336144347,8.265573352,8.608341637,8.231317409,8.389641238,8.233118471,8.493839804,8.220795642,8.282842425,8.433391594
7.834077806,7.764422766,7.741428138,7.765932615,7.692095245,7.749295613,7.806482598,7.722526151,7.680727085,8.025291708,7.576988898,7.710631778,7.847870906,7.331723851,8.076916891,7.894364599,7.920802558,8.001104474,7.891163301,8.022346582,7.875825274,7.717473616,8.107457603,7.831407669
7.259095664,7.784821366,,7.171782968,8.018278538,7.891374585,7.401004067,7.510051713,7.616103434,7.404270543,7.816899644,7.771332386,7.908925845,8.137059544,8.156633182,8.226526856,8.144713024,7.7985305,8.037022984,8.037496038,8.134172641,8.210083119,7.963191569,8.392620666
,6.589583433,6.114119208,,,,,,,6.350284665,,,6.467433461,6.069658673,7.292811969,6.12531243,,,,,6.209634144,,6.295327123,
,,,,,,,,,,,,,,,,6.925443277,6.743843564,6.281050164,7.091337923,,,,
8.616619551,8.422720767,8.455316032,8.549654612,8.706916345,8.676156862,8.664475405,8.439243331,8.620989362,8.664176608,8.403629554,8.707553078,8.465381628,7.88856773,8.585884999,8.663060283,8.589206943,8.625241091,8.653818831,8.519524302,8.618401938,8.646218937,8.543285948,8.700036466
7.214867891,,,,7.971482303,6.995597755,6.915178231,,,6.683718222,,7.0252659,7.03325046,7.62630067,6.969023475,7.77373087,7.042275393,,7.148692066,,7.149798503,7.441273054,7.005373107,
8.43737311,7.456042097,7.717156386,7.733835552,7.977755714,8.54586433,8.44211079,7.824922338,8.544317301,8.41451282,7.863353934,7.938446642,7.992731647,,8.059040226,8.396257144,6.339934115,7.957146513,8.331980247,8.183359513,8.142592316,8.078431656,8.389609042,8.078872638
8.191935648,7.760853601,8.098011094,8.482385536,8.255525574,8.371695963,8.384684851,8.310916816,7.958174497,8.377962971,8.162111827,8.131354006,8.319631438,8.416740731,8.711478439,8.451373926,8.482960551,8.343979116,8.485791833,8.633362222,8.334404948,8.374974064,8.402478498,8.264866582
6.313934804,7.403435789,,7.33322204,6.361485327,7.356293827,7.177169901,,7.077109072,7.131941254,7.210762622,7.167950826,7.02212769,7.555739418,7.367193394,7.487724344,7.281941407,7.398297508,7.401828879,7.474217626,7.452678965,7.338728765,7.230494594,7.319448325
7.69457547,,,8.205230138,8.508391893,7.53130594,7.807464985,7.828528919,7.540053631,7.51839708,7.645381019,7.805770622,8.393196494,8.513002299,8.610511415,8.831992403,8.733621054,8.191052159,8.647060333,8.440944281,8.520668988,8.557020447,8.226367023,8.395936268
,,,,,,,,,7.103657942,,,,,,,,,,,6.679296181,7.073255173,,
6.500394616,6.886606344,,6.493075937,,,6.729490174,,,,,,6.957966417,7.106722361,7.114289101,,,7.142481289,6.857844544,7.172543272,,,,
5.538248709,7.254272425,7.126077719,6.700795169,5.681200815,7.651746857,7.481508931,7.514818909,6.843001001,7.878796646,7.098956814,7.420143191,7.638412966,7.454487309,7.948791751,7.072080709,7.335914521,7.065506642,7.818136458,8.181431884,7.496631834,7.403471156,7.583349874,7.758053166
7.002517379,7.389889929,7.457193209,7.38319729,7.041574733,7.448560991,7.164143052,,7.021982313,7.566019431,7.289501046,6.940290773,,7.402251765,6.972028753,6.887348477,7.397043804,7.40632572,7.423274399,6.917554206,7.380450239,7.32042339,7.66500582,7.51568748
7.075850405,7.488383365,7.150095966,7.481007226,7.137053172,7.354894985,7.303645833,7.433603323,7.009799768,7.171187415,7.007121802,7.295786848,7.231260991,7.743779306,7.620213295,7.531863632,7.522973302,7.241590713,7.558262377,7.512339204,7.588062338,7.519473798,7.437462096,7.565782896
8.661869441,8.708684773,8.712005742,8.810715634,8.81949916,9.159732612,8.853236019,8.798846667,8.786712116,8.900674173,8.927070686,8.856670009,8.846105288,9.118377599,9.06523298,9.002168248,9.018008395,9.035652659,9.026788103,9.014497157,9.078764899,8.926406588,8.97025695,9.044307476
7.899795576,7.776445283,7.716448083,7.672879831,7.600387421,7.806629457,7.642162961,7.639098713,7.629790941,7.859814355,7.648977399,7.559361068,7.819284268,7.812858303,8.12754241,7.973532566,7.988616403,8.046103613,8.031172265,8.158374233,7.950792581,7.445017387,8.21231056,7.973532754
7.629439622,7.291115329,7.602492874,7.618034421,7.213414506,7.604762485,7.837320122,7.638559554,7.745067391,8.18972881,7.015271411,7.551383491,8.221616675,7.769252448,8.332440589,8.161047401,7.36671707,8.052131963,8.186376757,8.573282589,8.086999766,7.783512107,8.377355816,7.702317427
9.360421743,9.224249336,9.457441122,9.187656352,9.321284367,9.452028757,10.31363032,10.26096886,9.471858415,9.965087341,9.235902207,9.921831015,9.347164918,8.264186302,9.542354748,10.27759054,9.649196955,9.180854094,9.475723254,9.8193561,9.446336836,9.073214223,9.960237219,9.396728418
6.69201987,7.203407165,,7.230893536,6.865196776,7.013962248,6.506873761,6.982010916,6.441945795,7.074244438,6.849973097,6.334954426,7.113941332,7.256503508,7.599468337,7.493748659,7.427548027,7.33451796,7.264481008,7.571261197,7.213676217,7.073087376,6.965496367,6.599688574
,,,,,,,,7.682033158,6.68964124,,,,,,,,,,,8.157591884,7.931979302,6.998923119,7.192765441
8.452572841,8.3001628,8.476935462,8.069394397,8.700641388,8.756793365,8.377433382,8.623729941,8.486879063,8.838648512,8.296843692,8.3508842,8.736487204,8.979295885,8.823419481,9.078573891,9.010530264,8.70344432,8.955646735,8.605968122,8.98778168,9.032929118,8.863645399,8.934354395
9.72675288,9.592904728,9.710405622,9.93769392,9.852070104,9.78874717,9.857902805,9.970515475,9.687290069,9.894133943,9.849227479,9.910108966,9.527089052,9.543790631,9.872889221,9.789745532,9.87224629,9.726956349,9.811417711,9.756339492,9.783488339,9.855986378,9.81393123,10.00757923
8.931332912,9.026673407,8.875949979,9.040313209,9.160446434,8.911582588,9.048702325,8.829379259,9.04557691,9.259797331,8.881182495,9.010087775,8.909600601,8.88810509,9.054438793,9.000315306,8.594609655,9.112107524,9.081703851,9.004013243,8.665560975,8.918294522,9.135497166,9.003201866
6.779200777,7.285180594,7.509433985,7.222473335,6.743004847,7.076137821,7.262099832,7.18675216,7.287251422,7.205157695,6.985936309,7.34338292,7.509590643,7.187665403,7.069140039,7.250748741,7.12159348,7.517630941,7.349156125,7.629912447,7.000376279,7.123434585,6.934532137,7.22308784
7.967394538,7.814808556,7.806080633,7.867142094,7.939538258,7.926690361,7.863809351,7.840426812,7.955956328,8.137721764,7.993664558,8.08733733,8.078714115,,8.349270727,8.43156672,8.12746981,8.217540354,8.355733718,8.250631824,8.186777579,8.259762613,8.415685357,8.157850311
7.049794773,7.415869221,7.263765917,7.312852405,7.114336216,7.492942302,7.113910712,7.046163842,7.028624817,7.621779208,7.230844841,7.296272328,7.46209664,7.650738552,7.897667321,7.340518023,7.47207234,7.599397005,7.510432399,7.896463845,7.475718091,7.419535368,7.078972263,7.101591525
5.280646775,,,,,,,,,,,,,,,,,,,,,,,
8.801367283,8.489383573,8.442379558,9.260737333,9.129065099,8.984041415,8.909407174,9.019637773,9.024698329,8.85815255,8.843006046,8.912924563,8.925409488,9.372502137,9.041577658,9.438888798,9.380844429,9.028007913,9.385828667,8.910147655,9.19720793,9.03816931,8.95710096,9.111522525
8.8795148,8.624550061,8.751251191,9.132849429,8.991412242,9.087149521,9.117086889,9.166968868,8.819753449,9.114509159,8.838415533,8.843391812,9.496103593,9.044546712,9.097189138,9.159746355,9.103428152,9.159442081,9.109272941,9.151824233,9.048175956,8.987829753,8.801595745,8.923870944
7.849857722,7.850638619,7.977561231,8.076593412,8.072407728,8.147550109,8.401826334,8.526255261,7.769020029,8.297676413,8.199192161,8.279175176,8.576924846,8.175142777,7.516962383,7.982411569,7.859224973,7.976752903,7.474893947,7.989984835,7.416958961,8.012797669,8.3044937,7.194289982
6.852220888,7.491269569,,7.075174605,7.151985148,7.090110477,7.109846063,7.281147945,6.805739801,6.915431937,6.91958229,6.826274138,6.934128066,7.546166505,7.628380757,7.555292073,7.513183763,7.236129857,7.387859014,7.435826081,7.224326771,7.006358856,6.617112794,6.742058371
7.450265703,7.47598493,,7.951891414,8.261711366,7.806828368,7.740717687,7.320459831,7.318737733,7.543962876,7.085872562,8.014060367,7.684279954,7.26698732,7.616605997,7.821885765,7.57133925,,7.506326953,7.788047472,7.674071,7.603707744,,7.86836904
7.889677823,7.899684095,7.871444601,8.019469846,7.849596522,8.006721813,8.02143961,7.864693524,8.000975046,8.163737886,7.797365309,8.003141098,7.890508269,7.712242466,8.079711589,8.114144977,7.970021873,7.975993843,8.112942429,8.028024772,7.858815924,8.063676975,8.222790389,7.942931574
8.2978336,8.372169412,8.297170968,8.446488731,8.331451739,8.460504381,8.421884886,8.504230475,8.419435864,8.433087253,8.393307182,8.510054524,8.278734692,8.663226329,8.449017472,8.503210671,8.500757053,8.401844906,8.526772232,8.391326484,8.405065626,8.351726389,8.303185374,8.540195416
7.790984207,7.550769414,7.78774107,7.790473184,7.851701144,7.767209913,7.923751799,7.565308263,7.925347476,7.904912114,7.823204004,7.914210888,7.667449333,7.704283891,7.820677986,7.620032269,7.637353,7.868281791,7.839771107,7.866627497,7.936361889,7.845358125,7.842993649,7.974029421
7.619137848,7.629370519,,7.863936847,7.777725122,8.151885322,7.67073794,7.495739478,7.573544084,7.569505695,7.317689214,8.000325985,7.517203906,7.498930024,7.622417872,7.680139944,7.67961586,7.103611281,7.626907255,7.492306736,7.520509838,7.371612114,6.90407382,7.727277557
6.217253401,,6.786162111,7.204270036,,7.284383571,6.409670559,,7.025874651,7.113272694,6.822278407,,7.043575339,7.184197825,7.124133139,7.510440681,7.18346335,6.996132414,6.880539427,7.330057773,7.464460363,7.234953596,7.031070826,7.227873265
7.237470038,,7.076528862,6.93493718,5.965909351,6.761928488,7.482151761,7.346319876,6.99027914,7.243675584,6.778306758,7.247205373,7.00531265,7.666429106,7.395522202,7.355425358,7.735124035,,7.490934312,7.437031954,7.480695939,7.06243316,,7.468286656
6.799583272,7.145373757,,6.897365472,6.710252299,7.292652146,,7.144484722,6.828581477,7.117494481,7.13763497,,7.022688775,6.73569003,7.133394064,7.279076976,7.040377165,7.160580725,7.034787673,7.315601805,7.32527107,7.021068788,7.211674046,7.09714921
9.829544945,9.601417758,9.659953024,9.728463591,9.856959952,9.848163301,9.765212893,9.73103994,9.921707528,9.642284327,9.67947745,9.916657355,9.219145722,9.066598894,9.419725867,9.449915574,9.532609859,9.37196717,9.432072935,9.262094349,9.318679956,9.342570451,9.380858789,9.44971197
8.430310162,8.478099454,8.392914616,8.589836893,8.462808478,8.623767765,8.468680467,8.429354182,8.358162254,8.816137905,8.509418791,8.50875655,8.65147426,8.555639384,8.956692909,8.732251043,8.720445825,8.827061648,8.731953141,8.96389345,8.615732307,8.559751726,8.826551414,8.549827557
6.310435753,,,,,,,,,7.813137065,6.954558608,6.341474696,7.293735964,,7.399833252,7.833378686,7.935113909,8.15044394,7.738205663,7.562661033,,7.732441545,7.896394148,7.043424198
7.251690755,,7.270045968,6.512555566,,7.27577897,7.366369733,7.306686642,6.329387974,6.902888562,,7.425089116,,,7.141544488,7.244168602,7.550100401,6.959268376,7.053271932,7.129508326,7.192417893,7.510375733,7.340976491,7.433598748
6.866012332,7.341744054,,7.54156224,7.016031882,7.655693227,7.244026847,7.374482271,7.243566076,7.353373596,7.307631792,7.458102446,7.488475631,7.493070116,7.444668246,7.633855867,7.520785875,7.345066626,7.536727823,7.841766661,7.545302614,7.374610077,6.902860584,7.363550324
7.280768106,,,,6.878852368,7.091950755,7.336268623,7.367890445,,7.496100609,6.968580141,7.487522082,,7.535572437,6.759389692,7.487056863,7.707907125,7.624160376,,,7.536769931,7.740517498,,7.384871325
7.824743622,7.594819415,7.713931788,8.004134566,7.758531188,8.166515652,8.007650254,7.932520401,8.003356724,8.200220622,7.876957608,7.993212618,8.075864595,8.064735382,8.143669348,8.121363049,8.000944815,8.066019393,8.099790647,8.369265599,8.086638298,7.999420718,8.041970232,7.826419943
6.75594345,,,6.909379517,6.933974038,7.432469229,,7.072262457,7.027363529,,6.619100173,,,6.998855428,,,,,7.104067874,,6.928001204,,,
6.770013229,7.232149581,,,,6.696074096,6.513234806,,,7.077482151,6.019283944,,6.972611829,7.248146109,7.336977498,7.027156515,6.417127839,6.939328281,6.766676835,7.310092184,6.977232264,,,
7.455025973,7.575281869,7.31556954,7.670971912,7.523732588,7.635090181,7.695913537,7.492053218,7.057086068,7.632551918,7.404091688,7.50060945,7.821111254,7.897565446,8.033702852,7.796008806,7.818457753,7.907887584,7.83654415,7.96960852,7.715398007,7.671138366,7.746224632,7.465256883
7.407902185,7.664752216,7.616333871,7.671776436,7.283675986,8.073866034,7.89960398,7.979674794,7.737440215,7.566720674,7.868267916,7.687783576,7.659897501,6.873136222,8.187003788,7.902652853,7.878379189,7.864554749,7.767064676,8.069267827,7.817033836,7.520946542,7.797013484,7.838619376
6.889420485,7.439973137,,7.128945379,7.229069906,7.644844532,7.076287637,7.078473143,6.98032066,7.214692607,6.794522909,7.246937036,7.380416161,7.737886877,7.720276684,7.549681564,7.322739815,6.993034053,7.46896632,7.780821737,7.519645465,7.25972618,6.949198312,7.406301848
8.268621279,8.386912999,7.801241618,8.514711182,8.364497455,8.452974532,8.420428206,8.421623958,8.311951565,8.431792336,8.247256311,8.246992066,8.451724875,8.411814977,8.56178334,8.49183458,8.420960198,8.462546473,8.491793453,8.627398046,8.404567029,8.327640735,8.372619143,8.275763942
7.823218074,7.70566701,7.394959695,7.973344515,8.076594439,7.561097544,7.70374444,7.819397747,7.968788359,7.548743877,7.724356704,7.738735396,7.451032739,8.010385899,7.979200691,7.770064596,7.953399249,7.647747014,8.065318006,7.809337458,7.894281579,8.11095709,7.664427841,7.886885474
7.169166864,7.415477754,6.779029176,7.37560617,7.094602771,6.904137209,7.190743495,7.211807934,6.832275912,7.481866442,7.07626384,7.010301816,7.200378196,7.20253419,7.551690609,7.539989388,7.631022374,7.464715433,7.646479114,7.723838019,7.494492968,7.275003662,7.596224317,7.735211066
7.725714598,7.867403869,7.843753295,7.792252053,7.716526456,8.197634632,7.806014492,7.630919803,7.917076852,8.029882839,7.831869857,8.027626049,7.898880135,8.020395555,8.137172443,8.055352834,8.090711352,7.921338878,8.087260156,8.088973225,7.904439296,7.956717546,8.079914547,8.037472416
7.34246758,7.269211675,7.569562436,7.618922701,7.594148373,7.735923402,7.691133853,8.134590088,7.590841396,7.595721312,7.393485606,7.98807102,7.553768491,7.525258787,7.676930295,7.449597054,7.67587994,7.47355267,7.473827897,7.463640394,7.661318072,7.47815978,7.175216905,7.810335614
7.197997974,7.162199674,7.431253622,7.184593004,7.731137609,7.930729241,7.446941373,7.487657778,7.513882752,7.600461575,7.283586398,7.499333491,7.437976904,7.776512984,7.647553605,7.452660162,7.675876699,7.606622028,7.623741091,7.541454558,7.768214533,7.600883523,7.484987201,7.463078236
8.24182635,8.019912306,8.121332603,8.082006171,8.147670286,8.18474913,8.202702755,8.213892255,8.327731736,8.31961814,8.252650606,8.315915201,7.898883563,7.965067029,8.049737187,8.163719346,8.228209777,8.310434836,8.191412768,8.102359656,8.159994773,7.915639052,8.178198227,8.007239376
8.920072571,8.9432697,8.927594905,9.082208919,9.245038658,9.102802717,9.074659195,8.818325176,9.059750597,9.200381109,8.933431622,9.172509078,9.046697349,9.240346383,9.174928071,9.200309013,9.171449647,9.159164465,9.157677641,9.148495362,9.154109486,9.018042553,9.284246862,9.106784424
7.492098221,7.230212096,7.321739266,7.529703095,,7.530674149,7.284266363,7.434858532,7.411187716,7.759224921,7.20152442,7.252921797,7.78668927,8.052118329,8.064390252,8.008059029,7.936125935,7.904719745,8.005703665,7.875017056,7.886103509,7.612018534,7.905202265,7.508313835
6.671861617,,,6.768175533,6.934517769,,,6.78950359,,6.781078198,6.608452441,6.88581416,6.804419809,6.547435832,6.741761735,6.959721079,7.124940554,6.944660151,6.575875823,7.163607295,6.548679176,,6.539360641,6.651259494
9.146326031,8.883796268,9.04833189,9.062042185,9.10131964,9.103433847,9.008764769,9.01954495,8.935268054,9.080002562,9.137947575,9.195749999,8.724992298,8.549624839,8.870994609,8.931415314,8.991505268,8.838167837,8.952436103,8.810540794,8.896133108,8.876519035,8.88505768,9.001323755
8.38322931,8.412472075,8.345753446,8.492585593,8.586921264,8.472966057,8.441962338,8.465531827,8.368360043,8.700691419,8.268739104,8.728195496,8.531258005,8.322877714,8.866591223,8.661302464,8.890872801,8.800468402,8.570422229,8.823607549,8.721231985,8.801079581,8.960449453,8.770669
7.897831918,7.447852076,7.817320638,7.538188014,7.31830918,7.74431156,7.520167404,7.701320973,7.641407868,7.922933044,7.933318843,7.74951745,7.711066221,7.527412197,7.785121335,7.760763765,7.729900157,7.725476875,7.723316627,7.794160731,7.696624156,7.611568594,7.803786159,7.714840519
8.880825572,8.741429362,8.851379533,8.927040623,9.049591909,9.048939683,9.018785742,8.762858867,8.965066327,9.121750552,8.878070731,9.006649254,8.964956976,9.243028586,9.117214163,9.128490603,9.127619424,9.06077916,9.158207518,9.092171017,9.057795814,9.037480566,9.142860544,9.091368339
7.181295806,7.355918196,7.358892074,7.708474592,6.874563408,7.619515944,7.259180384,7.2363553,7.327734554,7.497145071,6.743919858,7.164899242,7.481775941,7.899993888,7.592058857,7.557256468,7.494924592,7.576589769,7.571487164,7.874936522,7.657117771,7.312721824,7.292466462,7.715003943
7.049153312,6.980397244,,7.183250416,7.077816471,7.286439366,7.04937444,,6.497325161,7.089531444,,7.362339487,7.134183209,7.528176228,7.339456797,7.210543123,7.732004663,7.176552254,7.490654308,7.548811354,,7.353501654,7.136873112,7.402960734
7.578042658,7.086589463,7.51583213,7.85252795,7.649375306,7.891459505,7.44771498,7.462597884,7.564623202,7.83198423,7.551654263,7.733582958,7.920446807,8.092351728,8.037160591,7.982766161,7.745256932,7.917098143,7.944614335,8.027981318,7.747784553,7.578271389,7.849413183,7.575167736
7.645121528,7.167229917,7.500880152,7.503523691,7.467587439,7.516120367,7.526821904,,7.350989258,7.585532564,7.176856895,7.530361972,7.379620715,8.000545286,7.545754512,7.778125344,7.498516086,7.201601601,7.635233335,7.695383389,7.471651142,7.367805637,7.678200685,7.444691301
7.145188653,7.052586531,,6.903743791,7.145504043,7.357540841,7.152347496,7.216424615,,7.386610476,7.152826721,,6.984839426,8.252580892,7.80063815,7.211923383,7.511032517,7.129296819,7.445752448,7.497444593,7.469144583,7.381677869,7.38134939,6.928237335
6.808942105,7.113148784,,,6.737984457,7.338642986,7.119483192,,6.606193215,6.742791673,,,6.971575926,7.024850316,7.582356441,7.296911717,6.599246753,7.259225951,6.90516691,7.445431738,6.75808191,6.889288641,6.566286375,7.083252655
6.63807524,,6.885902761,7.559597077,,7.498904086,7.451410795,,7.087844778,6.850285743,7.341313364,7.520771175,6.85971617,7.391559373,,7.189832454,,7.073275143,,,7.238613488,,6.951527727,7.21992849
7.64896147,,,,,7.932611607,,,,,,8.090326594,,,,,7.423173982,,,,8.021878421,7.750158797,,8.195264695
6.992673319,6.265213665,,7.001073971,,6.941704666,7.265614167,6.244200664,7.430221457,7.115664272,,7.246281654,7.237160652,7.253298987,7.356319267,7.211454831,7.596564951,7.034774212,7.26936962,7.426346583,7.198985352,7.557243882,7.179578432,7.495862797
,7.599535957,7.405174654,7.756443192,7.561909445,7.326666146,6.875143632,,6.98965634,7.783762797,6.731202157,7.524808797,7.685679859,,7.567613478,7.566971234,7.8081292,7.68710214,7.611239567,7.362652028,7.045313963,7.34753133,7.240583363,7.304752882
7.337404678,7.26310967,7.377154451,7.568151367,7.64882681,7.351688751,7.491560752,7.430201661,7.271215702,7.294526068,7.235471977,7.694703375,7.381050835,7.167757967,7.381606155,7.382342997,7.617690302,7.434367903,7.394829148,7.158457685,,7.378481236,7.541248775,7.359437721
8.317861565,8.063335597,8.328900164,8.53362175,8.412793577,8.452244058,8.460547289,8.324872939,8.076005814,8.651556791,8.479685949,8.315955542,8.57316078,8.664807538,8.738733018,8.775398762,8.739939092,8.771346165,8.80933011,8.7358377,8.73706423,8.584648098,8.707388379,8.594749723
7.463595295,7.715232758,7.669408738,,,7.397452975,7.771518396,7.629871496,,7.885241548,7.242342192,7.886700758,8.573039416,,7.351161688,7.437542599,7.247205885,7.861944183,7.236576443,7.156349971,,7.388491789,7.468842061,7.090566613
8.704365993,8.722016437,8.655954033,8.649837913,8.755678018,9.1361082,8.770382862,8.915504187,8.962146442,8.830000373,8.709644451,8.807635427,8.763860665,8.428006771,8.987663803,8.804518976,9.053425367,8.896771389,8.983479627,8.972768301,8.885859826,8.979565506,8.964536311,9.048810164
7.039487735,6.956368056,7.322296148,6.399946725,6.553585362,7.274751459,7.376936421,7.156620369,7.238101696,7.235733305,7.185256479,7.185820865,6.910505622,7.190068693,7.191896633,7.208935858,7.293690429,7.038608826,7.264431757,7.012203732,,7.083346678,7.214751268,7.175729794
7.591556963,7.710965091,6.583481652,7.711541057,7.142946789,7.928027288,7.639864688,7.745543983,7.824864249,7.942071192,7.736359179,8.057757395,8.134067052,8.241746593,8.18259845,8.258806488,8.242855729,8.137818657,8.178896101,8.174585501,8.297791833,8.062989064,8.040231328,8.049002192
8.854519687,8.769720685,8.80754247,8.722708878,8.888551313,8.811277656,8.867104529,8.826821813,8.936150481,9.044638941,8.881855425,8.973796884,8.946170263,8.373947292,9.125918879,9.104429996,9.029375171,9.085220324,9.109549782,9.077651651,8.821983897,8.970763354,9.15850194,8.901438559
7.239043944,7.267826384,7.254780804,7.293583626,6.989025495,7.607973403,7.148153027,7.548188179,7.38806927,7.495238085,6.963165841,6.863206168,7.466567377,7.577315192,7.830944069,7.57281777,7.749267731,7.576798743,7.753157393,7.695433836,7.619642218,7.490310349,7.571348131,7.503305794
7.304195514,,,,6.825320519,7.50354093,,7.296321569,7.210780729,7.640794674,,7.364269908,7.622865849,7.993321253,7.801398054,7.867769409,7.509929226,7.800949509,7.934831329,7.781971557,7.690748498,7.473300464,,7.519441399
7.117928527,,,7.745823663,7.90150571,7.806833779,7.564766371,7.873026494,7.920781544,7.588754942,7.666476246,7.814086497,,7.781629477,7.795580623,7.943687772,8.062909614,7.782907346,7.844604817,7.637063705,7.773668338,7.768313957,7.117431811,7.818582197
8.488681219,7.956291717,8.256583099,8.205917424,8.114871653,8.136858424,7.91890164,8.252124655,8.290682712,8.263879849,8.047568736,8.034644907,7.994527595,6.868872244,8.155553694,8.124392259,8.154590632,8.078418276,8.082419201,8.145310702,8.147058878,8.050066102,8.185139222,8.228580669
8.005797406,7.836160033,7.232485774,8.525579241,8.369670901,8.681008834,8.360684008,8.289863761,8.348280505,8.303820136,8.124377797,8.384187321,8.361250547,8.69910455,8.488891625,8.628613455,8.63441793,8.37567472,8.617663253,8.534237295,8.604334063,8.53335856,8.161531976,8.543816301
7.619950692,7.74680723,7.91089244,7.993137323,7.953771139,7.950990715,7.941255377,7.816025832,7.758027888,8.067512147,7.516885833,7.983572583,7.81122685,8.141566183,7.960454685,8.01706245,7.983615951,8.003472005,8.038444075,8.038260906,7.954918824,7.859193054,7.770874551,7.676312578
7.752960625,6.707349987,,8.134195342,7.940112266,8.112871234,7.720352062,7.628731119,7.493980645,7.547263516,,7.366598422,7.875035338,7.65185287,7.976863776,7.939671206,7.974586403,7.319189776,7.652671352,7.654942408,7.7561303,7.964468034,7.452122295,7.529702546
7.983594059,7.359027205,7.610200808,7.461609815,7.56301717,7.712275694,7.542883553,7.567102016,7.838454667,7.148403375,,7.66584825,,,,6.881794431,7.784129325,,7.474968087,,,7.501004707,7.505884286,7.452626514
7.76394756,7.986000196,7.84204225,7.938871336,7.818146741,8.076367223,8.141532222,7.81833946,7.961792939,8.229486072,7.704728157,8.08720541,8.020176341,8.038025446,8.203735609,8.153379991,8.195337778,8.130364917,8.23516179,8.081606143,8.205340874,8.190527907,8.364807424,8.13367899
8.11007647,7.951375712,8.254711323,8.19467531,8.341943862,8.259770378,8.298829033,8.309178938,8.357379474,8.288815544,8.277418034,8.381840499,8.287469673,8.18431863,8.281758183,8.419748497,8.446537643,8.344060828,8.524091752,8.305671679,8.278597594,8.380948913,8.462315175,8.280559145
6.691488532,7.091277162,,7.182545551,,6.778211181,6.577007738,6.984696012,7.026606856,7.169288155,7.114423285,7.377149723,7.091500121,,6.925487921,7.290879349,7.282096022,7.118618783,7.201485389,7.309050822,7.29941028,7.287247797,7.013827123,7.30709785
7.170276308,7.302548266,7.21767834,7.203853699,6.919632531,7.747346272,7.286701049,7.6903707,7.537822536,7.574376705,7.483353471,7.480862233,7.466093931,7.596526154,7.644457254,7.314685194,7.374574364,7.536666333,7.393777057,7.73804735,7.391768129,7.562218764,7.265978947,7.489662621
6.641152363,7.256927399,7.104450189,6.84583381,6.227660696,7.015752393,6.970467113,6.714549715,6.482982476,7.096409364,,6.772701991,7.641496251,,,7.277192571,7.330017039,7.493948358,,7.709669958,6.776691346,,7.454329031,6.497414089
