iBAQ control_1,iBAQ control_2,iBAQ control_3,iBAQ     0.1% FA_1,iBAQ       0.1% FA_2,iBAQ          0.1% FA_3,iBAQ        0.2% FA_1,iBAQ          0.2% FA_2,iBAQ            0.2% FA_3,iBAQ             0.5% FA_1,iBAQ           0.5% FA_2,iBAQ           0.5% FA_3,iBAQ 1% FA_1,iBAQ 1% FA_2,iBAQ 1% FA_3
0.007691751,0.006742781,0.007846011,0,0,0.023276238,0.030637059,0,0.007386683,0,0,0,0,0,0.048593939
2.47005763,2.360878244,2.823563619,4.520078727,6.446411418,5.395432384,7.965218641,5.681544816,5.938901461,10.93107063,7.475441307,6.144009651,5.531042129,5.559448176,3.851151515
0.20345778,0,0.214224238,0.569193053,0,0.247151655,0.268966261,0.741323093,0.590036344,0.584530206,0.529903865,0.728100731,1.090847499,0.996006535,0.632727273
0.462106406,0.353139055,0.658118167,0,1.542267051,1.181164999,1.253278718,1.234910514,0,0.420705019,0.936094905,2.242931463,2.197770387,1.834694742,0.696727273
2.325343133,1.529687292,3.967143522,5.514105176,6.847605325,6.546702592,6.337034242,7.616839359,5.689021463,5.572205478,5.563177707,4.994948353,4.252217295,3.806316936,3.363272727
0.002120549,0.042609714,0.019740056,0.002934084,0.00261397,0.010651142,0.06172757,0.065996667,0.033911404,0.148597825,0.194375872,0.088854709,0.10850579,0.07193078,0.024415758
0.006081461,0.005324285,0.008971854,0,0,0,0.017653696,0.005658503,0.027593774,0,0,0.005589505,0.006057034,0.010789617,0.006101818
0.004097831,0.003647319,0.004025936,0.009808363,0.008414986,0.004860726,0.017853473,0.005914789,0.005585956,0.004396278,0.001054876,0.004340375,0.007143385,0.010181521,0.02345697
0,0.017499933,0.038759014,0.012613515,0.016953479,0.016984219,0.070177141,0.058325484,0.081636152,0.151755995,0.123376877,0.068515419,0.059389012,0.030646215,0.071163636
0,0.037293413,0.025376832,0,0.009261013,0,0.1368474,0.062138975,0.0349976,0.068804875,0.057207733,0.023759934,0.074624292,0.065849822,0.050279394
0.738996075,0.779720559,1.090544313,1.381167777,1.148003294,0.999486785,1.760914089,2.348090718,2.358293904,2.321583017,2.062300343,2.169886149,1.770386795,1.263205663,1.443636364
5.051643977,5.160133067,6.231681786,9.657125099,7.309592425,8.029253272,11.88027739,13.10774582,15.40766646,12.36404141,16.22268548,12.79046973,11.44247352,10.15610819,11.30545455
0.027663354,0.026062009,0.036217144,0.158703083,0.261527378,0.119771619,0.113549639,0.024394609,0.081896729,0.091999738,0.043358279,0.028349544,0.046156689,0.042691959,0
0,0.002617858,0.004257269,0.00748662,0.008089749,0.011091224,0,0,0.008390592,0.012042983,0.016827392,0.014324361,0.003716063,0.006592848,0.006415152
11.37058381,9.903393214,12.40346592,21.73819965,29.40373267,21.51526815,26.2822033,27.06615463,28.61893986,25.61852968,25.3838655,24.68581769,19.37238236,19.01978581,19.07393939
2.101840252,2.491017964,2.953186788,3.955319222,3.032523672,2.611111111,6.769214186,5.237953771,6.25269149,5.332132093,4.481125426,3.956751866,2.124661247,3.316270345,3.540787879
1.867423926,2.085375915,2.216387532,3.433514036,2.24749554,3.064408519,5.097768675,4.896963988,4.843584996,3.34359848,3.285810699,2.635723441,3.582963784,3.136866945,4.126242424
0.033678555,0.051015303,0.083501977,0.072614896,0.149169754,0.102797023,0.120419676,0.159568147,0.123602825,0.076890316,0.051837965,0.236012968,0.148047549,0.082955164,0.090818182
1.607394415,2.097990685,2.118806699,1.445530196,2.243241389,2.258981268,4.581366103,4.028186363,5.28793801,4.931005111,4.285735711,3.818924828,4.451465878,4.305076541,4.123151515
0.129474651,0.180449767,0.25351826,0.063799593,0.062739124,0.056190659,0.466443894,0.426650243,0.442679833,0.353950989,0.374791907,0.413547463,0.645048041,0.63193562,0.455890909
0.233492024,0.145660679,0.420475692,0.489755188,0.171435433,0.402309469,0.55021379,0.672204913,0.67226908,0.96239025,1.074013528,0.644921963,0.856799704,0.691172022,0.845636364
0.175255436,0.178927478,0.252837869,0.06211664,0.078880198,0.159398255,0.321087995,0.557133541,0.549989714,0.588284628,0.564806455,0.431799744,0.523989899,0.45777213,0.493751515
0.026609872,0.015788689,0.002069493,0.05862781,0.018369699,0.019170516,0,0.034691689,0,0.069001441,0.030572461,0.091508708,0.00132237,0.015975676,0
0.007097636,0,0,0.009127447,0.009860025,0.009330896,0.038234343,0.005377726,0.006086951,0,0,0.008395687,0.013705962,0,0
8.743005095,8.743047239,10.99325425,17.77355754,16.57472211,16.90723634,22.91114225,24.05695239,19.29095522,23.13065129,21.40348246,21.14514062,15.49765952,15.90367278,14.99151515
0,0.000881011,0.001949581,0.001479231,0.001750995,0,0,0.002963698,0.003595831,0.005262416,0.003665252,0,0.003015583,0.002652629,0.002842424
69.70684039,51.41237525,58.62991393,85.21114602,88.51379168,80.39517578,129.467141,123.6504601,160.8859631,150.8779976,130.7137394,140.5835784,108.6720867,107.3576572,112.5090909
0.131740861,0.332353959,0.437409863,0.370574221,0.27978592,0.134872979,0.700398836,0.945076444,0.423026812,0.90905517,0.839149932,0.72550705,0.794777039,0.87287469,0.824424242
107.0798185,112.9101796,127.6285183,196.5125514,208.1103335,211.1046959,266.2929826,261.6984277,268.826716,253.6561394,279.3646985,303.0566237,249.0145356,224.1302112,257.3030303
0.609983574,0.6449501,0.790125611,1.240012431,1.209962948,1.18892738,1.554453667,1.40076806,1.702393198,0.739156074,0.771960346,0.858870542,1.182434097,1.350517335,1.192181818
0,0.003426747,0.006125843,0.006358068,0.012109922,0.016573005,0.007611656,0.010781103,0.014087636,0.008711833,0.02496513,0.013134887,0.004499261,0.009013735,0.00656303
7.044739553,7.749833666,9.225982787,16.97869549,17.36517085,18.93571978,20.51740865,21.99333382,11.81238428,27.99370987,27.09060096,23.83834728,21.90379404,20.03751437,23.5830303
0.017348479,0,0.021526518,0.010860813,0.010318375,0.009339235,0.04684776,0.033748279,0.050223548,0.037162233,0.067879479,0.016448164,0.021427692,0.04635566,0.059584848
1.569587127,1.531816367,1.735461735,1.473291668,3.013448607,2.957852194,5.118608746,2.939207304,2.728793801,2.514611453,2.333338333,4.150373219,2.007575758,3.866158407,2.12169697
0.110203513,0.124066534,0.148732263,0.257387521,0.197015233,0.238189633,0.295310984,0.280834722,0.274847425,0.430526799,0.494593338,0.378587047,0.221088938,0.210679494,0.33350303
0.121512292,0.315486361,0.192440102,0.123579987,0.43577604,0.512092635,0.402939169,0.292551264,0.691832956,0.619001441,0.81845314,0.674719143,0.518859325,0.444678405,0.175866667
4.444277402,4.751829674,4.772737846,4.494941473,5.98998216,7.052219656,10.0061083,10.09999275,10.5835562,11.08897916,11.68498883,10.7119053,9.388396157,8.682761542,9.229090909
0.037019962,0.021763939,0.034877879,0.020491696,0.027823521,0.037597511,0.077366965,0.081986813,0.046112597,0.030306644,0.060620604,0.024136319,0.026937669,0.044372239,0.043579394
0.054097274,0,0.001249477,0,0,0.003389466,0.082584169,0.081225998,0.017582116,0.079956755,0.074676425,0.082074945,0.000735588,0.07210625,0.000793758
1.104318049,1.028502994,1.306524773,1.629156452,2.111705777,2.174813959,2.517408645,2.541120209,2.427346911,3.196173503,3.037449195,3.136846867,1.250369549,1.174381315,1.025030303
0.934435814,0.7532668,0.867527332,1.444149028,0.991080005,1.45066718,1.924832022,2.152742555,1.469176438,1.555497314,1.705595633,1.926743572,1.429539295,1.480486477,1.598545455
2.630474122,3.302355289,3.559025355,5.098649908,7.440647729,7.546189376,6.54521936,7.178827621,6.801824042,10.30992006,9.951257555,9.163537661,6.303276669,6.104556181,4.628242424
0.005378769,0.003680585,0.012024308,0.477828804,0.164230822,0.086842443,0.007005929,0.017337149,0.021208256,0.08831739,0.017640266,0.078184423,0.008380143,0.005938646,0.005255333
0.677357387,0.755076514,0.516893464,1.715893788,0.724578016,1.836476777,1.124357731,1.240417361,1.82054447,2.089175731,2.027505737,1.858463394,1.440872136,1.434924669,1.589333333
0.004964058,0,0,0,0.004306093,0,0.004621178,0,0.016579579,0,0,0,0.031262626,0,0.017480606
1.371474707,1.481463739,1.580890905,3.334415248,3.245642926,3.763985117,2.986597679,2.952322295,3.524446273,3.04265496,2.842179462,2.430038453,1.998337029,2.11810976,1.212787879
0.010920683,0.012837259,0.071615492,0.043102793,0,0.005427444,0.088505623,0.070865155,0.041785641,0.203859258,0.160427134,0.210860288,0.085525992,0.145229019,0.160860606
0.08008018,0,0,0.06049722,0,0,0,0.087305268,0.250257149,0,0,0,0.116007637,0.108434683,0.123175758
0.079684846,0.064207585,0.108734589,0,0,0.082178599,0.212367504,0,0.142391826,0,0.080717489,0.076465355,0.305457009,0.273274036,0.213442424
0.027069239,0.02357312,0,0.031159145,0.009381776,0.062421735,0.05691567,0.04496993,0.058103271,0,0,0,0,0,0
0.065914975,0,0,0.018740375,0,0,0.128144874,0.129773205,0.151162312,0,0.016090106,0,0,0.065716706,0.043629697
9.109385005,8.011177645,10.42509886,12.75439384,13.07533965,14.20708237,19.98203442,18.22621549,18.67996983,17.3044162,15.39241418,17.79627535,14.64276915,15.50311611,14.34242424
0,0,0.123034427,0.108442388,0.181837519,0.138048499,0.325787791,0.177791464,0.258575053,0.169007994,0.301771225,0.319107291,0.128202759,0.128474617,0.207890909
0,0,0.099970923,0.158930976,0.312453685,0.320252759,0.308368366,0.11582494,0.191051224,0.193264317,0.221605651,0.173794767,0.038828529,0.1154535,0.156757576
1.04123166,0.723832335,1.135031403,1.194364835,1.618635927,1.594559918,2.23779239,1.528802261,2.164300898,2.304874853,1.657423099,2.132247606,1.617147081,1.64506565,1.833515152
0.722236142,0.872335329,0.808385671,0.600504126,0.771853987,0.948742623,2.047932162,1.726106804,1.076664609,2.729196698,2.257210132,1.976264797,1.910938655,1.383614691,0.938363636
0.063626493,0.047392681,0.049411491,0,0,0,0,0,0.106102997,0,0,0.081580336,0,0,0
2.085525766,2.389514305,2.569027681,3.789440972,3.781665981,6.83153708,5.758255183,3.40468082,4.751628609,6.255733194,7.337462693,6.958305059,2.700172456,2.476674533,6.002909091
0.023708344,0,0,0,0,0,0.047271747,0.043703355,0.049458959,0.07445289,0.013110968,0.051378421,0,0,0
0,0.404268796,0.471929518,0.604958392,0.605578427,0.579618938,0.492012504,1.111006449,0.988068299,1.422356179,1.417820238,0.877086632,0.300381867,0.686876021,0
0.161758401,0.19087159,0.246208421,0.322426712,0.408535749,0.809083911,0,0,0.39291641,0.390938278,1.282241253,0.688833597,0.492898497,0.361269438,0.175206061
0.309847156,0.48984165,0.47994301,0.181354235,0.328893921,0.387214524,0.973087564,0.636142309,0.896180484,0.667802385,0.786478096,0.811279499,1.528393693,1.332667756,1.107939394
0.084083633,0.104202262,0.116934171,0.129484479,0.133971456,0.124210931,0.204239876,0.277016158,0.11581979,0.361538462,0.120101384,0.337637035,0.116808327,0,0.196163636
0.341111946,0.483864271,0.539654571,0.633534754,0.739261699,0.708237105,0.834105853,0.756974132,1.065281492,1.349954134,0.69193275,1.1132323,0.915804385,0.833847643,0.606969697
0.215150756,0.352457751,0.23887532,0.383577915,0.440133114,0.34798563,0.285164026,0.697427723,0.587238565,1.376163019,0.867525534,0.61753751,2.064178369,1.667029709,1.046242424
0,0,0.012373808,0.017685163,0.016709894,0,0.020659696,0,0.027262566,0.034776569,0.032270798,0,0.095731707,0.045342167,0.061793939
2.335310003,2.710472389,3.837869272,3.469148165,3.963222176,4.198165255,6.279256944,4.79863778,6.121922787,5.212291967,5.000104984,4.58707683,5.213414634,4.761057663,4.911454545
3.380829088,2.760345975,3.552686671,3.618866752,4.11122547,4.762445471,6.309870289,6.053329469,6.287457999,6.469401127,6.482595198,6.240518736,4.100024637,5.120469535,4.779878788
0.052143434,0.057325349,0.046342173,0.132025828,0.062909977,0.060204645,0.089490137,0.09034128,0.118542138,0.050777093,0.130341797,0.069052251,0.062767923,0.053084649,0.034587879
0.0095359,0.009192814,0.012209235,0.025334761,0.009995883,0.00442661,0.018414717,0.0288653,0.011957073,0.073954921,0.0129058,0.038559602,0.014602735,0,0.021203636
0.097257719,0.072095808,0.079966271,0,0.056764787,0.057343469,0.14945205,0.156249547,0.170273606,0.119302844,0.203800411,0.103312976,0.293249569,0.211211956,0.213575758
1.46540828,1.676007984,1.82908816,0.929802148,1.288527515,0.849371311,2.798318422,3.432867184,3.212301995,3.308150963,2.9967755,2.757747116,3.443766938,2.867610577,2.852545455
0.024614271,0,0,0.014198405,0,0,0,0,0.046695467,0.014238632,0,0.016003619,0,0.113323652,0
0.041111946,0,0.003175273,0.00735679,0.010319747,0.004600013,0.036135963,0.065278603,0.023657684,0.005450793,0.031909054,0.016103144,0.063710273,0.05643795,0.048038182
1.985857067,3.104936793,2.935624564,5.667414799,4.021339371,4.763279446,4.400416801,5.566118397,5.050949736,4.425435723,4.418075198,4.068038905,5.868563686,4.627458099,4.779818182
0.124396559,0.140343313,0.104059084,0.17032561,0.114079868,0.106998974,0.188811038,0.225440185,0.257361311,0.351434936,0.445370968,0.344380608,0.320103474,0.251624614,0.397
0,0.073043247,0.012989649,0,0.01085975,0,0.18003665,0.024029418,0.027708976,0.207567815,0.030358294,0.018840986,0.177931757,0.022203667,0.025933333
0.003936023,0.005908716,0.006221214,0.003964366,0.049369425,0.006719271,0.009390967,0.005702848,0.013637797,0.065699122,0.051557209,0.012251828,0.005735341,0.100992316,0.005094848
0.122508979,0.100801065,0.079617353,0.062999206,0.093481542,0.089562484,0.140196184,0.149735526,0.249207982,0.763530337,0.595467703,0.567491518,0.639135255,0.483058026,0.614666667
12.43408781,14.85508982,11.95859502,18.40267947,19.0585975,22.99140364,21.86482699,23.41714369,24.33724199,30.16839208,25.34487154,29.71092513,21.31744272,19.01736552,28.97454545
0.283972271,0.580705256,0.75837404,0.676813646,0.642623851,0.701757762,0.844238439,0.759582639,1.252554344,0.523266937,0.396094605,0.412129986,0.335784676,0.202898288,0.280084848
0,0,0.030822866,0,0.019163579,0.021598666,0.071962919,0.04821752,0.042214222,0.029549207,0.100022497,0.019572646,0.081270017,0.086767108,0.101066667
0.058197611,0.087063207,0.117091184,0.122564829,0.085199671,0.093847832,0.171434731,0.096152453,0.192799835,0.162101953,0.230700241,0.171575058,0.120799458,0.251195014,0.280763636
0.127364348,0.003805935,0.12166783,0.208666828,0,0,0.13520894,0.130149989,0.175094288,0,0,0,0,0,0
0.516250452,0.514959415,0.603919516,0.737750768,0.91882805,0.607909931,1.028637131,0.92913557,0.862579716,1.138710523,0.923616839,1.020462942,0.203282828,0.963695771,0.56350303
0.35237618,0.077679308,0.806931845,0.128607438,0.702621106,0.897613549,0.929107829,0.662162162,0.52325996,0.073417639,0.052304093,0.116782025,0,0,0.225824242
0,0,0.067085369,0,0,0,0,0.030802116,0.198539395,0.031134845,0,0,0.134368071,0,0.456606061
0.749018625,1.083539587,0.979879042,0.512316564,0.598902155,0.603983834,1.624016385,1.519962322,1.602002331,1.741645918,1.474331479,1.282967654,2.683850702,2.885278635,2.091575758
0.632645675,0.413056554,1,0.571133593,1.015644298,1.775724917,1.267363731,1.204912687,0.954604677,0.73253833,0.773760067,1.406861193,0.337299828,0.421764386,0.436957576
9.315404104,4.844018629,7.062107467,7.815337868,6.756895842,8.302540416,12.69088427,10.44634447,12.33902489,14.5616564,13.37432698,13.05586971,13.06910569,17.31227688,14.86969697
12.33775996,9.228476381,12.27727378,10.1798971,11.11980239,13.11906595,19.4840286,18.96963988,18.11149969,23.29707771,15.72716229,16.44092588,20.85057896,24.05336722,25.71454545
0.442100281,0.448303393,0.471848104,0.386830565,0.299835323,0.330003849,0.433020732,1.181436128,0.660522526,0.969728738,0.967410051,0.456053683,0.838876571,0.814001331,0.471890909
0.157654723,0.318722555,0.41188067,0.259825282,0.304103197,0.301982294,0.386324602,0.430512282,0.665315779,0.735355786,0.523496858,0.619407374,0.581448633,0.299376777,0.423187879
5.30916785,5.683033932,6.74866248,5.976451089,9.186908193,8.425712086,9.436240164,10.21810014,9.744222725,7.288035644,6.715959026,6.729699163,9.61751663,8.563562655,4.009333333
0,0,0.024537683,0.011163979,0.015046658,0,0.054476663,0.020226071,0.047150106,0.025948762,0.023240398,0.021368318,0.023812515,0.029031282,0.018540606
0.013064395,0.0009798,0.001924459,0.017346777,0.014186222,0.02026623,0.01058963,0.004070647,0.011658095,0.020607391,0.033631987,0.025012139,0.027852919,0.038218672,0.022954545
8.427294747,7.115369261,8.451965573,10.77310866,6.906820365,7.431357454,12.30354641,11.21730309,15.90139203,11.76385795,10.88411296,13.73746513,13.12392215,17.42784534,17.97454545
0.521378658,1.002155689,0.439881368,1.070059736,1.467201866,2.034962792,1.541662175,0.95601768,0.71480491,2.024308741,2.059540771,1.40064842,1.023466371,1.464815151,0.804909091
10.12500348,10.50698603,15.04710398,15.70111529,15.60518732,17.68668206,22.05023176,18.33055576,17.80703559,25.31843795,24.39941809,17.77335444,18.60002464,16.41435227,20.81575758
1.169408948,0.781689953,0.827866946,1.572114223,1.303142583,1.685334873,1.470590349,1.739946381,1.315572927,0.459304154,1.380326049,0.940420719,0.830684898,0.373467659,0.799272727
0,0.03363513,0.052928007,0,0,0,0.046207466,0.116361133,0.048749914,0,0,0,0,0,0.086006061
0.106066427,0.14386161,0.276075832,0.210061807,0.251303692,0.149461124,0.263382559,0.210600681,0.380045258,0.52855458,0.495709165,0.492316972,0.457575758,0.311429782,0.206636364
91.46691166,97.77245509,103.3147244,115.9835641,132.2560725,113.1383115,159.6133808,152.9526846,152.780635,157.7381732,148.5429758,166.4540451,130.0566642,136.866945,145.8242424
3.305381553,6.930671989,8.858455455,5.372949829,4.424042816,4.023222992,10.14192807,10.8310992,9.221010766,10.34202595,8.60806575,10.6093644,10.56233062,11.2978762,5.123636364
0,0,0.008461852,0.004457167,0.005393235,0.02639338,0.01815745,0.011480328,0.010262635,0.015126458,0.023168409,0.017409033,0.008789111,0.007257215,0.006670909
0.081171525,0.100758483,0.186432891,0.11665343,0.168231096,0.180478573,0.195206784,0.154119267,0.227813207,0.587767003,0.47206683,0.632074191,0.803523035,0.560016942,0.858060606
0,0.035677445,0,0.009626739,0,0,0,0,0.055821162,0,0,0,0.029087214,0.062279906,0.109266667
0.858041705,0.89740519,0.897301698,0.978419253,1.102305476,0.97953554,1.942510151,0.800666618,1.384283069,1.051369414,1.037059256,1.82848526,1.605321508,1.204816361,1.246060606
0.084189426,0.083699268,0.053069318,0.050771037,0.071545218,0.000944958,0.165815098,0.106072024,0.071501063,0.103361289,0.112782519,0.043470105,0.22325696,0.124711079,0.082921212
8.657256605,8.207052562,9.610374506,12.2115949,10.11252916,11.07839364,11.73080378,13.20266647,16.17019818,13.05005897,14.14520749,15.61034457,11.43015521,10.66255219,9.546060606
1.166012417,1.235395875,1.31350314,0.756672767,0.683388226,0.92616115,1.89120046,1.966379248,1.874854282,1.174616695,1.009883468,0.734011913,0.557064548,0.800387245,0.749878788
1.000083521,1.147997339,1.141137474,1.152239218,1.137573761,1.449512445,1.571125723,2.009492066,1.47836522,2.984929891,1.948797936,1.644454497,2.801552106,3.060325528,2.057878788
0.241816309,0.217660679,0,0.033035461,0.04843557,0.040667821,0.271740146,0.075226433,0.711444833,0.35728607,0.574200999,0.060848978,0.649236265,0.902281116,0.085490909
2.361090231,3.654664005,3.669690626,2.552812403,3.155345135,3.26276623,6.101541447,4.837330628,3.852910924,5.709015856,4.64831951,4.843549725,5.077974871,4.357233618,4.492969697
24.05913305,32.89314704,33.56245639,44.29612237,44.49361877,47.68219143,44.81836801,51.08180567,42.14907769,64.25632289,62.31234159,61.86232376,52.03929539,42.91341441,42.05212121
4.23669924,4.293546241,4.055070947,2.728980353,3.005695073,3.152938158,6.236283281,6.10999203,6.84070493,4.814375573,4.259519774,4.836914725,9.201773836,8.412900103,6.823030303
5.2779309,5.973120426,6.399162596,5.644280239,6.727391245,6.485116756,8.938952966,8.597927686,9.360213948,11.78285939,9.884067969,11.32413481,11.04151269,11.34325649,11.91454545
1.340961608,0.657937458,0.68213538,0.446600601,0.722725401,0.98088273,0.957780892,1.313817839,1.802166907,2.084982309,1.405282181,1.738671492,2.158290219,1.643552974,1.306666667
0.001300203,0.001447186,0.003160735,0,0,0,0,0,0.002986148,0,0.003507536,0,0.002305001,0.002233799,0.002411636
0.644561374,0.716220892,0,0.989054245,1.038287361,1.267577624,1.031439761,0,0,2.481850347,2.795986622,2.058719747,0.621643262,0.965874024,1.119818182
2.580305688,2.018682635,2.405210514,2.4663513,3.085700563,2.815050038,5.540296791,2.630606478,2.414455188,3.116891626,2.984657378,3.186488728,4.20355999,3.770738791,4.458969697
3.99665915,4.049447771,5.026983019,3.818100204,4.907712364,3.071529382,6.100032338,7.51757119,6.077898923,7.789935788,7.926571381,6.95167006,8.158413402,9.047619048,8.657575758
0.243659345,0.309077844,0.499662712,0.404150409,0.529765336,0.323954324,0.552894255,0.482530251,0.546396489,0.272474119,0.270894011,0.137398779,0.106380882,0.043917226,0.038071515
0.360388652,0.243928144,0.224494068,0.169490004,0.190037052,0.244309725,0.384872983,0.303818564,0.555057258,0.261997117,0.308742145,0.192348639,0.641167775,0.457832638,0.437060606
0.058303405,0,0.071882996,0.061000656,0,0,0.088024146,0.111571625,0.091483234,0.13301009,0,0.09323984,0.075917714,0.08146064,0.008578182
0.13311061,0.233607452,0.146970226,0.031436069,0.041122547,0.078874775,0.273579821,0.279928991,0.211204828,0.117061984,0.195575686,0.142007087,0.505105937,0.491898106,0.336218182
7.993541023,8.090485695,8.480460572,10.53209489,9.06820365,8.634847318,11.40095577,12.85776393,12.22313653,15.50583148,16.6690163,15.7285682,16.64326189,14.68808616,16.04484848
0,0.012333733,0.02298267,0.016366838,0.018296281,0.014149346,0.032342352,0.020818057,0.024422958,0.061241646,0.055116457,0.049269698,0.05232508,0.027347371,0.031463636
0.075831733,0,0.029438823,0,0,0.060176418,0.05652402,0.08013912,0.094404444,0.09059101,0.093963436,0.019922491,0.124846021,0.106716282,0.166048485
0.027743534,0.038820492,0,0,0.010944147,0.037814986,0,0.051398449,0.045970651,0.22433495,0.204346326,0.161954309,0.115613452,0.153270406,0.186951515
0.006780256,0,0,0,0,0,0,0.012062169,0.007713091,0,0,0,0.03621828,0,0.016719394
0.049792589,0.06427678,0.027381949,0.012539622,0.042362426,0.024176289,0.064697639,0.090522426,0.049899883,0.098191587,0.103825907,0.067924301,0.167381128,0.142379137,0.116454545
0.025629889,0,0,0.037831567,0.088211884,0.060297023,0.037162157,0.061726686,0.011704725,0.041756651,0.089440137,0,0.138716433,0.143867611,0.092424242
2.304685542,3.128622754,3.593626425,2.821518594,2.808288733,3.781306133,4.454960296,4.589739874,3.836384832,4.404796226,4.883063125,3.874658825,6.013180586,5.325648938,4.261333333
0.287964587,0.079015303,0.090282624,0.04975795,0.02219226,0.03802348,0.078660487,0.175646692,0.393903861,0.551618399,0.568705851,0.561320968,1.42122444,0.774913777,0.858969697
0,0.004010432,0,0.003225925,0,0,0.005577665,0,0,0,0,0.005924874,0.024319414,0,0.033655152
0,0.198163673,0.128291463,0.159911605,0,0,0.17645072,0.246982103,0.25644929,0.26973529,0.214820703,0.31356405,0.578824834,0.287099897,0.3054
0.121300704,0.417458417,0.546958595,0,0,0.009368104,0.599072976,0.4018332,0,0.813851396,0.301921202,0.603845284,0.023349963,0.024187088,0.293121212
0,0.037666534,0,0,0,0.01094175,0.05206137,0,0,0.034049928,0.018085997,0,0.119124169,0.16566225,0.154242424
7.261894819,8.111244178,9.005001163,11.49269708,11.73322355,10.29253272,12.84466961,11.63683791,9.15792361,16.89424715,14.96168094,14.99570233,17.32200049,16.82882556,14.17818182
0.05138005,0,0.061415445,0.063852077,0.041165089,0.046947011,0.076662714,0.078784146,0.077713776,0.062301795,0.110334898,0.092015381,0.098817443,0.066805833,0.124624242
0.079456555,0.034626747,0.042004536,0.078567729,0.067490051,0.012047729,0,0.041828853,0.101570322,0.074865679,0.131817568,0.074746287,0.293403548,0.300937859,0.117836364
7.923383168,6.835928144,8.289137009,6.542729878,7.002881844,7.733512959,9.750278466,11.93101949,10.05897278,10.93696763,9.631507116,10.19799442,13.34134023,11.82731288,11.68363636
0.795122359,0.648835662,0.883984648,0.332640447,0.748387539,0.675647934,0.213337645,1.421056445,1.535349379,0.725396409,1.791982243,0,0.301515152,0.46978883,0.588915152
0,0,0.014323098,0.018276993,0,0.023569412,0.01897165,0.023049779,0.016373174,0.027782728,0.000353243,0.016626103,0.019715447,0.035899437,0.021700606
0.244127064,0.181455755,0.166079321,0.190670212,0,0,0.250842586,0.275132237,0.276746897,0.616917835,0.162280846,0.188584785,0.244093373,0.206988564,0.330145455
0.145349258,0.173072522,0.274418469,0,0,0,0,0.267524092,0,0,0,0,0.054918699,0.089641193,0.202721212
3.686127119,4.041463739,4.72813445,3.123303753,2.952724029,2.152489094,7.628903022,6.01173828,3.16868957,4.739614729,7.491638796,7.522883209,6.999260902,6.79433654,7.952121212
2.279796208,3.387571524,4.367585485,4.393770933,5.217373405,4.991147036,4.58998958,4.801391204,4.12795721,8.720351199,8.981207913,5.722928448,3.86148066,2.544442428,3.810666667
0.186831482,0.125562209,0.32861712,0,0,0,0.323631921,0.313970002,0.22232051,0.185296816,0.195041769,0.183602503,0.590213107,0.757608761,0.859393939
0.15385729,0.28055356,0.309566178,0.232699147,0,0,0.262800474,0.400130425,0,1.19578037,1.085531743,0.294063183,0.74556541,0.569335028,0.234242424
0.69350483,0.652561544,1.03308909,1.216946929,0.616049129,0.692006672,0.751392332,0.675067024,1.677706919,1.545865548,1.194534847,1.235859157,1.438531658,1.560295274,1.016545455
0.387198975,0.348806387,0.396830658,0.209488623,0.030165363,0.249743392,0.479357551,0.397210347,0.592950696,0,0.050380791,0.167002941,0.338562454,0.561408604,0.461521212
0,0,0.047668644,0.063468112,0.03602923,0,0,0,0.061772612,0.082859389,0.048617664,0.077406318,0.035346144,0.115205421,0.340884848
1.748712381,2.574530938,3.385496627,1.410655709,1.615685467,2.879907621,3.068880026,3.323164988,3.589522046,2.615188049,1.931340642,1.732096811,3.496858832,2.078719671,1.963636364
0.212951363,0.648942116,0.692951849,0.175415214,0.010850144,0.124602258,0,0.664263459,0,0.644797536,0,0,0.64985218,0.481981001,0.746666667
0,0.134919494,0.063130961,0.077186561,0.116845067,0.086104696,0.08037081,0.169277589,0.130000686,0.103551304,0.000898121,0.092727136,0.113617886,0.108894536,0.104351515
0,0.045776181,0,0.033150098,0.028398518,0.043475751,0.042131436,0.069449315,0.063430021,0,0.049316556,0,0,0.028587765,0
0.658091818,1.27760479,1.283496162,1.193259901,1.433511733,1.563382089,1.610290683,1.560828925,0.925324007,2.127047569,2.091155871,1.519414914,1.76940133,1.045985357,2.024545455
0.215117347,0.142749168,0.422057455,0.169883637,0.039181419,0.135007698,0.24999461,0.485312659,0.252561201,0.351199056,0.346914228,0.44967202,0.648435575,0.505300417,0.306357576
0.292597233,0.326291417,0.326959758,0.546120645,0.36511596,0.40001283,0.420265172,0.393485979,0.382445313,0.34094483,0.280672496,0.3165498,0.165360926,0.133230471,0.145206061
8.563712798,5.890618762,8.893928821,5.939781085,9.411966516,8.748396202,9.239337429,8.52836751,11.73215388,13.73542131,16.0787078,14.54874463,14.32926829,13.12397894,11.5169697
0.077674768,0,0.101773668,0.070743414,0.069260327,0.060799333,0.080859473,0.145750308,0,0.113608963,0.087694407,0.120811279,0,0.104973679,0.120769697
0.548144436,0.804364604,0.956094441,0.892372501,0.887813915,0.726456248,1.018935719,0.878559525,1.016526092,1.625212947,0.932795417,1.149604162,2.178430648,1.493979549,1.187818182
5.823658788,6.839121756,4.313386834,5.130623943,6.676753122,6.254234026,7.800653947,5.33236722,8.215044915,6.700956624,6.834140708,5.820402624,6.088014289,4.683790162,3.335636364
