K1M1,K1M2,K1M3,K1M4,K1M5,K1M6,K2M1,K2M2,K2M3,K2M4,K2M5,K2M6,K3M3,K3M4,K3M3,K3M4,K3M5,K3M6,K4M1,K4M2,K4M3,K4M4,K4M5,K4M6
7.232776,7.511653,7.716699,7.772106,7.66765,7.724005,,6.61181,7.622266,7.451998,7.018436,7.159993,7.75245,6.493573,7.419871,,,8.078448,7.146043,,7.694261,7.314689,7.55097,7.71907
6.831221,7.345108,7.885998,7.81857,7.571915,7.43969,7.361359,6.771317,7.178983,7.896122,7.571376,7.534419,7.435782,,6.880396,6.893292,7.767111,7.417157,7.566184,7.577928,7.573306,7.495704,7.722264,6.963846
8.550752,8.525366,8.437679,8.031646,8.166747,8.852453,8.431182,7.989736,7.308352,8.296308,8.576791,8.200643,8.253725,,8.226672,7.915797,8.42244,8.990162,8.823663,7.993088,8.787055,7.69046,8.668421,7.886707
7.040706,7.116033,,,7.218863,,7.428476,,,6.78321,7.756132,6.582611,6.501497,,7.151288,7.240144,7.420088,6.558394,7.623188,7.677143,7.351968,,,7.219535
7.257347,7.720571,7.897748,7.695433,7.677961,7.801132,7.517269,7.528967,7.21415,7.661707,7.415694,7.8666,7.771985,,7.420964,7.6206,7.850037,7.333972,7.474667,7.396675,7.584281,7.577698,7.665205,7.687117
,7.043993,7.185011,,7.274997,,7.241052,7.017758,,,6.645679,8.084154,7.330072,6.94946,7.101456,,7.218285,,6.841482,7.164884,,,7.578485,7.104283
7.465966,7.655229,7.543164,7.460743,7.496075,,,,,7.280416,,7.508611,7.519237,,7.232099,7.442854,,7.053052,7.680283,,7.753531,,7.518594,
,7.076446,8.018144,7.89335,7.395526,7.095112,7.436255,,7.242962,7.55385,,7.630108,8.073309,,,7.198627,7.236109,,7.662311,7.796371,7.345447,7.170048,7.748919,7.510535
7.327136,7.456038,7.734335,7.210857,7.419999,7.728015,7.264367,7.679544,7.705418,7.623441,7.531614,7.461843,7.460798,7.936069,7.639095,7.230006,7.491725,7.545637,7.571636,7.503233,7.310401,7.19542,7.495254,7.498018
9.735205,9.198782,9.555059,8.990001,9.79775,9.503132,9.278433,9.202126,8.876069,9.591623,9.847133,9.220276,9.399643,8.599143,9.471515,9.387301,9.38344,9.56816,9.970213,9.669913,9.272169,9.349842,9.583181,9.588277
8.740879,8.645635,8.614464,8.596891,8.475039,8.536,8.337441,7.626523,8.440543,8.345183,8.408544,8.518198,8.794713,7.739574,7.940698,8.487349,8.502646,7.835262,8.563512,8.559221,8.668014,8.60095,8.594068,8.553752
9.101395,9.324758,9.040082,9.114737,9.18484,9.089568,8.802627,8.925583,8.798406,8.780854,9.027808,8.947832,9.07172,8.93884,9.181713,9.028385,8.878654,9.226893,8.919779,8.903786,9.225506,9.144475,8.9454,8.885298
7.715421,8.233623,8.476821,8.329364,8.142664,8.333634,8.310723,8.065271,7.942044,8.211189,8.399865,8.186926,8.288646,8.277509,8.105711,8.234729,8.507716,6.992138,8.431732,8.452532,8.487594,8.432209,8.445403,8.146293
7.567522,7.716053,7.452404,7.402643,7.737413,7.535013,7.4822,7.979544,7.50082,7.387251,7.67644,7.224502,7.229501,,,,7.456344,7.778892,8.158468,7.317009,7.410315,7.184558,7.642121,
8.843343,8.94552,8.681187,8.719212,7.985919,8.526742,7.93687,8.054711,8.517582,8.255598,8.142702,8.425955,8.249365,7.946286,8.819172,8.685736,8.180401,9.057883,8.427595,8.366554,8.359708,8.504708,8.405482,8.47184
,6.636149,7.541606,,7.219683,7.217581,7.018021,6.624194,7.115434,7.330525,6.966036,7.280396,7.232583,,7.108401,6.878462,7.296739,,,7.067293,6.949898,7.38765,,7.102457
7.649107,8.049863,8.251837,8.046671,7.715134,8.086998,8.063187,7.517158,7.873462,7.915198,7.410276,8.010785,7.51267,7.710217,7.733613,7.902297,8.062977,7.150225,8.017277,7.971376,8.009391,8.20931,7.955403,7.989401
9.313025,9.360643,9.329621,9.356976,9.488863,9.171624,9.546409,9.514791,9.944859,9.827162,9.448272,9.569097,9.424138,9.068629,9.474888,9.445841,9.39797,9.425365,9.844645,9.730559,9.671412,9.479487,9.699451,9.491158
7.843773,7.70833,7.818334,7.757983,7.987476,7.873323,7.703809,7.425134,7.705324,7.715412,7.591101,7.854325,7.347882,7.75917,7.668902,7.7404,8.158098,7.509733,7.68964,7.552486,7.864867,8.063114,7.605811,7.769914
9.303292,9.534967,9.505504,9.52406,9.661585,9.345626,9.546409,9.689416,9.944859,9.827162,9.623665,9.569097,9.599608,9.068629,9.637627,9.6211,9.39797,9.581451,9.844645,9.730559,9.844941,9.479487,9.873617,9.667095
7.34375,7.365725,7.302595,7.471116,7.904207,7.796963,7.416697,7.741682,7.164605,6.90495,7.490662,7.538321,7.517472,7.506928,7.449815,7.466127,7.27578,7.678812,7.726215,7.225339,7.419929,,7.604589,7.397102
6.648935,7.33135,7.19864,,6.985566,7.392997,7.27291,7.613102,7.220565,7.438755,7.283765,7.440645,7.615024,,,7.156796,6.744433,,7.334048,7.023873,7.468505,,7.209506,
8.088378,8.096879,8.275531,7.942069,8.110238,8.124207,8.094595,7.828945,8.142598,8.172669,8.449436,8.369759,8.111463,7.595686,8.051286,8.16096,8.398923,8.157182,8.07263,8.125377,8.378778,8.581178,8.087517,8.247764
8.502386,8.390006,8.474946,8.004092,8.373673,8.039102,8.425804,7.929286,8.979737,7.946715,7.953081,8.633617,8.180823,7.408367,8.055118,8.291403,8.197025,8.271483,8.746747,8.629229,8.262464,8.290215,8.460283,8.424715
8.281379,8.481452,8.551727,8.484073,8.391012,8.567081,8.392376,,8.310082,,8.390716,8.516747,8.587994,8.514395,8.011105,8.541141,8.683878,8.124409,8.466925,8.463438,8.455337,8.268257,8.45511,8.454044
7.667194,7.581707,7.606185,7.462568,7.41344,7.941454,,,,8.045821,7.510727,7.885473,7.764527,7.532198,7.873892,6.982148,8.289254,8.219163,6.9652,,7.896008,8.280802,,7.464569
7.68275,8.608712,8.697204,8.491268,8.3471,8.524601,8.483591,8.441913,8.398979,8.405829,8.649029,8.43864,8.662822,8.322137,8.207354,8.621463,8.752262,7.3818,8.631915,8.64665,8.636155,8.674639,8.661761,8.391119
8.082347,8.402919,8.364096,8.658134,8.28783,8.143564,8.356606,8.570912,8.456101,8.447762,8.714787,8.350528,8.381297,8.670834,8.487546,8.126595,8.249068,7.939436,8.797298,8.517033,8.527858,8.347261,8.458895,8.602617
7.314546,,8.053978,,7.731011,,7.854293,6.587151,7.817451,,7.733724,8.154517,,7.575463,,7.628663,7.867738,7.267803,,7.495787,,,7.548072,7.837737
7.422829,7.765674,8.198677,8.171506,7.964708,8.343366,7.614854,7.986843,7.827831,7.886259,8.076046,7.979193,7.951615,8.093666,7.774549,8.016857,8.144646,7.63591,7.727879,7.972458,8.246015,8.24157,7.701383,8.027337
6.959787,7.541032,,7.201522,,6.872847,7.98604,,8.174407,7.570479,7.475477,7.726959,6.757259,,,7.89509,7.497673,,7.176167,7.747641,,7.632663,7.178797,7.707383
8.797159,8.811595,8.590905,8.709276,8.635692,8.605462,8.313183,8.559218,8.747023,8.559751,8.627594,8.447164,8.610269,7.886891,8.889154,8.734223,8.437772,8.967126,8.706473,8.776397,8.5059,8.415263,8.78686,8.398407
,7.54287,7.514575,7.346596,7.795333,7.653063,7.558037,7.897114,7.482059,7.560061,7.609133,7.721437,7.621681,7.291527,,7.457281,7.376635,7.144351,8.020305,7.667249,7.57791,7.524513,7.863607,7.875716
7.836476,7.937198,7.707447,7.772748,7.818509,7.996253,7.827308,,7.574643,7.942245,7.798409,7.76293,7.667176,8.187456,7.597771,7.886969,7.982463,7.971048,7.768013,7.63912,8.173949,7.912449,7.67831,7.019556
7.257347,7.720571,7.897748,7.695433,7.677961,7.750697,7.517269,7.528967,7.21415,7.661707,7.415694,7.8666,7.771985,,7.420964,7.6206,7.850037,7.333972,7.474667,7.396675,7.584281,7.577698,7.665205,7.687117
7.469605,8.256225,7.853487,7.57192,7.478307,8.252011,8.576142,7.669213,7.658315,8.436544,7.5481,8.637909,7.565572,7.780086,7.647493,7.763054,8.670203,7.557411,7.665789,8.715887,8.015869,7.982514,7.780394,7.753616
6.947993,7.665136,7.763303,7.555399,8.048369,7.468686,7.703409,7.838558,8.087296,8.233421,7.430329,7.55647,8.025745,7.335971,7.394166,7.746474,7.561531,,7.850223,7.516143,7.74047,7.854843,7.635669,7.621911
8.093747,8.04956,8.29121,7.904491,8.214027,8.162766,8.515834,7.879172,8.239785,8.212515,8.413462,8.345947,8.190335,7.486762,7.905633,8.104619,8.379295,8.122631,8.150081,8.264302,8.450483,8.542268,8.097673,8.345852
9.075841,9.201163,9.024074,9.01616,9.056662,8.826961,8.750795,8.965041,8.759184,8.882822,8.960845,8.849272,9.089659,8.759654,9.025383,8.881547,8.857528,9.222878,9.127777,8.822982,9.001681,8.870775,9.057031,8.819115
7.55392,7.788747,7.842088,7.488378,7.931534,7.323068,8.154153,7.788678,8.140077,7.621841,7.886458,7.946524,,7.368106,8.138297,7.916074,7.419624,7.655816,8.033982,7.368126,7.519297,8.129918,,8.041915
8.125534,7.941312,7.780833,7.859046,8.13569,7.769664,7.897481,8.029049,,7.905754,8.413882,7.845843,8.095601,7.340804,7.19392,8.399926,8.33046,8.569667,7.649406,8.449815,7.772938,8.141283,8.391165,7.769616
8.439284,8.210796,8.155715,8.082917,8.746499,8.119367,8.928173,8.278104,8.827894,8.150002,8.525015,8.803921,8.516317,8.524346,8.579184,8.595262,8.436843,8.516231,8.334423,8.4986,8.412404,8.401774,8.451197,8.272262
9.340602,9.241551,9.172233,9.120661,9.324843,9.183022,9.350132,9.403879,9.274542,9.374333,9.582104,9.391143,9.458939,7.910032,9.294454,9.400388,9.414905,9.253403,9.798578,9.522046,9.48194,9.598163,9.525886,9.501387
7.690622,,7.742355,7.826052,7.608963,,7.676181,7.93546,,7.247134,7.584599,6.855354,,8.041308,,7.280798,,,,7.815184,6.487538,7.627495,8.006336,8.140432
7.398912,7.739564,8.158027,7.717033,7.738512,7.842703,7.428028,7.399855,7.396845,7.469962,7.821161,7.771686,7.786162,7.883328,7.204104,7.698955,7.935155,7.170159,7.540685,7.594068,8.031165,7.882617,7.685641,7.764169
7.612502,8.233448,7.649931,7.631249,7.894667,7.647436,7.971852,7.78794,8.161132,7.607802,7.647412,8.247046,7.425556,7.914134,7.734206,7.736453,7.783941,7.509059,8.147487,8.076562,7.777632,7.918135,7.921383,7.88254
8.555281,8.213706,8.408703,8.417251,8.420224,7.999917,8.557957,,8.612894,8.005832,8.010244,8.421458,8.404363,7.387266,8.29338,8.161812,8.082701,8.364149,8.680352,8.584956,8.388444,8.238473,8.583565,8.444559
7.941967,8.537439,8.344376,8.599204,8.01232,8.903419,,8.055028,7.523587,8.441268,8.32317,8.019353,7.947795,8.534775,8.385393,8.197834,8.481846,8.470926,8.220461,7.95468,7.970467,8.463854,7.81266,8.137463
8.279294,8.372793,8.553951,8.454398,7.898268,8.743071,7.252498,7.896903,8.061964,8.286255,8.270887,8.233708,7.794887,8.42885,8.307259,8.135714,8.403582,8.326618,8.183235,7.802978,8.138022,8.61757,7.720805,8.068422
7.373939,7.420932,7.167936,6.92027,7.017933,6.926109,,6.933093,,7.026307,6.888422,6.873695,7.211609,8.076786,6.833733,7.111472,6.552514,,6.881987,6.702638,7.413851,6.884346,7.364202,6.934885
7.498117,7.389401,7.253708,7.320906,7.604791,7.384472,7.342799,,7.392674,7.447636,7.713145,7.321736,7.461662,7.372582,7.76442,7.084295,7.433516,7.283027,7.569645,7.108916,7.915746,7.354753,7.736593,7.246245
8.887284,7.576783,7.531651,7.742932,7.505717,7.722597,7.008256,6.846755,7.037619,7.113347,7.226715,7.078944,,7.210347,8.281568,7.243615,7.265793,8.936854,7.430097,6.848305,7.324483,7.308054,,7.109617
,7.663886,,7.259701,7.724579,7.667546,7.150025,7.901707,7.48542,7.382635,7.798615,,7.73725,8.008106,7.257522,,7.158592,7.485565,7.387313,7.146603,7.808452,7.91389,7.719561,7.848109
7.794693,,7.983376,8.219843,,,8.08197,8.107256,7.245195,7.094581,,7.079562,,7.780694,,7.007636,7.468223,,,7.815184,,7.894248,8.006336,8.298695
7.505337,7.752141,7.829607,7.751067,7.957584,7.694537,7.531648,7.732234,7.619159,7.946948,7.860397,7.698064,7.963612,7.111709,7.493885,7.800902,7.993356,7.282586,7.803459,7.896119,8.043631,8.057787,7.811713,7.878577
7.826808,,8.302477,7.03242,6.622213,8.058742,8.427031,7.823397,8.199746,8.149825,,8.456123,8.098019,,7.650889,8.009184,7.280245,,8.299381,8.00393,,,7.486646,
7.382052,7.968901,7.561691,8.269835,8.066525,7.955937,8.112509,8.19501,7.973581,8.231449,8.208238,7.929947,7.938329,8.184956,8.201887,7.637358,8.161547,7.529326,7.840791,7.986739,8.072543,8.08677,8.073135,8.421791
7.38393,6.970101,7.318549,,7.272962,7.186832,7.524513,,7.324665,,6.998685,7.451821,6.68731,7.229668,7.759666,7.130692,7.560865,7.747427,7.336189,7.460896,7.014325,7.661461,6.759601,7.241888
7.779134,8.307086,8.523472,8.369793,8.180683,8.401752,8.373615,8.115511,8.04604,8.271448,8.23364,8.296575,8.329098,8.298938,8.119455,8.299001,8.54461,6.992138,8.442598,8.48159,8.487594,8.504575,8.503373,8.246235
7.866821,8.034632,7.97501,7.854421,7.577709,7.342885,7.461489,7.559041,6.977661,7.726326,7.706807,7.756749,7.028671,7.738836,7.95972,7.969555,7.622032,7.561939,7.726571,8.267817,7.265397,7.631302,7.993016,7.414032
7.700837,7.982607,8.385962,7.932862,8.302737,8.069279,8.222596,8.231926,8.063181,8.399343,8.286823,8.381484,8.409115,7.357178,7.663568,8.049172,8.329286,8.091879,8.198818,8.268394,8.305912,8.400941,8.35511,8.242243
8.015874,7.940699,7.968709,7.8731,7.91617,7.727678,7.699564,7.575523,7.829039,,,7.939644,7.977056,7.730577,7.933951,8.026759,,7.700099,7.746638,7.707409,8.026523,7.92881,7.911451,7.784209
8.755859,8.636863,8.614464,8.621162,8.491253,8.546002,8.346215,7.635719,8.440543,8.345183,8.242583,8.518349,8.80608,7.739574,7.970178,8.487349,8.502646,7.796028,8.570648,8.565101,8.668014,8.60095,8.594068,8.553752
7.792472,8.314504,8.523472,8.369793,8.180683,8.401752,8.373615,8.106677,8.04604,8.271448,8.399865,8.296575,8.296379,8.301273,8.119455,8.314735,8.54461,7.150225,8.442598,8.48159,8.484998,8.504575,8.503373,8.246235
7.891799,7.840562,8.061625,7.842478,7.816332,7.909537,7.629056,6.782397,7.710841,7.726276,7.591175,7.945065,7.566536,7.771323,7.801345,7.794988,7.865318,8.038777,7.620133,7.573093,7.817887,7.858513,7.662153,7.636427
7.991946,8.915384,8.922203,8.721934,8.833443,8.44386,7.792617,8.654601,8.534787,8.579696,8.548655,8.430822,8.736738,9.20324,8.141305,9.235402,7.758383,7.454953,9.036772,8.465899,8.475691,8.764725,9.039607,8.531081
7.596991,8.081378,8.416771,8.15937,8.295604,8.081725,8.250997,8.293806,8.195485,8.367752,8.333775,8.556642,8.552674,7.958535,7.674486,8.16692,8.405171,7.667384,8.288895,8.401063,8.485078,8.465271,8.48325,8.364648
,7.076755,7.754237,7.290393,7.782392,7.331693,,7.724463,7.703483,7.713692,7.612533,7.853699,7.568737,7.899845,7.214634,7.616024,7.4467,6.634231,7.483791,7.737213,7.704696,,8.029268,7.766373
7.108738,7.727435,7.652578,7.621894,,7.326294,,6.747516,,7.716232,6.668365,,6.974155,7.332663,,6.920145,7.234809,6.897638,7.828775,,7.017408,,7.609212,7.714219
7.648081,7.810733,7.874614,7.678786,7.681917,7.422661,7.73396,7.640154,7.190362,7.745806,7.798336,7.757797,,7.31167,,7.898551,,,7.871355,7.503808,7.720973,7.597936,7.822481,7.444733
8.378816,8.349083,8.135885,7.926784,8.692345,8.263572,8.881996,8.273993,8.777642,8.137742,8.495367,8.751571,8.516317,8.511603,8.568427,8.571322,8.412123,8.485295,8.327487,8.443122,8.383229,8.391725,8.407616,8.270108
8.384447,8.349083,8.135885,7.926784,8.692345,8.263572,8.881996,8.273993,8.777642,8.137742,8.495367,8.751571,8.516317,8.511603,8.568427,8.571322,8.412123,8.485295,8.327487,8.443122,8.383229,8.391725,8.407616,8.270108
8.75611,8.663863,8.627115,8.605286,8.492711,8.542301,8.337441,7.691748,8.450712,8.345183,8.285064,8.537524,8.790418,7.748526,7.977905,8.487349,8.502646,7.9756,8.579424,8.559221,8.673334,8.60095,8.594068,8.55491
8.75611,8.663863,8.627115,8.605286,8.492711,8.542301,8.337441,7.691748,8.450712,8.345183,8.285064,8.537524,8.790418,7.748526,7.977905,8.487349,8.502646,7.9756,8.579424,8.559221,8.673334,8.60095,8.594068,8.55491
7.924687,7.909404,8.538179,8.366812,7.750457,8.540754,7.434607,,7.921249,8.327188,7.529392,8.352026,8.453672,8.473011,8.033902,,7.478304,8.279032,8.176139,8.108801,8.220801,7.32327,8.142024,8.254259
8.357367,8.357222,8.254883,8.400842,8.179259,8.310575,8.18943,7.972074,8.231984,,8.044758,8.2066,8.276728,8.222631,8.202403,8.326087,8.357346,8.456812,8.143133,8.175527,8.231953,,8.005527,8.220541
8.135607,8.219583,8.445046,8.185965,8.179259,8.102853,7.957679,7.921291,8.062987,8.088383,7.926648,8.123393,8.287637,8.222631,8.202403,8.157544,8.270421,8.166929,7.938186,8.179162,8.018435,7.952329,7.97164,8.108373
7.592572,8.002523,8.416024,8.069737,8.250632,7.969861,8.394497,8.240802,8.025621,8.423234,8.357953,8.500405,8.508919,7.771572,7.953202,8.085316,8.334585,7.186207,8.329243,8.319433,8.372149,8.344855,8.436023,8.301001
,9.576556,7.125816,7.031518,7.731555,7.691772,7.848117,9.192974,8.044512,7.480395,7.673269,7.873642,8.207457,,7.997261,7.877494,,7.836669,7.65973,7.899236,,7.23331,8.021714,8.194064
8.755614,8.670629,8.632075,8.605456,8.475338,8.557918,8.323969,7.822955,8.483419,8.356898,8.241877,8.583467,8.826357,7.823061,7.983812,8.485857,8.521057,7.910563,8.619585,8.615111,8.679571,8.63175,8.608091,8.534607
7.596991,8.081378,8.416771,8.15937,8.295604,8.081725,8.250997,8.293806,8.195485,8.367752,8.333775,8.556642,8.552674,7.958535,7.647987,8.16692,8.405171,7.667384,8.288895,8.401063,8.485078,8.465271,8.48325,8.364648
8.854199,8.977287,8.690298,8.70983,7.955195,8.473067,8.116677,8.317503,8.600643,8.095113,8.189833,8.534389,8.102869,8.01711,8.819172,8.533416,8.141878,9.057883,8.460571,8.302363,8.409873,8.587034,8.300415,8.499951
8.179425,7.892873,7.975616,8.056057,7.915879,8.052014,7.781988,7.050431,7.9731,7.861168,7.8459,7.984414,7.880111,7.439686,7.666746,7.853344,7.844318,8.169079,7.791218,7.812291,7.919677,8.258744,7.772122,7.938798
8.919844,8.874066,8.701241,8.889354,8.720781,8.882295,8.55269,8.365784,,8.596468,8.654734,8.702789,8.612615,8.689588,8.730626,8.683286,8.546419,8.983049,8.751868,8.652004,8.926287,8.569558,8.678601,8.612391
7.843773,7.844672,8.069073,7.94611,8.071027,8.197944,7.762723,7.846605,7.864559,7.996809,8.121168,8.01742,7.791792,8.137899,7.877042,8.079364,8.293019,7.620774,7.780158,7.72494,8.253508,8.310839,7.779552,8.106268
8.919844,8.874066,8.975504,8.889354,8.720781,8.882295,8.55269,8.365784,,8.596468,8.654734,8.702789,8.612615,8.689588,8.730626,8.683286,8.545365,8.983049,8.751868,8.652004,8.926287,8.863689,8.678601,8.612391
8.919844,8.874066,8.975504,8.889354,8.720781,8.882295,8.55269,8.365784,,8.596468,8.654734,8.702789,8.612615,8.689588,8.730626,8.683286,8.843179,8.983049,8.751868,8.652004,8.926287,8.570044,8.678601,8.612391
7.843773,7.816985,7.721216,7.694001,7.952168,7.724029,7.820365,6.81753,7.705453,7.66136,7.51827,7.708762,7.348521,7.601446,7.918812,7.652574,8.160288,7.453515,7.606208,7.514468,7.550172,8.040453,7.59404,7.769914
8.75611,8.663863,8.627115,8.605286,8.492711,8.542301,8.337441,7.691748,8.450712,8.345183,8.285064,8.537524,8.794713,7.748526,8.009884,8.487349,8.502646,7.9756,8.579424,8.559221,8.673334,8.60095,8.594068,8.55491
7.30361,6.871577,8.182457,8.009685,7.691269,8.032894,7.617712,7.681139,7.671092,7.793654,8.29648,7.7949,7.862578,7.063977,7.28448,8.21451,8.327679,7.56528,7.364419,7.681273,8.080748,8.001758,7.119433,8.037622
6.733219,6.955968,7.444674,7.215519,7.211426,7.080086,6.950034,6.839253,6.80859,7.395077,,,7.195639,6.996899,6.714869,,7.359505,,,,7.31109,7.210511,,6.80093
,,7.381794,7.629713,7.69054,7.283779,7.451548,7.743652,7.657145,6.919165,7.480095,7.623334,7.416484,6.733125,7.763186,7.477185,7.49469,7.814985,7.67204,7.19233,,7.20432,7.719634,7.63064
7.836476,7.937198,7.760778,7.772748,7.778562,7.996253,7.827308,,7.574643,7.94849,7.798409,7.76293,7.801387,8.187456,7.8106,7.886969,7.98133,7.931736,7.899868,7.63912,8.156116,7.937701,7.518547,7.231195
7.612502,7.108981,7.649931,7.631249,7.894667,7.647436,7.971852,7.78794,8.161132,7.607802,7.643998,8.247046,7.254066,7.692218,7.594066,7.736453,7.783941,7.509059,8.147487,8.076562,7.667684,7.918135,7.921383,7.88254
6.622531,7.501475,7.861911,7.685209,7.277789,7.235254,7.416325,7.658133,7.492399,8.237838,8.180022,7.639224,,,7.728593,7.100712,7.137834,,8.141482,7.999869,7.111538,7.436205,7.74641,7.976925
7.791995,8.35961,8.572696,8.433946,8.194296,8.479814,8.400234,8.171909,8.172132,8.316387,8.3413,8.34663,8.253722,8.38341,8.184558,8.35728,8.566549,7.37867,8.459664,8.474911,8.47029,8.534148,8.471798,8.256763
8.245215,8.111177,8.303008,8.221813,7.980188,8.076486,7.99697,7.921291,7.961825,7.852771,7.79406,8.008643,8.156713,8.222631,8.076646,8.045054,8.135487,8.203855,7.832848,8.071593,8.018435,7.952329,7.877336,7.990587
7.830355,7.997503,8.038801,7.667519,7.68632,7.89316,8.08268,7.481125,7.979431,7.936139,7.747943,8.114669,7.768521,8.06334,7.66856,7.63025,8.102357,7.803132,7.792715,8.047004,7.829668,8.182938,7.845051,7.865621
6.898154,7.05723,7.394278,6.922007,7.080193,6.789769,7.131538,,7.126686,6.852299,6.996942,7.17148,6.745427,,7.400507,6.821279,7.261473,7.356373,7.149273,6.973403,6.938324,7.236012,6.907471,6.783313
8.004496,8.076309,7.752968,7.976655,7.617998,7.546347,7.461489,7.779697,7.262502,7.586849,7.706807,7.878035,7.178365,7.544811,7.95972,8.248975,7.738694,7.75684,7.513693,7.844627,7.508106,7.766021,7.972238,7.41399
7.853216,,8.842107,8.62943,7.474561,8.576101,,,6.999445,8.555518,,8.342016,8.453672,8.473011,8.476386,,7.025766,8.487525,8.61875,8.555648,8.366274,7.217259,8.29151,8.24831
7.792472,8.533254,8.741346,8.548492,8.3471,8.585553,8.536168,8.35627,8.368503,8.438588,8.521636,8.533353,8.519107,8.413984,8.218698,8.515121,8.765128,7.379716,8.631915,8.663943,8.636155,8.698969,8.668954,8.422745
7.593319,7.747323,8.066931,7.735338,7.995589,7.859616,8.125402,8.266989,8.25102,7.899131,8.278835,8.217926,8.424809,7.843048,7.808229,8.066863,7.895205,7.70019,8.021399,7.922997,8.225199,7.648357,8.173026,8.140146
7.938583,8.066146,8.065329,8.096239,7.630086,8.306342,7.874075,7.156526,7.704179,7.762176,7.943664,8.158108,7.679796,8.134384,8.070076,8.174551,7.862919,8.038777,7.807039,7.828735,7.910102,7.854892,7.711937,7.80254
8.205623,8.802242,9.211177,8.600816,8.935564,8.575258,8.859192,9.164392,8.948762,8.665033,8.976083,8.715147,9.042811,9.048942,8.593008,8.637661,8.791325,8.168027,8.960813,8.854949,8.79303,8.614289,9.070884,8.891955
7.224901,7.114622,,,7.722513,,7.694393,6.978839,7.763931,,7.070612,7.722565,,7.378594,7.327,7.345171,7.507901,,7.539716,,,7.477577,7.171049,7.702825
7.542196,7.504426,7.600468,7.449497,7.500373,7.325837,7.945927,7.371968,7.825986,7.089579,7.343339,7.729636,7.213044,7.527587,7.359137,7.459306,7.634187,7.502459,7.400129,7.493459,7.727288,7.611413,7.466207,7.695525
7.727946,7.669334,7.852912,7.565145,7.297273,7.615991,7.412604,7.038305,7.484995,7.413836,7.149245,7.662143,7.584244,7.809643,7.500689,6.946024,7.77699,7.288228,7.392462,7.374483,7.609638,7.869739,7.425868,7.487491
8.279294,8.319403,8.544778,8.454398,7.904194,8.723933,7.135543,7.891077,8.146387,8.206372,8.246168,8.233708,7.794887,8.42885,8.297533,8.112161,8.403582,8.350854,8.183235,7.802978,8.138022,8.610859,7.669093,8.045648
8.868698,9.045795,9.154772,9.224401,9.413656,9.10541,9.270051,9.471259,9.276383,9.28037,9.348171,9.271589,9.221337,9.344776,9.180901,9.284471,9.226654,9.016828,9.495335,9.167711,9.295859,9.161461,9.296253,9.140958
,7.475807,7.670848,,7.370192,,8.059713,7.844824,8.0945,7.809494,7.862506,8.006812,7.797664,7.774374,7.721699,7.969961,7.844746,,8.019206,7.892819,7.549234,7.687596,7.600024,8.086023
,,7.944069,7.848633,7.412007,7.095112,7.444337,,,7.55385,,7.457733,8.013594,,,7.263688,7.183415,,7.629341,7.865775,,7.170048,7.748919,7.598445
,,6.783987,6.860616,7.270854,7.191035,7.186044,7.207801,7.168598,7.313926,7.535015,7.175556,6.93186,6.64866,,7.263914,7.273473,,7.444217,7.051922,7.226035,7.309535,7.236402,7.167507
8.279294,8.325126,8.544778,8.454398,7.919828,8.743071,7.135543,7.891077,8.146387,8.206372,8.246168,8.233708,7.794887,8.42885,8.307259,8.135714,8.403582,8.350854,8.183235,7.802978,8.138022,8.610859,7.681079,8.045648
9.70898,9.198782,9.555059,9.157226,9.79775,9.503132,9.278433,9.202126,8.876069,9.591623,9.847133,9.220276,9.399643,8.599143,9.471515,9.387301,9.38344,9.475189,9.970213,9.669913,9.272169,9.349842,9.583181,9.588277
,7.475807,7.670848,,7.370192,,8.059713,7.844824,8.0945,7.809494,7.862506,8.006812,7.797664,7.773152,7.721699,7.969961,7.860312,,8.019206,7.892819,7.578095,7.551533,7.64725,7.842881
9.340602,9.241551,9.172233,9.296445,9.324843,9.183022,9.350132,9.403879,9.274542,9.374333,9.582104,9.391143,9.458939,7.910032,9.294454,9.400388,9.414905,9.253403,9.798578,9.522046,9.48194,9.598163,9.525886,9.501387
8.765492,8.663863,8.627115,8.605286,8.492711,8.542301,8.343985,7.691748,8.450712,8.345183,8.285064,8.537524,8.813743,7.748526,8.009884,8.487349,8.502646,7.9756,8.579424,8.577034,8.676284,8.60095,8.625723,8.55491
8.790439,8.806233,8.575786,8.858471,8.623644,8.758396,8.32228,8.544488,8.282324,8.513736,8.757273,8.412018,8.5909,7.937619,8.723934,8.791233,8.468648,8.952807,8.685731,8.583364,8.512805,8.581136,8.848788,8.419612
9.029705,9.097293,8.896171,8.936429,8.995057,8.723424,8.656405,8.865199,8.680862,8.836413,8.937952,8.7455,8.916637,8.169493,9.40124,9.021658,8.716199,9.184769,8.977281,8.950686,8.813874,8.671882,9.078745,8.653534
8.609751,8.557813,8.776626,8.61184,8.44807,8.623081,8.469531,8.157158,8.112865,8.41333,8.310641,8.522465,8.519244,8.36076,8.347554,8.438053,8.760049,8.55372,8.422303,8.441831,8.592788,8.535326,8.40259,8.343654
7.947032,7.643831,7.708889,7.733472,7.806155,7.916959,7.70552,7.458641,,7.494895,7.849051,7.920973,7.624329,7.792803,7.723109,7.810314,7.815929,8.030502,,7.53901,7.834628,7.916604,7.483248,7.510848
