K1M1,K1M2,K1M3,K1M4,K1M5,K1M6,K2M1,K2M2,K2M3,K2M4,K2M5,K2M6,K3M3,K3M4,K3M3,K3M4,K3M5,K3M6,K4M1,K4M2,K4M3,K4M4,K4M5,K4M6
8.025184,7.942511,8.247629,7.821653,8.620155,7.740315,8.376056,8.157279,8.659257,8.402815,8.177103,8.795281,7.886819,8.31954,7.767632,8.067306,8.089875,,7.954271,8.058232,8.065444,7.502632,,7.738361
,7.542984,7.798369,7.463573,7.578589,7.610202,7.321051,7.722625,7.627437,7.762432,7.809848,7.30415,7.726654,8.026201,7.659148,7.885355,,7.322053,7.767953,7.811659,7.851204,7.66905,8.034957,7.917436
6.4572,,6.850483,6.66274,6.630103,6.59499,,,,6.335582,6.883006,6.711073,6.843688,,,6.884357,7.162605,,,6.736296,7.087301,6.870037,6.694872,6.658501
7.382775,8.266429,8.599863,8.190541,8.594083,8.316633,8.518277,8.931347,8.103607,8.290532,8.44448,8.21194,7.746852,8.472193,7.607239,8.287208,7.856071,7.955795,7.564215,8.019819,8.309025,8.128422,,7.866643
7.602156,7.775307,7.619696,7.215137,7.417537,7.607943,7.223579,,7.140519,7.380023,7.355399,7.378285,7.268283,,,7.367096,7.141032,,,7.359956,7.295871,6.724771,,7.106651
6.76292,7.433434,7.594844,7.522736,7.734117,7.559545,7.567082,8.156253,7.983255,7.675343,8.146464,7.812551,8.287947,8.198152,7.874832,7.915863,7.979522,7.978942,7.677169,7.829492,7.995864,7.618723,8.02287,8.006861
7.985839,8.313683,8.469156,8.177931,8.492417,8.383331,8.42089,8.196914,8.254899,8.332207,8.395422,8.225395,8.079056,8.312272,8.185906,8.144356,8.108372,8.338922,8.245747,8.189232,8.183585,8.239424,8.166369,8.086226
8.35832,8.596005,8.697311,8.493212,8.310526,8.608833,8.332017,8.127521,8.268295,8.497455,8.28365,8.377841,8.393542,8.217775,7.981969,8.139917,8.694919,8.188593,8.059028,8.32099,8.371312,8.255373,8.14461,8.106996
7.500951,7.595947,7.671032,7.973122,7.503911,7.926808,7.927847,7.927545,7.308352,8.335865,8.421113,7.459234,8.10193,6.746495,8.317771,8.006352,8.332557,8.532441,8.647073,8.279154,8.841429,8.414112,8.471596,8.054757
8.764762,8.975277,9.182511,9.026196,9.165423,8.817919,9.007037,9.008147,9.095941,9.049658,9.152912,8.997791,8.852713,8.536907,8.614426,8.822996,8.933588,8.347547,8.992816,9.015188,8.875914,8.842597,9.105777,9.117976
,7.941959,8.133675,7.465822,7.969106,,7.64848,8.227815,8.237499,8.273879,8.036097,7.895982,8.024313,7.56917,7.025336,7.475328,7.650733,,8.07483,,,7.287204,7.918129,7.762337
,7.498262,6.929718,7.403469,6.833377,7.010372,6.888989,,,,7.107599,6.498007,7.348447,6.876889,7.603631,7.26801,7.305062,7.515913,7.017654,7.239107,7.523734,7.690804,7.277277,
8.539729,8.854291,8.678656,8.628386,8.542147,8.449822,8.366563,8.504308,8.204725,8.359995,8.613191,8.392697,8.795471,8.608636,8.723742,8.992175,8.648521,8.29378,8.785569,8.572784,8.688933,8.715385,8.724261,8.556506
7.810038,7.750121,7.86686,7.945015,7.893679,7.735633,8.070692,7.306143,7.912011,7.843516,7.685966,7.980327,7.517868,7.450335,7.851567,7.813586,7.36438,7.615899,7.744115,,7.452804,7.919291,7.425146,
8.414619,8.714661,8.75805,8.622131,8.922153,8.504723,9.0228,8.98256,9.097103,8.805269,8.81675,8.909238,8.402707,8.65444,8.666133,8.624435,8.701032,8.17341,8.797692,8.73375,8.606039,8.66171,8.608166,8.747102
7.699679,7.724706,8.037387,7.807363,7.667973,8.019121,7.489944,7.699436,7.584143,8.008808,7.690075,7.839214,8.420802,7.999699,7.422819,7.780905,8.257147,7.613997,8.05877,7.981642,8.309092,8.201732,8.201404,7.843543
7.361437,7.633734,7.294633,7.179136,7.686592,7.107911,7.715325,7.607308,7.815689,7.138451,7.325296,7.462154,7.199861,7.278767,7.457613,,7.074594,,,7.016488,,7.184137,6.735378,7.483966
8.543625,7.787013,7.730365,8.04441,7.503911,7.996274,7.927847,8.017101,7.308352,8.335865,8.549827,7.5156,8.253725,,8.358253,7.827397,8.406446,8.977445,8.769294,8.202149,8.881857,7.681538,8.562327,7.886707
,7.556333,7.243733,7.293383,6.988188,7.24063,6.511857,,6.615922,7.45713,7.285113,7.291046,7.096122,7.711504,7.61892,7.30089,7.292769,7.636433,6.827499,7.492847,7.875225,7.604784,7.636361,7.498366
7.617259,7.459435,7.726381,7.748413,7.609021,7.976944,7.135861,7.583636,,7.685539,,7.320474,7.636858,7.289064,7.247402,7.069599,,7.536427,,,7.474673,7.052421,7.599582,6.921177
8.38185,8.446569,8.588976,8.229026,8.694977,8.388625,8.604013,8.483118,8.476023,8.622531,8.447328,8.728298,8.470974,8.069045,8.31242,8.254642,8.457046,8.346173,8.335751,8.452843,8.429854,8.557658,8.456464,8.39007
8.382008,8.318701,8.342616,8.246223,8.730719,8.098452,8.310844,7.64877,8.189958,8.76022,7.966395,8.399938,8.166867,7.290468,7.24768,7.449692,8.115337,7.882033,7.281775,8.145261,8.650967,8.244181,7.460587,8.622372
7.050184,7.077267,7.330776,7.030788,7.472877,7.31381,,7.050431,,6.98179,6.64025,7.249931,7.204599,7.439686,7.498462,,7.178908,7.553404,7.287352,7.017831,7.582767,7.481707,,7.207921
7.72414,7.459435,7.727189,7.748413,7.527985,7.976944,7.135861,7.583636,,7.813538,,7.320474,7.636858,7.289064,7.247402,7.069599,,7.536427,,,7.533171,7.052421,7.599582,6.921177
,7.475807,7.670848,7.464813,7.370192,6.699423,8.059713,7.844824,8.0945,7.629619,7.862506,8.006812,7.797664,8.228124,7.721699,7.969961,8.132962,,8.019206,7.892819,7.883316,7.93016,7.846745,8.086023
7.508786,,7.906531,8.210289,7.490427,8.280408,7.927847,7.9551,7.308352,8.545373,8.835197,7.5156,8.253725,,8.358253,8.115551,8.667162,8.367897,9.065428,8.424697,8.713458,7.681538,8.851721,7.886707
8.192859,8.940567,9.185153,8.641661,8.847058,8.920005,8.456903,9.134204,8.64403,8.855358,9.033625,8.584631,8.584753,8.672282,8.558495,8.662159,8.662709,8.229239,8.476743,8.435824,8.358124,8.445552,9.017654,8.510178
9.099609,9.39691,8.85727,9.11216,8.883564,9.170996,8.978828,9.147116,8.829099,8.785606,9.043373,8.93892,9.29969,9.236989,9.163712,9.070148,8.899064,9.348686,9.069459,9.172447,9.016734,9.502986,9.187536,9.180704
7.542588,7.445274,7.654677,7.725441,7.23675,7.755796,7.157233,6.997339,7.254675,7.594438,7.328185,7.562365,7.92065,7.694888,7.906399,7.634619,7.625905,8.025135,7.55616,7.600626,7.855408,7.360564,7.136714,7.715039
8.325874,8.448395,8.532895,8.963389,8.373012,8.913758,8.227893,8.077791,,8.562099,8.487855,8.469957,8.49873,8.145289,8.089424,8.422989,8.229674,8.239582,8.227778,8.139784,8.425149,8.271587,8.588535,8.041751
7.661484,8.039282,8.139992,8.041681,8.11001,8.135278,8.095393,8.145396,7.956176,8.084633,8.539063,8.217715,8.404251,8.724123,8.611032,8.292131,8.614714,7.05882,8.681093,8.485098,8.626339,8.684344,8.509046,8.400654
6.880481,7.832923,7.508382,7.199294,7.735769,7.411236,7.390511,7.980116,6.920171,7.585484,7.995258,7.278158,7.763151,8.300618,6.925563,7.986501,7.861616,7.955177,8.227783,7.920687,7.377223,8.079164,7.979236,7.588131
8.046773,8.13973,6.812886,,7.726115,,8.189515,7.727493,8.104699,,,,8.026245,8.370325,7.906052,8.183559,7.964473,,8.399563,8.406692,7.983164,8.276268,8.320721,8.398367
8.025184,8.238039,8.247629,7.821653,8.620155,7.740315,8.549617,8.452727,8.659257,8.402815,8.177103,8.795281,7.886819,8.31954,7.767632,8.067306,8.089875,,7.954271,8.480099,8.065444,7.90863,,7.595031
8.615602,8.478127,8.997116,8.686314,8.83852,8.767944,8.763879,8.873839,8.621726,8.989729,8.826239,8.868451,8.710704,8.432248,8.74717,8.599527,8.010942,8.745441,8.77976,8.456205,8.837964,8.638715,8.583698,8.631847
8.615602,8.478127,8.997116,8.686314,8.83852,8.767944,8.763879,8.873839,8.621726,8.989729,8.826239,8.868451,8.710704,8.432248,8.74717,8.599527,8.010942,8.745441,8.77976,8.456205,8.837964,8.638715,8.583698,8.631847
7.795784,8.033738,7.686207,7.521239,7.574067,7.494767,7.364937,7.23824,7.738278,7.17239,7.360274,7.848624,,7.502442,7.981369,7.744582,8.052823,,7.883288,7.742078,,8.180218,7.46626,7.877714
6.742558,,7.351546,7.223247,8.03394,,7.079018,7.462816,7.051224,7.344609,7.705725,,7.772349,7.589918,7.757471,7.59324,7.139156,,7.540697,,7.705274,8.159346,7.661851,7.849857
7.761245,8.002835,8.069702,7.749386,7.713033,7.697507,7.665265,7.981862,7.750109,7.795668,8.048325,7.672968,7.985243,7.982374,7.665096,7.896694,8.075853,8.319552,7.876129,7.916444,7.923176,7.956847,7.943962,8.087119
7.389364,7.330407,,7.272259,7.60745,7.933795,7.225832,,,7.245333,6.962976,7.255531,7.481101,,7.813011,8.166144,7.877159,7.805308,,7.372667,7.37585,7.095116,7.873301,8.071414
7.418393,7.398116,7.875953,7.151844,7.358474,7.302098,7.91852,7.118306,7.751966,7.383336,7.574941,7.597247,7.798358,7.693437,,7.765332,8.004867,7.390515,7.464682,7.966651,7.691339,8.136891,7.534629,7.545009
7.661484,8.212861,8.138977,8.041681,8.11001,8.135278,7.925499,8.145396,7.956176,8.258695,8.539063,8.051505,8.404251,8.724123,8.611032,8.292131,8.614714,7.05882,8.681093,8.485098,8.626339,8.684344,8.509046,8.400654
8.135897,7.941218,7.691303,8.022231,7.513334,8.898589,7.825757,7.582138,,7.051832,,,6.868067,,7.429566,7.387324,7.280492,7.958741,6.8161,,7.458188,7.738884,7.350282,
7.580728,7.955425,8.074811,7.867763,7.930909,7.940693,7.915242,7.95501,7.869524,8.134491,7.808475,8.006036,8.138124,8.172006,7.820029,8.143532,8.143425,7.900674,8.078355,7.976604,8.113276,8.231443,7.808263,8.071569
7.5942,7.555704,7.989608,7.873817,7.727004,7.922999,8.141925,6.984484,7.801003,7.552591,7.317216,8.012971,7.445362,,,7.209254,7.712249,6.91741,,7.647251,7.464248,7.330115,7.596289,7.338277
8.039028,7.983708,8.096656,8.071432,7.831029,7.756047,7.818315,7.635719,7.945932,7.930456,8.023268,7.950388,8.552607,7.816394,7.857028,7.964168,7.999863,7.808757,8.252636,8.263438,8.302695,7.960501,8.386245,8.119098
6.775085,7.445938,7.906331,7.653252,7.729099,7.477695,7.453046,7.500838,7.407195,7.962448,7.400651,7.617894,7.456107,7.314689,7.012986,7.084641,7.178492,7.54921,7.269955,7.327148,7.368109,7.227021,7.521726,7.316925
,7.076755,7.486611,,7.617829,7.499889,,7.487486,7.703483,7.713692,7.617642,7.581475,7.821828,7.695516,7.214634,7.85072,7.823326,,7.641839,7.737213,7.930115,,8.029268,7.766373
7.106555,7.530623,7.53642,7.125896,7.37403,7.500974,7.318564,6.812498,7.460616,7.23711,7.635024,7.547197,7.81984,7.421383,7.355288,7.670612,7.657172,7.08374,7.363692,7.592897,7.866156,7.526709,7.802723,7.628052
,7.709428,8.010454,7.763857,7.673427,7.948092,7.73393,7.474104,,7.661235,7.543177,7.945441,8.129668,8.23782,7.608418,,8.208905,7.406002,8.28358,8.073025,8.167349,8.157985,7.997544,7.650131
8.068872,8.13319,8.143515,8.01725,7.837658,7.732708,7.738829,7.691748,8.023783,7.946873,7.867368,7.955089,8.416648,7.857949,7.977905,8.054644,7.831753,7.9756,8.256744,8.127447,8.303678,7.882024,8.248005,8.150861
7.1206,,7.462508,7.464734,7.323768,7.545221,7.212173,7.319563,6.782776,7.495554,7.329749,7.526916,8.009775,7.602964,7.442709,7.183145,7.311189,,7.425846,7.840122,7.718338,7.44632,8.092376,7.319171
,,,6.940166,7.097613,6.980233,,,7.287103,7.428013,7.18649,7.181317,7.466593,,,7.236432,,,7.412493,,7.466742,7.356465,7.682351,7.083898
7.806873,7.83346,8.189767,8.230272,7.768394,8.171762,8.099873,7.441338,8.326026,,7.459165,8.172006,7.624754,7.807473,7.372733,6.738822,7.628868,7.832987,7.73973,7.827071,8.180029,7.753457,7.596397,7.645945
,7.545954,6.90884,,7.305647,7.473959,7.32153,7.209833,7.856861,7.397171,7.478848,7.729869,7.253471,8.396418,7.770427,7.658203,7.819306,7.574281,7.812881,7.527815,8.102584,7.264937,7.538594,7.824631
8.068872,8.13319,8.143515,8.01725,7.837658,7.732708,7.755113,7.691748,8.023783,7.946873,7.867368,7.9708,8.416648,7.857949,7.977905,8.054644,7.838657,7.9756,8.256744,8.127447,8.303678,7.879622,8.248005,8.150861
7.753267,7.555657,7.986539,7.765881,7.494077,7.684415,7.648065,,7.505367,7.873276,6.820084,7.733607,8.316542,8.098133,6.959138,7.727675,8.199814,7.683646,8.011726,7.932053,8.214721,8.091687,8.174914,7.828232
7.72414,7.500136,7.828375,7.762238,7.184093,7.976944,7.135861,7.383144,,7.826828,8.001033,7.403689,7.675839,7.227649,7.109239,7.213202,7.318372,7.536427,,,7.533171,7.428935,7.47367,6.921177
7.665818,7.931583,8.189114,7.804061,7.970562,8.039591,7.980817,7.838213,7.889691,8.025557,7.884181,8.072637,7.997125,8.25124,7.98674,8.150677,8.18653,7.900674,8.093563,7.993002,8.229782,8.2733,7.751475,8.088673
,,8.141313,7.62922,6.857354,8.013198,7.247481,7.770874,7.261338,7.78746,7.57688,7.665251,7.55682,,6.696771,,7.292211,,6.99015,7.172334,7.292416,7.461059,7.347351,
8.264758,8.793865,8.793775,8.53845,8.512474,8.452302,8.429656,8.744549,8.543594,8.637045,8.695726,8.558879,8.921951,8.804216,8.425939,8.777816,8.621853,8.442529,8.89325,8.711388,8.751471,8.76994,8.888502,8.706842
7.523061,7.974612,8.074811,7.867763,8.079806,7.940693,8.023257,7.788165,7.825451,7.978717,7.848381,7.992922,7.976276,8.193953,7.913002,8.139122,8.174366,7.817065,8.125476,7.993815,8.110901,8.2267,7.808263,8.059729
,,7.260815,7.025005,6.68111,6.71164,6.957508,7.417667,7.295252,7.305658,7.424356,7.26253,7.356485,7.514402,,7.247763,7.670413,7.154916,7.373088,7.188524,7.299203,7.212406,7.427723,7.393735
7.788479,8.563761,7.73091,8.121159,7.686926,7.510079,7.425867,7.350893,,7.831559,7.695514,7.601091,,7.524174,8.245377,7.955859,7.999205,8.322872,8.127241,8.009827,7.942736,8.016924,7.915672,8.22653
7.708628,7.864383,8.048942,7.666638,7.681758,7.903556,7.827221,7.428584,7.851059,7.773699,7.998686,7.866487,7.90192,7.848876,7.809812,7.862598,8.129236,7.522307,8.219369,8.146473,8.090629,8.196573,7.889442,8.008652
8.334783,7.850224,8.317037,8.055445,8.43119,7.830143,7.915777,8.11355,7.69835,8.210326,8.560461,7.777823,8.281219,7.357967,8.679255,9.104484,8.31148,8.871759,8.337046,9.043196,8.133979,8.247096,9.034642,8.136486
7.871048,7.994125,7.998697,7.909141,8.056017,7.630951,7.674161,7.544061,7.954269,7.781067,7.910529,7.876047,8.415603,7.545923,7.940698,7.914607,7.978119,7.835262,8.279621,8.1238,8.222803,7.88502,8.17673,8.040767
8.025184,8.238039,8.035746,7.821653,8.620155,7.61905,8.380501,8.211463,8.484905,8.112315,7.946212,8.795281,7.886819,8.31954,7.474163,7.954861,7.977913,,7.907396,8.131488,7.854944,7.787891,,7.850366
7.541432,,,7.555636,7.723129,7.499433,7.448678,7.774505,7.799942,7.543756,7.852171,7.445417,7.336056,7.784826,7.41101,7.396937,7.639161,7.608132,,7.436997,7.318938,7.331627,7.55483,7.331287
7.218512,7.065592,7.246793,6.893623,6.593555,7.052003,,,7.56446,6.905135,6.933914,7.299825,7.21202,7.201389,7.089422,7.642865,7.617626,,7.314895,7.322348,7.254488,7.58498,6.859346,7.468828
,6.788998,6.710757,,,,7.044153,6.936928,7.049985,,6.935058,7.287698,6.909963,,6.792872,7.466732,7.387266,,7.651238,7.76315,7.073535,6.866411,7.591329,7.503934
8.472513,8.772922,8.804669,8.615767,8.962448,8.57779,9.103701,9.063175,9.130245,8.750395,8.81799,8.964193,8.365639,8.589635,8.722689,8.654796,8.781513,8.218374,8.854785,8.738699,8.560882,8.842542,8.628108,8.862097
,7.38815,7.129554,7.290903,7.315072,7.343514,,,7.382404,7.682664,,,,8.007623,7.443269,7.025251,8.346452,7.357923,7.977587,8.10848,7.715881,7.612029,7.621722,
8.615602,8.478127,8.997116,8.686314,8.83852,8.767944,8.763879,8.703411,8.621726,8.989729,8.826239,8.868451,8.712255,8.263676,8.74717,8.599527,8.010942,8.745441,8.77976,8.456205,8.837964,8.638715,8.583698,8.631847
7.228277,7.349886,7.929599,7.474085,7.424668,7.620827,7.506143,7.107065,7.642651,7.383255,7.391906,7.851828,7.787282,7.649539,7.323361,7.567247,7.817552,7.208796,7.791411,7.95905,7.786224,7.845623,7.79523,7.873841
7.097908,7.456587,7.65526,7.592622,7.666477,,7.543999,7.559183,7.738463,8.099683,7.09312,7.830982,8.154424,8.276152,7.551241,7.667497,7.756651,7.05778,8.186221,7.923419,8.119599,7.996521,8.500292,7.568191
,7.238324,7.111432,6.725634,,7.887861,6.681828,7.72684,,7.658003,7.746352,7.267751,8.065947,8.438544,7.927728,7.291395,7.835552,,7.877248,,8.285976,7.875289,7.915957,6.70525
7.580728,8.099562,8.067409,7.897621,7.970562,8.014254,7.980817,7.853182,7.889691,8.028579,7.884181,8.072637,7.997125,8.148063,7.94582,8.198004,8.295907,7.856176,8.139328,8.024548,8.113276,8.35686,7.796741,8.120267
,7.611807,6.90884,,7.305647,7.473959,7.32153,7.209833,7.861437,7.435998,7.478848,7.729869,7.253471,8.542129,7.807048,7.658203,7.819306,7.574281,7.812881,7.527815,8.102584,7.302745,7.538594,7.824631
8.093706,8.153116,8.106421,8.044541,8.462431,7.857831,7.737305,7.984814,7.835387,7.74065,8.242604,7.89455,7.685646,7.365738,7.142169,7.449692,7.745449,7.882033,,8.076025,8.245533,7.959057,7.253179,8.23732
,7.542984,7.919614,7.463573,7.489157,7.610202,7.381531,7.89404,7.627437,7.80317,7.809848,7.598194,7.830141,8.026201,7.764496,7.885355,,7.322053,7.874931,7.811659,7.954087,7.66905,8.034957,7.917436
7.315048,7.342962,7.788518,7.663918,7.600569,7.88254,7.138816,7.309918,,7.011115,7.694776,,7.717484,7.900933,,7.836782,8.110652,,,7.701258,7.801303,7.125027,7.768502,7.861705
7.576408,7.509594,7.775128,7.846679,7.293516,7.976944,7.135861,7.383144,6.95101,7.747546,,7.320474,7.675839,7.227649,7.109239,7.069599,,7.536427,6.646631,6.947936,7.392509,7.346321,7.456327,6.921177
8.656516,8.510804,8.857426,8.697129,8.867586,8.808121,8.634005,8.742295,8.509567,8.848638,8.861841,8.903582,8.741765,8.281563,8.758631,8.604466,8.143066,8.760829,8.637703,8.505321,8.837964,8.679842,8.583698,8.509377
7.732495,8.410285,8.376011,8.152872,8.489579,8.054981,8.018398,8.52063,8.500885,8.507972,8.396235,8.262099,8.424107,8.031207,7.801759,7.96167,7.971212,7.356489,8.347954,7.985832,8.233921,7.828285,8.388931,8.17085
8.769468,8.478127,8.997116,8.686314,8.83852,8.767944,8.763879,8.873839,8.621726,8.989729,8.826239,8.868451,8.88353,8.271214,8.74717,8.599527,8.170827,8.72543,8.77976,8.460832,8.837964,8.638715,8.755571,8.631847
,,6.979201,,7.965994,7.742572,7.921451,8.333495,7.713205,8.000876,8.057774,7.684239,7.750849,8.147762,8.079216,8.235149,8.039218,,8.352006,7.915255,8.192584,7.981093,8.275176,8.103081
7.880814,8.174082,8.163764,7.646003,7.646518,7.883194,7.742282,7.333482,8.027637,7.799345,7.915904,7.837964,7.813321,7.885699,8.030698,7.865015,7.959365,7.820479,8.139056,8.24831,8.149399,8.424277,7.929123,8.010912
8.720985,8.699134,8.999643,8.928027,9.154302,8.481664,8.968091,9.274576,9.323006,9.070534,8.792055,8.857409,8.628365,8.925119,8.696166,8.911367,8.649262,8.519743,8.819089,8.952307,8.860783,8.928724,8.386021,8.719695
7.954712,8.095726,7.596327,8.173295,8.091898,8.048782,,,7.617271,7.363474,,7.810543,7.221596,7.432134,7.92555,7.696143,7.139174,7.984527,,7.493592,7.615174,7.751263,7.583324,7.719111
7.382775,8.266429,8.458956,8.190541,8.594083,8.316633,8.563682,8.757215,7.820586,8.006245,8.029877,8.031041,7.524931,8.372261,7.470703,8.128898,7.723395,7.955795,7.887529,7.762368,8.213313,8.008118,,7.866643
,,6.79069,,7.144713,,6.562763,7.033148,6.731975,7.69562,7.242878,7.003618,7.376756,7.903866,7.232534,7.383087,7.606901,6.631825,7.199201,7.65739,7.368783,7.296299,7.488243,7.093413
8.023733,8.214563,,8.129675,7.875748,8.034006,7.788064,7.658648,7.64848,7.840155,,7.919093,8.00826,7.137606,7.886677,7.869103,,,7.742608,7.674687,7.972776,7.277056,,7.111426
8.047026,8.33201,8.236983,8.218077,8.373198,8.275905,8.241265,8.344951,8.148405,8.263287,8.461689,8.26965,7.941444,8.270394,8.099572,8.222362,8.134934,6.814001,8.157504,7.47149,8.29653,8.204322,8.185395,8.132544
,7.475807,7.670848,,7.370192,,8.059713,7.844824,7.842744,7.809494,7.862506,8.006812,7.797664,8.228124,7.721699,7.969961,8.132962,,8.019206,7.892819,7.883316,7.93016,7.846745,8.086023
8.625298,8.745573,8.522672,8.399153,8.656723,8.309884,8.205776,8.567637,8.186174,8.542126,8.451373,8.315053,8.846607,8.672927,8.694307,8.441434,8.289754,8.932616,8.427455,8.647796,8.773105,8.464637,9.014879,8.453407
7.661484,8.046477,8.140378,8.041681,8.11001,8.135278,7.931912,8.145396,7.956176,8.258695,8.539063,8.217715,8.404251,8.724123,8.611032,8.292131,8.614714,7.05882,8.383406,8.485098,8.626339,8.684344,8.509046,8.400654
8.069961,8.158309,8.176415,8.276073,8.34579,8.202305,8.318253,8.279811,8.063135,8.096626,8.508721,8.15585,7.935089,8.332917,7.935625,8.193979,8.040549,7.761812,8.109296,7.432232,8.23627,8.158195,8.202038,8.226963
7.788198,7.948012,7.945727,7.710786,7.843236,7.916376,7.825794,7.872617,7.906278,7.91639,7.926918,8.000286,7.953454,7.430542,7.649937,7.472302,7.973192,7.305319,7.867911,8.092123,7.779167,7.649831,7.803579,7.782106
7.303237,7.381116,7.090579,7.241623,7.526292,7.694418,7.647362,,,7.245333,7.493514,7.388414,7.481101,7.603063,7.813011,7.989763,7.877159,7.599467,,7.372667,7.33033,7.116171,7.873301,7.808733
8.082347,8.066323,8.072383,,8.218374,8.18725,8.243024,8.286035,8.394963,8.21403,8.460439,8.130541,8.06121,8.174559,7.891302,7.700322,8.059761,7.881898,8.467001,7.662637,8.16131,8.353645,8.223174,7.68657
7.917088,8.211494,7.90594,8.248326,8.147696,7.847153,7.813858,8.327106,,8.531431,8.267078,7.699854,7.734867,8.026186,7.763375,7.278846,7.795549,7.265063,7.64848,7.963,8.398075,7.984547,7.946893,8.078202
7.920426,7.957203,8.038318,7.972662,7.696096,7.600583,7.755737,7.608051,7.910499,7.87817,7.997363,8.263773,8.409181,7.857949,7.860234,7.964032,7.850885,7.789784,8.33996,8.147598,8.230061,7.833775,8.233911,8.233038
7.819169,7.845504,8.507269,8.319295,7.809102,8.491174,7.829841,7.767604,8.053369,8.254005,7.479174,8.384371,8.182518,8.167896,8.213331,8.12019,8.177531,8.285415,8.376342,8.298487,8.416454,8.227035,8.297767,8.315235
,7.720395,,7.521003,7.601428,7.426286,7.585175,7.7368,7.846304,,,7.550886,7.444217,8.205653,,7.572235,7.76454,,7.995339,,7.900631,7.819117,7.920554,7.76492
,7.257549,7.416114,7.048437,,,7.012869,6.782397,7.34999,,7.190171,7.509474,7.262842,7.370512,,7.39668,7.697542,,7.153416,7.253426,7.486126,7.64891,,7.469042
8.32781,8.548488,8.589839,8.527816,8.690383,8.527352,8.77777,8.832606,8.886397,8.65368,8.64578,8.710549,8.225508,8.512223,8.757666,8.499298,8.504695,8.519743,8.676624,8.543744,8.480624,8.498916,8.468462,8.58973
7.06739,7.563898,7.752777,7.6569,7.64341,7.599087,7.814495,7.480568,7.806386,7.503156,7.805685,7.871152,7.084485,7.095038,7.515141,7.413245,7.649713,7.435248,7.327827,7.565783,7.393362,7.630126,7.493774,7.774762
7.977438,8.361195,8.405499,8.389768,8.28815,8.424206,8.410338,8.098455,8.137928,8.337778,8.696385,8.206078,8.278469,8.424446,8.447778,8.385191,8.448067,,8.501724,8.560876,8.393707,8.804012,8.585707,8.246636
,7.545954,6.90884,,7.305647,7.455316,7.32153,,7.735054,7.491173,7.336081,7.655319,7.25783,8.36663,7.737066,7.750073,8.049673,7.649375,7.740217,7.528828,8.013706,6.882616,7.905699,7.810328
8.656516,8.510804,8.8661,8.700069,8.867586,8.808121,8.640917,8.742295,8.516447,8.860057,8.861841,8.908397,8.741765,8.350659,8.760831,8.615284,8.197306,8.760829,8.637703,8.505321,8.868415,8.692014,8.597558,8.514185
7.350253,7.173642,,7.301132,7.332608,6.652265,7.514332,,6.420141,6.944674,,7.583968,7.269895,7.26139,7.48355,7.445031,7.400758,7.390349,7.798442,7.387527,7.694939,7.323939,7.051797,7.464876
8.215275,8.37497,8.457319,8.450226,8.503187,8.452774,8.391812,8.529859,8.318867,8.462477,8.51889,8.416581,8.239136,8.286412,8.079273,8.334549,8.311067,8.001338,8.456451,8.252918,8.493186,8.447747,8.527153,8.347654
7.689201,7.520862,8.051884,7.78008,7.502702,8.151627,8.038274,7.379125,8.15063,7.462092,7.559897,7.912367,7.597995,7.786014,7.303988,7.426985,7.602613,7.432094,7.592389,7.599242,7.540527,7.797404,7.66868,7.563255
,6.825652,7.259647,7.070654,6.9697,7.098061,,7.282302,7.301507,7.156352,,,7.360071,7.362801,7.208011,7.135624,7.428849,,,,7.200163,7.236334,7.108238,7.348823
8.644143,8.510804,8.857426,8.697129,8.867586,8.808121,8.627952,8.742295,8.509567,8.848638,8.861841,8.903582,8.744776,8.31381,8.751867,8.610054,8.160662,8.760829,8.637703,8.505321,8.853235,8.679842,8.605631,8.509377
,,7.193031,,6.68111,6.71164,6.957508,7.276473,7.247835,7.305658,7.319803,6.839421,,7.400364,,7.220273,,,,7.188524,7.337592,7.212406,7.467905,7.18912
9.155702,9.036031,9.099712,8.988053,9.239303,9.082073,9.061739,9.429356,9.370654,9.041802,9.415185,9.208482,9.332239,9.645112,9.35316,9.285806,9.238657,9.221987,9.251404,9.184587,9.35779,9.094955,9.282144,9.343945
8.644143,8.510804,8.8661,8.700069,8.867586,8.808121,8.640917,8.742295,8.516447,8.860057,8.861841,8.908397,8.741765,8.350659,8.760831,8.615284,8.197306,8.760829,8.637703,8.505321,8.868415,8.692014,8.597558,8.514185
7.959997,8.09728,8.155897,8.193473,8.06926,8.256588,7.717402,7.691492,7.811951,7.809708,7.742905,7.998103,7.860984,,,7.81554,8.011387,7.742452,7.762516,7.850686,7.932283,7.443955,7.966586,7.422311
8.446143,8.709335,8.719639,8.562391,8.918047,8.473478,9.0554,8.967828,9.085392,8.730908,8.820182,8.919246,8.338319,8.575869,8.589644,8.582016,8.767299,8.200614,8.749033,8.740403,8.556822,8.808071,8.604243,8.843371
8.656516,8.510804,8.8661,8.700069,8.867586,8.808121,8.634005,8.742295,8.509567,8.860057,8.861841,8.903582,8.741765,8.350659,8.758631,8.615284,8.197306,8.760829,8.637703,8.505321,8.868415,8.692014,8.597363,8.514185
8.644143,8.510804,8.8661,8.700069,8.867586,8.808121,8.627952,8.742295,8.509567,8.860057,8.861841,8.903582,8.741765,8.350659,8.74717,8.615284,8.197306,8.760829,8.637703,8.505321,8.868415,8.692014,8.597363,8.514185
