DMSO,2.5 nM,25 nM,250 nM,2.5 µM,25 µM,PD of PD
516282000,531142000,692738000,791185000,609010000,781422000,371412000
243366000,223630000,357721000,333039000,289749000,355301000,139407000
4709000,4497000,2418000,2741000,4121000,970000,4848000
26626000,32190000,55262000,37068000,30437000,48762000,20051000
4363000,4662000,8641000,13818000,7893000,15374000,5320000
54237000,42223000,51296000,63175000,40065000,109876000,72048000
229956000,199252000,226159000,308102000,190027000,452776000,209944000
762000,626000,1873000,3308000,1609000,5751000,62000
10165000,19334000,22806000,26273000,27680000,24992000,18842000
471761000,575241000,814259000,869413000,677286000,636057000,215078000
7688000,15529000,18360000,22683000,19715000,21503000,4332000
30201000,20944000,45002000,32787000,29600000,63941000,4998000
341069000,362230000,485404000,532195000,441004000,493120000,180589000
20841000,34429000,44569000,43388000,37171000,42344000,29631000
20564000,16202000,27623000,21240000,19594000,23849000,16786000
2198000,2697000,7028000,4017000,5333000,4995000,3546000
24780000,21156000,28870000,42648000,26069000,42902000,36345000
232762000,159368000,682113000,369746000,232871000,197823000,124715000
15241000,15760000,17348000,22144000,19791000,16793000,9574000
10400000,9926000,17267000,11735000,10412000,24041000,5856000
18652000,17785000,22229000,33261000,22298000,37855000,31096000
168166000,198946000,273533000,330366000,230563000,255399000,109247000
125000,2142000,1968000,2484000,315000,6580000,899000
4202000,1916000,5332000,2040000,2945000,5893000,3247000
11883000,15224000,19073000,25325000,15280000,21383000,15808000
4664000,3761000,4890000,4135000,3391000,8732000,3666000
330311000,372750000,429080000,527732000,376773000,552232000,301915000
36126000,25958000,40748000,16441000,26195000,64392000,23536000
2953000,2657000,3473000,9013000,3847000,4178000,7553000
67853000,73249000,105681000,94226000,88522000,131481000,75284000
4997000,3976000,4839000,7687000,4900000,6561000,5407000
45801000,58032000,41417000,61062000,53099000,82205000,44112000
57910000,64016000,68892000,76616000,72200000,91801000,73803000
168746000,156771000,292098000,258850000,212716000,355397000,174722000
12074000,19712000,27207000,32628000,23442000,32775000,16764000
68700000,58783000,88137000,80968000,57913000,206726000,46205000
10432000,4886000,8683000,7624000,8181000,15119000,7064000
84375000,87049000,102800000,118613000,125957000,18789000,47820000
8338000,9725000,15494000,17310000,15829000,15626000,13269000
18802000,37218000,55553000,62380000,47617000,47057000,20971000
183306000,143409000,237211000,239990000,201940000,264176000,81846000
26641000,22663000,39763000,34037000,23022000,30684000,6328000
353815000,366517000,448805000,510923000,391539000,428824000,346878000
15991000,24302000,25898000,27488000,22933000,33749000,16734000
29162000,22633000,45610000,29808000,28872000,64416000,18707000
40206000,35569000,55067000,51537000,40039000,67777000,34208000
22720000,37417000,61447000,53522000,37316000,46788000,4666000
1084339000,833119000,1514510000,1273045000,1303992000,1515689000,173449000
2882000,3288000,3170000,4987000,3530000,5726000,3425000
43222000,31560000,51117000,52257000,53348000,49733000,21385000
372870000,324021000,437930000,440092000,311548000,668166000,273608000
284524000,295029000,388593000,340930000,242134000,595096000,211175000
20419000,25941000,35817000,58297000,45409000,18039000,17448000
120524000,139697000,167294000,224019000,159126000,178942000,116484000
39861000,37884000,55343000,59604000,50453000,53544000,33649000
16817000,15577000,20269000,29264000,23485000,19517000,12878000
30758000,28600000,42471000,48841000,39136000,42217000,38840000
13440000,16450000,21903000,23411000,28170000,26533000,10743000
6377000,7855000,8694000,9961000,12964000,14097000,7238000
6253000,5737000,7426000,10780000,8568000,11517000,7914000
2208000,3107000,4132000,5978000,3632000,5859000,6485000
443449000,570042000,843167000,890716000,637622000,870261000,245729000
1181479000,1348230000,1712448000,1878623000,1724147000,1735295000,753851000
13997000,17311000,21905000,23687000,15092000,27431000,4840000
357115000,410559000,540881000,614547000,518331000,514066000,263864000
166440000,168427000,280547000,324556000,214107000,287109000,111735000
1073744000,1024968000,1399588000,1506582000,1171503000,1569210000,603842000
199101000,177869000,235337000,220191000,203694000,262664000,133043000
6831000,9728000,11309000,15670000,8530000,13788000,6076000
7777000,12404000,18306000,17934000,12028000,16325000,9365000
5810000,7546000,9656000,12139000,6344000,7164000,5536000
11698000,9464000,14086000,15651000,12026000,16967000,8674000
4566000,6282000,6835000,11437000,2043000,13619000,4148000
4349000,2060000,5027000,9091000,4543000,9193000,6644000
3256190000,3362921000,4750111000,4853216000,4043454000,4434177000,1792095000
46040000,54455000,67434000,55933000,57800000,93853000,30478000
8599000,6152000,10176000,11725000,13293000,24766000,11156000
1225989000,1469125000,1941172000,1620233000,1566507000,2496755000,596206000
6967187000,7775907000,9751609000,10517277000,7753797000,11779448000,3925254000
61154000,64948000,94070000,63925000,66843000,114075000,48079000
4221232000,5206288000,7137606000,8173810000,6117758000,6953954000,1465647000
2513853000,2962294000,4097990000,4801390000,3904605000,3895996000,939810000
711931000,749459000,1074286000,1136878000,1054623000,1076582000,547022000
1899326000,2103969000,2870928000,3276930000,2355508000,2453705000,1125611000
1836000,2215000,612000,1543000,3657000,2938000,1556000
2693000,1485000,2168000,877000,1621000,1637000,1249000
14376000,23138000,23507000,27747000,18678000,31473000,18818000
63640000,114847000,130056000,187319000,194106000,16028000,86120000
118590000,120588000,171943000,171705000,133222000,169932000,107692000
1457124000,1470619000,1694656000,1816517000,1432134000,1835105000,1549051000
62195000,64415000,82243000,85918000,68368000,106367000,60703000
77132000,94274000,133640000,151986000,127649000,120724000,48101000
96091000,125042000,156953000,170956000,130898000,154492000,108000000
12278000,19972000,26130000,30756000,19186000,26757000,17042000
1749000,3349000,4395000,5948000,2103000,8014000,552000
17207000,19684000,23719000,34878000,19203000,35780000,24504000
1057629000,1090387000,1579206000,1653433000,1181998000,1724651000,727601000
64529000,83546000,100619000,120999000,89196000,133934000,49330000
231896000,200394000,237529000,346836000,216772000,334830000,174130000
46084000,68721000,97786000,104465000,79217000,98037000,63396000
8227000,9004000,14395000,13784000,6961000,18453000,1696000
78198000,60434000,94340000,49059000,70034000,161378000,17070000
28193000,26450000,46196000,26433000,38778000,105595000,7180000
143562000,154846000,237434000,283355000,198218000,202757000,122230000
6928000,5770000,10479000,9492000,7192000,17713000,9886000
57088000,69116000,94439000,105258000,67299000,100290000,63958000
10071000,12940000,10531000,11823000,9145000,11654000,12841000
615469000,572699000,704200000,819524000,563725000,1186787000,517910000
182095000,66270000,187366000,63520000,41117000,550451000,29493000
10049000,14185000,13250000,16665000,14530000,13509000,10755000
13411000,14493000,18790000,24337000,19261000,28642000,17426000
6124000,8277000,8693000,14738000,12115000,8926000,7001000
32592000,29577000,36522000,52431000,42739000,49402000,28371000
471294000,436444000,510167000,666402000,481819000,783718000,419863000
245567000,247339000,357455000,427377000,297846000,415001000,212867000
3315000,285000,640000,1555000,840000,13836000,5066000
38069000,39210000,53271000,74002000,44563000,58018000,27018000
26398000,51951000,58628000,68850000,66238000,39964000,36283000
25947000,28905000,45530000,48468000,40655000,48161000,33843000
266341000,194836000,233401000,292123000,163002000,461914000,188819000
5807000,2899000,4561000,5273000,3594000,8206000,2366000
151192000,147297000,178867000,239316000,180473000,259909000,193912000
99721000,98622000,103249000,130591000,98811000,139394000,96369000
81193000,73203000,87149000,103676000,59867000,211926000,74901000
40380000,43516000,50737000,61407000,36954000,69893000,49981000
150585000,144144000,193157000,233887000,165958000,242474000,117186000
9183000,14536000,22056000,30651000,16055000,17760000,8059000
18430000,22773000,16365000,21491000,30126000,15245000,17908000
356970000,355777000,522336000,353740000,370073000,814363000,212165000
9573000,9027000,13501000,13961000,9230000,9207000,13209000
47304000,38883000,46414000,36222000,38259000,45871000,40418000
402588000,363233000,537732000,625017000,471741000,697474000,350938000
7298215000,8355514000,12170581000,13650000000,11102800000,12444897000,2643156000
964067000,1028258000,1709869000,1850576000,1157979000,2176812000,598108000
22278000,18013000,28803000,28536000,19203000,35723000,10530000
32443000,18669000,39507000,28984000,7292000,83950000,6211000
504616000,530711000,607273000,744566000,648971000,670737000,330922000
99210000,61378000,77084000,93507000,85971000,81475000,76103000
25481000,23631000,34232000,44011000,36917000,30784000,24180000
170543000,214623000,317069000,341912000,305808000,282578000,79397000
1255981000,1281806000,1802050000,2250529000,1751532000,1484682000,1120949000
1369009000,1640055000,2550499000,2862069000,2237626000,2075350000,1271523000
1193001000,1267392000,1802274000,1266585000,1235589000,2322955000,821506000
8762000,11770000,17213000,18442000,10835000,14239000,5193000
17582000,16997000,27832000,14585000,13640000,39222000,16841000
3976000,8218000,10061000,10401000,6176000,15642000,4268000
7058000,6670000,10488000,11962000,8425000,16124000,7047000
13367000,15635000,34640000,22057000,26113000,39042000,12072000
79070000,83887000,111951000,152682000,100995000,103503000,94832000
23756000,18012000,23847000,25876000,14721000,27021000,12993000
10129000,13495000,21418000,22316000,18514000,23731000,14039000
27223000,21802000,30400000,40447000,37777000,27616000,20026000
3157000,3657000,4400000,5422000,4953000,6745000,2812000
5090000,65509000,109722000,100180000,23811000,257037000,4537000
41000,3288000,5976000,7609000,695000,11253000,1000
10764000,8170000,13142000,21307000,11696000,17415000,16033000
203715000,205504000,306965000,374179000,257044000,387378000,364593000
15210000,19572000,22122000,23744000,15687000,35230000,21322000
21212000,37820000,42526000,61549000,25594000,78775000,19666000
378030000,463269000,333585000,583524000,638420000,14753000,491188000
253443000,246083000,325316000,364843000,315132000,422327000,298372000
127313000,146024000,250554000,215848000,160739000,158291000,152979000
71699000,81222000,120018000,151119000,104788000,111161000,88272000
4214000,5474000,6722000,7117000,6395000,5445000,4628000
26960000,39903000,63733000,64624000,46530000,51619000,31271000
6462000,16583000,14426000,13647000,32038000,18996000,11334000
2056883000,2741613000,3612000000,4012154000,3397160000,3558877000,2124064000
5892369000,6038358000,7958297000,8381859000,5713711000,4891013000,3130629000
2736000,3319000,3838000,6085000,4170000,3634000,3102000
958539000,1150978000,1641391000,1546459000,1304718000,1710239000,1075154000
174739000,227715000,272078000,149718000,46569000,73493000,131444000
662824000,773153000,934385000,710303000,219607000,197557000,460144000
21952000,18058000,16483000,25974000,14095000,29212000,24986000
40596000,37433000,46051000,60452000,44723000,39497000,38953000
25785000,39380000,55953000,51377000,45055000,52956000,45205000
1049881000,979889000,1571097000,967877000,1024547000,1697952000,916742000
25850000,36554000,42600000,54912000,49272000,37372000,36402000
23135000,24923000,35719000,42774000,34433000,40857000,24539000
37671000,32805000,62510000,51377000,51425000,59920000,37311000
50123000,58314000,60139000,71304000,55005000,70551000,44313000
60083000,50686000,124498000,38494000,50167000,138722000,31653000
20942000,27997000,28305000,28975000,28093000,36174000,28938000
311644000,248114000,529295000,283879000,235912000,560548000,180789000
133174000,166627000,246779000,270367000,294477000,252177000,199830000
862357000,879031000,1571605000,1590372000,1253036000,1418472000,898282000
1831000,666000,195000,4318000,1108000,3063000,2595000
1115000,0,0,0,0,0,2754000
25214000,40756000,44056000,34743000,38340000,46721000,29053000
51013000,47371000,66722000,75857000,56343000,73415000,47186000
1350000,4494000,5149000,5957000,5321000,6010000,5608000
530786000,541371000,729118000,775310000,643790000,883517000,579062000
20134000,16500000,17766000,25651000,16598000,26632000,13503000
2756000,2887000,3637000,3319000,3294000,3514000,2401000
3692000,7251000,11414000,11742000,7791000,7703000,7194000
110397000,75891000,137413000,56142000,82416000,209957000,62159000
3740518000,4134547000,6032186000,6317255000,4581554000,5597004000,3920251000
8440000,8165000,11058000,15817000,10161000,15535000,11332000
31770000,30579000,46487000,56502000,33297000,53502000,20277000
6739000,10073000,11429000,15872000,15891000,5716000,10572000
5488000,5896000,10723000,10371000,9135000,9944000,4585000
7961000,14735000,18217000,20655000,13492000,11584000,9607000
2193000,653000,1341000,788000,980000,1510000,729000
171345000,156034000,208147000,281677000,280422000,206685000,109448000
4412000,3689000,5615000,7386000,4092000,7295000,4295000
81331000,93247000,81293000,133005000,89079000,151697000,116293000
95259000,100502000,124324000,118540000,95573000,148732000,99733000
49312000,53061000,94049000,84397000,65123000,77649000,68783000
48141000,49940000,59017000,69792000,59667000,88771000,64137000
135881000,141747000,213003000,190066000,202750000,676777000,89114000
221358000,291896000,353375000,353393000,355101000,696334000,270855000
22147000,28459000,29347000,45743000,23887000,44695000,35812000
1270664000,1533970000,2680486000,3187584000,1035104000,2148976000,1664937000
3527000,5902000,6325000,12560000,11489000,3339000,3872000
13831000,12447000,11007000,20567000,15074000,21444000,10732000
1971000,32127000,63172000,67791000,58274000,76585000,3748000
7389000,8201000,9862000,9767000,11609000,11715000,1443000
58677000,63035000,87351000,108019000,72819000,122916000,51617000
78907000,76395000,118800000,37849000,68690000,148335000,52834000
30373000,18580000,52937000,35552000,19955000,52240000,38671000
1178169000,1297257000,1731433000,2147801000,1675620000,1818356000,1087963000
37144000,21177000,26105000,20854000,13398000,80738000,9036000
109937000,105632000,197504000,232993000,168023000,200323000,118139000
13972000,16129000,18145000,25273000,22021000,17203000,13368000
2687575000,3049839000,3477224000,4445800000,3176326000,4638208000,2151292000
149480000,119138000,196500000,123877000,102394000,242794000,127283000
46585000,37823000,57856000,35189000,34864000,54846000,26891000
7891000,8199000,15248000,12686000,10086000,18958000,5626000
4753000,3959000,6485000,7861000,4965000,13823000,2638000
53688000,50386000,109858000,50818000,52239000,93101000,54191000
34434000,29811000,46975000,38710000,26611000,42152000,36356000
77235000,99517000,160670000,99045000,117767000,154034000,57860000
5005000,5765000,8928000,5007000,5312000,11166000,5151000
2868000,4441000,5531000,6276000,7254000,4663000,5935000
4652000,4182000,7570000,7083000,6352000,6069000,6475000
2365000,1527000,1950000,2037000,1913000,1874000,1695000
1880223000,2521946000,2846284000,2994824000,2511620000,2221399000,1962081000
47881000,51819000,86382000,85715000,75323000,83932000,55070000
4421000,7040000,11235000,13210000,7461000,7171000,5454000
1396000,1238000,1671000,1125000,1307000,2303000,616000
69969000,56132000,92550000,76976000,56062000,99041000,76367000
9579000,12107000,17931000,17067000,19008000,14208000,11875000
5349000,4792000,7089000,7476000,8775000,5900000,8109000
51920000,54851000,86348000,65708000,71469000,99022000,38934000
24732000,16601000,34971000,22974000,21689000,60068000,12032000
77916000,82710000,110978000,101929000,93783000,121149000,82370000
59023000,55433000,65981000,55654000,42487000,94833000,68972000
192444000,481780000,489089000,599255000,400405000,603765000,112560000
8577556000,9686585000,12581791000,14558476000,10497951000,15333568000,2818144000
36047000,44470000,59161000,83713000,56708000,57805000,30156000
243158000,357488000,458458000,506328000,372048000,516876000,121657000
242054000,298817000,407229000,451131000,366610000,475761000,75821000
154120000,201647000,227097000,286681000,221774000,236002000,73478000
123506000,131139000,183108000,194983000,153028000,216776000,39857000
12379047000,14265041000,19636666000,22230895000,15931460000,23928954000,4413902000
231992000,242856000,332137000,342943000,281451000,350113000,171427000
1475510000,1821609000,2351933000,2668121000,2051232000,2754067000,697650000
102625000,136855000,166460000,200074000,106327000,104445000,48943000
260016000,225042000,277004000,314612000,231596000,363457000,235015000
50106000,41282000,53344000,47120000,49355000,59675000,44358000
129754000,167412000,233418000,311930000,305997000,241230000,112570000
41864000,34971000,52454000,68453000,39738000,67924000,45280000
47970000,27682000,44021000,44983000,36958000,42352000,32219000
33524000,23622000,27581000,34592000,22102000,37286000,21431000
23673000,24894000,29932000,26242000,14756000,34516000,19209000
267622000,396959000,452356000,951374000,162420000,989824000,234386000
20251000,15385000,30369000,26244000,25817000,23162000,25918000
88826000,90524000,178084000,179720000,112440000,187692000,60097000
21977000,27569000,26921000,39547000,18873000,31134000,25975000
41061000,55223000,72865000,61037000,56582000,72265000,33663000
8490000,7777000,12328000,16760000,10884000,14529000,10999000
5278000,5813000,6778000,9897000,6454000,19243000,7688000
254477000,188314000,251417000,221432000,219137000,210979000,184247000
14040000,5367000,7954000,7355000,7135000,11269000,8313000
1458000,1181000,2065000,863000,2854000,6306000,388000
20612000,25095000,34322000,21514000,24422000,45146000,20820000
71467000,57454000,86730000,71806000,71583000,142213000,19059000
12067000,11248000,7768000,5380000,3703000,12693000,7738000
18290000,25784000,20950000,24192000,24500000,21588000,9203000
8258000,5413000,3467000,9020000,7395000,5417000,2396000
2628000,2990000,4277000,2105000,3076000,6586000,3590000
9573000,8199000,11024000,15113000,9262000,9511000,8239000
42835000,45727000,75782000,81764000,70247000,64275000,44814000
17821000,15145000,19457000,26940000,18523000,23542000,15190000
81925000,104343000,133837000,158301000,99599000,144605000,66499000
93993000,97009000,145980000,102797000,107731000,178007000,113642000
31351000,29239000,70536000,52066000,20759000,48201000,26116000
10504000,10812000,18435000,20176000,12707000,24605000,11054000
1138885000,1037860000,1712916000,1727634000,1361525000,1675176000,685512000
507529000,607572000,837667000,997358000,762717000,692471000,120046000
121872000,87187000,120522000,97917000,81909000,151417000,39971000
440979000,509246000,781668000,846006000,569935000,774368000,241273000
21201000,25530000,34538000,44391000,20334000,41191000,27192000
10088000,8608000,16785000,16458000,13948000,15352000,7464000
7085000,8675000,12301000,13506000,8516000,11325000,7352000
5897000,9888000,13358000,13014000,16255000,31953000,14470000
53855000,155343000,169380000,158561000,185790000,291068000,109672000
109365000,106700000,118202000,173055000,95840000,143960000,120633000
11325000,10021000,13134000,18365000,9105000,14388000,8609000
64785000,71335000,71403000,113430000,55666000,78356000,53836000
54891000,55758000,44305000,18845000,14534000,22712000,27736000
3419402000,3764788000,5520229000,5708568000,4227167000,5851670000,712958000
4549020000,4647186000,7511665000,7265339000,5518658000,10254758000,1146702000
4129000,17150000,28019000,29651000,39110000,21411000,15961000
13252000,10558000,7999000,14270000,9033000,13431000,12232000
824064000,932516000,1482377000,1489984000,977410000,814552000,281389000
505000,3345000,3738000,6001000,4677000,5003000,3523000
297417000,317891000,446022000,535933000,196435000,565426000,186254000
913317000,897315000,1398111000,1160788000,999190000,1249312000,263217000
3455000,2570000,2504000,695000,1510000,1550000,5250000
1770392000,1919076000,2639059000,2640286000,1945971000,2186646000,848384000
31544000,38678000,69989000,63804000,60859000,65551000,27310000
751000,2348000,592000,359000,585000,1117000,1721000
282000,16000,5497000,1412000,5373000,15739000,411000
240648000,280028000,348796000,488475000,285059000,610439000,221704000
108500000,131035000,161135000,182185000,194347000,174421000,115023000
483176000,543007000,727117000,558155000,557350000,930870000,337317000
15380000,29175000,42408000,41012000,23436000,29265000,18874000
6018000,7512000,4414000,3895000,6572000,3779000,11802000
8689000,16194000,20616000,24347000,22368000,16718000,12044000
62804000,79662000,112419000,126371000,100064000,113080000,62200000
1129450000,1172520000,1400456000,1582226000,1218508000,1730436000,1120052000
10417000,11904000,12287000,16398000,15526000,16093000,10248000
37578000,36695000,47719000,57426000,49096000,48155000,42110000
126615000,130251000,180900000,168446000,104442000,268800000,126025000
19191000,18737000,27058000,37337000,29511000,31733000,21070000
47123000,64434000,76587000,105221000,49234000,66927000,47529000
48698000,45853000,134785000,86552000,126952000,94623000,53115000
3853000,4113000,3515000,5520000,3334000,8319000,5770000
20339000,16363000,34642000,16308000,16728000,31440000,15891000
4604000,5951000,4083000,6731000,4412000,8311000,4500000
19993000,17279000,23797000,22846000,17628000,37986000,19639000
68724000,60094000,80050000,76230000,55268000,160453000,60097000
5240000,4438000,7554000,7496000,6348000,8566000,5289000
24893000,16634000,26901000,30243000,33135000,31251000,27868000
8420000,7630000,13079000,11486000,13082000,14339000,9502000
94716000,98375000,132350000,126905000,99147000,175174000,70377000
79389000,132906000,181105000,101315000,112960000,239815000,73502000
436000,983000,1331000,1029000,1180000,1847000,736000
3155000,4267000,22656000,17279000,29515000,12314000,766000
2459056000,2936261000,4619973000,5168659000,4216738000,3679549000,1011485000
2878711000,3399200000,5029529000,6028315000,4455173000,4260337000,760192000
71054000,144922000,176101000,159198000,166605000,238260000,81758000
34379000,36279000,66459000,35958000,71760000,80001000,44284000
435488000,490563000,682867000,571473000,564084000,739400000,499980000
93285000,122979000,196257000,166274000,175391000,193810000,138875000
158279000,138947000,176770000,228535000,118794000,254559000,140962000
46701000,39442000,58281000,77809000,50120000,75159000,37308000
21083000,26231000,27306000,31610000,27452000,35299000,14453000
95878000,121748000,128269000,182085000,137879000,171721000,91895000
6726000,6458000,9335000,11116000,5776000,8690000,4709000
3910000,2213000,5408000,2160000,1390000,11635000,1767000
32278000,45365000,55772000,32794000,33781000,50206000,23220000
49058000,39149000,48121000,47603000,40865000,66962000,46547000
292872000,298919000,433972000,279503000,288550000,456486000,182832000
1459000,1897000,2464000,3232000,2076000,2215000,1892000
12801000,13915000,10205000,20423000,17690000,14621000,15205000
877331000,887776000,1503065000,992286000,1431140000,1538214000,1038088000
1404551000,1372411000,2170432000,1407435000,2386267000,2428543000,1646224000
459968000,536347000,698092000,700010000,559924000,794211000,499246000
166431000,163326000,292681000,249805000,215225000,344265000,187605000
81994000,111295000,127022000,114372000,106182000,160412000,174513000
1451000,1611000,1827000,3307000,2289000,2739000,1800000
145046000,134992000,180423000,216606000,171401000,198851000,128518000
129749000,197228000,398738000,349061000,363365000,276403000,138483000
99496000,152341000,297710000,130643000,152980000,353991000,240603000
4117000,5725000,11332000,9242000,4683000,26004000,8065000
134633000,103540000,129003000,157668000,88965000,233110000,83333000
19484000,16202000,21589000,30841000,32803000,26652000,22572000
19657000,22699000,26374000,32621000,36966000,36319000,30137000
40481000,92233000,128874000,152683000,115060000,85308000,46034000
398409000,407495000,622533000,530099000,424272000,579743000,350611000
20266000,13553000,22512000,19556000,13679000,33801000,14264000
62283000,66852000,113585000,120134000,93517000,109559000,64561000
