DMSO,2.5 nM,25 nM,250 nM,2.5 µM,25 µM,PD of PD
89270000,121361000,184866000,157108000,149504000,185073000,88059000
49645000,71655000,111964000,125820000,79277000,71986000,62975000
7470000,6931000,8491000,9750000,9850000,6997000,8503000
88839000,119550000,117002000,147611000,97622000,156777000,106522000
29453000,34004000,67614000,56934000,46486000,70957000,41165000
958304000,1001466000,1485588000,1116211000,945474000,1742714000,894689000
75477000,80602000,96097000,112077000,84303000,140284000,69056000
48534000,56863000,68082000,76698000,51315000,63803000,42939000
117687000,122053000,185719000,95414000,119065000,265274000,81619000
2135000,3856000,1996000,13767000,3251000,9654000,3698000
275608000,343027000,489569000,428950000,430589000,808683000,428956000
30366000,28037000,50494000,71228000,48454000,39770000,30868000
428000,602000,2581000,3577000,1820000,5097000,776000
194799000,179020000,293419000,347198000,246517000,299847000,165620000
133129000,145286000,185300000,221765000,196961000,172807000,163952000
244013000,240551000,453090000,292700000,273949000,722461000,171787000
398873000,420974000,772660000,515761000,447349000,1204690000,304151000
354912000,340324000,575913000,553101000,422305000,1068722000,328283000
447623000,524371000,691668000,868858000,682767000,663996000,327923000
8444000,11691000,13632000,17304000,10574000,15662000,7114000
5604591000,5653364000,7542935000,8740787000,6004048000,7819139000,3389061000
2780319000,2541993000,3595636000,4384868000,3416462000,3711786000,2180179000
1702072000,1776332000,2143646000,2641021000,2105760000,2297338000,1106637000
69544000,44650000,53629000,65332000,42306000,57473000,51705000
264306000,224205000,304130000,372258000,267728000,381514000,202588000
18352000,18070000,32089000,37573000,18876000,39640000,15886000
114460000,121889000,161725000,210847000,130517000,173683000,138612000
18108000,18436000,29800000,30567000,16732000,24392000,15125000
53070000,41913000,51169000,48185000,38397000,83162000,39167000
16156000,16056000,23981000,25542000,21706000,24245000,15355000
1055401000,1108632000,1460586000,1633915000,1201753000,2000541000,878299000
101743000,126197000,164322000,184566000,144036000,184691000,100710000
26382000,24155000,32988000,30554000,32915000,37483000,35274000
13422000,20348000,52553000,29053000,29312000,24908000,9167000
148930000,131170000,248963000,179396000,176349000,193311000,147084000
53231000,36493000,81518000,50069000,49763000,103073000,35793000
6791000,6836000,11146000,11035000,6139000,11929000,2522000
19753000,18852000,29559000,32486000,22200000,21516000,15570000
47590000,47460000,61239000,79157000,38948000,91392000,42256000
6362850000,6528802000,8697162000,8622171000,6303279000,10477110000,5807309000
7532000,8195000,12627000,9149000,10166000,15047000,6232000
49397000,44192000,93630000,70598000,43539000,60503000,23518000
86599000,104977000,131470000,160349000,133496000,168614000,71358000
4103000,5612000,6610000,7691000,6636000,7872000,4310000
174029000,169767000,203308000,216915000,196258000,158717000,60606000
45592000,26691000,45280000,37224000,23580000,64168000,25827000
5666000,5679000,8140000,7707000,7002000,13494000,6522000
381584000,400237000,504888000,551500000,393913000,680656000,346441000
263932000,270432000,361475000,327639000,298728000,519531000,255933000
5564000,4994000,6590000,5332000,4698000,10058000,5378000
28798000,26590000,40159000,34679000,27394000,64337000,25647000
218249000,316602000,350902000,286587000,363014000,486105000,290051000
1680000,5098000,7408000,8995000,5919000,12142000,2930000
184347000,244655000,332332000,379805000,320332000,310076000,167519000
25181000,36436000,48665000,74484000,51866000,3667000,25032000
4587000,4949000,6706000,8379000,6736000,4189000,4970000
9990000,9370000,8762000,16850000,7832000,16199000,7398000
24894000,24836000,29390000,32786000,25611000,31013000,15347000
30043000,28955000,36240000,47044000,35237000,56000000,44234000
647864000,760888000,946840000,1185773000,872508000,1204487000,255561000
38628000,45723000,74561000,65330000,67383000,137944000,51674000
12004000,12488000,16207000,19217000,15246000,17589000,16023000
258526000,355388000,552644000,436258000,340523000,621475000,220327000
301380000,292825000,486776000,486123000,404126000,547553000,68545000
331107000,496713000,619331000,732472000,767426000,139672000,86548000
31696000,39284000,40401000,47214000,39951000,24051000,26729000
339695000,286446000,349098000,388572000,323425000,482301000,201295000
53219000,52482000,70109000,82135000,67589000,70646000,27196000
2591000,6091000,6768000,2519000,6187000,7487000,3974000
1391616000,1419855000,1997290000,1819524000,1680153000,2453541000,628308000
29453000,37949000,44756000,45564000,40500000,56630000,7467000
1069829000,1058695000,1456000000,1523425000,1233906000,1417580000,1021852000
2599000,5461000,9377000,8417000,10362000,11506000,548000
8262000,8663000,12682000,12381000,10939000,14677000,9527000
38200000,29350000,49845000,35063000,62352000,76476000,34613000
9573000,13778000,19708000,15481000,19526000,17347000,12783000
35857000,39352000,42858000,54323000,50651000,36843000,36392000
61657000,51902000,63724000,74734000,52507000,71741000,50053000
18297000,28146000,47691000,32655000,33480000,101328000,28003000
2438000,3299000,5617000,4967000,5285000,4496000,4539000
29753248000,45194613000,60655160000,53684739000,63522516000,81670370000,44199857000
4691000,30840000,7548000,5785000,8497000,6466000,1554000
827352000,874433000,1318580000,1129963000,1111110000,2212302000,791939000
744144000,421463000,763360000,670695000,431034000,1326083000,402419000
13514000,4902000,8155000,6148000,5716000,7072000,4657000
283458000,442618000,629809000,787649000,632467000,460786000,266377000
3768000,4301000,4535000,6049000,3746000,5749000,5034000
2257000,19537000,668000,942000,728000,2948000,793000
1278718000,1659852000,2212615000,2035237000,2302905000,2492860000,1483630000
87999000,66804000,84525000,99572000,79225000,133223000,86073000
52324000,106170000,125119000,114809000,142387000,108495000,106515000
54759000,80453000,122302000,96159000,107357000,122722000,76282000
306980000,317356000,422059000,510814000,362263000,437387000,310206000
26063000,38398000,47709000,37810000,63445000,54297000,33383000
156972000,156289000,195296000,275089000,173157000,150081000,93523000
5372000,3529000,2725000,7104000,1598000,7888000,3313000
125548000,126579000,143105000,179343000,129457000,255188000,74957000
666015000,435905000,730484000,719324000,598577000,512631000,135448000
21460000,22585000,27704000,36027000,33185000,34802000,14608000
13781000,40182000,30038000,71514000,17837000,15672000,20408000
33309000,47353000,82206000,82818000,44407000,43768000,18399000
4686000,5812000,8867000,12852000,8177000,12846000,7011000
35267000,32190000,48848000,28038000,33850000,53816000,28441000
103023000,97133000,161143000,87151000,93614000,204406000,74751000
10265000,8459000,11015000,14361000,7912000,12435000,7180000
876187000,922739000,1321117000,739818000,821789000,1811598000,624505000
1814000,1374000,2452000,0,629000,4263000,3149000
14926000,21298000,32273000,17322000,20895000,43772000,17063000
94858000,71590000,128798000,86286000,104157000,198461000,60571000
109497000,113100000,156143000,165115000,143534000,159477000,57256000
846914000,733227000,1334512000,998989000,864829000,1431424000,715756000
4511666000,5142096000,7928633000,8868462000,6089355000,6311770000,1239982000
10928000,9960000,14650000,11168000,6737000,25774000,9369000
46807000,56581000,71299000,88540000,66879000,72264000,45391000
5560000,4754000,10017000,9042000,5770000,5903000,6701000
14322000,16581000,22142000,21760000,19635000,20811000,18767000
28657000,13764000,27855000,26220000,36954000,5955000,4742000
26444000,38881000,36931000,55119000,42230000,31576000,34330000
642625000,642610000,969106000,1092648000,882806000,978099000,698610000
4840000,5830000,6727000,6536000,2465000,91000,2862000
173199000,286609000,411659000,414095000,286846000,142616000,163298000
29666000,35429000,46511000,54139000,36520000,46684000,23666000
2744000,3693000,3603000,3947000,2954000,5360000,2403000
4936000,4711000,12321000,9347000,8791000,12412000,4021000
397814000,374975000,466388000,606306000,436475000,577454000,317225000
509920000,522092000,656559000,780168000,596827000,860350000,516883000
72995000,66643000,90019000,108185000,64220000,92277000,65256000
18006000,9031000,27798000,26267000,24292000,22152000,821000
75820000,85192000,102392000,112330000,87220000,144481000,70655000
1216354000,1716280000,2341730000,3339588000,3249544000,93720000,281370000
16821000,17571000,14362000,29961000,19164000,34621000,24695000
9933000,8126000,10260000,10216000,9377000,23492000,11656000
6965000,11007000,25556000,6903000,11136000,24380000,16283000
99804000,99295000,140541000,156815000,125590000,132696000,105995000
77338000,64530000,101280000,84828000,69619000,91593000,68671000
62723000,63056000,100856000,83807000,68063000,95571000,54488000
24694000,21699000,24050000,34247000,30450000,39573000,18186000
160429000,140507000,202469000,248317000,135147000,284055000,123324000
116911000,110572000,111434000,161527000,85371000,174443000,122074000
543000,7047000,11597000,15779000,19720000,385000,1330000
6095000,9856000,11996000,19775000,5641000,16916000,6278000
13084000,9121000,41305000,6101000,12728000,50403000,5116000
12128000,8840000,14396000,11465000,10604000,12810000,10168000
1011978000,1006030000,1264118000,1364576000,1140047000,1060605000,297750000
889120000,955605000,1206843000,1326539000,1002339000,874913000,159912000
2092000,1043000,3129000,8515000,1426000,13279000,6759000
114582000,115733000,177353000,193418000,162754000,197511000,130800000
2872000,2674000,4059000,3680000,2900000,6487000,2717000
2953000,4691000,7940000,4376000,5179000,11805000,4101000
322157000,381893000,435108000,567642000,490233000,424981000,461214000
45677000,42612000,41361000,69549000,56659000,47716000,54437000
110286000,141898000,170690000,198226000,171507000,123753000,98875000
92785000,72477000,86691000,98381000,61569000,130117000,18064000
151575000,179327000,261350000,294797000,229825000,228883000,57635000
252516000,285305000,404630000,299237000,197278000,204424000,88748000
11490000,25684000,28271000,29195000,18095000,10472000,10640000
479000,725000,1389000,831000,987000,596000,768000
220198000,230894000,345783000,230707000,285013000,469560000,94959000
26905000,29583000,37058000,31135000,29555000,27463000,8514000
10873000,12980000,16820000,14674000,13605000,19095000,7601000
404634000,808641000,1032435000,490829000,582989000,748255000,222071000
118031000,129588000,160643000,166087000,119741000,221417000,79082000
96151000,126191000,149749000,173068000,122334000,56881000,70851000
80448000,102330000,133957000,163173000,142375000,95579000,38501000
4630000,4114000,5819000,5290000,4389000,5436000,3075000
1548809000,1654528000,2193388000,2602193000,1805193000,1580243000,813777000
23659441000,28071455000,40790652000,44664601000,34470826000,40412695000,4302988000
6488000,8827000,12685000,9163000,12414000,9715000,2884000
7680000,6811000,6403000,12632000,8516000,8369000,4913000
112959000,92470000,138103000,145567000,84224000,155056000,29511000
762413000,830216000,1300346000,1306726000,1171657000,1072720000,409916000
4567099000,4901513000,6990831000,7707701000,6074410000,7938812000,1572993000
4413000,5139000,6991000,7281000,8044000,8918000,3005000
443422000,524422000,710617000,749345000,585860000,666033000,171510000
655821000,796025000,1074353000,1200889000,897050000,960733000,323110000
11013000,11545000,13851000,15796000,12395000,16815000,6822000
17940000,20839000,21202000,20236000,9085000,25202000,17707000
3293000,2891000,2534000,1696000,758000,3027000,2818000
227651000,233771000,303877000,285868000,239091000,419016000,89181000
236588000,211628000,264280000,313648000,229199000,292015000,195136000
18049000,17855000,38563000,27633000,29014000,41084000,21646000
11577000,13108000,20960000,13971000,20114000,29844000,9850000
17617000,16570000,25274000,25710000,23479000,28603000,14001000
7438000,13288000,18630000,24804000,20905000,25294000,9923000
25528000,24213000,27546000,40935000,36460000,26018000,25207000
100697000,108206000,108850000,118288000,111239000,166097000,111973000
81328000,88958000,104802000,118251000,76558000,118100000,89712000
31915000,39332000,54788000,47415000,42529000,54068000,19569000
236191000,302035000,403800000,510813000,301195000,236137000,184226000
21896000,17521000,31421000,29520000,28869000,39330000,6608000
195208000,207988000,265436000,324108000,216870000,279083000,124555000
10174000,10526000,15720000,18700000,12467000,17229000,12673000
208445000,99469000,206273000,118646000,57638000,442496000,73667000
90916000,69931000,135159000,107561000,68291000,230539000,46522000
27594000,23252000,39143000,40343000,30862000,61435000,28412000
47277000,41561000,83275000,74508000,71093000,78948000,42378000
4290284000,3629766000,3749091000,5049148000,3480501000,5726316000,2802385000
132461000,118757000,190402000,198489000,118496000,205145000,127184000
44788000,75674000,81615000,76432000,78785000,128756000,47756000
32169000,29815000,41689000,55804000,31156000,53769000,33382000
283509000,314966000,453917000,532411000,439335000,373985000,201139000
44015000,37122000,47389000,60899000,51426000,62778000,20871000
4557000,3234000,4521000,7891000,1266000,9294000,8344000
58711000,59790000,75514000,81877000,88612000,91560000,62059000
3607000,6504000,9499000,11889000,3380000,4991000,6667000
41846000,40036000,60267000,56225000,36846000,73533000,47440000
11524000,14051000,17870000,22486000,14268000,16824000,17330000
36594000,33499000,53656000,47128000,42515000,43415000,38101000
42188000,58259000,80677000,81221000,58996000,98161000,58447000
68331000,58450000,78353000,77053000,63321000,68080000,80146000
77372000,71677000,109971000,107384000,84275000,98066000,76476000
16313000,17600000,24396000,23312000,17096000,28804000,20201000
35778000,37359000,62002000,57869000,37692000,46917000,36369000
3105000,2274000,5660000,4769000,1695000,6379000,3619000
29329000,28326000,49018000,34298000,18057000,50278000,34002000
2207000,1104000,2356000,1523000,453000,5217000,1244000
13759000,11381000,15337000,19071000,11765000,15089000,12685000
2308000,3370000,4080000,2675000,3192000,7027000,2805000
22680000,22011000,38050000,40404000,27654000,28007000,29698000
47639000,47313000,79559000,68936000,54749000,72947000,58034000
31744000,33104000,43298000,35847000,28436000,54465000,38675000
21890000,20053000,34750000,33578000,24022000,24293000,19772000
13972000,17037000,25104000,27438000,31340000,16261000,19814000
57722000,67045000,84909000,73872000,63998000,69093000,66716000
22012000,25120000,34864000,28697000,27761000,38265000,31346000
25123000,25880000,34840000,37406000,28101000,30205000,28816000
21402000,19120000,24484000,26116000,23071000,28471000,23950000
4789000,6951000,5839000,6953000,7128000,5401000,7065000
32848000,42801000,61921000,63026000,60018000,60291000,23766000
27253000,24809000,36601000,31213000,27896000,41442000,27563000
47374000,50512000,70069000,59968000,60132000,62581000,56108000
104782000,84596000,123360000,116437000,72417000,188233000,82345000
22107000,27690000,43920000,38229000,31395000,36240000,30716000
24513000,29529000,40213000,38496000,20099000,50248000,23958000
63557000,67660000,112531000,99932000,79387000,89650000,81865000
6485000,2480000,5657000,5561000,281000,15886000,1249000
217394000,223615000,362343000,350465000,231044000,307967000,210535000
60820000,68835000,101322000,107536000,67723000,79496000,82945000
36267000,41911000,56860000,53361000,43155000,42455000,38493000
40287000,50111000,75086000,54873000,49679000,77258000,57611000
137952000,158246000,229113000,216080000,189412000,178241000,216467000
17528000,12209000,19886000,19037000,11086000,26248000,12995000
52934000,47666000,60768000,68141000,45095000,52499000,44503000
42862000,45542000,78410000,77486000,57574000,65728000,48643000
74728000,76427000,115604000,99459000,75329000,106238000,82275000
12544000,15656000,22725000,18659000,19344000,19546000,19205000
43903000,71120000,87911000,62270000,74068000,91012000,68903000
123336000,129058000,197376000,173955000,146263000,211299000,135085000
89388000,116508000,170265000,153162000,143927000,137970000,120724000
11854000,15284000,16812000,20151000,12275000,28829000,16945000
17801000,24176000,21243000,89751000,41122000,90308000,12954000
67782000,58129000,129329000,86065000,67315000,126297000,44172000
11510000,10490000,17935000,14546000,4941000,24922000,7082000
4296000,4094000,8160000,7509000,4391000,7916000,7608000
287510000,322138000,437620000,549143000,403295000,466186000,328508000
324008000,364773000,449423000,595255000,363592000,554237000,375597000
68264000,59704000,115200000,94236000,72355000,133212000,39671000
6193000,5103000,15522000,12151000,10052000,12207000,4572000
11518000,9976000,24389000,16232000,21244000,18381000,11580000
157329000,160808000,170132000,172389000,139957000,230488000,165436000
9390000,11817000,14637000,19333000,9026000,19613000,13196000
250942000,228120000,334353000,344018000,227367000,388482000,220520000
9617000,10668000,13162000,13029000,16356000,13066000,7736000
197266000,194768000,305430000,134781000,193466000,377439000,166024000
40692000,33689000,51140000,56515000,21824000,114584000,16218000
169823000,198313000,275099000,270808000,208616000,573383000,149873000
8407000,7548000,11072000,13016000,4003000,28678000,4398000
17577000,18437000,17539000,17758000,8697000,33515000,16381000
19046000,30867000,72518000,36334000,29526000,84481000,15676000
6879000,6093000,9209000,10280000,8133000,10695000,5126000
1435000,1680000,475000,2294000,1633000,5985000,1092000
11502000,9783000,17859000,14164000,12877000,15461000,13854000
4270000,3260000,3307000,3906000,2428000,6861000,3988000
7151000,13511000,15837000,22462000,11858000,24516000,9011000
51519000,42079000,66529000,64876000,46892000,65708000,47380000
1044917000,882106000,2271574000,917613000,1624543000,2909576000,586523000
17292000,27076000,35538000,48863000,38834000,43960000,20104000
6227000,354000,0,281000,938000,1300000,3903000
16470000,13878000,15091000,19215000,11075000,23291000,10140000
47590000,44720000,49365000,71395000,46756000,68228000,48600000
26218000,24378000,25527000,30260000,25522000,34239000,17852000
5557000,6570000,8317000,7935000,9236000,12316000,8324000
12128000,13848000,13949000,15784000,13641000,19285000,17758000
30456000,15355000,24284000,27681000,6927000,29673000,13822000
199380000,185699000,218644000,306805000,193437000,292106000,181400000
57417000,45479000,86119000,94619000,53149000,97288000,42448000
156872000,152158000,207006000,230238000,169705000,243510000,156767000
2302000,1738000,2372000,4180000,3096000,3272000,3153000
6372000,6519000,7503000,8911000,4959000,15516000,3552000
6844000,4739000,5702000,8004000,5809000,7673000,5265000
17250000,16496000,21587000,15243000,18042000,30954000,10368000
28556000,24258000,38510000,32184000,34710000,33341000,24061000
43728000,61748000,61142000,93748000,62475000,44623000,24189000
64049000,65903000,92242000,89448000,90168000,106081000,56396000
4685000,4419000,7468000,6884000,7617000,8242000,3645000
5209568000,5599460000,7774008000,8839146000,6730558000,8129030000,1594569000
8108000,18345000,26392000,19183000,28367000,16370000,7742000
12812000,15623000,14196000,18360000,15650000,23048000,13034000
55927000,49767000,69620000,73779000,55402000,102293000,45859000
1326237000,1569383000,2116252000,1638617000,1279689000,1427182000,1232714000
3641000,42000,1970000,6113000,408000,7004000,8345000
7440000,5743000,9378000,3062000,5107000,10469000,5011000
6508000,4714000,9604000,4023000,4176000,13830000,3861000
35762000,33178000,31523000,51447000,30361000,55985000,33195000
12300000,16639000,22026000,8802000,12611000,12268000,8545000
3896000,2645000,4281000,112000,1920000,1491000,1231000
20937000,30915000,34208000,37289000,32759000,36915000,19783000
11848000,10987000,19596000,6690000,9634000,21928000,8524000
48004000,41021000,64980000,49744000,46034000,85088000,37526000
64000,1202000,3769000,955000,287000,5942000,9000
167368000,168297000,216776000,265622000,187470000,290064000,150298000
129117000,111338000,311230000,125249000,139524000,456187000,97745000
37922000,51495000,64309000,72647000,70708000,69081000,44209000
1532000,716000,1819000,708000,353000,5673000,74000
24071000,20449000,27134000,24077000,18986000,14216000,8141000
7770000,7820000,11092000,11436000,8891000,13873000,5371000
4726000,5604000,7751000,9027000,9218000,5360000,14747000
10219000,9550000,14749000,17447000,16137000,11705000,12152000
407000,2391000,4161000,5437000,4612000,7158000,3351000
58758000,62868000,77753000,98856000,71896000,71517000,65338000
58499000,56602000,63745000,77671000,60682000,93801000,56839000
18440000,15776000,21090000,23179000,17889000,33449000,16487000
449743000,410140000,515415000,547078000,399312000,720181000,439705000
145898000,129010000,168527000,195191000,119431000,195159000,157667000
19921000,20074000,25931000,31177000,23161000,34304000,20563000
12548000,8442000,106377000,16424000,10899000,17863000,15023000
12067000,14199000,20436000,24611000,19885000,26797000,16479000
4806000,6032000,7657000,5574000,6254000,9308000,5308000
62965000,70871000,76977000,101344000,84547000,89791000,54413000
10579000,13117000,24500000,22058000,18189000,13480000,4651000
51879000,39153000,59544000,67315000,41346000,68426000,50856000
1900102000,1763874000,2756271000,1557577000,2080322000,3407700000,970236000
3410000,1645000,4539000,1654000,1987000,5514000,1845000
3180000,861000,2919000,575000,340000,15594000,344000
142564000,146251000,206975000,239430000,155605000,295263000,108680000
17585000,15192000,21814000,28232000,23375000,21150000,15623000
12724000,15209000,15353000,22021000,14885000,17737000,15441000
51162000,65595000,112237000,103900000,85212000,172055000,45129000
714939000,850775000,1270037000,1112604000,916828000,989821000,731884000
98169000,107327000,172107000,179667000,137242000,136279000,117117000
5869000,10527000,13423000,18923000,12100000,12190000,5868000
2005946000,2112077000,2263947000,2562250000,2287244000,2116691000,497344000
26908000,24947000,25151000,33551000,25804000,25433000,2269000
10384000,8454000,11818000,11640000,11880000,16990000,8000000
191153000,267943000,448919000,542408000,296258000,381354000,164951000
41364000,39316000,81394000,80240000,86588000,62104000,43931000
137143000,103266000,232069000,183785000,167494000,153920000,94235000
2534000,2840000,2594000,2335000,3029000,5308000,3421000
15008000,17193000,28052000,28871000,19857000,24640000,13783000
43034000,37682000,56290000,56583000,51238000,59635000,29190000
53000,3316000,4412000,6556000,6589000,3898000,2554000
13457000,12503000,15929000,25285000,15593000,16007000,10325000
242916000,251703000,204050000,266318000,108452000,47223000,187004000
128289000,149355000,226336000,260060000,200295000,267899000,152325000
116429000,95386000,159550000,184300000,131168000,203323000,94504000
276573000,241360000,307172000,288809000,194316000,355740000,238241000
54663000,59881000,73428000,100043000,56201000,80305000,40508000
2434000,2754000,3511000,3575000,2184000,32573000,1051000
51228000,70788000,86597000,90171000,85924000,126231000,41933000
79486000,82793000,100280000,124910000,92525000,111697000,72359000
4943004000,4389771000,6323586000,6544074000,4186004000,8231327000,2843727000
12636000,5902000,11363000,10682000,6919000,31268000,3943000
57404000,58182000,98542000,102826000,78048000,84005000,84703000
4005000,4316000,4636000,5075000,5943000,5388000,5926000
9911000,5556000,8685000,11375000,7154000,10087000,9690000
13981000,10778000,15938000,19184000,16293000,18808000,13199000
19199000,24174000,34961000,36040000,31703000,30464000,29131000
146221000,158073000,230201000,244864000,198588000,237198000,129266000
10999000,13444000,15144000,15495000,15752000,15335000,7631000
4508000,4454000,6061000,8291000,5312000,5516000,4280000
2439000,2087000,3451000,5013000,3838000,3409000,3364000
282456000,265386000,318892000,343711000,228557000,447596000,245350000
100624000,90565000,120323000,127322000,86019000,148848000,90194000
2952000,3119000,5041000,2298000,4857000,9607000,1567000
12166320000,13457190000,19428892000,17489302000,15209700000,17048859000,18539690000
12590860000,13398463000,20819322000,18208938000,14980508000,18768803000,18223129000
451213000,418093000,544266000,699613000,494406000,665865000,421234000
5097000,4495000,4809000,1656000,4103000,6742000,3620000
13890000,12296000,16096000,20764000,12045000,16496000,9479000
1067000,1051000,1011000,1802000,1202000,1520000,989000
25668000,24773000,44175000,40202000,42726000,54908000,31951000
710860000,1003596000,1541050000,1395450000,1527721000,1300805000,189548000
33456000,28050000,49725000,53647000,32454000,81106000,26535000
19622000,18770000,28714000,32706000,24131000,33024000,21358000
15465000,26487000,22415000,19547000,24871000,17393000,16421000
1643000,131000,0,58000,0,86000,3175000
2202000,13484000,16952000,18668000,37854000,18250000,13265000
22136000,20878000,35509000,43412000,27939000,11791000,15369000
27209000,36123000,40815000,59393000,56306000,49088000,26529000
819765000,963852000,1197521000,1121325000,1173445000,1163214000,591980000
79457000,76840000,107733000,106423000,91001000,100690000,53297000
785861000,933000000,1208991000,1112398000,1087339000,1156151000,713012000
6729000,6257000,8876000,6889000,5710000,32836000,7704000
24995000,27923000,28563000,34461000,28367000,40703000,27766000
4666000,5577000,4393000,5298000,2849000,6628000,4039000
23324000,29596000,36520000,38977000,21635000,39687000,20288000
12123000,12925000,13995000,17567000,9990000,19779000,13617000
13123000,8964000,12510000,10976000,12193000,20535000,13375000
18340000,17645000,20697000,33818000,23643000,30376000,23125000
1204000,1356000,5460000,905000,1216000,4272000,1437000
3946000,5080000,1163000,746000,1703000,491000,11021000
7054000,7436000,9628000,9760000,7500000,9861000,7342000
84527000,93719000,143029000,138028000,113738000,123792000,87094000
177388000,212288000,303681000,341421000,272610000,230027000,224568000
6427000,4891000,6695000,7791000,5831000,4801000,4388000
11194000,23713000,23060000,34409000,17637000,22953000,15798000
33997000,39025000,41750000,49609000,45164000,42958000,30645000
75689000,131617000,180202000,216503000,163715000,126153000,73847000
49051000,53340000,117716000,78940000,75188000,76227000,44864000
9484000,7626000,6914000,11688000,8229000,5632000,8131000
5942647000,6166434000,10237256000,9405449000,7496658000,10015605000,1984862000
5876000,5339000,10414000,9938000,8862000,9097000,4707000
867781000,1142742000,1509539000,1524596000,1163251000,1791445000,640576000
79351000,122530000,174565000,197369000,151358000,112416000,26930000
1912732000,1833078000,2903519000,2607049000,2279103000,2302150000,716055000
238175000,271659000,404187000,373414000,358512000,317465000,100684000
3482146000,4820930000,8009661000,8018343000,6476134000,6236586000,1665956000
163966000,259250000,381629000,383279000,328961000,296771000,71187000
31476000,26269000,35133000,46564000,40826000,38292000,22524000
2112989000,2380820000,3736398000,3184425000,3119754000,3641839000,1423596000
975006000,934737000,1689050000,1056909000,1261979000,1966496000,488488000
522665000,588940000,957729000,539017000,541649000,1036135000,345641000
11872000,11917000,20024000,10332000,13448000,29416000,5084000
113791000,133640000,203286000,223249000,152993000,201277000,82433000
45306000,60781000,95759000,89116000,63163000,96347000,26988000
35820000,23853000,26193000,26998000,18023000,61668000,31829000
49967000,59129000,86594000,88735000,73962000,86055000,37135000
310841000,338995000,440026000,411704000,409829000,564745000,164726000
518976000,552140000,795574000,734382000,636004000,944407000,254672000
292901000,379027000,553766000,386432000,384949000,765141000,119077000
17459525000,18179473000,22560736000,24503431000,18205334000,27378228000,17551446000
345935000,303555000,426320000,461660000,367094000,418392000,170120000
17353000,21702000,30267000,38915000,25377000,16596000,10500000
19775000,25298000,32790000,33571000,34807000,41512000,28850000
5651000,5530000,9361000,6425000,8654000,8997000,5986000
14852000,12922000,22334000,13108000,18022000,20999000,14856000
4643000,5696000,8179000,8153000,7235000,10021000,7574000
23066000,23016000,32519000,36274000,28568000,38074000,24989000
7265000,8613000,12442000,11235000,10123000,15303000,9732000
19866000,17123000,33308000,35687000,30874000,45929000,10142000
4248000,5770000,7436000,6216000,7555000,6825000,9226000
8595000,10019000,8255000,8329000,9116000,17670000,6847000
1744000,2805000,5312000,4993000,3996000,7085000,2015000
15665000,11595000,14622000,20075000,14539000,17903000,12951000
7061000,5116000,8351000,9546000,5665000,4663000,2248000
12970000,9105000,11130000,12670000,18619000,11731000,9634000
16866000,19546000,20014000,21889000,15651000,32750000,18181000
21988000,21161000,27814000,32162000,21805000,40927000,18711000
2498000,2823000,4562000,11991000,2895000,4795000,3370000
2966000,2924000,4840000,5039000,4077000,5910000,4071000
3630000,4335000,6573000,8599000,6578000,5237000,2484000
26624000,39905000,42572000,54125000,52801000,35760000,26704000
302838000,310980000,491918000,288680000,291422000,569209000,286359000
43381000,50340000,85694000,76644000,63195000,81147000,41819000
33111000,24976000,60166000,38188000,46671000,43731000,28444000
23306759000,24184964000,32961749000,36847853000,25796843000,34277922000,4339478000
2950486000,3453115000,4625067000,5361552000,3886308000,5242179000,791519000
96242000,106367000,153377000,178914000,124786000,136444000,34734000
44024000,6215000,43937000,12882000,25647000,58833000,12550000
1124112000,1094058000,1659192000,1225317000,1057937000,1861022000,818105000
38770000,35033000,49941000,67242000,46419000,62210000,44111000
11654000,9083000,9089000,12825000,3236000,23243000,5451000
35649000,43204000,72210000,116402000,75437000,96174000,55113000
23400000,19639000,34340000,21852000,32430000,33555000,22129000
10568000,12317000,18920000,14382000,16727000,18897000,12112000
14701000,16432000,35838000,26991000,37050000,41841000,26364000
15418000,12290000,19849000,21252000,15512000,20810000,13561000
1535208000,1775079000,2449202000,2931214000,2425159000,2624694000,1718239000
5749290000,6493829000,8965500000,10993492000,8546417000,10470927000,5594715000
20294000,17518000,22513000,28515000,20414000,27057000,24942000
16576000,19549000,24663000,28731000,22069000,50919000,31700000
83315000,68717000,88594000,142174000,76923000,162523000,124651000
71271000,63169000,77910000,108174000,76547000,112488000,87067000
2252000,4540000,3679000,6199000,855000,4309000,1731000
6881000,9090000,10324000,13658000,11328000,14984000,14182000
61341000,50275000,62791000,83444000,45673000,159783000,90668000
2909000,3389000,3484000,6130000,2274000,4469000,4233000
1583000,1471000,3261000,3216000,2664000,3327000,4287000
45119000,47509000,65910000,90422000,57517000,93033000,86616000
4521000,7443000,11361000,10463000,8331000,12045000,6894000
15460000,16433000,19927000,27464000,19983000,30638000,21617000
10250000,8075000,11527000,15728000,8022000,15169000,14691000
166385000,141492000,160632000,257155000,162948000,287831000,228777000
68430000,74828000,110643000,135068000,78068000,132016000,109974000
279585000,235496000,357117000,477467000,273331000,541090000,403178000
49568000,57763000,69327000,75929000,62128000,103434000,48591000
15543000,17594000,26752000,29414000,19989000,23376000,13486000
9780000,9189000,20366000,16468000,9202000,26392000,13212000
52850000,52134000,62668000,83484000,41373000,92245000,57241000
12882000,13350000,19998000,22250000,13705000,23309000,10203000
