Replicate 1,Replicate 2,Replicate 1,Replicate 2,Replicate 1,Replicate 2,Replicate 1,Replicate 2
972010,1023300,2090000,2271100,0,0,1617000,2065900
3861000,3117400,5257400,7831900,0,1070200,2242600,1433300
694000,841330,1091300,0,0,586240,819050,2855100
756640,813160,978100,743200,0,583360,2063600,1600900
9580600,10574000,2995900,2595200,3974500,6301900,1691100,1965000
1314900,1496300,1164200,1634400,0,971340,978590,2666900
208450000,168050000,142190,149980,50856000,72266000,0,3627300
950830,981440,0,561010,0,765280,587370,3021800
1222500,1219200,3241000,2540600,1063700,1510100,2624500,970420
0,0,2434000,2992800,3204700,2547700,3579200,0
577760,0,1485300,1720000,0,0,3548600,0
0,0,2188300,2295600,0,908430,3547300,0
2436900,2156000,1174700,1326000,0,0,1205700,2335700
0,0,3815200,3683700,1317100,961700,3537000,0
4569100,3621200,636380,623100,13579000,8967400,1977600,1550600
1004400,1118200,1934600,1989600,0,0,1599200,1926500
0,707550,1817500,2060500,0,0,3475000,0
489000,640730,692470,683060,371380,0,574210,2880200
834760,1096000,1939600,2703600,0,318570,1758300,1690600
2222500,2233100,1053700,910540,1317300,1409000,1904900,1542100
1947400,1492500,3966900,5000300,0,0,3442800,0
1222200,1210700,3590100,3417800,0,969920,2070000,1354400
1695600,1714700,3795500,4122600,0,0,1883800,1522900
4685500,5842600,4975700,5918200,1257500,1428600,1621800,1778900
1546200,1408500,1061700,1222900,0,0,1042300,2355400
1843500,1744000,2304100,3013600,0,0,1893200,1483800
4025700,3541200,1242800,1130000,0,0,1522100,1852800
1386700,1166100,986180,1057100,0,0,1565600,1796900
2159200,1780900,1828600,2030400,0,0,1410600,1932700
38311000,37890000,0,0,18848000,19139000,0,3308300
0,0,1191000,1391800,0,764290,1691300,1573200
1221900,1471600,987250,956850,0,0,1123200,2138600
1605600,1888200,2874300,2838600,0,0,1689600,1551200
2135700,2368000,1669700,1487400,1493300,1838500,1215000,2024800
2032000,2518600,5349900,6620600,4114000,4285600,3235400,0
1612500,1762200,1591800,1772100,0,0,1654300,1564400
8794700,7716500,0,0,16471000,11323000,0,3167100
1660200,1381400,1473700,1588100,2609500,2480600,985750,2174400
1501700,1690100,1796800,1687200,0,0,1173400,1986400
1205600,852220,0,824410,0,0,1360300,1792300
762550,548180,0,591190,0,0,447290,2701100
1428600,1580300,629210,358740,0,0,1361900,1782200
2166000,2060900,1380700,1191400,1238500,1585800,1665100,1474800
843880,1262500,2153500,2791200,0,782350,2016700,1112600
1665800,1964000,4628300,6427800,0,0,3105400,0
2810700,3688700,3645300,2116200,0,1362300,1350200,1753700
1178100,1179800,3163700,5024000,0,446920,2440100,635900
0,0,1482700,1113600,0,0,1778900,1286700
44901000,8607800,55081000,5411800,70721000,4389400,2234500,827990
1555600,1467400,2326000,1989800,0,936720,1986200,1061900
474270,567700,1921700,1967000,0,0,1986600,1059000
38031000,32899000,0,0,170550000,572270000,808110,2220900
37075000,34007000,1099300,0,162490000,72082000,0,3007000
0,846850,1408900,1073000,0,0,1582000,1408000
825770,905290,1202700,1205700,0,0,744730,2242600
123750,242940,286940,234200,85006000,79261000,1993000,971640
0,1187300,0,714230,0,0,0,2934700
0,0,2134500,2293500,0,0,2439100,483800
1420300,1823900,906460,894720,0,0,1659600,1234800
1457300,1589300,2441400,2961300,0,0,1649500,1242400
0,906050,840670,661780,0,0,666200,2219300
1204400,1147300,2255000,2428800,0,0,1809100,1075600
1372700,1162900,3026300,3848300,3600600,3415800,2877500,0
1616900,1554300,2571100,2485400,1076900,1394100,1513500,1363900
1132700,1802800,2994400,4501900,0,647280,2139800,726240
0,0,0,0,0,0,2862000,0
53734000,41927000,0,0,72149000,92350000,0,2861600
1502000,1440300,1280200,1007500,0,1426100,1079900,1774900
1263000,1348900,3444900,4342100,0,0,1490400,1336300
1515700,1406100,2884700,4389300,0,0,1680200,1135800
2425300,2878700,7935400,9715400,0,546480,2195300,606750
3045800,3235000,4640300,0,0,0,2795500,0
1344200,1573400,2428700,2435000,0,0,1177400,1611500
3721300,3464200,1672300,1598900,0,955830,818390,1952500
37235000,38911000,0,0,14063000,16812000,409810,2358300
7503800,8417400,14981000,21442000,1427300,1043700,2105500,651380
0,319470,286910,248940,0,0,333340,2421600
934710,1126300,1234200,1382600,0,0,1538800,1202900
3538900,3538500,8726600,10697000,2701700,3163300,2734500,0
0,0,734380,655310,0,0,2716300,0
697550,1040200,1791700,1768300,0,0,1180700,1511000
7616700,5708000,1087500,0,1638600,1845500,1014300,1676900
1669100,1263700,854580,682420,763700,950680,1151600,1518400
688700,657480,1354800,2495100,529240,655450,2022100,629910
1195900,1151700,1387100,1298600,0,0,1226100,1422900
260150000,249740000,93132,85758,161240000,187300000,74431,2563500
921210,1002200,2649900,2856900,0,0,1877000,752110
1653200,1568100,3718300,4914600,0,744890,2622500,0
448580000,408910000,169390,103770,104410000,142760000,0,2614700
1918000,1045000,2808700,0,0,344460,2605800,0
0,0,0,0,0,0,2586200,0
792680,743840,2181800,2522600,1100600,1158200,2570700,0
1031400,784910,2160000,2919700,0,0,2539500,0
1444100,1487000,1697200,2021200,564930,693650,909890,1626600
0,0,0,0,0,0,0,2520100
1561200,2213900,3000600,3957800,0,0,1739500,752130
7381900,5469200,762190,574630,11593000,11643000,906380,1584300
82030000,81878000,132570,227820,99326000,101860000,104330,2372900
880070,2578900,852980,1302500,0,0,1120900,1348600
1583000,1507600,1269000,1258200,783390,793920,816880,1649600
759990,718380,1955600,1918700,0,0,1566100,897340
804790,916540,2815900,3129300,0,0,2453700,0
0,0,779550,807840,0,0,2453300,0
1440400,1267700,1332500,1569500,0,0,1272300,1173700
1230900,558820,1082500,1314800,0,0,1163300,1282100
573180,582560,2515700,2192300,0,1360700,2443300,0
3668600,3465300,1229600,1123600,0,0,0,2436900
5448100,4270600,4176100,2796200,0,0,2432400,0
496320,868730,2199800,2771100,751640,640430,2416800,0
5964100,4045400,0,0,5051400,5407100,0,2395400
970400,786020,3112800,4616200,0,0,2387500,0
1235100,1077100,0,0,0,0,1013800,1363900
867690,894930,1238200,1494900,0,0,1291200,1082900
673500,611560,807400,1139500,864720,898260,1554600,819340
755640,821810,1404800,1861400,0,0,1004700,1359500
921680,842440,1600200,1426300,0,0,2346000,0
734560,749030,780740,839850,0,0,1579700,755280
1100600,1111000,923920,840920,2357800,1629100,932680,1401300
1337600,1333300,1453300,2587700,0,0,1164500,1167300
1360300,1058600,1151500,876470,1857600,1901700,1015600,1313500
1290800,1306000,1772600,1483700,927470,937880,648790,1650100
0,0,977370,0,0,0,0,2296200
1892200,1429100,1435700,1138500,0,0,1189100,1106900
1013400,1175600,1416200,1902400,1658100,1417800,2282700,0
1464300,1361600,1200900,1311500,0,0,1059800,1207500
1392800,1663100,2946600,3414800,0,0,2262300,0
1543200,1387100,1202600,815850,0,1161200,656960,1592500
39149000,32892000,0,0,220110000,271450000,0,2246100
817090,910050,1597900,1506000,1389200,995510,1492100,736150
0,0,785570,736720,0,0,2208400,0
0,0,911350,766860,0,0,2205500,0
1095800,1190900,1360800,1460900,0,0,1208100,989180
63891000,58026000,0,0,32042000,39560000,0,2192800
289170000,256750000,209070,241290,13581000,105740000,203710,1977900
1097900,1161900,926330,774370,0,0,994110,1185300
0,0,0,979580,0,0,0,2174600
0,0,1063300,0,1037100,0,814530,1352300
0,0,0,0,0,0,2152200,0
3192400,3342000,750470,580870,2834200,2644800,840150,1301300
1110500,1335300,1545400,2275100,0,0,1189500,936690
674770,972040,3289700,2930100,0,0,2121200,0
0,0,1531400,2010700,0,0,2115200,0
1196100,1526200,1259700,1141000,0,0,973030,1134400
600930,477160,0,0,0,0,0,2084800
1095100,1171600,1930000,2221200,0,0,1242000,842640
41980000,3833800,47934000,4243300,50713000,3036700,1039300,1031500
1700100,1756400,1931100,1841100,2067200,3336400,2032600,0
0,0,0,409960,2887100,4577900,715350,1311900
1183500,1025700,879330,1026400,0,0,671520,1352900
0,0,0,0,0,0,0,2021800
339320,334990,425430,437300,0,0,1614200,399310
900220,790790,946740,851340,0,0,1052600,951750
0,0,0,0,0,0,0,1999100
687120,642470,656660,773390,0,0,749560,1218100
1241300,1067100,2448800,2459800,0,0,1965000,0
708020,905720,3047700,3421800,0,229260,1962900,0
670040,707330,754230,567280,654110,0,627830,1317100
27576000,45038000,0,0,4397800,6665200,0,1937400
0,0,1687800,1573000,3716900,4399000,1934600,0
668670,912970,957070,1040400,0,0,1074300,839600
832130,0,816220,823490,0,0,887270,1017400
0,0,0,0,0,0,0,1893800
812160,0,2278100,2587900,0,0,1085300,801990
676030,726700,827450,1182000,0,0,605860,1263900
750090,964580,2654400,2892000,0,0,1866000,0
1572100,1357100,943400,1122600,0,0,794250,1055800
1430600,1266000,2145900,2392200,0,0,923140,925140
1366400,1928200,0,0,2308600,2879800,1826100,0
1134500,1039900,1883900,2359600,0,0,1020200,780250
1273200,1445900,0,680550,2623200,1749800,569960,1213900
1019200,0,1430800,1838000,0,0,1774700,0
457280,463190,633460,798140,0,0,900740,870540
0,0,0,253230,0,0,252700,1512700
0,740570,1210600,1159200,0,0,1763300,0
71979000,63978000,340550,311400,173950000,203140000,869480,885270
458850000,395880000,673340,923040,181600000,226500000,84018,1668500
600770,0,645520,1071700,0,0,813890,910240
4504500,2464900,1310400,1433500,0,0,0,1707600
521850,492760,1035900,1067400,0,772030,1150200,555740
1287800,0,0,702530,0,0,579610,1122600
4361600,4013600,0,0,0,0,534690,1162200
866330,1021900,821700,786410,0,0,677320,1018200
11972000,9236300,0,0,17979000,24062000,0,1693500
91315000,168560000,1077900,0,26093000,23749000,0,1692300
4975700,4597400,800690,809090,0,0,818070,862480
0,0,0,0,0,0,1640000,0
1255800,1771700,2696100,3054600,3644000,3434000,1603900,0
21048000,16434000,0,0,120440000,93066000,453540,1149800
8483500,9167400,1744500,1144700,3609100,4880600,0,1595500
0,1123500,1338900,1494900,0,0,1579700,0
844610,893050,3175900,3863400,0,0,1566300,0
807830,808620,815620,1120700,756340,816620,750140,806610
2220200,1998900,1368300,1355100,0,0,0,1545300
824480,876580,1435000,1646700,0,0,1537300,0
0,0,0,0,5261100,3636100,0,1534900
3303100,0,0,0,0,0,1520700,0
0,0,2592400,2602100,0,0,1519800,0
0,1805600,4280200,4369800,0,997460,1515000,0
1064800,0,1902000,1662100,0,0,1512400,0
622250,651540,645290,820800,0,0,599700,906530
606700,629190,990620,955170,0,0,632000,873500
951360,852360,646490,616660,0,0,597590,905470
0,0,0,0,0,0,0,1492200
0,1154400,1479300,1795400,0,0,1457600,0
1476600,1294500,1915600,3004600,977290,0,1451000,0
1403200,1236800,774750,1119600,0,1409000,0,1441600
2762800,1569900,866870,0,0,0,0,1440100
5789300,5502800,0,0,56230000,27566000,0,1433500
1007400,2270500,2343200,1341200,684310,1145300,0,1429400
1294900,1797100,1392600,1445100,0,0,1428700,0
2824400,2183800,2052200,2129000,1455400,1411600,1418200,0
551810,551470,1627500,1318900,0,0,797510,615620
2186400,1283600,1742900,2241800,0,0,0,1410700
20771000,10536000,0,0,4918000,5075900,0,1406500
919250,864460,1465800,2808500,0,0,1401500,0
0,759280,752830,543730,808280,1429900,646820,754550
219640,0,206170,257680,0,0,0,1392300
1349500,1632100,2420000,3036500,0,0,1387300,0
714090,679840,1010500,1023200,0,0,726210,652540
1411600,1489200,1842600,2489300,0,0,1371100,0
595860,841860,1116500,1941500,0,0,922380,446160
1429700,1469300,2140100,3394300,0,0,1358300,0
22763000,24965000,0,0,9582300,9734100,0,1351000
5811100,5767100,717150,861290,2232300,3948800,1347700,0
0,0,468930,0,0,0,0,1345200
554190,637040,894050,1006600,0,0,1327300,0
526350,730360,1886200,2608500,0,0,1325800,0
0,0,2152900,2510100,0,0,1302600,0
0,0,0,569410,0,0,1302000,0
479270,556400,987760,633790,0,0,625670,669130
809140,673690,527160,512010,0,0,526350,759490
1200400,671340,501030,395860,0,0,542080,741800
676140,707150,2919700,3225700,0,0,1250700,0
1330400,1187100,1090200,1147500,0,788870,1247400,0
0,0,1130600,1210500,0,0,1241100,0
0,0,1308500,1883200,0,0,1240400,0
1486100,1579800,1516300,1432000,0,0,0,1238900
758740,1026600,4086300,7654100,0,0,1235900,0
2183400,2788800,394430,417020,299080,543030,538560,691430
0,0,520620,0,0,0,0,1210800
0,557770,1140300,884710,0,0,626790,583540
1043000,1143200,3011600,3135300,0,429310,1194700,0
0,0,1279800,1293100,0,0,1191500,0
466170,0,436750,482990,0,0,374280,813840
0,0,0,0,0,0,0,1185700
84875000,5892300,96775000,4360800,96785000,2545600,531460,653860
743470,737950,1871600,1858700,0,0,0,1176800
847700,0,438480,0,0,0,434230,739880
0,491790,0,989360,0,0,219050,951840
0,0,1263600,1425300,0,0,1159400,0
0,0,1394800,1460400,597390,838140,1153800,0
2038700,2702900,673840,977090,1797700,2798400,1144300,0
737980,412010,1104100,1125800,0,0,1134000,0
1768600,1043600,1180900,806110,2082800,2555500,0,1125900
14922000,11335000,0,0,15897000,16783000,0,1123400
14459000,13751000,0,0,3459300,6781200,0,1119500
0,0,0,667770,0,0,0,1116800
0,0,464880,437100,0,602710,1105000,0
738960,811490,1452500,1336000,0,0,1099000,0
17352000,18345000,0,131040,1404500,2203300,0,1084400
0,0,1328300,1574600,0,0,1082200,0
877900,1065300,1050900,1207700,0,0,1080300,0
2247300,1636900,1820300,2058100,2628400,4048700,1076200,0
17072000,17403000,0,0,8598700,9740100,0,1070600
0,0,0,0,0,0,1070100,0
0,449780,623780,0,0,0,1055100,0
895270,858320,1248600,1710000,0,0,1052500,0
0,0,0,0,0,0,1046800,0
894370,1175900,1735200,2707300,0,0,1038500,0
1082300,978260,0,996360,0,0,1026800,0
879510,892120,995120,1048100,0,0,1012500,0
0,0,1749600,1516500,0,0,1001500,0
0,707150,968270,1300100,0,0,982550,0
3975000,4346000,0,0,0,0,0,976210
0,489430,724680,951950,0,0,475160,500880
660990,886770,2059300,2125400,0,0,973810,0
806950,976870,793220,950720,4015500,2376900,0,965930
867930,842330,1768400,1979600,0,735350,958930,0
671430,633530,1643500,1415000,0,0,958430,0
0,0,0,0,0,0,0,954870
881040,0,952110,1054600,1419400,1370600,952270,0
0,707090,1285200,1712100,0,0,950940,0
832890,750080,2225800,1282300,0,0,949610,0
31712000,23982000,228860,148370,16277000,18611000,132200,811190
1036400,1188900,1640900,1642100,0,0,942890,0
859730,754290,1033500,1113400,5720000,7894800,937620,0
682430,957340,1670300,1590500,0,0,0,931060
0,0,702170,750760,0,0,916190,0
0,571660,719750,1021700,0,0,910350,0
0,0,0,0,0,0,905920,0
0,0,229070,196640,21191000,20025000,332400,571390
875380,772210,2005700,2229800,0,0,901320,0
612050,876140,1401200,1618400,0,0,900990,0
0,0,0,901060,0,0,898020,0
0,0,839310,815910,0,0,894710,0
0,4449800,492930,530390,0,695320,0,888560
37852000,36198000,0,0,36244000,38588000,0,881030
379520,371490,1355800,1846700,0,362780,880220,0
89866000,86400000,297900,337760,44929000,51569000,0,871680
991290,827410,1674600,1432900,1172000,0,850760,0
254660,275180,511250,943580,0,343030,846970,0
836300,842480,1488200,1432700,0,0,839560,0
742450,783110,2494300,2287400,0,0,837650,0
0,0,0,675330,0,0,825070,0
0,0,850260,1141300,0,0,0,824780
610610,739710,2236400,2244300,0,425460,806660,0
8764100,8687300,0,0,13730000,18533000,0,798910
34116000,12879000,0,0,44029000,49971000,0,786360
803800,791650,678310,670250,0,0,784820,0
4630100,5737700,710940,527540,1475000,1254200,775240,0
815890,743940,834770,866350,0,0,762880,0
0,0,610690,493330,0,0,0,759830
4400500,4969100,462870,289300,583090,1005900,0,758820
10640000,9011600,0,493420,3529700,4982500,0,757070
0,0,0,0,0,0,0,755120
0,0,0,0,0,0,753540,0
1083700,520790,1035300,1587500,0,0,0,745780
0,0,769640,1167100,0,0,741990,0
514030,591040,829500,2281900,0,0,732400,0
292940,332280,429910,375900,0,300220,725110,0
614400,675380,1500100,1536400,0,0,723060,0
1117900,907310,959540,932930,1142900,1043800,0,722670
338860,0,0,326670,0,0,721850,0
24253000,24012000,0,0,23918000,31605000,0,716200
633340,665170,1278600,1466500,0,0,695410,0
454570,505270,596980,1087300,515220,597630,694630,0
423340,415770,380270,627360,0,0,0,691770
0,0,661760,823340,0,0,690460,0
592280,513980,977110,1288100,0,0,684430,0
0,0,0,0,0,0,0,680700
0,491890,819710,1558600,0,0,673420,0
621050,747880,1513800,1567200,0,0,672650,0
0,0,0,0,0,0,669230,0
0,0,0,0,0,0,0,664380
0,558310,752270,1449300,0,0,661210,0
23399000,23697000,0,0,32921000,105630000,0,659830
1894700,1643900,491420,606260,484040,447930,658440,0
1794600,1857500,0,0,32781000,122370000,0,652850
357630,934290,0,373750,0,0,0,652310
477550,532020,564570,566930,0,0,640810,0
0,0,0,0,0,0,0,627030
0,0,658160,797440,0,0,622070,0
110370000,92919000,0,71965,168710000,167120000,136660,484850
0,303070,0,0,0,0,0,613750
28084000,26253000,116660,0,132940000,116680000,0,605860
9409500,8881100,775740,0,1417600,1333100,0,599400
1834100,1672400,389090,0,5672500,6342500,589300,0
25008000,17003000,276020,127190,19149000,24198000,241730,340600
554550,633670,474170,528980,884620,1803100,0,581480
372780,0,602960,1476300,0,0,578710,0
443420,0,1383800,1918100,0,0,576220,0
471990,467790,1081700,1384500,0,0,575000,0
633460,453580,0,314550,0,0,560990,0
0,0,644550,1160100,0,0,556340,0
293760,0,544200,934300,0,0,552680,0
438020,492880,613420,688630,0,0,552610,0
0,0,686880,956040,0,445570,550270,0
38307000,34395000,0,0,62448000,64399000,0,542810
0,0,0,0,0,0,0,525380
0,470650,810140,634740,0,0,520950,0
556670,548750,735540,1134000,0,535090,503230,0
0,0,410160,0,0,0,502590,0
6506600,5756800,0,0,40849000,49140000,192840,305920
8724300,9458200,0,0,24718000,22558000,0,485560
23955000,25266000,0,0,65057000,55653000,0,478610
558640,609810,492340,526010,0,0,469900,0
249420,258660,875390,1029900,0,368120,469180,0
0,347480,510760,864990,0,341570,465740,0
13384000,14130000,234680,269700,4046900,7256100,0,464470
422720,391520,822390,922270,0,0,459110,0
488720,475470,549540,739060,0,0,455500,0
7735100,16984000,0,0,23623000,31438000,0,443160
0,0,0,0,0,0,441760,0
1191200,1417400,0,0,6040600,5768600,0,431290
0,0,0,0,0,0,431180,0
385750,335190,416010,0,0,0,418770,0
408240,400390,0,611390,0,0,416690,0
0,0,551820,538400,0,429080,415190,0
0,479490,592800,741580,0,0,413600,0
1930900,1978300,610190,522270,0,0,409460,0
14447000,8391700,351650,0,36474000,26154000,0,407070
0,0,635580,786450,0,0,403580,0
0,0,0,0,0,0,0,401190
0,0,0,0,0,0,0,400570
509810,534290,724920,889420,0,0,397480,0
301160,0,891570,1000700,0,0,392490,0
76316000,71826000,152840,112580,11693000,38480000,0,382170
0,0,0,0,0,0,381280,0
0,0,406870,0,0,0,380320,0
913310,699940,467160,163700,17303000,21050000,376140,0
0,498220,0,0,0,0,369800,0
1000000,891520,785430,887720,0,0,365990,0
0,0,421220,603040,0,0,364380,0
48601000,24103000,0,446090,29211000,64736000,0,362330
14055000,1058800,5468200,569870,0,0,360290,0
286440,237940,0,635930,0,0,356030,0
26014000,22713000,0,243330,31254000,33596000,0,355880
342350,393710,492580,720370,0,0,343550,0
0,0,0,0,0,0,338120,0
0,0,0,0,0,0,313610,0
0,0,0,488430,0,0,312730,0
0,0,0,0,0,0,0,301910
27237000,25736000,0,124930,272350,238400,0,296460
0,0,0,0,0,0,293910,0
0,0,1330200,0,0,0,287050,0
0,0,0,0,0,0,280170,0
0,0,0,0,0,0,0,267790
0,0,0,0,0,0,0,256960
0,0,0,261190,0,0,244190,0
60509000,58264000,69185,54557,0,0,88394,143340
0,0,0,0,0,0,227810,0
0,0,0,0,0,0,218780,0
32145000,31167000,63344,38346,59770,211770,71165,135910
0,0,0,0,0,0,161640,0
0,0,0,0,0,0,0,155970
0,0,0,0,0,0,148080,0
0,0,0,0,0,0,145780,0
0,0,0,0,0,0,135410,0
0,0,0,0,0,0,0,126130
0,0,0,0,0,0,0,112410
291060,188330,0,0,265720000,316810000,94262,0
63178,60628,15542,15704,329750000,385770000,28979,0
41220000,34538000,0,0,0,0,0,0
38934000,32203000,0,0,100510000,129970000,0,0
28857000,26538000,0,0,12328000,14372000,0,0
25649000,24354000,0,0,16011000,18759000,0,0
24113000,23401000,0,0,10636000,8926500,0,0
16082000,16815000,0,0,69927000,81354000,0,0
16272000,14599000,0,0,89410000,69620000,0,0
14438000,13062000,0,0,23621000,27403000,0,0
14380000,12787000,0,0,4316600,4290500,0,0
12344000,12736000,273060,0,3725500,3542600,0,0
12594000,11984000,0,0,93630000,111990000,0,0
12824000,11601000,0,0,23022000,26149000,0,0
12319000,11428000,452160,387470,6608000,6422900,0,0
11811000,11758000,0,0,40105000,42851000,0,0
11550000,11636000,0,0,0,0,0,0
11283000,10699000,0,0,6075700,6783000,0,0
11824000,10117000,0,0,8719200,6935200,0,0
10512000,10680000,11934000,11358000,0,0,0,0
10585000,10516000,0,0,12692000,8712800,0,0
10145000,9707500,0,0,2127000,2329100,0,0
8709300,8451300,0,83012,0,0,0,0
8651800,8338800,0,0,5507600,7001500,0,0
8158200,8043700,0,0,46093000,54993000,0,0
8032800,7585900,0,0,22823000,21920000,0,0
0,14267000,0,0,0,0,0,0
7122900,7039700,0,0,9925700,11856000,0,0
7700100,5611000,0,0,0,558560,0,0
6491700,5920700,0,0,7934300,8148500,0,0
5814200,5704700,0,0,3861300,4281100,0,0
6458500,5022600,0,0,0,1227200,0,0
5690500,5553000,0,0,29801000,28228000,0,0
5784300,5453500,0,0,4468800,6162100,0,0
5719200,5399200,0,0,2177300,2449800,0,0
5264300,5831400,0,0,4141400,4735000,0,0
8069900,2862700,0,0,0,600850,0,0
5232600,4171600,0,0,3113600,3070800,0,0
4951300,4298600,0,0,4009200,4860600,0,0
4806000,4134400,0,0,2327500,2393200,0,0
3780300,4775000,0,0,10160000,13750000,0,0
4238000,4283900,0,0,0,1648800,0,0
4391400,4105300,0,0,952700,892310,0,0
3009700,4980100,1342200,0,0,0,0,0
7730100,0,0,0,5079000,4890300,0,0
3429500,4137200,3970700,5005100,2331400,2917100,0,0
3722700,3684900,0,0,14811000,12909000,0,0
3785400,3540400,0,0,3622800,4575200,0,0
4676200,2612500,0,0,3252200,4212600,0,0
4064100,3221600,0,0,10549000,13302000,0,0
3665700,3331100,0,0,5276800,6150800,0,0
3576700,3085000,0,0,2985200,3484000,0,0
3091400,3564000,0,0,0,2154200,0,0
3266500,3222300,0,0,21261000,23156000,0,0
3284500,3148800,0,0,1867600,1359100,0,0
3303600,3113100,0,6586500,6589100,15248000,0,0
3458000,2958100,0,0,7878100,10067000,0,0
3228700,2867000,0,0,0,0,0,0
2749500,2907200,0,0,2639300,2969700,0,0
2841900,2594100,0,0,3527900,3730500,0,0
2725400,2341400,0,0,6179000,6198800,0,0
2460000,2594500,0,0,0,0,0,0
2478500,2343700,0,0,10229000,16157000,0,0
2506400,2185400,0,0,1877700,2187900,0,0
0,4638700,0,0,0,0,0,0
2285300,2329700,0,809660,13127000,11355000,0,0
2345000,2151300,0,0,6820200,5739500,0,0
2205700,2278700,0,0,11860000,11551000,0,0
2376500,2058000,0,0,8503900,7931300,0,0
2283600,2102200,0,0,0,0,0,0
1396400,2905400,641020,771860,1085100,996070,0,0
2365600,1883000,0,0,1486800,2152500,0,0
2048500,2110100,0,0,0,0,0,0
3310900,807420,4857600,1007600,11458000,0,0,0
3338500,567180,4672600,752900,0,0,0,0
1822700,1930100,0,0,1000800,1152000,0,0
2163400,1527500,0,0,1531900,1323300,0,0
1917200,1724100,0,0,1487800,901830,0,0
1741600,1881100,0,0,0,0,0,0
1771100,1759700,262090,202540,0,0,0,0
1622300,1733100,0,0,4273300,4568700,0,0
2075500,1254300,631680,0,0,0,0,0
1781300,1530700,0,0,1548200,1713800,0,0
1683300,1570400,465240,539560,0,0,0,0
1411700,1795900,2463700,2536600,0,0,0,0
1886500,1305200,0,0,0,0,0,0
3186300,0,3963800,0,0,0,0,0
1650000,1442300,0,0,19868000,24248000,0,0
1747000,1339700,0,0,1604300,1534600,0,0
1713100,1360500,1173600,1237700,0,0,0,0
1482600,1558200,0,0,1364800,1502200,0,0
1642200,1233200,1108000,783000,0,0,0,0
1483500,1349100,530020,318050,4307300,8687500,0,0
1442600,1365100,0,0,5717500,5716000,0,0
1673100,1091700,0,0,0,0,0,0
1360500,1403800,0,0,733390,715020,0,0
0,2646300,0,0,0,0,0,0
1672100,929050,4300700,0,9363600,0,0,0
1214900,1378900,142920,161630,37501000,26738000,0,0
1358900,1218100,0,0,9790900,7247200,0,0
1217500,1354500,844210,741620,0,0,0,0
1315000,1252100,1254800,2142300,0,0,0,0
1395000,1169800,0,1493000,1573000,1654000,0,0
1233300,1243900,0,0,0,993070,0,0
1256500,1193900,2521700,2641400,0,0,0,0
1401000,1046000,0,0,0,0,0,0
1150300,1222900,1264500,1486000,0,0,0,0
1252000,1108500,0,0,4036000,3224500,0,0
1173100,1165400,0,0,1459600,1437000,0,0
1172000,1162100,1209400,1315700,0,0,0,0
1221200,1074700,0,0,0,0,0,0
896300,1384400,1386300,0,725360,1598900,0,0
1157500,989110,0,0,3688400,4743500,0,0
1017500,1127100,0,0,2121800,2347900,0,0
0,2122300,0,0,0,0,0,0
1135300,985670,0,0,8046600,8386900,0,0
1098500,1008300,0,0,0,663750,0,0
1041300,1044600,0,0,0,0,0,0
1076400,999940,1021000,1167000,0,0,0,0
0,2045900,0,0,0,0,0,0
964320,1073600,0,0,0,359280,0,0
0,2013400,0,0,3385400,4899100,0,0
1969000,0,0,0,0,0,0,0
830660,1122200,0,0,515100,532200,0,0
1002100,924990,0,0,0,0,0,0
985350,939000,790430,0,0,0,0,0
1042900,880060,0,0,1281800,1841400,0,0
0,1903700,0,0,0,0,0,0
957780,910620,1651400,2239300,0,0,0,0
882740,980760,552790,0,3545000,3166600,0,0
862350,978530,922530,1355800,0,0,0,0
1018900,788260,0,0,1431700,1479900,0,0
954930,843640,0,1002900,1921600,1623500,0,0
0,1756400,0,0,0,1032700,0,0
807770,903500,0,0,0,0,0,0
886080,808570,0,0,2614200,2033800,0,0
1619700,0,0,0,0,0,0,0
828600,744170,0,886670,0,0,0,0
972570,536160,152650,173200,249530000,272430000,0,0
707270,796630,722530,2144400,543730,547380,0,0
773890,704010,0,0,1236800,2906300,0,0
823080,647100,0,0,880260,1420200,0,0
0,1438400,0,0,0,0,0,0
724250,707140,0,0,0,581570,0,0
613000,799940,775040,0,608940,854040,0,0
751930,637200,0,0,676630,847870,0,0
710080,618120,0,0,0,1757000,0,0
0,1303800,819990,936940,0,0,0,0
618480,660860,1218700,1115900,0,0,0,0
1275600,0,0,0,1797000,1526300,0,0
644060,617230,0,0,713530,739040,0,0
663220,594010,0,0,32815000,38282000,0,0
0,1239000,1431300,1646100,1815900,2405200,0,0
583000,641520,0,0,0,0,0,0
613150,565580,803880,1039100,0,0,0,0
1177000,0,0,0,0,1517300,0,0
556880,610940,201610,270510,3541700,2437100,0,0
657470,505730,0,0,1065300,4837500,0,0
528980,631930,0,0,769870,0,0,0
0,1157800,0,0,0,0,0,0
578430,574300,559210,0,0,596390,0,0
494290,629580,0,0,0,0,0,0
549770,562630,0,0,1484100,0,0,0
543840,552400,0,0,1052600,1596700,0,0
547730,532460,0,0,0,0,0,0
1066400,0,0,0,0,0,0,0
489610,563490,0,0,17116000,8961000,0,0
502630,549060,0,0,19854000,3022800,0,0
453950,534390,0,601790,0,0,0,0
499200,480870,0,0,150720000,155150000,0,0
452590,524560,0,672700,0,0,0,0
468440,503900,0,0,492170,498710,0,0
510910,458540,0,0,0,0,0,0
490880,463850,0,0,0,0,0,0
