Intensity,Intensity 1_Bl,Intensity 2_test,Intensity 30_1,Intensity 30_2,Intensity 30_3,Intensity 35_1,Intensity 35_2,Intensity 35_3,Intensity 40_1,Intensity 40_2,Intensity 40_3,Intensity 45_1,Intensity 45_2,Intensity 45_3,LFQ intensity 1_Bl,LFQ intensity 2_test,LFQ intensity 30_1,LFQ intensity 30_2,LFQ intensity 30_3,LFQ intensity 35_1,LFQ intensity 35_2,LFQ intensity 35_3,LFQ intensity 40_1,LFQ intensity 40_2,LFQ intensity 40_3,LFQ intensity 45_1,LFQ intensity 45_2,LFQ intensity 45_3
7301300,0,0,0,0,0,571420,0,317990,720690,713150,660430,2444500,1284100,589000,0,0,0,0,0,0,0,0,0,0,0,0,0,2619.8
317220000,0,0,2093300,6621600,4451200,17307000,5410600,10899000,33745000,23703000,16224000,92416000,60779000,43567000,0,0,45056,42904,0,31134,48098,29841,48338,48154,50267,211800,233340,195590
196570000,0,1237500,274060,578360,823180,2925700,817110,762860,5426300,2592800,2082600,88586000,52845000,37618000,0,11860,0,0,5322.3,7893.9,5909.7,0,16304,11858,9546.6,212390,154570,149740
49235000,0,0,0,0,0,2306900,1754300,3247500,9487400,7162800,2345000,11278000,7381200,4271800,0,0,0,0,0,9612.5,9932.9,12622,18584,18002,14314,28669,20311,17678
159340000,0,737680,0,5174200,4205600,4045400,2914700,3067200,8623000,6134700,3296100,50531000,41983000,28626000,0,0,0,71634,43007,13461,14376,14537,39873,37665,31415,62394,47326,67252
894230000,0,1227800,1017300,8958300,6960600,16334000,6593600,9081000,37933000,18733000,12310000,334890000,191380000,248810000,0,16619,59182,109620,125440,61777,143620,51138,69310,64283,46283,610830,499020,931480
63842000,0,597620,301660,2326300,2963700,8433500,3591500,2621500,6848200,5496100,3708800,9600200,7182600,10170000,0,0,0,0,13402,24711,18614,0,0,0,0,0,0,0
278560000,0,380890,0,0,0,3527400,274360,0,8493000,6198100,3814800,111120000,90272000,54483000,0,0,0,0,0,5291.8,0,0,13661,14230,12358,199040,255060,226500
2213500,0,0,0,480710,480540,0,0,348540,903740,0,0,0,0,0,0,0,0,0,0,0,0,0,2047.1,0,0,0,0,0
1317900000,2461.8,15766000,6383600,16590000,12325000,120690000,46375000,50558000,228480000,148460000,104970000,259480000,159370000,148460000,0,344240,240730,128170,158520,232560,223960,221730,441420,474680,488680,465750,421430,547450
33863000,0,134870,2254700,2789400,1916900,9583300,3561400,783340,1973400,2576200,0,4374200,1950600,1964800,0,0,24909,0,0,24370,19141,0,0,13880,0,0,0,0
4785300,0,0,0,0,0,0,0,1153500,1764400,1082300,0,0,437270,347820,0,0,0,0,0,0,0,0,0,0,0,0,0,1547.1
152260000,3377.8,0,5139800,12356000,10010000,45109000,16260000,24582000,11409000,11562000,7541700,6694800,919640,673310,0,0,82270,60645,68790,117140,85178,91387,26661,35114,35080,17042,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232300000,0,4992700,89869000,183510000,108930000,264600000,102170000,132250000,113750000,83733000,45324000,46378000,30924000,25878000,0,53305,1282200,975980,820010,641920,509650,590790,241610,250700,258170,85632,58440,54660
70604000,0,0,2350000,11820000,3921400,15170000,7217300,6586900,5500500,2881100,1532500,9369700,1090500,3163800,0,0,29882,56832,34974,37972,27697,30300,9468.1,16492,11806,15301,0,14976
814390000,14068,721710,463640,5838400,2637600,66131000,27838000,31920000,250050000,168200000,106150000,82955000,42858000,28616000,0,16585,8147.4,29450,18692,173100,152650,170190,505460,561930,413880,180890,165100,85845
59466000,104810,119670,2608100,3283300,1163800,9755100,3454200,3390600,6032900,3250500,2070100,8668700,7232100,8332500,0,0,0,0,0,23136,18833,15004,13933,10668,9867.3,18345,22988,33861
35330000,0,690460,0,0,0,1389800,463800,808770,5529900,3395500,2351600,13387000,4064500,3248200,0,12141,0,0,0,0,0,0,0,0,0,0,0,0
28175000,0,403370,0,3726900,2125900,4625400,1627700,1734800,4763500,2283800,1752900,2486600,1265800,1378700,0,0,0,0,0,0,0,0,0,0,0,0,0,6132.3
14431000,0,0,0,0,0,3105000,1070500,2166200,4450700,1441400,2197300,0,0,0,0,0,0,0,0,0,0,0,10061,0,10405,0,0,0
8086200,0,0,0,0,0,3559600,2076200,0,1327200,1123100,0,0,0,0,0,0,0,0,0,0,0,0,0,3672.5,0,0,0,0
263380000,0,45477000,6000500,22441000,14437000,52726000,24286000,27997000,37653000,19602000,12343000,0,259300,159060,0,544190,99106,133780,147350,118930,122840,99269,111640,146280,160700,0,0,0
10573000,0,466320,619750,0,0,0,1480500,1622700,3631700,1620100,1131900,0,0,0,0,8199.7,0,0,0,0,0,0,0,0,0,0,0,0
34259000,0,8735900,763270,2140500,789540,6418700,2612000,1179200,5182600,3776900,2327400,332650,0,0,0,170370,0,0,0,11133,9226.9,0,9097.3,8592.6,8495.2,0,0,0
119110000,0,0,0,0,0,3605000,1322300,1972900,17995000,13370000,9330700,35176000,23445000,12896000,0,0,0,0,0,11799,0,18812,50288,53278,45469,46499,69438,53416
2233000,0,1267000,0,0,0,965980,0,0,0,0,0,0,0,0,0,22279,0,0,0,0,0,0,0,0,0,0,0,0
31745000,0,631000,1331800,4826400,4959300,3021000,3095300,4917200,3795100,1896300,1379500,1332700,0,558950,0,0,18943,20346,21641,0,17128,29971,10353,10667,10809,0,0,0
101010000,19744,0,0,0,128950,0,0,0,0,273660,341060,47753000,27026000,25471000,49021,0,0,0,0,0,0,0,0,0,0,97858,68494,100800
10349000,0,0,0,0,0,0,0,0,0,0,0,3955400,3376300,3017600,0,0,0,0,0,0,0,0,0,0,0,0,0,13422
55463000,0,1127800,0,4639100,0,9888100,5406400,5307600,7808700,4120400,2940000,8067000,3883000,2275000,0,21712,0,17678,0,29505,23468,18227,18797,16195,15652,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7128500,0,0,0,0,0,3124500,0,1232300,1227600,625450,0,694650,0,223970,0,0,0,0,0,0,0,0,0,0,0,0,0,996.22
456840000,2853.5,637260,4886800,8301100,5540900,60615000,19982000,23394000,63387000,36352000,22412000,105630000,59636000,46057000,0,17947,114780,124290,62196,125640,91267,96236,123040,111160,82634,184160,116790,103030
4886000,0,0,0,0,0,0,0,0,0,0,0,2636600,1268200,981160,0,0,0,0,0,0,0,0,0,0,0,0,0,4364.2
24353000,0,886890,0,0,0,1936300,839430,1084400,2784500,1320900,837120,7919500,4077900,2666300,0,0,0,0,0,0,0,0,0,0,0,0,0,11860
5885400,0,0,0,0,0,0,0,285880,1632600,516310,657050,1176200,678280,939090,0,0,0,0,0,0,0,0,0,0,0,0,0,4177
91394000,155490,0,334040,853490,820070,9849200,2457800,2954000,6650800,4249500,1903700,37039000,18745000,5381000,100980,0,0,0,0,17305,31683,0,30490,23286,30930,39843,41613,69723
384480000,0,2660700,6402600,26860000,14185000,68542000,31066000,45581000,83465000,63479000,41622000,0,478810,133790,0,0,103580,187850,133000,118750,153690,154730,154140,233250,142050,0,0,0
149890000,0,790170,4031600,5191900,1613600,31254000,6524100,7646600,23219000,12077000,6047900,29826000,11772000,9893900,0,26893,97040,21136,0,55272,39827,41980,46241,38988,27314,38112,34797,32627
12778000,0,0,0,0,0,0,214290,0,2149800,1272300,696530,5152400,1821300,1471300,0,0,0,0,0,0,0,0,0,0,0,0,0,6544.1
2575900,0,169630,0,0,273140,505890,296400,294570,0,518640,320960,196690,0,0,0,0,0,0,0,0,0,0,0,0,0,394.13,0,0
6897700,0,0,0,0,0,0,0,0,0,0,0,2652400,2241100,2004200,0,0,0,0,0,0,0,0,0,0,0,0,0,8914.7
5781000,0,4802100,0,0,0,0,0,0,0,0,0,0,978950,0,0,0,0,0,0,0,0,0,0,0,0,0,3167.7,0
111850000,0,4391000,4289800,12629000,7954700,29796000,14647000,15633000,12820000,2361600,5169500,0,1170000,993150,0,139300,28948,49429,42504,46919,63003,42032,21353,32834,19020,0,0,0
234380000,25796,9779900,0,686820,995010,4598200,1958200,2929900,30366000,21928000,12881000,61482000,49863000,36889000,0,0,0,9581,0,14183,14677,18751,57340,30809,62654,132430,175940,170230
31729000,0,0,0,0,0,0,0,0,1191100,0,365070,8932800,10076000,11165000,0,0,0,0,0,0,0,0,0,0,0,28984,28961,42216
6690600,0,0,0,0,0,0,0,0,0,0,0,2616700,2361100,1712900,0,0,0,0,0,0,0,0,0,0,0,0,0,7618.7
9004600,0,2353100,0,0,0,0,0,0,987720,0,0,3350300,1226200,1087200,0,41376,0,0,0,0,0,0,0,0,0,0,0,0
3045300000,0,30459000,71230000,222130000,110480000,457380000,200280000,257660000,674170000,523990000,338570000,74115000,52506000,32346000,0,252140,965860,989570,730340,1076400,1028800,1030500,1442500,1680200,1662600,200640,174730,225270
16898000,0,11741000,0,0,0,1250700,0,0,956340,673220,2276200,0,0,0,0,207410,0,0,0,0,0,0,0,0,9807.2,0,0,0
15782000,0,169180,544940,1024300,340860,5529200,1698300,1452000,2812300,1175400,1035500,0,0,0,0,0,0,0,0,0,0,0,0,0,4893.4,0,0,0
76518000,0,1595900,982440,3649000,1529700,12554000,3442200,5772100,3161400,3877300,2061500,24087000,7994700,5811100,0,0,0,21557,0,40045,22513,32693,17918,18757,14381,15891,15715,19492
468190000,0,1427700,1586600,3258100,3458900,24509000,7381000,10441000,36829000,25653000,17348000,165500000,91497000,79302000,0,29783,38890,44998,34795,66433,56315,59072,82509,93598,84969,282470,288800,274610
11200000,0,0,0,0,0,0,0,0,567560,206720,218520,5730100,2835300,1641800,0,0,0,0,0,0,0,0,0,0,0,0,0,7302.5
41719000,0,0,1558300,3840100,732340,10408000,2174300,4004100,10456000,4576600,3968500,0,0,0,0,0,0,0,0,12664,14147,14096,23070,14831,14343,0,0,0
8474700,0,0,0,0,0,0,1259100,1743900,2458500,1524000,1489200,0,0,0,0,0,0,0,0,0,0,0,0,0,7037.4,0,0,0
37829000,0,3470700,336130,1718900,1134800,6533800,2016800,2434200,6510500,5364700,3650900,2987500,0,1670300,0,0,0,0,12531,14633,0,14882,12464,14795,14291,0,0,0
226750000,0,970210,6028300,9956400,6340200,27451000,9687100,11909000,68687000,49687000,22102000,5755000,3501600,4675700,0,23469,113300,36336,39353,49414,39169,34188,119630,117080,172430,0,0,0
13463000,0,3710000,257630,0,823990,2552100,1273800,1220800,0,2153600,1471600,0,0,0,0,65236,0,0,0,0,0,0,0,0,0,0,0,0
4787600000,3593,41007000,120500000,313760000,188570000,730070000,399770000,453770000,598570000,399400000,280110000,603250000,392820000,266020000,0,545490,2116200,2194300,2108200,1389400,1452200,1307500,1219200,1319400,1276800,1238700,1415000,1252600
25030000,0,0,0,0,410470,8390100,2648900,3640100,4411700,0,0,1973300,2429800,1125500,0,0,0,0,0,23293,0,11558,10028,0,0,0,7808.6,0
105980000,0,0,7226000,13081000,5894700,17181000,4623100,7656900,3834500,2390300,1827200,23248000,14400000,4622000,0,0,0,0,0,0,0,0,0,0,0,43067,37945,29656
21344000,0,0,182160,0,0,9899800,3040800,2583700,3241700,1281400,1114500,0,0,0,0,0,0,0,0,0,0,0,0,0,5266.5,0,0,0
127090000,0,12838000,0,831430,0,9285700,4815600,973800,14609000,8269900,5603200,30811000,19939000,19119000,0,70930,0,0,0,58139,34400,0,69824,50281,33324,71604,95002,79050
3043200,0,0,0,0,0,0,0,0,0,0,0,897490,881750,1263900,0,0,0,0,0,0,0,0,0,0,0,0,0,5621.9
57126000,0,69763,1389200,9219900,6025900,7915500,3788700,5296900,11591000,5373200,2568000,1772900,1043200,1071000,0,0,0,0,0,15985,0,19782,29806,19086,0,0,0,0
21662000,0,3102100,154100,750300,1088300,3412100,2646900,1845100,4380200,2105100,1309800,136410,512140,219250,0,54657,0,0,0,0,0,0,0,0,0,0,1546.5,0
