Intensity,Intensity 1_Bl,Intensity 2_test,Intensity 30_1,Intensity 30_2,Intensity 30_3,Intensity 35_1,Intensity 35_2,Intensity 35_3,Intensity 40_1,Intensity 40_2,Intensity 40_3,Intensity 45_1,Intensity 45_2,Intensity 45_3,LFQ intensity 1_Bl,LFQ intensity 2_test,LFQ intensity 30_1,LFQ intensity 30_2,LFQ intensity 30_3,LFQ intensity 35_1,LFQ intensity 35_2,LFQ intensity 35_3,LFQ intensity 40_1,LFQ intensity 40_2,LFQ intensity 40_3,LFQ intensity 45_1,LFQ intensity 45_2,LFQ intensity 45_3
150320000,0,13245000,0,0,0,25255000,11195000,13736000,35144000,23738000,18746000,6508800,2750200,0,0,274000,0,0,0,47042,52584,47856,70004,91114,67208,0,12322,0
414820,0,414820,0,0,0,0,0,0,0,0,0,0,0,0,0,7294.1,0,0,0,0,0,0,0,0,0,0,0,0
2503400,0,543870,0,0,0,0,0,0,1257900,701660,0,0,0,0,0,0,0,0,0,0,0,0,0,2294.4,0,0,0,0
4365900,0,0,0,0,0,0,0,35021,0,2006300,2324600,0,0,0,0,0,0,0,0,0,0,0,0,0,10985,0,0,0
203430000,0,0,4549900,15585000,8405900,46767000,10317000,33374000,23903000,24655000,18605000,9627000,5536100,2102200,0,0,55110,81866,43966,86592,57946,110010,62728,52864,63615,0,31832,0
6028600,0,71984,0,0,0,1459600,0,0,2307300,1339000,850780,0,0,0,0,0,0,0,0,0,0,0,0,0,4020.5,0,0,0
2474500,0,0,0,0,0,0,0,0,0,0,0,1095200,661220,718030,0,0,0,0,0,0,0,0,0,0,0,0,0,3193.8
8413500,0,0,0,0,172770,0,0,0,561730,810160,489460,3321500,1762100,1295700,0,0,0,0,0,0,0,0,0,0,2744.2,6224.3,0,0
105600000,0,22963000,0,0,22600,20530000,14669000,11801000,15470000,9842000,8308400,1240300,404970,352010,0,428900,0,0,0,37420,71303,52074,34392,23665,35848,0,0,0
9474200,0,0,0,0,0,0,0,0,0,0,0,4913300,2191400,2369600,0,0,0,0,0,0,0,0,0,0,0,0,0,10540
8176400,0,0,0,0,206510,523730,0,367460,835160,592430,409560,1773600,2387700,1080200,0,0,0,0,0,0,0,0,0,0,0,0,0,4804.8
94250000,0,482550,5355100,15521000,10448000,19083000,6934200,8428100,12591000,6978600,2559700,3052600,1471500,1344600,0,0,63152,55425,42738,25291,29789,33033,32896,31323,27939,0,0,0
6986900,0,0,0,0,0,3456700,1356700,2173500,0,0,0,0,0,0,0,0,0,0,0,0,0,9301.6,0,0,0,0,0,0
14352000,0,0,80533,0,0,5011700,1945600,1417400,2549000,1901600,1446800,0,0,0,0,0,0,0,0,0,10042,0,0,0,0,0,0,0
1661200,0,0,0,0,0,0,0,0,0,0,0,1022400,638840,0,0,0,0,0,0,0,0,0,0,0,0,0,2067.2,0
23423000,0,8149700,115720,0,116310,3343600,2575700,2689700,1932500,1472500,1028300,0,705040,1293700,0,139300,0,0,0,7855.2,13049,12253,4813.3,5841.4,6718.9,0,0,0
640450000,0,7449000,16713000,42463000,21534000,219260000,83720000,106660000,61893000,32538000,24099000,12206000,8727400,3186800,0,129090,264100,199060,157850,512240,391170,494410,115430,85613,96031,28781,22669,18765
281010000,0,32089000,3333800,19337000,15178000,80734000,27705000,43448000,26224000,14973000,10409000,2076600,3375800,2126800,0,509540,78846,86722,201070,157120,142720,157720,45330,43112,36079,5979,10304,10563
46367000,0,0,0,0,0,3173600,446460,1359600,2958500,0,519970,14250000,13188000,10471000,0,0,0,0,0,22900,0,0,10045,0,0,35912,32928,29999
11718000,0,0,458640,1586200,1185500,3282700,1255600,1560300,1390500,999060,0,0,0,0,0,0,0,0,0,0,0,0,0,3266.9,0,0,0,0
59783000,0,152320,246360,4278900,3115000,4895300,2280500,1932400,11754000,9678900,7556600,6741800,3204100,3946700,0,0,0,21330,22331,9532.9,13870,5280.3,27679,33431,34760,21543,0,11535
47358000,0,0,0,397960,0,1677200,960440,839370,4822700,2583600,2505800,18632000,6736600,8202900,0,0,0,0,0,0,0,0,27168,31389,0,18090,16833,21511
6153000,0,0,0,0,0,0,0,0,1896800,392840,912770,2075500,820950,54138,0,0,0,0,0,0,0,0,0,0,0,4158.8,0,0
14272000,0,0,727110,3441100,1994000,2738200,1114400,1745400,1092400,868120,550840,0,0,0,0,0,0,0,0,0,0,0,0,0,2603.1,0,0,0
6061400,0,0,0,0,0,0,0,0,1977000,2084900,0,1999500,0,0,0,0,0,0,0,0,0,0,0,0,0,4006.5,0,0
11159000,0,0,0,0,0,1670600,576010,1174400,0,1303500,716530,2351800,1721200,1644700,0,0,0,0,0,0,0,0,0,0,0,0,0,7315.7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9735100,0,8029300,0,0,0,0,0,0,0,0,0,939060,766790,0,0,141190,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120440000,0,0,7244400,7430100,4211400,25240000,3065600,8351700,21478000,7744600,7265000,13431000,9132300,5848400,0,0,91881,31584,26920,46744,38831,25064,28701,32486,20639,48056,43554,42414
44041000,0,7284000,57030,482680,524190,9030900,3377200,5270700,9763600,4069100,4182000,0,0,0,0,0,0,0,0,21417,15601,21779,16199,0,27595,0,0,0
18212000,0,231530,1590600,4198100,2454600,5458300,1617800,2292300,0,0,368550,0,0,0,0,4071.2,0,0,0,0,0,0,0,0,0,0,0,0
363390000,54689,0,473660,674190,0,17067000,5020200,8271100,16111000,9029900,7084800,109230000,100810000,89558000,0,0,0,0,0,0,15277,26381,26647,43906,43882,226630,322140,399390
12163000,0,0,342110,1063300,0,2891700,1683400,2098000,956740,586950,967110,976930,597190,0,0,0,0,0,0,0,0,0,0,0,4570.2,0,0,0
8483200,0,0,0,0,0,0,0,0,0,0,0,4800400,2382400,1300300,0,0,0,0,0,0,0,0,0,0,0,10126,6941.4,6044.4
748260000,14652,482720,282360,770160,1081100,27988000,4230900,8032600,30280000,24077000,16034000,257300000,192010000,185680000,13866,0,0,0,35016,30024,17408,16513,43311,37482,41129,514450,613750,744170
782270000,0,25638000,22921000,50995000,21524000,163840000,71154000,94873000,103400000,71090000,47506000,52292000,31351000,25680000,0,231090,295200,275810,236620,373640,377250,441080,223370,250750,243090,107000,85542,60880
8438000,0,0,0,0,0,0,0,0,0,0,0,3515500,2227300,2695200,0,0,0,0,0,0,0,0,0,0,0,0,0,11988
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429320000,3789.8,590000,9276200,20927000,15525000,76906000,27530000,31406000,46091000,31869000,23180000,66984000,45675000,33358000,0,15617,115370,183660,176550,148520,179540,130520,103740,78876,106990,121480,122070,88961
10848000,0,0,0,0,0,0,0,0,406450,0,0,4131500,3541600,2768600,0,0,0,0,0,0,0,0,0,0,0,8819.2,10919,0
8777800,0,0,0,0,0,0,0,0,0,0,0,5843100,2063700,871070,0,0,0,0,0,0,0,0,0,0,0,0,0,3874.5
90273000,0,2610800,3928000,15082000,10783000,19987000,10396000,1611700,8584500,5298700,6131700,4598000,777240,483700,0,0,47617,123500,53116,39177,42378,0,22909,24509,27448,0,0,0
78457000,0,3588000,2870700,5353700,3116100,15256000,4107100,5650900,14969000,4162100,4405800,7050700,3897300,4029400,0,39849,0,33808,23962,27998,20168,23430,30350,22347,24520,12450,26129,21789
16987000,0,2156800,830860,1715500,1004900,3585200,1720500,1146000,1889000,2273300,665220,0,0,0,0,43800,0,0,0,6514.1,6447.5,0,0,5704.5,0,0,0,0
4951600,0,0,0,206740,0,652000,0,0,2269700,1147400,675870,0,0,0,0,0,0,0,0,0,0,0,0,0,3193.9,0,0,0
7374000,0,0,0,0,0,0,0,0,0,0,0,3705600,2130000,1538500,0,0,0,0,0,0,0,0,0,0,0,0,0,6843.1
3421100,0,0,0,0,0,0,0,0,0,0,0,1755700,811010,854340,0,0,0,0,0,0,0,0,0,0,0,0,0,3800.1
34677000,0,0,0,0,0,0,0,0,0,0,0,13246000,11926000,9505000,0,0,0,0,0,0,0,0,0,0,0,30132,33811,43467
45276000,0,139170,0,0,0,884860,404820,701340,15886000,3030400,2123500,10374000,6949100,4782200,0,0,0,0,0,0,0,0,32263,0,0,20714,23303,24250
21872000,0,0,545530,0,0,5374800,1398200,2510200,3121500,4863300,3462500,595910,0,0,0,0,0,0,0,0,0,11744,0,0,15361,0,0,0
309460000,6890.8,1733200,1369600,2993900,2793600,29835000,12628000,17531000,23254000,18454000,10643000,84738000,62205000,41274000,0,29312,28802,14937,48299,67552,56921,68513,50926,54976,56937,179130,172200,168570
89013000,110730,0,257190,3581900,518560,1388500,617570,640320,0,259870,0,37302000,19915000,24422000,0,0,0,37084,16898,0,0,0,0,0,0,57796,74602,83170
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631950,0,631950,0,0,0,0,0,0,0,0,0,0,0,0,0,11112,0,0,0,0,0,0,0,0,0,0,0,0
142710000,0,1175000,5160700,23353000,13120000,23655000,10893000,13287000,13574000,7845900,5687800,15120000,5797300,4045700,0,13573,75238,113610,98039,41660,44352,42751,20433,21969,22848,43277,30906,62269
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2343000,0,679790,0,0,0,0,720300,587000,0,0,355920,0,0,0,0,0,0,0,0,0,3717.8,0,0,0,0,0,0,0
9671900,0,0,928230,1532000,0,3168800,0,1594700,0,0,497680,1459400,264490,226480,0,0,0,0,0,0,0,0,0,0,0,0,0,1007.4
8827000,0,2639700,0,0,0,0,0,485770,2509900,1114300,754600,1154900,123630,44356,0,46415,0,0,0,0,0,0,0,0,0,0,0,0
6171600000,1524200,22329000,21682000,115530000,93874000,485450000,201940000,277340000,931070000,636960000,419160000,1410200000,900980000,653570000,475210,764010,591180,1381800,575880,1438300,1226800,1421200,2695900,2384400,2284800,2307200,1615600,1725100
163170000,0,766140,1423600,6371900,3239300,18054000,6276900,4643300,13984000,9845500,7242800,43669000,28110000,19549000,0,23475,0,0,0,9959.3,49051,0,24486,26071,9819.5,103070,119180,85697
69115000,0,345530,0,0,0,1193000,335460,498370,1947700,1142600,867470,31452000,13916000,17417000,0,0,0,0,0,0,0,0,0,0,0,60674,57716,67132
51396000,0,3042400,0,0,0,0,0,0,2230300,1140100,993160,14946000,15055000,13990000,0,0,0,0,0,0,0,0,0,0,0,0,0,62226
3087800,172760,0,0,0,0,0,0,0,0,0,0,2051700,0,863350,0,0,0,0,0,0,0,0,0,0,0,0,0,3840.2
197820000,0,0,117920,760540,406910,31200000,13615000,20591000,44397000,25060000,18230000,24736000,8955100,9754000,0,0,0,0,0,104440,82504,113760,94705,102830,77294,23044,12493,9521.7
3858600,0,0,263950,0,731840,2249300,0,0,0,366930,246570,0,0,0,0,0,0,0,0,0,0,0,0,0,1165.2,0,0,0
14846000,0,0,0,0,0,878260,415460,667280,3787200,2571900,2026100,1481900,1629700,1388500,0,0,0,0,0,0,0,0,0,0,0,0,0,6175.9
20180000,0,107150,0,0,637170,7072500,2707700,3726100,3028200,1726000,1174900,0,0,0,0,0,0,0,0,0,0,0,0,0,5552,0,0,0
26584000,0,215100,0,0,0,4157900,1400400,2569200,2747900,0,1222300,8060300,3597500,2612900,0,0,0,0,0,0,0,0,0,0,0,0,0,11622
53033000,0,0,0,601420,299040,4113700,1577200,2844500,8003500,6509300,4376200,9173900,7660400,7873900,0,0,0,0,0,13194,14256,16543,25942,28774,21585,15941,16962,14845
103510000,0,81579000,0,0,0,1894400,1793800,1327400,5428200,2422100,1883900,3777400,2388200,1014900,0,1274800,0,0,0,0,0,0,0,0,0,0,0,0
56855000,0,0,415330,535340,340550,2032500,639300,0,2937400,2313100,934030,22083000,14938000,9687600,0,0,0,0,0,0,0,0,14550,16742,14321,55506,27191,25995
10245000,0,199330,0,2513300,1475300,2984200,1169400,1320400,0,582960,0,0,0,0,0,0,0,0,0,0,0,0,0,1906.3,0,0,0,0
25639000,0,2647700,0,0,598650,9723600,2797800,2721400,2568400,1864500,990280,1109000,617610,0,0,0,0,0,0,0,0,11646,0,0,0,0,0,0
78879000,0,54472,247240,1952700,664680,16206000,7642800,12209000,15062000,9942300,7626200,4486500,2503700,282420,0,0,0,27663,12087,31935,31537,41002,38677,27718,23955,14646,14180,0
112980000,0,108670,2000500,3983300,3033100,6741500,2599500,4553600,8824800,5657100,3230700,38314000,18170000,15761000,0,0,0,0,0,0,0,0,16277,18110,18190,64775,67767,74309
28637000,0,0,513530,1025000,723080,10439000,4904600,4996700,2421300,2089200,0,1124900,0,399560,0,0,0,0,0,0,0,0,0,0,0,0,0,1777.2
13858000,0,113970,0,0,0,0,0,0,0,0,0,7907800,4151900,1684100,0,0,0,0,0,0,0,0,0,0,0,15896,13384,0
454360,0,0,454360,0,0,0,0,0,0,0,0,0,0,0,0,0,6751,0,0,0,0,0,0,0,0,0,0,0
830080,0,0,0,0,0,0,0,0,0,0,0,0,0,830080,0,0,0,0,0,0,0,0,0,0,0,0,0,3692.2
12322000,0,0,0,1176500,242470,2026900,387630,0,1481300,0,486920,3815500,1842100,862680,0,0,0,0,0,0,0,0,0,0,0,0,0,3837.2
901090,0,0,0,0,0,0,0,0,0,0,0,0,0,901090,0,0,0,0,0,0,0,0,0,0,0,0,0,4008
31308000,0,0,0,706980,0,5691300,2281700,2901700,7225700,3124100,3121000,4620200,0,1635000,0,0,0,0,0,0,0,0,0,0,0,0,0,7272.7
469080000,0,2663000,9828000,23834000,7078300,96685000,39507000,49012000,111930000,68009000,52516000,3156300,2836500,2022800,0,30459,117490,82615,23788,279120,175850,165690,305860,247860,298830,7389.5,6186.4,8107.9
10299000,0,0,0,0,0,0,0,0,0,0,0,4434300,842750,5022100,0,0,0,0,0,0,0,0,0,0,0,0,0,22338
1366400,0,0,0,0,0,0,0,0,0,0,0,746600,0,619830,0,0,0,0,0,0,0,0,0,0,0,0,0,2757
2076400,0,0,0,0,0,0,0,0,0,0,0,709500,603150,763760,0,0,0,0,0,0,0,0,0,0,0,0,0,3397.2
2910700000,18438,54701000,38637000,98452000,58954000,405960000,174310000,195560000,585130000,336290000,210710000,351780000,232790000,167410000,18543,612590,641070,648100,614470,1058000,1059900,927200,1271400,1111800,1129900,536490,551840,479860
25500000,0,0,0,0,0,0,0,0,0,11123000,0,4033600,4163900,6179500,0,0,0,0,0,0,0,0,0,0,0,13058,19427,16557
16985000,7178.3,0,0,0,0,0,0,0,728200,0,0,2065500,6357200,7826900,0,0,0,0,0,0,0,0,0,0,0,0,19886,35498
100480000,0,27296000,0,0,548230,3371600,3310600,1310500,8065800,7126400,5469500,27978000,9208900,6791800,0,571450,0,0,0,6495,7695,0,16046,0,0,12273,11978,13205
823780,0,823780,0,0,0,0,0,0,0,0,0,0,0,0,0,14485,0,0,0,0,0,0,0,0,0,0,0,0
101060000,0,234280,0,0,0,0,0,0,0,0,0,39977000,25989000,34864000,0,4119.5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93323000,0,0,0,0,0,0,0,0,0,0,664280,36064000,24949000,31645000,0,0,0,0,0,0,0,0,0,0,0,77076,97150,119520
143740000,0,406000,0,0,0,18027000,5286900,10973000,21882000,15449000,9120000,31409000,21550000,9638600,0,15771,0,0,0,54569,32588,59692,42799,43198,35003,49160,39287,69214
380550000,0,2553700,8006600,33412000,20111000,79573000,34764000,48964000,57736000,37054000,24157000,18190000,7952800,8075100,0,87473,115420,231820,310000,139620,146340,158620,93871,85278,79788,14878,43799,9225.1
40885000,0,99894,0,0,0,2061300,736240,935930,5168100,2611300,1868300,12284000,8622600,6497600,0,0,0,0,0,0,0,0,0,0,0,0,0,23831
19158000,0,0,362810,0,342910,7206700,2039500,2006500,2984200,1867200,581250,989660,402690,374920,0,0,5963,0,0,19198,9285.8,6727.7,7184.5,5549.2,0,0,0,0
71891000,0,1893100,589720,2703400,1708900,4202100,2365400,3505600,8478700,7066800,4593300,15185000,10326000,9273400,0,0,0,0,0,22606,19617,16314,17143,18721,22382,26433,33212,29534
6093600,0,0,0,0,0,0,0,0,0,0,0,3315900,1242300,1535500,0,0,0,0,0,0,0,0,0,0,0,0,0,6829.7
20524000,0,12338000,0,90406,0,173380,682050,323830,2011100,2798500,1548200,96577,408200,53920,0,184540,0,0,0,0,5406.1,3350.2,5968,11516,12787,0,0,0
60287000,0,71065,691610,1402400,470710,5234800,2574800,3559600,9185200,5974500,2170500,13908000,7833600,7209600,0,0,0,0,0,18689,0,0,15332,14357,14236,0,0,0
269360000,27554,30845000,1957000,17671000,10321000,54150000,23866000,28060000,46543000,29141000,14930000,7021700,2905500,1925600,0,527550,28597,108970,104000,141050,120290,115920,97718,70630,60487,5986.6,12724,0
22139000,0,718730,818490,5871400,2333100,3478000,2011000,0,3322100,0,1168700,1799600,0,618110,0,0,0,0,0,0,0,0,0,0,0,0,0,2749.4
9323100,0,0,110860,450170,163680,3111700,1001400,1183700,1662800,1060700,578000,0,0,0,0,0,0,0,0,0,0,0,0,0,2731.4,0,0,0
284600000,9132.2,1840900,12927000,27207000,13048000,48517000,19944000,24671000,45463000,30322000,16370000,22903000,11589000,9784100,0,59625,202730,116760,69400,106820,96359,88322,74482,85660,67110,60542,76182,81180
150490000,0,5069100,1511200,4468000,1738600,5736000,3255300,3341600,16457000,10640000,7943300,48866000,25717000,15748000,0,88573,25165,19812,0,24708,20545,0,31754,35662,21553,84753,105090,66911
11793000,0,342620,0,0,0,1712500,608330,1197700,1950500,854280,550630,2641000,1375900,559320,0,0,0,0,0,0,0,0,0,0,0,0,0,2487.8
4059200,0,0,0,0,0,0,0,0,644560,483800,0,1718800,860210,351820,0,0,0,0,0,0,0,0,0,0,0,0,0,1564.9
80685000,0,0,0,0,0,0,0,0,417800,0,0,45876000,22034000,12357000,0,0,0,0,0,0,0,0,0,0,0,86460,76954,54771
168980,0,0,0,168980,0,0,0,0,0,0,0,0,0,0,0,0,0,839.11,0,0,0,0,0,0,0,0,0,0
5444000,0,0,864710,1018500,338350,2482600,739830,0,0,0,0,0,0,0,0,0,0,0,0,0,3818.6,0,0,0,0,0,0,0
22985000,0,0,1103400,0,3989300,2915200,4536900,6002300,1872800,1252700,1312700,0,0,0,0,0,0,0,0,0,0,25687,0,0,0,0,0,0
185080000,0,0,356290,2822000,2303100,4055100,598470,1459400,12311000,12788000,7676200,63687000,39736000,37286000,0,0,0,25689,16119,15301,0,14462,21344,46979,37804,102880,148810,131670
12866000,0,0,0,0,0,2522500,934390,0,4146300,3219100,2043600,0,0,0,0,0,0,0,0,0,0,0,10773,9922.9,8879.7,0,0,0
3287300,0,1367800,0,0,0,0,0,225020,340460,0,0,0,753840,600120,0,24051,0,0,0,0,0,0,0,0,0,0,0,0
50684000,0,0,0,0,0,0,0,0,887640,474110,325110,17404000,17411000,14183000,0,0,0,0,0,0,0,0,0,0,0,0,0,63084
60265000,0,55117000,0,0,0,0,0,0,2292600,279760,1260600,0,0,1315100,0,968810,0,0,0,0,0,0,0,0,6317.8,0,0,0
90445000,0,24801000,0,1926400,1119600,1185400,820610,1437500,7461800,5337600,2397400,10454000,18084000,15420000,0,0,0,0,0,0,0,0,33593,36020,0,28463,46672,37659
45747000,4393.9,0,0,0,0,0,0,0,0,0,0,24681000,9791400,11271000,0,0,0,0,0,0,0,0,0,0,0,41268,46968,43035
39847000,0,0,4360000,7174700,6277000,10223000,2160000,7153700,610540,883870,1004300,0,0,0,0,0,79480,50081,35951,13646,10419,13161,0,5821.8,6624.5,0,0,0
64229000,5779.1,0,0,5912400,1394600,4789100,1676400,4198400,5338200,2180100,2399400,17014000,11534000,7786700,0,0,0,0,0,23717,6098,0,13366,0,12530,39659,32390,21361
34804000,0,0,1651200,6550800,4601000,9238100,3831100,5344300,0,1425500,1428500,0,355360,377990,0,0,0,0,0,0,0,0,0,0,0,0,0,1681.3
3661200,0,0,0,332080,0,659540,382210,512590,1033100,741690,0,0,0,0,0,0,0,0,0,0,0,0,0,2425.3,0,0,0,0
3853300,0,2944300,0,0,0,0,0,0,0,0,72847,0,836110,0,0,51772,0,0,0,0,0,0,0,0,0,0,0,0
5556100,0,117180,0,0,0,3134700,1097200,1207000,0,0,0,0,0,0,0,0,0,0,0,0,0,5165.4,0,0,0,0,0,0
381440000,0,10366000,0,0,320050,36873000,16086000,12821000,105260000,97361000,81974000,11424000,3729500,5219800,0,75473,0,0,0,69283,98545,44318,280020,356070,407690,24935,0,22859
50513000,5232.2,137700,0,891680,278650,1986200,592920,0,922770,0,190470,19710000,13625000,12172000,0,0,0,0,0,0,0,0,0,0,0,37645,43992,56087
49481000,0,215100,0,0,442830,0,0,0,0,0,0,17029000,13919000,17874000,0,0,0,0,0,0,0,0,0,0,0,35694,45750,77223
35603000,0,5126300,0,1450800,537130,5240900,1743700,2377500,9829700,2813300,2237800,4245800,0,0,0,0,0,0,0,0,0,0,0,0,0,8507.7,0,0
212760000,0,7354800,5846100,15817000,10132000,31685000,12737000,14671000,27802000,26508000,17779000,20619000,10091000,11722000,0,143180,117210,96859,89509,74322,58213,50061,65804,64874,65319,25670,30869,36860
646270000,0,9721700,15582000,42354000,26153000,142280000,61697000,71782000,76859000,50681000,35635000,56308000,35561000,21658000,0,61172,158490,190940,156120,330740,289210,356340,252880,193890,209160,149630,149050,93233
62577000,0,0,0,0,0,1317500,443320,977600,1362600,1727100,672180,26142000,18932000,11001000,0,0,0,0,0,0,0,0,0,5647.6,0,0,0,0
1121900,0,0,0,0,0,0,0,0,0,1121900,0,0,0,0,0,0,0,0,0,0,0,0,0,3668.6,0,0,0,0
522190000,0,151070000,35790000,120560000,75496000,45828000,20296000,31460000,15521000,11351000,6929200,4635400,1818400,1437900,0,0,0,0,0,0,0,0,0,0,0,0,0,6395.9
184490000,0,1290700,28143,2358200,1178200,10263000,4373300,6019400,22616000,14153000,8609400,54304000,32273000,27021000,0,60995,0,0,0,30903,126180,27603,13403,57807,24192,20240,19111,34280
15613000,0,0,0,0,0,0,0,0,0,0,0,6740500,4209800,4663200,0,0,0,0,0,0,0,0,0,0,0,13666,13775,20429
9982900,0,0,230090,2265600,995250,1842600,1299600,1539900,981670,416310,411880,0,0,0,0,0,0,0,0,0,6708,0,0,0,0,0,0,0
904650000,0,2107500,8245000,26544000,16693000,155920000,67183000,88073000,184300000,136320000,90573000,66036000,25607000,37053000,0,61726,170200,174940,140310,325970,285240,314750,370950,369650,337180,198180,286520,135620
7752800,0,1863000,0,0,0,3561300,729730,0,1464000,134860,0,0,0,0,0,32758,0,0,0,0,0,0,0,0,0,0,0,0
3759500,0,0,0,0,0,0,0,0,0,0,0,0,1789300,1970200,0,0,0,0,0,0,0,0,0,0,0,0,0,8763.3
13544000,0,0,0,1355900,0,4610600,3117900,3045300,0,0,1414100,0,0,0,0,0,0,0,0,0,0,0,0,0,6682.7,0,0,0
721020,0,78738,273220,369070,0,0,0,0,0,0,0,0,0,0,0,0,0,1832.6,0,0,0,0,0,0,0,0,0,0
2658800,0,0,0,0,0,0,0,0,0,0,0,891240,882390,885160,0,0,0,0,0,0,0,0,0,0,0,0,0,3937.2
50523000,0,0,0,0,116270,275390,0,0,628670,298160,427870,20634000,15805000,12337000,0,0,0,0,0,0,0,0,0,0,0,46084,43443,57836
186650000,165940,181390,1085500,1945000,1853300,13400000,5435300,8710100,24375000,12364000,9083000,49425000,34510000,24116000,0,0,0,14345,23923,23936,23372,23758,54393,41241,42206,107430,106560,110070
153760000,0,1377700,0,0,0,10212000,2471000,3732000,20827000,13545000,9504400,37878000,29782000,24429000,0,37683,0,0,0,12177,7141.2,9498.9,35123,31125,34674,84799,125330,116150
292170000,0,6044700,2294700,10081000,4919400,50681000,29877000,30031000,32668000,26104000,17215000,28971000,32276000,21007000,0,218080,27251,72591,44328,140930,167350,101830,53113,108090,76247,21856,48231,43678
125090000,0,2647100,1233500,3405600,637910,9997600,3078500,4694600,7182300,6913000,3537000,36209000,27110000,18441000,0,58047,34328,23082,29143,25732,24679,18139,28074,19169,18808,26957,50559,69018
350150000,0,29127000,0,506530,0,59275000,23780000,54291000,56863000,41654000,39455000,23722000,12928000,8554100,0,394210,0,4780.4,0,180070,147000,182180,130160,161960,130440,25587,20174,20322
19631000,3469.5,0,1081400,3117200,1505500,1512500,1518600,436140,1885000,1057700,858820,1998800,1928700,2727500,0,0,0,0,0,0,0,0,0,0,0,0,5947.7,12425
158740000,0,6476300,1568500,12594000,12026000,22229000,11034000,15000000,13204000,18798000,14765000,16563000,7913200,6571600,0,71834,34047,102410,132120,52504,63874,70068,31524,27895,45372,32252,20029,28709
987180000,69113,23780000,6044000,24769000,16578000,48086000,20290000,38287000,61444000,52417000,30141000,327690000,194920000,142660000,0,58624,0,122810,107910,105520,140590,39721,48062,53263,48966,957330,901860,836590
61036000,0,765550,242160,1187900,0,4566900,1208700,1294900,5968000,4403400,3188100,14296000,11635000,12280000,0,0,0,0,0,0,0,0,25359,23984,28752,25611,22187,38004
428190000,0,570330,11896000,34946000,19403000,70181000,35060000,40323000,54171000,33658000,29286000,40980000,32894000,24826000,0,48981,133720,126960,145550,156860,196810,128510,140930,150160,184890,67531,90021,121870
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696500000,9462.2,15056000,8250100,25398000,16032000,133080000,43164000,65932000,79797000,42126000,31933000,118560000,64581000,52592000,0,18897,192330,116570,141470,330820,299930,311780,169450,134230,138130,229930,218250,197760
8009900000,3618600,77895000,20335000,82855000,116700000,240680000,118270000,153080000,426370000,311400000,227290000,3149400000,1640700000,1441400000,1854300,787870,477340,544030,1214000,743770,680600,710090,1211700,1053000,1084400,6100600,6106600,5696800
38657000,0,0,0,0,0,0,0,0,0,0,0,17718000,10690000,10250000,0,0,0,0,0,0,0,0,0,0,0,32307,36678,46697
934820000,0,8267200,5483000,63919000,35954000,110670000,48712000,60232000,62809000,39431000,27202000,249080000,138390000,84664000,0,59201,164320,386670,337690,283710,309420,306440,135050,130350,109970,440010,362510,216220
25425000,0,0,813790,0,810060,3490600,1144000,1430700,6562100,4872000,3444400,0,2002000,855160,0,0,0,0,0,0,0,0,11788,16894,17960,0,6908.8,0
570630000,5951.3,17780000,5262600,13669000,5802300,103800000,38325000,54985000,66299000,35634000,28534000,93040000,57403000,50097000,0,51917,156700,121360,68280,252630,212030,201780,130680,117820,118860,205790,172110,160100
10781000,0,0,224760,943330,0,1203800,233780,296610,1364100,960130,712590,0,2532300,2309500,0,0,0,0,0,0,0,0,0,0,0,0,0,10272
12911000,0,1750800,0,0,107310,1398000,652880,884680,3591100,2442400,2083600,0,0,0,0,0,0,0,0,0,0,0,0,0,9846.6,0,0,0
1580600,0,1500300,0,0,0,0,0,0,0,0,80364,0,0,0,0,0,0,0,0,0,0,0,0,0,379.77,0,0,0
117470000,0,477750,1275900,5656800,3757400,11630000,4366000,6895400,36367000,27325000,18110000,1173400,275310,156490,0,18315,0,0,0,17232,17833,16491,84371,90584,97859,4112.1,0,0
63872000,0,157070,269410,1168000,524370,7112900,2046000,3362200,7013100,2981500,1076600,19313000,11182000,7665800,0,0,0,0,0,21092,32793,0,24507,25620,14465,17981,17505,12622
11648000,0,768320,0,0,195910,4517600,1258600,2403400,1376100,0,1128100,0,0,0,0,0,0,0,0,10613,0,10039,0,0,0,0,0,0
2960300,0,2738000,0,0,0,0,0,222310,0,0,0,0,0,0,0,48145,0,0,0,0,0,0,0,0,0,0,0,0
