Intensity,Intensity 1_Bl,Intensity 2_test,Intensity 30_1,Intensity 30_2,Intensity 30_3,Intensity 35_1,Intensity 35_2,Intensity 35_3,Intensity 40_1,Intensity 40_2,Intensity 40_3,Intensity 45_1,Intensity 45_2,Intensity 45_3
1882200,0,1882200,0,0,0,0,0,0,0,0,0,0,0,0
1661200,0,0,0,0,0,0,0,0,0,0,0,1022400,638840,0
10276000,0,0,0,0,0,0,0,0,0,0,0,5064400,2476300,2735600
18209000,0,0,0,0,0,974970,386020,398410,1094300,697040,322270,7636400,4018000,2681100
4010800,0,0,0,1209800,0,2017500,0,783480,0,0,0,0,0,0
3886400,0,395090,0,0,0,0,0,0,0,0,0,1953300,1538000,0
12044000,0,0,0,0,0,0,0,0,2238200,0,0,4218300,3430100,2157000
9323100,0,0,110860,450170,163680,3111700,1001400,1183700,1662800,1060700,578000,0,0,0
15071000,0,2460600,745600,2845800,3150400,2558200,1674300,0,1636000,0,0,0,0,0
25516000,0,0,192020,0,0,1133100,0,607530,2597600,1565200,887300,9908200,5222900,3401800
6238600,0,0,581850,1047400,794090,1500200,0,0,1975900,0,339150,0,0,0
21548000,0,6289700,293130,1410200,1539800,3966600,1903400,2687000,1158700,1344200,955710,0,0,0
2871900,0,0,0,0,0,0,0,0,0,0,0,0,0,2871900
35723000,0,0,0,0,0,1319200,408080,653710,5259800,2106400,1991000,9732200,8141800,6110700
7905400,0,0,0,0,0,0,0,0,4032700,0,0,3872700,0,0
346430000,0,0,0,0,375420,47652000,25250000,40696000,79816000,74906000,45606000,15670000,10947000,5507500
184710000,0,0,0,0,0,35968000,13539000,28076000,38536000,39847000,28510000,0,184590,50309
47609000,0,0,0,0,309930,0,0,0,0,0,782070,20975000,12453000,13089000
19857000,0,0,753040,3747800,1862600,2849800,1745400,2764800,2502700,2060200,1571000,0,0,0
4500600,0,0,0,0,0,0,0,0,0,1116300,645880,1716300,607750,414430
9255400,0,0,0,441130,590890,1450400,837430,413860,2195500,2966900,0,0,0,359280
13828000,0,0,0,0,0,0,1173500,1726200,4362000,3954200,2611800,0,0,0
7611100,0,0,162770,1815000,1783900,1385900,440390,854710,720940,447510,0,0,0,0
2732800,0,2121700,0,0,0,0,0,0,0,482780,0,0,128340,0
12041000,0,0,0,0,0,3649100,1077400,1417400,2549000,1901600,1446800,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10664000,0,0,573150,0,1962300,2128800,1202300,1471700,3326100,0,0,0,0,0
35106000,0,247230,160890,2268000,2647900,2565100,2186400,2146900,3629700,4216300,2482100,8361700,2015400,2178100
91258000,0,0,3090400,10509000,8344400,18405000,8345000,9531500,7362800,4579000,3396600,10038000,5245500,2409800
11396000,0,0,0,0,0,3358600,0,1351500,2215800,1256000,831410,1141000,810630,431560
4333500,0,768320,0,0,195910,2135300,400000,833940,0,0,0,0,0,0
24370000,0,0,0,0,0,0,0,0,11449000,0,0,6618200,3561700,2741100
57349000,0,159880,0,0,0,1698700,1626000,1652700,6384800,4962100,3479600,19052000,12906000,5427400
13612000,0,0,0,0,0,908210,0,0,6146100,4061400,2495900,0,0,0
11291000,0,0,0,0,0,2807000,897300,1462900,2842600,1979700,1301500,0,0,0
1671700,0,1671700,0,0,0,0,0,0,0,0,0,0,0,0
7591900,0,723010,480110,668750,439310,1195000,661380,701450,1140700,916900,665220,0,0,0
7900600,0,0,0,0,0,0,0,0,0,0,387760,1464200,2094400,3954200
100040,0,100040,0,0,0,0,0,0,0,0,0,0,0,0
33115000,0,194890,0,1123800,0,8984000,2837500,4734800,5272600,3580600,2221300,1709200,1444200,1012100
1511400,0,0,0,0,0,0,0,0,0,0,0,1511400,0,0
34639000,0,0,0,0,0,1389800,463800,808770,5529900,3395500,2351600,13387000,4064500,3248200
13807000,0,0,1605900,3453500,0,3707900,1645300,1813300,0,1021400,559800,0,0,0
7623800,0,0,619530,2037600,0,2604100,924780,1437800,0,0,0,0,0,0
511400000,0,8995900,2408400,11832000,6789600,25587000,14237000,15055000,45032000,30460000,16149000,188810000,91304000,54739000
16677000,0,15932000,0,0,0,0,0,0,0,0,0,745380,0,0
17604000,0,0,0,0,0,2148700,499070,394800,2229000,0,0,6312800,3335400,2684300
47759000,54689,0,0,0,0,0,0,0,702050,415190,0,13204000,15424000,17959000
151280000,0,572950,21186000,30074000,18255000,27474000,9690000,15945000,8389300,6670300,4204100,2886900,3109500,2822800
11723000,101630,0,334040,853490,820070,1947000,858420,295070,863110,717800,0,1036500,1418000,2478300
17427000,0,0,0,0,0,4261200,1095600,1197000,3684800,2266000,1668300,1771900,1482300,0
21344000,0,0,182160,0,0,9899800,3040800,2583700,3241700,1281400,1114500,0,0,0
195010000,0,70035,864150,1461900,2406300,7679600,2216600,3108200,3148000,1878100,1130200,69861000,55474000,45713000
283330,0,283330,0,0,0,0,0,0,0,0,0,0,0,0
14793000,0,0,0,0,191070,0,0,0,0,0,0,0,7496300,7105500
18196000,0,0,0,0,0,0,0,0,369780,0,356860,8185500,1907800,7376000
15549000,0,0,0,0,0,0,0,0,0,0,0,4722000,4671500,6155900
120730000,0,0,1677400,6354200,3916600,21162000,10762000,10576000,23946000,16237000,11230000,7974300,4114700,2776600
9821100,0,9821100,0,0,0,0,0,0,0,0,0,0,0,0
150810,0,150810,0,0,0,0,0,0,0,0,0,0,0,0
7515800,0,0,0,0,798410,0,0,0,3169400,1596000,1332600,0,619340,0
3042400,0,3042400,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3421100,0,0,0,0,0,0,0,0,0,0,0,1755700,811010,854340
5485100,0,0,0,0,0,0,0,0,0,0,0,1517000,3010300,957780
4059200,0,0,0,0,0,0,0,0,644560,483800,0,1718800,860210,351820
114900000,0,0,1549600,5388600,4451200,4935500,0,2467800,7000400,5015400,4213900,42178000,21675000,16021000
2578200,0,0,0,0,0,0,0,0,0,0,0,0,842750,1735400
3312200,0,0,50097,272720,1541100,0,326860,0,310940,257560,336530,94024,57032,65387
116760000,0,1261200,1149100,7298300,4258400,16669000,7432600,10222000,16843000,13128000,8892100,17074000,7281900,5253800
186690000,0,0,0,0,0,0,0,0,2273500,3738000,892840,85486000,51964000,42336000
1139700,0,1139700,0,0,0,0,0,0,0,0,0,0,0,0
45108000,0,0,0,0,0,3138900,1260500,1972400,10861000,9998000,6300700,5982900,3914800,1678900
12890000,0,0,0,0,0,0,0,0,0,0,0,4849900,4372200,3667700
6147300,0,0,190290,2342600,1616900,0,227610,63119,379180,266780,193100,589530,278190,0
4736600,0,0,0,0,0,0,0,0,1209400,968540,1043700,956870,558160,0
3145600,0,0,0,0,0,2636400,0,509240,0,0,0,0,0,0
13858000,0,113970,0,0,0,0,0,0,0,0,0,7907800,4151900,1684100
14846000,0,0,0,0,0,878260,415460,667280,3787200,2571900,2026100,1481900,1629700,1388500
168980,0,0,0,168980,0,0,0,0,0,0,0,0,0,0
46688000,0,0,0,0,0,0,0,0,0,0,0,21875000,14364000,10449000
6153000,0,0,0,0,0,0,0,0,1896800,392840,912770,2075500,820950,54138
20532000,0,0,0,0,0,0,0,0,0,0,408900,6291600,6038600,7793400
13305000,0,0,0,0,0,0,0,0,0,0,172530,7597300,3428100,2107500
9570700,0,0,0,0,0,0,0,0,0,0,0,3929600,2345400,3295700
830000,0,0,0,0,0,227200,0,0,216480,0,0,205750,90878,89692
4021800,0,0,0,0,0,0,0,0,0,0,0,2832900,746260,442570
50232000,0,0,0,0,0,9166000,5161700,6398600,10792000,7640700,5404200,2878800,1801400,989040
88588000,0,113930,573180,0,563610,2383200,732820,0,16837000,4512500,4872800,24862000,13996000,19141000
61824000,0,3443500,0,1283400,0,0,0,0,14874000,9691400,8713000,17028000,0,6789800
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8141700,0,0,0,566780,0,884760,416470,548530,1074000,1087000,759740,1887900,916530,0
138260000,0,0,6675300,130450,8740800,16816000,15925000,8995400,31265000,10114000,7713900,14624000,10209000,7054700
42409000,0,0,0,0,0,8989600,4059400,7443900,10529000,7060700,4088300,238130,0,0
12552000,0,0,0,0,0,0,0,0,0,0,0,5178300,4288500,3085100
9354200,0,0,0,0,0,0,0,0,0,190270,0,5382700,2134700,1646500
15947000,0,0,0,0,0,0,0,0,1196000,0,0,7405800,4534100,2811700
41550000,0,0,0,0,0,2933100,1186000,676350,1388900,1974800,816310,16690000,8790000,7093700
484950,0,484950,0,0,0,0,0,0,0,0,0,0,0,0
83881000,0,330970,0,0,0,0,0,0,28724000,20841000,14243000,12368000,5088300,2286300
17021000,0,0,185370,1036100,550660,1486900,714160,795000,7298700,3122700,1831600,0,0,0
50873000,0,0,625250,6207700,4311700,8470100,4436800,7340800,8476900,7081500,3921800,0,0,0
137610,0,0,0,0,0,0,0,0,46984,90626,0,0,0,0
17275000,0,0,0,0,0,0,0,0,466160,447850,0,9105000,4657500,2598400
31038000,0,1185000,0,3062600,2056800,0,3938600,2429900,8174000,5922700,4198200,70472,0,0
2147400,0,2147400,0,0,0,0,0,0,0,0,0,0,0,0
1992900,0,1992900,0,0,0,0,0,0,0,0,0,0,0,0
76142000,0,0,0,0,0,3062600,1664900,1295300,37001000,18635000,13022000,891590,570100,0
454360,0,0,454360,0,0,0,0,0,0,0,0,0,0,0
4596200,0,0,0,0,0,0,0,0,0,0,0,1751900,1245900,1598400
5538200,0,0,0,0,185890,981800,633740,635680,432420,400150,0,1344500,923990,0
25484000,0,0,0,3450800,2940600,4362000,3334200,3128700,3414900,2744300,0,1697100,0,411230
2821200,0,648590,0,0,0,0,0,0,0,0,0,1543900,0,628680
16027000,0,174200,0,0,0,3034200,1297700,1995000,3931000,2234600,915520,1596300,847870,0
2357900,0,0,0,0,0,0,0,0,0,0,0,700810,1206900,450140
94960000,0,0,150460,887290,0,0,2079600,2579300,7678200,7426300,4376400,41882000,14876000,13024000
37433000,0,0,0,0,0,873740,525640,248390,5078700,4139100,3096800,11074000,7455500,4941300
17904000,0,0,0,0,0,0,0,0,1341900,499880,0,9613000,3153000,3296700
13277000,0,0,0,0,0,3707700,1350100,2680800,0,3277800,2260100,0,0,0
198910000,0,8957000,309730,2402300,0,28695000,13714000,17062000,45763000,22235000,20294000,18810000,12325000,8347800
283820,0,283820,0,0,0,0,0,0,0,0,0,0,0,0
1990200,0,765800,0,0,0,0,0,0,0,0,0,636710,0,587640
13027000,0,0,0,0,0,705940,270050,316980,1030100,681130,649230,4501600,2833700,2038300
4051000,0,0,0,0,0,715260,534550,573340,951760,688030,588080,0,0,0
3316900,0,1076400,0,0,0,0,0,0,884270,1062200,293990,0,0,0
5792300,0,0,250080,0,0,0,0,0,0,465810,0,3405500,1670900,0
37142000,0,0,605570,2644200,1216400,4146100,1529100,2065900,945550,1114500,373190,16533000,3475900,2493000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13393000,0,0,0,0,0,0,0,0,1187700,0,0,6240900,3800700,2164200
631950,0,631950,0,0,0,0,0,0,0,0,0,0,0,0
29067000,0,0,0,0,148680,10697000,2195300,4324200,4510900,4366400,2388200,0,436650,0
64520000,0,0,0,0,0,0,0,0,4742300,3562300,1989000,13677000,27529000,13022000
9869400,0,0,0,867760,0,0,429610,770920,2754800,1346700,725590,1855100,469450,649470
1751100000,0,0,10293000,18191000,13786000,147340000,51603000,57154000,222350000,92341000,64013000,517410000,270470000,286160000
3739300,0,0,738460,1013500,624670,1362700,0,0,0,0,0,0,0,0
9262800,0,0,0,0,0,0,0,0,0,0,0,5549000,1837000,1876700
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18251000,0,0,0,0,0,5331600,1792600,2858200,3057100,2212200,1467300,0,951970,580230
175530000,0,32860,4063000,11309000,7212700,12751000,4827000,8948100,6958100,4417100,2991300,53951000,34101000,23969000
97897000,0,0,3875300,19782000,9654100,22737000,11061000,16263000,2497300,0,2900100,5870300,3256700,0
25039000,0,0,0,0,0,704390,390010,284610,2906900,2242900,1062700,8032800,5417300,3997300
4886000,0,0,0,0,0,0,0,0,0,0,0,2636600,1268200,981160
4613400,0,286930,0,0,0,741770,0,242580,1807300,798880,735960,0,0,0
7293200,0,88874,0,0,0,0,0,0,0,1010700,651850,2065200,2089200,1387400
39045000,0,270520,0,301150,0,7768400,2418500,2970100,7085200,3139300,2004600,6581500,3781000,2724800
8494100,0,0,0,0,0,1103600,0,240640,2568400,1864500,990280,1109000,617610,0
162100000,0,928220,3081100,13360000,6126100,16023000,7814300,9551700,33598000,26054000,15821000,13441000,10214000,6088300
5004600,0,0,0,0,0,0,0,0,0,312600,247090,2682700,1762100,0
5302900,0,1831900,0,0,0,781410,0,228320,1745600,715770,0,0,0,0
12471000,7178.3,0,0,0,0,0,0,0,728200,0,0,0,5340400,6395000
5714700,0,0,0,0,0,0,0,0,4616700,0,1098000,0,0,0
26495000,0,320030,0,0,0,0,0,0,0,0,0,15469000,6044300,4661700
4913600,0,884270,0,0,675860,1211100,0,533400,1609000,0,0,0,0,0
15854000,0,3847500,0,0,0,572620,0,199660,3954100,4132900,2311500,508140,221510,105610
12598000,0,12598000,0,0,0,0,0,0,0,0,0,0,0,0
5753700,0,0,0,924500,641630,0,831340,0,0,1454400,1094700,624180,183000,0
1868400,0,1254100,0,0,0,0,0,0,614310,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027400,0,0,29656,0,193880,0,545060,779430,479390,0,0,0,0,0
6690600,0,0,0,0,0,0,0,0,0,0,0,2616700,2361100,1712900
10781000,0,0,0,0,0,0,0,0,0,0,0,4724000,3842700,2214000
398290,0,398290,0,0,0,0,0,0,0,0,0,0,0,0
16340000,0,0,0,0,0,0,0,0,0,0,0,7542700,3576300,5220800
8450500,0,0,0,0,0,0,0,0,0,0,0,4777700,1900600,1772200
5128900,0,57909,0,0,0,744040,0,0,2181900,1291500,853430,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17980000,0,0,1590600,4198100,2454600,5458300,1617800,2292300,0,0,368550,0,0,0
34714000,0,0,956030,5683300,3351900,7966800,4318900,5148100,5313500,93022,1882100,0,0,0
133040000,0,352400,2815500,9198700,4722100,26063000,12351000,15787000,23996000,21724000,16032000,0,0,0
22081000,0,622750,0,0,0,0,0,0,0,0,0,8382900,8186200,4888700
20286000,0,0,0,0,1100300,0,0,0,0,0,0,5498800,5770400,7916800
3463100,0,0,0,0,0,0,0,0,0,0,0,0,1525900,1937200
14782000,0,0,0,0,0,0,0,0,0,0,0,8544200,4282900,1954500
1251800,0,293420,0,0,0,0,0,0,0,0,0,0,478080,480310
14598000,0,0,0,0,0,741800,0,0,808760,0,0,6270500,4100200,2677000
216190000,0,197540,9794200,24238000,12142000,41661000,19820000,23051000,22305000,14061000,11170000,16930000,13157000,7666800
174320000,0,0,1744700,11689000,9674400,28748000,18267000,30936000,28445000,27716000,17099000,0,0,0
20261000,2853.5,0,0,0,0,0,0,0,1143900,527130,0,9716200,4548000,4322900
13116000,0,0,0,0,0,0,0,0,0,0,0,5670300,5023800,2422300
2979600,0,0,0,0,0,0,0,0,0,0,787980,0,1592500,599160
41315000,0,0,0,0,257080,0,0,0,0,0,0,11618000,8769900,20670000
1942100,0,0,0,0,0,0,0,0,0,0,0,0,610600,1331500
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6413500,0,4357400,740480,1315700,0,0,0,0,0,0,0,0,0,0
3356200,0,3182300,0,0,0,0,173970,0,0,0,0,0,0,0
35583000,0,1681200,432030,1155900,1018000,1354600,818520,942370,0,2263600,0,16727000,5442700,3747600
2204400,0,0,0,0,0,0,0,0,1242900,653230,308240,0,0,0
1679200,0,838370,28842,0,0,0,0,0,34224,542210,0,33867,125620,76104
22837000,0,357950,304560,545940,0,1563600,0,595570,6736100,5078200,3128500,2096300,1381300,1049000
23264000,0,0,0,0,0,3870300,2036300,3486900,6337700,3667300,2600800,935110,329650,0
231530,0,231530,0,0,0,0,0,0,0,0,0,0,0,0
15384000,0,0,1028700,1825000,0,2779900,1026500,1095000,3723400,2235000,1670800,0,0,0
45782000,0,711760,770720,2484800,1738600,4301700,2412700,3341600,10076000,5177300,4021900,6487100,2857000,1400500
482670000,1176000,0,0,0,0,0,0,0,0,0,0,166090000,49554000,265850000
46561000,0,0,0,0,0,3476300,874820,1603000,5716800,3367600,2170200,19443000,6360000,3549500
335330000,0,1218400,0,0,0,3315500,1129700,0,135880000,91331000,47152000,26904000,17122000,11274000
1573800,0,1573800,0,0,0,0,0,0,0,0,0,0,0,0
2349600,0,2349600,0,0,0,0,0,0,0,0,0,0,0,0
4406100,0,0,0,0,0,0,0,0,1552000,0,0,1577100,883680,393250
28979000,0,163290,317170,1868500,1116700,6446900,3957000,1722200,7218200,5167400,1001500,0,0,0
271650000,0,1338400,2100600,8171000,3453300,24626000,12054000,16212000,87283000,50601000,35226000,12134000,10601000,7855200
39077000,0,0,935400,2292400,978380,9250900,4311100,6404300,7423000,2910900,4138800,0,0,431960
55454000,0,485990,0,2683400,1162800,5189600,1182700,3305300,21395000,11303000,8745300,0,0,0
28466000,0,0,0,0,0,939820,607850,758350,10174000,10216000,5770800,0,0,0
8268300,0,0,302680,2383500,1803800,1687100,750390,758900,410260,0,171660,0,0,0
9976000,0,0,0,0,0,0,0,0,0,0,0,4889600,3185600,1900800
7511200,0,78908,0,280500,0,2166100,849920,1083800,1393300,862180,796490,0,0,0
51479000,0,1557600,1211200,6311600,2642100,8310400,4537900,5569800,8773000,8029400,4536300,0,0,0
103780000,0,365400,5188100,10880000,5808000,5351400,1797100,9523300,6851600,36726000,21290000,0,0,0
33921000,0,0,0,0,0,0,0,0,0,0,0,15136000,9535700,9249300
4685200,0,0,0,0,0,0,0,0,0,0,0,3456700,0,1228400
3716200,0,137700,0,0,0,0,0,0,0,0,0,1254800,1056400,1267300
92479000,0,789040,268540,946910,706280,8184600,2740800,4017300,14790000,8766700,5743700,22613000,13650000,9262900
32574000,0,3131800,0,0,0,2058200,0,1117100,11837000,9063000,5366800,0,0,0
9220800,0,7684200,0,310630,0,0,0,0,599820,372080,254040,0,0,0
187070,0,187070,0,0,0,0,0,0,0,0,0,0,0,0
532050,0,532050,0,0,0,0,0,0,0,0,0,0,0,0
9087300,0,0,0,0,0,0,0,0,0,0,0,3918100,2473200,2695900
3762100,0,3762100,0,0,0,0,0,0,0,0,0,0,0,0
615060,0,615060,0,0,0,0,0,0,0,0,0,0,0,0
94150,0,0,0,0,0,0,94150,0,0,0,0,0,0,0
5586200,0,0,0,0,0,0,689330,200710,3183500,674300,838380,0,0,0
2200600,0,95128,0,0,0,0,972600,199020,33628,468260,354320,11573,34804,31314
39118000,0,0,0,0,0,4333200,1414900,1834800,8869100,5030900,2762500,8233600,3841500,2797400
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126750,0,62277,0,0,0,0,0,0,0,64472,0,0,0,0
2580100,0,0,0,0,0,0,279050,0,890230,833640,577140,0,0,0
825220,0,0,0,0,0,0,0,0,631280,0,193950,0,0,0
7102600,0,0,0,0,0,1928900,835150,0,1848700,0,676770,1164600,0,648470
1133500,0,595570,0,0,0,0,77055,0,0,460860,0,0,0,0
15480000,0,0,405670,4339500,3130100,0,1077800,1433300,2147700,1624600,1321500,0,0,0
106040000,0,265570,0,3084200,4993600,0,2378600,3154200,1283400,2063300,2733500,34980000,24909000,26197000
2735900,0,0,0,0,243950,338290,0,0,830360,593930,432570,296770,0,0
562880,0,463800,0,0,0,0,0,0,0,99080,0,0,0,0
2172200,0,0,0,94519,202760,0,651150,531680,171810,389660,130650,0,0,0
21638000,0,0,0,0,0,0,0,0,1156300,1077200,635720,8081200,7168100,3519800
15819000,7276.2,0,0,0,0,512600,0,0,0,356500,0,8359600,2885800,3697100
18682000,0,0,178960,689330,0,6014900,1540400,3517300,3526300,1946600,1267900,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30504000,0,0,371440,1704300,665850,6637900,2669000,4614200,5880000,4336400,3625000,0,0,0
12213000,0,0,0,0,0,1564100,635700,0,2920200,3985000,2779900,328340,0,0
12836000,0,0,672750,2549600,1054800,0,1160300,0,1245300,709820,730190,1998800,1318100,1395900
2311300,0,0,80533,0,0,1362600,868220,0,0,0,0,0,0,0
4175600,0,0,0,0,0,2136500,726560,768800,0,543690,0,0,0,0
48872000,0,0,344300,580470,336380,0,1058300,1434800,3513600,1599200,770490,17970000,10220000,11044000
34702000,0,0,0,0,0,6084200,1090300,2118500,10930000,9755900,4722200,0,0,0
27460000,0,0,0,1630700,0,1242600,2108100,4991900,5863000,6345300,5278400,0,0,0
10013000,0,0,0,1145700,831570,1183900,486060,826940,2027900,2155700,1355000,0,0,0
3337100,0,0,0,0,0,0,0,0,0,0,0,2196200,724970,415980
18549000,0,4837300,850730,4579500,3140100,2985100,0,1975900,181020,0,0,0,0,0
21131000,0,0,1596900,8789800,3207700,0,3625400,2396400,1052800,0,461700,0,0,0
24585000,0,0,0,1293300,694990,7351600,3171600,2708400,2183000,4983800,2198700,0,0,0
231940,0,231940,0,0,0,0,0,0,0,0,0,0,0,0
22790000,0,0,124730,772110,494080,0,0,786160,3604100,4600200,4179500,1751600,2353100,4124200
166410000,0,0,16199000,45263000,28682000,35857000,13250000,18410000,3805800,2660000,2282600,0,0,0
3458700,0,0,0,0,0,0,0,0,2252500,1206200,0,0,0,0
12736000,0,0,723180,3196500,1465900,2554000,1328800,1611700,675470,736080,444790,0,0,0
46059000,0,0,0,136330,0,10278000,5151500,7530200,7776400,7675300,5388400,1484400,380730,257000
132680,0,132680,0,0,0,0,0,0,0,0,0,0,0,0
11035000,0,0,0,0,141410,1684200,521750,887590,2923600,2617300,2259100,0,0,0
14779000,0,0,0,0,0,0,0,0,724610,671760,0,3819900,3685000,5877900
3349500,0,0,0,601420,299040,675490,286590,182020,314090,688000,302820,0,0,0
16054000,0,0,1527100,3479900,0,4427300,1031400,2666500,1320500,772770,828270,0,0,0
24353000,0,0,1166600,4213000,3209100,5550700,2015900,3609900,2103400,1682700,802070,0,0,0
7073600,0,0,0,0,0,0,0,0,0,0,0,3976200,2039200,1058200
5741800,0,0,0,0,0,0,0,0,2306800,1758400,1676600,0,0,0
46496000,0,0,0,0,0,6211800,2630600,4378400,14523000,9936600,8012500,0,411290,391850
26609000,0,0,1331800,4826400,3472300,3021000,3095300,4917200,2669200,1896300,1379500,0,0,0
13615000,0,0,0,0,333070,1142900,574450,1301200,3852400,4096700,2314600,0,0,0
8989300,0,0,1022300,197290,0,0,0,0,3175600,2826200,1767900,0,0,0
18793000,0,0,0,0,0,2784800,0,2535900,5375000,3440000,2592100,847860,612490,604770
5616300,0,0,0,0,0,5616300,0,0,0,0,0,0,0,0
4725700,0,0,0,0,0,0,0,0,0,0,0,2516900,1451300,757490
5449300,0,0,0,0,0,0,0,0,0,0,673350,4776000,0,0
8377300,0,0,0,1101800,0,831630,0,0,2464600,2203000,1776200,0,0,0
118940000,0,0,0,0,0,8250500,3291300,5187500,39693000,31606000,30581000,0,329740,0
950070,0,950070,0,0,0,0,0,0,0,0,0,0,0,0
8126900,0,273940,82451,2312100,1740000,1018700,975260,1034800,359760,0,329930,0,0,0
50809000,0,0,0,0,0,1193000,335460,498370,1947700,1142600,0,22244000,12416000,11032000
20047000,0,0,440040,859140,478370,6370500,2154600,3240600,1545200,1630600,1007900,1365000,582870,372320
4010900,0,0,0,0,0,0,184110,270060,869290,782100,483950,1079900,212910,128570
7301300,0,0,0,0,0,571420,0,317990,720690,713150,660430,2444500,1284100,589000
46370000,0,0,0,0,0,1828600,746880,1045000,4266700,3010100,1046100,11315000,13439000,9671800
139980000,0,0,655760,4494000,3664700,9450400,6162200,8206100,67616000,20832000,16570000,1162400,867480,298000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10246000,0,0,0,863060,372530,1201800,0,715600,3114200,2503300,1475600,0,0,0
1162800,0,28627,0,0,0,0,0,0,41236,776590,316340,0,0,0
9744200,0,481400,123420,1185500,713550,1660500,977220,730150,1530500,1387400,954470,0,0,0
62073000,0,86788,0,0,274970,4277700,728680,2672900,25622000,17860000,10550000,0,0,0
151390,0,151390,0,0,0,0,0,0,0,0,0,0,0,0
886200,0,886200,0,0,0,0,0,0,0,0,0,0,0,0
21809000,0,0,460310,1663500,1037100,5077100,2098600,3059900,2828100,1609500,1345100,1262700,855970,511360
3202400,0,2216300,0,0,0,0,0,0,693700,0,292380,0,0,0
3465200,0,0,0,0,0,0,0,0,2209700,0,1255500,0,0,0
11783000,0,0,24076,486150,142220,3259600,1441100,1455100,2268900,1359700,1346200,0,0,0
7293900,0,0,0,0,0,1656200,585520,964050,1763100,1380100,944970,0,0,0
10472000,0,0,0,0,0,6851300,1619400,2001800,0,0,0,0,0,0
459020,0,459020,0,0,0,0,0,0,0,0,0,0,0,0
23345000,0,0,1010600,6337300,4141500,4380900,1923000,3518300,880460,702820,449840,0,0,0
31535000,0,0,2184800,8454300,6316500,5647800,1998400,2769800,2463100,1223200,477470,0,0,0
7681700,0,0,0,290890,0,2838400,0,0,2198800,1559500,794150,0,0,0
20375000,0,0,0,0,0,4088600,956870,2451900,5815100,3465300,2801500,607670,188210,0
17545000,0,0,0,0,0,4377800,1882600,3056500,3769100,2849800,1609600,0,0,0
1444200,0,0,0,0,0,0,0,0,1073600,370600,0,0,0,0
2036600,0,0,0,0,0,0,0,0,1138700,469010,428840,0,0,0
26722000,0,0,0,0,0,2243200,663930,1033200,3218500,2180100,1443400,8134500,4155300,3649900
11379000,0,0,0,0,0,0,0,0,833840,898730,0,7152300,2494400,0
4327500,0,0,0,0,0,0,0,0,0,0,0,0,2967800,1359800
10955000,0,0,0,1855400,1789200,0,2675100,0,2248100,1969000,0,0,259300,159060
7919800,0,134870,466000,0,0,2375000,907750,783340,1973400,1279400,0,0,0,0
2618600,0,239190,0,0,0,0,0,0,0,0,0,0,2379400,0
1997100,0,611890,0,0,0,0,0,0,0,0,0,0,0,1385200
13980000,0,0,0,0,0,0,0,0,0,0,0,4606700,3900300,5473300
8496300,0,0,0,0,0,0,0,0,0,0,0,4137800,1568000,2790500
564590,0,564590,0,0,0,0,0,0,0,0,0,0,0,0
3087800,172760,0,0,0,0,0,0,0,0,0,0,2051700,0,863350
58451000,0,0,1275900,5656800,3757400,5196300,3014900,3946200,13693000,13617000,7612600,680740,0,0
1216500,0,1216500,0,0,0,0,0,0,0,0,0,0,0,0
18391000,0,5251000,0,0,0,0,0,0,5656600,4062000,2135400,1051100,0,234640
11310000,0,0,0,0,0,5874600,1639000,2494200,987890,0,314440,0,0,0
188980000,0,0,6015500,12748000,6763700,79522000,22372000,38177000,9224200,6606700,4851100,0,2694600,0
30986000,0,228220,301660,2326300,1647100,5431300,2377300,2621500,6848200,5496100,3708800,0,0,0
5327000,0,160470,0,0,0,0,0,0,2659400,1434500,1072600,0,0,0
360660,0,0,0,0,0,0,0,0,0,0,0,0,0,360660
7315400,0,0,0,0,0,0,0,0,0,0,0,3577200,1944900,1793300
6194500,0,0,0,0,0,0,0,0,0,0,0,2269500,2537200,1387800
53955000,0,0,4260600,12268000,4227100,12617000,5276900,7693000,4146800,2164000,1301300,0,0,0
101660000,0,0,0,0,0,0,0,0,0,0,0,39261000,31090000,31312000
25645000,0,0,0,0,0,0,0,0,4162600,2342400,1562700,6669100,6912700,3995100
5440400,0,0,0,0,0,0,0,0,0,0,0,3229000,2211400,0
6746800,0,0,0,0,0,0,0,0,0,0,0,3323500,1788000,1635300
4316200,0,569760,0,0,0,0,0,0,1816000,1269900,660550,0,0,0
3123500,0,0,0,0,0,0,0,0,0,0,0,1876700,886790,360070
28362000,0,0,0,0,0,2306900,466350,1229600,4765800,2329400,2345000,8293500,4434900,2190900
