Intensity,Intensity 1_Bl,Intensity 2_test,Intensity 30_1,Intensity 30_2,Intensity 30_3,Intensity 35_1,Intensity 35_2,Intensity 35_3,Intensity 40_1,Intensity 40_2,Intensity 40_3,Intensity 45_1,Intensity 45_2,Intensity 45_3
15782000,0,169180,544940,1024300,340860,5529200,1698300,1452000,2812300,1175400,1035500,0,0,0
14794000,0,84963,0,0,0,806260,469590,587600,5391300,3513700,3940700,0,0,0
7829600,0,0,0,0,0,0,0,0,267130,0,0,3351000,1932600,2278900
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8997200,0,0,0,0,0,0,0,0,1261700,900060,515720,3133200,1533000,1653500
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6822100,0,0,1103400,0,707260,2915200,1175500,920680,0,0,0,0,0,0
63841000,0,243360,525190,2397900,2763200,7449100,5883800,0,9720000,9264600,6453900,9565700,6147000,3426800
27223000,0,485660,406010,0,0,8227800,3902100,4604900,4607000,2077400,2432900,479640,0,0
64624000,0,0,935060,2395800,0,9363000,2458400,2538900,8098600,2333500,0,22481000,13087000,933500
8304200,0,0,246390,1169900,596710,1928300,1402600,1061400,818030,572720,508260,0,0,0
35160000,0,0,0,667480,0,0,563510,0,2097900,1632200,1397700,12576000,10041000,6184600
75629000,0,0,0,0,0,2321100,1460300,1673200,23045000,16520000,8687300,11675000,7074400,3171900
51370000,0,626000,0,0,0,4823400,3153700,2925500,16975000,13531000,9335000,0,0,0
62464000,0,500060,4031600,4612500,1613600,20928000,3603600,3705100,9384300,2748200,1916400,7649800,0,1770800
7945200,0,4551200,0,0,0,0,0,0,1064500,828930,1020700,0,0,479780
5302600,0,0,0,0,0,0,0,0,2726600,1311900,1264100,0,0,0
2944900,6565,377280,0,0,0,752780,446730,478320,883180,0,0,0,0,0
4853700,3469.5,0,408680,567560,450670,1512500,358330,436140,639700,347920,128630,0,0,0
34605000,0,2236400,2870700,4126200,2846900,8778200,3229900,3780800,4221000,1431300,0,1083300,0,0
4091400,0,3009800,257630,0,823990,0,0,0,0,0,0,0,0,0
95994000,0,596810,846350,777220,986940,15700000,7339900,8187500,9062700,5211400,3757900,21414000,14128000,7984900
374020,0,374020,0,0,0,0,0,0,0,0,0,0,0,0
31680000,0,4043000,2341600,1612900,1242200,5655400,2770500,2985500,3363700,2470000,1794700,1998700,842280,559910
22566000,0,0,0,0,0,0,110100,0,1392300,0,777080,0,10596000,9690500
264110000,0,2705400,0,0,0,52430000,25661000,27822000,51858000,38913000,28460000,17649000,10424000,8185600
1430400,3593,0,0,0,0,1426800,0,0,0,0,0,0,0,0
149150000,0,2389400,216690,0,0,20186000,6479800,7808100,15723000,9481200,8432300,40182000,19352000,18895000
85344000,7276.5,0,0,0,0,0,0,0,15021000,10368000,6892300,23455000,23535000,6065900
2735300,0,0,0,0,0,0,0,0,0,0,0,0,1359000,1376300
173780000,0,1171100,5928900,19720000,12902000,28465000,16781000,15714000,31291000,18514000,22698000,0,600320,0
4103900,0,0,0,0,128950,0,0,0,0,0,0,2656400,1318500,0
4558000,0,0,0,0,0,0,0,0,2511100,1222500,824440,0,0,0
3102800,0,0,0,0,0,0,0,0,208280,0,0,1923200,971320,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41313000,0,0,0,0,0,2846700,1239600,1668000,8128900,6334100,4848500,8790800,4730300,2726000
5960200,0,0,0,0,0,0,0,0,671180,0,380650,2426000,1069400,1413000
2824700,0,657490,0,0,0,0,0,0,1289100,0,641650,0,0,236430
215490000,0,439450,10353000,19833000,12883000,53258000,10715000,13093000,27169000,9230500,6083700,26006000,16001000,10422000
14075000,27554,1286500,513400,832480,341650,3748700,1666100,2100400,1679200,1085800,0,516850,0,276030
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10092000,0,0,321800,0,683650,3845300,1587300,1541300,0,1345100,767600,0,0,0
3324500,0,3324500,0,0,0,0,0,0,0,0,0,0,0,0
5403600,0,0,0,0,0,0,0,0,0,0,0,1968700,1944000,1490900
7645000,0,0,0,0,0,0,0,0,0,0,0,5582700,2062300,0
27159000,0,0,0,0,0,452000,0,203430,0,0,0,17855000,6607300,2041100
261330000,0,0,0,0,0,2986900,1190700,1152000,8447200,4069600,3317100,74968000,76033000,89164000
33199000,0,0,282360,770160,1081100,17066000,1964400,3149200,0,6992600,1893000,0,0,0
10349000,0,0,0,0,0,0,0,0,0,0,0,3955400,3376300,3017600
22950000,0,149510,1029100,2767600,0,5910000,3010000,2376400,3684000,2612200,1411100,0,0,0
14265000,0,3061100,0,0,0,3961400,1733300,0,2696100,1819200,994010,0,0,0
1548500,0,67664,0,0,0,0,0,0,1480900,0,0,0,0,0
969960,0,969960,0,0,0,0,0,0,0,0,0,0,0,0
276270000,11985,95178,0,0,0,16275000,4278700,8157300,38942000,21391000,14704000,73849000,50465000,48105000
21361000,0,0,0,0,0,0,0,0,3831100,2643700,1717100,8267100,4901700,0
780560,0,441910,0,0,0,0,239950,0,0,98704,0,0,0,0
3408900,0,0,0,0,172770,0,0,0,561730,497560,242370,638740,0,1295700
13127000,0,12932000,0,0,0,0,0,0,195730,0,0,0,0,0
330450,0,330450,0,0,0,0,0,0,0,0,0,0,0,0
964210,0,964210,0,0,0,0,0,0,0,0,0,0,0,0
73932000,0,813870,1158200,7086900,3048400,8926500,4705300,0,0,7702900,33324000,3692000,2306000,1167900
32396000,0,10058000,167940,1707100,1309300,6301000,3612300,2817600,2589400,2259300,1126100,202270,116350,129380
33183000,0,0,0,0,0,6914600,3003700,3302700,7343800,4218800,2251300,4445200,1702900,0
120160000,14328,84064,1027500,1701500,1029800,6398200,1767900,2296500,13319000,7339200,4339100,38630000,22080000,20134000
3019300,0,0,0,0,0,0,0,0,0,0,0,2459000,0,560230
183960000,0,23100000,0,370200,0,20907000,7162100,30552000,27078000,17267000,25455000,16634000,9034600,6401700
7357100,0,0,0,0,0,0,0,0,0,416800,0,2209300,1703300,3027600
6736000,0,0,390690,580240,0,1360000,341020,392960,609440,0,178750,1420700,803920,658290
4951600,0,0,0,206740,0,652000,0,0,2269700,1147400,675870,0,0,0
21708000,0,0,150330,255800,0,1971100,693500,955570,3428300,2250100,1633200,4057200,2787000,3526000
31006000,0,0,0,1035100,549560,11639000,2904900,3472500,7384300,1176700,2843400,0,0,0
10066000,0,0,407680,1931800,1452900,1746700,1396400,0,1516000,833260,0,618220,0,162850
25428000,0,0,0,0,0,4496500,2949900,2060500,4823100,3252800,3017000,2451200,1413100,963950
1128400,0,0,0,0,0,0,289700,539120,0,0,299590,0,0,0
10081000,0,0,540370,1467000,523990,2970200,1095800,1252400,1108700,557700,565020,0,0,0
2026200,0,0,0,0,0,2026200,0,0,0,0,0,0,0,0
328330000,0,0,210860,2008000,7827600,4283000,1508800,3212100,7105700,3690300,2520100,125960000,101530000,68471000
20357000,0,0,691970,1265300,0,1119500,1075900,0,2918500,1778900,1444800,4072900,2704700,3284300
4146900,0,1315600,0,0,0,1101900,0,533440,815270,0,380780,0,0,0
15490000,0,0,329320,1029900,489100,5441900,2233100,1908900,1983100,700050,1374800,0,0,0
10210000,0,0,404790,1376600,561140,4298000,1310700,1225800,456190,576750,0,0,0,0
9784700,0,0,0,0,0,0,0,0,0,0,0,3269100,3470500,3045200
7398200,7803.6,0,0,0,0,0,0,0,0,0,0,0,2326600,5063800
11445000,0,11445000,0,0,0,0,0,0,0,0,0,0,0,0
7284500,0,0,0,0,0,0,0,0,0,0,0,3660800,1992300,1631400
80793000,0,0,0,686820,995010,0,377400,457770,4660800,2871000,1019800,22601000,19582000,27541000
23352000,0,0,0,0,0,0,0,1168800,8345900,7985300,3725300,1301600,0,825080
59874000,0,271620,0,0,0,9709600,3925600,5542100,10667000,6147400,5177500,8008300,6526500,3898400
58225000,0,9502600,0,0,0,1418600,1105600,0,6401600,7126400,4796100,14998000,6372000,6504100
16017000,0,0,0,626070,0,1096300,0,723940,1908900,1316900,666570,4602800,3302700,1773200
2181900,0,0,0,0,0,0,0,0,0,0,0,1374900,0,807100
17698000,0,0,0,0,0,938050,0,0,1481200,1281700,586400,5378800,4503300,3528200
74888000,0,0,15874000,12283000,5660000,21342000,9085800,2103300,2014800,4321700,667100,0,647670,888390
1579400,0,591740,0,0,0,0,0,0,0,0,0,0,987690,0
15735000,0,0,697750,1483400,1055500,6017600,1757500,3857200,0,0,866330,0,0,0
69737000,0,0,0,0,0,0,0,0,15702000,16293000,12483000,7488500,5898500,11872000
10035000,0,895170,0,0,0,0,2076400,1477400,1258700,2637300,1195200,191960,0,302900
251420000,0,11895000,0,0,0,52688000,28608000,32329000,51681000,45376000,28845000,0,0,0
1124800,0,1124800,0,0,0,0,0,0,0,0,0,0,0,0
48652000,0,0,0,0,0,14508000,3513300,2488200,10832000,3365100,2310500,8072600,0,3561500
9082600,0,9082600,0,0,0,0,0,0,0,0,0,0,0,0
3213600,0,3213600,0,0,0,0,0,0,0,0,0,0,0,0
7745300,0,0,0,0,0,0,0,0,198160,0,0,2208300,2570300,2768600
336820000,0,1204200,721150,7967300,1936500,7891100,4912500,5085600,14709000,6581000,6715400,150690000,89966000,38444000
285470000,0,3664000,3665000,9822400,8337100,24377000,14069000,15061000,31083000,25159000,19074000,79902000,25921000,25340000
87951000,0,0,0,0,0,0,0,0,0,0,0,33613000,27429000,26909000
19014000,0,0,0,0,0,1335800,444520,0,4025200,2121100,2115900,4845300,2545400,1581200
10816000,0,0,0,0,0,1860500,372480,1131900,4420300,1268700,1761800,0,0,0
5304200,0,0,0,0,0,0,0,0,0,1166500,1010800,0,0,3126900
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34849000,0,438730,0,0,0,0,0,0,0,0,0,26227000,0,8183200
390900000,2373100,921160,1938300,2112900,2879300,5868500,2627800,1353500,9604800,6143600,2661700,189290000,116080000,47041000
9814200,0,0,0,0,0,4451500,846190,1545500,0,0,2971000,0,0,0
78369000,0,1685500,0,0,0,5021900,2694800,1064200,9776400,2796500,2540500,29333000,13605000,9850900
7680700,0,0,0,0,0,0,0,0,0,0,0,2664800,2545900,2469900
414820,0,414820,0,0,0,0,0,0,0,0,0,0,0,0
10979000,0,0,0,0,0,0,0,0,0,0,0,6822800,2589600,1566800
12435000,0,589850,0,0,0,0,0,0,0,0,0,8298600,0,3546200
5304000,0,0,0,0,0,0,548230,0,2910300,0,1219300,626170,0,0
6018500,0,6018500,0,0,0,0,0,0,0,0,0,0,0,0
71348000,0,0,3483200,11945000,6604500,21221000,0,17137000,0,6290300,4666400,0,0,0
62866000,0,0,5223300,6385300,3220000,20130000,1563600,7379000,11557000,3875200,3532800,0,0,0
3628600,0,0,193290,0,701930,0,0,710320,1013600,0,534730,381480,0,93202
27325000,0,0,0,0,0,2173300,0,1118700,4766800,2442500,5100800,7219300,2329000,2174200
26547000,0,2018800,357520,1521500,1004400,3022500,1834500,1846200,2128000,1464700,948090,6408000,3754600,238340
7219800,0,0,0,0,308710,0,0,0,0,0,0,2602000,1821300,2487700
17313000,6890.8,0,0,0,779130,0,0,255980,0,0,393980,7867800,4025400,3983900
27557000,0,0,507180,4090800,0,0,2903900,2318100,7384800,6179000,4173700,0,0,0
8510100,0,0,581970,928880,0,3377900,895940,1174500,968230,582790,0,0,0,0
5135600,0,631000,0,0,1487000,0,0,0,1125900,0,0,1332700,0,558950
6231700,0,0,0,0,0,0,0,0,0,0,0,2068900,1377900,2784900
773570,0,0,0,0,0,0,0,0,0,0,0,0,0,773570
1828200,0,0,0,0,0,0,0,0,0,0,0,1389800,0,438440
262550000,45374,46353,0,0,0,0,0,0,0,0,0,102270000,98722000,61462000
3043200,0,0,0,0,0,0,0,0,0,0,0,897490,881750,1263900
14422000,0,0,0,0,0,1508700,611320,1071000,6119400,3512300,1153600,445290,0,0
62593000,0,1326400,0,0,0,0,0,0,759390,351790,0,34399000,15387000,10369000
393290000,0,199460,8343600,27258000,14450000,68745000,28783000,10720000,77752000,38424000,31032000,23656000,40529000,23396000
19245000,0,0,0,0,0,0,0,0,0,0,0,7423800,4325600,7495500
92871000,0,1220900,4120500,9620400,4570900,9337100,4079400,4909100,6712500,3502700,2998500,22117000,10379000,9303200
179730000,0,506870,10946000,25572000,14623000,41954000,13422000,25409000,17130000,10571000,7691500,5670600,4280000,1950900
4022400,0,0,0,0,0,0,0,0,0,0,0,1950800,1089500,982070
7522600,0,0,0,0,0,0,0,0,0,0,0,4147100,2081700,1293800
830080,0,0,0,0,0,0,0,0,0,0,0,0,0,830080
10095000,0,0,0,0,0,1548200,894260,985810,3382200,2155300,1129400,0,0,0
20180000,0,107150,0,0,637170,7072500,2707700,3726100,3028200,1726000,1174900,0,0,0
12142000,0,0,194520,550040,0,2545600,1253400,1122200,3036500,1975100,1464400,0,0,0
1593100,0,1593100,0,0,0,0,0,0,0,0,0,0,0,0
15013000,0,0,0,668830,0,0,2283200,1629200,3846100,3382700,1934000,728240,541040,0
21527000,0,451590,207740,0,0,1821400,1296700,1488200,6263000,4625800,3213700,1211900,946930,0
11463000,0,0,201510,974960,0,0,0,0,3698400,3476900,3111700,0,0,0
32797000,0,3447400,0,355430,0,12086000,767140,6556800,4726500,2551200,1495100,210880,234640,366250
5817300,0,0,0,0,0,0,0,0,0,0,0,1619900,1444400,2752900
12313000,0,215100,0,0,0,4157900,1400400,2569200,2747900,0,1222300,0,0,0
8491900,0,0,0,0,0,2613300,1847900,1635400,1580400,814900,0,0,0,0
769350000,0,4621400,6196900,0,0,124150000,48732000,74425000,109080000,78668000,49559000,130370000,78625000,64920000
10099000,0,0,0,0,0,0,0,0,0,0,0,0,5732300,4366700
28388000,0,0,0,0,0,0,0,0,0,0,0,13835000,7301900,7251400
132990000,0,0,0,0,0,0,0,0,821600,0,0,59157000,33927000,39081000
3858600,0,0,263950,0,731840,2249300,0,0,0,366930,246570,0,0,0
42434000,0,0,355730,2663900,1031300,6827600,3686300,3241200,7869900,7435800,3830500,2691800,1378400,1421600
6036700,0,0,0,0,0,2364000,644050,979890,876810,604520,567380,0,0,0
11377000,0,0,0,0,0,2522500,934390,0,3251000,2868700,1800900,0,0,0
3934300,0,0,0,0,0,0,0,0,1607200,1338100,989040,0,0,0
3416300,0,0,0,0,0,0,903920,1029100,0,0,1483200,0,0,0
5294200,0,0,0,0,0,0,0,0,0,0,0,2366400,1317600,1610200
8010500,0,259460,246840,0,400420,3143600,0,1161200,832760,853210,429020,0,328860,355190
18621000,0,0,0,0,427250,1109600,590190,1451000,6880500,2036800,6125900,0,0,0
318060,0,0,0,0,0,0,45241,129990,59498,0,83332,0,0,0
579220,0,579220,0,0,0,0,0,0,0,0,0,0,0,0
19799000,0,0,0,0,0,2720400,0,2649500,3359400,3494000,1955800,3738600,0,1880900
9671900,0,0,928230,1532000,0,3168800,0,1594700,0,0,497680,1459400,264490,226480
38426000,8984,0,0,0,0,0,0,0,5583500,2375300,2256000,7985500,7137700,13079000
67193000,0,0,519570,1121100,379870,968650,256020,412190,5465900,1513900,3640500,19100000,13947000,19869000
1829500,0,1607200,0,0,0,0,0,222310,0,0,0,0,0,0
32250000,0,162690,513260,884560,841980,5252200,3941800,4932600,8756500,4495500,2468900,0,0,0
55721000,0,859690,0,0,1785600,0,4821600,0,13337000,10626000,5486300,18805000,0,0
29656000,0,0,0,672190,255860,8082900,3724200,5610500,4228100,4114900,2967300,0,0,0
2370700,0,2370700,0,0,0,0,0,0,0,0,0,0,0,0
4147200,0,0,0,0,0,2419000,861850,382190,0,0,484190,0,0,0
1717300,0,0,0,0,0,0,0,1078700,638650,0,0,0,0,0
5314600,0,5314600,0,0,0,0,0,0,0,0,0,0,0,0
3951500,0,76361,0,0,0,1192600,312550,1782900,398150,0,0,105460,83472,0
107340000,0,6494000,7510900,6978800,3309200,26894000,7903700,6905400,22136000,9452200,6018900,2350700,848330,542740
134260000,0,1175100,729360,8218500,5602900,26768000,13779000,22388000,16025000,14901000,7207500,10268000,4758100,2435900
5768500,0,0,0,1193400,649580,1706000,812820,1406700,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52700000,0,162320,0,0,0,10193000,1813500,2539200,9494200,2438600,887370,12859000,4394800,7917700
6042800,0,0,0,0,0,0,0,0,0,0,0,2811000,1864300,1367400
18117000,0,0,0,0,0,1069300,0,256030,2406000,2305200,1572000,4282800,3204100,3021400
75186000,0,0,0,0,0,0,0,0,0,0,965850,35438000,22009000,16773000
12681000,0,0,0,0,0,0,0,0,0,0,0,8856800,3824600,0
4971000,0,0,0,1975500,0,2108300,0,0,445960,441210,0,0,0,0
67792000,0,549750,0,0,0,0,0,0,2127900,2149600,1308300,31888000,16882000,12887000
86992000,0,23377000,3137700,9648500,3763300,10166000,5751400,6267100,7986400,11048000,5847000,0,0,0
1034400,0,1034400,0,0,0,0,0,0,0,0,0,0,0,0
878280,0,878280,0,0,0,0,0,0,0,0,0,0,0,0
39214000,0,36529,0,0,127850,869070,131760,341760,4716800,2791400,2052400,12961000,7688700,7496200
1198000,0,1198000,0,0,0,0,0,0,0,0,0,0,0,0
6168600,0,0,0,0,0,0,0,0,3950100,0,2218600,0,0,0
7374000,0,0,0,0,0,0,0,0,0,0,0,3705600,2130000,1538500
2810500,0,2643000,0,0,0,0,0,0,0,0,0,0,167480,0
181190000,0,97134,0,0,165650,5686400,1061900,1849000,16203000,8320800,5956600,70396000,39605000,31849000
12914000,0,0,0,0,0,0,0,0,0,0,0,6383700,4524700,2005600
112040000,0,0,0,0,0,0,0,0,0,0,0,60353000,33280000,18407000
70074000,0,0,0,0,0,9045700,2579000,5048200,6771600,5045800,3848900,21673000,10280000,5781700
59071000,0,0,0,0,0,0,0,0,0,0,0,31876000,17211000,9984100
7453200,0,0,0,0,0,0,0,0,0,0,0,4129700,2058600,1264900
41592000,0,0,0,0,0,0,0,0,0,0,0,17508000,12835000,11249000
106710000,0,141420,1001100,1368600,1308200,20075000,9383800,12660000,19938000,15063000,8430200,9324400,6028500,1989100
24005000,0,694810,635670,3338400,4230600,0,5380700,3082100,6642400,0,0,0,0,0
9344000,0,0,0,0,0,0,0,0,0,0,0,4558500,3363400,1422100
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28956000,0,114390,0,0,0,0,0,0,0,0,0,15044000,8199600,5597700
21370000,84920,644470,0,0,0,748710,627110,0,5947200,6410100,3919800,724390,1233500,1029500
6028600,0,71984,0,0,0,1459600,0,0,2307300,1339000,850780,0,0,0
3066700,0,0,0,0,0,0,0,0,0,0,552960,0,0,2513700
147620,0,147620,0,0,0,0,0,0,0,0,0,0,0,0
38842000,0,0,1389200,9219900,6025900,7589000,3788700,4709600,2946100,1805400,1367700,0,0,0
13103000,0,0,0,0,0,0,0,0,2144200,1907100,1122900,3365600,3554500,1008800
10431000,0,0,0,0,0,0,0,0,0,0,0,4156700,3519500,2754900
205860,0,205860,0,0,0,0,0,0,0,0,0,0,0,0
10540000,0,0,0,0,0,1363600,524000,1112700,4007800,3531800,0,0,0,0
6590200,0,0,0,796440,0,914790,0,0,3252400,1626500,0,0,0,0
4294600,0,4294600,0,0,0,0,0,0,0,0,0,0,0,0
615010,0,0,0,263320,0,0,160860,0,89200,101630,0,0,0,0
128670000,0,0,1316600,3158100,2776700,15078000,3635100,5175400,42902000,33585000,20658000,0,0,388990
26540000,0,0,0,0,0,0,0,0,0,0,219820,13746000,7720200,4853600
14919000,0,388610,0,0,0,0,0,0,0,0,0,3569700,6140700,4820300
11010000,4393.9,0,0,0,0,0,0,0,0,0,0,4657700,3494700,2853600
68801000,25796,0,0,0,0,3211200,0,0,9680100,5815500,4283000,19978000,17285000,8522100
6897700,0,0,0,0,0,0,0,0,0,0,0,2652400,2241100,2004200
8947900,0,0,0,0,0,0,0,0,2441300,1062300,486680,3697600,1260100,0
19306000,0,0,0,0,0,0,0,0,0,0,0,10507000,4899400,3899700
9936700,0,372780,0,0,0,0,0,0,2061700,1705000,1171000,1786100,1587500,1252500
6609200,0,0,0,0,0,0,0,0,0,0,0,4358700,2250500,0
135430000,0,0,1572000,3089800,2068500,36227000,14455000,23990000,22935000,16386000,11480000,2124500,0,1101300
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18660000,0,0,0,0,0,0,0,0,0,0,0,8552800,6296700,3810100
31405000,0,363160,467560,0,0,1431100,396130,351990,3836600,1544900,1025500,10781000,6830100,4377100
16654000,0,0,0,0,0,0,0,0,0,0,0,8487400,5106200,3060500
13955000,0,117120,0,0,0,0,0,0,4708500,3008300,2113800,1753600,1377800,875480
7313000,0,135720,1016400,1515900,616400,1605300,0,1171700,0,0,0,0,1251700,0
66255000,0,6574200,6838200,16043000,9890900,12294000,5605200,8182000,0,433340,393740,0,0,0
115070000,0,5280600,1457900,9939500,7345600,19090000,11465000,10664000,4656400,15518000,7977100,12365000,5424100,3892400
4432800,0,0,0,0,216330,3002300,1214200,0,0,0,0,0,0,0
8173500,0,0,0,0,0,0,194990,0,1211000,0,646920,3897200,1351500,871950
6679800,0,0,0,397960,0,1207400,560600,605710,1635800,1115600,813330,343310,0,0
100190000,0,534920,329190,2411100,1221700,10530000,7238100,7513600,14825000,10119000,7505500,21029000,11826000,5101500
26466000,0,324520,0,0,0,1953700,1316900,1291100,4417900,2757400,1792800,7811300,3225400,1574700
40992000,0,0,689960,1388800,390250,16413000,4204100,5865700,5792100,3175500,1928100,647940,278350,218250
20906000,0,139170,0,0,0,884860,404820,701340,4437200,3030400,2123500,3756100,3387400,2041100
38470000,0,95544,1194400,1451900,661520,0,671540,806460,2290600,1087600,1111500,14839000,9284900,4975000
5177600,105560,0,0,0,0,0,0,292700,3411300,0,0,0,1368000,0
424580,0,0,0,0,0,0,395370,29209,0,0,0,0,0,0
54170000,0,0,0,372630,155590,27302000,2004300,4094500,8602200,5980000,3601500,1041500,0,1016100
10743000,0,0,0,0,0,1461500,4124000,907230,662500,3194600,393180,0,0,0
29376000,0,327370,1544200,2906000,1141300,5016500,2962900,2358000,6669400,3913600,1425200,1111500,0,0
15037000,0,86993,1036100,838490,1044800,0,1115700,0,0,0,0,0,0,10915000
8131500,0,0,1216500,2203900,0,1932900,664270,1091000,0,538590,484330,0,0,0
5298600,0,0,0,0,0,0,0,0,0,0,0,2234600,1864300,1199700
61927000,0,186650,1275400,7751100,4624500,10140000,5264200,6915100,3702400,2423000,1573500,11428000,3915200,2728500
21401000,0,0,0,0,0,0,378310,0,2138300,1703000,983490,9131900,4219700,2846500
2961500,9270.8,0,0,0,0,0,407470,0,1709200,835600,0,0,0,0
4160700,0,0,0,0,0,0,0,0,0,0,0,1783800,1081300,1295500
26444000,0,0,0,0,0,556670,0,0,4263100,2473400,2092700,9561600,4452000,3044700
17814000,0,0,0,0,0,0,0,0,4985000,2852400,1804100,5163400,1857800,1151100
28590000,0,0,0,0,0,3957600,1364100,1429000,7035300,2517800,1802300,5941300,2305500,2237100
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9667200,0,0,0,0,0,0,0,0,374390,0,0,4100500,3320100,1872200
20715000,0,0,367510,1567600,774980,2618500,1665600,2066500,4340900,3609100,1970900,978870,452360,302570
179980000,0,0,0,0,744690,1720500,610030,1198700,16927000,6677400,4984800,62789000,47265000,37067000
16163000,0,0,0,0,3282100,0,3361400,5081600,1872800,1252700,1312700,0,0,0
19949000,0,0,0,0,0,3892400,1613600,2229100,5707000,2964700,2394600,1147500,0,0
32299000,0,0,2021100,1044800,991360,4416900,1502000,972640,3399000,0,1257600,8267200,5308900,3118000
3608700,0,0,0,0,0,0,0,0,0,0,0,1192700,1235100,1180900
11011000,0,0,0,0,0,0,0,0,0,0,0,5179100,3398900,2432700
3073000,0,0,0,0,0,0,0,0,1259500,984750,828680,0,0,0
22198000,0,0,0,0,0,0,0,0,0,0,0,5889000,7327200,8982100
2044500,0,0,0,0,0,0,0,0,0,0,0,1241900,0,802640
163500000,0,0,0,0,0,0,0,0,680480,2302000,1371800,65827000,47200000,46114000
81682000,0,1858000,0,0,0,10543000,4377500,0,16884000,9566600,6106600,16050000,8832500,7464300
429720000,0,23045000,6044000,19584000,12012000,44177000,18905000,35857000,50105000,43896000,24253000,70376000,45470000,35999000
6042100,0,6042100,0,0,0,0,0,0,0,0,0,0,0,0
158100000,0,0,5807400,22873000,14103000,22391000,10840000,14232000,13905000,13906000,7218600,18310000,9836000,4675300
5217000,0,0,0,0,0,0,0,0,0,0,0,0,3625400,1591600
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18089000,0,0,0,3433200,5861300,1484100,1383800,0,1965700,1016200,1183700,1032700,313020,415240
28175000,0,403370,0,3726900,2125900,4625400,1627700,1734800,4763500,2283800,1752900,2486600,1265800,1378700
8952500,0,1992900,0,764490,0,0,1280400,0,2027000,1627400,1260400,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5257300,0,0,68789,1294700,1667900,0,1101600,0,411470,712750,0,0,0,0
23932000,0,0,0,0,0,3935100,3395800,2616100,6467400,5206700,0,2017400,0,293920
97239000,0,385300,947620,2640400,2239900,14771000,5889700,458040,12162000,13766000,5140000,15054000,11296000,12489000
2575900,0,169630,0,0,273140,505890,296400,294570,0,518640,320960,196690,0,0
385910000,6272,89129,0,1520100,7636500,0,635470,1860900,3175100,2501300,1967700,205410000,91335000,69773000
15443000,0,0,0,1926400,928560,0,820610,1437500,2856900,1736600,1274500,2194100,1807600,460250
1446000,0,934990,0,0,0,0,0,0,511000,0,0,0,0,0
189310000,0,0,0,0,0,0,0,0,37779000,25781000,7841600,54365000,38682000,24862000
1016700000,0,0,0,0,231190,45388000,20971000,31429000,169420000,141400000,89300000,246490000,173740000,98279000
29656000,0,0,257190,3581900,334690,1388500,617570,640320,0,0,0,17224000,3205700,2406800
37290000,0,493390,670520,2624100,1376800,4850400,1346600,1878600,4325300,3084600,2147600,8144300,4034200,2313700
12911000,0,1750800,0,0,107310,1398000,652880,884680,3591100,2442400,2083600,0,0,0
76818,0,76818,0,0,0,0,0,0,0,0,0,0,0,0
92249000,0,0,1984100,10493000,7088000,16760000,9671800,11996000,14759000,11157000,7256100,731940,351210,0
13412000,0,0,637770,943330,0,9348900,599670,0,1160200,722260,0,0,0,0
18131000,0,0,0,0,0,3905600,1072100,2100100,3121500,4863300,3068800,0,0,0
8048100,0,0,570070,1677200,754550,3201700,734350,683310,0,0,426870,0,0,0
3291200,0,40537,31142,565000,0,509900,471400,456780,435060,603110,178290,0,0,0
4305000,0,0,0,0,0,0,0,0,0,0,0,2336500,1117300,851240
40716000,0,0,378430,1206900,920400,3392000,1225000,1682200,3500000,2852400,1675500,9916800,8402100,5564100
1464100,0,964720,0,0,0,0,0,0,0,499340,0,0,0,0
6623200,0,162480,0,0,0,0,0,0,1127100,0,0,3626600,0,1707000
52227000,0,0,3414400,12464000,7294600,11034000,6174100,7535800,4310100,0,0,0,0,0
63135000,0,1029800,3050600,13894000,7756800,11345000,5377700,8239300,3858100,3255100,2332900,2255100,740380,0
12815000,0,0,0,0,0,0,0,0,580470,0,0,4712600,4382300,3139900
7145800,0,157070,269410,1168000,524370,1636200,0,929400,1589700,871660,0,0,0,0
7839100,0,0,0,0,0,0,0,0,768870,705130,241830,3260600,1765600,1097200
23211000,0,0,0,0,866440,0,0,0,0,0,0,7831300,6572900,7940300
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3046900,0,0,0,0,0,0,0,0,0,0,0,1131300,810270,1105400
8012700,0,0,0,0,371480,2565000,0,0,2182500,1738000,1155600,0,0,0
5801000,0,674320,0,0,0,1531800,801400,609530,0,528580,529720,1125700,0,0
337910,0,0,337910,0,0,0,0,0,0,0,0,0,0,0
513420,0,513420,0,0,0,0,0,0,0,0,0,0,0,0
28985000,0,0,0,0,0,1052300,388760,507760,8447200,5716600,4432800,4170000,2232100,2037700
