151002_ig_TpFL20_1_1,151002_ig_TpFL20_1_2,151002_ig_TpFL21_1_1,151002_ig_TpFL21_1_2,151002_ig_TpFL22_1_1,151002_ig_TpFL22_1_2,151002_ig_TpFL23_1_1,151002_ig_TpFL23_1_2,151002_ig_TpCL21_1_1,151002_ig_TpCL21_1_2,151002_ig_TpCL22_1_1,151002_ig_TpCL22_1_2,151002_ig_TpCL23_1_1,151002_ig_TpCL23_1_2
6941956.771,6786761.71,5162245.812,4922004.155,7497192.424,7346643.527,4162100.262,3917453.335,5757417.188,5503259.141,2034775.523,2134720.26,5220874.902,4705074.266
2916483.977,2863529.664,1788644.767,1865300.708,2643513.004,2677528.011,1466195.184,1371255.718,4093276.059,4085691.625,3132422.9,3457762.214,2361078.585,2178040.107
453993.8429,329414.3305,219162.8912,228458.9519,433345.1182,376134.0603,214014.3017,242612.7523,345378.0816,296466.2148,80885.63709,81333.69695,278336.2779,273225.7035
1767214.746,1644044.896,1351911.781,1480700.198,1882234.647,1849833.646,1191765.381,1265204.869,2438532.468,2434324.365,2315971.91,2549260.676,2111097.206,2096861.011
4802854.587,4746403.694,3355374.193,3596051.739,4608811.839,4262948.091,3073101.206,2988185.495,3132015.762,3111022.858,2725169.662,2763520.211,2594693.423,2522041.487
43223324.13,41444556.84,31077693.26,32008076.53,47816035.41,47641132.26,28444221.56,26986354.68,59067827.64,57059189.32,50062551,52990985.31,56893705.94,54298102.54
7930472.284,7833511.952,6258074.039,6173882.054,8310048.629,8362899.211,4050928.861,3908843.403,6266410.823,6171455.532,3084387.844,3394568.36,4858871.904,4566725.017
4008961.286,3400893.175,2828137.113,2313087.781,4264533.089,3545843.464,1636026.475,1462412.651,2220235.066,2036858.647,2012872.592,1891594.552,2193729.847,1752202.339
1201588.076,1227663.773,855894.1452,893731.6418,1450350.896,1464002.616,810306.3059,823862.825,1591550.014,1647218.993,1532928.17,1560774.258,1596291.366,1619843.417
10778774.31,10266511.48,7279469.824,6397872.586,12143423.44,11055149.58,6310947.058,5961049.964,14155681.87,13138880.43,14019564.15,13863753.63,10647220.75,9812398.204
2598511.586,2428526.727,1439696.087,1343029.308,2648327.229,2385887.643,972192.217,836436.7324,1671963.55,1553193.748,985931.8865,951368.8512,1241739.989,1162276.613
16926263.23,15929970.41,11695281.97,11013300.37,17153576.19,16310572.38,7717212.668,7033146.285,9943867.295,9528500.533,9366983.452,9583106.014,8085955.893,7359642.063
257585.087,264306.8009,241612.7396,208651.0726,293233.9256,274667.9084,211605.752,210604.7417,262548.7508,244948.6022,63988.57711,83584.891,246068.3487,217999.6025
5250329.984,5215045.851,4080323.766,3861498.625,5629399.248,5651434.293,3614905.586,3460909.002,4285175.013,4198933.161,2157714.754,2394473.452,3723902.274,3442335.376
559136.4489,555279.3053,325988.8258,340418.9936,735587.4275,709682.0688,268342.9866,223979.3026,461177.1037,423475.9657,158018.2633,160550.8241,371373.2034,380914.4563
7285031.656,6822514.044,5000929.991,4676878.302,7634734.536,6917825.26,3470417.333,3036073.047,4240184.533,4283124.886,4246206.434,4572341.369,3072220.396,2853074.325
129506.0861,101792.9517,59158.92437,46447.09954,172747.3624,142299.2751,54590.66878,35397.78863,141185.5449,128139.5153,134893.103,121712.4468,115003.7626,108020.0832
1119515.109,1090721.84,766556.5034,875676.9961,1093187.614,1212962.859,894201.0203,928007.5302,1025053.199,1054697.231,244302.872,274124.4135,998476.9375,983055.5956
6347862.497,5943914.981,4780490.557,4810868.968,7664218.216,7330176.107,4693743.499,4522059.128,8016365.876,8145799.573,8300932.283,9445599.282,8334083.351,8058577.328
1486758.834,1455009.633,1169732.419,1107614.999,1541302.487,1661302.887,674257.3434,688777.066,1196951.896,1169616.938,611145.8997,666740.4064,854451.1789,772858.4171
4045360.468,3631993.472,2611248.618,2466740.829,4658033.814,4272682.944,2312554.519,1997197.105,3331217.937,3262895.573,1085761.033,1111894.003,2900324.426,2535469.833
16769544.24,16141041.44,12606365.2,12397714.62,18439479.85,17979020.74,11058140.44,10351360.31,14051720.93,13853355.93,5591910.664,5873259.254,12889893.37,12186455.1
7513562.331,7507749.379,5411311.986,4899315.48,8405942.674,8530903.395,2987071.26,2869027.08,4180805.827,4230651.989,4997841.029,5016009.999,3069982.267,3121234.269
24316575.35,24447990.34,14671517.23,15301400.28,25195126.41,25062217.38,22701767.69,21131579.64,19029304.42,17878436.45,10888841.47,10978936.39,19863015.14,19166079.99
27420165.02,26680876.1,21048056.05,20161382.43,29137801.04,28658956.95,16754917.21,15828022.2,19171824.77,18690406.64,13908807.04,15120429.95,17973817.98,16318358.66
672235.6953,694441.7785,526844.9939,501257.3412,575068.2764,638174.4826,461032.856,460244.9479,444992.4904,441429.5647,376685.6418,418593.0586,453383.8948,378823.7288
9343996.885,9059966.88,7321787.703,7692583.563,11357888.17,11119935.13,6860790.221,6625506.237,11879326.26,12297197.63,12746608.67,14317923.7,12185481.27,11218985.71
3369596.589,3291772.559,2162092.274,2218349.672,4115871.698,3736758.045,2264352.265,2080232.026,4432251.259,4214936.987,3857387.809,3806672.545,4389936.706,4149330.924
1926994.698,1806013.227,1130424.489,1020256.669,2024713.906,1889555.075,1269463.651,1139600.267,1969114.18,1896357.973,2186264.243,2317138.31,2370973.85,2199471.063
20664103.08,19424511.26,14573381.35,13966397.71,21645362.35,20329636.48,13701695.67,12842743.28,18431223.38,16958055.23,6182274.633,6152392.16,15694392.39,14392793.84
1064915.083,1151161.499,988555.5227,991800.0737,1275243.794,1292841.554,847776.1376,866906.3465,995753.1623,997792.3068,497341.0264,488750.0707,965128.9311,891157.5522
2289951.099,2094140.635,1244606.897,1180422.481,2011822.761,2107985.274,1354872.205,1227689.664,2720956.023,2609631.02,2358536.834,2272637.164,2237141.392,2188274.113
2932736.555,2944895.306,2326118.188,2142881.58,2967844.157,3005066.784,2271624.563,2047776.505,2615292.95,2533592.284,1040431.893,1123844.782,2313884.224,2206971.429
7257891.773,7186220.331,5967250.593,5615426.695,8218016.932,8262682.782,5699956.098,5504347.66,5444755.98,5457197.709,3989058.702,4251982.287,5617546.995,5392389.72
314022.9672,345025.0482,211986.0057,213070.306,333720.97,340639.8893,213098.3799,186307.5083,289413.9039,262302.6902,99967.16756,70713.80206,252337.4592,247555.112
1307178.294,1164527.23,851461.6814,696606.2095,1409233.759,1235345.685,781602.1551,652802.6018,1612379.66,1382836.529,1412610.674,1395546.745,1468226.531,1246609.41
3375224.06,3215413.731,2697108.114,2480619.422,3503857.074,3487188.614,2774686.425,2615976.36,2962440.474,2918947.372,1230652.786,1323328.837,2924456.796,2637621.757
381949.2514,401829.4827,293171.3285,309318.0036,415661.3793,443445.3567,236811.4729,243596.8613,241947.0069,292482.9717,237020.4478,259991.6187,241444.0112,220443.0212
351245.6062,291220.1682,142156.0599,109759.468,393099.0791,341343.3732,87455.81572,68335.12644,350016.8356,281388.0556,313254.8905,260081.6848,290687.8835,232482.2199
781132.2027,800880.572,589985.5706,641723.5993,817829.8916,820210.7087,534609.1464,544549.8694,601444.2096,591854.2843,431799.2027,446974.75,547039.8703,487319.2408
2300577.975,2155741.809,1463724.727,1352118.532,2747207.36,2430176.898,1393078.886,1237109.789,2809358.135,2671345.232,2772570.446,2628502.22,2466388.66,2338580.309
1647849.909,1707644.681,1314721.019,1350783.461,1945566.045,1972982.873,1335012.42,1295674.469,2248178.365,2389632.275,2030071.752,2219334.52,2380163.209,2309445.722
9293508.229,8663395.625,6676513.892,6218244.579,10460741.83,9787159.274,5299960.135,4822162.727,6211725.9,5740242.308,5105075.414,5071923.82,5869911.24,5433755.316
634187.7069,609939.1578,409284.2588,361539.415,743262.8723,709162.5893,331432.9159,276572.8705,720193.6141,673890.4801,752117.1167,703614.346,726334.1668,588753.5208
637664.4566,627424.4602,540989.3078,543001.1042,719361.0731,741299.3191,489383.997,507440.5914,544534.0135,601045.1498,302251.0274,290502.9906,550329.0357,478472.6179
3759197.469,3736504.051,3233521.813,3026752.896,4214182.385,4272688.036,3316402.407,3138079.478,3619790.185,3576409.256,1189266.945,1325286.409,3747290.257,3410349.076
1286661.534,1246523.355,983935.041,802450.985,1319329.465,1258569.371,689070.4936,622470.18,786802.4298,724916.4907,724996.4241,806214.7803,772628.4403,653468.3705
976316.9733,969531.6435,765683.9322,763349.5995,1061786.476,1013837.899,706842.2451,684023.3045,621305.1127,628228.8747,655249.6209,708625.7772,654083.4568,599905.1887
9240332.433,9064376.329,7749745.213,7446546.89,9244699.007,9165113.551,6935919.811,6775824.114,8941802.466,8416817.04,2404589.619,2592590.667,8511406.478,7881589.192
6230304.213,5855446.682,3867764.237,3700669.626,6612333.238,6286336.247,2836263.564,2529201.491,3824386.905,3647142.36,3449360.231,3448413.298,3121880.782,2817971.818
4011051.632,3757371.188,2003062.895,1834405.867,4307875.81,4163073.966,2274088.801,1961571.081,4296261.537,3985072.39,4107775.135,4098995.289,4273804.867,4075161.286
23075861.18,21849717.14,17407878.81,16216856.44,25225171.14,24010891.69,15188805.02,14006623.21,18197453.97,17035576.18,9011630.054,9160575.037,18920154.65,17074195.88
4136062.199,4134804.095,3682649.311,3470943.238,4719695.959,4707192.279,3215567.481,3226963.097,3434894.359,3387880.32,2391444.41,2467814.134,3171039.617,3095559.807
769426.4819,771298.3128,509263.331,438285.4008,893677.3117,915517.6514,388365.9106,342697.9106,680877.9461,696961.9794,208145.0265,215894.8412,511888.2963,495463.7195
258770.8146,274126.2034,226176.9161,216617.8484,339958.685,345486.639,205549.5564,206378.8291,356686.9211,343202.5782,352456.2683,407479.825,375001.9893,335595.9143
776946.0501,788506.355,620523.5292,673028.7066,859809.3407,928115.3851,456479.9018,459071.1137,618888.0174,610404.9928,453862.4607,503975.8809,492483.4062,451120.7053
2660070.206,2568910.534,1999023.263,1749682.219,2832330.324,2890240.634,1581360.57,1460845.34,2085664.96,2054649.1,1050191.148,1073774.156,2055290.072,1817055.295
7319733.974,7185877.518,5194112.431,5524405.706,8171254.55,8183497.653,4705115.207,4544380.08,4949767.785,4673085.927,4864498.019,5022082.68,4675106.399,4246335.399
24113.79034,30738.1434,22042.18987,22295.77448,22935.95234,27764.40718,20538.2872,21723.25518,14003.06363,21348.43599,18845.84436,21629.04969,19213.82676,16172.77918
2711588.308,2539083.473,1950817.357,2024137.146,2900254.211,2839125.268,2127418.242,1979764.518,3523717.919,3384761.672,3324027.436,3433809.105,3322470.717,3063984.299
992272.6994,1038521.609,825860.9499,830123.7278,1100418.163,1113924.147,858539.0355,821014.028,928401.6565,953592.4555,375010.7411,382290.4544,954066.0064,940983.2834
15470872.92,14876699.52,10345854.09,10005907.29,19062154.81,18906529.35,10003606.94,9001245.224,9633842.51,9193395.486,10040823.33,10386648.12,10616412.82,9718439.123
347486.6192,307476.9994,198478.2309,183243.6112,397272.2907,355249.8874,198015.0161,174085.5323,402550.0423,387183.2172,381105.5191,381207.7081,334242.7407,287398.9438
28466564.97,27610147.51,18622172.16,18641297.12,33213024.06,32755871.42,17798588.36,16827250.29,34144639.13,32458572.18,34700084.98,36705846,30164686.04,28131534.6
4214307.217,4031619.522,3615798.019,3527311.346,4437579.002,4135248.452,2872734.595,2418302.748,5719782.394,5188342.213,4978098.165,5182604.248,4914947.404,4502110.91
7120034.848,6531075.915,4811327.471,4542565.946,8699594.26,7815174.552,5893672.806,5346353.4,5424495.798,4999289.669,2484945.591,2481114.194,7671403.105,6911236.829
480553.9034,423706.2399,337489.0691,343653.1005,602534.9961,519225.4399,239271.9589,225575.4678,354565.5943,373051.217,225554.2017,197337.7231,352920.3577,293577.9711
1569398.912,1614171.801,1102770.305,893470.3808,1916922.715,1660819.539,762140.2036,669379.3579,1296302.922,1222803.945,530577.6208,420049.7347,1230010.93,1098210.832
2481687.823,2414035.548,1754979.067,1621715.087,2906847.224,2705615.461,1538079.928,1387054.334,1866063.786,1787969.664,1214037.458,1211661.29,1865339.717,1668645.076
2354864.238,2300979.206,1879378.955,1982130.243,2925023.411,3057028.969,2479214.285,2377259.541,3879671.862,3876041.228,2732892.482,2963250.623,3678796.975,3596407.098
5615436.048,5404635.913,4469677.524,4233927.486,6439853.668,5978270.703,3673075.872,3139236.009,3630876.974,3490692.535,3867339.207,3784817.095,3741994.599,3556055.376
1931129.057,1720705.211,1230226.732,1145299.153,2469937.086,2424794.838,1006208.924,878973.495,1718715.735,1720530.323,815046.362,845842.0582,1156810.615,962649.7983
276799.7932,259010.2871,293013.7599,258326.6323,292223.5163,310678.2458,227497.5182,250670.4967,238217.7417,250198.2605,171166.2806,193410.8517,234330.2352,216218.8568
2195587.544,2102869.879,1150201.743,1056046.13,2764364.891,2537018.783,882013.7952,821229.8007,2722206.265,2582182.817,1802207.066,1761814.167,2227836.868,2050548.977
11373511.08,10729103.35,7205230.909,6695364.45,14321237.86,13590441.96,7566634.955,7258666.907,12677507.23,12248807.91,13091555.42,13389721.31,13917805.4,13535412.55
2062497.87,1978820.626,1712745.847,1692125.055,2320654.493,2413473.21,1907204.064,1810191.423,2919636,2866907.604,2593806.17,2976140.149,2783157.255,2550452.38
13545782.56,13154054.93,10093823.16,9147033.998,15812564.29,15087045.76,9483140.588,8715990.105,12398241.6,11422338.68,6131012.26,6519564.566,10091845.43,9189059.55
88551960.96,85851314.17,66782087.17,63156174.54,98329694.75,95035206.58,61057929.25,59023634.1,76998152.88,73423927.07,37365124.3,40295069.73,71850274.93,65187541.62
864521.1388,846578.9437,633344.7963,603406.5924,935301.603,938218.8321,763682.4969,740497.653,656000.5927,630723.5113,580093.5486,615374.5481,642465.4894,610892.004
1811606.883,1790198.845,1660586.452,1612312.974,2094796.571,2102721.874,1534302.391,1453774.34,1555865.593,1512629.416,1075197.017,1192147.286,1569230.095,1474015.054
498286.734,458670.8754,315419.4044,303323.5489,567815.2243,551844.7176,279921.6143,238971.7109,419381.2765,360181.2073,161322.0506,156050.9302,409164.6998,359286.4925
5619707.624,5722439.114,5188579.643,4881862.291,6191307.466,6410501.16,4423052.172,4405594.081,3696048.989,3782964.792,4388043.43,4687924.867,4378695.102,4086084.888
144617.6177,150664.436,103378.368,115793.6771,136769.7704,138391.8598,119041.7526,128223.3535,130696.7248,134194.9834,61351.1853,75761.80431,128288.6617,104479.3736
1743171.2,1421549.345,876639.8624,763817.1687,1757948.975,1643898.905,709547.742,514353.2321,1838284.354,1577220.932,1431994.298,1412276.462,1513740.09,1354178.696
13828633.43,12559008.99,9181693.313,8617448.201,16006819.53,14743444.55,7667578.528,6783265.309,10486021.23,9471254.39,7032998.876,6965410.429,8965437.663,8181762.275
9281429.6,8921402.972,6722056.295,6262289.778,11354500.44,10764239.66,7394839.451,6671770.035,11646521.17,11625522.93,10868823.41,11645112.12,11930629.42,10803948.48
1046043.67,951641.4401,592106.8049,553352.2227,1386702.984,1367770.558,589550.6404,509206.1469,876512.2903,844132.6255,504925.3063,503455.4039,625221.0333,592290.6161
7317450.358,6860355.073,4411155.571,3654617.543,7979189.752,7232255.659,3141791.827,2634650.631,8151782.175,7547489.458,7675263.353,7424430.428,5602467.746,5261230.737
1402621.653,1400631.314,1270810.908,1256091.119,1537665.526,1548763.62,1225321.139,1247848.899,1194020.657,1102318.055,909860.5818,959810.19,1294377.061,1116141.467
1304232.573,1123652.726,837858.1578,741785.8675,1664491.263,1414537.276,736383.3073,665164.0164,1616829.015,1538823.35,1210832.053,1163358.262,1600850.126,1310107.617
13296567.13,13154523.66,10870860.6,10405512.33,15465654.16,15546957.45,10192164.84,9933253.344,17068160.91,17308986.3,17501003.24,17619334.71,16277859.77,14859523.35
278899.945,269463.8867,188605.5165,217663.2589,298471.4956,315082.1186,205788.204,213845.7386,245261.1661,236538.9004,166554.0732,205787.2347,178284.1686,143732.2873
43288663.68,40799075.02,33586473.69,31033966.85,52681872.27,49911308.84,26696948.9,24761921.05,29036234.85,25422325.6,29785232.38,30648386.66,30602695.67,27443390.35
18732168.12,18494553.2,15283445.86,15347706.72,20791785.36,21301266.21,14143833.34,13029549.57,22612484.75,22188031.05,23619369.95,28221326.76,22277546.02,19796538.65
2142765.123,2135724.85,1614034.58,1560466.818,2672272.393,2660381.935,1476147.028,1496642.875,2080026.642,2092320.207,1081783.052,1190360.356,1439565.928,1415301.714
5137796.935,4835073.517,3608467.345,3373839.719,5652070.022,5645917.591,3286550.572,3016935.077,4710880.979,4501855.963,1644440.496,1697506.165,4222906.774,3903911.142
10045225.92,10034005.32,7023854.595,7026590.112,9955191.225,9649187.901,6173497.343,5742477.574,6448816.317,6225632.782,6640987.07,6683149.508,6067971.426,5938108.969
288530.3877,293503.5643,178553.2635,188467.2775,331863.9917,334685.5159,203937.4866,183787.7968,255694.4486,270775.9562,123387.3642,116769.432,218052.3898,204395.5111
1632995.596,1583830.653,1257805.674,1261317.077,1877941.699,2011633.571,1170680.602,1164981.667,1603589.193,1578824.643,614215.2074,678253.2337,1426312.987,1319167.902
4518392.268,4179996.852,2967502.507,2718866.494,5307895.605,4929387.723,2424486.317,2210272.291,4112307.465,3777198.723,1339396.082,1237738.131,3555988.934,3228025.162
212369.7069,202253.0392,157027.6329,154088.0585,252258.4489,260477.0507,152240.1688,152502.8254,173029.8497,196686.6867,135773.7914,148979.5295,129858.9507,121058.8476
3544671.214,3316959.195,2389089.746,2297025.28,3732740.801,3642521.307,2094166.943,1955757.346,3054931.102,2967771.354,1337657.975,1414578.294,2476301.773,2388583.552
73215764.72,70741916.59,54710084.21,51294369.92,83627649.57,79880603.26,47451190.82,43553072.03,64425501.67,61922385.81,32687426.47,33982699.27,55344942.12,51119958.42
15192680.15,14601630.41,10590600.22,10042485.16,16703873.21,16705845.59,10770385.29,9951643.597,10511365.23,10135958.89,11033682.99,11171565.71,9487953.152,8361545.219
23783000.88,23028386.06,16289609.89,16008307.92,28725163.5,28462725.57,13320915.9,12911177.96,16451032.83,15919936.7,16051647.1,16997232.03,13804148.97,13121434.78
3381862.965,3227865.733,2131455.829,1912482.807,4456162.579,4429634.43,1907575.652,1789703.948,4678275.107,4266828.122,3597938.179,3559686.216,3417904.405,3035395.595
1412170.875,1183645.105,669586.94,620492.2758,1451520.109,1330941.938,621840.253,563864.119,1326044.257,1140706.395,1209068.183,1221702.214,1464321.945,1177821.469
12770520.1,12053722.47,8680536.69,8414553.486,14775832.24,14318877.8,8252955.508,7774847.208,11237739.65,10989175.2,4825103.588,5047287.853,10527814.99,9370555.619
8132425.916,7761079.338,5622099.043,5214362.225,9785550.052,9819990.919,5332374.054,5171616.562,9384257.826,8895630.584,3032762.291,3344236.395,5075093.073,4413225.625
39065031.53,38039678.66,30350417.43,30485593.55,44389738.61,44147809.84,26698630.95,25359589.11,35397410.14,34474225.27,17562913.18,18701993.43,31317576.43,30049977.13
16432779.65,16086561.57,13539345.5,13354740.5,19652472.58,19877650.1,11757167.61,11600229.18,12958669.03,12642065.52,10777416.49,11051070.78,12693522.02,12244162.15
802113.2228,791649.9459,651745.1163,598281.008,913460.9091,926404.7857,553364.8063,544789.3882,618354.3746,641447.02,461823.0851,555245.8111,601965.4193,550324.3103
5047508.872,4616125.404,3140071.061,2950758.159,5923358.337,5494675.474,2719632.756,2530711.585,5532378.875,5203191.862,5221715.955,5765801.621,4932196.621,4690698.63
6572044.662,6541040.284,5874683.293,5384524.426,7020512.347,6794531.227,5881936.805,5679280.133,6566365.605,6065755.804,3166951.793,3389141.932,6217395.155,5632860.114
2133698.123,2114702.179,1603705.662,1348328.114,2382028.979,2320705.544,1241579.254,1107686.863,1785339.602,1750338.183,955396.5831,1033391.126,1509047.299,1391736.124
2243289.271,2299755.577,1722217.623,1657159.847,2317318.808,2285720.502,1747659.732,1594296.553,1791682.177,1694881.688,1239804.745,1351329.018,1852100.569,1683876.901
501575.8155,475961.8351,427987.5755,449172.0399,541764.6142,558222.1465,402859.3837,417982.8312,442913.7039,440232.1494,244183.1448,320072.1719,453226.9348,424943.3551
12314208.72,12096519.6,9422936.265,9419074.649,12773711.92,12593684.9,8474640.2,8296320.144,15202723.64,15156370.95,13019429.54,13704405.67,14703830.36,14235859.64
3270771.423,3076832.624,2585834.329,2329721.068,3325153.259,3161399.12,2091197.401,1996497.615,2763223.996,2628821.742,1339612.725,1398645.765,2718859.754,2452453.499
33738262.82,32799398.21,27536102.19,27817351.39,42689236.25,41593781.33,29388705.16,27900487.88,32285592.87,31019950.88,19313511.08,20771902.65,30870758.02,26846860.93
509748.5206,569268.5982,426963.6599,475049.8338,538421.756,627410.7036,443298.3571,418657.8759,485412.3079,551838.7811,242870.4673,275388.524,527500.374,413343.1185
9135155.581,8518270.886,4874623.47,4350084.072,11166097.86,10489349.7,3891381.909,3186015.542,9906304.89,9281561.981,9182208.492,9360958.994,7445991.121,6446241.049
1472173.164,1514740.373,1361889.686,1272803.754,1853286.59,1753611.467,1118842.937,1090081.572,1336866.747,1202265.959,961482.4231,1091704.505,1204654.68,1100649.62
18711475.18,18745389.78,14193264.91,14616205.85,18704606.78,19430002.63,13203713.29,12622711.67,23513891.03,22172545.99,23065756.11,24076052.71,18400234.91,18267806.3
13509125.11,12494179.19,10438943.73,9134480.528,13789055.21,12562905.24,9105200.745,8207908.257,10129665.77,9578922.451,7246714.795,7172758.719,10585439.06,9380193.817
358281.4256,324397.8396,255136.4543,268643.562,366089.316,340256.4059,263160.1244,248810.883,448281.0892,483229.8613,348014.08,412818.7346,370512.536,379486.4737
52702405.46,48575809.28,28904586.96,28001836.34,53199874.01,49423948.55,18257956.6,17309061.84,30096742.02,27896810.9,31710731.29,31037120.93,23625927.43,21884620.28
3596131.532,3460418.31,2177474.769,1960226.996,4192688.005,3741719.093,2217273.685,1892014.159,4231802.458,3931618.515,3477538.429,3485422.633,3705379.872,3666039.588
5681734.435,5248188.959,3371732.995,3150965.471,7147063.924,6332456.048,3523736.04,3255460.057,7075728.031,6393007.631,5566412.282,5379496.805,6589075.573,5553767.243
58924450.38,55139507.92,35588868.64,32809816.82,70531591.91,65417846.8,26434268.56,23616575.73,64661361.01,61248984.72,59434986.59,59993769.08,52994567.72,47285396.88
10256021.84,9794637.807,6772346.088,6205839.85,13004538.62,12793410.76,7242040.157,6758570.133,15824075.87,14868268.29,9438010.963,9747223.684,11330022.2,10533757.56
16112698.48,15768944.96,14547993.66,12944105.85,16850852.4,16755739.5,9231804.499,8621379.067,13289500.71,12344769.11,10676855.73,11190395.36,9912502.407,8821132.406
210167.7933,204324.6363,166034.3176,171437.8218,236096.8666,234212.5171,169992.1589,161644.0595,165943.0472,178808.8441,113238.7747,128535.3077,195901.9042,174864.2541
2404294.346,2324146.531,1757560.536,1722585.962,2345186.054,2311155.906,1649247.762,1659767.452,3171516.332,2987555.952,2530089.767,2829011.106,2428550.316,2189044.574
329633.717,318394.8658,197711.4701,196579.1922,346285.5348,323475.9573,158915.5368,176270.6432,249968.9723,260340.1856,123085.3295,122901.8183,235181.8372,236739.2771
33601726.15,32287924.68,20864888.69,20777218.82,38339243,36850195.35,18311951.16,17685082.8,37381456.82,36025008.7,36319049.08,36092516.57,32097152.77,30787350.76
3969023.283,3771012.483,2692563.854,2675127.46,4337940.845,4289816.25,2599777.471,2433345.265,3393163.865,3436589.31,1867667.502,2078629.99,2852823.755,2620329.054
85163225.11,80619089.57,57509782.82,56537657.93,97769451.11,92447119.55,55135185.9,49963675.88,74287123.93,69995915.87,38866413.73,39447800.09,65864061.95,60121744.3
5498318.446,5405273.044,3493591.657,3578306.49,6932220.634,7279614.643,3834536.13,3702252.355,6642675.779,6439174.01,5853953.911,6154126.031,7098381.709,6260290.81
401640.3722,414864.1426,319779.9089,329023.4488,436303.7704,422920.0509,350645.0043,282271.747,342185.0336,312625.1801,285917.2938,316119.409,293918.8008,257603.3896
9211003.955,8681700.453,5719960.031,5102417.279,10715706.93,9908281.227,4815019.929,4222108.875,8283004.138,7608466.024,3103611.608,2935331.174,6989719.229,6102440.326
5042731.358,4896903.789,4118168.315,3999127.209,6044616.894,5930419.795,4428616.071,4112368.875,4455661.665,4470979.212,3071587.726,3380377.426,4304812.464,4136915.404
3110659.876,2978510.62,1927437.224,1933860.344,3643240.467,3608192.862,1650836.174,1458459.219,3108617.394,2899840.175,3352330.258,3760363.045,3180617.708,2776355.992
230937.4234,225934.2108,164035.1616,158283.4287,293845.6023,256298.8792,154914.3978,135241.0868,300601.3576,288660.6806,250466.8236,228109.2104,263615.4536,242351.423
48315629.14,47102313.94,37130770.65,34094202.83,59543579.97,57792887.2,27839289.51,25273533.35,54529941.93,52782666.05,55593470.15,56201833.69,53005236.3,49447867.74
13900616.7,13258720.58,8658315.074,8257787.602,19987570.34,18837204.36,6779472.986,5817605.336,15103736.22,14408275.26,15848044.39,17367868.46,13069704.76,11740441.9
1175990.135,1211621.158,990111.7161,979705.5804,1339849.957,1320658.662,973175.4751,949635.3149,915224.9153,913577.7335,856248.8287,875544.2633,979734.5104,945798.9996
386695.4652,328139.7493,232217.9629,215890.2825,479020.1063,487889.7154,214080.2191,214607.1203,431543.0504,388572.4425,366788.6163,384473.6886,450215.0423,404200.6109
704261.5741,643125.4398,562871.8584,587788.0083,650969.6882,635807.4982,481698.6188,488350.7336,395265.3598,433594.2266,531225.7075,520361.9041,530493.6799,490467.9339
340203.9058,321174.9758,212622.8014,212754.0495,315953.1651,322386.098,214652.1225,197704.0014,269573.3958,299515.698,112069.0365,126809.8228,270630.2415,247054.6476
65473916.4,68676518.17,49149366.59,55791718.27,69463700.85,73573816.27,52128260.95,48112353.04,77030800.99,71329292.47,84314816.67,91136538.37,76092567.78,73443607.31
38501618.86,38928621.49,28692275.87,27062505.58,44244671.73,42980838.09,25897916.42,24323460.72,31099139.13,30687137.37,23291384.06,24555725.72,27884844.05,26150291.86
1301102.33,1310679.338,1105412.842,982313.2181,1568448.049,1485782.088,965450.4126,865562.5716,1173382.987,1042603.531,756306.3401,778426.1404,1131125.29,1000555.602
2165220.508,2235839.476,1743242.221,1749112.655,2471043.464,2611989.423,1721760.103,1680167.349,1984304.187,1918645.21,1279739.499,1370070.446,1892039.114,1717948.286
2789442.68,2548582.97,2250338.472,2048268.114,3424687.632,3246422.367,1548142.935,1492379.535,3390507.822,2942483.835,2937121.266,2955448.518,3352816.845,2924007.39
4547418.618,4530071.511,3732614.55,3851501.551,5434084.136,5670694.295,3795384.427,3605782.285,3666600.75,3691296.837,3345755.301,3752078.446,3761945.371,3344079.961
15973712.68,15408176.96,12282744.8,12424074.98,15545650.73,14654181.7,10947805.86,10643000.84,11166440.19,11063502.7,9647541.463,10594537.86,12557747.73,11540862.49
2567917.056,2513122.47,1847014.322,1803399.987,3296855.096,3273194.965,1780133.503,1638431.307,3138043.284,2986762.332,2965505.779,3098145.567,2954279.295,2740994.816
12294581.37,12162928.68,10786972.34,10346730.3,12486079.32,12741965.7,9493152.635,9109044.949,9580562.838,9341164.87,8826422.38,9492048.653,9273199.298,8833032.063
288763.5047,294446.5617,234089.0538,247296.8718,312650.3247,323145.0403,231457.2535,233120.0134,245755.7346,269289.382,153912.7156,170828.8144,281223.6181,243152.9572
2334340.87,2322893.375,1577403.426,1507796.847,3078682.344,2890495.112,1710866.449,1387018.922,2584549.577,2562206.095,2674056.293,2545598.918,2907279.111,2690054.539
234346.9973,231898.8473,158926.9526,165518.3947,253017.2191,289637.2838,161717.2144,150331.2362,194239.7807,178850.6817,143222.8194,151684.1812,143149.6293,186518.0918
5375268.46,5339142.898,3848227.341,3846983.121,5966891.387,6135195.01,3367537.378,3191894.211,3693883.122,3420695.193,3788382.037,4125597.753,3581942.003,3535593.823
761452.9473,782855.6473,707873.205,632841.0547,793174.047,773023.3056,686774.0226,690216.6866,719223.9252,640173.4253,421616.198,507440.1357,762438.5253,681075.1903
