151002_ig_TpFL20_1_1,151002_ig_TpFL20_1_2,151002_ig_TpFL21_1_1,151002_ig_TpFL21_1_2,151002_ig_TpFL22_1_1,151002_ig_TpFL22_1_2,151002_ig_TpFL23_1_1,151002_ig_TpFL23_1_2,151002_ig_TpCL21_1_1,151002_ig_TpCL21_1_2,151002_ig_TpCL22_1_1,151002_ig_TpCL22_1_2,151002_ig_TpCL23_1_1,151002_ig_TpCL23_1_2
8606770.328,8106944.834,5921164.051,5480787.31,8487023.337,8298153.313,4424238.041,3927417.086,5950967.714,5717203.896,5428854.628,5748718.386,4628932.6,4202367.246
667654.0497,663126.6294,514073.4404,467083.779,765259.8855,707351.1786,518503.3137,486317.3887,552643.1866,563697.4073,361340.2387,382519.9986,608461.3648,517493.9954
8211060.511,7762307.393,6300880.053,5745258.959,8310161.042,8102540.031,5586939.81,5337404.949,7559652.38,6940482.496,3514229.017,3634310.453,6836630.293,6335669.184
2015286.447,2064150.751,1549476.711,1577311.123,2489954.45,2448590.71,1339603.849,1280191.158,2092282.479,1987238.09,824663.9219,898337.3648,1737364.839,1646981.371
2788136.946,2735217.549,2546677.153,2492694.232,2836054.058,2858591.809,2226473.37,2200298.977,3848308.929,3652139.588,3427172.619,3590876.481,3124266.151,2896105.538
5334345.634,5288392.785,4157219.58,4122389.363,7312271.867,7168316.634,3780330.47,3711513.071,6927790.479,6682321.216,6818977.353,7264648.673,5657935.294,5458703.017
2917970.887,2929476.43,2459873.497,2297427.792,3190932.824,3305823.787,2365517.447,2299145.132,2474714.048,2467363.767,1783376.707,2014152,2569136.862,2321512.684
396393.3825,377960.6426,331729.9489,323270.4029,404947.9166,451840.8782,239222.2581,214036.0856,269384.5933,276886.2096,308708.285,321883.9355,207973.9315,258221.3
510594.2587,501191.2696,323638.6535,301836.4723,556324.5604,564021.2313,368201.9641,328238.325,554841.867,563414.6268,533858.7984,604037.7939,547619.4358,498475.9807
2203601.241,2159125.159,1508765.085,1403573.672,2538666.73,2488891.209,1376844.067,1309777.022,1945997.798,1917341.832,1021220.267,1043061.973,1688868.044,1606648.47
2929937.934,2858521.672,2124978.032,2126476.494,3260498.943,3286762.171,2294750.836,2131087.413,2265841.718,2262596.146,1813009.48,2051441.473,2451710.65,2194178.375
540471.464,552761.4429,451241.3496,482195.9219,730939.5912,785216.1328,565335.8781,527703.0399,770143.3785,807629.6967,757382.3585,842965.4463,699855.5706,654227.4476
2364358.554,2195816.758,1457394.701,1568881.389,2428794.821,2268248.003,1318566.496,1260458.408,1512274.821,1540845.056,1321313.403,1421628.907,1669900.381,1552374.308
4488776.687,3997678.429,2397231.243,1859710.138,5410147.792,4315963.402,2012473.238,1464550.827,4160535.439,3858737.014,4213570.364,3630094.722,4157790.841,3462533.08
719165.5204,692899.3011,470276.7854,412374.859,782153.4372,748141.2567,464399.835,380883.113,829699.5223,794952.1197,782070.0281,700444.5482,682037.9381,622547.9833
9875767.468,9527532.199,7177849.793,7349101.509,12911293.2,12427462.74,7387917.97,6790474.543,12712439.09,12323703.28,10825540.37,11100381.6,12017948.52,11215617.12
2968264.743,2906992.403,2810600.792,2384007.134,2959100.52,3110426.576,2173280.703,2121003.635,2371778.329,2199600.775,1849782.161,2043860.047,2643558.784,2402024.523
1848832.232,1683367.963,1168425.246,1097825.583,2245678.413,2086379.93,1053793.743,912288.7254,1941783.696,1874067.606,1916295.297,1864100.898,1908329.928,1720846.425
11818567.46,11495563.81,8561089.213,7809888.53,13625473.92,13446276.96,6678204.157,6374041.426,13329054.47,12783211.19,13568528.82,14524833.35,10167368.66,9884393.621
364833.1474,323997.4763,209094.5988,182348.5223,411748.3825,381386.5015,185931.4449,150612.3936,240727.3086,272762.0832,168830.4989,152914.6624,251394.3507,239741.1977
495172.7046,469030.6544,405876.7314,383367.5996,556612.6612,614534.8061,406775.1849,388738.5653,621915.7416,622811.6595,597696.953,626412.0098,561242.425,566413.7124
13300128.4,12790836.53,10593170.42,9845204.734,15347249.95,15151756.34,10128808.97,9387499.42,11845711.38,11180021.48,8056830.218,8447775.587,10864278.22,10074516.07
2944671.261,2830903.725,2139111.715,2252023.783,3769799.268,3942704.546,2516533.877,2361798.077,2951487.965,2829180.334,1404121.63,1556268.114,2840778.232,2830286.822
18096818.34,17047137.77,10789502.83,10943986.43,20085918.09,19729454.49,9547453.722,8793638.366,20047224.39,19463685.13,18821214.82,19812631.28,13957467.89,14058383.34
8371450.313,7902608.941,5931877.256,5798298.114,9740171.964,9152822.472,6481553.46,5933956.845,9810491.335,9110758.256,9532600.032,9754908.46,9646178.125,8913906.406
363850.501,374464.9189,333514.8722,289715.8541,368473.3041,377266.6895,324158.8044,304408.575,449728.2223,412451.934,434315.2465,478583.7316,482436.8659,430798.6788
16694541.05,15748092.22,12453535.82,11548515.81,19909260.57,18355981.21,9648692.452,9318509.38,12409478.71,11565540.93,11980819.22,11747101.51,11006932.15,10061035.8
18762822.51,18544733.52,15035545.05,15472397.86,23584143.68,23836261.2,17156866.57,16687630.62,24357566.67,22350098.66,24775428.87,26455369.15,24255784.68,21848663.74
2897847.156,2594065.235,1725824.296,1635118.308,3287124.721,3147346.954,1390348.922,1312049.174,3212913.584,3048857.738,2611593.818,2388001.018,2788898.32,2585624.648
2030206.804,2009832.573,1666896.986,1709740.8,2180032.334,2235794.966,1453120.805,1443697.593,1400849.275,1422885.584,1600735.552,1719021.354,1571468.391,1415442.039
1045337.914,1040610.607,729733.1097,803542.2612,1201117.309,1112113.625,739513.0337,665544.0783,825091.4594,815746.8743,630490.4017,607752.7176,918749.9399,784090.689
1261050.545,1135366.555,719060.1078,707577.1818,1316171.448,1208942.868,578194.3854,548893.304,1290337.53,1131069.885,1188307.623,1193099.97,1187698.05,891068.2224
947943.6838,933830.0951,846709.7073,747920.5531,1064332.489,1066784.792,872587.6078,819533.3489,929990.3697,902530.5636,612016.9847,690936.1595,795893.8543,757342.371
7309172.465,7311025.481,5464632.323,5019293.133,9119310.675,8809960.556,4357649.947,4322683.243,8337050.755,8080959.918,8491617.989,9586154.037,6856844.981,6540254.427
31687491.79,30953071.71,35973975,32738466.66,54091002.27,52433822.79,36442423.65,33199257.35,55617752.98,52414715.39,46524559.75,48948787.55,49859937.45,45858650.2
2583700.396,2439217.49,1935722.029,1867030.916,2946109.169,2828252.276,1322683.808,1215585.418,2766553.232,2726804.705,2397188.848,2450976.214,3021950.945,2602844.885
5780428.868,5695582.717,4252770.981,4017017.365,6160143.166,5951382.397,3727266.652,3595631.056,5034493.379,4763809.716,3095928.346,3316018.041,4258699.111,4142320.258
1998113.315,2046971.269,1604622.498,1620829.221,2299703.123,2253047.902,1644704.755,1516133.167,1721297.068,1666726.978,1342408.203,1454813.906,1673482.075,1628264.288
1620596.245,1398192.665,998784.5658,910171.0836,1772270.903,1626563.617,784556.6219,689881.839,1474843.299,1329986.582,1602298.368,1587563.715,1586684.582,1346490.955
909293.7328,955938.3363,575394.1956,592933.9824,1173093.422,1163907.06,550903.268,500662.6899,1093528.619,1049622.71,979019.6319,1011016.373,895382.5875,865413.1615
1334538.41,1264699.216,998789.1297,913642.5742,1556660.607,1468661.696,842028.9489,794706.5144,1162593.204,1067246.197,644903.4888,670952.2656,1333059.042,901357.1551
1459243.308,1455462.99,997176.8562,1046458.049,1821133.826,1818048.521,1181450.255,1146685.053,1729167.287,1685211.472,1734099.201,1871802.153,1679760.157,1608459.406
27138650.02,25591172.93,17941553.07,16542871.78,30722661.07,28995636.7,13525948.87,12059037.96,22263539.84,21017362.62,13089471,13339372.07,18917033.12,17186565.02
2595752.188,2530497.864,1856306.776,1805977.826,2949494.172,2940531.449,1779518.254,1599939.741,2920315.574,2915855.059,2734591.587,2926425.147,2864715.911,2567933.727
2100432.335,1921380.879,1447924.546,1307021.534,2357402.372,2262881.857,1413804.612,1226019.432,2387585.804,2238282.387,1950928.351,1984007.788,2348880.983,2272130.831
918484.8651,844241.1913,642907.0677,556940.6597,1122594.541,1054546.293,507692.1794,430482.4372,1057489.573,1001549.673,818577.3464,818947.3904,1048938.884,854386.8996
1253823.208,1238068.022,1004459.258,1052251.835,1396056.424,1405603.387,984693.0991,930285.5922,997537.3968,1002252.253,893072.2061,962183.5504,1053430.162,973165.8689
4145340.054,3891425.123,3293364.718,3035289.715,4919129.345,4787180.273,2961449.256,2697604.421,5075818.969,4668477.638,3973255.263,4133612.428,5345639.429,4949518.498
7418174.82,7206521.179,5805764.764,5742801.581,8058565.563,8286065.678,5423619.583,5070504.296,6904548.022,6617393.613,4361138.124,4751613.221,5825021.096,5392119.914
842927.225,834497.1175,659247.7748,618693.3782,981639.7982,956708.9283,610760.1073,595482.2464,996481.2776,965195.1886,889697.9094,999439.8102,986471.1117,917899.85
4379989.815,4136176.278,2583734.987,2432836.112,5246746.338,5110685.732,2611024.642,2197823.448,3688446.589,3517120.74,1963130.792,1848198.13,3556699.848,3225528.554
25611131.02,25522551.54,20126909.82,19814835.92,29253526.65,28997437.65,19917676.12,18634666.36,20424715.27,19822232.44,18757038.82,20897344.12,20312926.89,18279046.05
912983.1443,835163.1181,612550.7174,594147.1798,1111151.993,1067131.963,696117.9517,587927.3635,1180452.636,1104911.588,855911.9937,814246.0533,1090484.715,1017297.951
1620551.033,1518987.708,1020414.797,975850.0834,1609999.989,1495075.825,960363.9059,806568.0735,1546261.693,1503294.547,1493956.229,1509802.313,1647198.611,1585984.952
2650569.779,2587600.618,2099662.985,1984472.913,3105338.574,2952702.678,2031013.488,1876668.827,2493424.926,2318788.401,1595459.361,1710633.545,2133479.862,2058424.029
1925998.897,1908517.026,1562073.646,1471234.146,2245656.264,2162703.129,1237117.05,1243000.116,1688989.682,1480371.904,1334311.206,1367369.796,1434382.478,1322607.097
695710.2089,719305.4577,653032.2726,576400.9696,726646.3808,791191.5856,600279.319,576161.6512,671628.6024,643033.1607,486480.1522,508099.8743,582160.0237,575899.448
2171619.798,2064068.635,1623345.316,1598877.919,2450189.293,2377415.94,1578853.577,1526945.528,1944136.606,1844026.316,1242134.446,1311513.162,1825506.901,1686753.46
667742.3988,641815.5437,554001.4289,460034.1934,801426.9308,776705.208,525608.3359,494903.0169,806334.7669,768984.1078,712424.309,770040.1574,837116.9457,756817.2398
13650441.4,13104919.32,9522540.037,9038544.845,16359694.89,15619183.77,8207215.521,7908476.718,11327125.23,10679734.11,7646212.518,8139727.495,10702985.67,9791014.917
3394785.037,3329395.191,2345252.234,2341852.973,3760527.502,3501570.915,2078369.529,1935993.43,2631931.854,2538832.096,2017216.601,2054176.683,2483615.451,2480429.331
771261.9668,650158.1081,440319.3279,406114.7207,828832.5371,797567.4573,490488.9885,408371.0278,808168.5934,799152.6101,713253.1482,679881.9581,738646.5835,679789.0171
1382561.16,1459187.393,1164263.272,1137358.822,1532325.942,1613986.614,1092173.371,1069191.048,1221278.84,1225143.908,957773.1603,1037795.505,1173415.196,1092140.971
1760724.63,1734429.091,1508494.508,1479100.888,1594999.158,1708177.03,1681468.113,1658277.571,1995393.267,1939847.886,2225437.228,2369729.461,2197756.699,2043829.795
56893800.36,54813364.4,37479767.2,37084537.86,65806198.59,68573548.74,40066484.2,36780755.83,64064278.42,64506487.24,60525658.42,58374538.23,60958827.33,59777909.19
21405438.39,21363780.85,18645202.34,18214334.47,25783686.21,25436913.96,15138054.38,15012891.01,17565645.42,17029363.44,16907498.44,17961760.94,16849345.54,15209211.6
2639259.531,2460877.184,1801260.026,1795625.828,3327873.663,3230002.574,1972558.689,1889256.799,2927003.049,2792857.965,3015786.124,3192511.057,3057712.45,2699609.944
5244219.284,5453582.22,4071144.235,4559810.066,5599059.746,6166139.298,3961286.092,3984070.769,4478716.336,4139702.072,3507922.268,4015529.66,4583053.727,4309806.058
999394.3689,872717.6804,580793.3597,511518.6962,1028220.389,857177.3816,413339.3575,416600.1554,1125857.514,955639.4269,682940.1471,702589.8177,930017.8367,797255.4312
3896602.278,3815264.303,2752906.225,2620551.606,4188387.872,4042673.187,2465252.052,2181373.698,2895674.262,2851811.388,2454911.432,2469782.373,2883489.042,2746783.164
2199697.812,2251905.178,1952719.067,1889867.628,2570629.985,2576385.099,1738564.818,1707183.198,2005540.747,1884235.95,1695128.593,1744390.19,1829404.675,1691974.409
535520.0529,526800.6692,283813.9392,243770.9161,489483.8316,464278.5307,246609.2976,224511.2929,445623.241,437322.077,490837.1274,466096.2025,439819.4819,419093.8977
1553423.619,1501992.923,1157137.333,1146270.809,1743046.249,1761982.736,1120261.173,1105461.663,1399682.758,1296252.909,1004474.372,1045166.831,1198100.318,1155151.796
10037280.38,9952181.953,7684108.157,7417080.472,10965432.42,10536868.16,7148009.648,6580881.976,7385582.538,7374021.044,7024496.392,7617944.624,7770749.251,7416827.413
8507908.85,8266596.549,6200164.267,5798762.821,10809296.21,10505516.87,5083828.812,4773878.475,10031057.68,9386879.732,8652806.381,9247526.123,9204769.745,8041706.38
4182984.973,3772676.046,2287344.784,2057036.282,5926731.4,5224359.468,1985744.416,1739695.071,4462847.303,3830210.564,4137589.184,3852721.13,4073817.94,3420718.361
144464.4785,136925.3783,127487.7815,121709.7124,170219.3319,155600.9086,109370.797,118897.4376,120156.2716,134344.0572,94486.43603,91926.75077,133172.996,133093.4983
259697.7379,316688.5253,256163.1501,270767.7375,360818.6456,374442.9435,272339.2666,244897.5922,314622.5269,326744.5772,193045.0826,201245.3817,263885.8862,250100.8649
4564034.601,4547643.342,3472105.115,3616635.704,4844337.921,5117992.086,3116763.713,3035624.394,3430111.732,3473429.377,3400748.043,3639204.436,3375053.468,3157482.319
50535358.99,48932640.2,41356369.22,38166712.83,56982221.37,55319599.79,34166218.73,32193695.91,45344837.04,43785513.98,29586811.39,32666080.08,41509991.53,36794874.73
180302052.5,168640305.4,107808845.8,94595712.9,224008560.3,202799111.5,89217417.91,77655808.53,199579193.2,185115291.7,153998787.8,152276741,173076031.1,159205293
244273.9902,233350.2016,199320.9658,194835.8514,306560.1658,288633.9819,160462.1101,158665.0182,213644.0906,213861.4579,150146.5475,144733.2589,210479.4743,207222.5783
22243281.03,21613561.97,17270638.1,17314845.76,27684928.44,26335506.9,16951703.21,15877936.27,25923286.41,25044085.27,25536788.05,26473986.77,26422269.69,24069782.29
28038159.93,27753271.58,22148358.4,21926870.67,30965359.22,29647795.38,20723850.53,20314793.48,35597194.49,34458045.15,28557042.23,30178998.8,31098592.61,30193070.72
1232230.419,1314617.615,1152296.695,1063582.989,1412100.544,1441922.478,998122.3202,969825.0283,1140209.212,1197526.413,798983.7828,904283.9048,1140477.676,1068075.272
6154803.91,5729587.564,3888499.671,3752180.779,7460150.347,7284640.885,3273749.264,3054768.005,8285186.924,7740765.106,4361843.655,4543564.317,6495283.73,5779027.875
38974986.3,37416825.53,30961171.67,29769342.55,41918656.96,41070086.3,22218703.97,20246289.74,31599607.97,30413748.66,25061124.1,27170611.67,26880988.02,24600033.17
1583001.493,1509703.31,1069022.365,986745.219,1775181.768,1669949.241,972097.7237,885521.3917,1745507.824,1661609.1,1546595.994,1466984.368,1645196.388,1498331.653
1349921.823,1307908.625,948969.0414,972858.8986,1557705.646,1574848.17,924365.6884,862950.4574,1601242.588,1497576.538,1386772.639,1487634.253,1410092.712,1361656.715
534321.5891,576584.2139,495777.0491,475612.945,639683.2707,654293.297,424390.9827,424393.9783,495406.6279,529272.4035,341931.1818,324808.6256,540667.2303,532163.2761
3141477.713,2906983.7,2309979.489,2099518.269,3674936.291,3388581.385,1933791.996,1848351.857,3108149.173,3047967.654,3295409.196,3393417.425,3504891.344,3067668.722
5771610.97,5609598.19,3854936.46,3600869.859,6143162.18,5484105.463,4171241.399,3578312.233,6574833.988,6223196.182,5618005.995,5740577.192,5854783.14,5479875.624
25837204.26,24969977.29,18727091.2,16936345.93,26183508.9,26749051.88,19093841.37,18051437.61,29601207.04,25720565.59,25254907.65,28631504.17,30039138.16,25511923.31
2419927.96,2294213.614,1644435.544,1483606.224,2627745.972,2538819.831,1474436.978,1342450.48,1885357.166,1844192.154,1349200.832,1371193.721,1924211.606,1687184.55
40608375.2,38388927.86,26658681.91,24428708,47482848.35,45247263.5,26089211.66,23785553.12,34217850.61,33114487.71,21199946.91,22487805.15,33164222.33,29598055.3
7020363.719,6436647.954,4352921.839,3951601.032,8475159.594,7930699.469,4380963.136,3572150.741,7338876.036,6471051.672,6972701.696,6609376.71,7401778.133,6641106.928
1330161.239,1249831.768,1165556.131,1133088.697,1527403.855,1602587.991,1036979.461,989182.3892,1201718.284,1158328.95,959663.4878,1000744.103,1088264.295,1104297.408
1109194.805,1048088.374,726362.7077,604572.9561,1466388.022,1292156,502885.1819,424692.6772,1351419.203,1182570.32,883043.7251,849907.3884,1120017.944,973324.5734
7141112.655,7035715.758,4937562.037,4739307.633,8825499.901,8339359.417,4013748.227,3789129.901,9771855.498,9175484.897,5441514.888,5618051.813,7706737.16,6982477.825
2583772.908,2488022.764,1927086.19,1851311.652,2816743.126,2768583.992,1870387.434,1706027.056,2269126.456,2373758.5,1555086.326,1648012.757,2009192.733,1841346.553
3109339.729,3108760.363,2825090.681,2778900.256,3516025.752,3476576.537,2433626.726,2381016.694,3740725.974,3681249.468,3571166.865,3887237.849,3741474.702,3457770.946
1140744.256,1057415.868,661242.1934,617884.2524,1416301.284,1267828.717,644921.8178,612025.8799,1215868.524,1117639.064,1041989.444,981771.6113,1197695.91,1067431.755
7520021.596,7202662.643,4825382.204,4773278.456,7957205.574,7567397.138,4614203.433,4265634.917,6101840.967,5804326.593,4331454.1,4623503.632,5262202.247,5082137.931
203383.0933,179229.5712,135950.0592,146782.9638,255577.3259,265042.0405,141125.4722,129855.6672,169573.5678,125559.8117,154212.579,148555.0657,169469.7649,154766.9449
11964977.29,11468034.34,9340464.662,8496194.069,12938214.91,12315195.62,9257405.33,8652823.529,9591354.102,9171780.339,8520413.031,8751998.752,9788653.883,9210896.155
556836.4693,517409.336,341463.5645,349925.7793,566162.4537,524511.2679,316178.0623,305433.1738,366426.0247,360239.4434,361846.9755,354215.9273,411733.4,353784.3062
4273919.432,3835029.097,2794710.959,2350865.313,5078677.049,4473296.831,2039837.248,1820959.447,4627759.735,3829380.891,3805585.05,3621856.853,4057565.644,3638894.984
10889136.33,9700596.182,7043844.745,6513564.985,12582111.94,11536365.68,6610260.574,5675005.619,8267999.856,7685870.816,6827725.903,6525886.071,8190222.237,7209293.558
26370310.06,25654786.75,20928183.6,20664835.99,30553313.17,29824319.2,20760409.23,19258267.44,23898481.44,23564759.5,15877054.07,16954976.69,24604825.95,22895451.58
15277725.05,14527769.87,12100541.37,11371238.76,14525409.37,13257154.9,9668869.062,8791678.619,10295849.96,9863453.369,10171885.59,10005062.14,12655420.12,11653022.09
6537181.711,6119482.463,5216342.895,4702458.957,7553729.894,7467387.858,4066015.952,3819796.078,8656854.862,7976595.928,5325256.092,5581898.266,7572251.21,6739380.709
1104293.354,1095511.304,1016310.808,945148.1175,1174664.576,1281064.679,917190.8846,880951.8471,942573.1053,916161.594,847944.6713,931167.4211,970263.9207,934613.1016
286885.3971,301272.0815,258011.2451,266916.3531,346437.6301,361612.6591,176031.4231,205735.4188,284943.6123,274987.611,171700.8821,169560.6327,268912.0607,273282.8844
187154803.4,179587471.3,136225494.6,140368796.6,230909131.8,223576628.9,132271472.6,129914068,202982523.2,200900765.4,198933966.5,219377231.6,217010597.9,193643102.5
1352314.259,1329622.124,1262367.345,1194884.282,1606433.013,1689286.543,1169580.152,1181750.787,1265810.486,1262872.254,910421.0268,1084959.419,1415716.314,1252735.916
1673461.018,1461412.736,898241.119,739199.9115,1747747.638,1490642.581,724232.145,588702.1658,1493860.612,1375522.582,1418938.177,1265158.143,1344115.962,1203355.456
564351.4523,554151.5724,465188.2062,482472.5783,626555.235,703850.6488,531282.0199,474136.2932,758048.8753,705787.5298,627146.9453,708030.6184,671143.4446,640309.2731
3570939.674,3480427.679,2605183.039,2771218.191,4137105.585,4216968.558,2614319.283,2589704.046,4263691.147,4216853.44,3717476.429,4266441.953,3776080.094,3472651.172
9063212.923,8299425.182,5330539.946,4736292.425,9549770.066,8852244.327,6010279.249,5017875.804,9577607.316,8661091.13,8340803.246,8383416.402,8474413.284,7652244.415
773045.614,706269.7746,501843.969,468047.5792,941293.2091,866628.2885,511247.0248,440078.2037,787313.5855,715024.8328,716049.0639,659443.7316,929585.2881,852655.9521
2309928.528,2046687.49,1320271.237,1154919.399,2610979.554,2177404.035,1028783.503,825173.2954,2189843.153,1935816.511,1975757.16,1812824.02,2025543.542,1734355.374
153091581.2,148454969.2,118740669.4,110902824.9,186495616.3,181523516.6,105289903.8,101007583.6,185897045.4,180883737.6,154036473.1,168495054.3,159320240.1,149125506.5
986664.5083,984200.7563,717510.714,778107.3348,1107902.425,1148900.169,783150.2242,799196.496,1289812.764,1250165.257,1035822.854,1119982.646,1068553.732,960150.3345
3263166.489,3109548.145,2577922.456,2205276.823,3634937.964,3388447.481,1976140.512,1833587.852,3422590.524,3129157.994,3344877.357,3406312.267,3284963.55,3071485.413
6034295.009,5400253.034,3292812.641,3071908.99,7821861.372,7270126.318,3395288.213,2820825.387,6208405.607,5621437.256,5575509.281,5309612.846,5914526.509,5271660.309
2974595.084,2659107.502,1734142.107,1559320.952,3384894.569,3310125.674,1714449.626,1420214.533,2814357.644,2744795.601,2891141.101,2905136.92,2596537.252,2403968.722
2771789.354,2787517.671,2577354.88,2462321.341,3523496.12,3536485.14,2384426.879,2347197.662,2518090.032,2499484.954,2213441.822,2415919.527,2731219.152,2476653.772
3046018.399,3021226.819,1964997.75,1777228.2,3958947.557,3657849.01,1731179.295,1499125.532,3483725.481,3245871.988,2946134.916,2881394.751,2902526.427,2583795.703
1342996.345,1342811.911,1174751.702,1046195.142,1578422.073,1522459.603,1156504.341,1059624.669,1219428.843,1071669.014,1067167.247,1205333.359,1172841.272,1036180.879
2240456.713,2298796.958,1706237.082,1641876.477,2295128.513,2390167.882,1667844.842,1571120.036,1815094.093,1771831.339,1630944.349,1665298.012,1859806.606,1683985.957
5531512.057,5262233.543,3875553.537,3636252.861,6124577.653,5916911.323,4285789.998,3865903.775,3831469.326,3697385.163,4123472.43,4323040.283,4662898.177,4476641.664
1341280.45,1227086.757,831501.8757,767723.6223,1720402.572,1573055.161,687466.2841,602175.4009,1433539.582,1338358.903,1271074.977,1245585.228,1143123.705,1140765.449
1692412.872,1536585.525,1032423.844,985058.6915,1708952,1535732.106,1090625.056,948377.7352,1681591.983,1574732.852,1435445.851,1429024.876,1846320.314,1532968.169
3477668.624,3434692.959,2668122.032,2435877.279,4328650.182,4062660.572,2368749.785,2212964.517,2713333.949,2574766.339,2527823.397,2588528.298,2962506.992,2794496.562
4437436.349,4419506.358,3598026.418,3297786.439,4959004.114,4955615.909,3409754.074,3150877.541,4134914.168,3872660.991,2865510.633,2993659.052,3907192.397,3688955.079
169198347.6,167174166.7,132861106.6,134628171.2,179764393.7,182330437.1,115661723.6,115791409.1,130032146.3,128370966.5,132001546,138231377.9,130081608.5,125491893.6
879187.0122,814330.9302,615230.0872,579714.7447,916472.6514,954236.0303,628429.311,569707.8846,742815.5718,729560.4271,619833.2019,622494.0263,614882.2074,580293.5566
1768876.482,1581122.163,1009110.534,899572.4415,2084057.723,1928252.581,856361.5092,710616.9436,1814858.902,1645899.806,1558098.37,1415401.714,1554132.336,1367058.079
2394487.151,2337056.257,1873579.216,1741905.435,2754260.811,2682907.702,1844520.467,1741761.691,2107053.105,2018865.208,1598579.786,1732463.318,2135310.626,1932624.517
2681268.953,2546599.435,2010167.504,1936344.541,3648418.299,3660284.336,1760099.645,1646722.993,3190885.445,3035066.452,2603197.601,2894799.688,3085710.656,2775432.243
3639318.127,3429325.113,2952460.078,2754189.096,3599761.151,3544698.221,2456345.287,2300877.771,4092826.313,3743173.908,3453867.268,3511048.516,4121338.287,3607277.541
9148269.752,8645521.156,6682160.466,6590862.952,11108246.37,10621669.67,6375709.005,5879340.07,10429191.63,9928429.204,8947389.015,9243664.606,10447511.58,9363588.73
13569168.29,12889825.87,9250975.196,7980506.612,15071243.67,14638724.42,7664040.306,6773353.632,12697568.82,12001061.75,13344862.45,13470955.75,13221209.03,12056811.18
283940.0695,282469.4575,245270.5328,234234.0429,317221.2951,328205.6999,192527.8213,213833.1852,266563.0268,261147.8198,198253.9643,191352.0399,230932.3051,251020.1617
1360989.546,1261608.352,945331.3528,888864.7969,1625885.925,1508243.579,953358.5255,823172.5666,1503832.252,1428087.002,1389771.112,1371893.014,1415439.285,1223684.051
1819368.582,1794871.564,1132304.877,1056240.427,1883919.205,1740226.55,1217682.397,974191.0001,1873165.749,1706886.264,1806417.12,1724769.844,1583534.894,1596175.779
5987093.322,5489199.643,3538641.6,3222417.175,5747957.889,5158496.834,3127512.404,2759386.945,4022857.632,3691648.913,3960716.574,3765961.514,3558205.931,3452333.461
1681329.893,1537376.491,1103737.604,1074601.189,1869742.233,1796540.215,1216850.388,1118907.203,1384396.366,1234428.985,1223151.747,1198775.191,1293225.49,1156261.047
62526588.45,60605776.82,42992061.01,43566687.07,70215260.61,68970747.05,41828119.99,40835157.29,48271637.89,45952005.65,48259428.97,49493117.16,46611502.06,42473335.3
1703132.406,1684776.506,1371431.844,1365784.063,1911996.272,1968962.2,1207217.177,1238352.318,1564067.168,1481534.971,1226829.222,1390928.891,1348444.929,1257068.818
1930306.084,1846188.359,1237463.655,1086884.522,2106108.29,1982347.361,1117556.399,872170.1211,2004121.836,1853402.487,1735475.874,1746247.538,1752004.746,1540429.867
1351903.098,1301434.126,1079809.396,1014582.52,1252143.878,1172492.352,794026.0025,702962.1738,1036673.487,1030614.708,890017.8861,869677.5516,1003942.936,919617.539
1794627.167,1750409.985,1279727.885,1323570.861,2013720.701,2091597.295,1547409.091,1462912.374,2128433.128,2122994.303,1551161.379,1819632.247,2424272.409,2120484.893
22066342.25,20972074.5,13777101.56,13340196.05,27019987.85,25307509.23,14584276.93,13957148.29,19364506.9,17715365.79,12700482.83,12919236.84,19144445.8,17337552.72
1112506.645,1081806.282,861680.9919,833578.0466,1507223.403,1381168.263,805597.8476,767235.4057,1428103.953,1264512.852,1163146.487,1196708.215,1258002.005,1123371.342
604973.216,548962.1173,408292.5226,397153.4725,684304.2799,689101.1528,416942.2898,383721.5245,509033.7454,510720.1031,410960.9221,406154.256,434717.2947,447483.4293
4252124.677,3930939.488,2691477.938,2440083.578,4921593.478,4427095.364,2142164.529,1959817.174,3564809.301,3145994.447,2553959.549,2493742.68,2928702.531,2536312.965
6129980.362,5774882.041,4319029.941,4075801.635,7252438.214,6978836.507,3781889.634,3505208.682,6221147.396,5674624.209,6310064.205,6561865.09,6269020.558,5539908.555
1047429.892,919285.3135,613932.2256,548533.7679,1113868.545,991435.6103,510400.5711,477838.8183,1109135.058,1040617.847,913505.4424,774126.2501,845836.3007,737147.6801
14771642.12,14523004.76,11450992.65,11420171.35,17296787.17,17116260.29,10729874.9,10336955.59,14328500.58,14462512.47,9473387.319,10202475.74,12426539.71,11194169.25
57780927.43,56627849.41,43761908.76,41483993.58,67392613.36,66927355.66,42298445.35,39594166.93,56466630.28,52603190.33,35102147.39,35934219.63,51193712.71,47782956.71
1822548.543,1848930.984,1449617.405,1505635.4,2071865.503,2111182.157,1318941.744,1334144.361,1608154.73,1610010.319,1544621.428,1577477.046,1332617.698,1265990.404
1776565.146,1741515.584,1358658.363,1198772.247,1972734.114,1885173.22,1136919.039,1093625.786,1471015.545,1374210.799,1248496.543,1221410.035,1333933.504,1376075.932
19386636.2,18538233.56,15544408.61,13560443.18,21767495.93,20452343.89,11235025.19,9932707.623,16237380.94,15166867.43,13251489.07,13752526.29,14095219.12,12876329.2
