Intensity IN_1,Intensity IN_2,Intensity IN_3,Intensity IN_5,Intensity IN_6,Intensity PD_1,Intensity PD_2,Intensity PD_3,Intensity PD_5,Intensity PD_6
158820000,99886000,209080000,50577000,165330000,15944000,16915000,11901000,2263300,12820000
84335000,50643000,63317000,27984000,75758000,0,0,0,0,96296000
1059700000,449880000,812770000,551180000,166020000,52870000,20960000,40595000,2254300,35117000
290740000,318240000,703360000,286280000,286150000,2733700,1957100,5274300,395000,2400500
40402000,9737200,94105000,8630500,20481000,0,0,0,0,0
272260000,238530000,338260000,99692000,360230000,0,0,0,0,0
229380000,169980000,219240000,60252000,126930000,36636000,24301000,33387000,1855200,27943000
0,0,3863700,0,2551000,0,0,0,0,0
459150000,200520000,429180000,219790000,303010000,7764400,4602100,5187800,0,4585700
0,0,0,9224700,0,0,0,0,0,0
536220000,389990000,261620000,208970000,394090000,0,0,0,0,0
267180000,217680000,199810000,285130000,373940000,0,0,0,0,0
1945700000,1354700000,2016300000,1312500000,2115200000,115740000,36779000,122300000,10451000,61919000
136860000,51601000,170340000,31346000,115980000,4244700,2004900,3215700,720580,5080400
809660000,534110000,584060000,399200000,559190000,0,0,0,0,0
3599700000,2865800000,4002300000,2277500000,3492800000,349660000,119270000,257350000,22367000,161390000
629210000,536690000,1228800000,397990000,884010000,0,0,0,0,0
103770000,107600000,186140000,76447000,109140000,0,0,0,0,0
71676000,39814000,69645000,22863000,57053000,17220000,670570,18108000,0,15871000
3504000000,2593200000,2857500000,1324000000,2480700000,527730000,248770000,517500000,21204000,270090000
14971000,17402000,13411000,15179000,0,0,0,0,0,0
144730000,77191000,101110000,28786000,66894000,0,0,0,0,0
5893100000,7617100000,8633200000,3591700000,7127900000,544780000,233310000,431540000,25749000,321520000
37126000,24461000,111130000,24582000,103420000,0,0,0,0,0
96696000,79641000,106270000,27110000,39967000,0,0,0,0,0
111560000,63020000,143880000,47734000,98675000,11223000,5045700,3731700,0,5048900
164110000,49762000,44666000,58896000,137660000,0,0,0,0,0
130420000,172850000,337960000,107670000,151340000,72755000,56703000,82799000,0,61747000
39145000,14975000,42195000,27025000,26970000,0,0,0,0,0
1110800000,755630000,1100700000,725710000,907330000,163730000,69107000,163800000,18826000,95555000
165100000,65313000,208590000,62045000,113980000,1877300,1135100,1067000,0,1122300
5708300000,5480300000,6087700000,3615800000,4707600000,112780000,53804000,76885000,7511600,55684000
20239000,19162000,23253000,15171000,20305000,0,0,0,0,0
312670000,233690000,374260000,256250000,369940000,0,0,0,0,0
36735000,58157000,16906000,18236000,45906000,0,0,0,0,0
50386000,23900000,26810000,13240000,24784000,969640,0,9732600,1578400,7106800
1304200000,1033600000,1058000000,690850000,923360000,116610000,61800000,82977000,6132100,61100000
8679700,7236300,14339000,3478800,7536800,0,0,7040400,0,0
122540000,93078000,138760000,62334000,7834200,0,0,0,0,0
130240000,4234000000,157660000,31923000,71318000,0,0,0,0,0
71565000,43818000,69714000,12068000,40890000,0,0,0,0,0
135590000,58155000,41535000,39675000,49335000,0,0,0,0,0
19583000,30225000,118060000,6840100,36952000,2610800,1117800,4770700,0,1972000
106700000,71181000,94362000,92289000,171650000,0,0,0,0,0
1114500000,661780000,1129300000,374400000,540180000,253610000,120300000,229670000,13923000,97270000
8579300,8341000,9022400,5543000,6004600,0,0,0,0,0
70471000,41675000,36371000,16958000,31576000,7481300,3062400,6316800,0,3682800
177860000,194470000,327430000,45156000,350640000,5754500,1270200,6471800,0,0
0,2153700,1780300,0,1273600,5488100,1844500,6640700,0,260260
86201000,63993000,115330000,18988000,79957000,0,0,0,0,0
30278000,15706000,95663000,33989000,44842000,0,0,0,0,0
68787000,86161000,58531000,34488000,130300000,26005000,10516000,35047000,5086500,14548000
147780000,145590000,228520000,140400000,199240000,28756000,10083000,28642000,0,12635000
330210000,244910000,224990000,98086000,260320000,5864600,2287500,5383800,409710,3565600
37267000,17360000,17174000,16377000,10676000,0,0,0,0,0
38373000,17963000,32216000,30030000,58351000,2688700,3225900,1373800,0,1398600
21510000,15316000,22571000,2467500,29743000,0,0,0,0,0
248290000,126750000,140820000,142780000,132780000,7463800,0,12283000,0,2139300
31228000,38988000,48444000,3695900,52512000,0,0,0,0,0
30318000,76848000,61338000,65116000,78319000,48117000,22121000,48422000,2175300,28033000
33269000,42634000,75882000,55706000,100540000,1033500,614420,1266800,0,604390
390490000,162030000,554900000,166590000,454440000,0,0,0,0,0
26695000,28181000,29000000,40140000,57621000,0,0,0,0,0
70238000,89972000,128680000,51199000,174050000,0,0,0,0,0
205180000,154590000,139750000,84310000,105790000,0,0,0,0,0
209030000,169820000,258980000,95581000,192650000,3364500,1330800,1336300,0,2115900
1174800000,881860000,1302800000,1063900000,1168100000,2615400,1274000,3654100,0,1696600
474280000,325320000,391510000,82324000,363950000,40520000,17763000,54749000,3450200,22192000
15065000000,8825300000,12267000000,6570700000,9691200000,2282300000,1278500000,2277100000,115450000,1529100000
792830000,559560000,390660000,399420000,1525300000,17329000,9577600,16520000,871180,16566000
1106800000,591290000,1697600000,748200000,1301000000,182780000,144490000,290870000,4406600,129800000
127620000,100030000,367430000,82883000,108950000,34747000,11512000,28733000,2056500,12904000
874650000,562090000,629010000,306960000,479080000,9681600,2094800,4985700,0,2414400
1962800,6373200,8481700,5560500,9380800,55466000,27688000,103600000,1376400,66574000
12859000,0,0,4374400,0,5113500,2758900,4620200,0,4156900
549370000,205510000,329780000,129590000,403410000,29551000,16523000,28262000,5002300,37613000
736130000,584110000,796480000,271190000,720370000,98548000,39005000,75801000,7090100,29300000
100390000,96314000,107460000,120490000,165490000,0,0,0,0,0
50422000,34167000,24691000,33623000,23898000,0,0,0,0,0
360270000,175960000,472900000,123640000,281620000,4297600,2590100,675280,804910,4514500
144350000,97402000,126560000,58472000,112100000,0,0,0,0,0
9119300,4668300,7209200,3300800,4478000,0,0,0,0,0
13519000,4539000,18175000,0,10541000,27014000,4739800,13846000,805100,3051500
24446000,15098000,0,8852300,22105000,0,0,0,0,0
147110000,93912000,148120000,62503000,110650000,0,0,0,0,0
656810000,404690000,929590000,199290000,929510000,90909000,33639000,69237000,11155000,87854000
256710000,218160000,319470000,183720000,187400000,111100000,45727000,97967000,8143500,52080000
5961400,4713300,9679100,0,8263200,0,0,0,0,0
132530000,60121000,171250000,23102000,75367000,0,0,0,0,0
562300000,257120000,409770000,299630000,393810000,18631000,3784300,12417000,1521500,7813900
51866000,22759000,28354000,30202000,17466000,0,766510,0,0,0
184690000,168120000,306600000,46522000,115510000,0,0,0,0,0
1413400000,1215400000,2157000000,1105600000,1685400000,22460000,12210000,38648000,626990,15467000
64268000,36321000,20501000,8169500,20904000,0,0,0,0,0
1075100000,1019500000,1529500000,958840000,2657800000,34086000,26082000,63447000,1042800,34072000
0,6188300,8078600,12498000,3443900,0,0,0,0,0
385750000,277010000,332160000,215100000,365580000,7119100,6895700,4681200,0,3716100
134940000,131300000,200610000,121170000,83065000,6023200,6305100,11989000,0,10180000
10772000000,7232300000,8589000000,6016300000,7928100000,437970000,145890000,324460000,22815000,229110000
282030000,157960000,124820000,98642000,167910000,28255000,21268000,18887000,664680,23134000
41429000,25475000,170060000,19918000,27986000,0,0,0,0,0
956330000,696560000,821810000,309070000,771000000,1479000,814560,0,0,1028300
192710000,117100000,190860000,112300000,153520000,286960000,132360000,227000000,14360000,225030000
152340000,97604000,80944000,14358000,92296000,0,0,0,0,0
44211000,14144000,15563000,11161000,10420000,0,0,0,0,0
17982000000,11892000000,23713000000,8664000000,23149000000,3317700000,1216100000,3506000000,167710000,2178600000
70651000,40093000,89777000,34489000,72174000,2850100,0,0,0,0
53436000,47619000,4852900,14542000,97635000,0,0,0,0,0
113210000,12230000,49742000,7380600,32987000,2789500,1171900,986360,0,2288500
13274000,9709300,11827000,5049500,12043000,0,0,0,0,0
21119000,26248000,60070000,5804200,20363000,0,0,0,0,0
97061000,77767000,77988000,61925000,67124000,0,0,0,0,0
179460000,119370000,153930000,53173000,124080000,0,0,0,0,0
18038000,0,27918000,13810000,0,0,0,0,0,0
445230000,330130000,362960000,473260000,708580000,51311000,18138000,59106000,1080700,43284000
72480000,11169000,153770000,0,45577000,38806000,13850000,33038000,853200,11111000
144690000,137980000,43105000,59920000,36911000,4088500,1596000,3452500,0,0
119890000,119440000,138530000,85149000,132120000,0,0,0,0,0
319570000,99801000,276540000,103750000,201820000,10333000,1694200,0,651740,0
10515000,0,0,3473000,0,0,0,0,0,0
304470000,273940000,317320000,102960000,308050000,0,0,0,0,0
2371900000,1889900000,2612200000,1380200000,2567800000,1095400000,253460000,585900000,65107000,384780000
55152000,47712000,19684000,9050100,36597000,0,0,0,0,0
29604000,24777000,63154000,0,29710000,3254400,1646000,1368700,0,0
293730000,186350000,344210000,189880000,322820000,0,0,0,0,0
19183000,0,12406000,7784800,8869500,0,0,0,0,0
707420000,832090000,478360000,258720000,543470000,6641900,2195400,1374700,169280,2226900
118410000,73491000,84577000,32427000,54916000,0,0,0,0,0
149690000,105700000,199990000,56126000,147010000,0,0,0,0,0
39027000,33605000,43760000,28498000,41764000,0,0,0,0,0
2497500000,2069400000,3452300000,1462100000,2614600000,380420000,118560000,241400000,22856000,283380000
358240000,187750000,253420000,509480000,463110000,13814000,4215600,0,564500,0
30100000,32452000,34634000,38601000,16034000,0,0,0,0,0
573490000,309400000,471260000,242300000,490650000,1168900,309580,1198100,0,3867200
199390000,143320000,149730000,79124000,169430000,0,0,0,0,0
373220000,290690000,358800000,281190000,488930000,22230000,5109900,4653900,635080,4999200
232540000,81698000,237710000,62377000,89136000,0,0,0,0,0
10218000,9460800,21264000,4272000,23894000,0,0,0,0,0
115660000,96037000,49941000,56691000,84267000,0,0,0,0,0
451750000,331760000,503370000,199220000,149650000,0,0,0,0,0
179000000,119270000,229810000,110780000,121390000,17249000,19324000,18373000,4395700,11288000
126570000,120150000,163950000,79594000,209840000,0,0,0,0,0
375240000,180340000,303140000,160280000,440150000,30885000,8141600,22025000,5045300,17248000
5120000,6895200,9523700,3210700,8007300,0,0,0,0,0
0,0,0,0,0,3425500,8374900,13700000,0,0
1868300000,1536500000,2224300000,1234200000,1637700000,155410000,78756000,164990000,9459200,30630000
83147000,108420000,135480000,100240000,261350000,0,0,0,0,0
539600000,290080000,453270000,206790000,363420000,25493000,12041000,22412000,1701300,14086000
32616000,20357000,5819100,0,17678000,0,0,0,0,0
180500000,62132000,142880000,124130000,99664000,4948100,2596900,3379300,0,2624800
467940000,56189000,613280000,181670000,258250000,19927000,15517000,26324000,88385,15578000
104140000,46972000,97467000,44424000,114050000,0,0,0,0,0
146020000,165930000,253200000,75995000,199960000,14670000,3438100,5502900,161810,6364400
133030000,90050000,121030000,63378000,127910000,0,0,0,0,0
295660000,271030000,622290000,191820000,449890000,16057000,2360800,2514500,0,2806800
47679000,18903000,37703000,4916000,10857000,10695000,5796200,6997200,0,4584300
63767000,26685000,89819000,10790000,80956000,1277500,789160,1456400,0,0
143960000,101160000,185030000,59793000,179090000,0,0,0,0,0
774260000,466050000,783170000,349610000,659250000,19910000,12938000,31430000,249910,2275600
15583000,30340000,38185000,14146000,23978000,0,0,0,0,0
6628100000,3911700000,1643800000,861880000,5070700000,473120000,251480000,268430000,31368000,174770000
5750200,10019000,0,0,28898000,3272300,0,0,0,0
809210000,528050000,1158400000,431770000,842050000,116330000,95101000,147460000,3236400,76008000
8638500,0,0,0,0,0,0,0,0,0
23230000,6770600,38357000,7335000,24439000,0,0,0,0,0
643940000,570940000,1557000000,532990000,1095500000,155110000,75100000,198870000,17758000,103200000
2905400000,2182600000,1525600000,1078900000,2347800000,99350000,38890000,56683000,3044000,48635000
65185000,43900000,23931000,13583000,32014000,0,0,0,0,0
128910000,104780000,228130000,50576000,134460000,28397000,8644300,8389700,288000,17883000
149430000,84654000,92103000,79731000,154080000,0,0,0,0,0
1648300000,1059200000,799870000,225410000,506250000,67145000,39590000,82342000,4738500,60233000
17229000,15232000,28937000,13136000,18134000,0,0,0,0,0
3950300000,1977700000,3635600000,913630000,2646800000,1052200000,483060000,1233000000,78267000,655620000
30612000,34969000,49319000,15432000,13887000,0,0,0,0,0
1817500000,1131200000,1288300000,664570000,1171800000,35423000,16638000,34528000,6289000,48098000
2602200,39051000,58704000,60123000,195010000,0,0,0,0,0
563460000,493830000,859040000,715900000,716360000,11538000,4709900,7958600,447160,6554700
176160000,215830000,167310000,245770000,134340000,123930000,57206000,103590000,8864800,38274000
775380000,1680700000,1898100000,2050400000,1534700000,91301000,46310000,84320000,6713900,45677000
273930000,155630000,207940000,64040000,174960000,45360000,23047000,43739000,2006000,28736000
1121300000,549600000,909730000,627470000,1038100000,67012000,45135000,211250000,4948900,29071000
67097000,3484900,138130000,1989300,0,0,0,1987200,0,2567500
236710000,151530000,469110000,94052000,623190000,19393000,9713400,15126000,945490,10504000
219410000,126540000,152680000,53985000,124400000,0,0,0,0,0
548530000,294470000,408380000,146390000,198840000,0,0,0,0,0
52890000,43039000,56170000,45055000,180570000,0,0,0,0,0
95772000,75711000,85456000,31430000,91669000,25904000,7008800,4177300,0,23718000
2612200000,1587200000,2067800000,681350000,2086200000,240340000,107020000,336030000,37244000,201340000
2007600000,1250200000,1818900000,827160000,1266200000,170930000,65913000,177280000,5664200,108970000
363370000,256200000,255900000,80959000,377850000,6029700,1641800,5164500,0,0
11549000,9371000,6850700,6975800,10665000,0,0,0,0,0
26217000,10362000,22492000,5743700,12599000,36066000,10561000,27486000,4344000,14088000
1107900000,563890000,1562500000,520550000,768400000,69537000,36203000,13721000,5847900,42058000
1293700000,859220000,1446100000,505460000,1206700000,7532900,2183600,4654700,0,3247100
341950000,328590000,453830000,228630000,348540000,0,0,0,0,0
1279700000,1591400000,5472600000,901650000,3789400000,404520000,182290000,381380000,37921000,240450000
218880000,411590000,256910000,87823000,308470000,0,0,0,0,3753100
5614300000,2242500000,4302600000,2453400000,1431000000,531540000,181210000,435290000,49762000,310200000
38486000,16881000,82518000,8698800,21095000,0,0,69043000,0,4382700
30679000,14409000,52163000,13764000,12790000,4452400,766580,2796100,0,1498500
281990000,198270000,256450000,106040000,277520000,0,0,0,0,0
184040000,172730000,231420000,280710000,217800000,0,0,0,0,0
4716100000,3898600000,5202700000,3223300000,4732800000,276600000,54996000,150140000,21402000,84724000
475620000,383120000,479360000,213750000,652320000,4768000,0,3354500,0,0
34030000,96801000,127570000,84605000,77601000,0,0,0,0,0
2802700000,2165900000,3060700000,1918700000,3346200000,157680000,76629000,165880000,15662000,151960000
83428000,17184000,90058000,40568000,40198000,13025000,17944000,34669000,2102500,35153000
458060000,369360000,568730000,332140000,515090000,62816000,8666900,22139000,1320800,4218800
3497500000,3406200000,7569400000,2538300000,3522500000,228580000,78426000,317740000,8513200,190560000
2590100000,1674000000,3075200000,1172900000,2676200000,197570000,98268000,200410000,12467000,82302000
628810000,448870000,662140000,224770000,592350000,8942900,4334600,3904800,0,3264800
217770000,181980000,354280000,232210000,385800000,0,0,0,0,0
250250000,179550000,11161000,143110000,96733000,34426000,47104000,75789000,0,49882000
73200000,88407000,41697000,21815000,47621000,0,0,0,0,0
525360000,532220000,586410000,377200000,541940000,70961000,23483000,63295000,4373400,38903000
19171000,17074000,8183900,0,10981000,161690000,91966000,194090000,4921300,79255000
37744000,20408000,49706000,3419200,29504000,9782400,4712200,9682300,1695600,7121800
95855000,56912000,59139000,43621000,72359000,20558000,6490300,14695000,251770,17126000
4759000,38713000,20129000,6327700,75593000,0,0,0,0,0
534020000,458610000,444250000,222160000,385070000,0,0,0,0,0
518820000,503510000,351700000,203340000,563810000,69072000,30176000,54022000,7615100,53158000
714100000,446010000,795030000,292530000,859250000,122840000,48541000,201580000,6272300,133920000
13690000,5564100,10654000,0,9498400,0,0,0,0,0
81353000,34251000,83360000,28179000,54987000,0,0,0,0,0
108060000,61953000,214950000,0,110700000,8460200,18279000,36202000,0,886040
112940000,93217000,120820000,24824000,86217000,0,0,0,0,0
17283000,11261000,22018000,3501300,0,3163100,1605600,2191300,0,1561600
183990000,84518000,213730000,94214000,206870000,93599000,35014000,110210000,888450,38670000
1319800000,535410000,1799500000,810590000,396910000,52009000,20118000,41252000,4110800,26935000
5929100000,4410400000,5943000000,2702900000,6897300000,380690000,181130000,449210000,2681500,169700000
574260000,531720000,494000000,242500000,791820000,0,0,0,0,0
980210000,578190000,1412800000,551400000,646110000,7495500,1400900,4373500,0,2379900
423140000,265490000,763060000,570150000,1068100000,13864000,6300000,9100900,0,3092600
15595000,5983700,37349000,5251400,48439000,0,0,0,0,0
78083000,33221000,62201000,31286000,55378000,0,0,0,0,0
0,2512600,4592100,4537500,15116000,0,0,0,0,0
109330000,70073000,76506000,14187000,79454000,65795000,26256000,56542000,2355700,56435000
912640000,629960000,1170600000,568980000,1113200000,52177000,12872000,39408000,2054100,43678000
584590000,81890000,41060000,45945000,68121000,25190000,6659600,17687000,723140,25449000
266180000,137690000,96220000,87507000,95913000,10111000,4690500,5088600,0,12955000
36219000,23235000,101310000,19451000,40255000,0,0,0,0,0
22533000,17624000,25859000,3314100,22996000,0,0,0,0,0
3250500000,2638700000,4231900000,1620200000,4170000000,873760000,433840000,970550000,117360000,812980000
872660000,997930000,682780000,495460000,716840000,0,4900800,0,428160,1215200
175550000,157140000,224110000,32277000,171960000,0,0,0,0,0
43666000,20407000,159390000,11505000,34416000,46400000,15737000,31420000,1242900,23063000
1492100000,969520000,1325600000,621280000,1046800000,221710000,99693000,161760000,8629400,122640000
220130000,141300000,313130000,168570000,216580000,0,0,0,0,0
77035000,40406000,50148000,44852000,51495000,0,0,0,0,0
16734000,0,10187000,13400000,30240000,0,0,0,0,0
3897600000,3487300000,3621800000,2908400000,3569800000,6365300,2230500,5924900,0,2892100
356090000,193150000,273980000,259330000,268950000,0,0,0,0,0
14561000000,11219000000,14195000000,6381200000,11313000000,1298400000,546450000,1176800000,191340000,815140000
63878000,55093000,115470000,35167000,129280000,0,0,0,0,0
189620000,215870000,414210000,198460000,226850000,43538000,4254700,29534000,970480,5895300
89828000,14061000,23611000,9950100,17114000,0,0,0,0,0
14435000,9613600,10400000,3444300,2887900,0,0,0,0,0
2043000000,1084800000,1837800000,1189700000,2521200000,450550000,161330000,363580000,25526000,323510000
152190000,115760000,145300000,98222000,102170000,0,0,0,0,0
967290000,664690000,919220000,279270000,879630000,245370000,82043000,1646100,18273000,12065000
180090000,209280000,460300000,199450000,376590000,40758000,13880000,26917000,1072000,27536000
29004000,3864500,18205000,5733700,42374000,0,0,0,0,0
7284000,24095000,21666000,14324000,39468000,0,0,0,0,0
221690000,131600000,145900000,80195000,164200000,0,0,0,0,0
113640000,71248000,105770000,37013000,0,0,0,0,0,0
1307100000,799340000,737210000,583500000,722860000,0,0,0,0,0
9229000000,6082700000,6803300000,4530900000,6643500000,511750000,250750000,525140000,28416000,217530000
732440000,550640000,774200000,243450000,722570000,41117000,16397000,27990000,272390,29622000
1612800000,801840000,1003500000,426290000,902930000,57037000,29024000,82693000,3876800,72887000
19304000,10322000,17044000,11937000,18236000,5192200,2311600,0,0,3932200
9228200,7582800,56085000,13029000,18178000,0,0,0,0,0
130710000,64029000,93685000,82050000,26400000,3397200,535500,2882200,0,0
25195000,21477000,141500000,91773000,98118000,0,0,1235800,0,1315700
77887000,55790000,75871000,33331000,105630000,39663000,16134000,19598000,2036500,29216000
221210000,38716000,219130000,78242000,85307000,0,0,0,0,0
125080000,86453000,99604000,130080000,165940000,10837000,6386400,21526000,691080,7413300
87967000,85551000,116170000,49129000,85276000,0,0,0,0,0
65898000,49349000,85934000,31783000,81561000,0,0,0,0,0
606010000,379230000,545670000,404320000,178690000,64221000,22801000,91359000,2167500,36006000
16456000,9454400,11223000,2504800,1820900,6519300,3955000,8875800,71902,3002100
33977000,39820000,6530900,6046300,32768000,0,0,0,0,0
723900000,228870000,399500000,262970000,481890000,7307100,1905700,2100100,68454,1586700
1832900000,1302200000,1692600000,781660000,1462300000,98546000,42034000,126570000,9126100,70443000
16033000,8639200,9855900,8904500,10995000,0,0,0,0,0
749320000,595980000,903250000,353710000,256350000,0,0,0,0,0
109820000,66841000,107680000,51622000,169950000,0,0,0,0,0
124920000,76274000,128420000,40450000,92216000,0,0,0,0,0
222960000,323300000,57856000,113860000,220280000,41533000,12138000,11163000,447430,17977000
435600000,161730000,459670000,226910000,408600000,0,0,0,0,0
1048400000,453430000,1457800000,198190000,700880000,121970000,37890000,99607000,361480,61960000
230130000,152790000,313680000,105160000,229650000,3021000,1494900,2602100,0,1890400
507360000,637470000,554210000,303480000,907540000,0,0,0,0,0
80522000,46761000,80375000,30364000,77235000,0,0,0,0,0
423650000,346120000,302390000,198020000,268440000,273520000,114400000,169570000,1098200,101520000
1176300000,722600000,1054200000,230430000,1223600000,77565000,28901000,31592000,5256000,32874000
420510000,227780000,309960000,292600000,511570000,14673000,7334600,6642300,768160,8727000
0,0,0,0,889480,0,0,0,0,0
117010000,125110000,152240000,109350000,197540000,0,0,0,0,0
241840000,265920000,959410000,105970000,381460000,92856000,47452000,103800000,4463700,47738000
10011000,9746400,50949000,44222000,47955000,8291900,1920000,0,0,3781700
505940000,406460000,867940000,438030000,776010000,43024000,11091000,44298000,4422100,18011000
521230000,304180000,539230000,715980000,1658500000,66708000,22375000,35819000,2300300,27594000
628110000,421410000,870640000,219220000,556900000,33505000,11813000,17956000,0,9811800
239950000,147650000,299760000,142200000,280610000,3883000,0,1910600,0,1888000
233610000,189820000,358950000,101910000,195340000,0,0,0,0,0
1634200000,1238900000,1899700000,714070000,1625400000,73679000,41045000,78654000,0,26687000
0,4669400,11039000,8849300,7239600,0,0,0,0,0
81373000,134160000,202030000,9386400,297280000,58907000,39761000,28032000,13619000,10870000
203960000,163070000,125580000,118540000,180960000,0,0,0,0,0
280380000,170070000,293840000,156330000,239630000,0,0,0,0,0
137610000,118300000,141900000,40538000,106470000,7041400,4312600,0,0,0
1938600000,1245600000,1407900000,833460000,1527500000,19480000,5892700,19633000,1409200,11103000
435110000,442380000,459180000,419820000,321250000,2345300,209860,0,0,1478100
0,0,0,4055400,7970900,105290000,0,128300000,0,19814000
13280000,7061200,15911000,6785700,723400,0,0,0,0,0
22944000,8736300,17562000,8231900,13470000,0,0,0,0,0
315930000,283370000,364030000,46486000,336610000,21569000,16632000,18209000,1745400,17744000
1359300000,793150000,853740000,1056800000,151190000,149900000,73327000,155020000,16645000,58137000
421120000,534170000,2138500000,798390000,2479700000,302400000,157440000,445360000,11060000,133680000
249580000,190580000,294090000,75783000,235150000,0,0,2284300,0,0
267190000,157520000,523220000,76789000,149680000,28190000,12641000,27178000,1266300,22215000
279590000,112530000,225300000,38430000,152540000,66921000,23198000,87066000,254710,16540000
22422000,27208000,30354000,2544700,31223000,0,0,0,0,0
510980000,361040000,534760000,233880000,448970000,15868000,2635100,6298700,711570,6437700
174430000,74863000,246530000,95724000,208570000,4889000,3282800,2711600,930360,0
51399000,50989000,160340000,100030000,144860000,0,0,0,0,0
58306000,84519000,136680000,68400000,103560000,0,0,0,0,0
3525300,2222200,6742300,1504400,3576900,0,0,0,0,0
11483000,0,0,4201700,7501500,5527200,2836000,3495200,0,3295000
973060000,779110000,1093500000,447330000,1077300000,79789000,51833000,76608000,9963500,40628000
15098000,5691700,0,0,1690100,0,0,0,0,0
442550000,181620000,388530000,158810000,220380000,62607000,29881000,86650000,1251900,42836000
3268700000,1755500000,5156800000,1009400000,2378700000,390760000,203790000,469260000,33222000,197290000
3883400000,2423000000,3389200000,1166300000,3260400000,502560000,245890000,362880000,16576000,240390000
238560000,72304000,257140000,154310000,111520000,0,0,0,0,0
701560000,774540000,935700000,744970000,617530000,6711200,3739900,10537000,0,6550000
70932000,34883000,24851000,42020000,46830000,0,0,0,0,0
814330000,482410000,565750000,367130000,540200000,16706000,10311000,15263000,0,6139500
64559000,73393000,127380000,78337000,132360000,4997000,2234800,3472800,185710,2683400
56405000,48125000,123500000,28703000,44019000,0,0,0,0,17429000
85341000,79280000,2462900,30145000,54983000,101440000,39825000,80953000,12253000,43850000
175920000,71435000,151860000,37584000,154230000,20789000,13158000,9729100,874090,17790000
2329700000,1657800000,3153700000,1662800000,3520400000,97106000,47364000,99749000,8929600,107120000
10667000,9201200,34292000,0,11560000,0,0,0,0,0
2132800000,1347400000,3691600000,1088900000,3018000000,245940000,102140000,213720000,21171000,162500000
69143000,43275000,57047000,23507000,50055000,0,0,0,0,0
179110000,146030000,172540000,81960000,152030000,0,0,0,0,0
368740000,228290000,425300000,153370000,165830000,2339500,1026600,0,0,0
52836000,46884000,0,42026000,90308000,0,0,0,0,0
45067000,0,54941000,22108000,6655900,27996000,9432400,24200000,1454700,15999000
275000000,96353000,233380000,2710600,103480000,0,0,0,0,0
1337000000,1105600000,2185600000,918290000,1378600000,22499000,6391100,15993000,2368900,11992000
179940000,66961000,112040000,128290000,148410000,0,0,0,0,0
144180000,35033000,148380000,67434000,83328000,2249000,949580,4334200,0,1730800
23323000,34436000,39698000,25111000,19973000,3684300,1544000,6387300,364730,1287300
597040000,834280000,3014200000,987350000,2816200000,46571000,22328000,43455000,2106000,31341000
3068400000,2080000000,1776700000,1073400000,2382500000,134960000,35820000,107240000,7861900,63265000
1842800000,1118400000,2619100000,851540000,1533800000,550410000,263530000,701420000,41580000,420040000
22245000,11523000,27616000,6412100,27365000,0,0,0,0,0
47872000,40761000,102720000,33230000,79726000,0,0,0,0,0
1074800000,596260000,814710000,240720000,758140000,86608000,21489000,41677000,145320,13320000
13263000,0,17462000,0,0,0,0,0,0,0
20071000,21965000,31071000,9184500,7041200,0,0,0,0,0
1669100000,1492000000,1487300000,786860000,2440300000,38581000,12723000,2823200,594890,70985000
9213100,5670800,10892000,0,12290000,0,0,0,0,0
94609000,88122000,94150000,39685000,98057000,0,0,0,0,0
2943500000,2468400000,2945400000,1307600000,2525100000,147240000,51327000,130270000,3287100,142410000
1595000000,1163000000,1500800000,553610000,1135600000,6732500,9201200,2512900,755770,1033800
67803000,41416000,10157000,47187000,60107000,0,0,0,0,0
649500000,405430000,659370000,302290000,392170000,6743100,0,2328100,0,2341900
848760000,543190000,1557900000,811990000,982670000,49963000,16534000,39627000,995460,12538000
46442000,36869000,33297000,31145000,145470000,0,0,0,0,0
24280000,10490000,19228000,4554100,8185100,9800200,4133800,9560200,149600,0
19777000,12283000,11573000,12427000,16565000,0,0,0,0,0
82780000,52861000,72362000,48824000,131540000,5421100,6201800,7711500,758300,9538900
1404400000,1132900000,1296400000,740930000,1479900000,4382700,7116300,18843000,2082000,2524500
25645000,18481000,8769400,4561600,16677000,0,0,0,0,0
125190000,96182000,129340000,76759000,159700000,9094700,4105000,2327200,0,3131000
23046000,47728000,59857000,35578000,46764000,0,0,0,0,0
151510000,184300000,270290000,130410000,342140000,17207000,10444000,42261000,5792800,11922000
43907000,34030000,10425000,30989000,48330000,0,0,0,0,0
877880000,209310000,957320000,16972000,1101500000,0,1082000,0,0,881790
52534000,69157000,93033000,37591000,75446000,0,0,0,0,0
114730000,82076000,86076000,42856000,80677000,0,0,0,0,0
660330000,415790000,603480000,180390000,612830000,147720000,66808000,145370000,3675800,64370000
7018700000,4853400000,4805800000,3648600000,5154700000,196370000,65933000,107130000,12063000,125740000
45018000,62466000,57445000,73687000,53322000,0,0,0,0,0
94286000,138770000,323780000,25123000,147930000,0,0,0,0,0
142660000,84900000,128370000,64845000,104380000,0,0,0,0,0
23470000,33645000,131230000,9977900,20643000,0,0,0,0,0
15698000,9692900,24715000,10353000,19704000,0,0,0,0,0
4086400000,2102300000,5085800000,938760000,2745000000,747290000,265200000,670750000,40646000,482300000
457480000,221640000,537070000,195430000,325550000,19579000,11966000,22163000,2832900,16340000
89306000,39822000,158580000,29484000,125600000,38245000,21761000,39787000,1639200,16531000
