Intensity IN_1,Intensity IN_2,Intensity IN_3,Intensity IN_5,Intensity IN_6,Intensity PD_1,Intensity PD_2,Intensity PD_3,Intensity PD_5,Intensity PD_6
213160000,189570000,333900000,74718000,262900000,0,0,0,0,0
461780000,292040000,475560000,243280000,458740000,330840000,144670000,331440000,27264000,278190000
36288000,81308000,0,43232000,81743000,0,0,0,0,0
122630000,172040000,311610000,93227000,297020000,48513000,23398000,13895000,2048600,49301000
31645000,11265000,22546000,2159200,5174400,0,0,0,0,0
2172100,1308200,2399200,0,1623000,0,0,0,0,0
254150000,224130000,260870000,197830000,415980000,94889000,38328000,77581000,18375000,53147000
189820000,164730000,168210000,133780000,336710000,0,0,0,0,0
93828000,67739000,154900000,16657000,90873000,0,0,0,0,0
6485500,0,7657800,0,5349200,0,0,0,0,0
158040000,199760000,31145000,11151000,19248000,68328000,19402000,17509000,2834700,42023000
10909000,13297000,77132000,0,52287000,24803000,5639400,35037000,1320200,17027000
148010000,70345000,151300000,42797000,61406000,0,0,0,0,0
53686000,34626000,91669000,35992000,32143000,2605000,0,0,0,0
2420000000,1160400000,1980500000,740800000,1174200000,237310000,117010000,443440000,6050400,79445000
5792300000,2917300000,5075600000,2086700000,4242800000,647650000,275820000,541270000,68391000,481030000
12711000000,5282000000,14930000000,4708900000,8184700000,2451300000,984600000,2274600000,184740000,1724100000
107360000,92430000,49494000,52003000,87278000,7216300,626870,7657000,0,5802500
1085000000,657620000,1204900000,336320000,880720000,48511000,17788000,37410000,1391200,33429000
393380000,211620000,271180000,265580000,312300000,47180000,27667000,36217000,1799500,20374000
1651700000,1093200000,2045800000,1059400000,1636800000,19837000,6579400,13467000,1253600,6624000
2198400000,1582800000,2281300000,984870000,2513300000,226810000,89034000,263700000,18529000,137200000
3547300000,2626400000,4890900000,1816400000,3412500000,1104100000,483730000,946010000,125390000,360760000
34331000,23074000,20373000,14668000,3986500,0,0,0,0,0
1021000000,774770000,1038800000,567010000,1143400000,105700000,43733000,137760000,5997400,93375000
775810000,582700000,507030000,202190000,546570000,103780000,56520000,76159000,3643600,53274000
54880000,54049000,47665000,20152000,32532000,0,0,0,0,0
3787500000,3038900000,4039800000,1436200000,3551600000,169010000,88269000,161660000,26174000,139820000
19979000,79637000,118030000,88319000,152100000,0,0,0,0,0
3339500000,2388000000,1413100000,1629100000,2173100000,23562000,8930400,24702000,3678000,22248000
9084700,5855100,0,0,0,148240000,51480000,128850000,9655100,71223000
322170000,207550000,339190000,253000000,460010000,0,0,0,0,0
12030000,5614000,20355000,9915700,12072000,0,0,0,0,0
55012000,88541000,268850000,88409000,114370000,1261200,458280,683720,0,0
10987000000,6100200000,7481000000,5384500000,10191000000,2082700000,1384700000,2379800000,173690000,1480800000
2303200000,2562400000,2163400000,1634400000,3535900000,777680000,299330000,665850000,60348000,316960000
633740000,495260000,717500000,230750000,698380000,158100000,94239000,71788000,2691900,46386000
1523200000,1256400000,1681100000,672290000,697840000,356930000,188460000,349910000,16621000,224010000
107370000,55550000,139580000,31829000,21976000,4608400,2491800,1666000,245130,819300
731750000,911390000,1100800000,1469700000,2298300000,0,0,0,0,0
277510000,500300000,628760000,115880000,17459000,0,0,0,0,0
4553000000,3692600000,6226600000,3236000000,5017900000,955810000,549150000,1377600000,55198000,674500000
22055000,17831000,21074000,9151100,28438000,0,0,0,0,0
296590000,201060000,222000000,108550000,226490000,1550200,0,0,0,1109800
171390000,48244000,179210000,42291000,93795000,5476100,3081200,3017100,0,2373600
227700000,114890000,186160000,26614000,168840000,3322900,1574300,4277900,166950,2197000
2701100000,1638700000,3430500000,746530000,1855700000,170140000,61360000,189110000,9420100,71012000
18849000,336830000,778890000,7413000,891790000,576320000,308840000,422010000,99503000,100870000
4765000000,1750700000,3105800000,2024500000,4851200000,1242800000,502780000,1241800000,60259000,763700000
204340000,122700000,354140000,112260000,527340000,166580000,82219000,197870000,6643700,64690000
0,2786100,0,0,2944400,0,0,0,0,0
74187000,36453000,391640000,27512000,103280000,0,0,0,0,0
792340000,493120000,652040000,465780000,719400000,60150000,6575800,11954000,1640900,8150600
100150000,54472000,55672000,67391000,49224000,0,0,0,0,0
492980000,340860000,299220000,418100000,720990000,0,0,0,0,0
1501900000,182590000,275900000,1438200000,142890000,444070000,277070000,360390000,25726000,383350000
2826200000,1516200000,2992100000,1685600000,2592000000,22929000,16925000,27131000,1589400,22794000
103220000,35472000,60747000,75004000,216320000,0,0,0,0,0
129900000,120990000,72349000,22427000,46077000,0,0,0,0,0
22187000,12467000,18569000,6621600,4425300,4714200,1828600,7010600,0,2938800
77356000,53221000,127450000,55203000,159950000,0,0,0,0,0
65451000,40097000,69002000,18143000,59604000,0,0,0,0,2184100
2894100000,2499700000,2690100000,705250000,2975900000,277300000,101750000,256610000,11216000,115260000
14984000,6335500,5334000,7330400,9686700,1465300,0,0,0,0
1287700000,630470000,1395600000,688740000,1386400000,117880000,47247000,90866000,3426400,51000000
1358600000,664040000,1378700000,619230000,1427000000,329260000,138000000,190480000,34078000,172750000
32245000,10823000,30131000,8438200,0,0,0,0,0,0
1001300000,902790000,1404500000,823020000,1484900000,472430000,282240000,383200000,11707000,186760000
1199800000,910780000,1793000000,951570000,1062000000,0,0,0,0,0
174420000,1249500000,1849200000,1377100000,1279000000,73998000,57798000,160280,0,67677000
726080000,299290000,503170000,155740000,567620000,19659000,4785200,24826000,1118500,17736000
38039000,25043000,49285000,21779000,46327000,0,0,0,0,0
45590000,19305000,40398000,12709000,0,0,0,0,0,0
863340000,711560000,745310000,311240000,765750000,19732000,7213300,15620000,4578300,0
309870000,239280000,349830000,133290000,255110000,0,0,0,0,0
285070000,163120000,295500000,125070000,229270000,453310000,178070000,405930000,32707000,316970000
368460000,310180000,486280000,396720000,300650000,0,0,0,0,0
213560000,164330000,275490000,83689000,227870000,0,0,0,0,0
17085000,11103000,38659000,9276300,20730000,0,0,344670,0,202820
26329000,17254000,48975000,15790000,21095000,0,0,0,0,0
314010000,186760000,195820000,238960000,293160000,13958000,4505300,9384900,0,14095000
1207300000,789940000,884360000,583600000,925880000,18432000,4035400,17161000,0,92021000
169160000,102060000,160000000,85741000,246610000,0,0,0,0,0
418630000,318150000,336540000,156090000,303610000,8040400,3431700,5601300,280240,4752500
573380000,388600000,647610000,388460000,837590000,15487000,5146600,13546000,1667400,9048900
69125000,13940000,37507000,22096000,39814000,0,0,0,0,0
189240000,123980000,199400000,59853000,183910000,5124200,3750400,7108300,402600,4261500
178010000,97960000,212130000,95064000,126080000,7209800,1785300,4671300,0,3433900
90014000,61378000,97913000,62690000,102150000,0,0,0,0,0
468520000,240640000,287190000,61715000,295880000,0,0,0,0,0
21180000,2167000,10995000,3287600,10590000,8095400,3417000,6812700,1573900,0
1921500000,1389500000,2039200000,321930000,1930900000,155450000,73205000,129760000,11693000,82590000
72331000,38512000,20136000,15419000,8791000,0,0,0,0,0
0,12855000,8606600,8334800,20856000,0,0,0,0,0
4198900000,2193100000,2490400000,2520100000,2748000000,63500000,61791000,124890000,3670300,53999000
3801300000,2355800000,3089600000,2219000000,3604300000,219530000,74713000,92690000,18842000,68644000
2816400,0,7416600,4020800,10413000,0,0,0,0,0
539130000,376310000,427690000,261490000,522200000,1030400,503380,274320,0,507110
37737000,31022000,68951000,52428000,52616000,0,0,0,0,0
158040000,150190000,185720000,221080000,240440000,0,0,0,0,0
22933000,52293000,73341000,29922000,106320000,0,0,0,0,0
24946000,12246000,9243500,11855000,0,0,0,0,0,0
227360000,107060000,61165000,16306000,136460000,11979000,2578700,0,651020,1534200
720310000,95223000,703080000,147820000,97755000,37322000,19829000,26944000,4268000,37649000
38119000,19362000,25017000,18537000,26998000,0,0,0,0,0
832870000,540780000,707170000,276830000,332820000,0,0,14074000,0,0
206540000,164820000,535400000,54746000,197180000,0,0,0,0,0
168830000,182220000,133110000,129390000,214390000,0,0,0,0,0
388090000,293530000,483250000,228280000,325540000,20365000,5304000,8023400,898900,8440800
155060000,79713000,135340000,56576000,105780000,0,0,0,0,0
3591700000,2799000000,2998300000,1556600000,3039000000,476060000,209550000,475210000,33584000,410430000
86839000,32757000,46999000,30419000,86793000,4225600,3226800,4637000,0,0
2316500000,1799500000,1988900000,1113700000,2151800000,102690000,45565000,95488000,9097700,30385000
387220000,386830000,447960000,155990000,518700000,12743000,4685900,2057900,238120,5269100
11425000,11890000,18148000,0,0,0,0,0,0,0
69672000,63467000,118200000,43543000,56440000,0,0,0,0,0
332260000,345500000,540780000,225380000,328070000,5603400,2033300,0,521830,4386400
1134000000,821100000,708640000,557650000,1245700000,30516000,9392700,24516000,2013800,15825000
18126000,30472000,27383000,16414000,18419000,0,0,0,0,0
8906400,6340100,5923600,1423200,2770400,0,0,0,0,0
656220000,452500000,1666900000,410940000,642760000,494570000,168500000,354500000,55647000,299930000
6737300,3848200,9506600,6959300,11258000,0,0,0,0,0
531190000,469790000,866830000,226760000,1102400000,0,0,6742100,0,0
88373000,50782000,89943000,15430000,125960000,3249600,1424300,1708100,0,0
13464000,11545000,13865000,12838000,2556500,0,0,0,0,0
56084000,57186000,53847000,21541000,73115000,0,0,0,0,0
1279900000,613450000,1407100000,593730000,1077600000,17601000,6832100,10607000,1084400,10659000
433300000,284700000,337280000,223310000,263470000,44172000,17818000,20507000,1814000,7954400
1225800000,605510000,838750000,351500000,550850000,180950000,91288000,149330000,7411100,90695000
617660000,274010000,453720000,142980000,458900000,0,0,0,0,0
28500000,0,30396000,0,0,0,0,0,0,0
5587000,0,6257900,3481700,0,0,0,0,0,0
4945500,0,0,4800600,7915500,0,0,0,0,0
18368000,17166000,15248000,3917700,8963400,0,0,0,0,0
55727000,37471000,81771000,31128000,63777000,0,0,0,0,0
26641000,12761000,19235000,5188400,8588500,0,0,0,0,0
16791000,0,17086000,0,0,62571000,42856000,75315000,5600300,27383000
136280000,135910000,108350000,149410000,243090000,0,0,0,0,0
169750000,190520000,151050000,104390000,409590000,0,0,0,0,0
388330000,269010000,397060000,242430000,420920000,188980000,65788000,170550000,5759800,102700000
520270000,398790000,178440000,42715000,102360000,21908000,8891900,19271000,697670,8874600
14817000,5940300,0,6028300,11102000,0,0,0,0,0
7111000000,5304700000,9333300000,3360900000,7159200000,1434100000,655980000,1190100000,236540000,736600000
124640000,101930000,136540000,66935000,114270000,40185000,8930100,27452000,2915700,18159000
0,0,0,0,0,35105000,12926000,39244000,641800,17397000
1385600000,932320000,2076400000,991660000,1100600000,1340200000,356800000,1041500000,81387000,699720000
1581500000,1390500000,1868100000,664160000,1485100000,55364000,13836000,58102000,3333800,46156000
182800000,226810000,11393000,18566000,209050000,0,0,0,0,0
24765000,15172000,19847000,11941000,17537000,0,0,0,0,0
233310000,142740000,386090000,127680000,592480000,0,0,0,0,1565200
2276400000,1704900000,3238800000,1463600000,3055800000,171820000,71680000,211240000,8359200,138480000
19971000,13479000,7574200,35932000,0,0,0,0,0,0
2291900000,1284100000,2360300000,1475500000,1937800000,122410000,54961000,118000000,8953600,37843000
66227000,42705000,52328000,34152000,49136000,0,0,0,0,0
111540000,74231000,134410000,81228000,50552000,0,0,0,0,0
23300000,28750000,96907000,26781000,80021000,0,0,0,0,0
905230000,446450000,972400000,547530000,985140000,140270000,43293000,98033000,10939000,40306000
7251900000,6963500000,9664300000,4717000000,7070800000,790930000,270910000,474530000,31647000,336060000
347970000,216140000,239430000,136660000,224140000,13400000,5495100,10345000,0,4967000
2252600000,1176000000,466140000,382810000,1251700000,258330000,59808000,208880000,26755000,99299000
0,5602700,11556000,30775000,64954000,0,0,0,0,0
364610000,246870000,341670000,275200000,437190000,85974000,80616000,84361000,9176200,86582000
1496000000,998520000,605990000,801990000,1119000000,54075000,22738000,28468000,210480,106970000
275320000,207400000,328810000,202340000,249330000,9830300,5907800,9024700,0,10983000
746390000,568250000,438650000,376850000,522130000,0,1515300,0,0,2765900
11304000,6751700,11192000,10397000,17434000,0,0,0,0,0
187030000,157380000,188420000,129950000,198680000,0,0,0,0,0
268630000,241830000,364190000,203820000,419240000,6762300,1406600,0,0,0
1121900000,766340000,991240000,639770000,725090000,0,0,1586600,0,1340500
2734300000,2158200000,2629100000,1333400000,2165300000,0,0,0,0,0
54319000,17722000,44393000,38310000,28623000,0,0,0,0,0
41127000,20846000,48296000,14489000,14118000,17559000,3144900,5445900,0,5320600
123380000,71197000,107690000,59160000,82428000,2857100,0,2329100,0,915710
1493000000,1119500000,1830500000,1096400000,1679500000,72562000,27618000,66746000,2252300,50086000
5533700,1451600,2034800,927800,1152500,0,0,0,0,0
11113000,8017400,8940400,7279300,16623000,596760,0,0,0,0
14538000,17669000,22769000,15013000,0,0,0,0,0,0
610850000,378510000,600660000,187830000,529440000,11246000,4219000,12295000,0,9631700
364180000,229670000,335220000,301480000,330860000,12820000,5088900,7251700,259880,6296300
121430000,73301000,242020000,70443000,161900000,0,0,0,0,0
772090000,509090000,722140000,516890000,654130000,0,0,0,0,0
108690000,41016000,44124000,51422000,92409000,0,0,0,0,0
1513200000,1407100000,1998100000,764570000,1582500000,162570000,81138000,156850000,9350200,54970000
145540000,227790000,673850000,48344000,594360000,39417000,10764000,39128000,2926600,15696000
9075600000,4458600000,5851300000,3374800000,7411400000,1266100000,536890000,1068000000,81316000,756870000
466690000,490760000,760170000,37934000,654240000,87147000,43103000,61073000,5459400,49502000
782470000,460700000,753220000,367530000,606880000,71535000,22870000,56713000,976370,45801000
12280000,9651900,57582000,3190400,3466700,18667000,12523000,23096000,680130,622740
2862200,0,20277000,0,0,0,0,0,0,0
1312700000,843760000,1211700000,464620000,1087200000,355340000,154380000,316620000,18686000,278060000
1145800000,843590000,5934900000,546440000,1134300000,44314000,27662000,59045000,3059900,30763000
1267900000,1801500000,3205700000,1065800000,2070100000,437840000,208050000,361170000,36216000,176110000
4210900000,4084100000,6065800000,3087100000,4865000000,1135400000,524770000,1139900000,46150000,571990000
453570000,435500000,460030000,244830000,619970000,0,1218500,0,288800,2579500
503650000,282390000,451810000,197170000,335490000,0,0,0,0,0
60593000,53747000,56271000,12868000,53662000,0,0,0,0,0
405640000,235330000,241490000,311390000,84947000,0,0,0,0,0
122810000,18898000,61447000,44779000,29567000,4146700,1437700,3090800,0,2722000
45194000,24015000,49683000,41014000,92686000,0,0,0,0,0
168960000,211820000,549010000,58904000,144560000,171570000,118650000,233820000,7354100,129120000
30250000,14224000,41134000,29437000,59075000,8982400,3878200,7740500,0,3896400
125980000,79121000,165050000,61461000,113460000,3777600,2294500,0,0,2830700
37740000,18223000,25471000,25390000,32503000,0,0,0,0,0
334560000,352710000,656770000,85400000,564190000,0,0,0,0,0
213560000,64428000,37674000,94803000,174730000,53444000,24208000,22556000,0,14765000
262700000,118720000,140800000,55129000,91055000,0,0,0,0,0
526910000,268150000,400170000,241040000,348600000,54948000,16879000,29131000,2388900,24107000
1145300000,456110000,689620000,502040000,803670000,0,0,0,0,0
216750000,217500000,192110000,196760000,155390000,0,0,0,0,0
239500000,31940000,275350000,84944000,111020000,4303500,0,7836900,425410,3439500
18446000,29174000,27784000,13678000,52936000,0,0,0,0,0
264030000,207900000,322380000,145130000,214690000,0,0,0,0,0
3412200000,1544000000,2204800000,324950000,1953700000,5973200,3135900,7960600,497820,7106000
46349000,39381000,69685000,43141000,39968000,0,0,0,0,0
380530000,232160000,394260000,146200000,277100000,185400000,35776000,76417000,974800,60583000
108640000,80781000,176780000,37791000,130780000,66981000,38079000,50718000,2988300,36303000
1119000000,743530000,1125300000,706020000,1730400000,0,0,0,0,0
59369000000,43774000000,55938000000,29424000000,51039000000,13094000000,8945900000,13553000000,1146800000,13252000000
219110000,544510000,615570000,163520000,1444300000,133870000,91967000,54880000,6293800,78809000
1744400000,930250000,1393600000,940490000,1124700000,347370000,147930000,248850000,6738300,184210000
0,0,0,0,0,2771100,1898500,7094600,0,2646000
1555100000,1897700000,7870100000,1005200000,3142600000,1592300000,765360000,2063400000,128340000,1546100000
73263000000,67426000000,89899000000,44395000000,89661000000,5670700000,3469800000,7242000000,305150000,4448800000
706660000,343250000,890360000,131090000,338630000,2344400000,925610000,2314800000,136450000,1869600000
2503200000,1464900000,2977300000,941670000,1828400000,1335800000,503860000,906130000,69077000,1001900000
577500000,521310000,448380000,166390000,422510000,400210000,228270000,236590000,11975000,193490000
42187000,37656000,100530000,34534000,55823000,0,0,0,0,0
33076000000,30506000000,66972000000,24105000000,48088000000,12739000000,6805200000,12821000000,678660000,7728700000
2404700000,1266500000,2068300000,1195500000,748350000,296350000,169820000,313860000,10470000,156660000
42686000,51489000,50748000,13939000,57823000,0,0,0,0,0
127130000,73131000,249600000,61982000,100830000,13278000,10422000,24656000,753160,2872900
1880000000,3264800000,2559100000,3187500000,9926800000,3108400000,1657100000,3964200000,204000000,2801000000
532080000,362390000,774210000,330460000,691880000,181360000,86370000,85209000,7952700,76617000
9756200,30035000,46818000,10830000,31726000,0,0,0,0,0
31597000,126470000,48349000,49014000,200990000,72245000,103200000,243770000,290420000,38169000
23185000,25106000,36349000,4642800,201120000,0,0,0,0,0
0,0,0,0,0,970480,1958000,21691000,3752400,739600
15532000,0,22313000,15838000,48471000,0,0,0,0,0
97714000,49877000,172740000,29570000,96589000,0,0,0,0,0
10275000,16588000,15224000,5805400,17739000,0,0,0,0,0
97371000,85295000,106820000,36205000,141660000,17045000,19661000,8269800,3744800,25994000
1222000000,607310000,1687500000,885770000,1961300000,3375400,1576600,1393800,0,1291800
51803000,35937000,209870000,146020000,157910000,89343000,41128000,73207000,6950500,42398000
9513600,10418000,9382500,5684000,8685500,0,0,0,0,0
7703700,27204000,9167500,8682400,7156600,0,557400,2749100,0,0
304650000,252440000,211970000,252360000,475080000,59671000,18816000,90181000,5231400,34601000
2436800000,1771800000,1624500000,925560000,1419000000,17658000,7309100,0,345410,9981200
24640000000,17302000000,30733000000,12590000000,18320000000,37393000000,16532000000,31683000000,1339700000,20520000000
22301000000,16590000000,12787000000,9958600000,15616000000,534990000,338420000,779950000,1746600,338580000
2895100000,1681300000,1597100000,682670000,2221400000,429670000,171250000,346260000,18760000,211850000
75609000,32980000,346070000,44665000,103420000,0,0,0,0,0
1381500000,498360000,965160000,346010000,708370000,145360000,69950000,163520000,5510400,166420000
190540000,117200000,323640000,66538000,300730000,23592000,6456800,10479000,125410,4703800
0,0,0,0,14908000,0,0,0,0,0
0,627840,1500600,3181600,4010500,6624600,3050400,8712200,2399100,2281800
701410000,480940000,903500000,261990000,522600000,27874000,13817000,17674000,8838600,26349000
2591800000,2317000000,3736700000,1357700000,3030400000,22104000000,15001000000,29139000000,1317300000,18162000000
10313000,6922100,12667000,15277000,16343000,3559300,2173300,4035400,267190,3294900
531470000,517650000,866620000,549420000,886030000,0,0,0,0,0
9997900,13781000,19573000,14927000,37639000,0,0,0,0,0
481820000,218610000,487560000,309950000,477780000,28460000,20530000,38595000,1519300,36089000
26215000000,17320000000,21751000000,16373000000,29251000000,1722800000,776020000,1745500000,107960000,922130000
1390800000,905150000,1907500000,572960000,939630000,294950000,109040000,282730000,9280900,202090000
788840000,494650000,1582100000,401860000,2401200000,0,0,0,0,8449800
78149000,169590000,286530000,129380000,332740000,3260200,1225700,760900,0,3035100
441700000,346930000,440750000,118990000,431160000,0,6062400,0,0,0
106670000,103810000,149590000,47250000,124070000,0,0,0,0,0
2783000000,2188900000,2549300000,1969200000,3234100000,0,0,0,0,0
0,0,0,0,0,49055000,9216600,46140000,1114900,10171000
80154000,75091000,108950000,8685000,116950000,3727500,7078700,6747700,720980,4041200
0,0,0,0,0,0,10588000,38761000,866790,19671000
0,0,0,0,134330000,22250000,101350000,49959000,2163700,23752000
155530000,89083000,135610000,44933000,202250000,28559000,14141000,23815000,1820600,20289000
95510000,92649000,106940000,39001000,85595000,8729000,5046500,3786500,0,10635000
26606000000,15919000000,18809000000,17808000000,22214000000,1523200000,733480000,4815800000,160260000,1114100000
720950000,614060000,854690000,433750000,1756000000,0,0,0,0,0
166750000,53722000,154870000,29970000,30124000,58026000,60471000,58230000,0,95313000
50531000,117040000,190840000,50054000,160340000,8380500000,3211700000,6702400000,937610000,7623900000
3953600000,2029800000,2707500000,975350000,2368100000,2564500000,1078000000,2399700000,214600000,3266300000
1082400000,843040000,1255700000,395950000,1044800000,36550000,14738000,25164000,2068600,12491000
10501000000,7628600000,10465000000,4323400000,14195000000,2642300000,1764800000,3906000000,226450000,2540400000
715870000,483500000,819840000,477990000,1206800000,0,0,0,0,0
151370000,78647000,136260000,68203000,136030000,0,0,0,0,0
1308900000,1456000000,3638600000,1813300000,2634000000,614760000,258090000,350940000,60057000,345000000
0,0,0,0,0,149830000,91053000,130820000,9856900,61452000
1314300000,756760000,2312500000,534660000,1424200000,281300000,139010000,280660000,9389500,289020000
36763000,32607000,34311000,23752000,54894000,0,0,0,0,0
0,11547000,11177000,14567000,11864000,0,0,0,0,0
0,0,0,0,0,11598000,8572300,10478000,568050,13628000
400750000,279790000,620950000,473840000,419540000,0,0,0,0,0
9591700000,6163000000,8719800000,5506000000,5918300000,819320000,216690000,830210000,56922000,583430000
320570000,416080000,466120000,168280000,486900000,7958400,7289800,5995300,342480,9377900
0,0,0,0,321080000,68582000,133870000,190150000,23281000,53375000
37675000,51368000,42571000,56776000,27468000,0,0,0,0,0
64061000000,39242000000,65333000000,23235000000,43777000000,41561000000,19019000000,39195000000,2578800000,31277000000
4928000000,2826800000,3996500000,2943000000,3969700000,887380000,465000000,1144200000,137550000,995570000
6837700000,6251700000,10202000000,3822200000,11467000000,19316000000,9403100000,15900000000,1160600000,10760000000
3443000,0,7116400,0,16213000,0,0,0,0,0
38894000,7085600,38696000,31364000,23446000,0,0,0,0,0
385440000,375440000,453440000,225360000,624140000,616740000,317240000,544510000,59335000,473210000
53934000,47506000,28547000,22238000,61224000,0,0,0,0,0
22029000000,18670000000,16764000000,10773000000,12523000000,360410000,302900000,919670000,13723000,297560000
97021000000,74810000000,1.2871E+11,38616000000,1.1123E+11,14283000000,7650900000,16103000000,1223800000,13338000000
451920000,596750000,686550000,343030000,561900000,6547400,0,0,884480,0
0,3565800,0,0,4315300,0,0,0,0,0
5712500000,5063000000,6173300000,2309500000,6434700000,839290000,487730000,983840000,58986000,795580000
55515000,14695000,10810000,43797000,140320000,4938100,3047200,2205300,0,4718400
506990000,259240000,822580000,117320000,434850000,60611000,34905000,75262000,1405000,72557000
52365000,31115000,26721000,5658900,42305000,30289000,37749000,25673000,1774400,15261000
2695900000,1694400000,3885900000,1041900000,3252000000,880930000,368700000,973430000,40802000,738010000
870720000,690090000,1028800000,585690000,1175700000,118620000,42065000,144520000,6730000,103070000
18076000000,11546000000,24474000000,5425100000,19212000000,4373700000,1619600000,3572800000,680820000,3124700000
0,0,0,0,19351000,0,0,0,0,0
226460000,48409000,202970000,44176000,211780000,0,689850,542150,140290,1196800
25100000,15200000,22718000,7165500,18986000,0,0,0,0,0
8251000000,5301900000,6842100000,2513700000,6468900000,9753100000,4721500000,8939300000,111820000,4296100000
41216000,32073000,64651000,22827000,69673000,0,0,0,0,0
9766700000,7309800000,14537000000,8043600000,7599800000,924780000,461060000,990220000,71034000,343350000
15264000000,12423000000,22024000000,8813600000,20357000000,3541300000,1720900000,4335000000,526390000,2517300000
92154000,66791000,70436000,30934000,65043000,2515700,3218100,2480400,406350,2194700
22659000000,18947000000,23534000000,14693000000,27296000000,18006000000,7593300000,15060000000,794350000,9129500000
2185000000,1619500000,2596500000,791370000,1987700000,0,0,0,0,0
209800000,163380000,252770000,125910000,269620000,0,2192000,3215800,0,0
135940000,79000000,105590000,24569000,57158000,654360000,420260000,571440000,29861000,414790000
456320000,148410000,261350000,118210000,250150000,10674000,3989300,9917000,0,2746000
3737100000,3214800000,7181500000,1590200000,3110300000,2455100000,1172400000,3044500000,111920000,2024000000
1004300,6533800,16280000,0,12182000,12155000,4113300,5857700,104420,0
7639100,4035800,12549000,6609400,12153000,0,0,0,0,0
222530000,75875000,154200000,85442000,75468000,0,0,668310,0,657230
289320000,171610000,382880000,129350000,235300000,208000000,71314000,274950000,14639000,130970000
1.0519E+11,65271000000,98166000000,53694000000,86156000000,50642000000,22142000000,49474000000,5573000000,37312000000
76277000,23244000,55813000,21223000,52187000,0,0,0,0,0
2214100000,1598500000,2058200000,1004000000,1671800000,748550000,315210000,815400000,43692000,672620000
813190000,363610000,716170000,355470000,392940000,98244000,37352000,67483000,4497800,53918000
363260000,299070000,243130000,115060000,301930000,45190000,17629000,19158000,274900,16434000
5833800,8274800,9255600,1621600,27430000,0,0,0,0,0
225380000,41277000,285320000,64978000,138250000,275500000,111630000,163780000,11910000,155200000
13063000,14025000,11679000,17399000,13363000,0,0,0,0,0
50252000,31204000,11672000,34996000,23359000,0,0,0,0,0
5431700000,4291700000,4180200000,2560500000,5452200000,450790000,263860000,340080000,23910000,167700000
0,15679000,15113000,0,0,0,0,0,0,0
30980000,39254000,287440000,0,35189000,0,0,0,0,0
2023700000,1296400000,1640000000,1125400000,2295800000,110880000,69645000,192480000,11968000,82522000
102370000,69545000,101380000,48052000,81986000,3250000,1917300,5734500,0,2780800
2516700000,2131700000,3160800000,1333100000,2185400000,1923500000,689310000,2574200000,106680000,1512100000
192400000,288150000,368270000,151440000,509730000,92543000,44828000,99886000,8450500,68208000
65953000,70228000,52564000,3953200,62452000,0,0,0,0,0
1526700000,847640000,1322700000,1035000000,1527000000,338430000,152380000,391150000,22635000,159930000
1241400000,364020000,1426700000,980190000,1073100000,569450000,335960000,488290000,56794000,122540000
8076600,1395200,0,0,2813300,954420000,313890000,694840000,33890000,796300000
1318200000,512730000,539340000,192990000,622280000,72841000,30842000,104600000,0,49735000
49349000,16303000,29815000,10446000,31583000,56812000,18140000,28208000,193840,5434800
364120000,148100000,224680000,111940000,126200000,112060000,96508000,190710000,4065600,103130000
4232900000,3369600000,7269300000,1839400000,3336800000,6306300000,3337200000,7126900000,80729000,3544100000
0,67254000,62442000,30085000,61624000,0,0,0,0,0
253690000,143310000,158950000,112440000,3845300000,1689000000,910850000,1215200000,177420000,665350000
668400000,420440000,2253600000,358380000,1299400000,1026300000,648190000,924270000,83556000,265700000
606500000,221140000,466420000,321380000,645600000,178780000,89137000,218890000,9696600,155060000
496090000,280370000,643680000,144910000,503480000,0,0,0,0,0
16868000,11327000,15036000,4944600,40936000,0,0,0,0,0
1149900000,748730000,801590000,252920000,786300000,90034000,58527000,44991000,4106800,47943000
42772000,30982000,37696000,43719000,33337000,0,0,0,0,0
950210000,683860000,819000000,551010000,798980000,200570000,99398000,159280000,15570000,101850000
3088000,4251300,3138300,2209300,2900300,0,0,0,0,0
20618000000,16479000000,20967000000,13797000000,14769000000,1182300000,529320000,1040700000,74654000,742450000
19561000000,13176000000,13417000000,3438600000,8967100000,5407400000,3192100000,5328600000,133910000,1699300000
8581600,12837000,35065000,17458000,46209000,0,0,0,0,0
39719000000,21177000000,31109000000,18766000000,23396000000,2956700000,1469900000,3236600000,299460000,1818700000
3398500000,2224300000,2876400000,1392900000,4130600000,909680000,480760000,1134300000,42071000,137320000
41102000,25083000,40194000,13106000,24149000,892320,572620,916770,0,0
91835000,62369000,210510000,114690000,161320000,0,0,0,0,0
53277000,26502000,61156000,23587000,35616000,0,0,0,0,0
98275000,21193000,145170000,56137000,54931000,26614000,10583000,7917300,967510,16264000
5914500,0,0,4420100,2823400,0,0,0,0,0
55491000,0,90938000,41817000,32769000,0,0,2161000,0,0
4109300000,2152300000,3822300000,1373500000,3045600000,0,0,0,0,0
253870000,102960000,180350000,99808000,209330000,0,0,0,0,0
13792000,14211000,8217900,9443000,27800000,0,0,0,0,0
152370000,85255000,160310000,38561000,139730000,0,0,0,0,0
593450000,427220000,622340000,334400000,544970000,579960000,235590000,445990000,26577000,252720000
132860000,71786000,211860000,96945000,200210000,0,0,0,0,0
