Intensity,Intensity 30_1,Intensity 30_2,Intensity 30_3,Intensity 35_1,Intensity 35_2,Intensity 35_3,Intensity 40_1,Intensity 40_2,Intensity 40_3,Intensity 45_1,Intensity 45_2,Intensity 45_3
580130,140580,94262,74551,0,70253,50479,0,95120,0,0,54880,0
47934000,4088400,0,3175900,3487700,5395700,3315900,4850300,63696,7112900,4183900,8605200,3653800
8378000,559180,351570,321130,461020,332200,323540,741480,641080,620010,1340300,1405800,1280800
728120000,87938000,73631000,80889000,47020000,53656000,54159000,82773000,59817000,60344000,45038000,48178000,34673000
32044000,6807500,4300900,103650,897280,1622700,295260,370640,6662200,7870300,540330,823650,1749300
2217100,197390,141350,170000,100350,109670,110430,172990,246350,218680,288530,282490,178860
33886000,5118600,3692900,4236800,2113500,1995700,2655300,4370500,3097000,3002400,1296800,1389600,916720
4045700,599640,393990,256630,445490,199360,81103,236670,804090,891950,45489,44237,47056
1283300,0,0,0,0,0,0,0,0,0,436990,527940,318350
41824000,4683500,3905600,6233600,3125700,1923500,2649400,6355900,2517200,1649000,3294700,3614000,1871900
20113000,4140400,2504400,1197100,1786200,779980,280510,1534400,3398000,3069800,721580,0,700270
654720,0,142730,163080,74055,51655,59478,73446,90277,0,0,0,0
10412000,1511300,836050,686870,1011800,542240,465650,1449600,1041200,841040,843650,725460,457240
2222000,347210,189400,240160,144540,142240,96262,236990,207170,210480,153550,149390,104660
1463900,213330,176510,125990,104170,0,0,0,182110,178720,145750,189160,148180
2101900,24656,0,0,431670,354780,0,380820,465390,444540,0,0,0
10073000,1014000,701910,693500,960430,638780,0,1395900,2217500,1721100,333620,395750,0
1967700,187720,88346,144830,141980,87799,122790,206460,211800,143020,198960,260480,173480
2744400,419880,190860,337230,223520,183270,170140,291440,387700,345420,66421,79934,48633
877810,485260,0,0,211190,0,0,0,0,0,181360,0,0
3152800,502830,252570,349090,169460,168160,204910,318150,357220,415610,119580,161250,133950
310870000,35930000,26703000,40454000,14642000,13057000,19741000,25125000,28424000,26374000,25958000,28773000,25687000
31307000,4570000,2594100,3039600,2731900,1809000,2126200,3558200,3411600,3270400,1432300,1446700,1317200
2941600,488600,218590,174230,307460,203850,136970,286770,366310,268860,226480,153710,109810
4185100,796110,505680,422810,434280,265770,223650,448620,371640,321380,166440,124260,104500
1671500,304260,278880,281360,110660,100170,159000,161370,225410,0,50346,0,0
1416100,257900,151200,163550,121990,80665,86708,205000,164520,118530,66084,0,0
1165200,185620,0,99083,109670,0,77449,203150,0,198380,167370,124440,0
48443000,5285200,3753700,4173900,4031800,2808700,3112300,6709600,5277300,4166300,3296100,3422300,2406200
18501000,3526700,1387500,1750800,2455600,681090,458950,1995800,2697300,2279800,644510,622890,0
560880,87055,85943,67682,33850,29689,51495,0,73374,71929,0,35890,23971
1220800,234800,372190,0,0,0,0,249160,90608,0,0,96387,177650
938930,156060,104160,117740,0,91030,82004,108630,140280,109380,29651,0,0
1062200,65664,43222,46911,64947,40704,45340,58177,101150,72495,169220,201010,153350
2070800,163770,113640,125570,316200,232020,0,476890,514250,0,60988,67466,0
3313800,559030,385070,264630,293180,180390,0,444440,495380,0,339030,352640,0
2080600,340280,252630,176940,129110,138360,148410,247000,241770,255640,61163,48790,40468
8655800,200860,107360,84234,1536500,993930,1251100,1620700,1355400,1321200,62094,62738,59672
1045000,463490,97747,53734,84367,33035,0,97870,120090,94678,0,0,0
3972400,317400,209550,240180,190880,151530,203070,344380,331880,396680,546760,595650,444470
910210,233140,164320,106990,62932,40175,38885,80073,109530,74157,0,0,0
2895500,262500,223430,179780,181550,181930,158580,389590,319450,269150,244320,275240,209980
40971000,14516000,4160600,4513500,3891400,1350600,1352300,4892200,2527900,2573300,686140,346070,160420
19040000,3196300,1559800,1198200,1429300,798200,665270,2040000,1435500,1161900,2385500,1822000,1348100
1506100,211130,204110,168630,90024,76904,90308,109020,100880,114660,91844,131280,117300
25741000,4074400,1452500,1141900,1061400,1075700,733980,3931500,1657900,1072700,4735100,3283200,1520200
1925700,655100,113710,0,85958,31693,0,0,163460,164160,711590,0,0
12400000,6008800,857790,858000,0,293570,0,828110,654000,549960,1540300,809780,0
12313000,1994400,1051900,1395500,1028000,561120,693810,1598000,1004700,1156300,752610,591030,485350
3766900,448850,490640,392300,294620,143250,50016,356980,617620,459250,149310,217570,146520
45806000,3232900,1431800,599240,6085800,3498800,1364900,8272000,12288000,8272200,412250,348150,0
120010000,5396400,4085100,4667000,21004000,10154000,17809000,27174000,26934000,0,867770,999950,920930
2279200,67304,133600,193040,106700,62727,101780,258070,107460,0,374620,542110,331750
2591800,212150,84767,66465,217510,66571,0,280160,164460,0,447070,318600,734020
1885400,248450,197210,70081,200110,34477,0,206960,515970,235960,0,176150,0
8058400,158590,0,0,1725400,846560,664200,1605300,1573200,1444900,0,0,40265
2688300,870070,321410,0,40242,119880,30522,52358,398270,514020,183140,33311,125110
1419200,192690,174010,129430,122410,87036,89764,136110,156120,138220,56190,79646,57549
249840,0,130750,0,0,0,0,0,119090,0,0,0,0
2097100,143300,232800,307110,246930,110670,199500,534920,0,97790,224060,0,0
3820500,526860,379090,460000,215700,219290,236130,423160,457980,406620,173160,169240,153290
56020000,5066200,3409500,4578500,2249400,2932700,3485800,4953300,6871600,6134600,4790300,6767600,4780600
14092000,3077400,1653100,986580,1190100,641050,465980,1417600,2138600,1437100,719820,0,364300
25093000,2796400,1896700,2003300,1336900,1109600,1283000,2587700,2572000,1966900,2411400,2562400,2566600
4848200,783620,319580,418300,407290,220540,229550,639360,464280,499360,309870,341640,214860
607570,0,82519,95249,63175,69828,0,86783,133910,0,39831,36279,0
5417800,651890,548550,707160,371730,249460,365840,998840,472390,464730,185010,220120,182110
575350,444830,0,0,71083,0,0,0,0,0,59439,0,0
2826300,388970,0,337430,0,320480,0,569190,0,528400,350570,331220,0
2221500,199580,214110,730740,226040,109330,196810,240930,121240,0,0,102140,80578
7088800,1796800,1417000,0,92714,474840,396290,352380,1197200,793670,254640,166560,146680
6284600,552850,339940,378640,347780,316070,498920,1001500,725880,807290,365290,506620,443770
7175000,392740,331040,185500,690410,247540,125880,562110,1519300,1000600,706600,839970,573280
1083000,0,0,124680,97548,0,50377,0,121090,184390,184070,201250,119560
13809000,1848300,1348900,1446300,948770,857750,887500,1736600,1445200,1133300,854230,708420,593940
6598300,905540,192600,38677,587970,169030,146940,1019000,456900,498910,1218700,821710,542410
4198900,0,514110,534430,377950,280460,245070,423290,397340,671760,229650,272460,252330
13512000,1789300,1362400,1420600,731660,703710,633350,1481700,1744700,1775000,658970,716590,494140
18782000,4131400,2774500,3001900,377480,455990,461980,1048700,709000,715290,1862400,1706100,1537200
2464500,421270,315480,305350,165280,117010,168700,262060,223940,244290,97817,79051,64266
3081400,386340,343480,370290,199460,228680,330980,255260,331580,285510,167290,182510,0
1260700,368410,256650,219250,51064,0,0,81411,62755,52367,78961,89875,0
935960,0,0,0,60135,41684,0,122550,94108,0,214100,198570,204810
11319000,1146100,1034600,1026300,713700,634660,684310,1201000,1216300,1146200,879910,888050,748140
396300,0,0,20553,0,0,17851,0,0,35639,134290,102010,85950
734490,163600,0,116930,0,49657,58207,106370,109310,0,35784,67887,26748
14224000,2488100,1799300,1879800,875690,765200,931750,1381100,1561800,1303800,430840,442240,364540
1122700,431190,0,0,289890,0,0,0,401670,0,0,0,0
1441100,322910,187840,282880,103090,74714,75277,150990,0,144170,55034,21241,22979
8037300,1082800,732900,739140,568420,298280,168280,609680,967090,901290,618620,773260,577550
73525000,7041400,6075500,5943300,3167000,3270000,3733200,5255800,5596700,5636500,9311900,9726500,8766900
72077000,2427700,4302300,4435800,3408400,3883600,5716600,9373300,4768700,3879800,10493000,10334000,9054200
1947500,139760,219720,134410,0,126750,148420,0,279650,147620,291390,262930,196890
652350,53913,0,28494,54672,17305,0,75977,62811,52868,170550,135760,0
127830,0,0,0,19817,0,23474,0,28492,28599,0,0,27445
7114400,1551600,620060,509200,682980,355550,316980,1032900,655780,551160,316480,290690,231090
1648500,137620,110970,144680,95863,64471,67537,130990,107620,92438,220350,277050,198930
1484800,257800,305870,0,313730,108160,0,239100,260120,0,0,0,0
18855000,978520,1002700,929160,1023400,431400,419380,1078000,1154500,1018600,3623500,3963100,3232900
2291300,410180,242170,265190,180310,150320,146670,236210,283770,275130,0,45612,55771
6320800,2339100,1849200,1812300,0,95076,84796,0,0,140370,0,0,0
439400,0,0,0,0,0,0,0,0,0,118680,178220,142510
6955800,1009400,710630,745850,401710,363600,414430,704320,831540,791670,281810,380160,320670
17425000,2048800,1678900,1786300,1062300,825170,1115000,2179100,1705300,1418600,1223800,1422700,958790
1805700,156250,57303,58054,88511,49019,41322,162350,116700,94325,432470,302060,247320
3204300,165340,135540,191860,178200,119240,131670,303570,353760,317890,460000,500220,346990
5380500,316780,283970,374810,239000,177200,237770,462830,252680,219050,895740,1087300,833410
3463700,151840,0,185630,101940,108570,0,151520,0,157760,657160,958480,990820
1646200,312730,65083,0,15518,29410,55781,20297,86800,120670,535560,104250,300060
189580000,25817000,17907000,18215000,11947000,10338000,12073000,18066000,19790000,20168000,11747000,12519000,10993000
2640200,323710,336060,352220,186730,0,203030,357350,0,335770,198520,172160,174680
2355600,307610,236760,199900,138150,114670,133070,187210,231880,211700,206080,206230,182380
13978000,662260,1211700,916820,501950,562060,730380,1444300,745540,584180,1996600,2637400,1985100
40432,40432,0,0,0,0,0,0,0,0,0,0,0
35502000,4804300,3759200,4171500,2262800,2226000,2581500,3230400,4128500,3373600,1573000,1776800,1614600
57666000,2748200,1672000,1080800,10532000,4357800,1566800,11320000,12983000,8196900,1221200,1076100,911190
124530000,3548400,8755000,3879000,14513000,11709000,10939000,20373000,27252000,21994000,545530,602760,423300
44621000,1329100,1154500,402880,5372000,3156300,789100,5914300,14646000,11646000,67785,83041,59571
20786000,0,420180,342620,740840,937900,963050,1789300,1954300,2072000,3962500,4132200,3471100
20646000,1782300,2245900,3012300,1523900,1210100,1662200,2742300,1855100,1642500,948960,1232800,788120
6455000,484220,260820,371260,243470,175700,179240,411930,391520,371710,1313200,1203300,1048700
5059200,1407400,0,572500,325510,268820,323680,0,559070,475810,354860,435830,335750
72263000,2697600,2147400,1579600,9048900,6163400,3342800,13595000,18504000,14449000,261140,271350,202700
1125100,362580,181220,197900,0,86054,117410,0,179880,0,0,0,0
8268500,1177600,778740,905470,432300,440710,464720,980690,928100,818670,440960,481720,418910
32417000,6220700,4426300,4037900,2442300,1555400,1653200,2795500,3673200,3004800,948570,926840,732620
1717000,227870,170160,261460,113420,114670,133780,155990,206030,174460,0,86963,72226
17404000,1676100,1054000,1198100,950730,778570,1079800,1821300,2030400,2015800,1528500,1959800,1310500
1559200,337800,154210,120030,147270,59187,76120,176800,106220,93634,123460,100920,63518
1216800,211250,59921,44347,107350,45205,60268,236860,126740,95799,115060,60520,53511
1421600,379030,93813,26286,140730,62068,0,59522,313090,326380,20669,0,0
725540,308960,0,0,135340,0,0,196670,0,0,84568,0,0
1027400,278670,166610,85804,105430,49503,0,86786,151930,102710,0,0,0
174910,0,0,0,0,0,16310,0,0,136160,0,0,22436
712550,173030,0,130820,83532,0,55413,145630,0,96540,0,0,27576
1918200,0,174040,137620,145790,92145,136150,269660,276460,247330,162500,142170,134350
10599000,317550,1422800,1175400,1287900,829790,852630,1264900,467460,704000,812260,456150,1008000
3957300,343330,775020,159140,549920,295470,123250,328410,237330,389860,253810,225570,276140
6041700,932980,1020000,734570,486100,366170,331310,938960,0,560310,358400,312940,0
699140,225850,0,0,175150,0,0,185470,0,0,112670,0,0
2027200,134430,108470,80057,179730,174980,240010,268000,315740,285870,72419,99185,68320
2760800,280090,325130,258600,272940,153630,157100,224260,297310,357860,150610,148210,135070
728870,103900,133390,43283,121420,20689,0,73120,148930,45494,25921,12731,0
749780,42522,0,30061,82022,79338,115610,99100,120850,120490,0,36968,22832
3142500,333790,352840,356200,177710,209960,211350,332250,352990,386050,134020,146050,149300
3969400,589550,407620,436340,245760,203780,243410,297780,483910,467490,184100,238300,171370
50988000,6012900,5697000,4488300,1857700,3189200,4202300,5070800,5245300,5024700,3186500,3769300,3243700
17564000,4071400,1470400,969240,2010600,783850,184030,1141500,3185800,2569900,574140,241120,361680
3892400,580090,453070,0,170370,173840,0,83503,1376300,1055200,0,0,0
1730100,230130,134470,147990,122180,99794,122880,194720,148630,157780,149070,127550,94896
333400,233600,0,0,99796,0,0,0,0,0,0,0,0
2337200,113440,118140,143940,84140,63815,65056,150620,111880,104180,449220,578650,354080
555120,0,0,0,0,62487,71556,0,144550,153590,36732,49685,36523
1286400,121090,52855,98982,32999,48687,74628,110310,53775,57560,239610,251720,144150
2175300,146230,384600,267140,225480,51823,0,210650,243420,136790,112680,299640,96901
243770000,32073000,24511000,22871000,13887000,11042000,15419000,21615000,18637000,22803000,19511000,21260000,20142000
5163500,393160,356170,352920,219380,217210,243070,411190,498040,468300,639980,786490,577630
673860,0,48948,97306,26418,19646,33591,55428,0,0,124070,155960,112500
1507300,0,132470,120890,0,82199,0,0,167660,0,459850,285260,258960
33473000,5686400,3982200,4975800,2120300,1705500,1511600,3017700,3568900,3050700,1308500,1393000,1152400
119320000,16333000,12424000,12770000,6265900,5674500,7078700,12932000,11733000,11470000,7533000,7481800,7627300
720490,0,0,0,0,0,303360,0,0,417130,0,0,0
787610,0,247540,109430,0,104340,67809,0,0,71206,0,114630,72646
4714400,949200,662600,652710,301630,248700,220290,411480,469420,431410,99799,128690,138490
21678000,2603100,4278300,2090000,748690,907750,1282500,1924700,1628800,1245500,1701100,1618700,1649000
5727100,841550,484980,448160,572820,372250,419690,780000,691260,710600,260180,145600,0
45354000,7970800,5009800,3567400,0,2845000,3756900,0,5855200,5924200,4112200,3525400,2786700
6661700,977810,957350,477070,572040,232200,0,492800,1039700,822830,0,612570,477330
13540000,1648800,1699000,1944900,998320,785700,924610,1665400,1404800,1219800,0,688640,559690
9716500,960850,2745700,1137700,517130,384970,512030,800390,870490,672240,388640,387890,338540
7100100,714640,512940,579430,409700,363850,456760,612960,715590,685850,686110,788890,573400
477670,0,198870,0,0,0,0,0,0,278800,0,0,0
3046000,452820,311610,348520,191760,154910,219540,294220,301160,243080,188320,202560,137500
99136,0,0,0,0,0,19727,0,0,79409,0,0,0
1367400,0,234630,270760,0,73578,36635,224200,198050,166260,0,92474,70835
1118000,186850,0,220440,0,0,123740,195550,208550,182830,0,0,0
10718000,434220,2721100,1285500,989540,607680,619370,679580,356370,722230,501930,1029700,770560
640400,49119,0,26774,131080,119300,159720,65896,42819,45694,0,0,0
326480,0,47711,42518,0,32907,0,0,69060,0,0,134290,0
3618900,579000,649530,356380,256600,120070,0,187540,396310,404490,232110,280950,155900
6998200,514720,373350,631570,0,335580,436810,0,657840,527430,0,2278000,1242900
19543000,1053300,1051900,3160000,1331400,0,3005500,3184300,1037900,1609800,773330,1837600,1498300
863610,219170,127320,0,273490,0,0,137350,0,0,106290,0,0
50829000,7097100,6579800,2010700,1463200,3455700,329310,5234800,7541100,7567900,3124400,3331000,3094400
4227500,484180,450990,369660,287940,212480,191840,328750,457190,282350,405950,412300,343860
1902900,363130,325710,279920,81365,89003,31885,155990,211460,129020,102720,78909,53789
714020,0,177650,0,0,0,0,232420,135560,0,47084,73090,48221
20413000,2281000,1931700,1883600,1516200,1160400,1356300,2492100,2651600,2281700,1122000,887370,848650
3122800,333430,572810,344580,147330,138440,213480,376730,267460,246590,172410,176000,133480
33713000,6351500,2462900,2658700,3018900,1699800,1699400,4482900,4051000,3378600,1525000,1373600,1010600
1864300,0,0,0,343840,201240,244920,356570,328320,356460,32904,0,0
1115700,0,182760,0,0,0,0,0,241080,0,0,359980,331900
1025600,207870,0,193900,0,101830,105710,0,155970,166590,0,48021,45666
7174300,1810600,837390,854310,503180,323370,281380,921270,459810,497850,321630,198420,165040
5095700,1145400,419460,286130,236700,318930,351400,342350,604100,781200,235000,161260,213820
3486100,437140,159100,218570,281890,166560,153480,400370,326740,372830,471140,281840,216420
179370,0,85264,0,0,0,0,0,94105,0,0,0,0
3716100,590830,304020,141770,98997,237020,0,188510,930160,597360,111400,303860,212170
813880,0,0,72557,0,0,0,0,0,0,0,446320,295000
503970,259370,0,0,96611,0,0,147990,0,0,0,0,0
6783500,850780,585120,543960,387930,284210,322090,647970,677490,588540,708150,598250,589020
1516600000,86306000,65288000,81452000,93976000,73873000,112750000,110560000,87922000,76621000,257000000,274640000,196240000
2760300,930730,361400,0,169610,57604,0,136810,342100,245310,482260,0,34449
712380,296480,0,0,147350,0,0,268550,0,0,0,0,0
2700900,335090,232890,228750,143560,106220,147840,265190,234390,247280,265300,238020,256340
414650,154180,0,0,99079,0,0,161390,0,0,0,0,0
6928300,800200,706390,502390,543180,325940,192290,536460,819200,602350,693220,761860,444810
7512200,815890,717320,639230,322460,316380,338780,651700,486860,526220,946090,917750,833480
5748200,700830,534240,871500,310710,227460,388010,419760,660630,680670,211790,357390,385180
6061300,368990,1281000,411350,830520,246680,283260,511970,272340,420770,266950,454250,713210
8899300,1494400,1203700,1050200,680790,418820,289070,867610,1265100,1089900,268210,271370,0
7081800,61038,106170,89099,616860,1071700,1464800,1074000,1378400,1031200,72821,37983,77773
8671000,602210,430840,596210,384400,250230,326790,782420,607810,468700,1257700,1828600,1135000
11173000,1328300,552250,516940,892040,418960,193910,914120,1697200,1408600,1550100,1004000,696920
9705700,717550,1547700,758070,341820,672540,598030,1102300,562740,1028000,872300,824030,680670
54520000,5924100,5093200,5464400,3216100,3398800,3521400,5660700,3710900,2900800,6819100,5276800,3533600
64708000,12081000,5122000,4155600,4743500,3112700,2103000,4484800,7242900,7800400,4571000,4576100,4714700
42729000,11671000,4893800,5040300,3412300,1872500,1167500,4266100,3964000,4342400,685990,856830,557110
1366200,168840,233310,203410,123020,0,0,143370,214820,174430,0,105010,0
2240100,224160,131070,135120,133720,110790,145690,305610,271150,260440,186500,174020,161830
863050,97559,0,0,43032,0,0,61057,48174,0,261720,205940,145560
28537000,4701900,1927100,1838200,1511100,3048000,1401500,2627700,2993300,2405900,2256300,2222700,1603700
3744000,594240,416250,435900,227850,173360,186320,349430,460970,354330,203400,204020,137940
6529300,1379100,269570,79859,412990,229410,249220,660860,506690,418000,1288300,512340,523020
167830000,21994000,14523000,16974000,9267300,8044200,9326800,16907000,16528000,15134000,14223000,13986000,10925000
40023000,2980900,2292400,2448900,1633800,1587000,1837500,2962800,3500200,3312500,5756200,6095500,5615700
3320200,0,515760,537720,231950,200010,286640,488460,300830,183930,190510,199520,184890
3900700,848490,289930,302340,418210,169220,150880,582070,451810,341210,149110,125280,72148
1638700,245320,218180,212140,107940,80725,124400,198230,200040,201640,24586,0,25489
2370700,285160,203060,212750,159820,146220,153730,340670,310890,294290,95723,87202,81161
1113000,0,191680,233520,100110,0,85966,151280,130990,129370,0,90115,0
1820900,543650,0,346630,238530,0,0,278170,0,0,151820,195830,66234
1380100,598810,0,152770,150760,80113,0,322320,0,0,0,75295,0
1336200,276610,202850,195750,56834,64648,84537,113760,132010,125840,33957,49442,0
4730900,0,745820,1407700,0,349530,458070,0,419140,337770,181270,542020,289540
2126800,0,292420,126530,153640,170370,112470,140480,358410,391690,157900,111450,111400
5740000,1098000,553900,559190,435670,206170,218460,719110,606930,433460,514000,395200,0
2178600,642120,471010,238450,142340,59477,0,142400,223030,143430,61310,55063,0
3915400,190830,80138,98384,94760,82250,106610,165530,181320,184770,924870,965990,839970
10811000,383140,0,236490,278310,33428,0,432700,76487,0,3377600,3712400,2280400
3113100,617000,415780,346590,200540,122670,0,248520,398770,0,264330,279170,219700
11778000,1435200,1045600,693060,960450,616890,704220,1379500,1335800,1335600,1142600,270030,859500
3460800,415990,233810,269850,296110,183890,173660,481750,406030,339680,286940,188860,184260
808950,315010,77790,0,121180,40091,0,101570,64801,0,88508,0,0
3196500,510080,275400,259680,153000,98268,139830,247930,250200,206460,388120,335270,332210
2714700,512990,348530,313690,188520,88587,111570,264720,333860,278220,86976,98783,88199
10448000,1535700,1113000,1247400,666270,614450,0,1177400,1269200,1379500,691990,0,753060
3818600,280310,204500,215590,248030,155540,85236,373560,322870,417960,561790,535270,417890
966570,184050,123240,112290,70056,47907,50590,81851,109170,107890,0,42925,36603
3983200,0,0,0,79462,0,92122,253310,252650,299740,907950,1230200,867790
38988000,5230000,4923700,4612700,2813600,2552900,2227300,4274800,4630700,4273500,0,1741900,1707200
36275,0,36275,0,0,0,0,0,0,0,0,0,0
454820,0,158480,0,0,99162,0,0,197180,0,0,0,0
5504400,513520,623780,536290,770590,554730,675090,520550,543960,241760,187170,182510,154460
93177,0,0,0,0,0,0,0,0,0,93177,0,0
3838000,100730,206300,317680,182830,144840,145690,600560,262000,124320,441690,834790,476600
35136000,4309800,1944500,1700000,1893900,1328900,1188300,3096700,3531000,3282500,5402600,4108200,3349300
8237800,694250,0,535280,485690,0,423530,838380,0,1007900,0,2280900,1971900
7814100,1097800,706890,760080,421770,425640,490300,717470,890470,849230,500790,526580,427140
286140,0,0,0,64505,0,85879,0,0,103980,0,31777,0
31972000,4565700,3850000,4667800,1807900,0,2147900,2793200,3500000,3306900,1608600,1850300,1874300
3556200,374500,300020,306740,323770,317340,289890,336780,272640,310080,238110,236240,250060
6942200,839770,909800,1363700,343080,222680,259480,719880,465020,407380,386350,649090,375980
2495700,928020,343440,58608,0,82046,118360,70420,312870,315010,196150,70762,0
15338000,1476500,1510900,2179500,1039900,781640,905980,1793900,1579000,1436400,797140,1040700,796160
4894300,846500,530890,329750,277980,159520,156090,350070,420800,353780,561590,461640,445700
2296800,0,0,0,231830,195370,206670,495310,411310,455550,111010,98897,90891
17980000,0,0,586900,0,491420,717630,0,1184800,1130200,4675900,4040300,5152800
25028000,3752500,3006200,2475300,1629300,1285000,1380100,2138400,2894400,2550000,1283000,1343400,1290500
1730500,220950,176160,165790,89844,92544,90826,139540,170230,201520,128630,131060,123400
2386400,369310,263270,370070,148210,142660,169830,362240,256830,268500,0,0,35517
2625900,520080,171460,190600,330150,154970,146510,433660,276540,338410,0,63497,0
3152900,499640,389850,410110,256420,203400,0,451200,483460,0,224750,234110,0
3393200,611520,465140,450110,335650,221750,84381,358530,0,593390,0,161400,111360
7596200,951060,657320,811410,597790,485220,542880,920810,1045300,919740,201830,246110,216740
1874100,227630,0,194060,112340,0,155930,203750,0,191040,242400,286610,260350
2413700,0,105130,266020,246310,110860,211410,237890,140020,110630,254990,453850,276620
837690,330840,130100,0,146070,63616,0,0,167060,0,0,0,0
1969200,225130,227230,182720,115040,105570,108370,186200,177080,191130,185310,130520,134890
708080,98049,0,0,153080,99037,0,170980,186940,0,0,0,0
32005000,5965400,2976000,2097200,2961100,1337500,1180600,4513200,2569800,1632000,3335400,2111800,1324700
56903000,6621800,5334800,6212900,3505700,2849300,3400800,6194100,4957600,3872900,4552200,5880600,3520000
6601900,2403300,601180,99050,620170,273870,120000,463640,1150400,812700,0,57586,0
1670400,88353,76842,95552,165640,178880,158930,240370,237930,217740,67351,66536,76308
1580200,0,97243,170540,0,0,192810,0,240120,289890,0,286890,302720
7340400,103430,87532,83721,1304400,886780,878430,1397600,1102600,1321700,42220,68881,63291
2280400,149130,188400,176950,88842,71103,83753,140750,121400,131240,357850,469490,301490
4660600,279150,145510,132790,418650,69193,75089,384980,381380,369040,1210200,857660,336920
1411900,160780,105820,105520,86865,61195,61625,121180,156070,160000,122840,159930,110140
4013000,827020,635670,344120,382960,136200,128200,549100,470080,327580,69050,65112,77910
21961000,3281400,2122300,2373600,1298200,2025400,1132200,2077400,2322900,2224500,1025100,1223400,854490
1566600,179020,130260,128060,90485,78973,81834,0,205470,190400,166180,179070,136840
1110600,98965,90096,0,108460,0,0,185410,240730,0,200720,0,186190
5561800,586470,338930,0,335380,255990,304740,660950,579040,597870,650440,633370,618590
2273000,422700,289110,383360,155510,164380,238950,266490,352540,0,0,0,0
452400,0,0,57184,0,0,0,0,241540,90177,0,63500,0
7681700,508080,480660,422720,306390,277130,354110,702230,708630,649370,1095500,1123200,1053700
2272400,185250,102330,122690,139720,85678,70918,191590,335600,299970,271600,252940,214150
6848600,2840100,614080,244320,1006300,148750,22719,933770,0,415660,327750,183870,111230
755400,164950,130290,175530,0,59687,0,125900,99039,0,0,0,0
2698900,358370,221630,262390,181710,111730,179080,324350,306550,0,306450,247410,199230
5114100,757820,474710,478020,447150,279290,357180,561750,647610,636340,182140,164290,127790
7121700,547480,452570,519480,585340,421870,475440,834330,599300,666380,717690,652490,649360
8688000,919700,717500,792420,675210,512100,479960,1103800,955820,691360,667590,667350,505210
431050,0,0,0,0,0,0,0,266040,165010,0,0,0
1015200,248560,169050,135220,97740,45032,61361,157690,100580,0,0,0,0
2376600,217320,129660,145940,172040,133870,124290,180900,258500,250680,237640,251790,273980
24228000,2388200,1729800,1682600,1129000,928820,1112400,1822100,1907900,1992900,3311400,3445100,2777600
2557500,331240,294240,290600,197790,92085,56520,259260,328700,316330,113550,180230,96929
364450,160910,0,0,49343,0,0,89762,0,0,64434,0,0
149540000,19197000,10337000,8289000,15922000,9158800,8021700,21512000,10649000,10719000,16501000,9407900,9829200
4333800,475580,738790,0,923440,599210,0,809180,787630,0,0,0,0
868780,168400,75979,84596,122650,0,0,136120,200250,0,80797,0,0
44630,44630,0,0,0,0,0,0,0,0,0,0,0
1834900,348000,128370,111740,135350,92322,125050,380600,216880,147190,149400,0,0
609410,264640,0,0,137650,0,0,207130,0,0,0,0,0
237720,0,0,30473,0,0,0,16912,0,0,135440,54892,0
1317900,256600,79782,87739,104940,51238,44084,203570,148780,111770,106110,78864,44441
1476100,287610,158620,0,167720,64909,0,266400,193870,0,182460,154510,0
47849000,10810000,5000400,3708200,3820400,2308000,1920300,7795100,2822900,2078200,3923300,2068100,1594900
3751300,1052600,366490,77358,568060,115410,0,0,890520,680870,0,0,0
1305500,439250,188280,115540,220930,78402,0,140000,85056,0,0,38050,0
2829500,394970,133280,97659,507590,113160,67241,714810,263650,176770,158570,112620,89170
3070600,1709600,179550,0,52043,65029,17635,387430,274220,85557,215470,66531,17617
12532000,1226100,505130,447610,1203100,559230,518030,2179200,1702200,1079000,1510900,964830,636940
5169700,972140,276010,355000,506890,262900,256150,1141500,664150,508550,108690,72156,45567
15028000,828260,806430,957370,628430,615600,641320,1244800,1259600,1239900,2361200,2652700,1792000
2674200,0,0,0,0,0,0,346720,414640,461190,495200,506540,449910
15234000,2849100,1375800,1411700,1127000,745480,851160,1581500,1578500,1337600,966640,773280,636470
3273900,471290,329240,325560,227700,197280,223750,404070,376110,349110,181920,187900,0
2405700,141450,152410,188400,194940,155080,147150,322120,240690,232320,183440,254360,193370
10700000,2408100,1517200,1289800,729910,523210,506240,1095900,1475100,1154500,0,0,0
995140,429260,0,0,236030,0,0,234970,0,0,94878,0,0
5438100,0,664290,0,911250,753820,0,0,1695800,1413000,0,0,0
5431400,0,0,0,0,0,349060,0,0,0,1639500,1958600,1484300
1029400,209690,113650,112770,123800,54636,0,89567,108750,87316,71299,57874,0
10033000,829460,605250,585050,348790,294790,307200,548570,615620,595510,1772300,1976300,1553900
26222000,4716600,3258400,3352400,1600800,1075800,898270,2656000,3240300,2556200,884520,1107000,875370
424750,0,0,106340,0,0,66831,0,0,131470,0,120110,0
38623000,3682300,3073800,2976700,2203200,1898700,2172000,3988800,4676100,4487200,3322500,3606900,2534400
1491600,140230,183110,141860,97554,99857,106870,162550,181280,178940,63042,75540,60760
3889900,217380,178640,155160,300080,185040,250740,532240,579430,481820,338110,389450,281790
6459500,0,0,36625,1309800,50736,1100700,2423000,0,1487700,0,50856,0
21493000,3162200,1745400,1869300,1426500,999560,1086000,2215800,1881400,1452600,2407400,1776000,1470300
