Intensity,Intensity 30_1,Intensity 30_2,Intensity 30_3,Intensity 35_1,Intensity 35_2,Intensity 35_3,Intensity 40_1,Intensity 40_2,Intensity 40_3,Intensity 45_1,Intensity 45_2,Intensity 45_3
1653800,273200,159340,175870,177550,0,108470,319770,144890,88886,94233,111570,0
15529000,0,0,0,0,0,0,5844000,0,4381400,0,3020400,2283300
4711500,1353600,917100,199090,401790,200070,0,534210,596720,453270,55679,0,0
2360900,165860,301230,213460,138910,111820,197950,390030,227240,137870,212480,264020,0
2321300,631640,297190,0,260930,0,167670,361160,336780,265910,0,0,0
1208400,52106,114290,153510,0,62452,100720,151690,59818,66999,133530,180310,132970
1365700,208310,246740,60491,96095,79877,0,140390,319330,175910,38600,0,0
4481600,732760,577690,295050,167490,193110,229260,564080,488220,317480,264750,478920,172790
2202500,0,0,0,0,0,162690,0,1149500,890300,0,0,0
2314200,195060,229870,166880,136230,118880,130040,206750,230200,175110,258250,214100,252850
1019400,117150,205140,203420,73886,0,86175,141590,54783,0,0,84095,53135
1633000,457560,183980,201600,0,86770,80010,0,190140,144430,103390,105510,79654
413210,105920,115270,0,42756,27984,0,62803,58473,0,0,0,0
34734000,4412600,934640,762940,1498700,1262400,908260,2434200,3678500,3042100,7017100,3645500,5137500
32412000,4349500,2967100,3279300,2162100,1948300,2044100,4108200,3552900,2801600,1864700,1839800,1494500
3494000,469880,377910,385040,249630,155360,163790,324100,291690,286740,268700,291750,229410
1779700,190150,132510,125050,0,72048,101900,453740,147680,121770,161590,170070,103230
10569000,921540,830470,967960,386990,451460,653000,783010,858320,869970,1143500,1446700,1255700
281790,0,0,69151,0,0,0,0,0,0,0,212640,0
1795200,159130,696230,190360,67034,72343,94094,199000,78848,0,92883,74888,70398
23723000,2017900,1476100,1709100,1464600,1404100,1785300,2775200,2727200,2831100,1796800,1992300,1743200
959330,59882,373720,128460,72285,52968,0,107450,0,77975,0,86595,0
4759500,584760,533930,676680,380770,290160,291980,632370,413100,430620,164470,215920,144740
3085100,471040,0,699070,221340,181870,364640,0,280050,210310,0,438060,218700
592380,0,116850,156470,0,91252,43050,0,116030,68725,0,0,0
8374800,0,759600,729060,0,305340,382950,0,547660,618980,0,2747600,2283600
4924200,0,1030500,991770,0,350600,413390,0,637110,731750,266940,266100,235980
23437000,6947700,4375600,3348900,1355200,965910,868010,1831900,1923700,1464400,143900,115540,95888
2833700,1248300,871360,650420,0,0,0,63627,0,0,0,0,0
149970,0,0,0,0,0,0,0,0,0,149970,0,0
5673800,744880,437700,473940,403300,264180,342440,632000,713540,573210,379780,378870,330000
1477800,254580,0,183160,110600,85893,88598,174580,0,200400,185360,0,194670
1246600,378120,220620,0,94677,80284,0,147510,238650,0,86763,0,0
2685100,565850,433480,328940,184500,138200,144150,193690,239900,287330,54372,64065,50646
3699200,421580,332430,838280,554280,153060,305090,245800,238520,204690,44640,236310,124550
18008000,1819400,1413200,1312100,941280,906070,1171200,1502300,1775300,1638400,1792400,2140400,1596300
9200500,221770,164810,231730,1241300,41701,225780,1758300,2389900,329660,780950,1043600,771130
674500,0,56223,75512,52551,52191,67756,100710,75087,67619,0,78770,48081
14063000,2772900,1750400,1876500,1048800,1017400,1129000,1932500,1998200,0,0,0,537520
1880000,428590,262990,53320,54695,121970,0,375410,331790,0,162180,0,89058
6077900,504890,751480,517680,746980,687950,852060,731830,548970,205710,211980,169520,148850
33954000,8701000,3341100,3421900,2816300,1443900,1374300,3947700,3284500,3255500,925950,719610,721830
1551900,270640,299570,239810,68551,65160,70114,0,157740,127240,0,157860,95194
4727100,479670,353310,286340,336080,187050,256540,455770,444980,398010,613000,513630,402740
4277600,185580,120190,145920,98734,102230,146340,259940,263070,228790,838210,998430,890160
20352000,1917100,1160200,1317200,1129600,1118100,1195800,2235600,2401400,2382900,1879200,1903600,1710700
2705300,375560,1047600,0,784760,0,0,307010,190430,0,0,0,0
900130,0,155140,174910,0,63890,83202,0,164020,128560,0,77009,53403
838290,96657,90085,133650,71335,54774,0,75449,119700,104690,91952,0,0
6454300,405860,341710,340400,225710,172160,175190,356350,392620,287830,1225800,1416600,1114000
4526100,1076000,1510800,32021,357920,127360,0,137550,960750,250780,23644,49278,0
479870,0,0,0,0,0,148160,0,93732,212240,25740,0,0
3956700,196960,187740,159140,153250,171830,107870,319910,292510,247300,742010,778020,600100
2201100,61532,43552,0,396740,352040,279070,476310,329180,262650,0,0,0
5873300,0,73862,103330,0,874480,461380,709780,1821800,1508600,96512,130880,92721
2661400,561680,394240,392920,107220,76215,80724,204280,125900,166610,197460,228770,125360
4640500,1466100,764410,0,408650,219170,0,793260,563910,0,424980,0,0
3370800,236800,239500,221010,369450,125100,254830,336480,339480,373060,265460,351380,258230
1911200,0,108790,99796,191380,187970,0,252880,604470,237460,228460,0,0
1463000,309930,236120,243660,0,43296,38033,141980,174870,143010,54417,36915,40801
11122000,1762000,1285400,1236700,736080,600160,654050,1038400,1242100,1003500,555690,523540,484420
195650000,19708000,18033000,11305000,15182000,7967500,4757300,11894000,20711000,13605000,24698000,28087000,19706000
2713300,362290,238430,232210,189750,183240,161470,279780,307460,310120,149040,161400,138130
3614900,594150,394490,412490,233550,243830,216080,437970,391450,384000,108360,94861,103640
25228000,3385500,2129400,2935100,1537200,1502300,1581900,2683500,2556400,2592300,1454800,1623200,1245900
8555600,848880,1196100,1313100,417630,407300,453140,598990,837520,749360,577800,656470,499260
1566400,101620,0,78635,93712,0,0,177750,0,0,479480,346980,288180
228920,0,0,0,0,0,0,0,0,0,228920,0,0
419100,0,0,0,23972,0,13391,46636,0,0,182040,153070,0
35750000,2201000,1349200,1362900,2638600,2002500,2265900,4893500,4457100,3996300,3818600,3734300,3029800
3546500,422470,338750,388380,245040,176330,254130,355080,336930,360040,236490,253330,179510
13949000,1456000,968300,1103200,934870,820160,912970,1626100,1586800,1530700,1007400,1019500,983370
1494200,191730,137710,0,195000,97488,0,281470,178210,0,151630,153210,107710
4847100,285570,197810,221650,208430,144810,202840,368030,321690,311650,863770,966450,754400
1130900,147560,90673,111200,57485,59705,104000,117730,110990,84756,105960,63487,77385
5989800,721600,576900,638410,417360,306050,368210,603710,638950,598900,393370,432000,294330
719870,94070,0,0,242010,0,43708,201800,138280,0,0,0,0
1159000,303380,103460,0,142460,69349,0,323410,216990,0,0,0,0
4797000,322990,0,45620,667870,386880,281150,832530,1165100,1094800,0,0,0
17227000,2769500,0,3389900,1021700,0,0,1617700,0,2166500,646770,5614600,0
166280,0,68500,0,0,0,0,0,97778,0,0,0,0
2810600,468370,252100,269280,246350,187770,203030,435190,284900,305140,80100,78379,0
3882500,867060,714850,410350,322940,132720,54433,363860,396410,229850,135680,151200,103110
53057000,3682800,10857000,5575100,4140300,3426800,3236300,3588300,2015000,5160600,2976900,4526600,3871700
7403000,886410,675940,641180,647160,455140,556250,950550,994970,860880,278720,230880,224950
2999500,541290,172190,160950,234640,103210,73409,397530,284810,256300,335410,233790,206010
478560000,27864000,21938000,20955000,18878000,15990000,21434000,36677000,34695000,31475000,81176000,95461000,72019000
185330000,26776000,18791000,17928000,10012000,8861100,9748400,16900000,17489000,17071000,15128000,14849000,11779000
2064000,269890,218090,144790,167100,91572,112870,216590,220330,182300,178470,146680,115300
4235600,502770,368400,363910,243790,130920,113560,257440,311520,315610,494020,664050,469630
7103700,0,0,3152500,0,0,0,0,0,0,0,3951200,0
190810000,15658000,11803000,13929000,9215000,8333300,9846600,16336000,15735000,14109000,25234000,27639000,22971000
8632100,3117400,927340,0,188520,242700,139850,61629,1211400,1020200,1359100,0,363990
29328000,1959200,1340000,1388200,1498400,1223800,1328100,2772700,2735400,2434300,4552300,4336200,3759400
470760,0,156650,0,0,69542,65742,0,178820,0,0,0,0
15012000,2002600,1468100,1643000,801370,680640,929380,1318500,1439000,1541200,962170,1225000,1001000
1832200,254290,125300,108960,133630,65593,46205,228470,184870,148860,202360,189340,144280
2974800,445250,323350,341330,130380,124100,144310,193310,196950,249990,298610,314520,212720
25271000,1707300,1484200,1647000,1691300,1173800,1352200,2432000,2408900,2050600,3199200,3447100,2677400
3927800,550790,204180,199120,381360,229310,261630,340160,340680,441960,337510,309520,331540
1838300,0,0,0,0,0,107440,0,0,0,539730,638410,552770
917210,0,135330,133600,39390,59957,72676,139350,80123,65357,66507,80075,44854
1530200,210440,286960,263050,67905,57953,122980,126970,0,74772,102820,130560,85759
24250000,1499700,994290,1002600,1085600,866550,1019200,2249800,1839100,1623100,4539900,4309300,3220500
2013900,173880,118790,130720,87200,76877,97981,173110,204720,207270,253650,296420,193290
13973000,1519600,1018500,1172100,835380,710540,841110,1239700,1477300,1515800,1199900,1316900,1125800
687250,0,0,72955,0,76734,0,0,109030,82199,159320,187020,0
1598900,671250,0,0,211620,99613,95546,0,254070,160500,0,106320,0
2118700,315230,218980,272730,138970,118350,120610,238140,206450,239720,76169,79784,93575
2882100,0,0,0,560240,364170,544700,471810,480540,460660,0,0,0
841500,311770,0,188670,75971,0,55806,0,82560,76318,0,0,50413
885700,0,0,0,311730,0,235640,338330,0,0,0,0,0
11642000,1777500,1145900,1271000,775250,796590,0,3090200,1561400,0,642520,581760,0
6086500,792180,853560,801800,373730,387990,376410,705940,812370,722880,142960,116640,0
10562000,1199100,1166200,909130,611550,519170,519330,744240,836330,718440,1235800,1045600,1057300
477810,57731,23246,0,26842,0,0,0,0,0,160550,56631,152810
3218900,764880,429720,307360,277080,218310,147010,520750,247990,199930,11628,94221,0
1204500,287250,126570,0,149480,53904,0,287190,147650,0,152490,0,0
5735700,773550,0,588570,453880,352270,411900,611920,680540,680580,414540,461520,306390
2208000,573520,472100,392180,100520,77352,88296,95913,92649,80355,85054,84135,65911
14402000,1820700,1655500,1607800,1017400,702960,725220,1698700,1741700,1526000,672730,716680,516700
1332700,0,271660,265800,0,159490,0,0,343100,0,292680,0,0
197440000,18506000,11994000,11660000,13437000,10382000,16272000,14549000,13225000,12878000,27000000,24779000,22756000
3772900,404730,401270,355050,207590,222530,222850,457730,342320,283340,356090,314450,204900
6688300,907760,687110,638590,519240,424120,505450,799250,935450,789920,186730,153940,140780
4252300,385760,504750,467080,235700,171980,273120,355530,320420,273900,368750,502130,393140
3016300,0,231900,198950,223040,147250,156000,532070,173010,0,460740,560330,333000
24449000,827260,2443300,2615000,1463000,812860,1038800,3338100,1042800,689030,2683400,4650700,2845000
19453000,2472900,3125200,1491800,663630,984690,949430,2168100,1670100,1209200,1684100,1867300,1166800
1076700,311320,165500,0,156430,110870,0,64364,207640,0,60572,0,0
4688300,710400,495870,371220,375240,198220,168190,629880,496820,400780,297100,278770,265830
182740,162970,0,0,0,0,0,0,0,0,0,0,19772
1302000,43954,0,0,85008,0,109550,198490,0,117600,248130,288490,210790
2916500,0,0,0,147360,0,0,134550,0,0,884040,970150,780420
2682100,465070,224750,227040,298370,71804,29665,328010,261540,214750,278270,282850,0
3876300,172320,140100,118150,124980,83001,125820,173290,205720,194810,858920,936470,742760
14959000,1178300,1084100,1196200,953190,720790,938640,1389100,1450900,1422100,1485100,1773500,1367200
1865300,259060,192900,172270,103150,107580,107300,191840,194410,213590,90762,151550,80906
41873000,4665200,3591000,3054800,2838500,2009800,2244800,5399300,3969900,3376600,4054700,3705600,2962500
1199700,131650,81937,100030,67517,68072,51048,120800,129730,144660,105510,106060,92695
1616600,309440,0,284090,184560,135960,230930,321480,0,0,45493,59778,44906
3744200,390640,372280,311260,272940,169290,261430,363150,192560,171360,441960,440530,356780
3564900,752990,265460,274970,243640,141340,151660,467620,365710,279520,230660,216830,174510
8047900,1095200,806540,801520,577480,547950,691170,930320,1069000,1131500,164810,232500,0
4731900,328570,274900,337180,217750,140000,116270,259370,330300,282350,591760,1004800,848600
189290000,31484000,18929000,15370000,13405000,11780000,12166000,20572000,23311000,20040000,7988500,7873200,6368400
787120,0,23619,38537,0,34261,47743,0,0,90599,0,353230,199130
6516800,1406400,180110,481170,603110,365330,92493,836520,731990,201440,667640,481790,468910
4054600,1664300,0,0,871180,0,0,1519100,0,0,0,0,0
1769800,78336,68645,0,43869,40657,39120,122620,88364,69307,483310,388570,347000
2130200,225620,215130,176660,148390,108370,105290,253770,233760,151120,307840,204210,0
1372800,259820,0,252390,235140,0,76573,367620,0,73242,0,108060,0
4199200,1161000,288270,285450,280770,181170,133930,921510,397390,417730,0,131900,0
1653800,257060,254830,297090,165000,89374,92615,148870,167580,181370,0,0,0
25344000,1970900,4489600,1878300,1378100,1060600,1590400,3120200,2090800,1408200,2492400,1948500,1916100
17482000,2674100,1089100,1307700,1198300,1101300,831470,2110700,3331700,0,1217300,1119700,1501000
2976800,415730,231180,286010,208190,158120,128700,245080,309360,276640,261580,275250,180990
2571200,0,532360,400330,232370,171620,190270,270850,253420,254530,95411,110620,59430
946810,144050,146520,79204,176850,59155,0,103170,78801,70140,37088,30317,21517
20674000,2192400,1634700,1680300,1189800,1408900,1178900,2315500,2609100,2396400,1484500,1534600,1048600
262200,91412,0,0,43315,0,0,89739,0,0,37737,0,0
19373000,0,0,2181500,0,1260400,1477600,0,2786000,2847500,2969600,3252600,2597400
3359700,424330,275920,295580,230980,187000,146310,350540,454380,343340,220050,234560,196680
879110,73530,214500,48034,62079,80280,44272,57886,43278,52074,34787,62457,105930
7586700,812490,2544100,648680,280170,416750,366140,475700,242480,782660,0,488040,529470
22495000,3403500,2147800,2154500,1564600,1226600,1191000,2807800,2705000,2383700,1122100,1043000,745100
10490000,1876700,1239500,574010,1129600,157300,98063,639590,2362000,1560500,113250,426560,312570
474520,0,0,0,0,0,0,0,0,133220,0,183300,158010
2897100,317400,239000,358070,183230,170350,186230,269550,251320,261850,187080,188330,284700
3484600,548140,618910,444320,391320,0,60685,386120,189710,552860,62570,152860,77134
1667400,0,97357,167300,135110,83644,81494,281120,73900,43642,157630,355660,190560
4115600,539070,360610,0,199510,0,0,480400,661170,386650,851480,636670,0
9559600,1291700,1096600,1080100,715780,686700,0,1171700,1133300,1501700,431000,451140,0
4115900,506520,421340,238430,0,244700,189360,409570,722700,611160,236340,258130,277610
2471600,245280,178660,237650,210100,128120,149460,300420,253660,264470,168650,197190,137990
33910000,4373800,3387100,3334300,2453300,1793100,2218200,3432500,3984900,3554400,1888300,1986600,1503000
277810,0,140370,0,0,0,0,0,137450,0,0,0,0
2752800,300900,245310,221910,223760,166680,119650,325800,324270,257730,196370,203540,166880
1917600,288610,167770,155150,161930,107470,118290,194640,213890,203220,102140,139070,65438
922580,161750,0,0,292130,0,0,388040,0,0,80663,0,0
2936000,360950,514710,0,0,168990,216070,48850,730360,896100,0,0,0
19243000,2198700,1704700,1722400,1193300,1153500,1336900,2270500,2342200,2294200,996130,1210300,819930
3629600,263400,206560,195810,141430,148430,156160,270640,296440,356680,540910,575810,477330
15289000,2250500,1546900,1436500,1139400,903940,1350600,2185200,1900000,1762300,299170,254660,260080
5657400,502380,370950,288230,204860,142060,201600,230900,213300,224920,1223900,1207000,847310
2747400,408960,390820,279340,217660,131040,37084,335590,466690,290230,60733,89238,40049
8656700,1079800,773910,791590,528450,377350,446100,876910,951200,821290,1049000,488280,472870
2640300,0,246880,271130,214930,177950,197010,365180,444110,0,273800,283270,166030
27414000,3040200,2847700,2682800,2155300,1809300,2087400,3227300,3168500,2923800,1243000,1240600,987870
16750000,2324300,1897400,1283700,955590,924310,804940,1695200,2082900,1995300,975550,925680,884690
410580,36538,25478,46376,0,16575,0,43129,35188,52368,40470,71128,43334
14779000,1307000,898020,848540,929760,689810,808460,1678900,1592600,1633200,1594100,1461700,1336400
1758100,154870,127950,110550,111510,50203,50647,189810,128580,85749,292710,266870,188610
3317200,630870,447250,443320,173530,142650,232650,336920,389980,442970,0,0,77050
8798700,1108400,837960,847120,574980,521080,523980,1065000,1041700,1000800,485470,405680,386450
2865800,453270,293490,321490,211690,142790,175840,338710,264730,247670,121330,167890,126920
2734200,552560,221600,0,298440,137200,125230,359010,355720,276190,132370,167160,108690
1138200,0,233020,256260,0,0,0,272250,235470,0,0,141160,0
1479200,254810,220800,224090,83761,80977,71013,0,111260,81912,122240,125080,103290
9335300,1368300,992870,1145700,640220,588650,711130,1120200,843630,456740,565590,523610,378710
6043300,649740,1490900,578700,275890,278880,361400,427880,529950,523190,319230,295030,312510
2501200,193640,201910,193510,130860,112980,119820,237820,188350,201050,320080,328710,272500
2032500,407510,194790,201670,197380,82638,89527,273360,183930,151100,87269,89008,74320
28916000,1530300,1301000,1574400,1333400,1234400,1454400,2686100,2086700,1879100,4863200,5012600,3960000
4241500,643870,339390,63401,264730,188720,69485,192700,836510,833960,303880,193000,311870
134090000,9356000,9239400,10223000,5436200,5207400,7613500,12260000,7483600,6767600,20546000,22813000,17145000
76113000,12367000,5182700,3324100,4840900,3749300,2199800,5257600,10001000,9705900,8296600,5105900,6082200
12942000,2580800,1414300,1158100,880890,583150,603820,1659800,1339800,885960,681900,691150,462760
5966100,516880,466890,467490,348720,337460,378090,514780,645120,565120,560850,614950,549730
772890,345720,264370,0,67021,0,0,95783,0,0,0,0,0
3970300,702060,283970,238360,276480,125030,126590,545060,366440,298270,353360,313330,341390
4472800,702650,525950,475840,242330,204060,258750,425270,431850,417380,264210,276810,247710
42457000,6076800,2680700,4121900,3174400,1720800,2029300,6440800,2938700,2623500,5828900,3324700,1496000
6453800,1608100,644070,339290,565050,381970,161370,517380,1099200,769120,0,192960,175340
3044000,1809400,937110,0,297550,0,0,0,0,0,0,0,0
25708000,1735400,1278400,1295300,1500500,1524300,1627500,2891000,3162400,3469400,2457700,2670700,2095700
9070300,1690200,878110,1071000,543950,422830,544220,1058700,915700,846700,366370,385930,346660
8226000,1221200,856390,727780,760850,493850,402100,874970,784160,631360,552120,538500,382770
4765900,601700,384480,479330,326610,206500,247020,504960,356610,307990,524220,489840,336660
13595000,1049800,1057900,1384100,621410,464710,695600,1533600,859030,579400,1603800,2206200,1538800
2650400,458140,202990,0,294360,156030,0,458040,331600,0,331880,248290,169080
11012000,579000,498250,592270,406620,395350,464850,797560,818770,736360,2039700,1960700,1723000
16752000,2483900,1650800,1826200,963810,834810,1097700,1925000,1860800,1850000,733470,821290,704320
1404100,208510,86458,156020,110600,59018,60834,166230,192480,173780,57048,83875,49244
4361300,762770,483430,525470,347280,0,320890,602320,692660,626490,0,0,0
41221000,6334000,4940500,5346700,0,2864100,2974400,0,5656500,5341500,0,4250700,3512400
7722600,1265500,1086000,1002600,507490,372990,446450,986440,898390,0,399060,414820,342950
2457100,387300,328120,341220,127630,124770,197010,253550,277740,289040,0,75907,54797
5476100,830000,349560,441430,345000,304800,254360,663430,495770,383960,578680,435730,393410
5933800,304390,236940,267190,274880,247340,281980,393750,286130,341090,1206600,1067500,1026000
2737500,0,0,173850,0,134060,147080,324990,348960,289870,489800,475890,352980
2684300,258060,197610,206300,181650,114390,167060,339130,288080,267690,205690,263330,195340
3993200,429140,360150,374080,302330,202070,212190,478890,557220,461720,253800,361550,0
1565500,267910,214110,192470,92824,71180,74788,109580,143370,106170,94012,118150,80891
584820,0,0,0,0,0,0,0,0,0,308350,276470,0
1693100,815550,302850,0,149230,0,0,285940,0,0,139540,0,0
3436800,1312600,783700,441920,393950,38256,0,466390,0,0,0,0,0
3171500,420920,342000,329760,197140,142470,173180,330280,353990,304040,192690,216750,168320
10117000,917570,544140,496980,481250,334580,274920,594260,4917900,496080,388150,342040,329600
3887600,239390,211680,190990,202620,191720,213060,501140,484560,516260,374600,421380,340250
1913400,441250,297020,0,203090,0,0,314690,424920,0,102030,130420,0
586830,194640,102890,0,80052,0,0,58227,151020,0,0,0,0
242240,0,18634,57236,0,0,0,0,0,14756,70049,81560,0
2419400,199320,99401,130510,214360,59425,48114,206840,329600,295000,240740,395570,200560
3620300,754170,395810,288740,402840,215200,141750,462410,277090,172070,234140,166390,109660
8727500,1184500,1046500,1129200,431840,371060,508360,759690,616190,662030,669840,710820,637450
17138000,2796000,1483500,1623300,1130300,845850,1081700,1912400,1912800,1781500,730090,983180,857510
688870,98601,64294,0,71360,0,34868,108660,124870,96478,51352,0,38397
5620500,313830,316800,308880,181040,154190,163370,321020,692360,316660,996890,1042100,813290
2497600,245050,277190,236610,129220,120540,147860,188340,261710,264440,206150,187670,232830
875020,316060,187600,0,247390,0,0,0,0,123970,0,0,0
8192100,1645600,1141800,987160,739260,289940,231600,1339600,562460,339790,426190,300420,188340
1463000,493430,208750,0,182710,0,0,328340,249720,0,0,0,0
597550,142170,63408,66956,55029,48597,39320,107790,0,0,56134,0,18148
11084000,1252500,725170,802660,470990,429530,558070,737560,804410,669260,1727100,1593800,1312800
6210800,1042900,706780,699970,321790,310650,384530,645440,628570,515210,316810,341740,296410
3580200,680140,396530,486870,169380,282070,287030,291570,255260,245030,106490,226450,153340
45797000,7216500,12205000,754190,6157700,717150,617410,3756400,3348700,2798100,7175800,684010,366320
6750500,1080800,465860,287460,450610,229060,178350,773040,506100,411780,950930,801680,614830
7943400,796970,626980,689680,486460,339110,396380,635500,678340,587290,932500,1077000,697180
39880000,5375700,3637000,3734300,2545500,2205400,2588900,3808000,3817100,3523700,3167100,3017600,2460300
170660000,0,21364000,19850000,11565000,11150000,12678000,19098000,21805000,21344000,11504000,11014000,9292600
12423000,1825200,893120,662580,1217500,841090,608350,1327300,1156000,1097200,1214000,860580,720400
1513200,127530,115970,0,106410,57007,87897,142600,0,112020,234320,293620,235860
6461200,1202800,813340,838840,384140,321100,456440,770450,844970,0,267740,307800,253620
4944500,1127900,731340,797840,230220,206160,178590,526530,556490,589400,0,0,0
1670000,289250,186460,243410,115390,92468,100690,193920,155960,178180,42289,71962,0
781020,94563,69708,85897,44481,44367,49933,79754,79514,75741,57096,51770,48193
8433600,1571200,1204400,1234500,311640,287780,342790,662060,683860,659420,521110,544440,410350
0,0,0,0,0,0,0,0,0,0,0,0,0
5581500,480020,528920,0,317890,224730,287070,687770,385710,259500,951720,977370,480780
6139600,221680,97038,488770,86669,509860,329110,184900,1138800,1002300,171090,1170800,738550
30793000,6977800,1818500,1366600,1070700,1479800,2049600,1912200,1993400,2204100,2079700,4037100,3803800
1604100,154250,129870,121870,109120,92628,88200,208340,165230,181660,118670,120090,114200
3167700,508890,779830,61502,227560,58076,29812,79545,1015400,246220,50970,86060,23801
303890,143550,24449,0,0,0,0,28997,62433,0,44463,0,0
2904900,311430,178300,77317,0,90681,86913,0,129760,128270,663910,624500,613830
18687000,521580,440120,637100,859740,746810,800070,1469000,1317400,1294600,3293100,4168100,3138900
12315000,2179100,1181000,1146100,897860,649410,625330,1427800,1536800,1412700,482050,477330,299730
36009000,4678000,2904600,3397700,2797900,1422600,1585500,3494900,4187000,2998000,3246600,3272300,2023400
27469000,1687400,1205200,1202900,950230,674840,794570,1478600,1431500,1237800,5975900,6451200,4379300
10036000,1511000,1205500,1165200,560550,533210,674730,894620,1122100,1001600,429730,465020,472360
19888000,2450000,2387800,1568300,1590400,1394500,741720,2374800,3424100,2668100,0,819890,468780
7284600,1068400,695870,923090,385340,412500,445440,817930,836130,877050,295080,267010,260760
2122600,0,0,693270,0,245500,0,0,0,0,617930,0,565870
90055000,10921000,10888000,6460600,6881100,3656700,1522400,8690600,13395000,10615000,4791700,7195100,5037100
2878100,920490,319160,206100,192020,0,0,429900,344820,299640,165970,0,0
1779400,0,188170,141120,0,150580,0,0,359080,0,452820,0,487680
8580700,1320800,1443400,1077600,951180,405260,97357,756580,923130,818260,431780,207410,147940
9797200,1664400,1205600,1101700,530410,463970,488600,899250,782460,751130,623450,648960,637320
1938100,0,0,157830,181640,137460,112140,225780,152510,171410,251930,295850,251570
402360,77622,172600,0,27132,23238,0,56434,19735,0,25596,0,0
38294000,383340,242440,271280,5436300,4129500,6167000,4473400,4902000,5410000,2194300,2571000,2113000
10444000,1643100,955060,886860,730430,394010,389090,1406500,613580,476090,1349300,912410,687630
293270,127280,0,0,0,0,40480,110960,0,14553,0,0,0
93942000,6025600,13206000,10727000,5851500,3759000,5696800,12443000,6851000,4685700,7564500,9939400,7192700
22010000,2454600,1416600,1960800,2406600,1286000,905400,3901900,1906100,1549200,1538500,1589100,1095200
10323000,2585100,503990,484290,1576100,410350,285560,1444500,1143300,1215200,0,361290,313330
36809000,2897400,2774900,2755300,2757400,2295000,1800000,2033400,3533300,2474800,5271400,3743300,4472400
4241100,311530,229430,265250,261150,203850,318630,432450,468930,486040,441950,474990,346930
126220000,32559000,16307000,11949000,10930000,4640000,4920900,15883000,10946000,9816900,3694000,2625000,1947800
908290,0,157700,140270,0,83524,0,0,199400,0,157510,169880,0
4714000,1084200,612680,579570,375180,386160,0,451660,440840,381620,194930,207160,0
1756000,136040,0,127450,131920,45773,0,187820,198230,173160,208270,346050,201310
2142600,514530,255770,0,64603,164850,71269,0,392740,403810,69508,102950,102560
728500,94855,72728,92632,0,37663,62835,86639,87761,110970,43170,0,39250
2266500,508140,216150,203510,279770,91984,58581,397390,243280,160400,0,107320,0
4096000,462270,398200,384360,218170,246410,225930,444210,403380,405690,304000,346440,256970
18582000,1923600,1075900,1166900,1310800,778990,600180,1781000,1780800,1246300,2468100,2554200,1895000
2532400,209590,246090,344560,166010,104730,187410,361310,219860,128910,202870,216330,144720
2871300,407790,336220,358870,168570,161700,150590,297150,228940,183570,251580,210390,115890
927420,120620,151960,0,73980,22398,0,24753,238010,94774,92330,71780,36821
11733000,617160,1286900,840820,488350,490280,842520,1559300,835060,575050,1500700,1493900,1203500
9263800,1199800,983720,1201500,0,543290,698020,1092300,1058100,1216100,408840,442110,419970
2043500,0,0,0,154480,0,199610,495400,328740,203920,0,438910,222470
650680,125210,201620,78859,0,37628,42255,0,66110,41132,26636,31228,0
2474800,215320,183940,146530,165310,147090,142820,299840,326690,267050,213810,188810,177620
970730,54656,89250,0,79727,55721,49383,198730,44398,0,177050,133770,88042
3337500,229430,284410,398890,227780,264840,332380,387930,204100,355790,206110,244440,201370
1179200,172980,142790,0,89238,86478,96343,184450,156350,115740,0,0,134820
12361000,1849000,1196700,1139400,1181500,883370,818440,1471400,964490,849520,1044600,548250,413830
653280,39297,383260,80792,27930,24777,17238,0,55862,0,0,24126,0
599160,411340,151020,0,0,0,0,0,0,0,36801,0,0
5621900,953950,524550,501060,316700,258760,258810,665120,524990,588420,363540,361690,304340
4825300,463550,527230,784230,364180,250050,449450,679860,337790,281300,260050,256590,170970
857570,256610,0,0,164470,0,142520,293960,0,0,0,0,0
3858800,1077700,630950,599500,261980,174540,181000,362420,273500,263920,0,33304,0
472150,135250,0,141740,0,0,0,17199,28392,33068,0,32300,84196
1852800,67893,0,0,24501,0,0,50323,0,0,983290,726830,0
60194000,16213000,0,6538600,6068800,3855500,2360300,9971300,0,4364400,5300700,3562400,1958800
14702000,1730500,1168100,1337400,856770,631870,676900,1174100,1163600,1063500,1579200,1741100,1579000
22706000,1273000,1142400,2028900,1076000,943120,1466600,3246000,1734700,1495600,2682100,3273100,2344400
25899000,2825100,2319400,2470700,1472800,1283000,1628500,2382800,2598000,2506300,2236400,2224800,1951000
28343000,3281300,4163100,2566900,2845000,1567800,767870,3561100,3547700,2041500,1434000,1563600,1002700
519480,158050,0,0,138700,0,0,222730,0,0,0,0,0
5921400,675330,442900,408050,570820,356720,378670,598560,640810,594500,452400,434560,368090
15111000,1179000,773170,847160,1056200,682820,1181500,2178200,1850000,1970200,1202400,1213700,977050
1369500,143160,180730,143020,93728,83626,43356,128500,166540,150990,75169,93581,67085
12650000,1544700,1171800,1358600,814210,572000,729300,1691400,1383500,1333400,646000,756540,648950
24098000,3232500,2147800,2379100,1888700,1193700,1435100,2802100,2728600,2968200,1207900,1310700,803280
8074300,1073500,725330,864840,405150,343790,436460,779260,784400,632780,637800,854740,536300
2019100,224600,230590,305010,199600,126560,132920,380930,238080,180770,0,0,0
