DMSO,2.5 nM,25 nM,250 nM,2.5 µM,25 µM
59461000,59090000,55816000,75971000,68973000,60213000
18707000,67525000,47643000,45748000,39613000,39171000
83000,5163000,3042000,4276000,3612000,5904000
766096000,746845000,801147000,925399000,743943000,922402000
96716000,150789000,140333000,197104000,101116000,171355000
67947000,73051000,73907000,89624000,65812000,60070000
19783000,168000,215000,97000,420000,523000
36159070000,35502796000,39820444000,37563046000,37356119000,32761609000
4525000,13766000,29418000,5502000,5193000,32627000
0,0,0,0,0,0
4502000,16729000,16597000,39949000,22524000,27688000
108427000,132730000,116517000,180159000,110472000,212231000
3092216000,2244765000,2627144000,2607606000,2189784000,2208644000
158433000,133876000,146618000,154735000,135489000,150775000
0,0,0,0,0,0
494194000,296230000,240160000,345922000,218360000,315770000
104133000,109604000,113457000,132958000,116896000,130328000
0,0,0,0,0,0
7662000,16100000,12869000,18183000,7990000,8389000
123360000,58436000,61105000,70007000,54589000,64218000
16733000,17618000,21595000,23980000,23847000,24036000
594836000,611237000,456536000,112447000,49775000,582277000
191609000,309277000,321610000,323626000,283586000,307079000
57358000,130455000,113277000,152161000,111482000,120844000
1462605000,1324167000,1278245000,1306343000,1323765000,1053490000
515375000,382988000,464894000,607959000,387522000,394638000
108490000,138625000,106183000,152878000,89255000,114021000
15715472000,21696071000,27760859000,27124548000,24912797000,26266658000
2189000,7174000,3829000,6930000,5262000,0
45659000,53657000,42228000,56827000,49667000,56982000
307317000,337274000,408880000,527537000,399962000,480744000
79323000,97281000,156009000,114320000,107638000,184794000
35917580000,39008079000,44147892000,51601393000,41140119000,44124613000
46295837000,50230132000,59868436000,65368995000,54994430000,58528175000
336274000,441112000,453063000,630318000,429851000,574597000
253638000,259731000,319381000,301522000,278778000,274421000
14617000,13996000,8838000,20805000,15291000,15515000
1023896000,689317000,841665000,862822000,1124674000,766033000
39405000,90366000,81496000,54525000,42174000,30630000
343094000,271898000,469954000,349636000,294464000,426494000
657591000,590977000,697590000,654426000,629379000,540301000
74915000,78150000,64817000,82195000,84291000,67727000
475092000,532442000,388595000,483519000,555523000,436805000
149387000,93356000,347463000,100014000,121338000,82391000
211051000,169207000,216137000,214739000,219640000,234160000
128455000,90055000,90136000,87626000,101303000,77951000
10710000,10934000,10054000,14335000,12861000,11245000
111242000,137884000,129018000,105001000,63415000,102007000
64546000,43232000,72768000,64045000,69659000,47542000
231057000,136282000,285293000,149672000,186251000,127411000
120558000,145377000,172114000,193557000,138480000,288007000
9366000,5618000,9668000,12851000,11410000,15542000
0,5926000,2551000,7339000,2266000,3488000
112700000,100830000,93992000,97907000,83957000,110321000
59291000,57248000,59241000,71988000,35466000,54083000
88092000,79519000,75672000,87796000,73601000,67850000
0,0,0,0,0,0
59071000,40255000,43935000,65345000,62455000,48071000
3785773000,4244032000,4570467000,4588162000,4114755000,3938073000
926301000,672158000,918198000,686748000,831665000,675319000
103677000,93893000,119850000,132474000,82585000,90846000
107279000,121096000,112717000,130523000,87106000,97329000
53312657000,54919019000,53728692000,55259060000,57084304000,45416728000
113935000,147462000,134481000,141174000,132631000,114573000
13299726000,14249587000,16195659000,14705025000,13205470000,11380682000
1754820000,2039113000,2383838000,2019541000,1758433000,1634765000
17926706000,15312293000,19132975000,16408041000,16451885000,14933662000
3016542000,1844536000,2063394000,1835798000,1739123000,1689885000
0,0,0,0,0,0
47063112000,50289267000,58697563000,55010065000,49063752000,47044899000
1017758000,1252663000,1388721000,1175225000,1051818000,916483000
0,0,0,0,0,0
4242588000,5039238000,3767906000,4129997000,5103272000,4535188000
2198329000,2011373000,1631393000,1639310000,1989366000,1778916000
816072000,920016000,638106000,815174000,931519000,716681000
19592000,26926000,14483000,28516000,15619000,14648000
1271047000,1324115000,1312577000,1377570000,1418836000,1229250000
106006000,110912000,88913000,103143000,119990000,99431000
15729000,13412000,10492000,12549000,15518000,13391000
35065000,27379000,28922000,26662000,26621000,14948000
2336734000,2408052000,2774804000,2812321000,2768571000,2311843000
1331593000,1362511000,1388940000,1438018000,1433422000,1047547000
25091572000,24485788000,26170447000,31744177000,25764275000,26405086000
2409331000,2939489000,3312580000,3274590000,3400090000,2722724000
140179000,125413000,122930000,137608000,131407000,106597000
5889000,45362000,43884000,41564000,31704000,37263000
27083000,23173000,22631000,34396000,19239000,30508000
0,11321000,7413000,9394000,0,10939000
1697684000,3269062000,2385347000,2291037000,1889541000,1320953000
141959000,116563000,103887000,120851000,122294000,126068000
102443000,110791000,105546000,133501000,134818000,118246000
110819000,59462000,73485000,74604000,73997000,47465000
212194000,164086000,152735000,182353000,164135000,171248000
234526000,165225000,159826000,185002000,162860000,132534000
82523000,63183000,67924000,68545000,66893000,63317000
27036000,24124000,21904000,19761000,22483000,19559000
74267000,68723000,64093000,78829000,56011000,73629000
49102000,34520000,34242000,37081000,35989000,35666000
10002000,46589000,42023000,51395000,44396000,46183000
0,20559000,12941000,16127000,15938000,14301000
8066000,12008000,13512000,19938000,2366000,14373000
377003000,540918000,407981000,418081000,376108000,277132000
61954000,58734000,98930000,93791000,73445000,72982000
62510000,88801000,84426000,77963000,78831000,97219000
454627000,477586000,393822000,499717000,420091000,359895000
1.54065E+11,1.49402E+11,1.58398E+11,1.41769E+11,1.42102E+11,1.32316E+11
32902102000,32214921000,34932960000,32188897000,32694263000,27468531000
2127412000,2328037000,2794997000,2357054000,1483276000,2334233000
375068000,431515000,481949000,627517000,515351000,577144000
2967000,68660000,69339000,113060000,39995000,69550000
1476468000,1356698000,1220686000,1583101000,1162643000,1416945000
59000,8846000,12900000,14858000,10418000,12233000
9870817000,9393279000,11000245000,10873838000,9771320000,9379500000
3484765000,1207688000,1403573000,1588527000,1443998000,1421490000
9917595000,10336686000,11241505000,11784429000,11230156000,10675423000
89362000,71958000,73550000,78826000,89531000,81654000
0,28077000,25377000,29333000,18191000,24044000
90285000,77520000,51063000,71758000,41193000,62220000
8853000,69032000,45849000,72034000,42544000,64040000
207532000,194456000,126301000,214064000,185400000,155359000
590924000,631101000,588569000,748967000,780677000,826458000
114708000,109231000,167863000,144868000,150459000,182868000
74348000,68791000,59317000,101432000,51516000,82439000
1512601000,1321252000,756268000,260840000,170563000,1046151000
924000,27474000,23464000,30497000,18428000,25757000
22619764000,19223898000,20774469000,12540642000,5333440000,18176782000
67559000,2260000,1535000,1108000,1103000,7179000
26032000,23918000,23690000,34859000,17237000,32421000
8603359000,8295527000,9193497000,8774534000,8731541000,7347869000
21040504000,20176309000,19871085000,19938375000,18901431000,15582306000
0,0,0,0,0,0
50858000,120168000,122177000,129214000,116178000,107848000
22854000,17991000,14875000,16083000,8516000,4690000
85277000,79880000,59878000,77497000,63273000,85941000
392515000,411019000,449740000,410963000,466659000,401444000
296766000,296814000,325014000,354938000,324096000,337355000
639652000,582253000,597752000,639155000,699912000,546922000
39950000,38859000,25243000,28296000,14699000,57399000
154258000,88727000,92429000,64777000,101563000,70399000
199957000,153773000,134557000,153588000,111058000,133287000
151860000,133315000,128206000,105956000,67935000,108445000
15063000,17049000,14979000,20213000,22388000,21634000
226755000,143895000,116261000,134941000,153446000,179153000
178524000,133246000,98375000,148318000,126186000,142700000
58335000,1245000,1134000,1420000,0,1542000
0,11449000,10269000,11515000,13215000,16920000
46089000,23378000,20141000,23695000,25375000,16439000
617000,9069000,15866000,18621000,18404000,16416000
50281000,81405000,75454000,33471000,61925000,74964000
394916000,318362000,203816000,230767000,285591000,152369000
118022000,38529000,39447000,34014000,41863000,44312000
65616000,27875000,8289000,24530000,15577000,33325000
3256000,72500000,96119000,91129000,98395000,66640000
172832000,0,7054000,2876000,2000000,0
0,56724000,40061000,51803000,44937000,57106000
363419000,324682000,361278000,392848000,430468000,355836000
52761000,137554000,97540000,96126000,99799000,156520000
444072000,576246000,409261000,416870000,343620000,430456000
256766000,153127000,123099000,137270000,136203000,176707000
995531000,842991000,794014000,818222000,869922000,740463000
491966000,234123000,215945000,222072000,336066000,196171000
383147000,434162000,342634000,462474000,576751000,459201000
194932000,227387000,185058000,217132000,212084000,175791000
3089611000,3150461000,3408884000,4234618000,2969241000,3649566000
443023000,664383000,613186000,873174000,598557000,716431000
327432000,281410000,262663000,291155000,238363000,231431000
1431950000,1435686000,1592091000,1666778000,1508555000,1146370000
760589000,764436000,635326000,728415000,846233000,668282000
148006000,403643000,361090000,469931000,439742000,366936000
221153000,221281000,254605000,378009000,287883000,369931000
495911000,540723000,490948000,630524000,490576000,530021000
21301000,18920000,21613000,43137000,47197000,57736000
72780000,63685000,94009000,142996000,123196000,171685000
3743328000,295632000,171163000,289033000,219043000,334231000
167849000,124908000,74923000,115738000,102503000,130581000
1196000,66229000,83639000,97819000,76006000,72643000
205021000,273021000,350458000,534126000,441031000,623649000
4139809000,2974967000,3743381000,3148792000,3799897000,2426647000
383143000,571960000,556668000,727161000,591787000,465032000
35278000,36301000,69593000,167937000,131881000,172599000
126154000,112422000,141479000,122955000,109731000,142767000
43283210000,46875116000,52585557000,46601290000,48102085000,42509539000
0,0,0,0,0,0
17815969000,18257697000,19467427000,18505726000,19702374000,16061071000
2511060000,2121517000,2100107000,2128094000,2298145000,1821817000
310963000,348284000,286037000,242607000,305476000,211154000
6326197000,6754503000,7264747000,6554498000,6575739000,5381011000
69345000,84737000,97050000,56727000,83285000,63029000
27033000,23654000,26274000,22523000,21607000,6147000
1369527000,1154713000,965162000,1094708000,937793000,921349000
544703000,443861000,311775000,401739000,307438000,360527000
18426000,74119000,62707000,71555000,41822000,68460000
76137000,43106000,35702000,36967000,40402000,53900000
73924000,83936000,90510000,91178000,72605000,86243000
305145000,223315000,257092000,254620000,320069000,157339000
0,0,0,0,0,0
209842000,173222000,137883000,217147000,273342000,124300000
9159432000,6412879000,6661295000,8104920000,8708622000,4645706000
7665239000,4554562000,4839539000,6190544000,6548350000,3117610000
189717000,153774000,172792000,210601000,157364000,228871000
334360000,290467000,334323000,397241000,345172000,437530000
143429000,205334000,197376000,170461000,212500000,154963000
230473000,120024000,138290000,141491000,136914000,125913000
204771000,252743000,236858000,272759000,219643000,198070000
60156000,103423000,115724000,121884000,93821000,88353000
28401000,33389000,43410000,37008000,36488000,22824000
27884000,45798000,28526000,55176000,37718000,38161000
1855509000,1379830000,1289686000,1557125000,1236462000,1511604000
1954000,67654000,54611000,93405000,60013000,53788000
68000,4332000,189170000,1019000,0,0
686000,13962000,9425000,13873000,15938000,13523000
2440536000,1831789000,1710138000,1759181000,2189394000,1645581000
648865000,425833000,533355000,510727000,619354000,422863000
130427000,65579000,82020000,66835000,124288000,53696000
102324000,121932000,177314000,341172000,115012000,177123000
870807000,1051001000,1021421000,1130152000,990594000,793893000
54107000,80224000,101618000,96953000,65595000,56085000
157039000,193963000,122407000,205907000,168107000,183844000
770595000,758909000,785893000,896690000,783003000,761242000
3367000,18226000,10223000,9469000,8240000,3201000
59396000,134906000,122102000,138061000,127175000,99884000
145730000,134757000,84993000,206819000,145941000,135119000
16280000,56093000,35467000,96308000,51020000,39001000
81032000,81987000,62675000,87389000,79468000,37404000
1039253000,1041415000,1123946000,1072517000,1008295000,1014702000
120892000,175960000,149900000,170014000,190329000,148862000
6000,112356000,121178000,145840000,108595000,174628000
5095000,102215000,93274000,148300000,116015000,160888000
17647000,20991000,14629000,23791000,20437000,21748000
47381000,150319000,152336000,183762000,134989000,156767000
105913000,97015000,79092000,106001000,82572000,80023000
58983000,67749000,61637000,97330000,77468000,85866000
14893000,16749000,15340000,23170000,14687000,19322000
111910000,122806000,121902000,152475000,113259000,144624000
23530000,26404000,21997000,31070000,18209000,23475000
7065800000,6648761000,6905486000,7995468000,6099285000,7409205000
74485000,72525000,88914000,92773000,87306000,74098000
2022586000,2089985000,2215041000,2399619000,1857445000,2239237000
452733000,520992000,559005000,667296000,473212000,581685000
56708000,68049000,66184000,94513000,64516000,94069000
86948000,77793000,89902000,100675000,66025000,74837000
8295000,9363000,7727000,7521000,8803000,8412000
0,48703000,37959000,44398000,36445000,44808000
49452000,50919000,52706000,56378000,36410000,58459000
366383000,162700000,164306000,213641000,172108000,194358000
9540472000,11117695000,9356983000,10654995000,9757829000,8978128000
11470000,18646000,11261000,20707000,14252000,14839000
109945000,117990000,98887000,114453000,94457000,124149000
60484000,58534000,64954000,76643000,65164000,67641000
190168000,222124000,214942000,244749000,225459000,208437000
47277000,76178000,65462000,44640000,60887000,34741000
14454000,49310000,36504000,39436000,34932000,32260000
440180000,397824000,419877000,424108000,411735000,407426000
80307000,82646000,50088000,82095000,82547000,21960000
43005000,55531000,80491000,79501000,62556000,68123000
455056000,529680000,573069000,653174000,502195000,526268000
162179000,220103000,323956000,608138000,619977000,826047000
206172000,136572000,107112000,127934000,171507000,98935000
492935000,737208000,455084000,772316000,899803000,638877000
145094000,177269000,206492000,265755000,172217000,257591000
43691000,16395000,22889000,21285000,17300000,23588000
11518000,24982000,17818000,15779000,13861000,16606000
74681004000,75339909000,82578199000,70644987000,67113594000,64570045000
1000,9022000,9113000,10030000,7331000,4811000
19396000,45933000,38875000,57712000,29521000,19202000
505459000,424601000,732027000,536406000,575725000,580373000
93318000,79890000,80074000,110937000,87266000,92405000
238990000,235629000,189286000,233273000,192969000,202150000
2227827000,2758540000,2125962000,2449447000,1613625000,2132438000
0,0,0,0,0,0
926487000,1060022000,1109394000,1017222000,702866000,987807000
0,16250000,11709000,16502000,11481000,0
1328659000,1472319000,1374115000,1407230000,1346795000,1213135000
6999585000,7393671000,7939137000,7341389000,6684969000,6041834000
398391000,454121000,339611000,400177000,328438000,323838000
1498983000,1600913000,1493572000,1790878000,1399380000,1586788000
8492000,7923000,11918000,16127000,12798000,24113000
468910000,557395000,535273000,576828000,440547000,315812000
435007000,368940000,393814000,426763000,341786000,297254000
3377779000,3367068000,3805095000,5039580000,3734165000,4009082000
3059607000,3489768000,4193298000,3473578000,2058307000,3597489000
10117000,19752000,17971000,18709000,16376000,16236000
340555000,306292000,338445000,326289000,283585000,288108000
381451000,198526000,292841000,124946000,84099000,102643000
8069896000,8913993000,9144379000,8265858000,7694270000,7333354000
138346000,213847000,187793000,147410000,44037000,215326000
309264000,377988000,335629000,288309000,151953000,334744000
23267000,0,0,446000,0,253000
723009000,818581000,631816000,402623000,139809000,630055000
14114000,13081000,13686000,21166000,12110000,16253000
51098991000,51265947000,55528830000,49277745000,42912258000,41981268000
56001000,28524000,29350000,45539000,29534000,55046000
744449000,865250000,897984000,818805000,741473000,714116000
1068955000,1286287000,1183142000,1450008000,1127258000,1405103000
0,14454000,13652000,12019000,10341000,9534000
11923000,21210000,1692000,28537000,4743000,18507000
43920000,59299000,60245000,85459000,47397000,64452000
864353000,938682000,988374000,930308000,735032000,793187000
18601000,35794000,3217000,25033000,18243000,29268000
1055842000,943956000,914467000,925213000,1178647000,810577000
1864058000,1164425000,1069718000,1146445000,1468822000,1043369000
1218596000,980504000,619689000,926357000,1747820000,659155000
29509000,35402000,52200000,77076000,49069000,78750000
96938000,109594000,108365000,136683000,116938000,139787000
36179000,19910000,28156000,23474000,30519000,19975000
277951000,483546000,348031000,353460000,336187000,275277000
1535708000,1202092000,1188070000,1564116000,1192529000,1458591000
22322000,17252000,21515000,24235000,24242000,24556000
165273000,137656000,153912000,208435000,123683000,151509000
49562000,32839000,39813000,51876000,26752000,30333000
623000,15537000,12856000,19406000,6791000,18200000
143019000,146931000,133459000,151609000,113630000,172106000
913356000,639754000,590902000,968862000,562244000,525057000
35271000,42733000,33646000,56389000,43547000,47533000
39527000,36478000,32990000,42923000,31835000,41980000
24981000,23069000,13017000,28340000,13384000,26297000
221954000,279865000,235448000,232524000,214503000,223695000
781863000,886918000,864378000,866262000,857273000,870506000
144114000,169344000,175657000,219489000,177671000,182950000
96969000,65175000,60381000,109853000,75647000,84029000
10656000,15555000,23659000,44381000,16248000,25628000
4862000,4767000,8405000,9946000,5139000,8930000
4544000,42231000,20642000,26023000,42456000,32954000
495771000,568325000,711295000,793159000,720070000,736539000
105250000,48990000,124264000,84822000,80620000,76781000
103285000,58374000,69828000,71455000,71917000,73412000
124597000,148569000,198628000,254659000,205958000,204176000
31433000,56242000,61021000,55281000,48459000,50530000
2182000,28629000,18159000,41692000,24710000,43803000
16540000,20206000,17713000,19867000,12244000,25753000
23510000,15430000,15310000,11595000,8976000,11523000
39468000,206731000,234403000,221490000,174894000,185412000
17419000,20112000,17204000,22447000,10807000,19507000
3011000,11108000,8476000,6388000,5255000,7676000
1341000,37315000,64407000,57689000,54828000,32966000
360705000,262199000,339275000,578741000,252323000,333496000
0,0,0,0,0,0
0,0,0,0,0,0
169564000,121997000,164383000,173284000,139567000,146915000
0,0,0,0,0,0
0,0,0,0,0,0
156340000,148290000,221557000,225520000,188797000,241296000
1863913000,1850304000,1780714000,2156276000,1762149000,1959894000
302324000,255381000,245196000,262511000,216235000,285141000
0,0,0,0,0,0
0,0,0,0,0,0
56238000,98214000,68618000,83044000,84805000,57929000
0,0,0,0,0,0
236626000,221946000,227582000,262259000,231125000,278242000
717770000,873792000,1022378000,953665000,913720000,668988000
617627000,552450000,334984000,505954000,455057000,407740000
465697000,442535000,316128000,490587000,467028000,332653000
1555107000,1326805000,1175918000,1262047000,1230268000,1107446000
73468000,59396000,78011000,78509000,28438000,32445000
6621298000,6847105000,6753757000,6544430000,6471386000,5733001000
126765000,126514000,133042000,154981000,117673000,187052000
39760000,39347000,44163000,77321000,46330000,66619000
33314000,41127000,39762000,49684000,38969000,41705000
2541000,16689000,24033000,28764000,17748000,21980000
21195000,23359000,17139000,35020000,17562000,31482000
17111000,9079000,10890000,13757000,8937000,10086000
6121295000,6368954000,8150975000,11946628000,7174683000,11713807000
4729313000,4617002000,5595602000,7302293000,5133616000,7457261000
70661000,84990000,79139000,113966000,93810000,99301000
119485000,103423000,115055000,198518000,103759000,140136000
69473000,69219000,47711000,70654000,56486000,65405000
20600000,22196000,30465000,33423000,16876000,23994000
28612000,59626000,42255000,59285000,53074000,45471000
449000,27152000,25753000,21033000,18192000,12645000
2035712000,1930163000,1486519000,1610161000,1789903000,1343083000
22414000,10621000,10250000,18749000,11841000,16108000
1503948000,1585888000,1697280000,2238479000,1631485000,1860118000
532790000,473838000,469035000,556898000,485833000,453332000
226820000,200207000,221992000,266537000,195019000,231249000
239589000,280512000,285930000,383253000,244054000,329249000
182365000,231370000,180776000,423732000,196755000,248052000
444808000,361020000,359882000,723431000,372512000,396422000
3824000,71887000,65280000,73098000,48494000,48697000
5723788000,5805457000,6527966000,5571891000,5449107000,5084182000
0,8989000,6526000,8053000,5199000,6884000
228680000,149444000,134267000,144131000,75456000,110559000
903085000,939982000,847927000,931744000,672328000,827540000
138343000,228303000,204487000,218994000,166777000,211403000
6475000,41131000,31896000,41758000,39925000,8721000
349022000,426776000,384787000,427892000,239024000,399569000
3061600000,3189891000,3018677000,3473816000,2287743000,2797673000
1684563000,1511307000,1536047000,1484584000,1116204000,1369196000
