K1M1,K1M2,K1M3,K1M4,K1M5,K1M6,K2M1,K2M2,K2M3,K2M4,K2M5,K2M6,K3M3,K3M4,K3M5,K3M6,K4M1,K4M2,K4M3,K4M4,K4M5,K4M6
7.106447,7.245564,,,,7.459702,6.96905,7.723466,7.434695,,6.999048,,,7.375981,,,7.266627,,6.864937,7.257836,7.308299,
7.660977,7.532033,,,,7.554549,,7.486799,7.566002,,,,7.021313,,,,,,6.721344,,7.951278,
7.812124,7.438084,7.341989,7.615073,7.626295,7.681067,,7.457016,7.861565,,,,,,7.654286,,7.323034,,,7.490495,7.797609,
7.574054,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
7.248295,,8.185403,8.238563,8.008063,,,,7.741014,7.672009,7.793376,8.358852,7.530166,,,8.594799,7.538928,8.303911,7.676883,7.599514,,
7.299168,,7.299229,,,7.524833,,,7.136163,7.772291,7.072917,,,,,,,,,,,
7.589185,,,,7.715334,,,,,,,,,,,,,,,,,
7.453798,,,7.768749,,,,,,,,,,,,,,,7.799368,7.699747,,
7.672149,7.442344,,7.418065,7.755802,8.055693,7.599754,8.509518,7.661956,7.929328,,,7.878361,8.318908,7.89517,,7.885556,,7.991836,8.259225,7.8184,7.983369
6.962776,,,,,,,,,,,,,,,,,,,,,
6.685515,,,,,7.394626,,7.903581,,,,,,7.422338,,,,,,7.542741,7.298358,
8.815399,8.655052,8.347917,8.484528,8.407268,8.663724,8.236226,8.715138,8.456387,,9.023817,7.832047,8.419509,8.804551,8.502098,,8.232863,,8.050763,8.806903,8.875433,8.457126
8.593614,8.436829,7.955344,8.200218,7.434379,8.724571,7.873435,8.853838,7.406239,8.064045,9.368445,7.727692,8.087965,8.734114,8.389805,,8.32282,,8.352009,8.67406,8.546001,8.128833
7.745299,7.541324,,,,7.742363,,7.964446,7.688266,,7.538136,,,7.408258,,,,,,7.548197,,
7.583844,,,,,7.810298,,8.111325,,,,,,,,,,,,7.756596,,
6.932129,,,,,,,,,,,,7.897008,7.304217,7.759208,,7.746845,,,,,
7.422706,,,,,,,,,,,,,,,,,,,,,
7.352454,,,,,,,7.31903,,,7.444235,,,,,,,,,,,
7.571019,7.832028,,6.996218,,8.003475,7.449629,7.772252,7.205451,7.246275,6.65481,,,7.704358,,,,,,,,
7.566105,7.822539,7.804738,7.822264,7.877912,,7.768401,7.923075,7.433663,,7.409238,7.734032,7.726682,7.946556,7.789828,7.935679,7.875778,7.827342,7.892563,7.971828,7.641432,7.664878
7.501123,,,,,,,,,,,,,,,,,,,,,
7.059848,,,,,,,7.380677,,,,,,,8.13034,,,,,7.775957,,
7.830855,,,,,,,,,,,,,,,,,,,,,
7.50812,,,,,,,,,,,,,,,,,,7.198249,,,
6.844503,,,,7.068065,,7.00055,,7.262794,,,,,,,,,,,,,
7.187962,,,,7.166275,7.088585,,,,,,,,,,,,,,,,
9.000764,9.07778,,,,,,8.331003,7.495665,,,,,,8.51684,,,,8.56121,8.618912,9.155002,8.988778
8.502898,8.598175,8.356029,8.415453,8.210151,9.172416,8.436423,9.174653,8.743254,8.689755,8.675028,8.094319,7.918736,8.722022,8.564951,,8.383591,8.033904,,8.541669,8.489811,
7.425653,,,,,,,,,,7.066707,,,,,,7.233562,,,,,
7.556398,,,,,7.632833,,7.555913,7.470797,7.649874,,,,,,,,,,,,
7.007282,,,,,6.877157,,6.770055,,,,,,,,,,,,,,
7.069097,,,,,,,,,,,,,,,,,,,,,
7.414841,,,,,,,,,,,,,,,,,,,,,
7.97187,,8.814364,8.938381,8.813161,7.558158,7.802989,7.606567,8.176685,8.335407,8.245511,9.066747,8.014625,7.746638,7.84544,9.162227,8.185116,8.962878,8.260869,8.111562,,
7.590527,7.904106,,7.78654,,7.574414,7.69685,,7.694016,7.562463,7.202128,7.28938,7.591749,,8.055403,,7.770522,,8.060362,7.962319,7.005792,7.981255
7.660308,,,,,,,7.477244,,,,,,,,,,,,,,
7.828109,,,,,,7.570187,,7.895147,7.778635,,,,,,,,,,,,
7.38206,,,,,7.284256,,6.954019,7.436364,7.691105,,,,,7.223949,,,,7.173478,,7.587031,
8.033431,,,,,,,,,,,,,,7.281431,,,,,,,
7.227818,7.22951,,,,7.695844,,7.518816,,,,,,,,,,,,,,
7.487259,,,,,7.528647,,7.623363,,7.403709,,,,,,,,,,,7.222672,
8.666914,7.986331,8.134313,8.387455,8.590786,8.791417,8.81625,8.484755,8.910599,8.798151,,8.266238,8.261092,8.392882,,8.083252,,,,,,
8.438814,8.138054,7.711745,7.829872,,7.689389,8.245971,7.91901,8.030197,7.649598,7.770083,,,8.088841,7.943513,,7.841882,,7.763168,8.067602,8.496071,7.227586
8.419345,8.298069,,7.388381,7.262627,8.328627,8.429746,8.366375,8.225854,8.193116,8.171289,,8.354123,8.105844,7.968043,,8.04463,,8.38012,8.441268,7.994839,8.119904
7.556015,,,,,,,,,,,,,,,,,,,,,
6.978238,,7.174902,6.994023,,,,,7.245603,,,,7.768985,8.098471,8.92031,7.906589,8.054883,,7.597192,8.365755,7.240104,
8.845433,8.990801,8.827246,8.590304,7.164068,8.874298,8.603273,9.506008,8.862839,8.07045,8.136901,8.454298,10.36666,10.73631,10.630629,9.485622,9.691475,10.044933,10.244076,10.14703,10.486024,9.410467
8.714807,8.71043,8.825877,8.820203,8.797352,8.753023,8.853057,8.338113,9.048737,8.894145,7.918199,8.74686,9.192036,8.506966,8.58071,8.454597,8.855501,8.393168,8.955485,8.540804,8.702777,8.918587
7.817465,7.813479,7.702717,8.038784,7.869388,7.398978,7.586302,,8.050736,7.604287,,7.856696,7.928614,7.15625,,,,,,,,
9.168479,9.211207,9.043815,8.995413,9.076608,9.063797,9.692533,8.885419,9.761192,9.619125,8.348867,9.207656,10.46518,9.816902,10.078733,9.482028,9.864503,9.339116,10.337765,10.050074,9.341269,10.386099
8.787489,8.212298,7.802121,,,8.801247,8.349049,8.37583,8.780325,8.670348,7.385924,,8.455659,8.521014,8.86249,8.192626,8.75859,,8.026549,8.790425,8.799768,7.786432
7.577833,7.789693,,,,7.886928,7.979686,,8.260956,8.134888,,,9.088046,8.76161,8.922563,8.195723,8.387938,7.932579,8.804476,8.503401,8.787216,8.918654
9.073078,9.040705,9.322724,8.894805,9.476272,8.916517,9.524446,8.79713,9.441813,9.494917,8.348867,9.655205,10.255487,9.554808,9.839199,9.636947,9.665069,9.639876,9.957194,9.793,9.279591,10.119022
7.205746,,,,,,,,,,,,7.865678,,,,,,,,,
7.459072,7.577444,8.205718,7.823712,7.983423,7.232135,7.805809,7.755153,7.779248,,7.665636,7.571278,8.099032,8.350683,9.294804,7.775174,7.90642,7.832883,7.913343,8.837679,8.324317,7.400249
7.045716,,7.478401,7.590074,,,,6.98298,7.284108,,,7.494126,8.053662,7.705336,8.714316,8.510551,7.81879,7.851672,7.930583,8.212651,7.223042,
5.853175,,,,,,,,,,,,,,,,,,,,,
7.052852,,,,,7.311251,7.471903,7.869703,7.920719,8.329912,7.263351,7.518917,8.784942,8.187851,8.499069,7.868302,8.716609,7.955053,8.049941,8.455204,8.441462,8.113828
7.546857,,,7.096236,,,,7.700569,,7.768773,,7.51119,7.665687,,7.425659,7.552347,8.014663,7.381726,7.016701,,,
8.393501,8.415408,7.988985,8.110522,7.782868,7.843166,8.580752,7.862429,7.878502,7.944385,,7.860818,8.897303,10.720615,10.175907,8.407093,8.592556,8.214969,9.65334,9.631667,9.665249,8.152006
7.625101,7.730388,,,,7.756733,7.932508,7.522527,8.231164,7.904193,,,8.314356,7.987701,8.435258,,8.090816,,7.823574,8.20176,7.667633,7.734252
8.118254,8.01455,8.314179,7.922661,7.947804,8.044996,7.517344,8.102881,8.030435,,8.014076,8.08483,8.08362,8.328846,9.093541,8.491497,8.588972,8.216633,7.848975,8.663897,8.321878,7.541942
7.447576,7.720296,,7.321259,7.676648,,,,,,,,5.918637,7.290244,8.63251,8.050832,7.395899,,7.310831,8.233942,7.602333,7.377682
8.061819,8.10992,8.032616,8.071162,7.916265,8.750451,8.3383,8.172384,8.451155,8.681835,,7.983244,8.614358,8.256507,8.452493,8.016684,8.288503,7.883409,8.585018,8.385725,8.49421,8.684913
7.654452,,,,,,,,,,,,,,,,,,,,,
7.418669,,,7.187341,6.921066,,7.965005,7.072438,7.832462,8.264246,,7.219665,7.526431,7.165723,7.97354,7.11898,7.96022,,7.686733,7.965591,,7.985123
7.541258,7.700928,,,,7.367814,7.968866,7.842771,7.784628,9.205531,,,8.219625,9.335649,9.86703,9.106377,10.076613,8.944936,10.091636,9.920854,7.424355,10.299742
7.311558,,,,,,,7.506872,,,,,7.334273,7.872349,8.593891,,7.741036,,,8.113886,,
8.300282,7.746972,,,,7.73066,,7.83999,7.60887,,8.651839,,,8.123939,7.484629,,8.230438,,,8.426477,8.215922,
7.975761,7.67569,,7.01418,,7.425119,6.983627,7.811413,7.491211,7.238724,8.346453,,,8.015325,7.642914,,7.969811,,7.723629,8.014769,8.01576,
7.70266,,7.624476,,,7.678418,,7.525854,,,7.859557,7.366076,8.151513,7.809748,8.779671,7.56923,8.117774,7.335012,8.020394,8.384787,7.988651,
7.113404,,,,,,,,,,,,,,,,,,,,,
8.636738,8.639525,8.471397,8.512782,8.354388,8.517371,8.016585,8.563105,8.403068,8.423194,9.137136,8.049745,8.506681,8.549946,8.461895,7.871207,8.355009,7.619676,8.551515,8.57702,8.626661,8.31271
7.795449,7.564928,,,,7.748458,,7.873253,7.926163,,8.010084,,,8.109451,7.885193,,7.98993,,7.638641,7.989817,8.026555,6.870508
7.694045,7.264385,,,,,,,7.696236,,7.359637,,,,,,7.588021,,7.754018,7.332919,,
7.896886,8.054862,8.224468,8.271981,,7.804434,,,7.996085,,7.817663,,,7.78667,8.075744,,8.258828,,8.385862,7.803615,7.883565,
7.61802,,,,,,,,,,,,,,,,,,,,,
8.548699,7.05316,,,,8.558504,,,,,,,7.695954,8.214087,8.259952,,,,,,,
8.011617,,,,,,8.300196,,,,,,,,,,,,,,,
7.974476,,,,,7.668376,7.067502,7.878604,7.707367,,7.464853,,7.645341,8.065589,7.744476,,7.703889,,7.92598,8.038527,7.649401,
6.069121,,,,,6.798879,,,6.814625,,,,,,6.493295,,,,,6.657161,,
7.431432,,,7.698207,8.226159,,7.96624,,8.194969,7.71143,,,,8.626408,9.071991,8.170359,8.597126,7.536602,8.7687,8.99353,7.872133,7.745333
9.565614,8.603263,8.38807,7.64871,8.458884,9.27499,9.760484,8.508579,9.490194,9.099215,,,9.445277,8.819638,9.646508,7.550098,9.08345,8.788282,9.47114,9.471959,9.027306,9.494265
8.109425,7.998647,7.147774,,,8.051031,8.024543,7.881911,8.28184,8.128444,,,8.397295,7.724799,8.138713,,,,7.830962,,,7.947627
8.852371,8.204904,8.27584,7.779515,7.735505,8.534927,8.870942,8.112673,8.675988,9.066846,,7.795099,7.3545,7.404897,7.358625,,7.470381,,8.067991,7.542808,,
8.38282,8.216812,7.763874,7.792415,,8.516556,8.514462,8.3216,8.607187,8.946875,,7.957648,8.956352,8.825605,8.967463,8.309718,9.120416,8.589244,8.978746,8.928518,8.311165,9.204095
8.465394,7.453495,8.739956,8.023515,,7.509086,8.378107,7.944888,8.365601,8.1637,,,7.720698,7.595236,8.241309,7.503273,8.417379,,8.169182,7.198372,8.216707,8.017437
8.594222,7.9778,7.980688,7.745936,7.808915,7.926631,8.48494,7.725733,8.703142,8.627159,,7.653075,8.192809,7.842215,8.314441,,8.708244,7.363225,7.710147,8.1308,8.089104,8.302315
7.840557,7.114489,7.985275,,,,,,7.790793,,,,,,,,,,,,,
8.240879,8.179625,8.214372,7.531711,,8.611828,8.484528,8.338734,8.744682,8.907547,,7.915009,8.59389,8.461156,8.316311,7.924204,8.500891,,8.573908,8.323482,8.393864,8.496477
7.754054,7.66173,7.870288,7.788379,7.656003,7.708796,7.625145,7.441129,7.994583,,,7.934081,8.255072,8.303944,9.170423,8.207868,8.26921,7.761036,8.133597,8.918829,8.033706,
7.973076,,7.725333,7.500019,7.528922,7.87993,7.811423,8.137199,8.138273,,,7.667391,7.682807,8.15811,8.902289,7.502455,8.310063,7.467059,,8.875588,8.031966,
7.279787,6.864848,,,,,7.252271,6.944614,,,,,7.946696,7.715436,8.165536,,7.999506,,7.718928,8.189433,7.583872,
7.414156,7.107575,,,,,7.31975,7.09217,,,,,,7.502089,7.870505,,,,7.720048,,7.512795,7.230713
8.437479,7.876353,7.939349,,8.010066,8.278943,8.325333,8.058516,8.752068,9.216414,7.309633,7.297126,9.086024,8.264962,8.952867,,8.594439,,8.481888,8.392747,8.741904,8.493987
7.767233,7.519573,7.323394,7.142868,,7.639718,7.566213,,7.815049,7.633488,,,8.026958,7.826484,8.304675,,8.079057,,7.601417,8.213303,7.793297,7.324807
7.811663,8.082225,8.073887,7.641325,,7.922332,8.589421,7.557689,8.140685,7.655827,7.550261,7.41571,9.391527,8.960685,9.472666,9.205903,9.665251,8.350881,9.634364,9.438227,8.025294,9.875795
7.267058,,,,,,,,,,,,,,7.854604,,,,,7.907181,7.383655,
7.828181,7.456719,,,,7.92628,,7.937819,7.280508,,,,,,7.687019,,,,,7.507097,7.934706,
7.665122,7.638451,6.989568,,,7.649046,8.098698,,8.00495,7.993067,,,8.290267,7.730461,7.969218,,8.10869,,7.884577,7.850981,7.87979,7.902453
,,,,,7.311557,,7.637653,6.885941,6.699399,,,7.11849,7.871119,8.757866,6.58589,7.791458,,,7.945479,7.792743,
9.619981,9.613025,9.224982,9.134695,8.928006,9.658542,9.635377,9.397154,9.751968,9.929471,8.483332,8.399253,9.307801,9.202142,9.347597,8.681604,9.647014,8.121459,9.833137,9.484865,9.512431,9.831549
8.235141,7.871132,,,,7.965274,7.716925,7.719948,7.735417,,,,7.971747,7.989169,8.501714,,8.616012,,8.217417,8.671651,8.415207,
6.800567,,,,,7.220674,,,7.185511,7.072036,,,7.666792,7.723711,8.3602,,7.618267,,7.635034,7.781147,7.346692,6.656999
8.592011,8.5082,8.141018,7.775461,8.247561,8.907781,8.71872,8.386681,8.997065,8.963359,7.142415,7.891556,9.092981,8.532716,8.696648,7.55655,8.907775,8.105568,8.641851,8.15473,8.681779,8.679187
7.061517,,,,,,,6.683947,,,,,7.649151,7.699351,8.306561,7.236882,7.798999,,7.588912,8.114654,7.106553,
8.051431,,,,,7.987383,,7.816091,8.348565,8.405939,,,7.926518,8.180195,8.503951,,8.565932,7.701085,8.27417,,7.93838,8.441954
7.309074,,,,7.529561,,,,7.544876,,,,7.632572,8.160061,9.105508,7.067471,8.045044,,7.865389,8.539875,7.559265,
7.038834,,7.534035,7.448852,7.787943,7.404041,7.496883,7.324708,7.637793,7.773204,,7.885289,8.106969,7.607442,8.208203,,8.512892,7.211537,7.992137,7.910331,7.346687,8.051997
8.526058,8.811075,8.546106,8.362529,9.020791,8.292721,8.73813,7.990106,8.633886,8.871661,7.856588,8.08983,8.775638,8.250822,9.150114,9.349136,8.527077,8.060023,8.694479,8.654947,8.878428,8.958522
6.990529,7.101421,,,,7.285121,,7.255091,7.437872,,,,7.933375,7.41232,7.763692,,7.860147,,7.612165,7.80895,,
6.949054,,,7.060795,7.811461,,,7.318429,7.39092,,,,8.246024,8.082213,9.055379,7.504171,7.479465,,7.822128,8.350937,7.737183,
7.696225,7.656407,7.439293,,,7.490316,7.876507,,7.915772,7.675966,,,8.075195,,7.854811,,7.496859,,7.894713,8.091381,7.922474,7.762724
7.104471,,,,,,,,,,,,,7.630412,8.931806,,7.998137,,,8.415345,7.7137,
7.433158,,,,,7.512524,7.622491,,7.693179,,,,7.589852,7.546302,7.867632,,7.709044,,7.640239,,7.283067,
8.106864,8.299485,8.382356,8.437605,7.801861,8.091265,8.651826,8.285976,8.960881,8.974637,7.233257,8.569778,8.674615,8.620172,9.231618,9.203643,9.090858,8.365917,8.546161,9.126429,8.238506,8.455146
8.222027,8.133666,8.012502,7.592446,7.707493,8.179476,8.405134,7.605361,8.545832,8.473994,,,8.30107,8.140805,8.469981,,8.447205,,7.474618,7.663616,8.130534,
8.027757,7.181528,7.781084,8.033215,7.200815,7.824797,8.043079,7.532897,7.864994,7.979702,,,8.045935,7.254958,7.864647,,7.295261,,7.193514,7.848104,7.725479,8.025411
7.245294,,,,,,,,,,,7.941002,,,,,,,,8.234328,,
,,,,,,,,,,,,,,7.831745,,,,,7.562025,7.206862,
8.281913,8.156795,8.848068,8.703803,8.404223,7.845246,8.365357,7.910612,8.347417,8.502924,8.540248,8.39676,8.432942,8.830724,9.768335,8.984205,8.57135,8.064813,8.458691,9.062114,8.329705,8.029104
6.961221,,,,,,,,,,,,,7.373894,7.999695,,7.005633,,,7.801043,,
7.896259,7.626399,7.686597,7.443376,,8.137909,7.943892,7.596816,8.336465,8.350992,,7.817532,8.410967,8.090986,8.423379,,8.262589,7.339008,8.041199,7.977548,7.996035,8.636442
8.498548,8.929986,7.736172,8.249929,8.494719,8.226572,9.936745,8.083401,8.878907,9.498191,7.170925,8.291205,8.101474,8.553292,9.641584,9.676232,9.966197,8.683797,10.356345,10.252035,9.156608,10.142846
7.146591,7.144469,7.182436,,7.511068,7.179901,,7.422197,7.225119,7.296686,,7.602348,7.463771,7.868605,8.118649,8.248393,7.888232,,7.186057,7.858252,7.435119,7.717964
7.164854,,,6.868782,,7.112518,7.54344,7.503452,7.561428,7.556574,,,8.108674,6.895926,7.205143,,7.69012,,7.795135,,7.051185,7.812911
7.638538,7.632435,,,7.740874,7.569293,7.776539,7.491842,7.835333,7.282375,,7.635562,8.105428,7.830385,7.782239,,7.683161,,8.115888,7.859061,7.764169,7.950944
7.691091,,7.433992,7.67657,,7.896864,,7.817306,,,8.336058,,7.446638,8.071195,8.914378,7.895931,7.343992,,7.6147,8.496361,8.112212,
8.617155,8.064736,8.299779,8.556158,8.727648,8.200189,9.044898,7.910739,9.271015,9.099764,7.894866,8.89085,9.563654,9.194133,9.331806,8.442583,9.143181,8.269091,8.898287,9.027737,8.504697,9.257666
8.591696,7.90269,8.2955,8.283749,8.425051,8.13079,8.88579,7.905961,9.232843,8.932237,7.848283,8.089976,9.461282,9.269854,9.226346,8.01109,9.030085,8.143659,8.833761,9.012172,8.595737,9.395158
8.965123,9.167454,9.350124,9.377326,9.730173,8.660831,9.13509,8.553132,9.07254,9.404354,8.860262,9.313282,9.083353,8.537119,8.908483,9.908077,8.932757,9.514906,9.182857,8.939079,9.106329,9.380234
7.232613,,,,,,7.410201,,,,,,7.589525,7.012925,,,,,7.37578,,,
7.562354,7.93219,7.997421,,8.145576,7.761734,7.879969,7.566167,7.957121,7.9783,7.444262,7.524633,8.294226,7.810472,8.562215,9.007187,7.856645,,7.799273,8.215044,8.381969,8.270425
6.804545,,,,,,,,,,,,,7.716755,8.437736,7.226982,7.655529,,,7.783485,,
8.110027,7.984934,7.951851,7.697348,7.809394,7.902326,8.278987,7.656377,8.176425,7.542633,7.266389,8.035934,8.657112,8.006272,8.049922,8.219887,8.255242,7.875571,8.474095,7.950335,8.080017,8.15517
7.543471,,7.851309,7.561097,,7.76486,7.823484,7.662611,7.865628,8.159625,,,8.094324,7.475611,8.122769,7.993412,7.904443,,7.772155,7.772918,7.655556,7.955449
7.608982,7.48094,,,,7.566116,7.576716,,7.465381,,,,,7.584192,7.92407,,7.549202,,7.596561,7.6053,,
8.728975,8.61396,8.838716,8.601628,8.444147,8.598734,8.903071,9.223071,8.879423,8.573765,8.011678,8.698832,9.209086,8.622711,8.678215,8.64751,9.027145,8.495792,9.116252,8.81719,8.812269,8.94846
6.59194,,7.249719,6.708163,8.243618,,6.310331,,7.108811,6.945698,,7.195208,,6.694548,8.167986,8.064309,,7.306307,6.565204,7.636591,,
8.131376,8.049286,8.045981,7.981351,7.74158,8.160053,8.285747,7.863052,8.412846,8.374168,7.629556,8.183929,8.566314,7.978634,8.570352,7.572892,8.293978,7.880718,8.400591,8.342534,8.341209,8.25016
7.311299,7.544349,7.464144,7.196499,,7.429767,7.387939,,,,,7.646428,,,7.929163,,7.613263,,,7.528248,,
8.129462,7.772046,8.419774,8.346848,8.200181,7.601079,8.494833,8.02242,8.241669,8.172385,8.160946,8.408871,8.571241,8.132316,8.393642,8.784804,8.640301,8.236698,8.692483,8.267918,8.267363,8.118346
8.543575,8.247031,8.511898,8.565289,8.426215,8.88556,8.942275,8.519068,8.864825,9.058397,8.100957,8.718849,9.543909,9.173588,9.3784,9.226307,9.574936,8.848803,9.381706,9.262779,8.612473,9.54838
7.873588,7.685245,7.399537,7.647223,7.742388,8.508706,8.333908,8.209164,8.434875,9.154518,7.633591,7.956159,8.983193,8.717986,8.947418,8.060577,8.608175,7.447016,8.44367,8.332328,8.109135,8.940839
8.626286,8.625828,8.616905,8.594236,8.488481,8.801945,8.745346,8.239534,9.034197,9.034461,8.127315,8.417445,8.792769,8.442177,8.491094,7.987419,8.56199,7.790546,8.523275,8.469282,8.728309,8.619143
8.62604,8.386396,8.858385,8.829828,8.121571,8.766425,8.255223,8.828537,8.725702,8.557683,8.529908,8.72928,8.519439,8.900486,9.459276,8.801398,9.240207,8.156285,8.715522,9.233788,8.487508,7.761609
8.406953,8.107916,8.322264,8.250919,7.544792,8.288002,8.301067,8.753101,8.87821,8.615217,8.373097,8.069689,8.681245,8.430253,8.912204,7.848354,9.276399,7.89641,8.412596,8.976412,8.754965,8.077387
7.367077,,7.398479,7.231869,,7.748909,,7.622475,7.726849,,7.641459,6.772466,,8.14585,9.066542,8.374574,8.052554,7.56229,7.599637,8.433914,7.999243,
6.706759,,,,,7.026707,7.162439,,,6.876405,,,,,7.611387,,7.122353,,7.348952,7.333751,7.077568,
6.846852,7.767712,8.258208,8.14494,8.060662,,7.569806,,7.923729,8.114512,,8.149744,8.085344,,7.749579,7.848983,,6.492736,7.916467,7.384504,7.760946,8.003115
8.772073,8.820191,9.273228,9.070546,9.145433,9.228459,9.107979,9.144606,9.356348,9.522597,8.601316,9.169636,9.49662,8.903904,8.930256,8.92303,8.982618,8.714553,9.237307,8.62996,8.849694,9.102924
7.153772,7.268228,7.971736,7.728581,8.095275,7.344837,7.00097,,7.147478,,,6.872748,7.143392,,7.284455,7.861233,7.716482,7.915997,7.1968,7.6989,7.482574,7.852046
8.503392,8.299049,8.885495,9.028095,8.70955,8.140849,8.917183,8.495334,8.923191,9.001072,8.719645,9.147434,9.531241,8.825354,9.215567,9.389318,9.324536,9.263785,9.140146,9.177625,8.521095,9.289689
8.025071,8.094844,8.211446,8.272751,7.71832,7.800286,8.226446,7.107923,8.287394,7.845104,7.859151,8.12754,8.653224,8.147929,8.446142,8.541395,8.397042,8.253348,8.498241,8.39626,8.249289,8.580054
9.527784,9.395715,9.819409,9.735949,9.293128,9.670932,9.626745,9.416291,9.611022,9.828252,9.100676,9.55445,9.876588,9.326678,9.590101,9.768997,9.612204,9.013733,9.793463,9.460049,9.542069,9.941297
9.843666,9.82048,10.200341,10.07073,9.949891,9.961992,9.987583,9.715081,9.993932,10.148666,9.325086,10.013899,10.350912,9.787681,9.976287,10.395848,10.021425,9.909075,10.258646,9.882322,9.87908,10.288873
8.243927,8.411773,8.793019,8.769241,8.655251,8.198035,8.324953,7.935417,8.42434,8.360949,7.901374,8.431399,8.713873,8.009904,8.171735,8.055489,8.427246,8.244084,8.410353,8.058796,8.170412,8.331378
7.531487,,8.199351,8.111399,6.838951,7.691118,6.600523,7.351066,7.753375,8.500981,,,7.736016,,6.991137,,,,7.249477,,,
6.99396,,,6.792669,7.219983,,,,7.219746,6.721995,,,7.388428,,7.637517,7.426285,7.847943,7.520878,7.985401,7.644819,,7.742158
7.62554,,7.291997,7.651009,,8.048962,,7.628451,7.715097,7.687697,,,,,,,,,,,7.299585,
7.751358,7.973289,,,,8.429918,,,,8.038649,,,,,,,,,,,,
7.845572,7.601221,8.119528,8.184023,8.36364,7.68191,8.072215,7.783344,8.087546,8.489477,,8.026435,7.828815,,,,,,,,,
7.475465,7.874073,7.532583,7.739423,7.182593,7.763271,,7.871281,7.50517,7.256404,8.151691,6.933716,7.533312,8.090657,8.019946,7.413245,8.033576,7.239191,7.523315,8.210942,7.999986,7.099138
6.734759,6.862147,,,,,,,,,,,6.714819,7.166778,,,7.318415,,6.85479,7.159746,6.864103,
7.590122,7.394761,,,,,,,7.295965,,,,,7.234091,8.220997,,6.997375,,6.553226,,7.800551,
7.87567,,,,6.629514,7.067427,,,,,,,,,,,,,,,,
7.485167,,,,,,,,,,7.080299,,,,,,,,,,,
8.087179,8.058783,7.19396,7.434803,7.122471,7.973359,8.058195,7.698936,8.019018,8.486611,,7.231347,7.385824,7.754488,7.641946,7.714968,7.295697,,7.802266,7.644765,7.639705,7.954772
7.640986,7.850342,,8.117312,,8.255343,10.187425,7.574378,7.559795,7.718406,,,,8.518132,8.501242,8.476999,8.353673,8.063473,8.194897,,8.86492,
8.053249,7.92398,7.88899,7.649545,8.008811,7.432954,7.728462,6.966796,7.493512,7.756485,,7.343528,,7.315136,,,,,,7.639014,8.073359,7.329768
8.994089,8.681626,7.743911,7.868017,8.02009,8.885403,7.94601,8.925427,8.791728,7.577274,8.369428,8.211707,8.443263,8.846946,8.475196,8.560424,7.91714,8.183672,7.744051,8.783224,8.77483,7.269789
7.383202,,,,,,,,,,,,,,,,,,,,,
7.327319,,,,,7.957438,,8.245355,,,7.81766,,7.254179,7.364346,,,,,7.483935,7.361196,7.15226,
7.002791,,7.369254,,,,,6.951825,,,7.89961,,,,,,,,,6.912027,,
7.78005,7.496952,,8.116164,6.973926,7.621057,,7.897634,7.740614,,8.24491,8.164186,7.18825,7.334858,7.321517,8.098454,7.484252,7.898883,,7.729916,7.682726,
7.78263,8.091979,8.600801,,,7.814332,8.362348,8.432131,8.115638,8.276466,8.81616,,,,,,,,7.323701,,7.745851,
8.300749,8.394039,8.134645,8.006037,8.079522,8.258062,8.019791,8.553134,7.899012,7.961837,9.365176,7.848548,8.298413,8.50546,8.188299,,8.212071,,8.244373,8.478876,8.341421,8.05184
7.556318,7.612174,8.183847,7.994669,7.863784,7.435694,7.564446,,7.859783,7.625603,,7.956673,,,7.801586,7.591389,7.819227,7.899762,7.743285,7.521621,7.347567,
8.774559,8.750743,8.782089,8.728496,8.970596,8.924643,9.074772,8.67446,9.284412,9.237491,8.449626,8.92362,9.338037,8.602447,8.686384,8.458617,8.920197,8.070568,8.970875,8.551594,8.792885,8.927052
9.379637,9.409638,9.65291,9.663673,9.583028,9.307693,9.541421,8.947366,9.609102,9.585803,8.884722,9.702528,9.695868,9.028526,9.305118,9.29626,9.291576,9.3356,9.50805,9.115276,9.270398,9.584704
