LFQ Intensity Lysate I,LFQ Intensity Scrambled I,LFQ Intensity Norad I,LFQ Intensity Neat I,LFQ Intensity Malat I,LFQ Intensity Lysate II,LFQ Intensity Scrambled II,LFQ Intensity Norad II,LFQ Intensity Neat II,LFQ Intensity Malat II,LFQ Intensity Lysate III,LFQ Intensity Scrambled III,LFQ Intensity Norad III,LFQ Intensity Neat III,LFQ Intensity Malat III
0,0,0,0,0,0,0,3410600,0,0,0,0,0,0,0
51926000,0,58213000,0,0,89270000,0,40458000,41263000,0,47930000,0,39880000,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25615000,0,17389000,0,0,26117000,0,24717000,22314000,0,26147000,0,0,0,0
0,0,0,0,0,14220000,0,0,0,0,15465000,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46827000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,17613000,0,0,0,0,0,0,0
0,0,0,0,0,0,0,18376000,0,0,0,0,0,0,0
150840000,0,0,0,0,83701000,0,39409000,35394000,0,0,0,54959000,0,0
0,0,0,0,0,9162000,0,0,0,0,0,0,0,0,0
21426000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38667000,0,43260000,0,0,35724000,0,25919000,0,0,29365000,54284000,0,0,0
0,0,0,0,0,33196000,0,0,0,0,0,0,0,0,0
32516000,0,0,0,0,27385000,0,33896000,25386000,0,0,0,0,0,0
0,29396000,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,10817000,0,0,0,0,0,0,0,0,0,0,0,0
22037000,0,23697000,0,0,39488000,0,33167000,33361000,0,0,0,0,0,0
0,0,14318000,0,0,0,0,0,14837000,0,0,0,0,0,0
89694000,0,64428000,0,23375000,57992000,0,44858000,53515000,0,76592000,0,91918000,0,0
10340000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2398600,0,0,0,0,0,0,0
220660000,0,194310000,0,98242000,289310000,59074000,164300000,163940000,0,446220000,0,202500000,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,7468900,0,0,0,0,0,0,0,0,0
0,0,0,0,0,37932000,0,0,0,0,24453000,0,0,0,0
46752000,0,43303000,0,0,55422000,0,65759000,58900000,0,107400000,0,59906000,28227000,0
13564000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,25055000,0,29362000,0,0,25395000,24603000,0,0,0,0,0,0
0,0,0,0,0,0,0,10469000,0,0,0,0,0,0,0
0,0,103090000,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,10639000,0,0,0
0,0,0,0,0,12580000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1144200,0,0,0,0,0,0,0,0,0,0,0,0
44886000,0,0,0,0,41089000,0,0,0,0,0,0,0,0,0
83349000,43659000,66578000,0,49257000,82167000,0,72356000,0,0,88240000,0,40387000,0,0
30933000,0,0,0,0,0,0,0,0,0,26420000,0,0,0,0
14367000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67024000,0,50968000,0,0,51777000,0,30948000,43449000,0,0,0,0,0,0
0,0,12505000,0,0,0,0,0,0,0,0,0,0,0,0
0,0,53957000,0,0,0,0,0,0,0,0,0,0,0,0
29034000,0,28255000,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36400000,0,29881000,0,0,51129000,55233000,53528000,55031000,52869000,69559000,0,47174000,0,0
0,0,0,0,0,0,0,33734000,17256000,0,0,0,0,0,0
0,0,21414000,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,50275000,0,0,0
0,0,0,0,0,0,0,19026000,0,0,0,0,22989000,0,0
0,1218800000,40876000,0,89862000,0,94094000,88687000,35852000,56634000,0,24688000,0,0,0
0,0,20829000,0,0,27349000,0,221840000,35950000,97973000,0,26370000,117420000,0,0
64607000,0,48699000,0,46920000,54642000,0,31979000,53404000,0,114450000,0,86246000,0,0
0,0,0,0,0,0,0,29144000,0,49608000,0,0,0,0,0
0,0,3657900,0,0,0,0,0,0,0,0,0,0,0,0
44145000,0,0,0,0,47365000,0,0,0,0,0,0,0,0,0
32577000,0,0,0,0,39162000,0,35971000,34475000,0,44179000,0,33779000,21660000,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,18377000,0,0,0,0,0,0,0,0,0
32494000,0,0,0,0,31391000,0,0,0,0,52155000,0,0,0,0
35159000,0,31285000,0,28337000,31094000,0,39397000,36064000,31474000,0,44238000,43345000,0,0
0,0,0,0,0,11265000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,7592700,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,18712000,0,0,0,0,0,0,0
0,102190000,39668000,0,68117000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,7239000,0,0,0,0,0,0,0
42888000,0,44955000,0,29058000,56987000,0,44071000,42689000,0,75245000,47822000,0,0,0
0,0,0,0,0,11317000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20638000,0,0,0,0,0,0,0,0,0,25262000,0,0,0,0
0,0,0,0,0,29729000,0,0,0,0,0,0,0,0,0
47002000,0,37444000,0,0,81325000,0,21684000,22634000,0,0,0,0,0,0
98931000,0,0,0,0,100520000,0,0,0,0,109180000,0,0,0,0
0,0,0,0,0,31472000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,23243000,0,0,0,0
21026000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106970000,0,94487000,0,0,91642000,0,0,0,0,140000000,0,0,0,0
28984000,0,0,0,0,57280000,0,0,0,0,0,0,0,0,0
61790000,0,26523000,0,0,51628000,0,22728000,0,0,0,0,0,0,0
0,0,0,0,28957000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,38800000,0,0,0,0,39292000,0,0,0,0
30152000,0,0,0,0,0,0,55640000,48080000,0,0,0,0,0,0
25791000,0,28693000,0,0,0,0,32595000,0,0,0,0,0,0,0
80249000,0,66684000,0,0,71114000,0,50803000,31989000,0,47639000,0,30767000,0,0
0,0,0,0,0,11156000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29890000,0,0,0,0,44158000,0,35407000,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,30803000,0,15143000,12764000,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7475500,0,0,0,0,0,0,0,0,0,0,0,0
18939000,0,26692000,0,0,40132000,0,33614000,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,340600000,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,11437000,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54896000,0,47860000,0,0,55603000,0,47512000,42904000,0,0,0,0,0,0
27474000,0,17394000,0,0,0,0,0,0,0,0,0,0,0,0
34116000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34916000,0,26449000,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,14522000,0,0,0
0,0,24257000,0,0,47345000,0,25359000,23802000,0,32751000,0,0,0,0
95339000,0,45906000,0,0,79957000,38598000,71733000,66197000,62474000,87829000,0,0,94160000,0
0,0,0,0,0,44500000,0,32601000,0,0,47891000,0,37725000,0,0
11288000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,47707000,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,9837700,0,0
19051000,0,0,0,0,25351000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,51505000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,12125000,0,0,0,0,0,0,0,0,0
0,0,9892200,0,0,0,0,0,0,0,0,0,0,0,0
0,27209000,28660000,0,0,0,0,26865000,26063000,0,0,0,26638000,0,0
12442000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,22862000,0,0,0,0,0,0,0,0,0
22100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,33652000,0,0,43454000,61671000,119180000,66946000,28056000,41238000,0,62455000,0,0
31842000,0,0,0,0,44771000,0,44478000,42520000,0,0,0,32751000,0,0
69134000,0,60454000,0,105570000,0,0,67068000,116650000,111520000,0,0,0,110050000,0
0,0,0,0,0,0,0,0,10128000,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1014200,0,0
0,0,5206300,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,23601000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2832100,0,0,0,0
21759000,0,29995000,0,0,113260000,0,28406000,39366000,0,15836000,0,29422000,0,0
37070000,0,45345000,0,0,94153000,0,40235000,77316000,0,85393000,0,41260000,0,0
0,0,0,0,0,0,0,0,10861000,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,51646000,20232000,0,0,0,0,0,0
0,0,0,0,0,0,0,36516000,33486000,0,0,0,0,0,0
0,0,24428000,0,0,0,0,0,0,0,26341000,0,0,0,0
0,0,0,0,0,12791000,0,0,0,0,0,0,0,0,0
130620000,0,122360000,0,0,131640000,0,107590000,106040000,0,133930000,0,100390000,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147030000,0,104250000,0,0,94650000,43656000,65866000,78513000,37663000,131710000,0,107690000,64361000,0
133480000,0,93046000,0,0,95263000,0,76607000,66427000,57564000,0,0,77136000,0,0
0,0,0,0,0,2469700,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38807000,0,0,0,0,47567000,0,42576000,42858000,39070000,0,0,35514000,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,29633000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35379000,0,25229000,0,0,28749000,0,18902000,26729000,0,0,0,0,0,0
0,0,14091000,0,0,23019000,0,33956000,25367000,34795000,0,0,25086000,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,57071000,0,127320000,0,0,0,0,0
0,0,0,0,0,18725000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,30543000,0,0,0,0,0,0,0
0,0,0,0,0,27042000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,16612000,0,0,0,0
0,0,0,0,0,13343000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,8406500,0,0,0,0,0,0,0,0,0
56158000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,37601000,0,0,60847000,0,0,0,0,68679000,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,30448000,0,0,0,0,0,0
0,0,30243000,0,0,0,0,47268000,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,18077000,0,0,0,0,0,0
81752000,0,92788000,0,0,74191000,0,49073000,0,0,104310000,0,70685000,0,0
0,0,0,0,0,13317000,0,15379000,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70809000,0,31300000,0,0,64235000,0,70178000,55979000,0,22534000,0,37384000,14621000,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,9823200,0,0,0,0,7501500,0,0
0,0,52820000,0,0,0,0,0,0,0,0,0,42847000,0,0
0,0,35075000,0,0,21175000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,11354000,0,0,0
0,0,0,0,0,0,0,7630800,0,0,0,0,0,0,0
0,0,0,0,0,0,0,9089500,0,0,0,0,0,0,0
37263000,0,0,0,0,34755000,0,0,0,0,51133000,0,0,0,0
0,0,0,0,0,25963000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,8024600,0,0,0,0,0,0,0
0,0,0,0,0,72716000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,92138000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,41183000,0,0
65675000,0,52210000,0,0,103460000,0,50072000,41848000,0,66185000,31759000,53355000,0,0
0,0,0,0,0,0,0,50164000,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,17958000,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,32601000,0,0,0
0,0,0,0,0,23349000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,95511000,0,0,0,0,128720000,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,18661000,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,123200000,0,0,0,0,0,0,0,0,0,531780000,0,0,0
0,0,7930900,0,0,0,0,0,0,0,0,0,0,0,0
248510000,0,101270000,0,0,352950000,44419000,109450000,90453000,52385000,91913000,0,52229000,24637000,0
32139000,0,0,0,0,28517000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,240310000,0,548940000,142000000,0,419850000,0,0,0,0,2914500000,0,0,0
0,0,28909000,0,0,30045000,0,0,0,0,25600000,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,9074000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,26547000,0,0,0,0,0
0,0,0,0,0,0,0,24937000,19193000,0,0,0,0,0,0
0,0,0,0,0,24892000,0,0,0,0,0,0,0,0,0
21942000,0,25019000,0,0,0,0,38728000,32327000,0,0,0,0,0,0
0,0,0,0,0,15460000,0,0,0,0,0,0,0,0,0
0,0,0,0,5295600,0,0,0,0,0,0,0,0,0,0
0,0,13811000,0,0,18574000,0,20824000,20845000,0,21699000,0,24489000,0,0
65003000,0,0,0,0,165770000,0,42377000,49288000,0,150850000,65701000,64467000,0,0
0,0,0,0,0,0,0,0,0,0,25950000,0,0,0,0
0,0,0,0,0,0,0,0,0,0,27142000,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16307000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114570000,0,119610000,0,0,132460000,43962000,99734000,117790000,0,144230000,0,118260000,0,0
0,0,0,0,0,0,0,0,0,51569000,0,0,0,0,0
50200000,0,37935000,0,0,44107000,0,35691000,0,0,0,0,0,0,0
5673400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33007000,0,0,0,0,57102000,35971000,40240000,28763000,0,33504000,0,24795000,0,0
59094000,0,48490000,0,0,71368000,0,50431000,44441000,0,75039000,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449320000,24365000,413500000,0,0,529970000,48376000,373060000,353860000,39545000,329180000,49349000,274240000,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69868000,0,73789000,0,0,49341000,0,0,0,0,36037000,0,42547000,0,0
165150000,75684000,198530000,0,74952000,198980000,0,117660000,116510000,0,166500000,83182000,220710000,72551000,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,12169000,0,0,0,0,0,0,0,0,0
90116000,0,48192000,0,0,63952000,0,30526000,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,16216000,0,0,0,0,0,0,0,0,0
21090000,0,12726000,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,120020000,52956000,0,143610000,0,154780000,28387000,0,110110000,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,440510000,0,0,0
0,0,0,0,0,31435000,0,0,0,0,0,0,0,0,0
77796000,0,0,0,0,0,0,50523000,47144000,0,0,0,54013000,0,0
107940000,132100000,189620000,0,136400000,127120000,175650000,149510000,186010000,120990000,148500000,109680000,156370000,121500000,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,46517000,0,0,0,0,0,0,0,0,0,0,0,0
79079000,0,43078000,0,0,53465000,0,0,0,0,58317000,0,0,0,0
74578000,0,0,0,0,104650000,0,0,0,0,129070000,0,0,0,0
0,0,0,0,0,29985000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178860000,0,123350000,0,0,142270000,0,92704000,72537000,0,265480000,0,95527000,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36827000,0,31356000,0,0,43253000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,7728900,0,0,0,0,0,0,0
0,0,0,0,0,25100000,0,26150000,17534000,28841000,0,0,15370000,0,0
75749000,0,0,0,0,104730000,0,0,0,0,126980000,0,73276000,0,0
0,0,0,0,0,14278000,0,0,0,0,0,0,0,0,0
176600000,0,88900000,0,0,172670000,68537000,125370000,108320000,86161000,110450000,0,121010000,67443000,0
148880000,0,346080000,0,0,73888000,0,49444000,38046000,0,8809800,0,54803000,0,0
0,0,0,0,0,217940000,0,75166000,0,0,263840000,0,97089000,0,0
0,0,0,0,0,66217000,0,0,0,0,0,0,48014000,0,0
0,0,0,0,0,0,0,6102600,0,0,0,0,0,0,0
35299000,0,36182000,0,0,32988000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2165300,0,0,0,0,0,0
0,0,8464700,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,14266000,8093800,0,0,0,0,0,0
16642000,0,0,0,0,0,0,31220000,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48713000,0,32158000,0,0,67766000,0,61908000,50612000,0,0,0,0,0,0
264370000,0,269630000,0,36199000,77709000,0,45800000,43062000,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,470590000,171180000,0,0,0,0,0,0,0,0,0,0,0,0
0,0,18119000,0,0,0,0,0,0,0,0,0,0,0,0
55343000,0,61386000,0,0,61021000,64786000,61886000,62397000,0,94968000,0,70313000,85111000,0
38493000,0,0,0,0,70790000,0,0,0,0,52192000,0,0,0,0
0,0,0,0,0,12847000,0,0,0,0,0,0,0,0,0
54332000,0,51030000,0,0,0,0,0,0,0,0,0,66599000,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49130000,0,0,0,0,31600000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,15196000,0,0,0
20932000,0,0,0,0,61080000,0,44180000,0,0,104460000,0,0,0,0
370650000,0,272960000,86571000,62294000,311730000,69048000,224880000,319940000,77716000,100380000,90413000,259040000,163890000,0
86946000,74618000,118800000,0,78236000,114530000,64769000,181420000,146210000,57365000,80307000,0,0,0,0
0,0,0,0,0,0,0,10483000,0,0,0,0,0,0,0
0,0,0,0,0,11192000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,10436000,0,8126800,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71451000,0,62411000,0,0,0,0,58697000,53350000,0,0,0,0,0,0
0,0,0,0,0,0,0,16950000,0,0,0,0,0,0,0
112290000,0,111130000,0,0,205900000,0,78005000,67631000,0,161600000,0,0,0,0
98030000,0,0,0,0,40238000,0,9494600,8866100,0,0,0,0,0,0
0,0,0,0,0,51364000,0,20440000,0,0,80460000,0,0,0,0
78868000,0,83517000,0,0,92824000,0,48589000,42926000,0,37127000,19152000,40642000,29423000,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33889000,0,28827000,0,0,44484000,0,0,0,0,0,0,0,0,0
0,306290000,84296000,146940000,210800000,0,110470000,44820000,63345000,87230000,0,219630000,0,101470000,0
17341000,0,12137000,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,20171000,0,20313000,14833000,0,17854000,0,11160000,0,0
0,0,0,0,0,11773000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,23059000,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,4427600,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6041300,0,0,0,0,0,0,0,0,0,0
40380000,66345000,47232000,0,51767000,41437000,42878000,0,27652000,0,0,184010000,0,0,0
0,0,0,0,0,0,0,0,0,0,0,61781000,0,0,0
32893000,0,27290000,0,0,0,0,0,30719000,0,35795000,0,0,0,0
0,0,0,0,0,37280000,0,0,0,0,0,0,0,0,0
293480000,0,151100000,0,0,310090000,0,116990000,146750000,0,421250000,62517000,190510000,0,0
21571000,0,36311000,0,0,38759000,0,31784000,0,0,37617000,71221000,0,0,0
27272000,0,26427000,0,0,22420000,0,27814000,25152000,0,23281000,0,0,0,0
0,0,0,0,0,5228300,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188260000,0,129670000,0,41525000,90565000,0,65898000,73020000,0,94535000,58960000,88435000,53191000,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,22537000,0,0,0,0,0
0,0,0,0,0,7557600,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,23189000,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26654000,0,0,0,0,54358000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,23827000,18263000,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,14058000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,54143000,0,76959000,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,15860000,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,19109000,0,0,0,0
0,0,0,0,388230000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,10393000,0,0,0,0,19793000,0,0,0,0
0,0,20669000,0,0,21243000,0,95252000,43282000,0,16155000,0,51392000,0,0
0,0,0,0,0,0,0,0,0,0,0,2297200000,0,0,0
0,0,0,0,0,0,0,0,0,0,0,16291000,0,0,0
34880000,0,41456000,0,0,30546000,0,38515000,0,0,37752000,0,40191000,0,0
0,0,0,0,0,0,0,23457000,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1528000,0,0,0,0,0,0,0
0,0,0,0,0,6422200,0,2228300,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96071000,87471000,98834000,0,0,93506000,0,75573000,54670000,0,109370000,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150200000,0,76576000,0,0,219070000,0,39605000,31851000,0,0,157700000,20033000,0,0
15827000,0,16494000,0,0,0,0,0,0,0,0,18920000,0,0,0
0,0,0,0,0,16865000,0,0,0,0,0,0,0,0,0
125980000,0,53711000,0,0,127190000,0,0,0,0,67304000,0,50425000,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3052700,0,0,0,0,0,0,0
17385000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798030000,159980000,610880000,0,163940000,589760000,209250000,470300000,435350000,174970000,222520000,155660000,344280000,201480000,0
0,0,0,0,0,0,0,15211000,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,11332000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,123040000,0,0,0
131700000,0,74428000,0,0,63363000,0,78928000,84252000,55545000,0,0,63863000,53114000,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,7716800,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,34389000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,10253000,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,294120000,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,31129000,0,0
0,0,3482700,0,0,0,0,0,0,0,0,0,0,0,0
0,0,22168000,0,0,0,0,0,0,0,0,0,0,0,0
0,0,17429000,0,0,0,0,28211000,35272000,0,0,0,0,0,0
59802000,0,42111000,0,0,74478000,0,47300000,38147000,0,31401000,0,44968000,0,0
300180000,0,192840000,0,23911000,474080000,0,85981000,84826000,0,192920000,74061000,75005000,0,0
56139000,0,0,0,0,0,0,0,0,0,20076000,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,14533000,0,0,0,0,0,0,0
66019000,0,0,0,0,73830000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,12092000,0,0,0,0,0,0,0,0,0,0,0,0
26630000,0,35581000,0,0,44900000,0,68738000,46530000,0,0,0,36236000,0,0
58194000,0,119230000,0,32306000,73195000,0,62993000,76521000,0,0,0,49429000,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,16160000,0,0,0,0,0,0,0,0,0,0,0,0
20845000,0,0,0,0,43210000,0,16331000,0,0,26899000,32971000,23898000,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60206000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,36537000,0,0,0
44398000,0,49918000,0,0,39079000,0,179410000,152420000,67860000,34180000,0,118080000,58981000,0
0,0,0,0,0,0,0,14305000,0,0,0,0,0,0,0
0,0,0,0,0,27512000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2975800,0,0,0,0,0,0,0,0,0
