LFQ Intensity Lysate I,LFQ Intensity Scrambled I,LFQ Intensity Norad I,LFQ Intensity Neat I,LFQ Intensity Malat I,LFQ Intensity Lysate II,LFQ Intensity Scrambled II,LFQ Intensity Norad II,LFQ Intensity Neat II,LFQ Intensity Malat II,LFQ Intensity Lysate III,LFQ Intensity Scrambled III,LFQ Intensity Norad III,LFQ Intensity Neat III,LFQ Intensity Malat III
0,0,0,0,0,31397000,0,16676000,28737000,0,0,0,0,0,0
196270000,0,212000000,0,0,244960000,211830000,336680000,282980000,222840000,237840000,48489000,303820000,152490000,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1480300000,53834000,1061300000,0,96534000,1704900000,244740000,704070000,747670000,110500000,336390000,283520000,404700000,83974000,0
32239000,0,21643000,0,0,0,0,0,0,0,0,0,0,0,0
35883000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4822900,0,0,0,0,0,0,0
0,198680000,40435000,0,0,0,92679000,0,0,0,0,530550000,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,19622000,0,0,0,0,0,0,0,0,0
0,29130000,43742000,0,0,58364000,0,29270000,43423000,0,72356000,0,28598000,0,0
44425000,0,29958000,0,0,40116000,0,0,0,0,79320000,0,0,0,0
0,0,0,0,0,14716000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,24172000,0,0,0,0
0,0,0,0,0,45221000,0,0,0,0,60232000,0,0,0,0
11810000,0,0,0,0,27249000,0,16737000,17319000,0,27820000,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,9749900,0,0
0,0,0,0,0,0,0,0,0,0,0,0,77455000,0,0
0,0,0,0,0,0,0,28265000,0,0,0,0,0,0,0
0,0,20981000,0,81661000,0,0,66221000,0,0,0,0,36102000,49129000,0
0,0,20614000,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,17195000,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29104000,0,19867000,0,0,32700000,0,0,30676000,0,26862000,0,0,0,0
49958000,0,0,0,0,41462000,0,43883000,33402000,67950000,0,0,28133000,31357000,0
0,0,0,0,0,16567000,0,0,0,0,0,0,0,0,0
60031000,0,31868000,0,0,62666000,0,34345000,34962000,0,46536000,0,26256000,0,0
0,0,55330000,0,0,58269000,0,54959000,0,0,0,0,70482000,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349880000,0,227690000,85030000,121610000,385270000,98896000,178190000,182310000,0,334950000,0,171690000,162200000,0
0,0,15251000,0,0,0,0,0,0,0,0,0,0,0,0
137440000,0,92346000,0,30263000,174240000,57350000,152130000,148200000,92754000,124690000,93667000,86946000,58169000,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,29961000,0,0,38382000,0,0,0,0,0,0,0,0,0
336690000,213600000,378870000,291350000,201790000,240390000,289070000,392480000,421000000,184070000,201880000,427110000,140990000,0,0
0,0,0,0,370620000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,882260000,0,0,0
531380000,117170000,373790000,0,150860000,0,0,0,0,0,94210000,0,0,0,0
0,0,0,0,0,18043000,0,0,0,0,28962000,0,23206000,0,0
0,0,0,0,0,16278000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,24676000,19365000,26159000,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79370000,0,68857000,0,0,62302000,0,50664000,35339000,0,45119000,0,0,0,0
0,0,0,0,0,0,0,9125800,0,0,0,0,0,0,0
20183000,0,14627000,0,0,15378000,0,0,0,0,0,0,0,0,0
17493000,0,0,0,0,18788000,0,0,0,0,18441000,0,0,0,0
195700000,0,191980000,0,0,236650000,38461000,131820000,117720000,0,113050000,37324000,190220000,29586000,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5739100,0,0,0,0,0,0,0,0,0,0,0,0
0,0,9104700,0,0,0,0,0,0,0,0,0,0,0,0
220180000,0,150520000,0,0,188810000,52606000,109680000,119920000,0,51937000,52445000,45510000,0,0
100800000,0,103940000,0,52555000,80851000,0,107270000,79990000,0,63875000,0,87909000,60409000,0
0,0,24261000,0,0,22142000,0,0,0,0,0,0,0,0,0
156590000,0,99100000,0,0,147590000,74812000,318240000,215370000,193350000,136760000,0,233640000,0,0
73484000,0,77864000,0,0,152910000,0,42367000,37937000,0,116320000,0,49568000,0,0
138370000,0,143430000,0,0,213040000,41511000,118420000,121620000,0,151340000,81349000,165460000,23771000,0
0,0,0,0,38436000,0,0,0,0,0,0,0,0,0,0
257560000,76023000,169590000,0,91146000,198880000,0,63848000,0,0,0,0,82729000,0,0
0,0,3283600,0,0,0,0,0,0,0,0,0,0,0,0
92853000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,15114000,0,0,0,0,0,0,0
0,0,0,0,0,0,0,58125000,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,52468000,0,0
209860000,0,209910000,0,0,225460000,0,139220000,93597000,0,119050000,0,80404000,59000000,0
68132000,0,63927000,0,28599000,49684000,0,0,0,0,0,52893000,0,0,0
0,0,0,0,0,7948000,0,0,0,0,0,0,0,0,0
0,0,48183000,0,0,52136000,0,0,0,0,53717000,0,0,0,0
156500000,0,149380000,0,0,0,0,88916000,0,0,0,0,0,0,0
43892000,0,0,0,0,41848000,0,35038000,0,47926000,0,0,0,0,0
0,0,8766900,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123430000,0,55423000,0,0,43517000,0,35313000,20768000,0,39653000,0,69183000,0,0
13004000,0,0,0,0,15006000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,28859000,23702000,22625000,0,0,0,0,0,0
36454000,0,27869000,0,0,36918000,0,31305000,21218000,0,0,0,25946000,0,0
0,0,0,0,0,11892000,0,0,0,0,14775000,0,0,0,0
0,0,0,0,0,10474000,0,0,0,0,0,0,0,0,0
274690000,16668000,128100000,0,12849000,184120000,15691000,197320000,150370000,14587000,328990000,35978000,94203000,63065000,0
19727000,0,0,0,0,26890000,0,45688000,30457000,0,0,0,0,0,0
320160000,47632000,245870000,0,0,195050000,0,64109000,73520000,0,157730000,229590000,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,28401000,0,0,0,0,0,0,0,57347000,0,0,0,0
29993000,0,17251000,0,0,33955000,0,22069000,21512000,0,45116000,0,0,0,0
0,0,0,0,0,0,0,7791200,0,0,0,0,5284300,0,0
30492000,0,46075000,0,0,161730000,0,53116000,0,0,90262000,173160000,70406000,59884000,0
33504000,0,51269000,0,0,75167000,0,54739000,33203000,0,0,24208000,33442000,0,0
0,0,0,0,0,0,0,0,0,0,6757900,0,0,0,0
32563000,0,0,0,0,0,0,0,0,0,54409000,0,0,0,0
42356000,0,49832000,0,0,76394000,0,52041000,49258000,0,50715000,0,41709000,0,0
20522000,0,0,0,0,0,0,0,0,0,71850000,0,0,0,0
113770000,0,47965000,0,0,80148000,0,31370000,79266000,0,79701000,91291000,50962000,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,88723000,0,0,0,41146000,58082000,0,0,0,0,0
0,0,30507000,0,0,0,17735000,0,30340000,0,0,47303000,26108000,0,0
60072000,0,30211000,0,0,115020000,0,44292000,36525000,0,79042000,0,63664000,0,0
26343000,0,34692000,0,0,36731000,0,35040000,0,0,36315000,0,53488000,0,0
0,0,0,0,0,16855000,0,0,0,0,0,0,0,0,0
534580000,0,401920000,0,158170000,41924000,0,26829000,31523000,0,159720000,0,64618000,0,0
20059000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117050000,156390000,106090000,0,53457000,80410000,0,81406000,111300000,0,0,0,114690000,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,12695000,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,9860300,0,0,0,0,0,0,0,0,0
204750000,0,149780000,0,56719000,183170000,100960000,260310000,160630000,115120000,94052000,0,133070000,34307000,0
0,0,85632000,0,0,116400000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,13383000,0,0,0,0,0,0,0,0,0
0,75686000,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,14295000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,15881000,0,0,10568000,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,24606000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78281000,0,52487000,0,0,58837000,0,66630000,74501000,0,53858000,0,0,0,0
93204000,0,107750000,0,0,139780000,0,128320000,111390000,0,102750000,112630000,104310000,0,0
22750000,0,12734000,0,0,32148000,0,57004000,35389000,45704000,32738000,0,36103000,0,0
0,0,16910000,0,0,0,0,0,0,0,0,0,0,0,0
47545000,0,64311000,0,0,87940000,0,72165000,66963000,0,77835000,0,63850000,0,0
0,0,0,0,0,0,0,0,0,0,183920000,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28541000,0,22075000,0,0,24678000,0,0,0,0,0,0,0,0,0
92441000,0,42944000,0,0,53509000,23736000,36940000,45907000,0,0,0,27908000,0,0
31770000,0,30242000,0,0,34703000,0,57535000,40722000,0,0,0,49366000,0,0
0,0,0,0,0,0,0,19106000,17306000,0,0,0,0,0,0
49744000,0,0,0,0,48923000,0,52005000,41880000,0,0,95399000,62962000,35824000,0
0,0,0,0,0,0,0,22897000,0,0,0,0,0,0,0
0,0,0,0,0,0,0,16499000,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62732000,0,49398000,0,0,81661000,0,69131000,0,0,74539000,0,63453000,0,0
0,0,0,0,0,0,0,44808000,43048000,59503000,0,0,40149000,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63329000,0,61363000,0,0,72413000,0,72288000,25425000,0,91342000,0,69295000,0,0
7846300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3714800,0,0,0,0,0,0,0,0,0,0,0,0
132170000,0,73866000,0,0,133860000,0,75933000,82889000,0,147320000,78006000,74802000,0,0
316630000,0,271160000,0,105820000,387530000,94832000,251460000,205690000,53860000,398060000,105730000,230130000,133460000,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13793000,0,8878400,0,0,0,0,0,0,0,0,0,0,0,0
0,0,27773000,0,0,0,0,0,0,0,0,0,0,0,0
25782000,0,0,0,0,22768000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,21972000,0,0,0,0,36274000,0,0,0,0
18469000,0,20985000,0,0,29002000,0,42230000,55155000,46707000,31450000,0,49029000,0,0
231900000,0,176970000,0,136300000,269310000,80308000,104850000,140310000,0,271100000,153720000,222270000,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,48270000,0,0,57132000,0,44437000,40106000,0,47799000,0,0,0,0
0,0,0,0,0,3958200,0,0,0,0,0,0,0,0,0
162430000,0,97562000,0,0,145600000,0,35760000,35566000,0,0,0,18145000,0,0
0,0,0,0,0,32281000,0,0,0,0,0,0,0,0,0
57452000,0,34330000,0,0,61043000,0,52143000,49586000,0,0,0,31496000,0,0
4371200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26902000,0,21459000,0,0,39816000,0,47311000,25407000,57529000,0,0,24792000,0,0
140710000,0,148790000,0,0,79568000,0,0,0,0,62283000,28222000,0,0,0
32336000,0,46889000,0,0,0,0,0,31467000,0,0,0,44038000,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8573800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,32912000,0,0,0,0,0,0,0,0,0
108990000,0,65674000,0,0,99888000,0,0,71754000,0,0,0,0,0,0
41363000,0,35215000,0,0,29748000,0,0,30710000,0,0,0,0,0,0
86737000,99701000,115850000,94563000,73027000,152110000,0,129440000,121650000,86661000,158730000,0,99516000,0,0
0,0,0,0,0,46927000,0,30831000,47658000,0,0,0,57818000,0,0
635230000,55084000,541620000,0,39869000,705960000,162990000,389240000,403700000,84313000,424460000,260260000,222150000,0,0
0,0,0,0,0,0,0,20991000,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24126000,0,0,0,0,23018000,0,0,0,0,43839000,0,0,0,0
0,0,0,0,0,11446000,0,0,0,0,0,0,0,0,0
0,0,33522000,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,24940000,0,0,0,0,0,0,0,0,0
80917000,0,71255000,0,0,82586000,0,82635000,83330000,53536000,0,0,73882000,0,0
0,0,0,0,0,0,0,10154000,0,0,0,0,0,0,0
0,0,12249000,0,0,0,0,15020000,11624000,0,0,0,17347000,0,0
0,0,0,0,0,0,0,0,0,0,0,0,5095200,0,0
72895000,0,241600000,0,0,306040000,67892000,248620000,130590000,48994000,65056000,64071000,146190000,44081000,0
43896000,0,29648000,0,0,33834000,0,24368000,30562000,0,36821000,0,0,0,0
0,0,0,0,0,0,0,0,0,0,12202000,0,0,0,0
0,0,38591000,0,0,0,0,0,0,0,0,0,0,0,0
10114000,0,0,0,0,12182000,0,0,0,0,0,0,0,0,0
122690000,87911000,178680000,0,145270000,144240000,154050000,228260000,144080000,0,132140000,125100000,186670000,68653000,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29915000,0,0,0,0,45686000,0,0,0,0,51228000,0,0,0,0
72600000,0,68026000,0,0,59528000,0,92554000,83049000,0,98908000,0,131560000,56099000,0
61999000,0,47688000,0,0,87182000,0,44972000,50211000,0,41702000,0,46492000,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102700000,0,101700000,0,70761000,127650000,0,104050000,104070000,0,157830000,0,86773000,0,0
0,0,0,0,0,0,0,10013000,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24540000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3663000,0,0,0,0,0,0,0,0,0,0,0,0
96145000,0,78103000,0,0,60615000,0,0,0,0,63078000,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120950000,0,124960000,0,33834000,0,0,0,0,0,0,0,0,0,0
54472000,0,23916000,0,0,41680000,0,0,0,0,0,0,0,0,0
588490000,0,161780000,0,0,320660000,55420000,85487000,120210000,0,66680000,88692000,57986000,33594000,0
104930000,0,76745000,0,0,203220000,0,107270000,85625000,95508000,0,0,72819000,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,45797000,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405000000,45197000,389000000,0,0,387400000,0,186190000,194330000,0,333560000,0,299890000,115360000,0
136930000,0,130650000,0,0,101510000,0,78468000,57918000,0,109460000,0,97117000,0,0
229350000,0,267480000,0,20752000,282960000,0,114290000,121950000,0,224850000,89855000,114130000,0,0
0,0,31145000,0,0,34466000,67955000,108720000,83345000,124900000,0,0,75085000,63509000,0
0,0,0,0,0,14423000,0,0,0,0,41238000,0,34636000,0,0
36758000,0,30536000,0,0,0,0,0,0,0,0,0,33552000,0,0
80705000,0,74459000,0,0,62104000,0,63318000,58700000,49691000,67918000,0,57722000,0,0
14501000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28580000,0,24395000,0,0,46831000,0,39869000,26976000,0,28390000,0,26619000,0,0
335460000,24720000,256220000,0,48019000,202330000,0,271880000,230330000,67566000,56613000,0,110460000,38634000,0
0,0,0,0,0,20089000,0,0,17173000,0,0,19917000,8991000,0,0
37292000,0,41584000,0,0,57075000,0,49521000,41146000,0,0,0,41705000,0,0
58252000,0,54467000,0,0,56259000,0,46850000,0,0,0,117960000,0,0,0
21903000,0,13668000,0,0,0,0,0,0,0,0,0,0,0,0
64958000,0,69699000,0,0,131980000,0,92799000,107340000,0,119610000,0,86300000,0,0
0,0,0,0,0,13808000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63128000,0,89880000,0,0,145110000,0,61646000,69071000,0,125800000,0,56909000,0,0
0,0,0,0,15412000,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,32562000,0,0,0,0,0,0,0,0,0
0,0,31858000,0,0,47609000,0,55861000,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,10243000,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,6707700,0,0
121710000,0,105740000,0,38189000,120590000,0,76162000,79564000,0,44943000,0,80775000,0,0
102110000,0,0,0,0,140970000,0,47474000,0,0,0,0,54290000,80594000,0
40244000,0,70875000,0,87198000,90635000,71128000,112090000,97958000,0,48027000,0,76070000,0,0
0,0,0,0,0,0,0,8520100,0,0,0,0,0,0,0
147220000,57170000,128740000,0,55712000,141610000,0,54947000,0,0,175280000,61919000,59413000,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21600000,0,23414000,0,0,23498000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,79784000,0,0,0,0,1745500000,0,0,0
46069000,0,35848000,0,0,31483000,0,67500000,44688000,0,0,0,31959000,0,0
17251000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,55166000,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,5448200,0,0,0,0,0,0,0
0,0,5268800,0,0,0,0,0,0,0,0,0,0,0,0
222330000,0,204440000,0,0,224500000,0,87222000,70450000,0,193500000,0,134690000,0,0
0,0,0,0,0,23665000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11943000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230720000,0,134880000,0,0,112810000,0,110670000,88554000,0,112230000,75790000,55004000,0,0
33726000,0,36599000,0,0,48545000,0,0,0,0,0,0,0,0,0
182300000,0,124170000,0,0,133970000,0,105750000,0,0,152250000,0,107120000,0,0
92779000,0,74360000,0,0,46530000,0,0,0,0,30507000,0,0,0,0
814720000,27266000,1011900000,0,117450000,937490000,278500000,975120000,974610000,271840000,502110000,0,720380000,155990000,0
81671000,0,87012000,0,0,105760000,0,0,0,0,100960000,0,0,0,0
0,0,0,0,0,0,0,51563000,0,44648000,43449000,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23027000,0,0,0,0,34955000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4444300,0,0,0,0,0,0,0
32119000,0,25808000,0,0,25080000,0,0,0,0,35514000,0,0,0,0
29686000,0,28839000,0,0,30175000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,16623000,0,0,0,0,0
217660000,0,163900000,0,21475000,282370000,0,217730000,240460000,74539000,156250000,0,81454000,0,0
210940000,0,102230000,0,0,34019000,0,26091000,0,0,81186000,0,42047000,0,0
0,0,0,0,0,0,0,0,0,0,0,0,28691000,0,0
0,0,7722200,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,7055000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,18370000,0,20359000,16363000,0,0,0,0,0,0
0,0,0,0,0,0,0,70895000,0,0,0,0,69848000,0,0
0,0,0,0,0,19557000,0,39463000,0,0,0,0,33522000,0,0
42244000,0,64628000,0,0,59157000,0,58279000,48753000,0,71355000,65001000,0,0,0
100870000,0,75047000,0,0,64872000,40341000,273860000,141210000,90605000,96393000,0,147840000,0,0
46545000,0,33149000,0,0,0,0,72825000,39811000,0,0,0,0,0,0
13927000,0,19043000,0,0,0,0,217720000,56107000,0,0,0,18755000,0,0
0,0,18473000,0,0,0,0,60222000,0,0,0,0,0,0,0
42625000,0,42463000,0,0,53830000,0,62504000,54845000,34729000,46766000,0,39992000,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,12897000,0,0
33168000,0,0,0,0,32163000,0,29712000,23321000,0,0,0,0,0,0
0,0,13711000,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24856000,0,0,0,0,38317000,7814200,16085000,17212000,0,0,147100000,10861000,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59068000,0,80970000,0,0,125450000,0,230110000,159570000,0,60288000,0,121590000,0,0
146570000,0,285890000,0,119590000,105270000,0,191100000,187410000,60633000,0,0,97876000,68890000,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,34980000,0,20236000,0,0,0,0,0,0,0
53228000,0,80175000,0,0,80135000,0,90910000,85065000,0,70455000,0,73097000,0,0
0,0,0,0,101730000,0,0,0,0,0,0,139650000,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22858000,0,131140000,0,32734000,49572000,0,392220000,93791000,96125000,0,0,109270000,57976000,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3629600,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,27039000,0,0,0,0,30911000,0,0,0,0
0,0,0,0,0,30668000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,24267000,21881000,0,0,0,0,0,0,0
43235000,0,45067000,0,0,49321000,0,35082000,0,0,44123000,0,80573000,45362000,0
0,0,0,0,0,0,0,0,0,57530000,0,0,0,51626000,0
153420000,0,110590000,0,0,125710000,0,54943000,52421000,0,83270000,111790000,47243000,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300160000,0,142090000,0,0,174140000,71326000,206300000,169890000,106910000,288540000,0,153600000,59981000,0
0,0,0,0,0,10960000,0,0,6501400,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,18686000,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42001000,0,70651000,0,0,34543000,0,40441000,0,0,57061000,0,73626000,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52868000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24295000,0,24315000,0,0,23693000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,26956000,0,0,0,0,0,0,0,0,0
276630000,0,261730000,0,37984000,350000000,28284000,218590000,170270000,45479000,264610000,103070000,152400000,0,0
37474000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,12647000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,15888000,0,0,0,0,38674000,26500000,0,0,0,16820000,0,0
299130000,0,338110000,0,0,486250000,138250000,216060000,213730000,0,609000000,398530000,274180000,126890000,0
25535000,0,58790000,0,0,86527000,0,64476000,46400000,0,83087000,0,63565000,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,116690000,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,821530000,0,0,0,0,0,0,0,0,0,0,0
90105000,0,0,0,0,112840000,0,0,0,0,48843000,0,0,0,0
8542100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567240000,104340000,485360000,0,119220000,483900000,0,183850000,170610000,0,233860000,107750000,147050000,69871000,0
113000000,0,0,0,87029000,164300000,0,93021000,96648000,0,141290000,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33583000,0,26561000,0,0,50974000,0,17279000,0,0,29547000,0,0,0,0
0,0,0,0,0,0,0,0,0,0,12062000,0,0,0,0
45504000,0,38132000,0,0,22558000,22981000,76747000,34293000,31069000,0,0,21436000,0,0
64595000,0,45719000,0,0,79692000,68213000,85119000,89371000,0,0,0,53475000,0,0
0,0,0,0,0,0,0,8640200,0,0,0,0,0,0,0
22785000,32865000,145040000,0,37441000,56982000,0,0,0,0,51900000,0,0,0,0
0,0,0,0,0,0,0,37042000,37054000,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50638000,0,50345000,0,0,115220000,0,0,0,0,68288000,0,0,0,0
0,0,0,5488300,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,20798000,0,0,0,0,0,0,0,0,0
29575000,0,37962000,0,0,0,0,36970000,0,0,0,0,0,0,0
42083000,0,30343000,0,0,31851000,0,31371000,22278000,0,0,0,0,0,0
40362000,0,0,0,0,72695000,0,45781000,34964000,28078000,0,0,42966000,52743000,0
42850000,0,23632000,0,0,38545000,0,24330000,30616000,42687000,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430300000,0,378700000,0,44252000,384710000,0,413590000,290750000,76516000,367150000,0,291470000,106100000,0
88153000,0,111730000,0,36575000,143600000,58058000,157190000,114210000,0,90546000,55056000,130950000,59664000,0
59471000,0,0,0,0,31106000,0,34562000,0,0,45322000,0,0,0,0
50786000,0,36561000,0,0,40938000,0,0,0,0,37924000,0,32652000,0,0
100000000,0,49685000,0,0,144320000,0,27359000,32944000,0,45106000,28242000,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8882200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32054000,0,29144000,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4133600,0,0,0,0,0,0,0
165710000,0,159640000,0,0,220540000,0,116850000,56513000,0,179670000,0,57453000,0,0
271910000,0,147410000,0,0,265530000,0,68503000,64284000,0,46819000,0,89244000,37997000,0
0,0,0,0,0,25433000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,329020000,0,0,0,0,0,0,0
0,0,71894000,0,0,65925000,0,29279000,33312000,0,0,0,35305000,0,0
0,0,0,0,5126100,0,0,0,0,0,0,0,0,0,0
226230000,0,108730000,0,0,179030000,20280000,151580000,193020000,0,17007000,0,38643000,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101980000,0,0,79820000,0,89768000,0,0,0,0,143710000,0,106390000,0
60105000,0,47451000,0,0,44126000,0,56256000,45915000,0,0,0,40582000,0,0
118600000,39205000,89490000,0,65033000,0,0,61103000,56712000,0,71078000,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33859000,0,23636000,0,0,50304000,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,18932000,0,0,0,0,15739000,0,0,0,0,0,0,0
48318000,0,43354000,0,0,51269000,0,46538000,66133000,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
