msInspectTop3normPeakIntensity,msInspectTop3normAreaIntensity,msInspectAllnormPeakIntensity,msInspectAllnormAreaIntensity,msInspectTop3absPeakIntensity,msInspectTop3absAreaIntensity,msInspectAllabsPeakIntensity,msInspectAllabsAreaIntensity,msBIDTop3normPeakIntensity,msBIDTop3normAreaIntensity,msBIDAllnormPeakIntensity,msBIDAllnormAreaIntensity,msBIDTop3absPeakIntensity,msBIDTop3absAreaIntensity,msBIDAllabsPeakIntensity,msBIDAllabsAreaIntensity
0.003033458,0.002734035,0.004534163,0.004285781,10621376.4,187442.951,15498655.05,282521.7893,0.003286719,0.00280119,0.01065377,0.011212267,81415247,5310457.516,264241012.7,21377450.98
0.00306628,0.002092949,0.004008605,0.002839365,6507121.4,221524.1335,8506881.525,300527.05,0.001318098,0.00076579,0.001676639,0.000955324,25114876.2,3084962.406,31946459.9,3848496.241
0.008530748,0.005460102,0.013087991,0.00884877,16871527.7,324192.0054,29722602.36,631053.2423,0.007681508,0.007707132,0.013135823,0.011454757,146873547,16357111.79,233933773.9,22883189.38
0.001424627,0.001091243,0.002279876,0.001930758,3707069.37,70740.07665,6160766.13,145179.3769,0.001793665,0.001071169,0.002859552,0.001757871,34424462.5,2191629.956,55408768.3,3600660.793
0.004219608,0.00311615,0.004549066,0.003380477,6299455.103,166362.2097,6848878.043,181427.7227,0.005514465,0.01108149,0.008006746,0.012749676,92853310.28,25744247.79,140149899.2,30307374.63
0.005816706,0.004745203,0.006916169,0.005922275,6141407.25,128384.789,6588442.598,141386.2399,0.003398867,0.002949827,0.003849645,0.003559435,39259579.6,3194183.445,41829871.5,3637136.465
0.007015098,0.005438781,0.010973845,0.008572082,10776801.52,232229.0396,15966655.31,355200.136,0.009497622,0.005049143,0.016845614,0.010669788,96336560.9,6062322.275,191683411.5,14246682.46
0.000163837,0.000134809,0.000163837,0.000134809,449779.3,10305.58658,449779.3,10305.58658,NA,NA,NA,NA,NA,NA,NA,NA
0.001006294,0.00100313,0.001227268,0.00137729,2291235.895,95405.02188,2952543.799,138090.0022,0.003275788,0.003075988,0.003728664,0.004086628,53992588.7,7753125,61484163.55,10246875
0.000351814,0.000358989,0.000351814,0.000358989,103759.55,3677.307784,103759.55,3677.307784,NA,NA,NA,NA,NA,NA,NA,NA
0.000727334,0.000446364,0.000727334,0.000446364,1445567.386,33600.32082,1445567.386,33600.32082,NA,NA,NA,NA,NA,NA,NA,NA
0.002601776,0.002169313,0.002601776,0.002169313,5744167.8,176489.3779,5744167.8,176489.3779,0.0010942,0.000583864,0.0010942,0.000583864,25479517,2159609.121,25479517,2159609.121
0.025811992,0.022003929,0.033372499,0.028205674,53287184.76,3971360.123,68275513.2,5040593.153,0.040054989,0.02932861,0.046277398,0.03545538,340976751,84477611.94,414515887.4,106905970.1
0.021170324,0.0224185,0.022449636,0.023681196,39893823.5,3639332.192,41613068.66,3733762.352,0.024179363,0.030832706,0.0299606,0.037777394,288257799.2,106076711.4,364058766.2,132261369
0.006851548,0.00657103,0.009487214,0.009171858,12530045.5,451429.9329,17350126.3,630106.9497,0.005384973,0.0029576,0.012515013,0.011433359,101862351,9573825.503,236734477,37010066.68
0.011845239,0.012808368,0.020364547,0.021449764,22748507.34,1213177.158,40296499.26,1812124.205,0.025089364,0.018818494,0.036261899,0.033832021,475560479.4,60530743.24,678309042.9,105435507.2
0.00154581,0.001279507,0.00154581,0.001279507,2282071.79,54753.30623,2282071.79,54753.30623,0.000783617,0.000521226,0.000799382,0.000558598,12867915.4,942996.1089,13184349.6,1012645.914
0.018983222,0.023359569,0.023729566,0.027646309,36241752.19,1024681.379,43804231.11,1219272.031,0.017182416,0.020417444,0.03251228,0.035780339,293752314.6,35002945.59,553632529.9,63041594.99
0.00229015,0.00178944,0.002293673,0.001799278,2830555.62,72107.85489,2833625.729,72307.7516,0.001168742,0.000879889,0.001193475,0.000923509,18171837.5,1610395.01,18556392.88,1690228.69
0.000278577,0.000152069,0.000278577,0.000152069,344313.13,6366.066415,344313.13,6366.066415,0.000309729,0.000416772,0.000309729,0.000416772,4815722.8,792440.6048,4815722.8,792440.6048
0.003632301,0.002537796,0.005002898,0.003519968,10153175.73,193742.0514,12638657.3,244576.5292,0.004417785,0.004627441,0.008779901,0.007492471,70479254,8941810.345,153471767.2,14833943.97
0.000698324,0.000689696,0.000698324,0.000689696,863107.09,27337.5492,863107.09,27337.5492,0.000236109,0.000228321,0.000236109,0.000228321,3671071.2,411042.9448,3671071.2,411042.9448
0.002534326,0.001363309,0.00275015,0.0015398,3311249.72,56398.15195,3599156.31,63690.83532,0.001188814,0.000852586,0.001190788,0.000856267,18539047.91,1577002.053,18569746.84,1583655.031
0.000614974,0.000444667,0.000614974,0.000444667,793959.043,22262.25521,793959.043,22262.25521,0.003463756,0.002389262,0.003854192,0.002710771,51307922.7,5184114.583,57434228.38,5891276.042
0.000515889,0.000531821,0.000515889,0.000531821,1466550.327,39261.29912,1466550.327,39261.29912,0.00246148,0.001523279,0.002787757,0.001688556,38271580,2731160.896,43344606.72,3027494.908
0.001210331,0.001135217,0.001210331,0.001135217,3505555.44,84845.68879,3505555.44,84845.68879,0.000799396,0.000651696,0.000799396,0.000651696,19580338.5,1633730.159,19580338.5,1633730.159
NA,NA,NA,NA,NA,NA,NA,NA,0.000389384,0.00019538,0.000389384,0.00019538,6054225,341948.3101,6054225,341948.3101
0.002514518,0.002484345,0.003131267,0.002841239,3107867.62,96305.7924,3870149.74,110140.8228,0.000732194,0.000511622,0.000732194,0.000511622,11384301.2,900800,11384301.2,900800
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,2.12E-05,0.000010949,2.12E-05,0.000010949,326660.2,16031.43418,326660.2,16031.43418
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.000477201,0.000500464,0.000477201,0.000500464,589805.2,18476.66667,589805.2,18476.66667,0.000221616,0.000164709,0.000221616,0.000164709,3445735.2,276190.4762,3445735.2,276190.4762
6.71E-05,9.31E-05,6.71E-05,9.31E-05,115037.841,3398.498185,115037.841,3398.498185,1.49E-05,1.22E-05,1.49E-05,1.22E-05,101075.55,9112.426036,101075.55,9112.426036
0.000993068,0.00045765,0.000993068,0.00045765,1227401.46,17740.85,1227401.46,17740.85,NA,NA,NA,NA,NA,NA,NA,NA
0.000368822,0.000309446,0.000368822,0.000309446,597594.45,37303.27349,597594.45,37303.27349,0.000302902,0.000259491,0.000302902,0.000259491,3390351.83,749578.3133,3390351.83,749578.3133
0.000713279,0.000443082,0.000713279,0.000443082,713938.44,30413.9209,713938.44,30413.9209,0.000801092,0.000258191,0.000801092,0.000258191,4886885,431638.4181,4886885,431638.4181
0.001144804,0.001063755,0.001144804,0.001063755,1096310.11,128937.969,1096310.11,128937.969,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.000123773,0.000082219,0.000123773,0.000082219,446307.4,10922.46755,446307.4,10922.46755,0.000148119,9.09E-05,0.000148119,9.09E-05,3986174.5,351063.8298,3986174.5,351063.8298
0.007958994,0.004716868,0.007958994,0.004716868,7610132.62,635112.4842,7610132.62,635112.4842,0.013551866,0.007245376,0.015069254,0.008722624,91690997,27194059.41,101957541,32738613.86
0.001361026,0.001035598,0.00222702,0.001622473,2345306.28,44376.90436,4082966.557,83742.83838,0.005637859,0.008802641,0.006655004,0.009816266,87658572,16077385.27,103800347.7,17908588.59
0.000476778,0.000373401,0.000476778,0.000373401,1265267.71,70080.52203,1265267.71,70080.52203,0.00029477,0.000237323,0.00029477,0.000237323,5469867.95,1168587.571,5469867.95,1168587.571
0.068420229,0.068363724,0.073947332,0.072904671,173851156.7,7766006.443,182836286.9,8098483.717,0.053392782,0.054470538,0.107911507,0.105148658,1127120977,198395154.6,2340405907,391005128.6
0.001303566,0.000772861,0.001303566,0.000772861,1971420.8,36996.77838,1971420.8,36996.77838,0.001573249,0.000833044,0.001573249,0.000833044,26471501.2,1926306.306,26471501.2,1926306.306
4.10E-05,3.21E-05,4.10E-05,3.21E-05,112641.57,4728.156667,112641.57,4728.156667,1.90E-05,1.98E-05,1.90E-05,1.98E-05,441296.5,93750,441296.5,93750
0.001284317,0.000830159,0.001284317,0.000830159,4631044.88,94028.39342,4631044.88,94028.39342,0.001298699,0.000603514,0.001430385,0.000684809,34950577,1986394.558,38494525,2253968.254
0.005798605,0.004668443,0.005798605,0.004668443,5053963.7,386652.2542,5053963.7,386652.2542,0.003304836,0.001821327,0.003751643,0.002478156,27686897.5,5898305.085,31430110.5,8025423.729
0.029855013,0.03712302,0.032131038,0.042470404,56127807.94,2342213.767,60054129.61,2676137.013,0.022301762,0.017440246,0.057624392,0.069797999,418011857.9,50077015.31,1082832362,200373546.4
0.005816385,0.006616836,0.01011248,0.010815692,11734751.67,522893.6925,20375121.46,884752.5018,0.010932,0.009518131,0.018384907,0.013956221,208635912,27379452.05,336524373.9,42222691.78
0.000763015,0.001072837,0.000763015,0.001072837,225033.94,39468.13441,225033.94,39468.13441,0.001183532,0.000965206,0.001183532,0.000965206,2996382.45,1604301.075,2996382.45,1604301.075
0.000763015,0.001072837,0.000763015,0.001072837,225033.94,39468.13441,225033.94,39468.13441,NA,NA,NA,NA,NA,NA,NA,NA
0.002095596,0.001939667,0.002095596,0.001939667,618048.56,71357.55484,618048.56,71357.55484,0.001628104,0.000786656,0.001628104,0.000786656,4121919.5,1307526.882,4121919.5,1307526.882
0.000801446,0.000793635,0.000801446,0.000793635,2200204.2,114406.3918,2200204.2,114406.3918,0.000456682,0.00060992,0.000456682,0.00060992,9731390.3,2412244.898,9731390.3,2412244.898
0.000068248,5.68E-05,0.000068248,5.68E-05,144832.9,4806.268468,144832.9,4806.268468,NA,NA,NA,NA,NA,NA,NA,NA
0.00142868,0.001269866,0.00142868,0.001269866,3323225.01,109206.2981,3323225.01,109206.2981,0.000431277,0.000381003,0.000431277,0.000381003,8314966.8,1060063.898,8314966.8,1060063.898
0.008877509,0.007790159,0.012926058,0.012304748,23958544.2,1139095.218,34052746.8,1754718.453,0.017191108,0.013970497,0.033493101,0.029658578,395530414.2,65954201.13,758294482.8,137896889.7
0.004345985,0.00323205,0.004393715,0.00332915,1281749.66,39920.3231,1295826.629,41119.63549,0.002171027,0.00096223,0.002185657,0.000972951,5654917.73,552310.4693,5722193.96,565812.2744
0.003252794,0.002323738,0.006972189,0.005500889,5665800.51,63318.67068,11923114.63,146367.0077,0.001527008,0.002220141,0.003511039,0.004048583,26372451.48,2495985.401,60965237.65,4592457.421
0.000118321,6.44E-05,0.000118321,6.44E-05,178940.907,1440.804465,178940.907,1440.804465,NA,NA,NA,NA,NA,NA,NA,NA
0.000273771,0.000261848,0.000295949,0.000302761,833569.03,47891.14585,901098.77,55374.07854,0.000187313,0.000117441,0.000187313,0.000117441,3759761.2,548780.4878,3759761.2,548780.4878
0.010434468,0.011281328,0.011611834,0.012064448,33560241.23,677207.136,35937499.83,709637.0793,0.009471835,0.007956669,0.017077935,0.014001213,224041229.4,14269002.91,411222628,25167289.52
0.021414239,0.0148122,0.028054523,0.020260873,31543778.3,624299.1778,52957737.08,1108348.514,0.010477068,0.005212559,0.015601676,0.010990545,195117875,10948919.45,326724175.6,27529705.3
0.011192023,0.007741169,0.012054567,0.008559187,16179512.58,437920.3954,18442891.41,545024.5725,0.018875298,0.009669003,0.021034121,0.01101217,309802154.6,24914740.26,349686727.6,28588641.99
0.068070455,0.058591118,0.212247606,0.208661937,114554058.5,1478412.499,346092915.3,5048596.517,0.044751183,0.032399814,0.232392336,0.244831081,738991314.7,32724395.56,3801346371,241570080.1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00177468,0.001221994,0.00177468,0.001221994,2193450.5,5699.071704,2193450.5,5699.071704,NA,NA,NA,NA,NA,NA,NA,NA
0.000566957,0.00046997,0.000566957,0.00046997,2044357.5,51707.18943,2044357.5,51707.18943,0.000788873,0.000636377,0.000788873,0.000636377,21230144.25,2034581.498,21230144.25,2034581.498
0.001346412,0.00104381,0.001556801,0.00117501,5013383.2,101947.3776,5818210.542,116001.8234,0.000847785,0.00064987,0.000870488,0.000676417,24613514.4,2006224.066,25175870.7,2070124.481
5.58E-06,2.02E-05,5.58E-06,2.02E-05,5582.324,1646.455638,5582.324,1646.455638,6.94E-06,8.65E-06,6.94E-06,8.65E-06,42364.84,17181.20805,42364.84,17181.20805
0.001190025,0.001272719,0.001190025,0.001272719,1037204.984,100309.3508,1037204.984,100309.3508,0.002895158,0.001572726,0.003153831,0.001849589,24254745.2,4846774.194,26421821.7,5700000
8.64E-06,1.54E-05,8.64E-06,1.54E-05,33240.89,1603.45377,33240.89,1603.45377,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0.001852433,0.002398776,0.001852433,0.002398776,35308869.05,2091060.172,35308869.05,2091060.172
0.000298585,0.000248733,0.000352994,0.000275168,455635.371,8441.589803,537920.011,9365.678039,3.87E-05,4.14E-05,3.87E-05,4.14E-05,683730.78,63421.05263,683730.78,63421.05263
0.000259659,0.000264722,0.000259659,0.000264722,389582.416,16473.13148,389582.416,16473.13148,0.000198517,0.000144661,0.000198517,0.000144661,5353847.45,414426.8775,5353847.45,414426.8775
2.81E-05,2.81E-05,2.81E-05,2.81E-05,63120.1915,4503.272606,63120.1915,4503.272606,8.32E-07,1.09E-06,8.32E-07,1.09E-06,16702.62,6303.030303,16702.62,6303.030303
0.000400061,0.000276099,0.000452201,0.00031284,1218094.97,54772.65503,1376849.85,62061.30265,0.000302499,0.000188532,0.000302499,0.000188532,6071776.65,955555.5556,6071776.65,955555.5556
4.38E-05,9.82E-05,4.38E-05,9.82E-05,117509.1727,19053.7721,117509.1727,19053.7721,1.26E-05,1.70E-05,1.26E-05,1.70E-05,252668.98,90055.24862,252668.98,90055.24862
0.002414223,0.001598645,0.002414223,0.001598645,2666584.34,89442.85348,2666584.34,89442.85348,0.001736822,0.000688436,0.001736822,0.000688436,11016585,895652.1739,11016585,895652.1739
0.008535573,0.006340979,0.013805196,0.011051237,16057365.95,534736.4793,26110927.58,951735.8238,0.009971573,0.010900041,0.020176861,0.018145762,189122840.2,40249097.26,381282617.6,66783044.62
0.000359897,0.000292643,0.000359897,0.000292643,988023.2,33233.30868,988023.2,33233.30868,2.88E-05,4.78E-05,2.88E-05,4.78E-05,670024.1,174598.0707,670024.1,174598.0707
0.016519691,0.013326528,0.018150197,0.014487486,45351377,1952970.705,49480609.03,2111117.792,0.01339677,0.010225302,0.021869156,0.017493522,298522565.6,45727302.9,494502749.1,79560912.86
0.010189886,0.007931206,0.011719658,0.010718125,27334072.4,1021111.948,31265081.25,1363525.547,0.007630511,0.006483201,0.015439122,0.015319099,176529504,27321641.79,355036954.1,64449627.35
0.076760186,0.086759314,0.106010087,0.1149542,189847018.7,12108000.08,260937411.3,15963869.77,0.042220514,0.044603455,0.087382465,0.091099452,830996748.5,196514470.5,1820353429,404138439.8
NA,NA,NA,NA,NA,NA,NA,NA,3.78E-05,0.000201425,3.78E-05,0.000201425,784265.28,508045.977,784265.28,508045.977
NA,NA,NA,NA,NA,NA,NA,NA,0.00279721,0.002752797,0.00279721,0.002752797,24473690,984084.8806,24473690,984084.8806
0.000868668,0.000603135,0.000868668,0.000603135,830984.36,21812.83848,830984.36,21812.83848,0.000609852,0.000291501,0.000609852,0.000291501,9243866.1,618787.8788,9243866.1,618787.8788
0.000213628,0.000147912,0.000213628,0.000147912,292763.5112,3157.791437,292763.5112,3157.791437,0.000281867,0.000171774,0.000311436,0.00023238,2385782.67,184766.5848,2894627.23,204422.6044
0.003379657,0.002591181,0.003379657,0.002591181,7482820.5,440277.4106,7482820.5,440277.4106,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02271251,0.017386853,0.030595403,0.024493462,47151603,1568890.068,61037286.95,2094518.292,0.010655203,0.005899671,0.028663253,0.019113301,202572890,20587837.84,537063804.4,65511148.65
0.003625332,0.004212747,0.003711429,0.004270019,8026763.2,948125.9649,8217388.58,961015.8,NA,NA,NA,NA,NA,NA,NA,NA
0.001101367,0.000758972,0.001101367,0.000758972,2438510.8,126447.5195,2438510.8,126447.5195,NA,NA,NA,NA,NA,NA,NA,NA
0.001101367,0.000758972,0.001101367,0.000758972,2438510.8,126447.5195,2438510.8,126447.5195,NA,NA,NA,NA,NA,NA,NA,NA
0.000846835,0.000521267,0.000846835,0.000521267,1620411.75,77011.94633,1620411.75,77011.94633,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.001842006,0.001391605,0.002305497,0.001801438,3905993.54,120941.2315,5072097.653,191190.0744,NA,NA,NA,NA,NA,NA,NA,NA
0.000626119,0.000424527,0.000626119,0.000424527,1837729.31,102692.2419,1837729.31,102692.2419,0.001068554,0.00061467,0.001068554,0.00061467,15833602,2635135.135,15833602,2635135.135
0.001101367,0.000758972,0.001101367,0.000758972,2438510.8,126447.5195,2438510.8,126447.5195,NA,NA,NA,NA,NA,NA,NA,NA
0.000360883,0.000297815,0.000360883,0.000297815,314539.5,25309.27391,314539.5,25309.27391,NA,NA,NA,NA,NA,NA,NA,NA
0.002105496,0.00160352,0.002172895,0.001672017,4685594.07,168248.6187,4846422.68,176518.4338,NA,NA,NA,NA,NA,NA,NA,NA
0.001233126,0.001001121,0.001233126,0.001001121,2730235.2,229336.9821,2730235.2,229336.9821,0.004638703,0.002625207,0.004638703,0.002625207,40647995.5,9155357.143,40647995.5,9155357.143
0.001101367,0.000758972,0.001101367,0.000758972,2438510.8,126447.5195,2438510.8,126447.5195,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.000440863,0.000347127,0.000440863,0.000347127,754180.044,49949.06879,754180.044,49949.06879,0.00401537,0.002315437,0.004595172,0.002779716,47843248,8099290.78,54694714.34,9715460.993
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.036652826,0.033150997,0.080181185,0.079032919,102581216.6,1524296.5,218257177.7,3585412.011,0.030045695,0.022868505,0.12863403,0.123815285,573230237.5,27009749.16,2413848594,143353509.7
0.000216742,0.000201825,0.000216742,0.000201825,207560.34,10200.55277,207560.34,10200.55277,0.0000809,3.27E-05,0.0000809,3.27E-05,547363.8,45756.45756,547363.8,45756.45756
1.60E-05,1.93E-05,1.60E-05,1.93E-05,19212.195,390.0054843,19212.195,390.0054843,6.79E-06,4.31E-06,6.79E-06,4.31E-06,97825.79,3559.322034,97825.79,3559.322034
0.000640251,0.000477782,0.000640251,0.000477782,837785.82,25760.7036,837785.82,25760.7036,2.57E-05,2.22E-05,2.57E-05,2.22E-05,599156.5,86301.36986,599156.5,86301.36986
0.004486503,0.003763017,0.004528254,0.003837289,12316762.5,452048.051,12431381.38,460970.2818,0.003758029,0.002276454,0.006207577,0.004091083,87509376.5,8792517.007,144325383.5,15782414.97
0.001144378,0.000716353,0.001144378,0.000716353,1414416.5,45824.20132,1414416.5,45824.20132,NA,NA,NA,NA,NA,NA,NA,NA
0.000902618,0.000482978,0.000988355,0.000533269,2796662.09,22422.50889,2926323.927,23836.3855,2.23E-06,3.02E-06,2.23E-06,3.02E-06,39330.18,3714.285714,39330.18,3714.285714
0.001447619,0.001188187,0.001447619,0.001188187,3267094.2,119667.7456,3267094.2,119667.7456,NA,NA,NA,NA,NA,NA,NA,NA
0.004812421,0.003134134,0.005215621,0.005833935,10821455.1,460379.7868,11640449.86,902555.2639,NA,NA,NA,NA,NA,NA,NA,NA
0.005447146,0.004348368,0.006519324,0.005847233,16585319.05,696739.6346,19843012.56,935961.3068,NA,NA,NA,NA,NA,NA,NA,NA
0.000977777,0.001416455,0.001052934,0.001505696,2178647.851,348741.0434,2345051.601,370341.5264,0.000966666,0.001083065,0.000966666,0.001083065,11517853.31,5039433.962,11517853.31,5039433.962
0.006185878,0.005539038,0.009419654,0.008976862,13696007.44,882701.8137,20853675.46,1429320.44,0.004370018,0.00291964,0.005481262,0.004255984,52068889,8944099.379,65309388.14,13037888.2
0.001204324,0.000997245,0.001646799,0.001851687,3306220.5,133411.6723,4519448.663,247310.1937,NA,NA,NA,NA,NA,NA,NA,NA
0.002018526,0.002621989,0.002018526,0.002621989,4047386.16,385085.6393,4047386.16,385085.6393,NA,NA,NA,NA,NA,NA,NA,NA
0.000957857,0.000760061,0.000957857,0.000760061,872723.27,73670.66087,872723.27,73670.66087,NA,NA,NA,NA,NA,NA,NA,NA
0.002018526,0.002621989,0.002018526,0.002621989,4047386.16,385085.6393,4047386.16,385085.6393,NA,NA,NA,NA,NA,NA,NA,NA
0.004595524,0.003367234,0.007594346,0.005737254,10174843,560993.8084,16814465.27,955848.076,NA,NA,NA,NA,NA,NA,NA,NA
0.002018526,0.002621989,0.002018526,0.002621989,4047386.16,385085.6393,4047386.16,385085.6393,NA,NA,NA,NA,NA,NA,NA,NA
0.005447146,0.004348368,0.006519324,0.005847233,16585319.05,696739.6346,19843012.56,935961.3068,NA,NA,NA,NA,NA,NA,NA,NA
0.002018526,0.002621989,0.002018526,0.002621989,4047386.16,385085.6393,4047386.16,385085.6393,NA,NA,NA,NA,NA,NA,NA,NA
0.000977777,0.001416455,0.001052934,0.001505696,2178647.851,348741.0434,2345051.601,370341.5264,NA,NA,NA,NA,NA,NA,NA,NA
0.002018526,0.002621989,0.002018526,0.002621989,4047386.16,385085.6393,4047386.16,385085.6393,NA,NA,NA,NA,NA,NA,NA,NA
8.57E-05,5.90E-05,8.57E-05,5.90E-05,139392.97,3406.278409,139392.97,3406.278409,NA,NA,NA,NA,NA,NA,NA,NA
0.005283442,0.002885152,0.005790452,0.003235492,6530172.44,137062.6091,7156821.03,153705.9228,0.003558847,0.001583596,0.003587759,0.001629601,55333662.9,3416911.765,55783192.7,3516176.471
0.0121343,0.012744504,0.018463103,0.019369927,41690234.71,1093661.369,65604365.75,1691672.877,0.008967877,0.011353507,0.019082868,0.020084617,236331180.6,29182234.43,523477328.4,53472527.47
0.000295378,0.000132087,0.000315009,0.000189847,452508.605,3698.268903,485474.0857,5250.437828,0.000117289,8.67E-05,0.000117289,8.67E-05,2070589.67,108494.6237,2070589.67,108494.6237
0.008789857,0.006957634,0.01296115,0.013010099,30742294.9,555502.3281,42795748.76,1003067.525,0.008486769,0.00544548,0.015804379,0.015423238,196869164.1,10920517.56,375713082.9,32706931.61
0.036094536,0.026914326,0.077506414,0.074623677,73113348.47,2732975.743,145862134.4,6298038.162,0.059898772,0.062386715,0.149508542,0.185338421,1129618342,217342673.3,2810755777,640206303.1
0.055706607,0.08273087,0.076460843,0.101829831,139968759.9,10783563.11,185140808,12887344.1,0.044309043,0.055118017,0.142451426,0.159535842,978078481.2,274612156.5,3134282805,689464904.3
0.021315093,0.021293616,0.052218226,0.059413296,76095888.8,1479867.59,185875077.1,4150623.108,0.0199078,0.018834882,0.068015291,0.069873625,499743498.9,38019932.54,1701158060,139736374.1
0.013637727,0.010213177,0.014413021,0.013210615,27982871.6,1063567.695,29921661.28,1395349.483,0.01436044,0.010155808,0.020941479,0.017977363,236425944,31602362.2,343451375.4,55779527.56
0.002350259,0.002153628,0.002350259,0.002153628,8840428.878,170382.4369,8840428.878,170382.4369,0.000842947,0.001022949,0.000842947,0.001022949,24651946.11,2292592.593,24651946.11,2292592.593
0.020561812,0.025871657,0.029903361,0.034102747,19013685.14,2240537.424,27096818.96,2868979.665,0.022345831,0.0272855,0.036441891,0.037130228,165052958.6,74517322.83,277123504.5,101167173.2
0.000118467,0.000102461,0.000118467,0.000102461,103253.479,7586.035909,103253.479,7586.035909,NA,NA,NA,NA,NA,NA,NA,NA
0.000106027,7.73E-05,0.000106027,7.73E-05,106124.555,7392.159449,106124.555,7392.159449,0.000109602,4.09E-05,0.000109602,4.09E-05,668601.25,95275.59055,668601.25,95275.59055
0.000106027,7.73E-05,0.000106027,7.73E-05,106124.555,7392.159449,106124.555,7392.159449,NA,NA,NA,NA,NA,NA,NA,NA
0.000466607,0.000503129,0.000466607,0.000503129,1420712.35,43266.625,1420712.35,43266.625,8.36E-05,8.66E-05,8.36E-05,8.66E-05,1678505.9,190366.9725,1678505.9,190366.9725
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00314716,0.0028738,0.003170031,0.002907285,6243453.445,324574.7273,6288909.445,328372.2601,0.00747654,0.006303752,0.010559351,0.012686225,116426430,20828193.83,163996218.2,41782819.38
0.000315427,0.000207432,0.000315427,0.000207432,576849.25,13567.62141,576849.25,13567.62141,0.000343017,0.000215626,0.000343017,0.000215626,6488522.5,664536.7412,6488522.5,664536.7412
0.000742068,0.000559679,0.000768355,0.00058897,632567.39,2155.784824,654974.816,2268.607408,0.000823097,0.000631624,0.00107753,0.000855833,5220866.6,75479.23323,6834725.91,102272.3642
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,0.000576323,0.000340489,0.000576323,0.000340489,4420897.3,1285714.286,4420897.3,1285714.286
0.000355113,0.000229099,0.000355113,0.000229099,753603.785,21500.356,753603.785,21500.356,NA,NA,NA,NA,NA,NA,NA,NA
5.02E-05,7.62E-05,5.02E-05,7.62E-05,181077.33,10783.03541,181077.33,10783.03541,0.000108702,0.000113455,0.000108702,0.000113455,2331399.85,383852.6912,2331399.85,383852.6912
0.035546345,0.03242768,0.035992036,0.033583382,31803988.14,1834904.737,32245302.92,1910710.767,0.028861931,0.018412009,0.033869087,0.027480338,239191311.7,38852985.08,278177285.2,57758288.95
0.00169602,0.001318186,0.00169602,0.001318186,1697587.31,121328.9545,1697587.31,121328.9545,0.001296873,0.000560314,0.001296873,0.000560314,7911283.2,1256060.606,7911283.2,1256060.606
0.001408984,0.001032324,0.001408984,0.001032324,1741460.8,38405.09789,1741460.8,38405.09789,0.474731228,0.62669317,0.474731228,0.62669317,12993574.9,975623.8004,12993574.9,975623.8004
0.003688158,0.002710585,0.005786299,0.005040554,13298917.9,320838.7915,20864484.34,596625.8329,0.003066229,0.002199106,0.004917366,0.003767829,82518338,7563981.043,132336125.5,12959715.64
0.003688158,0.002710585,0.005786299,0.005040554,13298917.9,320838.7915,20864484.34,596625.8329,0.003066229,0.002199106,0.004917366,0.003767829,82518338,7563981.043,132336125.5,12959715.64
0.015797645,0.016238609,0.016985602,0.017477015,19305786.84,623677.9318,21251508.8,674408.0151,0.00700959,0.005805724,0.010050624,0.009567657,108986522.5,10494866.26,149980042.3,15786385.77
0.000241071,0.000192977,0.000241071,0.000192977,533748.634,39929.01968,533748.634,39929.01968,0.000646194,0.000544188,0.000758668,0.000709635,7699414.4,2164516.129,9039549.59,2822580.645
0.001953604,0.001564611,0.002204148,0.002020908,2301107.312,178184.8329,2534278.062,201951.211,0.001880916,0.001701631,0.002229998,0.00198652,16865643.2,4613013.699,18995137.12,5190410.959
0.004256645,0.002907013,0.004256645,0.002907013,4260578.086,252278.6157,4260578.086,252278.6157,0.001251681,0.001519067,0.001456685,0.00167148,7635598.4,3210714.286,8886183.25,3532857.143
