P12_C1,P12_C2,P12_C3,P12_O1,P12_O2,P12_O3,P17_C1,P17_C2,P17_C3,P17_O1,P17_O2,P17_O3
563284.9934,316600.8347,362378.7387,434900.7901,382610.5199,396450.0462,448968.7402,432031.6471,296600.3439,392329.7376,310179.3427,413807.129
269208.5446,317376.5069,281099.4101,421438.3417,432397.1521,294790.8446,613645.2857,525200.426,446726.2772,357500.8926,417045.914,294026.0176
150460.5761,55448.28633,142617.5439,151218.4553,90589.31684,164031.0163,137645.2148,237284.9528,219645.2553,104355.9205,266329.1205,127897.4963
30176.66048,33296.05847,40281.03731,57999.01656,39380.76647,50580.26655,26117.53488,43402.88474,39439.64124,30205.06378,35460.28335,26837.15797
9549.458452,12878.30777,3694.377789,7888.025878,19678.27095,4750.029701,1244.105434,9811.22134,3135.391158,16973.15654,18266.88271,27505.38291
48247.20147,20612.44662,29555.16955,11381.43979,13982.15738,11401.73069,10052.80741,15168.6157,10959.65679,51510.63845,21820.4093,22287.77739
627197.0011,1283838.385,616238.627,368835.9112,415498.305,300748.588,336954.7325,304559.8155,277819.3898,613567.1628,379421.0728,341273.0468
59800.14436,60282.74397,79952.62052,71794.37728,77551.21579,60567.25331,79533.51343,83140.704,55270.32,6681.582625,43839.88731,66446.51199
344383.8618,336286.1308,463677.0218,541613.7378,337743.9814,595593.7571,395981.9611,516464.9021,493054.778,243685.0023,432965.2824,522820.2043
504020.8339,757871.1778,648258.1253,279974.3034,1145176.358,283383.8859,382103.9958,211116.5208,775664.673,228295.8955,194645.0096,160831.5542
441640.7154,761786.1791,733820.1666,824005.034,709051.6504,259436.2896,629801.8675,496428.0132,436778.6248,66628.33486,708981.5222,551136.2936
102833.2215,115874.2051,122670.8424,21873.42419,112557.8602,38113.25908,130196.7134,41964.15166,2137.398071,108755.3771,95486.28842,14352.76891
37251.87895,35562.91944,48602.4798,52951.33819,46956.50855,53767.9577,41700.68136,37682.82199,43620.36504,25081.82709,42461.78457,20368.50236
325323.7377,233942.9696,530080.0562,916145.3994,436301.7868,577531.1757,565132.9502,983815.6636,797548.9942,429182.9109,685751.9217,550078.14
677585.8145,720902.5348,883638.6948,737744.1648,835880.8543,806942.9556,894263.3434,1006013.084,1023413.305,847995.9777,881051.709,1018325.105
310503.383,261131.2218,86591.17013,164651.3286,135275.9023,115032.8797,134516.2184,102873.32,332507.6553,123925.6184,117937.2124,306871.3528
717246.3686,633571.837,937053.5915,1209691.284,996596.2022,1124699.507,901618.606,1117790.573,1189297.629,800873.6502,1166287.894,1004638.019
94509.16555,74009.88602,121949.283,106249.0203,95253.61303,110816.8329,100477.6438,87020.52185,131672.3459,93211.83987,87002.83076,88991.70596
817622.0688,860628.1372,1093134.62,1116975.141,1069176.817,1285795.443,956528.1942,1053929.105,1041993.329,810610.532,1009909.706,859353.1671
1774887.141,1481836.267,1274178.782,1358219.688,1168234.105,1371857.182,1361844.103,1307784.308,1080369.638,1589589.678,1259859.794,1103870.575
327367.0625,338302.5763,169123.6905,85122.72985,146142.7216,100901.9988,168472.6658,83631.01079,113614.3904,251071.3067,103213.718,261815.0137
75334.78989,85804.3033,166718.1492,68884.54161,138594.9962,135220.4224,130775.49,15546.1622,158310.9323,73463.0839,114821.9561,108488.3939
307193.2399,327048.4523,354000.554,296705.0878,305949.7024,293528.4445,262648.2627,278165.8442,319954.6932,289005.0208,235148.9525,278133.9717
269374.3929,134230.6725,462815.5863,462153.2925,241798.3147,431565.7367,288937.4738,384077.879,379386.1262,244002.0667,199069.0881,362143.2809
44644.52395,16962.38982,36833.62164,21036.45144,15269.77159,21883.6964,33973.35871,27031.72117,13940.49837,36831.31952,25296.02925,27402.97744
15217.07113,9291.416179,36999.67808,20103.79156,26756.64196,39418.13324,7378.354891,15231.01445,12331.56182,9292.721017,21807.38212,7482.875121
355147.0847,298334.6996,451244.3468,330393.4158,468616.0199,286316.095,373254.7323,289303.226,223403.9053,361443.5061,238021.7513,354202.3572
222796.5894,152777.4016,247822.7273,115464.3246,192697.6337,254671.7356,163104.4979,120824.6709,196100.4948,162231.7226,207107.2816,153941.7195
55523.08717,62822.42906,87814.59507,100101.0977,91178.40869,58383.9538,44648.0041,41179.16805,46105.82407,60227.77278,64849.49414,47720.52457
86003.82336,139779.6355,81402.76806,42089.23327,50989.28319,66586.61622,69170.08445,37778.47783,42410.45124,73785.43081,31059.96502,65369.44266
370798.6988,385809.7207,464678.7745,533263.4277,450318.1755,441468.8461,485994.1549,549518.119,570274.4943,431581.9607,510806.3044,475910.2447
12524.46225,20620.46956,3596.989894,20591.36019,18092.05003,8822.390859,19312.71366,22746.76335,14287.48955,15052.35773,23893.16313,35227.8902
17716.2012,17874.64439,23868.11259,21076.777,13450.49284,3689.041429,17946.27772,27421.01486,22392.12237,10146.52607,28647.27849,27838.82342
15322.56715,16742.90648,28115.64453,18289.04147,24347.5496,31046.19317,21237.89491,24875.89134,30955.14195,11278.66191,22820.48918,28758.75066
225237.6223,203310.3678,255097.7179,254379.4369,205266.8927,309534.8332,252602.6359,247100.0462,285376.222,263362.9834,264571.6908,254584.1687
253579.144,196209.4997,238961.2509,219650.2257,187879.3838,225009.3569,135762.9311,129295.8384,161975.4745,138800.6758,153360.0999,140784.4475
222471.778,179402.2282,97498.68429,139179.508,130555.3122,168355.9918,77362.02072,81210.33951,126282.8727,176557.2554,73750.27791,126720.4232
126701.3389,92819.34955,79512.26694,52333.51248,62042.93316,66755.4996,76677.00676,66615.50214,70663.66533,137151.0472,74833.35554,104129.3809
7689.549825,9105.272781,5582.957351,8433.7845,6644.988364,6222.55078,2535.68222,2348.73421,8083.35974,3814.933245,3912.452027,13895.46388
68388.09275,78393.04206,59022.16992,97772.40656,62839.19082,82875.94989,62567.01369,52967.54091,56168.79602,50785.18487,63493.25232,68257.27897
130831.4917,121554.2376,84486.0204,14872.44543,101831.9842,152022.9861,69443.62729,69966.2545,87350.71985,80905.89607,100283.1104,68171.13013
854941.5371,846221.124,829351.4646,1217500.219,999360.2373,914904.3,999213.8948,1053768.133,948394.8605,886354.1242,1003825.767,881847.8091
32985.3231,38031.17555,67047.67054,52542.32194,59908.71201,44909.96098,48664.44525,50830.93459,42966.91061,42956.51347,49805.02394,25003.43921
91428.65208,96798.48227,110012.5116,85644.84029,93288.1652,92889.83289,100662.0649,81011.12688,87587.96111,81928.91528,107696.9094,83909.84204
778428.29,623018.0271,904082.3759,815054.2833,793975.1251,984461.3065,685470.2406,655778.1674,668354.5454,626129.2742,706760.9838,728929.6376
5382.891497,9913.037731,12176.17436,8481.453163,8339.91484,7512.307516,17605.05381,12157.25566,10551.94147,28462.39117,22185.75574,30045.35376
81552.34967,55924.93906,46929.91327,22300.93382,28879.32064,28413.88557,21297.64313,10116.31374,14531.51116,84226.37586,43915.1816,27376.17146
14335.40443,14816.7498,18498.19622,11360.5301,19945.44406,127646.5153,16601.79216,10126.32276,132748.6239,19123.13081,22526.52046,32778.31601
24469.29037,19520.32735,29685.79916,7501.716467,14556.60178,16400.59107,8280.068251,5341.89953,21241.8811,24370.29443,123900.8642,11577.24952
5788.107378,14936.53193,3363.177469,29086.19016,7105.444426,20916.00069,15152.47716,12754.28191,23079.05731,11026.29873,52388.86095,15163.1546
92682.17783,88456.65719,125110.8038,133124.2915,128784.6551,144292.485,78337.42675,126735.9831,116032.6562,95831.76218,99392.33377,114733.4742
53090.94542,44059.14983,57918.39882,60966.68798,42989.51114,51841.59008,54862.91941,57816.97384,47447.06998,45306.27458,54467.12183,4561.883485
105987.3548,59299.28281,64642.05546,85171.02862,61248.33296,77760.92399,63019.31239,44887.10599,69265.26562,74982.26831,65888.79133,72498.7878
166029.0407,186322.6388,218600.7378,181699.7188,298712.0706,176306.7726,155308.4148,186266.4018,263393.4038,140563.0382,239466.8015,154019.9841
288459.2236,232332.7752,264438.3954,267075.5005,228564.0262,254884.4883,182332.5203,126208.4875,53476.91496,122628.8713,211377.7173,194316.6029
114954.5006,80302.6343,61552.6373,126009.9592,108757.381,170838.0399,33207.64511,213561.8289,253267.5485,156049.6945,125435.9492,100645.9663
67275.62764,59737.57399,54331.37366,50631.84061,78509.59166,91666.69774,69057.08922,76367.34331,20428.974,67943.26957,77108.05273,92388.50818
124792.5913,102381.4383,115808.5511,39457.64035,45113.88529,78761.59524,100015.0194,79434.12946,78496.54824,156629.4828,80680.18744,97130.83651
38994.7872,42280.20131,40669.0027,46359.62648,49723.07739,55971.86623,42495.75794,56425.88972,64271.54748,38359.31729,55098.40188,67723.11301
6264.846711,8438.651373,11552.44014,7582.448458,5886.527961,10730.93083,12079.38639,11659.46512,12531.98764,11253.36041,14002.19221,11779.42988
3376471.347,3417226.625,3722386.875,4184910.838,3644747.959,4393288.496,3292414.835,3475937.791,3791691.92,2815984.42,3470714.585,3189321.972
1309977.411,1178354.352,1058980.342,928424.6888,1014559.686,978082.7769,782441.9209,820242.644,841089.629,856195.1829,925617.774,952801.9531
2666133.207,2778658.486,2783710.969,2492842.061,2874775.736,3029213.473,2916357.779,2972192.581,2935711.727,2423229.202,2730610.805,2445831.944
981938.4694,658734.5631,796859.7722,778909.5119,664281.5481,829640.8635,733278.105,649951.7023,710857.4987,644346.1821,704745.146,692634.9945
145011.5931,123405.1522,180810.7729,179144.2817,173770.8718,194433.8601,141963.9384,189506.1169,167785.8174,116827.3505,164102.4864,157866.6659
117697.3231,140259.3002,118757.1792,106589.3819,126895.8908,115059.1001,133016.1645,142336.8193,101043.7533,95314.31692,114547.3414,129264.1791
127151.7544,113300.6355,125888.3935,161025.3186,146231.4,164764.7447,130843.5584,20270.95193,117628.3033,95513.04953,133416.9368,109383.0454
2073.660985,13125.75249,10951.82115,11780.78005,7242.361521,10479.2605,7393.487673,11537.20156,11639.39865,9692.345667,4533.205324,3186.390563
35457.94569,54567.99355,62942.90679,64788.74854,42664.26878,46321.21626,36999.49696,142365.9418,51185.19177,66104.10658,42966.34208,40846.36996
130282.4346,108038.7596,100110.7306,58851.96959,119187.3552,167598.3914,102792.6173,83423.09798,112850.6787,107348.4332,124785.9668,90513.39124
227781.4156,211216.5115,121554.567,127352.1561,127925.8413,156561.8837,114493.5223,55102.30998,134919.7219,157253.5183,103069.2925,149769.4901
310253.0883,236485.5797,225566.9921,249558.1616,348805.861,215662.7781,325651.1194,223408.805,357095.4563,130675.2423,192765.5959,321694.6009
27419.38544,24235.36983,20620.8638,18585.51275,21588.25156,17953.75537,20272.78331,21009.24306,19866.8327,28427.99888,23217.03884,27635.05835
248660.3155,99296.79113,93899.76873,213077.6841,108506.5677,229823.2298,103833.8605,170252.0243,82721.09805,98781.34956,128589.3212,214760.786
107598.0486,90818.24194,112081.0093,90192.15158,106641.1241,131283.1175,70697.07282,54222.03639,84824.82471,74689.69096,55822.071,70669.91907
498062.3239,520026.0005,401968.7962,375162.4199,299502.1321,368648.6522,315060.3119,357777.3447,239723.7858,352462.8288,314364.6326,311962.4159
238978.301,284158.2843,338148.756,228592.5577,240954.6275,330311.874,321441.4779,309960.0441,307298.9267,244547.964,306956.0164,317482.4863
312776.5765,278289.0045,271589.9033,297630.1785,258970.1655,284514.2269,260592.3341,282530.3585,218473.7035,317294.6482,331264.5057,280679.4462
9911.004124,6332.374849,17983.90193,29989.25043,12560.86604,21403.95197,36576.62144,39487.09547,40358.98924,58709.16536,62720.47721,57481.76464
2815.878995,2404.343878,19549.14671,17108.13081,20021.0529,19672.54488,22970.81048,1508.119073,20923.59869,3390.157081,10830.10262,7845.753262
436435.55,753500.5985,700946.1953,601735.5745,599794.4475,249347.9494,1210859.165,621727.3752,898550.1871,750350.0028,1280462.257,800374.4653
827829.1365,1240386.584,930246.1895,987621.0452,899119.5208,889449.5655,1123630.875,1063117.409,1085206.609,1249676.31,1063569.833,894848.9904
148040.1505,141462.731,103717.0089,149168.2978,142016.0747,78448.74893,177165.0403,157084.6804,107959.702,285409.4852,147881.5555,129274.1874
140520.6278,200274.7064,288180.8977,333278.1169,115626.2172,303338.1649,252432.3781,126877.4311,178796.1191,130238.605,251956.1489,256879.8048
287365.076,418802.5858,423521.8624,267437.4846,412920.4383,291245.6068,356291.391,233594.0682,214594.9032,261968.5986,298836.719,295908.96
370149.7789,304242.1291,311129.173,260333.237,253295.62,419984.6919,213959.5694,329070.5716,258460.1644,506966.7457,215819.0062,253489.4953
34922.79833,54356.76495,4930.633309,1272.616894,1963.67584,3360.866628,2721.158597,5982.793322,3437.670722,6392.984344,3015.564056,5652.2574
189184.3411,167395.0789,124481.2751,21419.0159,151381.2693,83403.29242,162082.7797,105978.4319,169990.0593,191814.1173,126496.2623,85646.33498
287617.7504,162883.2433,267046.5932,319306.4463,174613.4583,282326.2183,197435.6833,233681.7127,214300.3666,266706.0117,267035.8501,171100.0174
1972123.775,2762066.194,2383563.755,2556170.72,2475766.52,2800714.98,2181983.328,2944177.201,2968304.46,2395293.713,2784377.406,2092269.339
72013.79493,127241.4427,103141.8387,26801.04539,117685.6619,111832.7804,80893.01593,77642.80764,108947.7991,35886.66598,108982.7884,86628.54515
53864.15659,142188.3313,118258.6988,143047.6001,108920.2422,124267.6884,89342.97,96377.3908,95058.83419,291542.3838,70366.96227,113440.5927
45489.61327,1762.195102,6425.271815,56571.91916,43748.46313,65798.70458,38891.72542,60306.02783,31606.09113,34708.09241,40011.97762,41570.97416
206966.7577,213812.7332,191871.4188,207808.8198,187775.5115,170140.9627,121237.8677,130271.9612,154996.3467,203875.921,224472.3444,158800.4433
27670.5921,15461.56002,53664.27963,3641.188805,20159.3695,37235.44291,25520.27472,46370.40545,63033.15548,52163.11107,11894.19765,57303.65612
75015.91474,124328.4641,104535.6838,111182.0662,98531.81447,104797.8221,88928.39417,63467.80197,79084.51261,106285.0125,106799.6097,107191.0569
223669.9765,201316.6794,166131.9863,343251.3789,188714.1341,162816.5178,139598.2659,168445.2194,199078.2752,217278.223,142406.0455,161190.5278
54784.08472,59903.28803,63809.09738,85126.74545,99221.45794,3639.846539,79216.04356,31067.70066,114713.261,55885.02821,71581.36594,96807.39949
15342.07791,12317.91013,8353.41096,21083.40772,18149.54744,16804.95012,16194.7645,22156.2081,11523.52977,16412.9544,18447.0475,17650.21604
448704.5523,495489.135,407528.7537,287398.4126,284542.1265,343365.3595,339509.4999,227160.742,260362.4902,294112.9062,261285.5875,367862.876
196692.5352,123408.676,134843.6698,100211.3351,95101.99265,88471.90219,113569.8252,103438.5777,79990.37398,168765.6387,97525.91891,106948.6361
61573.63601,45310.71254,41501.78512,32473.62497,48590.10777,44440.50667,58664.03313,45099.04934,43959.61269,41858.97408,35964.39399,45606.30289
30753.73612,36138.12704,43917.51638,58652.49951,40785.48372,44423.25158,51860.95934,38010.55155,39175.06065,57058.08014,46562.57668,70233.07831
76969.82766,88501.52404,35362.64076,63451.46857,63757.53177,43874.05985,74183.37723,80789.79776,82122.01327,84797.81098,62727.89602,70069.98924
69220.54417,50365.91729,74844.81381,17800.44712,16074.94779,85367.05424,19182.36749,101232.3763,74085.26148,70550.13551,43679.12737,30788.63272
40707.89732,24461.04123,6479.798577,7234.03464,8155.534652,13706.32237,8224.718377,9587.260396,78191.65068,13566.13747,18600.84797,11761.5504
660232.7167,810795.91,947055.0487,1450900.448,1303517.115,958281.2124,1437623.421,2070600.538,1828445.736,1206507.732,1340161.186,1161793.549
276761.8997,342990.6335,296863.7995,229886.9756,347930.5582,176553.3839,504447.5842,373285.5168,307529.67,445088.4537,270658.069,269093.8762
171800.3571,113593.7155,205993.8023,258667.4686,196093.579,199619.5248,256758.6311,296538.0119,345157.3681,300284.39,296687.2784,272347.0941
430637.0928,245544.5257,323124.7514,459260.3195,353595.6282,423948.982,391135.8337,518471.5528,445707.9393,426799.8032,462031.9309,332353.4137
21404.15513,29495.95884,26757.35906,39246.0069,58240.23156,20089.19222,48450.20988,42386.98857,41527.53944,24989.71434,32170.64979,40925.0386
174234.9259,149569.5757,174176.4211,157092.8471,166590.9369,126181.9974,160251.4212,208615.0502,193023.999,174481.7062,187377.0789,198564.4452
537684.6691,710408.4417,581609.387,783161.8176,707568.8526,684665.4349,826855.507,741697.4982,881999.7757,633487.1588,663712.062,759557.9034
275678.8189,269324.6132,301735.0842,353498.7864,272826.4006,318699.8854,490243.5208,501264.2941,431636.0109,317691.0615,333642.0978,311691.4298
206096.6674,224034.2231,215846.1966,207499.4285,186280.4318,215998.8221,243840.8012,237666.4069,273355.3023,144789.0639,229901.853,205318.0367
2552722.412,2302690.628,3067577.926,3487380.879,2915403.697,3163513.022,2352597.087,2928046.048,2762643.34,2391519.482,3064837.693,3148855.746
179299.4364,578705.6437,259359.3591,487488.5958,203986.4347,336516.4025,216300.6019,274381.0384,264592.0876,197260.4126,260176.2537,246891.0618
101331.5455,54816.96745,126342.454,104103.3733,128364.4689,125501.308,89539.24655,65409.89896,125381.689,114741.2888,125996.8579,163149.9378
384639.6899,315985.5855,375804.297,242855.304,365891.9857,224356.9912,302199.6616,268383.092,241406.504,286049.6473,146114.7752,329759.9457
381106.8604,224231.4341,365564.7928,435695.2942,386482.3533,162411.2864,398901.1584,204981.6316,205908.8536,223416.3393,556218.7159,300776.4913
30242.87412,45764.17187,46658.76013,77869.82381,60353.92631,25729.39759,46274.61769,40208.59689,37985.04203,16513.89177,59387.79619,42908.75982
66117.28006,17968.86848,13735.32629,8378.332059,28616.36958,3607.070396,14713.10903,21546.85339,28609.36248,65189.01156,6190.009881,44877.91644
359728.252,276708.0378,170728.7419,176330.8081,167271.8017,134004.0753,309654.117,253614.0113,224624.8604,436693.5666,449351.2232,361903.1502
34395.11807,54322.80846,43907.59559,54972.90825,40600.34556,32280.43548,47929.31787,45954.85642,49310.3987,80243.12692,77063.4312,95194.12292
224962.7167,171093.9293,145740.1036,183580.7998,110363.0844,103070.9195,244943.2713,138687.8901,132139.5245,223609.1877,169971.8921,123704.391
68338.00986,60991.77216,62531.30402,12096.92068,66805.29424,3215.154953,57221.76797,2791.231877,13377.28431,65192.29271,39489.126,31134.60877
14784.46133,1443.185908,4055.465356,7602.65768,26008.71268,19961.93495,18666.79983,28302.9914,25367.70785,2956.650626,23626.57666,15017.22503
292596.5481,301553.1204,342647.2311,288792.7958,330947.1495,400218.593,284738.2702,266418.5841,256893.1948,430514.1134,288978.0702,295073.432
233847.8232,303632.843,242213.887,245911.0349,211980.5229,222799.3464,186548.9874,151075.6224,187249.5002,178884.2611,179223.1214,178466.2416
241209.8998,243451.9293,308841.2785,300802.43,279187.6428,194006.618,212829.4093,212978.7311,125563.5332,179551.8673,235056.5367,143746.7018
400714.1582,564578.1018,450794.6674,677760.1823,561368.4344,593659.7124,600804.8548,796959.0984,790481.5255,662488.5786,642896.4957,584871.8111
455151.6852,397905.2349,534797.6173,127490.6751,105571.6923,457720.3738,521513.8654,541912.0723,506692.1052,495588.2864,508487.9836,520946.2167
30133.32339,42884.94206,2384.750049,43201.98301,42158.58659,5940.723719,46611.75773,7058.705977,19292.09008,38826.71312,47867.09302,1884.730561
7884.091229,13862.64855,28128.83298,5996.981496,19937.40615,24455.76884,13723.22449,21114.91789,26608.09102,13698.51566,19210.77958,19394.59719
785838.3451,583074.6699,604262.5741,548859.7144,593226.154,509138.0821,492512.2528,509014.0884,455159.9579,656080.1017,551845.3248,541274.7814
6237591.863,7845931.195,6664730.733,2927474.111,8576086.081,7684219.187,5475930.601,6874608.853,5473432.794,6982259.195,7578796.12,7156326.332
238712.6383,258724.1963,180059.8806,120803.1317,240712.6454,101327.4307,268450.0527,173525.0516,170656.8461,267158.7193,136259.8886,129301.0614
16847.98825,52353.85074,3569.929878,6888.200003,36791.81922,7931.285757,5236.777878,14908.00169,25774.52927,34738.72136,38482.98498,7999.169724
234110.5982,234263.7493,212879.4035,164568.4162,198315.5535,231101.672,128515.4503,144553.2473,137792.667,154114.1446,174268.9688,202133.6126
317950.2214,220306.1156,203771.4584,214234.477,417479.9946,428857.7371,189321.6035,383053.0456,142014.2837,92465.49422,523103.5269,183599.5365
49122.0663,138979.1003,118500.5775,47505.06429,23562.19766,33702.30393,33672.74417,91636.35613,94367.00465,68547.33369,98127.74851,83214.63538
30880.58126,27391.87669,17832.15327,931.5328115,21612.07399,21074.50529,20869.33624,18155.15548,3113.304421,14828.21925,22577.43971,15866.33629
259608.1323,220783.9086,230353.0044,191312.5324,183349.263,213698.3523,179506.1189,181874.6785,177295.3967,251007.4683,192315.0255,154511.7894
162813.4371,125082.73,41757.54635,43266.17015,101192.118,131450.3125,109160.8354,147301.91,140215.1647,109036.6794,81865.80106,56716.86626
158778.1158,199167.0591,254963.6053,292472.6731,271966.572,157822.5624,243278.7359,260572.6931,217155.6729,178323.9619,184924.0701,190892.4253
167574.4231,81536.23504,146225.4862,124168.0737,68936.21097,113257.0946,63027.22362,179470.7656,73079.16346,168790.6306,462189.9126,69740.82984
394056.7762,424221.3887,307295.8367,404191.211,374088.6889,320512.214,343766.661,354910.5434,288534.1617,238890.0194,378619.2875,342190.6714
26090.90144,36243.35629,4433.260046,26166.46646,9006.174362,12581.38464,25350.08209,20133.52499,11767.68124,23911.42148,20725.03352,9066.961663
114557.3264,69393.56581,65061.21521,112677.7133,73372.47764,117442.8546,63126.52393,121510.423,66807.65652,91773.36895,70400.14423,57650.886
94388.6372,50137.24877,125878.4382,147366.9008,96470.82606,172753.2558,92550.26572,145689.1614,142240.8472,81328.83783,119112.3802,99937.57575
199726.5969,141513.2185,200563.1168,339619.7679,217661.4356,262044.3251,152277.4516,243117.8635,197736.5008,121162.5757,202342.1523,150332.5564
439719.1573,467987.7584,363484.509,538396.0206,535180.4314,379372.1364,491533.6142,561495.8072,574914.8799,452167.777,502553.1599,567135.1211
1308966.694,1886800.172,1992833.186,1390780.441,1538651.92,1279456.821,2208095.232,2257372.145,1949825.384,2030110.308,2210105.718,2747145.426
379103.2285,400807.5482,424758.5845,150285.9704,441810.0858,391107.4375,481130.7932,524313.7047,522295.213,439288.583,415846.4055,438644.6408
554546.3981,564847.0957,571152.6781,375417.3847,409847.4295,369481.0735,634729.4393,720998.4455,647286.4192,1015412.002,869817.9672,981098.4741
53512.36026,192344.6724,60505.66923,95348.28226,120021.9624,112118.7789,83944.18905,120398.017,87516.58181,70132.19339,78191.98185,121272.7512
360796.0886,400132.5126,48525.83835,27719.50382,29679.50356,42268.15263,13349.27856,14151.02211,39461.72917,268477.9394,68412.1285,8100.326147
3435942.93,4604539.488,5082465.725,2197435.639,4702638.842,4404673.692,5696902.011,6511243.182,6110100.842,5162099.994,6070388.874,6524596.957
46421.86914,151663.6398,22155.02693,117232.1806,102072.2535,24023.06827,134766.1163,138030.237,93991.80949,76237.4401,91365.77039,135178.6
158185.8615,151497.4185,243550.0699,299376.91,252826.4432,303377.1285,232931.329,303727.7175,276689.0771,237430.3145,280058.3129,281014.4403
431588.0979,256355.8609,379739.3101,399886.3397,254491.0455,403165.6852,290588.2563,181277.932,279905.707,273427.459,294669.1008,303767.4519
402159.7717,311290.245,493580.4887,648370.1066,709772.7749,578338.2864,461795.8011,514100.6465,608943.6501,376074.147,400353.1004,526696.6283
72053.8171,5457.027479,19234.80899,23425.85308,19227.53421,26870.83536,34041.89825,27162.54864,33774.82849,58903.45066,26899.6882,7444.171125
6695870.935,8187957.555,9019195.66,2652940.416,6789581.109,6880569.745,9425987.427,8784180.224,9488549.093,9576254.436,9731308.195,10603064.51
1146180.711,1269951.911,971102.4819,950543.3139,1456895.419,1346069.3,1126027.6,1062663.222,1030843.904,755084.0237,1140712.114,1405317.855
318671.3879,225387.8078,394260.0181,356213.1494,323411.0404,338628.3721,316082.6761,297567.6167,312248.4303,235538.6199,312142.3404,306508.9468
968720.2532,1014760.829,875697.5927,881756.5571,826671.9183,839122.4663,791313.1958,947247.8443,729413.0232,1062142.56,1015044.249,897834.9841
246655.9995,273925.3897,175656.1072,146475.5867,206086.5388,72923.82388,225188.7329,160157.9202,197973.634,270952.2169,207708.8745,115026.2735
294922.4496,295117.5346,234552.7556,248092.2647,211091.8848,291064.9856,280152.798,238171.0132,223571.4686,341037.9756,232188.3723,224732.5957
172984.4554,249066.9711,145107.9916,133596.2503,160093.4274,169875.1007,367884.2802,300852.2562,152928.8143,230398.9758,327441.0255,156819.4211
178054.8145,154015.7717,111768.2436,207850.6517,157531.0194,212722.1534,158240.1105,147983.2456,199849.4038,196176.3605,126276.0241,222842.8534
589454.6125,523521.2199,633722.7207,741958.4331,597361.3431,771261.364,609411.7528,616795.4457,595218.5502,496028.65,661363.3714,615062.3176
71095.8625,49499.9629,51000.24614,48200.48596,34043.23694,121656.3976,18327.30409,98876.17702,120661.9399,23137.87505,122960.7094,127007.9107
18907.16828,19805.02236,33753.17557,26120.61237,25927.05796,25942.76756,24498.25286,26473.44294,26632.19768,20940.95725,24245.40752,29717.86733
87851.05679,80938.45315,4746.185466,28647.01574,5231.099803,22631.92129,9184.457341,14383.43469,4725.434757,86998.26396,40998.95332,17818.24814
403306.5062,398246.5929,270140.8606,204702.1164,214945.5546,233233.9572,331712.7118,214481.0187,170334.8833,403198.0691,274954.7315,232475.5937
1362216.24,1163364.387,1129518.182,1136335.037,1120317.767,1163111.69,1086265.894,979045.6435,1088799.006,1322793.515,1049005.734,1114339.154
126819.058,97330.45846,76922.48905,45304.37814,70023.21069,46931.79789,61420.74872,45626.93383,42246.09956,98504.24346,49770.11022,55573.12333
144040.3857,118395.0693,165355.1102,113275.895,95981.2684,153947.1393,92172.76965,118822.814,101204.2957,148758.1755,123961.6816,108085.2315
238614.3214,270930.8698,149230.0227,129040.7833,138648.8589,123318.5783,167792.4817,90281.65779,96422.57862,132706.6718,129823.6499,136067.7623
23044.13932,17397.95336,19286.17388,34271.79353,2524.839301,11152.48027,15475.17738,27030.75,20441.63462,26193.34587,27264.55469,16342.08225
114076.2115,100127.2958,81021.04587,113919.7713,111915.0444,132765.7209,117662.611,48047.35507,81403.70885,123468.3543,141129.1364,83809.60318
123594.2483,109910.6369,160597.6899,170661.1677,163113.3946,221278.0454,130692.4057,159174.1942,158198.3302,113530.2616,107052.6028,151648.7642
11315.96109,7359.540323,13450.47871,8924.067486,10687.2346,27354.86388,11111.11337,11020.76249,14791.7641,8606.248911,12322.99836,13479.78928
23069.08566,16368.5833,12144.00737,27205.46303,8179.665467,29484.35609,22439.9404,13809.14155,22179.93944,3271.081995,35753.82149,27050.06039
187841.5682,130048.566,103457.6878,125256.4202,205802.9185,164525.5145,178554.8713,44436.16567,53744.56247,196258.4968,101673.3185,139409.4172
260623.1779,196816.2724,264172.2257,213686.2504,154312.8625,273864.4838,171503.1395,120415.9063,140337.9087,154981.397,167668.0149,150293.5342
53761.3458,116863.976,124282.0982,291204.578,245168.0625,76064.31678,61934.91928,174368.4971,321328.0811,183833.3134,278157.4485,100990.1871
3426.570993,2045.00733,10143.51148,5363.330923,9361.535447,933.5065134,7376.422944,2884.8768,2457.374722,5136.193719,18277.21291,12646.89079
19095.2469,17030.66798,15215.89088,31773.51653,34368.23501,28733.75827,16814.54904,20732.96798,14998.81276,13223.49215,27566.91571,24141.96289
10445.25437,9678.187272,17391.30166,22442.20454,7241.053156,12537.72553,12999.2516,13237.78249,12586.38075,10712.8667,9362.147703,9251.787296
84289.69804,91676.60219,137522.1613,251037.6794,120645.9633,185963.6076,144040.0879,193624.018,155352.6576,108499.297,180464.0305,151679.954
27031.98449,26547.48675,29243.98637,21208.62419,25391.88198,21288.37487,22311.28336,7419.150897,15670.16415,21596.84958,19564.645,29135.01375
31572.98349,53329.07144,44677.55601,12739.2394,50435.27825,51108.2202,8778.930842,42159.40872,39717.57123,50345.40852,46920.52514,53211.8879
136242.9987,99370.36273,122795.3149,117268.1061,93413.64947,108206.2167,86702.47168,106480.9143,129285.9345,115388.1875,116682.1247,118731.5449
