X380.1,X380.2,X800.1,X800.3,X380.1Fe,X380.2Fe,X800.1Fe,X800.3Fe,X380.1P,X380.2P,X800.1P,X800.2P,X380.1FeP,X380.2FeP,X800.1FeP,X800.3FeP
4516.239424,4781.123269,5672.875175,5330.318535,6471.573252,5849.72525,13302.05787,18644.11682,6531.725365,5277.568005,4489.018285,4884.747615,7571.829478,10466.69213,6922.414565,7264.226651
210.6105401,218.9505352,244.4390133,249.7430903,283.8658902,288.1641502,602.5186466,745.7742742,239.4114966,232.389782,205.8512706,211.7743407,327.2604694,465.7144064,275.0069008,274.0617416
822.4727334,888.9687756,1342.143674,1098.071271,1349.574544,1392.875052,2672.962783,2875.80008,1325.246815,956.5047757,841.767732,896.367855,2117.660316,2184.169833,2249.739908,2505.719155
913.607845,892.3708927,1179.795547,1057.942067,1249.366352,1486.246676,2466.140694,2989.050041,1377.099749,1085.909606,978.1358601,1017.81296,2443.630835,3062.01054,2114.068451,2441.169641
558.4354478,535.9880824,1070.623132,914.802154,5396.422203,734.094148,9473.191434,8530.424861,97.01414334,72.39178304,104.6284814,143.0175908,169.9122941,350.5302782,2369.456132,3900.298479
430.274237,413.8432424,598.8685302,443.2041736,341.8021711,366.2071493,431.0663076,470.5466251,677.5450011,466.3897307,701.572589,466.5604894,656.1978745,792.0045073,475.5647068,438.6475086
502.6732502,576.1065539,1476.817864,1258.481644,8119.333608,700.3571744,13652.33967,14039.85061,150.7065084,95.39416531,120.7440763,183.2329655,249.2442566,364.0355198,3406.104558,5606.471215
147.8944685,126.5852655,133.0380135,103.0107089,131.1304707,137.7826402,218.6861144,168.2906896,70.12038932,81.23126994,79.48955768,76.03635414,59.49252206,122.8024697,106.8792765,130.235098
331.188092,239.7167044,176.0863614,164.6681132,169.3690414,241.6883193,192.0274282,190.2541729,288.2198544,447.330614,402.0121181,309.5163441,247.1287376,263.5253561,195.9063617,206.4138516
340.8972747,410.860867,496.833226,476.1218297,375.6322067,283.5795615,445.5982222,379.3081554,425.7649148,400.3400331,368.3765191,439.2175857,560.2513483,424.8956793,491.4939547,502.4120998
194.2623758,199.2226744,219.8681673,218.5019195,249.6919263,174.6693313,150.7964048,176.9800677,175.3802591,146.8209199,142.8635204,152.6053623,151.4402014,127.7803632,209.9906232,173.1166307
50.48774971,55.51636514,75.85649243,59.55514503,53.34014855,40.35138027,88.1414182,53.79253109,75.86068352,70.222987,64.04105707,58.19244616,52.7847789,44.58461182,61.7680623,65.93345486
46.866487,60.84045746,51.48311591,56.06912001,69.12958291,48.08568647,98.93424492,84.06133149,74.40182422,71.73457212,67.30630833,70.79859011,56.42243961,42.50688234,63.14530559,66.90427954
112.0492158,101.9972375,120.4845962,128.1845995,130.0674197,145.4119558,128.0384967,103.2883808,125.969329,110.2142716,140.8271271,106.0869156,118.1078777,120.8978843,106.0997048,122.7576824
137.3455728,137.5869169,145.4221712,164.5882806,180.9375379,161.3705242,129.7968786,121.5072701,102.9764379,102.6892065,108.4906065,122.1996982,129.7948302,158.4268731,177.0147414,160.3513189
61.8501175,55.03034841,118.1149624,77.11832453,90.79706412,134.0029792,81.85570826,51.48816563,87.84870123,78.60242625,72.39729149,59.87918373,114.6766091,131.2865317,63.74297721,77.00498738
69.3812943,65.45761636,47.67477583,62.80167215,53.49647958,59.10969756,47.41567693,54.36862245,37.13748344,42.62012828,44.13355742,42.5235419,47.03159918,44.62789785,52.54313082,49.67730543
190.56239,168.515254,130.9786889,120.0682817,122.7511273,174.2143721,89.73810979,92.96674382,92.95470877,128.4190141,137.1054429,128.6803215,165.1652759,237.6835957,175.4036266,161.3634553
39.5714795,41.51024675,49.36737142,49.70912016,40.48973762,49.62554833,36.3601035,25.56405427,31.96804723,35.88371633,33.21427631,34.888835,34.46748026,34.8885409,40.53772705,38.35790278
138.0803217,156.9171276,232.7883137,186.1430918,128.754239,63.79927688,97.25670818,109.8894276,196.4702903,232.5212242,220.2815746,227.3544693,239.1826418,117.738004,128.1096118,105.7785784
1315.226873,1101.048802,825.5917097,927.1229905,917.2254384,1207.391691,660.5452487,852.783245,1294.737627,1646.444801,1635.29401,1426.136615,1458.856741,1006.313646,891.1543662,816.174374
93.07694814,95.61274505,90.15892518,98.16752905,111.2451633,114.229753,115.264964,117.546642,64.63380978,85.14167493,67.97340268,78.12258219,69.83792594,70.42637227,101.1104461,96.69000695
128.7909956,129.2362658,99.63746049,115.9435956,112.9335384,107.1253903,94.97283287,117.4986344,80.74469073,92.60101889,151.7815185,108.7501854,88.49061174,83.28232345,92.61311487,116.1271564
215.3339263,228.4941363,265.8503476,251.7122953,180.0308179,225.1348043,193.7453875,214.714052,234.9397757,162.9554481,266.100423,200.0559534,278.7325275,269.1958261,246.4745776,197.2839685
40.726085,41.00213836,53.76811996,45.4247688,32.36052389,31.04221535,38.46207724,32.23711256,18.0137409,25.69694704,20.96080651,30.36127626,24.50906156,25.84176045,46.90422905,38.66774044
62.89975886,58.83011554,59.01516629,58.11815762,49.74453478,46.02087169,44.36377275,31.61301358,51.5992191,49.09365586,51.05027246,42.3903784,34.02889705,38.04842116,29.57175217,44.14153917
345.9093122,292.7146192,212.9849453,216.7722124,242.2193029,326.9756686,216.0586472,228.0841724,186.7657045,225.4890673,261.957416,221.7616026,183.8179617,242.4450591,234.2093166,214.9653711
61.08912751,62.93916605,76.73100015,58.46409903,53.99673889,50.32548555,51.43772284,47.55154131,16.90373926,28.81869892,28.19351361,35.95414294,35.16405359,39.90972049,60.07899034,52.67240285
1184.913897,1276.50084,1445.617685,946.3892662,861.0713312,681.108901,681.8277329,594.1422265,308.8024563,478.022364,394.4634189,449.9594407,324.345181,253.2232807,581.4565259,645.6397238
1145.184971,716.1677378,543.6899139,613.7000691,551.4108205,650.8716135,563.1268502,609.5046628,498.2638791,531.2564487,978.3816317,539.7560224,549.6221552,764.3447336,497.2367994,536.0191584
129.3682984,136.239325,237.3019019,161.022423,154.329996,181.5287159,224.0825278,258.6890261,259.7720981,213.0677809,177.9737491,179.9926539,281.0028405,341.6999279,214.3562246,221.5339296
182.9524901,246.1895635,380.0159202,333.2480256,264.9811014,163.2953516,331.2023435,264.1138865,284.8898495,296.3692652,173.2689784,258.7810535,326.0995138,231.0608329,282.4648032,268.5053195
49.56931351,46.92270575,49.95977988,41.56619148,43.39749483,44.09604436,41.89799586,43.68692842,60.70123255,77.58374933,58.70430231,61.52153347,60.18909539,63.24089114,39.86209826,45.60810411
122.7030757,116.2463642,120.1460771,91.54142042,82.98051246,86.51223941,79.45056523,77.65231507,79.28583143,96.41284224,77.13717236,79.89809542,81.47328043,119.9455916,117.0656797,110.7772927
155.950466,177.4623801,234.7912185,185.2117111,142.1361754,106.1104813,135.9815321,125.2998716,123.495611,136.7984534,99.18639595,120.6017363,147.0285703,152.1936846,230.987087,215.4404556
702.315038,630.8497107,523.2377172,518.9653433,573.5160286,541.8563927,447.7810411,382.4526541,197.8657209,300.0825069,275.4397438,282.528543,166.3520305,183.3596269,201.3373777,273.3594429
144.6930623,120.2228647,67.02678543,72.14209034,85.48180899,127.7035443,99.07572392,94.47898365,76.20954117,111.5944145,122.7453594,78.61084833,61.94342822,96.31141875,64.3146631,72.41938995
38.96793572,35.6338627,55.62997511,39.88970617,25.57575704,40.35138027,34.78362319,25.51604665,38.05719909,44.5589005,27.77219087,36.57557257,41.22682145,50.77451424,43.70798519,34.06148717
32.51264131,34.13162918,36.53185485,33.74259334,28.92124115,34.15693595,30.13502741,31.56500597,23.53203477,29.64021258,31.10766259,26.54392281,38.05354295,42.68002646,37.1335974,37.53166901
281.959912,231.1672283,203.5910397,193.4876942,207.8264756,326.4157188,323.4816323,438.3335164,922.6650776,910.6971744,1323.374738,733.8640064,1431.587185,2570.714089,650.1627761,435.8589696
1058.747005,1073.456307,1243.775661,1042.694034,1056.485123,1080.31809,1065.458152,1009.552107,980.8925922,963.504072,959.5274389,954.9154038,896.3608788,741.3165651,918.985075,936.1435174
294.4244032,298.5247283,423.6566766,358.7146358,395.6738452,273.5704593,364.9754024,418.5303758,398.9028751,358.2456735,380.4895479,407.9685528,473.1538832,288.3715378,388.4085937,395.8072876
142.882431,151.2395685,172.8986397,161.0756447,117.3733398,104.0106697,156.9810583,128.9004426,224.569189,217.3067913,196.6172805,216.1243481,206.4178964,157.3014363,165.6849664,169.5018579
27.21195242,31.08297881,44.7691534,32.19916242,31.79773217,23.58788405,36.33989221,32.86121154,53.75579371,38.24967565,34.89956728,42.47915407,45.30306537,26.27462075,44.20171391,36.51953264
1217.531503,1273.231273,915.0453867,1167.578884,998.5175757,1515.539048,737.9342628,758.4242804,589.6328712,818.2275977,801.6718509,670.7001232,670.051944,920.0013007,813.0412845,772.0948024
2015.99369,1800.934979,1263.04304,1349.916621,1256.463781,2827.431365,970.4246855,644.3581903,906.015053,1611.382599,1817.551207,998.0159875,910.4987375,1833.206695,972.8015062,948.8262058
441.76781,446.4505464,484.9850568,462.8962233,409.5873072,443.375227,605.6311847,482.4765171,448.8846632,585.1148837,476.2702517,487.9554239,378.8068957,421.5626549,428.8683636,520.0315349
189.8014,167.8745956,178.3713654,148.5419212,117.5922032,127.4585663,135.5570951,140.2062356,111.951594,114.7818875,118.4619115,120.3354093,95.43054601,99.55787106,107.580891,96.11164331
133.4356587,131.8209912,120.2024969,137.019411,130.2862831,148.1067141,138.0026607,136.4856456,3509.825186,4171.613466,3804.158165,3050.819998,5369.393609,8697.159186,2856.740399,2037.92625
511.3327915,721.2488217,1595.638074,1447.099547,1054.546618,497.1304049,1071.784285,1124.098273,726.6705023,573.2850871,450.2886825,624.6255549,901.6496763,504.2389739,1302.560324,1177.796239
273.0117193,353.0911516,452.2051222,585.0135426,352.2763504,301.4979541,438.2008915,437.3973679,417.7094743,453.6069783,435.7881581,467.8477365,406.7472258,202.9681989,313.8035845,323.8010145
358.03267,325.9625816,393.3592155,276.4870227,274.7986903,329.4954426,439.3933574,400.0474445,649.8266744,738.4750524,586.3057083,519.6927229,530.066504,823.776454,421.8782042,417.4752682
89.6656137,96.78360353,102.9662318,109.3707087,92.17277721,98.37617515,108.1101688,102.2562171,111.4124503,91.64806305,102.7676393,89.97413301,102.2414852,93.80082895,92.04142897,105.4480849
122.5981116,119.2287396,126.9446694,86.13941218,102.271762,116.9245113,160.4573995,112.9619149,159.6499502,175.4424556,198.6185635,144.5711649,217.0470894,328.6708326,208.0157083,226.7805141
935.6765548,904.9631443,1348.716587,835.4751266,771.775045,899.6992924,1546.284646,896.0621087,2219.464136,2240.85922,2229.56974,1675.685,2677.292488,3847.132568,2161.180566,2155.912432
976.3763987,929.904639,1064.699047,706.6518661,701.7387421,1003.709962,1616.357174,946.6141258,2337.948883,2545.903669,2456.381817,1860.205213,2324.181408,3669.486697,1851.144911,2020.389438
9.892869875,7.820450959,10.91724157,6.679330385,12.75661231,21.41807869,13.44050518,20.90731574,11.03658774,7.06501741,6.179400243,4.882661387,12.48672189,16.79497999,11.87547517,17.02041566
270.2826518,254.4739395,284.10217,237.6085299,225.3355513,214.915721,253.429315,261.8335248,194.7894307,200.6464944,244.9991756,195.3064555,208.5334154,223.3992055,273.3178289,229.6929881
195.968043,221.2480688,258.5439766,200.060581,152.1413616,158.8157534,215.7352667,157.7290146,228.3431945,234.3614147,217.8238586,188.0268512,202.1094613,199.5053164,202.8185638,178.7350203
70.6146229,77.40920949,116.1402675,98.24736168,91.79758273,76.32815297,142.9746371,204.6324532,139.6699207,114.3218399,112.9847158,105.1547711,137.1217497,117.4350018,103.4751469,97.55755241
265.113168,244.0908549,229.967321,213.36602,190.786393,241.7233162,269.4366535,264.041875,283.5578475,253.3548104,371.1853373,292.9152954,232.8360848,223.3559194,206.8463508,215.1925854
19.68077561,16.63502704,15.96681841,12.82644321,12.47521645,12.7038604,13.68304062,14.13824222,35.55176681,32.53194063,21.97900314,25.5230027,32.0165741,30.08379147,19.7751348,15.01679877
97.17054947,89.05151925,96.81646784,82.78644155,62.46988089,97.57124736,93.92184599,76.74017041,84.96269696,144.9478688,92.58567296,99.78384361,80.85410414,111.1152413,77.56738156,84.95748741
266.0840863,308.5543462,341.3683209,313.9817499,325.6688085,264.9262348,312.1633121,359.6250338,261.3895291,265.907539,269.6465561,307.5632795,248.8830704,209.2013873,319.8582578,294.9448001
136.033521,72.90250894,40.98902324,46.5158148,57.65488507,127.4585663,53.88328845,59.50543711,41.89463333,68.9414257,94.02519234,60.94449167,31.50059386,71.98466938,53.60854545,55.70881195
214.7566235,231.7416117,291.8881098,326.169532,300.624577,199.8670709,282.2910314,275.6117099,260.5015278,238.7647279,203.4637751,246.4412365,261.3181943,181.6281856,307.203211,268.8151571
703.3646794,653.4053051,945.3146379,694.9696906,795.3184986,819.1365193,1017.234024,692.4378154,1399.14121,1396.704651,1904.765015,1235.357719,1254.39957,1392.77133,961.7835599,922.2834459
118.2420999,151.3721186,182.6028544,184.6262718,166.8052125,153.3562432,204.8413835,243.4706126,211.8200273,199.3649331,159.2599972,212.0406677,269.4706821,237.3373074,251.6197506,219.2204751
521.8292052,491.3629102,430.1167497,499.5660132,435.5382587,506.9295258,340.5803802,439.5097029,286.5389948,262.6872055,317.7124591,294.4688695,223.4194454,297.3750323,338.3600922,409.274898
480.9194329,428.5783859,290.2237241,314.4075239,347.9616138,505.4946545,310.7687334,343.1344185,296.6241526,288.2527103,403.5569682,307.3413404,250.5342072,386.8472581,265.1063406,282.6958845
128.5810673,127.7782157,134.8434488,115.5444324,124.5645673,127.8085349,125.4110296,94.67101411,66.31466941,83.95869527,67.23608787,70.04399699,73.16599851,106.526922,113.1938071,123.1707993
51.2487397,46.7459724,29.564003,39.41071036,44.71067551,69.67874946,51.27603256,68.48286086,56.61008364,63.45371451,73.94214155,51.57865938,43.62612958,71.81152526,41.96694178,49.09894179
111.0782976,140.6134756,142.3190793,134.4913776,117.8423329,98.23618771,104.2498131,129.9566101,115.4718849,111.3315302,109.333252,104.3114024,103.970019,89.25579571,133.4366849,145.1073059
1227.555578,1418.793282,1166.621511,1232.163485,1044.166237,963.0436101,648.0950965,538.0933375,95.23814072,125.1986806,139.5631589,136.8920702,97.85565316,152.8429751,237.3016176,410.5142487
226.8274992,175.0322965,213.097785,189.8952256,218.9572452,224.95982,208.6006827,175.947904,187.8122775,150.4684406,237.3802559,172.5354983,177.2392136,243.3540657,156.5379921,200.5889035
547.5454186,697.6991022,593.1137052,606.2224124,459.7695688,460.6286792,348.1394012,277.2679726,41.73606167,62.86222468,55.43905105,68.75674989,42.77476218,67.17991995,119.4303804,193.3800139
1030.223001,1313.526478,1603.198334,1543.058373,1152.472377,834.6051316,705.5962052,618.7221246,78.33440146,98.51591719,100.5908051,123.5313331,114.573413,118.9500129,321.3914154,483.0369179
52.3246221,49.7725311,58.05602879,46.78192358,40.8649321,48.6806331,51.6398357,49.78389535,51.78950509,51.328173,54.45596464,51.66743504,53.61034729,67.69935232,56.75281786,55.60553273
64.60542608,57.52670705,38.30908022,38.95832543,44.99207137,48.22567391,40.90764284,46.49537381,34.53690817,51.95252337,59.51183757,42.83425671,39.16290047,54.4971129,25.44002229,33.62771444
94.73013329,97.68936197,95.97017004,82.6001654,81.26087109,79.96782648,96.81205989,98.48761939,78.93697377,99.6660363,88.75865804,87.35525099,79.95113871,88.73636334,82.92044039,77.1082666
61.79763543,69.47830018,64.37505233,63.38711147,44.67940931,49.41556717,39.04820453,36.6058054,25.91060971,32.46621954,32.54718196,31.11586938,32.99693656,33.80639013,38.12105486,45.48416905
36.02893989,29.00636189,28.26634638,21.84753086,20.26050191,26.00266743,25.78960092,40.13436501,27.08404002,27.50427708,27.31575789,21.4837101,16.5371668,30.38679369,25.28410796,22.8247079
206.5169388,214.4659263,271.1256038,250.5414166,227.3053224,234.2689849,256.5620644,274.5315386,328.8776288,353.7437787,284.217301,294.9571356,358.348279,327.6752539,274.6431007,250.0596505
222.2615593,223.4793274,255.2434152,185.1584893,139.6348789,197.1723126,163.6305714,108.4491992,122.6393241,148.4968078,123.6231151,134.317576,187.1202353,263.9149304,205.6510076,162.9332995
5.11700166,3.88813381,5.105996701,4.577071021,7.441357183,6.509416072,3.496552476,2.856453012,2.34686061,4.008986623,2.176834177,2.086228047,4.953410336,7.012337005,4.313629929,2.230831179
