Ependy,Medullo,Aggressive,Cranio.LGG_BRAF.V600E,HGG.rich,Ganglio.rich,LGG_BRAF.fusion.rich,LGG_BRAF.WT.rich
-0.19449,-0.59999,-0.5543,-0.06197,0.12441,-0.51183,0.14507,-0.38727
0.03479,-1.68705,-1.98166,-0.34198,0.19062,0.4887,-0.12546,1.81868
-2.73848,-1.79032,-14.4131,-4.13722,-8.688,1.31353,-1.05544,3.11627
-0.18655,-0.62725,0.18595,2.19806,0.76621,-0.05878,0.25941,0.09999
3.67005,0.02725,0.17895,0.10684,0.16599,-1.96512,0.27871,-0.14091
1.15238,-1.3857,-2.07521,0.19169,-0.02529,-0.28704,0.06189,0.01119
-0.13034,5.89539,9.41675,0.69271,2.20795,0.90625,-0.26677,-0.13822
-0.68472,0.00327,-0.69481,-0.28423,-3.6726,-0.31492,-1.6608,0.42428
1.2237,10.67158,12.45167,2.00208,2.79199,-3.06027,-0.0228,-3.64504
-2.8948,-8.23206,-5.14128,-0.58679,0.66182,-3.0057,6.37909,0.64636
0.81507,14.21737,8.51011,2.26997,1.52238,7.93151,-2.22144,-1.6287
-0.29801,-0.22901,1.14883,-0.40073,0.99332,0.77011,0.22953,-0.06185
2.57443,0.22913,1.6233,0.38117,0.68921,-0.00122,-0.11481,0.0332
0.77979,-1.11022,-0.42288,-0.39281,-0.18886,-1.21184,0.26894,2.16941
-4.51977,1.80704,-2.15291,-3.79531,-2.17126,4.23259,-4.84436,-0.7587
-0.23916,-0.89387,-0.0183,0.16273,-0.0384,-0.2923,-0.16879,-0.62586
0.17615,1.59405,4.27972,-0.30457,0.05746,-1.38493,-0.17192,-1.77619
-0.26421,0.03944,-0.04783,-0.39493,0.15606,-0.27758,-0.02329,-0.74843
-0.03164,5.28773,4.04365,-0.02298,0.99792,-0.06265,-1.52829,-4.37108
-0.45165,1.51061,2.32197,0.02439,0.32601,-0.01625,-0.72256,-1.71672
-0.44678,0.32407,0.52466,-0.22417,0.35669,-0.15133,-0.63949,-1.7026
-0.62266,0.01262,-0.10053,-0.52312,-0.04179,-0.26954,-0.22379,-1.38832
12.09602,-0.02994,0.67107,-0.19927,1.77956,2.90575,-2.38773,0.52788
2.87509,-1.41989,-1.94226,-2.56758,-0.88979,0.25668,0.12127,1.92002
-4.55402,-2.26582,-7.90049,-8.69434,-2.52387,4.64468,0.80674,3.68488
-0.52237,-4.00478,-1.8055,-2.32301,-0.21702,4.13703,-1.39809,0.83832
-0.60496,-2.77832,1.39118,6.84442,1.71295,-1.93731,0.59872,0.93863
2.63709,-0.39798,-1.03064,-3.0888,-0.27235,2.14497,-1.48407,3.29302
-0.31685,-2.01542,-4.49111,-2.27383,-3.3724,2.88682,-0.66593,2.58
3.32535,-0.02289,-2.03839,-1.38612,-1.21692,0.95514,-0.68603,4.68143
0.66782,2.8522,2.9414,-0.516,1.28166,2.5345,-1.4459,-1.47772
-4.22984,0.44957,-2.88656,-4.27912,-0.26267,-0.3146,3.13938,-2.27749
-0.72202,-0.04488,-1.00602,-0.39233,-0.82811,-0.24884,-3.04401,4.55522
0.48551,-6.59745,-4.27568,-0.38036,-1.33166,-0.93966,-0.06743,4.28776
-0.56722,-0.06708,-0.23042,0.38235,-0.08839,0.17448,-0.19547,0.00661
-0.24216,-0.10126,-0.01989,0.07645,-0.12151,0.12694,-0.13613,0.06998
4.12677,-0.35921,-1.71419,-0.4593,-0.70384,-0.48925,-0.1277,2.60913
-1.47658,-1.10796,-0.1036,0.25277,0.11166,-0.93495,3.04629,0.08998
-0.61048,-4.38359,-7.86762,-2.25431,-2.12729,0.2244,-0.01935,1.34762
-3.15973,-4.33988,-7.92239,0.27393,-0.2532,-4.33481,5.66565,0.35509
-5.88458,-0.07329,-2.46455,-0.02669,0.05847,7.11608,0.11303,0.41671
-5.5573,-6.85152,-7.07948,-6.89685,-3.13874,-1.40951,4.856,1.87444
3.85921,-1.07777,-0.20966,0.02833,-0.4754,-0.14407,-1.83915,-0.03952
0.58056,0.02765,0.51731,-0.18948,0.27143,4.8593,-0.76035,0.23699
-4.77665,-12.42961,-14.74209,-1.9316,-1.30658,-0.58351,0.94319,3.82412
-0.90021,0.15379,0.31191,-1.25285,0.14058,0.29056,3.95811,-0.38805
0.02398,3.73732,0.59295,0.1015,-0.0072,-0.58748,0.20152,-0.55676
-0.94344,0.0732,-1.28371,-1.84575,-0.72519,10.51181,-4.91655,-1.15455
2.03009,3.13279,3.99613,1.50608,1.46283,-0.36131,-0.08664,0.13452
0.81544,5.35075,3.74596,-1.39633,-0.2549,-5.34473,-4.11879,-7.32847
-0.23029,1.39312,3.94597,1.1264,3.59109,1.79438,-3.17301,-1.08226
-0.56976,0.70887,3.21813,0.51428,3.25875,1.78944,-1.61007,-0.37044
-0.90793,14.13359,1.24459,-0.10818,0.54933,-2.21867,0.01549,-2.37645
-1.94786,-0.69818,-2.52999,-5.16584,0.02312,-0.35921,1.02666,0.41791
1.15982,10.78021,0.97391,-0.12388,-0.08237,-5.33737,-2.47633,-3.79191
0.44408,3.18764,0.52786,-9.4051,0.02197,1.71729,-1.55784,-2.04955
-0.51266,-0.00338,-1.02127,-1.26623,-0.26355,11.09311,-4.7513,-0.1451
3.13938,15.47536,9.23103,3.56935,2.18166,-3.77076,-0.59658,-2.88402
0.3525,1.96357,7.80457,-0.05861,1.1707,-1.43314,0.31901,-1.70441
10.41797,-1.16723,0.13417,-2.94806,-0.07084,0.59533,-4.24787,0.65679
-0.38415,-7.92608,-8.16739,-2.41093,-2.72239,-0.09436,0.62161,1.52348
2.57307,-4.50945,-4.73728,-1.81512,-3.03073,-1.14188,-0.96105,-0.04228
0.02135,-9.34698,-9.89904,-3.08868,-3.80629,-0.5909,0.10909,1.11724
0.34096,-6.49903,-7.77237,-1.0706,-2.73958,0.35332,1.24576,3.40477
-10.34898,-7.14879,-6.68643,-1.11436,-0.39678,-4.48867,3.59473,0.01374
-3.39013,-2.3912,-6.5868,-0.11165,-1.03383,-0.16596,-0.40659,1.10717
-4.29652,-12.12883,-7.41029,-0.67326,-0.76067,-2.26196,12.23202,1.71358
2.8948,-0.29188,-0.52786,0.15105,-0.56778,0.10116,0.4022,3.69658
0.99431,-1.16711,1.3701,-0.50814,-0.03624,0.19249,0.34402,0.11071
0.53211,-3.02215,-4.56639,0.09617,-4.76442,0.84386,-1.41545,3.65392
-1.01805,-1.64461,-5.44962,-6.68284,-1.6486,11.68241,-1.98575,0.96057
0.39649,-3.08207,-10.16289,-8.67139,-6.3265,0.07313,1.15504,0.55068
0.05307,-3.34615,-3.03877,0.87958,-1.71399,0.20344,-0.23286,5.50586
9.09382,-0.21418,-0.07016,-0.12431,-0.47528,0.70229,-3.94056,0.70107
-0.58966,-0.90483,-0.51453,2.50895,0.03208,-0.20763,1.49154,-0.31929
-4.14451,-0.86571,-4.36844,-0.9846,-0.04866,13.02787,0.12364,2.35163
-1.33379,-0.59797,-0.57637,-2.13694,-0.08816,0.04939,0.31279,-0.41593
-2.78314,-10.49508,-4.27419,3.41012,-0.67864,-1.29684,11.19495,0.06785
0.28659,0.51039,-2.85209,-1.96777,-0.29755,8.03995,-0.34241,-0.09172
-5.81045,-2.0011,-4.95893,-2.27334,-2.9803,-3.33015,3.36786,-1.23081
-1.38734,-0.47511,-0.07835,3.3516,1.40371,-0.55189,3.02205,0.35719
1.08904,-4.16215,-8.77527,0.28593,-0.47477,0.15223,0.34981,3.37199
-0.16003,-0.05149,0.05282,0.02422,0.69493,-0.96482,0.82049,-1.32628
-0.06013,-0.52304,0.17226,-0.06634,0.89596,-0.01845,0.48396,-0.62188
-0.22623,-2.8535,-0.2408,0.22689,-1.04359,-0.25013,-0.04742,1.0472
-0.02381,-1.00818,-2.56976,-2.23294,-2.6985,0.37961,-0.39965,0.53716
-18.12148,-5.98978,-16.97134,-11.26491,-7.33596,-1.94374,-0.03479,-1.3513
-2.69718,-5.97942,-6.27711,-0.85956,-1.52977,1.56535,0.43288,0.99898
-11.02138,-10.5356,-10.69195,-0.479,-2.90089,-0.43083,2.14443,0.15005
-0.11414,0.80553,0.6836,0.75158,1.91822,0.96435,0.10186,0.24953
-0.50981,-0.54547,-1.43355,-0.40222,-0.16344,3.55894,0.37432,0.53015
-3.44282,0.43488,-0.44716,-1.15335,0.24977,0.09125,1.576,0.10222
-0.01238,2.72493,-0.49979,-1.9744,-0.68611,12.48644,-4.78779,0.2209
2.06966,8.89073,7.11168,-0.02706,0.43906,0.29132,0.23137,0.7564
-12.05032,-1.76692,-9.38842,-4.70122,-1.27762,1.6579,1.14749,0.38632
-2.88932,-0.0153,-6.03526,-10.71956,-4.02978,5.51946,-1.85473,-1.28707
-0.32548,-1.78567,-0.63892,-0.73569,-0.48582,2.81537,-1.32009,0.06282
-0.62083,-0.84738,-1.81176,0.08762,0.28785,-0.00524,2.83905,-0.01094
1.07217,0.06291,-0.53154,-1.59625,-0.31764,-0.23093,0.229,-0.26046
-2.1867,-0.8664,-9.51606,-6.35686,-1.78897,10.98733,-0.32664,-0.02144
0.83131,-1.33156,0.16909,0.02745,-0.21929,0.57611,0.17909,2.83983
-0.87743,-1.72857,-1.619,-0.25784,-0.6843,0.2439,-0.33824,3.35409
1.50608,-0.95325,-2.27394,-1.9712,-2.68179,4.30987,-2.72015,0.44895
7.03689,-5.02377,-7.72613,-2.04987,-4.33526,2.43105,-2.67923,1.14231
-1.4258,2.17542,-0.00182,0.12416,-0.00735,1.25875,-0.19997,-0.10476
-1.52745,-3.17829,-11.7172,-10.28037,-4.52574,0.20438,0.29488,0.59337
6.14473,-2.04937,-1.40439,-0.16749,0.11416,2.75317,-0.54955,0.23288
-0.03225,0.99051,2.54851,0.68592,0.14459,2.38773,-0.31732,-0.13034
-1.99287,-1.31247,-1.61558,-0.60932,0.47284,-0.40634,1.20488,-2.2536
0.05371,-0.11954,-0.01478,0.25724,0.30313,0.63363,0.20055,0.54708
0.78872,-1.24124,-2.85194,-0.4417,-0.39601,0.61552,1.69326,5.53197
-0.33413,-1.13835,-1.12534,0.32385,0.57366,-3.04512,3.97365,1.45628
-0.33424,-3.84385,1.00816,2.10326,0.30041,-1.68428,5.79993,1.82254
-0.0389,-1.06209,-4.08712,0.15106,-1.09875,2.02198,-0.59749,0.1112
-2.02087,-0.66377,0.17336,3.81014,0.85641,-0.88675,2.33905,-0.16328
4.31702,-0.57119,-0.11194,2.09135,-0.67984,-1.44834,-0.78813,-0.35992
-0.34178,0.36013,-2.33219,-1.54656,-0.15615,2.29564,-0.92969,1.27096
-0.27009,6.07819,2.20579,0.85008,0.55374,1.57234,1.03892,1.25894
-0.71183,-2.44475,-2.22724,0.04816,0.6122,-4.61574,7.21246,0.69923
-0.18327,-0.64346,0.40809,5.37134,0.20618,-0.35599,0.55877,0.60831
-0.49104,0.06677,0.99374,4.36468,1.00737,0.10002,1.44736,0.26826
-5.05931,-5.36813,-8.10016,-8.91449,-2.15714,4.19051,-0.10142,0.19689
-0.12753,-1.63813,0.29526,-0.27785,-0.23752,-0.27327,0.67158,0.84971
-1.31749,2.30831,-1.50303,-1.32257,-1.93388,2.14693,-5.54359,-0.60068
3.64507,-4.66127,-6.3265,-0.6485,-1.78031,2.04523,0.11491,8.93702
4.67654,-4.4991,-5.41435,-3.04483,-0.65717,0.71934,0.06712,3.72578
-0.00573,0.95529,0.14377,-1.7237,-0.98506,0.08382,-2.22352,0.07481
-0.3732,-0.3427,2.97604,3.06279,1.61759,-3.61106,0.96542,-1.08657
-8.74621,-2.13186,-5.77743,-5.75225,-1.00046,1.84567,-1.20141,-0.38373
-0.51353,0.72276,-3.31229,-3.03767,-1.26337,4.2149,-2.51723,-0.6526
-0.98966,-0.15796,-3.54664,-0.47265,-2.47888,2.21572,-0.14115,3.93711
10.14852,-2.07069,-1.83457,-0.66052,-1.10648,-0.05869,-1.0146,0.55366
-4.52212,-0.10018,0.41776,3.29908,0.23191,0.73009,3.48699,-0.06514
4.18307,-8.72134,-5.64917,0.88621,-0.45408,0.90752,0.83315,6.00384
-0.65703,-1.82938,-0.64439,1.94156,0.15745,-0.31396,0.44304,0.18168
-5.63836,-22.6258,-14.0266,0.14788,-1.6635,-3.99016,2.82802,0.56408
6.93757,-0.32281,-0.00843,-0.07684,-0.42097,0.55094,-0.82754,4.28435
-0.43952,-3.16994,-4.39943,-1.45364,-3.12478,0.10216,0.04043,0.70515
13.99778,-0.69151,0.00822,-0.31628,-0.82234,0.28761,-1.84692,2.64166
-6.29987,-6.2988,-11.59073,-2.30848,-4.01539,0.18616,0.19633,4.47561
0.7928,-0.53069,-1.77981,0.91191,0.18671,-1.7143,1.77442,0.12526
1.06136,-0.7416,-0.73913,0.57348,0.04125,-0.46338,7.09746,-0.24602
-0.75842,-3.26698,-3.60345,4.09014,0.38583,0.02466,5.2416,6.23628
-1.40085,-0.7755,-0.34485,0.22901,0.05282,-0.89412,2.4828,0.15259
-0.17111,2.20755,3.68878,1.71065,2.12749,-0.25393,0.14079,0.11178
2.53522,-4.04238,0.16552,4.95243,1.21454,-0.53497,3.21939,2.00132
-8.16906,-4.7553,-8.22414,-4.3134,-1.41595,0.09251,2.95276,-0.11434
0.01723,0.70706,11.55344,5.98801,4.69376,-1.78031,0.15956,-1.48253
0.39751,-1.19135,1.49695,2.9462,2.23253,-2.37117,2.06759,-0.50286
-2.83848,-1.96989,1.38081,2.38274,5.26398,-4.49551,2.55077,-1.75321
-1.29763,-0.05243,-1.05896,-2.62206,-0.29918,5.65294,-3.20874,0.13882
0.32837,-2.32685,-0.1581,0.9727,0.64831,-0.42809,1.56835,3.78448
0.95757,-4.15791,-1.52897,-0.6821,-0.09527,0.39577,0.27065,2.44923
7.22894,-1.90703,-0.92859,-0.315,-0.93985,-0.43853,0.1036,2.23158
-1.92313,-9.63212,-9.96616,-3.51869,-1.12567,1.55874,1.3671,1.51398
-2.05391,-1.16696,-4.48156,-0.82102,-0.04677,2.52115,0.29673,0.04015
1.02981,3.79686,4.41455,-0.22735,0.59956,-1.25121,0.36964,-0.4061
-1.39187,-3.55902,-0.46334,7.20968,-0.18896,0.04877,-0.1643,0.7962
0.97687,-4.98162,-0.80719,2.50465,1.66377,-0.01238,5.11601,1.9982
-2.72088,-1.87024,-12.35175,-0.02424,-0.61788,0.50936,-0.82662,0.38294
1.44046,-1.46083,-2.33227,-0.75493,-0.73128,1.43204,0.29811,4.8703
4.70744,-0.40026,2.72204,0.23334,1.15072,-1.00478,-0.75029,-0.51485
0.49935,-0.53393,-0.40462,1.90703,0.68074,-0.79541,0.45412,0.02588
-0.19343,0.97356,-2.56758,-2.33735,-0.15641,11.27671,-1.04501,-0.41812
0.24226,0.96436,-1.9261,-2.45703,-0.42295,3.7877,-2.09541,-0.3395
-0.10283,7.97799,-0.56522,-4.81154,-0.54283,-0.64204,-0.9174,-1.79916
0.40953,-0.02566,-0.247,-1.37461,-0.09798,7.98198,-1.19667,-0.10949
-1.02183,-5.91543,-9.45055,-4.27269,-3.82038,0.44987,0.9016,4.32801
4.90657,-0.1623,-3.21852,-0.50197,-0.74291,-1.7701,1.02076,0.88695
0.09659,-0.71921,-1.2164,-3.07171,-0.57042,0.05482,1.22865,-0.00524
2.90333,1.03251,-0.42215,-0.37841,-0.06573,1.46268,-1.7792,0.00284
1.09654,0.74374,2.76027,-0.08897,0.1427,-4.32506,-0.04809,-2.99051
-0.15389,4.13796,4.29285,0.45718,-0.026,-3.80946,-3.67906,-0.96505
0.37632,1.55571,0.72838,17.63192,3.35447,-1.2888,3.81604,0.37906
-4.92741,-0.35891,-3.54228,-0.04349,-0.13851,5.10654,-0.24988,3.05781
-3.80262,3.43146,7.3193,13.7449,5.51755,-1.02143,1.81651,0.19445
-14.09167,-6.37474,-9.01938,-1.77837,-0.21667,0.11762,2.33687,5.20413
0.1265,1.69634,6.07819,0.22137,1.45455,0.62275,-3.21678,-2.67224
0.36848,3.32719,8.988,1.732,2.25071,0.90422,-2.15397,-1.76204
0.11425,-1.23743,-0.60641,-1.92284,-0.66224,-0.45998,-0.30181,2.13151
0.65193,15.81981,9.73122,0.75803,0.06019,-2.83772,-2.33105,-4.43699
3.96813,3.79289,7.33091,3.97527,0.58563,-1.88986,-1.09875,-1.78352
4.48937,0.17897,0.15528,-1.92915,0.09016,-0.03266,-0.5743,0.15415
1.26683,-1.38069,-0.38712,-0.87723,-0.0732,-0.62865,-0.28883,0.04156
1.32564,0.32723,-2.75759,-4.41306,-1.34535,1.36964,-0.89926,-0.58246
4.39937,21.80645,12.41757,1.09099,3.01268,-3.33388,-2.20469,-4.9204
0.01187,-2.71219,-0.88896,-0.41432,-0.53022,-0.38213,-0.89942,0.70886
-0.09232,-4.68877,-1.32939,0.07565,-0.01716,0.05672,2.57592,1.01043
0.24052,-1.52138,-4.78063,-2.84611,-0.18487,1.73222,0.09734,1.14532
0.23258,-5.90322,-7.0609,-0.65949,-2.33703,0.02807,1.0402,3.2395
0.62553,1.80969,3.90777,0.04022,2.36412,0.21812,-1.07833,-0.3278
-2.69587,0.04448,-0.68752,-0.21466,1.47208,-1.72273,9.48786,-0.04911
-1.35997,3.28066,-0.59501,-10.50048,-0.00445,0.38354,0.07518,-3.66496
-0.25469,-0.06469,3.68906,5.08788,2.18531,-4.30987,3.50612,-0.34831
0.88564,-0.79175,4.42632,4.25425,1.5283,-3.61895,1.69104,-1.08341
-2.65852,-0.24316,0.4917,2.74389,0.6069,-2.4846,1.97399,-0.89683
2.99837,11.30152,7.26982,0.10684,1.01823,-0.77357,-0.93002,-3.10187
2.09506,11.00692,3.93672,1.36735,-0.07173,-0.38632,-2.99093,-1.26743
2.6395,9.42976,9.51597,-0.34589,0.35302,-1.87727,-3.54283,-1.58729
5.42217,9.40706,10.18867,0.83792,1.22037,-1.9128,-3.20357,0.16005
-0.10489,2.17438,2.91764,0.10326,0.20514,0.29954,-1.31644,-1.78346
-0.17215,1.39054,1.30561,-0.14998,0.68199,-1.80565,0.67631,-1.9272
-0.62894,0.80774,3.7521,3.22052,0.67904,-0.57077,0.30463,-0.01696
3.56448,1.33838,0.28201,0.01955,0.08841,-0.85646,-1.24893,-0.25838
-0.65888,3.66851,3.16313,1.62966,1.53318,-3.83672,0.62757,-1.12479
1.91041,4.25369,9.13002,4.35411,2.10239,-1.57086,0.0845,0.11808
0.58797,4.1504,7.20523,3.25903,1.53491,-0.9068,0.06627,-1.34347
0.46966,11.40223,7.02241,0.22137,0.61731,-2.26788,-0.59101,-4.48804
0.5374,7.44456,2.79082,-0.37559,0.02422,-4.23356,-1.40145,-1.29763
0.33664,3.81181,2.13434,0.36813,-0.4279,-9.07376,-2.20755,-2.46978
1.1493,8.84188,6.69386,1.2766,0.51373,-3.44494,-2.32781,-1.44848
0.27221,9.3822,6.56988,0.66046,1.43533,-5.93068,-1.91259,-4.12082
0.52786,9.79419,5.52217,1.2266,1.11472,-1.79114,-0.91218,-2.81757
0.6144,4.46667,4.23859,0.85251,0.9818,-5.09624,-0.1683,-1.86772
1.44512,10.69443,11.22262,0.24168,1.81497,-0.02231,-0.49264,-1.3249
0.65281,9.97286,7.02241,1.83569,0.97143,-2.11312,-1.33913,-3.82783
-0.0032,5.42445,1.59388,-0.06092,-0.59425,-2.77388,-0.21998,-2.41361
0.261,13.04887,5.79295,-0.87806,-0.42148,-2.97581,-2.35418,-4.28637
2.71313,4.77461,8.21025,-0.31239,-0.2128,-5.15618,-0.91319,-1.73283
-1.59005,-1.52348,-0.63324,-0.05091,-0.10577,-1.25101,1.26237,-0.14661
0.0904,-7.75235,0.04564,-0.19732,0.02919,-0.02993,3.70693,1.08832
2.6087,7.71269,8.83572,0.61694,0.42138,-5.78909,-0.8295,-3.06919
0.59353,14.41539,7.36725,0.87768,1.32555,-1.81486,0.00669,-1.3223
0.35615,0.28451,0.81337,0.81396,2.56616,0.48035,0.14939,0.16743
-0.6794,0.309,1.53739,8.35818,0.24034,-0.10544,0.78588,0.40232
-0.52428,-3.27698,-7.46776,2.9905,-0.47699,-1.36287,0.3738,-0.13683
-0.04687,0.26303,0.02754,1.92013,0.03357,0.47162,0.08126,1.11528
0.3487,3.83492,2.70852,-0.03389,0.76838,-0.08647,-0.74008,-1.23743
3.10097,-0.01113,0.90095,2.07875,-0.61604,-0.38336,-3.13112,-0.55741
1.03392,4.76291,3.96709,-1.22721,2.27686,-0.15065,-0.73783,-0.18006
-0.31654,-0.56611,0.0467,0.252,0.27248,-0.42619,0.04765,-0.62661
2.90907,-0.32343,-0.01961,1.15616,-0.05328,-0.03076,-0.17634,1.80869
1.87062,0.29664,2.13655,7.21738,0.32153,1.54412,0.03833,4.13656
0.77448,-1.57965,-1.46754,-0.51779,-0.16047,3.4822,1.33759,4.41473
-0.66699,-1.84869,-3.92729,-3.67643,0.06572,12.4311,-0.3535,0.09092
-1.84589,1.82133,-0.87935,-3.5021,-1.00903,10.10728,-4.10398,-0.82876
-1.97188,-3.69142,-0.14168,8.9989,-0.08193,-2.48092,2.27479,-0.03182
6.04787,20.25802,18.58911,2.79191,2.39405,-4.10814,-0.50593,-4.40207
-1.87935,1.74284,-0.43664,-0.09679,0.06395,1.18832,-0.01542,0.2777
-0.49769,0.06379,2.68521,3.90526,3.04615,-4.08191,1.58528,-1.63897
3.65204,-0.1529,5.61609,5.46409,0.73271,-1.4681,-4.39739,-1.52607
9.53021,1.76424,2.24515,-0.93617,-0.37499,0.13879,-2.93303,-0.74261
1.06415,13.70271,8.85317,3.8912,0.61332,-5.7417,-4.31087,-4.40938
0.53172,-0.46147,-0.65463,-2.98096,-0.98449,0.75921,-1.1927,-0.21156
2.97525,3.42177,4.12291,0.31602,1.35049,-0.81239,-0.18946,-0.71409
0.29362,10.24352,4.97076,1.76497,0.45495,-2.0387,-2.78545,-3.47217
2.3379,-0.65376,-0.30859,-1.70046,-0.88479,-0.2418,-0.25731,1.5766
-0.06768,2.75208,1.13016,-0.44903,-0.07883,-6.06776,0.24467,-3.59565
1.44314,0.10703,-0.66946,-0.06008,-0.14999,-0.25826,-0.01455,0.07802
4.62661,10.95648,9.48726,0.93529,-0.02885,-4.55069,-2.48258,-6.66509
-3.64423,-2.48072,-7.40127,0.15831,-0.88942,2.1307,-0.24154,-0.19878
1.72028,-0.18038,0.23042,6.62479,-0.48752,-0.21831,-2.91065,0.43542
-5.54521,2.7672,-5.37587,-2.70937,-3.55126,1.53985,-0.35242,-0.08354
-2.25203,0.08607,-2.22024,-2.45117,-1.23182,0.03489,0.00374,-0.01042
3.80413,9.47225,0.33527,-5.96046,0.69629,6.91955,-2.86821,-0.46612
0.2594,-2.19932,-2.33168,1.06052,0.04374,0.28923,0.60472,0.79416
5.72809,18.78617,13.73256,0.11785,2.86851,-4.53097,-1.76333,-9.90815
-1.4397,0.694,-1.1867,-0.12962,-0.21348,8.56551,-3.4904,0.13965
0.28537,7.0459,0.61445,-1.77619,-0.4727,2.35285,-3.13702,-3.66115
3.75352,-0.00192,0.28553,-0.07387,-0.38377,-0.09703,-1.88289,-0.20268
-0.75128,0.44127,-0.00043,1.09985,0.09203,0.52105,1.03657,0.54805
-0.4984,-0.38906,-1.85915,-0.22819,-0.81761,0.14275,-0.30021,1.24669
-0.05654,1.28638,-0.23455,-1.49506,-0.44088,0.28869,-0.54709,0.01813
1.81013,9.22765,10.81097,0.31221,1.22648,-0.38397,0.29282,-1.92557
-0.34782,-1.02992,-0.93564,-0.43775,0.01095,0.5056,-0.23588,0.02043
-0.42435,0.02886,0.76636,13.76086,1.44498,0.34916,2.65524,1.04194
8.11208,0.41152,0.13395,-1.18006,-0.14188,1.36092,-1.34845,1.18544
-4.00569,-1.64934,-2.93498,2.33029,-0.05705,-0.07133,2.35015,0.43399
-3.56166,-0.1943,-0.12937,-0.04973,-0.21225,4.45177,-0.90143,0.00458
2.88631,6.82874,3.7088,0.87801,1.79611,-0.04223,-0.00571,-0.28466
0.08526,-2.35317,-2.73138,-0.93814,-0.20795,3.20665,1.11893,-0.25604
-8.45204,0.95665,-0.03904,2.48307,2.06326,-2.26579,7.89479,1.03986
9.82053,-0.23656,0.19912,-0.69998,-1.77032,1.47202,-6.97512,1.20559
0.00963,-0.02073,-0.76034,0.62266,0.72331,0.12935,-0.34792,-0.05809
1.20733,0.08408,-0.86207,-0.33506,-0.76539,1.91254,1.66432,0.42084
-2.93893,-0.06645,-7.58763,-9.45463,-2.34561,5.82693,-0.29425,-0.1079
-3.22795,-1.18644,-3.31035,-0.49551,-0.09979,5.01988,-0.15682,2.09402
2.9771,13.08031,7.74606,1.13978,0.72083,-4.01675,-0.8643,-6.16335
-0.52608,2.17474,-0.59522,-0.65122,0.10238,5.10274,0.04779,-0.08215
0.02143,-0.00066,-1.28957,-1.32088,0.28971,0.9858,-0.08206,-0.25904
-0.57186,0.07484,-5.60106,-3.98346,-2.18334,3.09449,-0.3743,-0.02522
1.08018,-0.52529,-2.13639,-0.85099,0.06149,0.9598,-0.08704,0.91015
-0.59647,-0.05869,-5.2573,-6.03176,-0.94449,3.63599,-0.51386,-0.67762
-0.74612,-1.25077,-0.02043,0.4352,-0.49718,-0.46961,-0.08582,0.71836
-0.86967,-5.90576,-10.46634,-6.52243,-1.59174,0.10344,0.68731,-0.20602
-0.10968,0.86606,-6.43711,-3.58831,-3.06274,2.92164,-1.19278,-0.27114
-1.77541,-13.02829,-7.35368,-2.33257,-0.80894,0.96132,-0.19837,1.01269
-3.40407,-0.5803,-8.77386,-4.88798,-0.77278,1.75533,-0.10015,0.07055
0.64487,-0.36013,-0.87631,-1.72826,-0.70483,4.74493,-0.54994,0.04479
-0.64916,0.09216,-1.13735,-4.04738,-1.03689,7.23921,-0.51671,0.49075
-1.50676,0.16943,-3.48085,-7.42788,-2.83199,4.78045,-0.08063,-0.77667
-3.71284,-0.03583,-10.32497,-4.93159,-4.08737,12.7881,-3.92517,0.17856
-0.25474,3.33839,-0.96091,-2.45487,-2.23468,14.18047,-4.15605,-0.6744
-1.32628,-0.17615,-3.60701,-0.68895,-0.39547,7.30107,-1.16398,0.09688
-2.41135,0.32561,-4.43615,-3.65732,-1.75725,7.28019,-3.44344,-0.33682
0.79587,8.11838,9.5185,1.1376,1.34841,-1.0779,-0.11903,-1.87134
-0.64269,0.29986,2.09428,1.11459,1.44917,-1.80364,1.45002,-0.59524
2.39209,15.74894,15.24982,1.76888,2.35293,-3.13428,-2.08718,-5.4506
1.61536,13.62583,11.79473,1.13641,0.31638,-3.52454,-1.15596,-5.13823
6.57083,6.34091,1.16988,-2.70001,-0.12049,3.28038,-5.9036,-2.99771
-3.38919,-0.30305,-1.53177,-0.11346,-0.16642,-0.49147,-0.02757,-0.33043
-0.92459,-1.89897,-1.32405,0.7436,0.86301,-0.7341,3.50775,0.10421
-1.58016,0.44585,-1.68893,-0.54399,-1.41241,2.83282,0.41734,-0.61626
0.35301,2.94619,4.40976,0.58263,1.17239,-0.4224,-0.50405,-1.57174
-0.9662,-1.39157,-1.93152,-0.28665,-2.05813,-1.6826,4.79193,-0.20897
-2.1319,3.16896,-0.12306,2.38581,0.48864,1.53498,-3.88047,-0.82847
3.95683,10.473,14.28639,3.02238,1.66808,-2.8901,-1.29545,-3.95428
1.57427,17.87373,8.9462,0.87495,0.89341,-1.80835,-0.77241,-3.68362
0.13452,-1.05944,-0.67898,-0.53629,1.77187,0.86283,3.90934,0.82446
4.52628,18.59722,11.34813,1.67072,1.46117,-4.09084,-1.82939,-7.84901
5.44189,-1.6706,0.00571,-0.11238,0.01264,-1.22471,0.95611,-0.07393
0.84289,-0.03191,-2.97294,-1.21622,-3.11019,0.18115,-0.76841,2.81004
-1.57037,0.21692,-0.79543,-0.64204,-0.3579,0.29859,-0.93827,-0.05393
0.58132,0.16969,1.39052,0.55486,0.24136,2.89125,-3.76301,-0.07712
