Ependy,Medullo,Aggressive,Cranio.LGG_BRAF.V600E,HGG.rich,Ganglio.rich,LGG_BRAF.fusion.rich,LGG_BRAF.WT.rich
-3.99243,-2.25073,-0.62785,5.81818,0.72389,-2.67089,1.40885,1.09617
-2.2785,0.01696,-5.63313,-3.27417,-2.42551,0.24693,0.43666,-0.98953
0.69597,6.79846,5.42659,0.02782,2.59028,-4.38072,-0.37397,-5.0233
-0.09257,-0.89926,-2.75154,-0.67879,-0.12836,0.53332,-0.01543,-0.08718
0.09352,0.01813,10.16289,6.9542,4.06839,-1.18253,2.81777,-0.42129
-0.29367,0.61194,6.69871,5.47632,4.0555,-4.67072,4.05149,-0.08648
0.60375,-2.3897,-0.64016,3.98461,2.94564,-1.81009,3.49387,0.04861
-1.87411,-0.41362,-0.43175,3.73305,1.78606,1.44887,1.6891,-0.03125
-0.17679,-2.58932,-2.3588,0.14435,-1.37595,-2.62152,-0.11384,-0.98121
4.90391,5.66477,7.67618,1.0293,0.02756,0.08619,1.23376,-0.24658
0.93738,7.03356,1.17639,-2.36715,1.00171,-0.45771,-9.13691,-5.48125
-2.70793,0.48857,0.21423,1.39242,1.27115,-2.94976,0.56949,-1.28371
-2.51362,-1.72432,-4.76408,-5.75892,-1.55874,0.23894,0.11388,-1.16599
0.76987,0.59178,7.99723,11.09884,2.82623,-1.94764,0.67686,-0.71496
4.01367,0.74376,0.8512,0.22573,1.50217,-0.13256,-1.01621,1.28727
-0.88367,-1.22155,-1.54758,0.47602,-0.12918,0.25409,0.1043,0.80396
-0.61604,-7.69508,-0.387,2.96643,-0.00044,-0.04062,0.66279,2.45596
5.65187,-0.98499,1.70153,8.8136,0.48622,-1.57387,-0.65842,2.11366
2.7873,-0.47123,0.56101,6.28787,0.13633,-1.98218,-1.0109,-0.04047
4.44778,0.06664,0.12903,0.00511,0.69896,0.37179,0.27596,4.15193
-4.50431,-1.12494,-3.10839,-1.0357,0.83357,0.35481,0.13009,-1.76116
-4.68587,-0.86649,-3.17022,-1.12223,0.92469,0.14624,0.1707,-2.37938
0.79859,5.83757,1.77078,-0.24021,0.32068,-2.06807,-0.22644,-4.11199
0.76493,-2.12648,-9.35449,-1.75098,-1.13248,2.81002,0.53104,4.26167
-3.12765,-1.45658,-9.87713,-3.21144,-0.4474,1.46315,0.10115,0.47146
-0.85974,-0.01234,-0.18704,3.50296,-1.10491,-0.79988,-0.99189,-0.14856
0.15428,6.92102,2.00519,-0.75096,0.57269,-0.36634,-0.09746,-0.93353
0.11936,0.09116,3.35511,1.40839,1.32688,-0.99223,-1.17823,-1.16859
-0.59517,-0.44597,-3.05339,-3.86398,-4.14451,1.09236,-0.96042,0.59742
-0.63426,-2.18733,-9.73122,-3.24136,-5.43408,0.31217,-1.08153,1.51027
-1.03392,-0.79923,-2.82223,0.23412,-1.09902,0.1022,-3.09789,0.44716
1.56298,9.05922,1.94961,0.20685,0.09993,0.03944,-4.43034,0.21243
1.20164,13.10592,12.78798,1.83151,0.9392,-3.85037,-2.8203,-6.28761
-0.38159,-2.14244,-0.82161,0.12018,0.05215,-3.041,8.77261,-0.24891
-0.95252,-8.19446,-5.34744,-0.35195,-0.49902,-1.61551,2.79043,4.38072
-3.20339,-4.22363,-4.05492,-0.02757,-0.36404,-0.25471,4.92557,1.70229
-0.21822,0.81678,0.8963,-0.19354,0.03785,0.71773,1.51757,0.94794
-0.38728,0.09616,-0.23208,4.44164,0.42738,0.4847,1.22014,2.25789
-0.22826,4.80401,9.61626,3.47634,3.69724,-0.14886,0.55082,-0.66298
1.72743,-1.2926,-1.09626,-0.38868,-0.20781,-0.10282,1.45832,2.84864
0.12774,5.08742,4.69996,2.14705,3.13627,-1.49282,0.22708,-0.82853
-0.53941,-4.39896,-5.92062,4.26359,-0.18094,-0.82458,7.06886,1.79611
-0.36583,6.31048,-7.22961,-6.23164,-1.39362,1.51501,-0.95745,-0.28733
2.94748,-0.82876,-0.06126,-0.33266,0.19331,-2.93414,-0.07698,-2.55597
4.11643,-0.25149,0.14187,2.5324,-0.22207,-0.86323,-2.69287,0.07576
-9.39204,8.51307,0.01392,1.7795,3.02607,3.21859,0.39319,0.51976
-5.68349,0.22145,-0.11471,-0.3873,1.60228,7.04768,0.35342,0.60476
10.41882,3.18407,0.52568,-3.49314,-0.58339,5.59464,-6.92774,0.92931
5.16014,0.62343,8.19504,2.56189,0.54014,-0.33692,-2.50851,-0.1316
-0.29014,-2.21654,-2.96262,0.69428,-0.53125,0.27249,-0.37117,1.16448
-0.68449,-0.92185,-0.59205,1.13341,-0.06251,0.06058,-0.11654,1.82668
3.06641,4.17687,1.97445,-0.95065,-0.01557,-3.29369,-4.23673,-7.74152
3.59167,3.98875,9.31616,3.45042,1.4843,-1.89638,0.29229,-0.60888
6.6002,24.49712,15.47664,2.07276,0.87159,-2.6693,-4.48337,-5.99896
2.15321,-0.09072,3.46085,0.24896,2.09402,-5.61642,1.69526,-1.21198
0.309,-0.29592,0.05508,3.63999,-0.58221,-2.70256,0.30352,-1.45714
1.17668,-1.72195,0.45811,1.01012,0.04245,-1.35556,1.33961,-0.94958
5.98309,-5.16393,-5.48979,0.17725,-2.18889,-0.23391,0.18659,2.22439
-1.84045,-0.05551,-6.319,-3.85539,-1.83935,-0.71171,0.06469,-0.61731
0.08148,12.87758,6.93748,0.14012,1.63198,-1.68073,-0.0785,-3.18407
0.3714,4.21418,10.09629,1.92411,1.64351,-6.45556,0.08442,-1.98223
-0.9098,-3.17591,2.93303,5.01722,0.83375,2.07632,-0.164,1.20706
4.48835,6.17903,15.22951,0.76151,4.12159,-1.88533,-0.55048,-3.37405
-0.11595,3.19122,2.21672,-0.17313,-0.09708,-0.24922,-0.26194,-2.07778
0.4374,-3.11337,-6.92064,-0.92807,-1.43675,1.40141,-0.14939,2.09417
-1.50553,-0.14265,-2.32682,-4.11089,-0.30871,3.64367,0.10888,-1.5577
-0.28492,-3.36332,-1.58938,9.42644,-0.15625,-2.27527,0.76212,0.462
-4.50395,-2.23092,-10.40519,-6.75424,-3.05693,0.7893,-0.01516,1.19279
2.90218,5.63669,12.46192,3.40538,2.19514,-6.93854,0.34641,-2.22517
0.15142,8.1529,2.24304,-0.72776,0.52072,0.95999,-0.09392,-3.60326
-2.27476,-2.74087,-2.0849,2.90804,0.22662,-0.11873,0.6475,6.63243
-0.52961,-1.0861,-0.03533,4.46757,0.02544,-1.63586,2.86673,-0.44313
-0.38233,-0.57285,-1.84762,-0.46781,-0.01991,-0.25483,1.69071,1.57409
0.29223,-5.98309,-5.14957,-9.76048,-2.71855,4.64417,-2.93114,0.04294
-2.32733,-0.26373,-4.49359,-7.20585,-1.09681,8.00143,-1.32349,-0.40675
-5.05957,-1.69246,-14.42544,-5.13599,-0.28776,5.56679,-0.159,0.14998
1.00708,16.38112,9.45896,2.12121,0.78783,-5.43996,-2.99272,-4.78958
-1.51279,0.20665,-1.13254,-4.25,-1.00782,9.08075,-2.1404,-0.18243
-2.89474,-3.14233,-15.14392,-10.8163,-1.84331,4.79325,-1.79511,0.35176
-1.43711,-1.14523,-13.19068,-9.3855,-1.90036,5.2211,-1.67627,-0.02962
-1.94691,0.7937,-0.64372,-1.94827,-0.55548,10.46941,-6.56324,-0.25342
-0.24845,0.16929,-0.31625,0.54103,0.33193,0.91484,-0.03917,-0.98644
3.23593,-0.58415,-0.5924,-1.96319,-0.92906,-0.4836,2.56871,-0.09609
-0.5279,-1.84535,-0.96314,0.02822,0.54503,0.21559,0.59106,1.93514
-0.98449,-6.59566,-3.22399,-0.09486,0.88069,-0.35881,4.20123,3.03174
-3.15414,0.38823,-0.57641,1.1568,0.0424,0.00224,0.26428,1.72767
2.62357,-1.55653,-0.49065,3.74271,-0.25112,-0.30034,-2.51654,1.71294
4.27208,0.06737,3.84848,2.14451,3.38635,-0.49821,2.28538,-0.49096
2.98005,-0.23739,3.63485,2.23877,3.44642,-2.01233,2.11312,-1.03971
-0.66318,-10.32587,-3.50668,-0.14949,-1.13163,-0.31087,2.14244,2.14497
0.48106,-0.45511,-2.53462,-1.19619,-1.68108,1.46274,-0.91107,5.18369
-0.12849,0.78336,4.66711,4.07825,0.62865,-6.1476,-0.07681,-3.65122
-10.89043,-0.25716,-4.23366,-0.22627,1.24036,4.63604,4.67405,1.93194
-0.12849,-3.34376,-2.81896,-0.6264,-0.07108,1.43643,1.58761,5.45003
-1.5302,-1.11843,-2.07802,-5.06963,0.16472,-0.01404,2.08296,-0.35972
0.9357,3.8138,2.84931,-0.00792,0.34332,-0.69787,1.00853,-1.02536
-1.49496,0.39105,0.94356,-0.3477,1.80234,2.75333,-1.14976,0.61371
0.20246,2.93,5.936,-0.33664,1.14745,-4.09673,5.02269,0.19608
0.01538,-2.51211,-3.53029,-1.65277,-2.69705,-0.14371,0.73004,1.24765
0.31513,-2.276,-2.77761,0.51972,-1.3745,5.82241,0.78758,5.68298
1.43505,12.04858,3.59082,-0.18507,0.68352,-2.15484,-0.22321,-4.14404
-0.05459,-0.29423,0.52226,1.37445,0.0742,0.0488,1.30873,1.15884
0.20201,-0.29658,-1.92772,-0.3456,-1.56824,0.95252,0.24122,3.65844
0.07015,-0.6234,-0.50272,-0.15647,-0.19161,2.889,-2.11344,0.0798
-0.75092,-2.46989,-1.73973,0.22239,0.30208,-0.62095,8.92235,1.22812
0.24602,-1.42431,-0.18818,1.17227,0.73394,-0.97387,6.26699,-0.24456
-0.69188,0.10267,-2.23612,-0.20977,-0.96022,3.02384,-1.23005,-0.13543
-0.52388,-1.74284,0.10124,1.58186,-0.19144,-0.31352,0.889,0.86236
2.44202,-1.33857,0.11926,0.65451,-0.03272,-2.7576,1.74751,-1.18178
0.12962,-6.9758,-5.86823,0.27269,-0.16007,-0.24896,5.54936,6.7854
-8.59791,-4.70293,-5.81173,0.38149,-0.02353,-0.58406,6.0669,3.85735
-0.93353,-0.52242,-0.72532,1.39372,0.09853,0.02756,2.49852,2.23966
-2.3566,-1.17233,-0.16202,0.03626,0.05276,-1.14301,2.81816,0.08979
2.58698,-0.43937,-0.01994,0.41161,1.45954,0.01379,-0.80139,0.01374
-0.71634,-0.69132,-0.77904,0.17083,-1.13172,-0.00093,-1.75421,-0.45714
6.234,0.85493,4.36398,5.7557,1.21811,-0.06469,0.45791,-0.09247
-1.02438,-0.27347,-1.69237,-0.8575,-1.80052,-0.31076,-0.861,0.06192
-0.85616,-3.53457,-8.79991,-5.41142,-3.8861,0.05589,-4.49945,-0.05681
0.16131,-4.52645,-1.26516,0.02725,-0.62145,0.07625,-2.03237,3.46935
1.26458,3.30813,4.81526,0.70486,0.25685,-7.43357,0.05111,-3.73184
1.20341,-0.0965,-0.50477,-0.16342,-0.15796,-3.65423,-0.328,-0.61957
-0.54218,-2.15332,-1.24036,-2.39901,-0.15954,0.37923,-3.22143,-0.2506
1.0024,-0.3509,-0.37161,-0.83493,-0.12408,8.31671,-0.9559,2.7548
0.39156,3.09577,-1.43515,-5.17157,-0.90893,8.30211,-2.54891,-0.53208
-4.09979,6.77529,-1.36425,-6.49003,-0.00104,9.50564,-3.16721,-0.51877
0.516,0.05785,-0.69352,-0.03299,0.8415,-0.3914,0.50039,0.11209
-0.81554,-0.0744,-2.70711,-0.16058,-0.10214,1.38886,0.18609,0.17158
-3.22301,-1.88038,-17.29177,-15.71605,-5.06467,1.47821,-0.2928,0.96665
-4.93848,-3.04785,-3.92585,-0.26541,-3.04598,-0.08897,1.53144,2.00208
-0.01883,2.57749,-0.25604,-5.32161,0.00624,2.62977,-0.54408,-1.73759
2.70572,0.96693,-0.38958,-0.00843,-0.13074,0.09674,-0.50508,0.76003
-0.57612,0.06433,0.5786,0.21505,-0.38948,-1.23799,-0.59782,-0.62785
1.08142,4.26359,8.14827,-0.7196,-0.1673,-1.39141,-2.23633,-1.08496
-0.52539,0.51894,1.12325,-0.70532,0.6466,0.58195,-1.33346,-1.20451
-0.00982,-2.85872,-4.69858,-0.57708,-1.14552,1.26994,0.56121,7.97918
2.5984,-0.16101,-0.91685,0.01781,-0.14828,0.34724,-1.77349,0.01875
-1.99832,0.35826,0.9694,-0.12376,0.84584,0.41052,-0.87688,-0.86492
-0.73092,0.87383,4.90483,0.40481,0.28799,-0.11551,-3.61892,-0.81707
-1.54237,-0.2458,-12.26529,-2.24211,-2.49706,11.37742,-5.64861,0.0062
1.1389,-1.59155,3.66851,0.53165,0.93471,-1.11121,0.60045,0.09436
-2.86197,-2.22665,-2.8663,-1.85458,-0.30145,-3.04292,3.44918,-1.00202
-1.63638,-1.12486,-2.68268,-0.08811,-0.36388,-0.16005,0.18943,-0.75302
0.27371,-1.09058,-0.06376,1.62016,-0.19225,-1.09145,0.30854,1.07563
-4.77544,0.61998,-0.66012,0.70416,-0.37399,4.92643,0.56689,-0.27859
3.3481,0.29234,-0.33233,-0.59425,-0.43606,-0.12546,-4.08211,0.29932
-0.51701,0.05949,0.00004,0.15734,0.10755,2.65956,-0.22654,3.68965
7.68283,2.62584,5.6006,-0.01564,2.64907,-0.74818,-0.3794,-1.52353
12.07797,1.01339,0.20017,-0.28401,0.65288,1.10373,-2.23587,5.10137
-2.74603,-0.41707,-2.59858,1.34756,0.25444,0.17873,5.89582,3.85868
-3.70185,0.26055,-1.71788,-1.93964,-0.16475,2.94024,0.05551,-1.15138
0.30035,2.63216,1.56645,0.25413,-0.06775,0.65484,-3.47681,-0.2901
-1.31544,-3.75569,-3.6833,1.46103,0.20568,-0.30825,1.43397,0.33387
0.45311,1.21192,3.65681,2.38844,3.19569,0.20605,-0.07921,-0.53155
2.25918,10.44531,15.83138,5.71057,3.14324,-0.50614,2.05395,-0.35425
-3.49964,-7.31756,-6.04623,2.96004,-0.03058,-0.36126,4.17814,1.67732
-9.04292,-8.34345,-4.21801,-1.12744,-0.47543,-0.03178,5.89499,4.35944
0.86408,0.18928,-1.19235,-0.86371,-1.06117,6.46489,-0.07155,-0.02476
-2.54067,-2.92068,-5.88644,2.02325,0.63975,-1.0714,6.12597,1.08146
0.17756,-2.33227,-1.30397,-0.0621,-2.98529,2.11956,-1.56935,3.91142
1.22223,-0.83151,-2.25093,0.48058,0.25227,0.07612,-0.7724,-0.25439
1.67529,-0.09734,1.5404,7.65114,0.53221,-2.13625,0.47751,-0.5145
0.78779,-0.46379,3.49443,4.99447,1.27895,-1.62412,3.23057,-0.6056
0.02672,-0.48424,-0.12013,-0.02236,4.03228,0.34114,5.15284,0.64286
-0.83857,-0.34991,0.03168,1.21403,-0.02146,-5.55991,0.10926,-5.1993
0.17883,-6.26372,-3.75801,-3.97937,-0.19235,-0.05397,0.55803,1.30586
0.01494,-1.06107,-0.90326,-0.37199,-0.84761,-0.24084,-0.60033,0.14442
0.23178,0.72331,-0.28622,-0.35028,-2.23739,-0.29462,-0.58028,-0.23321
-4.9962,-2.78243,-5.0723,-0.07743,-0.33413,-0.28337,1.68091,0.07513
0.43152,2.92535,4.82927,2.63076,0.32561,0.33617,0.22771,0.37835
-3.25217,0.20746,-0.16005,0.2084,-0.10438,12.62702,-2.36771,0.20325
-8.48789,-7.61438,-6.6706,-2.29976,-0.95989,1.32774,1.119,0.27458
-0.10552,-4.82,-4.9475,-2.56542,-0.12925,1.81002,-3.17312,0.02972
1.01179,-1.99984,-4.91229,1.01999,-2.51507,-0.24379,-0.94539,0.84322
-2.24484,-0.54924,-3.63128,-0.29497,-0.83492,2.87103,3.72016,1.79905
2.38647,1.16049,0.33411,-0.26338,0.38655,-2.47413,-0.02301,-2.99179
0.09015,-0.54408,0.19802,3.4191,0.15296,-0.34896,-0.10394,0.19247
-2.31707,-0.14759,-1.21885,2.05518,-0.1803,0.63256,1.53874,1.5719
-0.27398,13.48885,2.59886,0.04994,-0.02036,-4.34929,-5.90595,-5.17245
-7.95172,-1.38338,-10.44539,-4.18309,-4.13738,2.2077,0.71009,7.79877
-0.74406,-1.44868,-0.32331,6.22922,1.10478,-0.96781,1.69185,0.55693
-1.71208,0.14596,-0.3391,3.66226,0.70014,-0.62539,1.72751,0.32813
2.31532,-2.72788,-0.85733,1.55639,-0.27753,0.05119,-0.58363,6.10671
2.46019,-0.79472,-1.27034,0.62763,-0.22244,0.49102,-0.60716,4.42868
13.06012,-0.71336,-0.75054,-0.86,-0.84563,1.1429,-4.54588,1.95164
9.64219,-4.22263,-4.97133,-0.50738,-4.47502,-0.3179,-0.35579,1.95499
0.90051,15.44744,11.66906,-0.08069,1.68911,-0.08365,-3.23666,-5.34436
-1.95029,-1.14229,-16.96714,-7.50606,-2.15056,0.20055,-1.1525,-0.47537
-2.14492,-9.88212,-14.98883,-6.91454,-2.83803,-0.04228,3.98062,4.12348
1.85496,-0.77936,-11.85629,-7.39034,-0.79199,0.60619,0.06507,2.9498
-0.08964,0.19566,-4.77534,-6.75947,-1.41586,5.94424,-0.04122,0.25365
2.39962,-11.04051,-11.09448,-1.24394,-1.33139,0.00092,0.99883,2.62434
1.32268,-0.23138,-5.41923,-2.56108,-1.42561,-0.22173,-0.1735,0.89827
-1.49382,-0.2472,-9.50576,-9.33824,-3.11285,11.94287,-1.6373,1.34136
-2.75365,-2.40726,-17.22913,-7.81854,-1.24717,2.91844,-0.85523,0.47121
-1.26114,-1.94895,-12.81068,-6.36981,-1.14446,-0.02269,0.05705,0.31124
0.07977,2.09866,-5.3595,-11.72469,-2.78314,10.81097,-4.85105,-0.41131
-0.15413,-1.29066,-16.02606,-9.22189,-4.2688,10.74398,-2.25752,1.67363
2.21081,-5.9003,-13.21127,-4.80445,-2.11738,4.40823,-0.90475,1.61415
-0.40787,-5.65317,-7.58288,-0.50221,0.67435,3.76172,3.295,4.11197
-3.80439,-0.16947,-3.89326,-4.59488,-0.71758,7.95634,-0.82602,0.22655
-0.11885,10.50763,3.42816,-0.34642,1.05264,-0.42908,-0.5181,-1.26458
2.05377,-5.29721,-8.63241,-1.3931,-0.17437,0.05963,2.64036,2.62004
-2.99012,0.44895,-1.46935,-2.75403,1.11547,2.42801,1.60766,-0.24163
0.12431,5.22082,-1.11167,-3.81008,-0.63664,1.0022,-5.61808,-2.42635
2.78172,-0.42091,-0.0092,-0.38017,-0.34701,0.69794,-0.95728,0.59551
-4.27664,-5.07354,-11.35084,-3.19102,-0.8054,0.81329,0.15226,-0.09275
-0.42598,-1.87309,-4.35321,-7.06745,-1.08918,0.72811,-0.13519,-0.10059
1.0938,7.90453,10.87702,3.13179,2.75882,-1.32159,-0.38317,-1.82351
0.24471,-0.5949,0.69889,-0.45812,2.36086,0.04513,0.07992,-0.17425
-1.08857,-0.09369,-0.01868,0.34801,-0.1519,-0.20732,-0.62896,0.25262
-1.59776,-6.84442,-15.71379,-5.34598,-5.97017,-1.23484,-0.29896,-0.07211
-2.14862,0.4908,2.29864,1.62619,-0.23447,-0.57462,0.20087,0.46915
10.11772,1.52655,7.99965,5.64076,3.88648,-1.25537,0.84612,0.04942
0.76945,0.39988,2.23053,2.06743,2.64214,-0.52623,0.17759,-1.27285
3.41604,3.56184,3.62314,3.74843,0.46589,-3.61729,-0.88893,-4.08227
-0.79411,1.34203,1.3456,4.62277,1.21586,-0.23317,-0.04581,-2.69668
-0.25604,-0.26856,1.10339,2.62532,0.42858,-1.08004,-0.09205,-0.78325
-0.15264,0.0095,0.17344,1.46347,-0.32374,-1.9466,0.78015,-1.51469
-10.5561,-12.07869,-13.26151,-2.14449,-4.46865,-0.62757,0.11012,-0.11985
1.09808,0.94582,1.80052,6.56534,0.96549,-3.73517,0.55452,-2.56702
0.38653,-2.91982,0.33909,0.5082,0.78681,-4.8432,1.09373,-0.96177
0.81955,0.09235,0.62432,-1.15448,1.25394,-3.12733,2.42717,-2.7247
-1.17444,-1.07002,0.01922,0.187,-0.12507,-7.95954,0.16728,-4.91827
5.36781,0.17405,0.4598,0.04712,-0.17788,-2.13259,-1.71934,-0.88652
-5.53393,-0.65497,-0.17532,1.60593,-0.48298,-0.45213,2.89104,-1.18105
1.88361,0.58844,0.99247,-0.68752,0.41152,-2.43106,-0.03509,-1.14676
3.95199,-2.54599,-1.74765,0.19384,-0.45362,-0.4955,-0.54994,0.24453
0.00796,4.39685,3.88425,5.73614,3.0932,-2.175,1.80134,-3.89261
0.47325,0.417,0.12824,5.24768,-0.72141,-2.25891,-0.05106,0.62151
-1.72203,-0.00106,-0.02451,0.35464,0.98127,-1.03251,0.6791,-1.80228
-2.2885,-0.72999,-3.52805,-5.14622,-1.55541,11.67079,-5.28889,-0.13281
-0.31554,0.11105,-0.03735,-0.93046,0.00686,10.35247,-7.79714,-0.06359
1.86882,5.8171,6.70005,2.95118,1.92077,-2.41135,-0.03094,-3.22593
-0.1277,-0.76288,-0.2442,-0.23268,1.34472,-0.01732,0.26288,-0.13709
5.53993,-0.73537,2.58241,1.33125,0.2524,0.49896,-1.46679,0.74165
0.67073,1.93294,2.39665,0.50575,-1.22094,-0.74281,-0.98703,-0.38448
-1.20201,1.01697,2.12454,0.7876,0.92536,2.33459,-0.74528,-0.65654
0.12868,-1.01166,-2.79919,-1.806,-0.66162,1.54674,-0.03588,1.35995
-4.84344,-3.09085,-3.1404,-0.20425,-0.07823,1.27684,1.02981,-0.15515
-6.02897,0.57651,-5.86254,-1.60333,-0.66671,0.99914,0.78215,0.05
-1.91812,8.30071,-0.37506,-6.42126,-0.5128,5.86253,-0.19054,0.01681
-2.15113,-0.19753,-3.34889,-2.51152,-1.03107,3.13217,-0.37525,0.08487
2.12226,8.90484,5.33541,0.5688,0.46049,-5.08494,-1.59894,-5.60592
-1.30239,-1.50266,-0.27543,0.18094,0.05743,-0.6395,1.45459,-0.05553
-0.53447,0.03684,-8.17398,-10.87265,-7.28806,4.06843,-0.45806,0.32162
1.29073,-0.6362,-5.94025,-8.02011,-2.43259,6.08695,-2.08446,0.62824
-0.41051,1.02678,1.04877,4.18311,1.24316,-0.02361,0.29229,0.77418
-0.04578,0.19626,0.82681,0.84618,3.00424,-4.02258,0.49253,-5.01679
-3.58208,-3.65423,-5.9388,-1.35926,-0.63312,2.68219,0.02298,-0.0165
0.46969,-4.2688,-8.47428,-5.75531,-6.26132,0.35656,0.03143,1.55527
-0.23342,-1.06298,-0.61619,-1.36879,0.06056,-1.44031,0.41812,-1.80115
0.27193,2.71049,0.81788,-4.33279,0.11033,0.35656,0.02884,-0.59523
-4.14683,-8.08458,-8.99544,-3.12413,-3.81207,0.31262,3.39272,2.14896
-3.22295,9.94119,-0.09796,-3.12046,0.15624,11.29698,-0.83129,-0.23745
-1.06441,3.00905,-4.21553,-3.81225,-1.30676,0.3815,-1.14406,-0.79275
0.13286,-0.11303,-1.7643,-2.13776,-3.57878,0.5072,-1.32194,-0.08541
-0.27422,13.08627,-0.51642,0.38314,0.02995,-7.00031,-0.05432,-0.57472
0.49104,5.83265,1.07913,-1.71364,0.89604,1.27368,-1.5156,-0.16238
0.21762,-1.74294,-0.46786,-0.40967,0.51853,0.54032,1.29518,1.27111
-4.01083,-1.39701,-3.74951,7.65918,0.19134,-0.62476,2.02237,2.32154
-1.36563,-1.33125,-0.43518,1.15038,0.22701,-2.22009,0.7822,-0.61659
-0.58427,-0.82811,-4.1771,-3.87155,-2.85083,1.16562,-7.2427,0.03912
0.61391,5.08928,5.19333,8.14411,7.20821,-1.71316,0.13162,-0.72237
2.29072,-13.1526,-9.21596,-5.24584,-2.66449,-0.68948,0.26463,0.14941
-0.90489,1.19898,-1.8324,0.38562,0.72188,0.8619,0.21427,0.13184
0.11024,-1.85422,-2.03467,-2.75509,-1.36883,0.08883,-0.85376,1.50754
-4.99904,-3.25684,-4.76079,-0.12742,-0.45911,2.6229,0.91078,0.7372
-9.15045,-1.13615,-8.16131,-4.27627,-0.64286,4.62201,9.14157,-0.01128
-9.86468,-7.31811,-10.86822,-6.47484,-1.45217,1.59689,4.74695,-0.30888
-5.81149,-3.33975,-6.36265,-5.95269,-2.17879,0.30014,3.49608,-0.34981
-6.24014,-6.49608,-9.65769,-4.04858,-0.55374,-0.55602,6.13007,0.06071
0.08228,-2.91954,-0.46979,-5.99437,-0.09396,2.24332,0.24993,0.07227
-0.18446,0.44723,-0.95571,0.51393,-1.94367,1.83501,-5.20321,-0.59025
-2.93407,1.98376,-1.27198,-0.72115,-0.29575,3.00578,0.95834,-2.51092
-0.62958,1.39083,-1.12593,-0.60137,-0.70821,8.93952,-1.09596,0.28229
-0.31193,-1.66069,-9.69635,-0.44091,-2.53316,3.68185,-3.66769,0.12746
-2.48247,-0.34581,-5.22912,-5.34825,-3.20987,8.14525,-6.53265,-2.37672
-3.53445,-0.49177,-13.08645,-4.72352,-2.56458,8.9462,-3.48332,0.07373
-5.74731,-3.73089,-4.25259,-4.54356,-3.38493,0.69912,6.44473,0.08973
0.75842,1.35105,3.23753,0.25716,1.56674,0.36978,-1.45825,-1.15339
6.03195,0.67644,1.34683,-1.02986,-0.28614,-0.10729,-3.1139,-1.08554
1.51961,7.31687,13.40698,2.46506,3.3971,-3.25273,-0.05765,-2.12573
5.32231,-3.80513,-1.78002,4.51163,-0.26359,-1.91262,-1.20912,0.23605
-0.89935,-7.78214,-14.42767,-1.42207,-1.1467,-2.62318,0.57732,0.40687
-0.55847,5.04039,-0.16809,-7.02503,-0.28337,10.40029,-3.5271,-0.19499
-3.78613,1.28623,-1.68108,-5.16022,0.12032,6.28102,-0.00266,0.27856
-0.32887,-6.8036,-5.04996,1.02949,-1.33834,-0.21035,0.26816,2.2305
-0.36259,1.29312,1.75165,-0.0005,0.98734,-0.9197,0.2741,-0.5548
0.68515,-0.26814,0.35198,-0.85933,1.60375,-0.05172,1.4499,-2.17096
0.00333,-0.06386,-0.76299,4.66355,-0.43739,0.72831,-3.16423,2.21809
0.36242,-4.37945,-2.27575,1.77575,-0.70492,0.13489,0.13769,3.1914
0.08485,0.22075,-0.13161,-4.86782,-3.93663,-0.58264,-0.06532,-0.09127
0.17623,-0.10777,-1.03226,-3.0258,-0.29248,-1.82206,0.06246,-0.12447
0.30826,-6.45259,-0.04662,6.1334,0.29031,-0.26488,0.63194,0.79783
-0.02793,-0.24603,-0.24913,-0.09947,-0.24805,0.3527,-0.10555,0.46072
-0.06218,-2.71548,-4.84417,-2.66092,-2.20304,0.54606,0.04106,3.05587
2.17826,-1.63737,-3.13006,-2.21081,-1.25363,1.67727,-0.17805,2.06159
0.07807,-2.80949,-1.23397,0.14921,-0.05054,-0.02756,0.18181,0.67393
-0.67079,-0.80031,-1.92256,-0.68387,-2.66874,1.67759,-1.21475,0.95283
-4.50913,-9.75221,-7.1797,0.51894,-2.39199,-0.4964,-0.64731,-0.08804
0.21802,-0.96395,-0.46012,0.52273,-3.66308,-0.8948,-1.81832,1.37867
-0.06572,-1.37979,-1.40145,-0.08548,-0.29357,0.40608,0.73796,1.64388
-4.25369,-2.8206,-2.33768,-0.53298,-0.1999,0.53459,0.079,0.36108
-0.75574,-2.98516,-4.48547,-1.72613,-5.39812,-0.05482,-1.0218,2.21889
0.50515,3.26591,2.94564,1.10628,0.82886,-1.32038,-0.53572,-2.51374
0.83784,7.93615,4.68095,0.06447,0.11709,-3.10059,-0.91349,-4.02024
1.01235,13.91554,5.61881,1.68619,2.74682,-2.5925,-0.75604,-4.04013
3.61253,19.37773,16.1218,0.40093,1.68196,-1.39177,-6.42082,-4.44477
3.57576,9.04613,9.95357,0.252,1.5774,-2.42251,-0.19141,-4.99651
4.25845,6.87398,10.90165,1.5288,1.04108,-3.01865,-0.29,-3.13127
0.21339,-0.05449,1.95736,1.71486,3.68319,-0.13965,1.38802,-0.06992
1.46424,13.04523,10.95993,0.00743,0.44163,-1.38939,-0.49253,-2.98439
0.51256,1.21657,3.56672,0.53843,0.21278,-1.01457,-0.61813,-1.89542
2.77088,8.53703,4.1025,0.10017,-0.152,-4.27586,-2.24431,-5.95099
