N60,N122,N186,N204,N288,N315,N406
,,,,,,13754486
,,,,,,13754486
,,,,,,29327116
,,,,,,29327116
,,,,,,29327116
,,,,,,30120400
,,,,,,30120400
,,,,,,30120400
,,,,,,33222752
,,,,,,33222752
,,,,,,33222752
,,,,,,45920736
,,,,,,45920736
,,,,,,45920736
,,,,,,49145524
,,,,,,49145524
,,,,,,49145524
,,,,,,50316240
,,,,,,50316240
,,,,,,50316240
,,,,,,61486908
,,,,,,61486908
,,,,,,61486908
,,,,,,72425096
,,,,,,72425096
,,,,,,72425096
,,,,,,75174544
,,,,,,75174544
,,,,,,75174544
,,,,,,77487216
,,,,,,77487216
,,,,,,77487216
,,,,,,80946384
,,,,,,80946384
,,,,,,80946384
,,,,,,94470984
,,,,,,94470984
,,,,,,94470984
,,,,,,119603744
,,,,,,119603744
,,,,,,119603744
,,,,,,119994560
,,,,,,119994560
,,,,,,119994560
,,,,,,146480192
,,,,,,146480192
,,,,,,146480192
,,,,,,148532192
,,,,,,148532192
,,,,,,148532192
,,,,,,151257232
,,,,,,151257232
,,,,,,151257232
,,,,,,152217536
,,,,,,152217536
,,,,,,152217536
,,,,,,185264128
,,,,,,185264128
,,,,,,185264128
,,,,,,201332704
,,,,,,201332704
,,,,,,201332704
,,,,,,217134352
,,,,,,217134352
,,,,,,217134352
,,,,,,221859296
,,,,,,221859296
,,,,,,221859296
,,,,,,226083168
,,,,,,226083168
,,,,,,226083168
,,,,,,234901744
,,,,,,234901744
,,,,,,234901744
,,,,,,292729568
,,,,,,292729568
,,,,,,292729568
,,,,,,294231168
,,,,,,294231168
,,,,,,294231168
,,,,,,311498048
,,,,,,311498048
,,,,,,311498048
,,,,,,340026464
,,,,,,340026464
,,,,,,340026464
,,,,,,348075072
,,,,,,348075072
,,,,,,348075072
,,,,,,487797376
,,,,,,487797376
,,,,,,487797376
,,,,,,505196672
,,,,,,505196672
,,,,,,505196672
,,,,,,550224064
,,,,,,550224064
,,,,,,550224064
,,,,,,608892096
,,,,,,608892096
,,,,,,608892096
,,,,,,654082752
,,,,,,654082752
,,,,,,654082752
,,,,,,712863104
,,,,,,712863104
,,,,,,712863104
,,,,,,819430912
,,,,,,819430912
,,,,,,819430912
,,,,,,858667776
,,,,,,858667776
,,,,,,858667776
,,,,,,870462208
,,,,,,870462208
,,,,,,870462208
,,,,,,875975104
,,,,,,875975104
,,,,,,875975104
,,,,,,884786304
,,,,,,884786304
,,,,,,884786304
,,,,,,912295936
,,,,,,912295936
,,,,,,912295936
,,,,,,1123917952
,,,,,,1123917952
,,,,,,1123917952
,,,,,,1125639680
,,,,,,1125639680
,,,,,,1125639680
,,,,,,1175652480
,,,,,,1175652480
,,,,,,1175652480
,,,,,,1373308672
,,,,,,1373308672
,,,,,,1373308672
,,,,,,1590674688
,,,,,,1590674688
,,,,,,1590674688
,,,,,,1625434624
,,,,,,1625434624
,,,,,,1625434624
,,,,,,1647464192
,,,,,,1647464192
,,,,,,1647464192
,,,,,,1732722816
,,,,,,1732722816
,,,,,,1732722816
,,,,,,1865984128
,,,,,,1865984128
,,,,,,1865984128
,,,,,,1929763584
,,,,,,1929763584
,,,,,,1929763584
,,,,,,2353399808
,,,,,,2353399808
,,,,,,2353399808
,,,,,,2513102592
,,,,,,2513102592
,,,,,,2513102592
,,,,,,2615098368
,,,,,,2615098368
,,,,,,2615098368
,,,,,,2616198144
,,,,,,2616198144
,,,,,,2616198144
,,,,,,3007897600
,,,,,,3007897600
,,,,,,3007897600
,,,,,,3215501312
,,,,,,3215501312
,,,,,,3215501312
,,,,,,3219778304
,,,,,,3219778304
,,,,,,3219778304
,,,,,,3660584192
,,,,,,3660584192
,,,,,,3660584192
,,,,,,3680475648
,,,,,,3680475648
,,,,,,3680475648
,,,,,,4022160640
,,,,,,4022160640
,,,,,,4022160640
,,,,,,4177669120
,,,,,,4177669120
,,,,,,4177669120
,,,,,,4268077056
,,,,,,4268077056
,,,,,,4268077056
,,,,,,4466483200
,,,,,,4466483200
,,,,,,4466483200
,,,,,,4788862976
,,,,,,4788862976
,,,,,,4788862976
,,,,,,4852962816
,,,,,,4852962816
,,,,,,4852962816
,,,,,,4932833280
,,,,,,4932833280
,,,,,,4932833280
,,,,,,5010681344
,,,,,,5010681344
,,,,,,5010681344
,,,,,,5055045632
,,,,,,5055045632
,,,,,,5055045632
,,,,,,6662320640
,,,,,,6662320640
,,,,,,6662320640
,,,,,,7197046272
,,,,,,7197046272
,,,,,,7197046272
,,,,,,7871095808
,,,,,,7871095808
,,,,,,7871095808
,,,,,,8602687488
,,,,,,8602687488
,,,,,,8602687488
,,,,,,8718901248
,,,,,,8718901248
,,,,,,8718901248
,,,,,,10327434240
,,,,,,10327434240
,,,,,,10327434240
,,,,,,11500569600
,,,,,,11500569600
,,,,,,11500569600
,,,,,,12138364928
,,,,,,12138364928
,,,,,,12138364928
,,,,,,12628354048
,,,,,,12628354048
,,,,,,12628354048
,,,,,,13369493504
,,,,,,13369493504
,,,,,,13369493504
,,,,,,13654081536
,,,,,,13654081536
,,,,,,13654081536
,,,,,,14116442112
,,,,,,14116442112
,,,,,,14116442112
,,,,,,14652588032
,,,,,,14652588032
,,,,,,14652588032
,,,,,,15573512192
,,,,,,15573512192
,,,,,,15573512192
,,,,,,15623372800
,,,,,,15623372800
,,,,,,15623372800
,,,,,,17906112512
,,,,,,17906112512
,,,,,,17906112512
,,,,,,19062822912
,,,,,,19062822912
,,,,,,19062822912
,,,,,,31741763584
,,,,,,31741763584
,,,,,,31741763584
,,,,,,33957629952
,,,,,,33957629952
,,,,,,33957629952
,,,,,,35178573824
,,,,,,35178573824
,,,,,,35178573824
,,,,,,41898422272
,,,,,,41898422272
,,,,,,41898422272
