Log2-transformed iBAQ NOR_1,Log2-transformed iBAQ NOR_2,Log2-transformed iBAQ NOR_3,Log2-transformed iBAQ NOR_4,Log2-transformed iBAQ NOR_5,Log2-transformed iBAQ NOR_6,Log2-transformed iBAQ CKD_1_1,Log2-transformed iBAQ CKD_1_2,Log2-transformed iBAQ CKD_1_3,Log2-transformed iBAQ CKD_1_4,Log2-transformed iBAQ CKD_1_5,Log2-transformed iBAQ CKD_1_6,Log2-transformed iBAQ CKD_1_7,Log2-transformed iBAQ CKD_1_8,Log2-transformed iBAQ CKD_1_9,Log2-transformed iBAQ CKD_3_1,Log2-transformed iBAQ CKD_3_2,Log2-transformed iBAQ CKD_3_3,Log2-transformed iBAQ CKD_3_4,Log2-transformed iBAQ CKD_3_5,Log2-transformed iBAQ CKD_3_6,Log2-transformed iBAQ CKD_3_7,Log2-transformed iBAQ CKD_3_8,Log2-transformed iBAQ CKD_3_9,Log2-transformed iBAQ CKD_3_10,Log2-transformed iBAQ CKD_3_11,Log2-transformed iBAQ CKD_5_1,Log2-transformed iBAQ CKD_5_2,Log2-transformed iBAQ CKD_5_3,Log2-transformed iBAQ CKD_5_4,Log2-transformed iBAQ CKD_5_5,Log2-transformed iBAQ CKD_5_6,Log2-transformed iBAQ CKD_5_7,Log2-transformed iBAQ CKD_5_8,Log2-transformed iBAQ CKD_5_9,Log2-transformed iBAQ CKD_5_10
19.76350975,19.53838921,NaN,18.82055855,18.8190937,19.92271233,20.86188889,19.61250496,NaN,NaN,21.27634048,18.74734116,21.15214539,20.57024574,19.8272438,NaN,18.89956284,NaN,NaN,23.05049324,24.06463814,23.61661148,20.1309433,21.04740143,21.10437584,21.75058174,23.58003426,24.00624466,23.39897919,23.40210533,25.81567764,22.51366615,24.46923828,NaN,23.86050797,23.07970619
20.14532089,19.5023613,20.21193123,19.37377357,19.91581535,21.29299927,19.6517601,20.33886719,20.45663452,21.44009781,21.47531128,18.33415985,19.98829079,21.6899147,18.00711441,20.78404617,20.96006775,18.78692055,19.31897545,22.01229477,21.13445663,21.74706268,NaN,18.95446968,19.5662365,20.40259933,21.14064789,21.15992546,19.80943871,20.65088272,21.63812065,19.33623123,21.06585503,21.71883392,18.54370308,19.28757668
18.83216667,20.30852509,19.49333954,21.70800972,20.63511276,16.91333389,20.18337822,NaN,18.68184853,17.42775536,21.76287842,NaN,23.2187748,19.66471481,NaN,21.42023849,21.34332085,19.53643608,NaN,19.6859436,NaN,20.29737282,22.58730888,21.5655117,NaN,21.13689804,22.1368351,21.78072739,21.53350258,NaN,21.79922867,NaN,19.88072205,23.73179626,24.2896843,NaN
17.51683807,22.44745827,20.50717163,23.85167122,21.50639725,18.34633255,20.44960022,21.34033394,22.07152939,22.30908012,22.69493675,21.7135582,22.03728104,21.98527145,22.76003838,22.15644264,23.36292458,20.86823463,20.31174469,21.80770302,19.24097824,19.99700356,23.77384377,21.54924393,20.53857994,22.20030212,21.03355408,21.39362144,21.72296524,22.70000648,20.29075241,21.55599785,20.99092293,23.55870819,26.23932457,22.45055771
17.627491,19.50982094,NaN,NaN,19.1977005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.70074844,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.79244423,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18.19157028,21.04039383,18.49806213,18.92213058,20.11997032,NaN,20.40851974,19.86366081,20.00058365,21.32882309,19.92855072,17.5110569,21.51325798,21.18948364,20.55917549,NaN,18.54090691,NaN,NaN,NaN,NaN,NaN,21.28087807,NaN,15.06002045,16.89023972,17.50548553,18.10113525,18.72892952,NaN,18.21276283,NaN,NaN,18.59448433,20.39267731,19.3676033
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.33465767,NaN,NaN,NaN,NaN,NaN,19.442976,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.88452911,NaN,NaN,NaN
22.71103859,22.38039017,22.96564293,23.49789619,23.92859077,21.74299812,23.40379715,22.33008385,21.38358498,23.36799622,25.13832855,20.79034615,24.72322655,24.48560524,19.92671204,22.04600143,21.94995308,21.10967827,19.04891777,23.30938721,23.37570572,22.62366104,21.22199249,21.67831039,17.65487289,19.91625214,25.31499672,24.94297409,24.06381607,23.95774841,26.12299347,22.82580376,24.35944366,26.74599075,25.00316048,22.98053741
21.51581001,22.89530182,22.67833328,22.94895554,22.41835976,NaN,22.72039986,20.07731056,22.1675415,23.15003967,22.10562325,NaN,23.23615265,23.3997612,NaN,22.20928574,22.65414429,NaN,NaN,17.44289398,19.64071846,20.12262535,23.83064842,NaN,NaN,21.8233757,NaN,NaN,NaN,NaN,20.0276947,NaN,21.0206604,23.36853027,24.88101006,NaN
22.92661858,22.60569,23.37052727,23.32676888,23.07946205,21.74435425,22.76306152,21.85231972,21.3378334,23.32991982,24.62399483,19.11174202,23.50942039,23.88716125,19.49312401,21.42023849,21.53283691,17.252388,19.7637043,21.01154327,21.1903286,21.92509842,23.37610245,18.32746506,19.56201172,19.28994179,16.78927803,17.54562759,16.35887527,16.67700386,19.50148773,16.72986031,18.24316406,18.20294571,17.87056923,NaN
16.94306374,20.62685013,NaN,17.73072243,17.9101162,17.88315582,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17.21276283,18.93801689,18.66473198,19.36452866,20.27707863,18.99661636,18.06797028,18.32943726,19.32546806,18.37335014,22.91954422,NaN,21.89374733,22.63699341,NaN,19.2479229,NaN,NaN,NaN,NaN,19.20246887,NaN,21.00442886,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.85264015,NaN,NaN,18.25086212,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,20.09287643,20.76918983,21.28144264,20.77932549,NaN,20.1701107,NaN,NaN,21.50329399,21.2324543,21.09506798,21.01420212,22.18525505,20.75246239,NaN,NaN,NaN,22.47179413,21.11857605,22.06032372,21.77968597,22.7776413,21.82201576,18.43518257,17.96222878,22.22485161,NaN,18.03708649,20.25833511,21.86442375
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20.76287842,22.30346107,21.62341499,20.5475502,23.10428047,19.46169853,22.25787544,22.32633018,21.83942032,23.02408028,23.01251602,20.83113098,23.52945709,22.39835167,20.36281776,22.57855988,22.38028526,20.94792175,19.76338005,24.30284882,23.34177399,22.47901917,23.37105942,20.86951637,17.10328865,20.84544373,23.20341301,21.76376915,22.77603531,22.40657616,26.7993412,18.99457359,21.66687393,25.19805527,23.2606926,21.06342125
17.70171165,18.13084221,18.49341774,18.21665192,17.07587624,19.91093636,17.5109024,NaN,NaN,NaN,19.62693977,NaN,21.02958298,22.24583054,NaN,19.48769951,19.6566906,NaN,19.76725006,18.87014771,19.46923256,NaN,20.3020668,17.95690918,19.42152214,20.41462326,17.88399124,18.74422264,19.51749229,NaN,20.92679977,NaN,NaN,18.78417397,19.67791557,NaN
NaN,17.09362411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.38768005,NaN,NaN,NaN,NaN,23.80695534,NaN,NaN,NaN,NaN,NaN,NaN,18.00514221,22.24362373,23.97394943,NaN,24.58760643,16.96126938,18.15016365,23.85338593,19.60648155,NaN
21.93966103,NaN,23.07306671,21.98144341,24.42040443,19.11636925,23.90517998,22.01191902,22.73748016,24.91948128,25.91314697,NaN,26.80919075,24.36766434,NaN,24.6129055,22.4803257,NaN,22.05847549,23.73034477,24.5086956,20.60086823,24.01017761,NaN,NaN,NaN,NaN,23.97631264,NaN,NaN,25.03473091,NaN,20.90690613,19.96958351,NaN,23.04408455
22.62740707,22.53124428,23.0042057,24.01979446,23.81636238,22.3101635,21.91499138,25.83865166,19.64556313,22.35850334,24.3692627,NaN,23.11837006,22.95365143,19.18802452,21.07509232,20.19880486,NaN,NaN,19.28170395,17.50206947,20.11933708,NaN,19.53372192,NaN,19.44633293,NaN,20.63652992,NaN,20.72708702,18.61205482,NaN,19.07378578,19.69574547,18.91257286,NaN
17.99694824,NaN,NaN,15.47687244,19.01042366,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.44770432,19.56562233,NaN,NaN,19.68452263,20.86868668,NaN,NaN,18.12024879,19.57283783,NaN,18.79023361,NaN,NaN,NaN,NaN,NaN,19.93087578,15.90169144,NaN,NaN,22.16971397,25.49405479,19.05833054
30.68169022,30.67337227,30.77697945,30.49933434,30.85221863,32.21665192,30.59049416,31.85853195,31.62901497,32.30383682,31.99631119,30.41134834,32.88454819,33.5712471,30.28614807,31.93455887,32.27736282,30.63495255,30.37854767,32.61655807,33.1699295,33.22719574,33.01026917,31.37430573,31.39963341,31.71669388,31.94726181,31.77858734,31.44721985,31.41981125,32.31535339,31.19653893,32.8490715,32.09267044,30.49752808,31.63564491
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17.89261436,20.08822441,18.14325333,20.35627556,20.5937748,17.1276722,18.02323532,NaN,17.96713638,NaN,21.54236221,NaN,18.90038872,18.78196716,NaN,NaN,NaN,NaN,NaN,NaN,16.05938721,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15.72331429,17.79601479,16.94569588,18.26851463,19.01459885,14.73856735,18.55667114,16.34200478,16.90195084,16.53133583,20.6589222,NaN,20.70091629,18.88118553,15.97479534,NaN,18.19527626,NaN,NaN,NaN,NaN,NaN,19.73902321,18.90018272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.51409721,NaN,NaN
NaN,NaN,NaN,15.69329643,NaN,13.51298714,NaN,16.24868774,NaN,NaN,18.5594368,NaN,18.94543839,19.87763977,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25.93966103,25.47775269,23.83074379,25.66372871,25.52055359,25.24401665,25.24074554,23.75419617,24.40080261,25.6344471,26.04493523,22.43045807,26.38929367,25.74606705,20.96020889,23.90334129,24.33960152,19.7831192,22.00398254,24.65222931,24.00161362,23.93292046,26.50442886,22.79999924,20.855896,23.46662521,19.40482521,19.29167366,23.81225395,18.58519745,22.69678497,19.65303802,22.89908791,20.46223831,22.23800659,19.34431839
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.79601479,17.92480087,NaN
23.4506073,23.43504524,23.99929237,23.61560249,23.73355484,23.76900673,22.88985443,22.39882278,22.36940956,24.97140884,25.80862617,21.25020409,23.50373077,24.82764626,20.9052906,22.09161758,21.90543747,20.07247734,20.27412415,23.24803352,22.73229218,23.03325272,22.28700829,18.57688332,20.54839706,20.97673225,19.06655121,18.0333271,19.05817223,NaN,21.97204018,18.46100044,20.29063988,21.49096298,18.74211884,19.83839798
17.21655655,NaN,NaN,NaN,NaN,NaN,19.30696869,17.50152588,NaN,19.20760155,20.31904221,21.64763832,20.3900547,20.32728958,NaN,NaN,18.63353539,NaN,NaN,19.07423019,NaN,17.67569542,21.98804855,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.66289139,NaN,17.25994492,18.48124695,19.82217789,NaN
26.51639557,25.19114304,25.96492577,26.14528465,26.19974136,26.32098007,26.54844093,26.49448204,27.02601624,27.24290848,26.92354393,25.34495926,26.64498901,26.96068954,24.91474533,25.61689186,26.81982422,23.65009499,23.31132889,25.79354858,24.0960331,24.002388,23.65992355,24.31934547,25.70693588,24.88338852,23.43606186,23.75755692,24.40723801,20.28082085,21.80053139,24.29319572,23.29614067,21.12804985,22.64297485,24.07251167
NaN,15.3355999,17.22769165,14.49828815,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.58898926,NaN,NaN,NaN,NaN,NaN,NaN,20.40280724,NaN,18.51101875,NaN,18.35543633,NaN,NaN,NaN,NaN,16.30154991,NaN,20.19880486,23.87088966,NaN
17.980196,19.11110497,NaN,NaN,18.71424484,NaN,NaN,NaN,NaN,NaN,21.66053391,NaN,17.74405861,19.682621,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.12760925,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25.73889732,22.91014862,23.18907738,22.59859848,23.65031433,22.22890663,28.71227264,26.97607231,28.53952789,27.86632156,25.38942528,27.41989136,25.37577248,23.62287903,26.99970245,27.88832283,28.15981102,27.08405685,27.65369225,27.24590302,24.59656334,24.81821632,24.18070984,26.67087746,28.00088501,26.74368095,26.04628944,26.94893456,27.45622826,26.21159744,23.66741562,27.04957581,25.11290932,22.7299099,26.30467796,26.46042061
NaN,NaN,NaN,NaN,17.65263557,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19.61344147,21.46483231,22.3824501,23.67012024,23.71994019,21.59568787,NaN,20.76619911,21.4575882,21.28127289,23.34394455,20.22729111,23.54167747,23.53160095,NaN,18.9121933,19.04222488,NaN,NaN,19.13252449,19.33330917,NaN,NaN,NaN,19.25803757,NaN,22.0098362,16.98804092,17.65109444,NaN,23.10248756,NaN,19.7617588,24.3271122,20.25649452,NaN
NaN,16.73951721,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.9883194,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,19.07475281,18.81912422,19.30233574,19.8710804,18.76794434,20.23456001,NaN,NaN,18.87495804,21.53264618,NaN,21.60720444,20.17267609,NaN,19.4852047,17.91555214,NaN,NaN,21.62346077,20.84191704,19.97952652,NaN,19.04646873,NaN,NaN,21.39576721,21.00401688,19.69329643,19.95390129,21.48964119,NaN,22.78128815,23.61470413,20.63617516,17.82457352
NaN,17.06518555,17.63700676,NaN,20.00497818,15.93817806,NaN,NaN,NaN,NaN,17.08990479,NaN,19.65109444,18.65927124,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.85914612,NaN,18.61046982,19.09704971,NaN,NaN
21.71506691,20.76886559,18.60378647,NaN,20.78891182,NaN,NaN,17.65221405,17.23762131,NaN,17.26956558,NaN,NaN,NaN,NaN,17.68435097,18.70647621,NaN,NaN,NaN,NaN,18.85388756,NaN,NaN,14.24852085,NaN,16.10785103,NaN,20.33363533,NaN,NaN,NaN,NaN,15.01737404,20.30852509,NaN
NaN,NaN,17.80649948,17.00382614,16.41180801,17.28699112,NaN,NaN,NaN,NaN,17.23883438,NaN,18.7652607,18.57418633,NaN,NaN,NaN,16.85853958,NaN,15.84637165,NaN,NaN,15.87452507,NaN,NaN,NaN,NaN,14.69277859,NaN,15.97792816,NaN,NaN,NaN,16.93179893,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.7643528,NaN,NaN,16.6637249,16.97745895,NaN,NaN,NaN,NaN,NaN,17.06360626,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.29237556,13.72855854,NaN,NaN,NaN,NaN,NaN,NaN,13.1762352,NaN,NaN,16.47126198,18.47678566,NaN
16.26170921,17.66233444,18.23556519,18.47294426,18.63275337,17.54154968,14.79039955,NaN,NaN,19.09401131,19.47185326,18.54464722,19.65876579,19.72758484,16.75081253,18.07838058,17.52336311,18.10262108,17.67155457,18.48006439,14.00158405,16.82885551,20.41575813,NaN,NaN,15.03544331,16.97634125,18.89163589,17.1954689,NaN,16.82301903,NaN,18.06423759,18.89430237,21.80715179,16.8688221
19.14422417,18.50082588,18.0886116,18.03788948,21.50329399,NaN,NaN,18.69774818,17.31424713,18.53062057,22.51515961,NaN,19.88509369,19.97435379,NaN,NaN,NaN,NaN,17.5646553,18.1267643,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.95054436,NaN,NaN,20.06078529,NaN,NaN
NaN,17.98531914,NaN,19.54257011,20.27127647,NaN,20.95730591,NaN,18.87744522,18.54559135,NaN,NaN,18.75662231,18.04537582,21.52142715,16.99479485,19.08641052,NaN,19.03362274,18.67776108,18.02853203,17.00733376,19.69796944,NaN,NaN,17.10676765,NaN,17.50726891,18.24390793,16.99567795,NaN,NaN,18.13335228,NaN,21.25488091,NaN
18.28532028,20.14507103,18.5308094,20.89607811,20.93380356,16.56884766,18.21019554,NaN,17.51437569,18.64589691,16.54224586,NaN,NaN,NaN,NaN,18.97283936,NaN,NaN,NaN,NaN,NaN,NaN,21.05158806,19.56681252,NaN,19.13776207,NaN,NaN,NaN,NaN,22.01685715,NaN,20.14755821,21.37443161,24.11727715,NaN
NaN,NaN,19.86885262,NaN,17.70205116,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.91692352,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.67217636,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21.96961784,22.11476898,19.88853264,22.61252213,24.1180687,NaN,24.39014816,NaN,22.41377068,21.90650177,NaN,23.95127106,25.17142487,21.80136108,22.27227402,24.33858109,21.91575623,NaN,19.99851799,21.75670242,20.5151844,23.38706017,25.07765388,19.78947067,NaN,22.5799427,18.87366676,NaN,NaN,NaN,NaN,NaN,21.01202202,NaN,NaN,NaN
22.1944828,20.59532356,20.20800591,20.83105278,22.62453079,20.85056496,NaN,20.3649559,NaN,20.38469124,21.7492733,NaN,NaN,21.66981697,NaN,19.99520874,20.9443512,19.65530968,NaN,24.93548584,22.80059052,20.43989563,21.75934601,20.76741219,NaN,22.86328888,25.71256065,21.74291611,22.05384445,NaN,28.29985619,NaN,21.86279869,24.78715897,23.28954315,NaN
23.12194633,22.00449753,22.01345444,22.68540764,21.83000946,24.03800011,20.61880875,22.20669556,21.11298943,22.95377731,22.66780472,20.67624664,22.57752419,23.8643856,20.52248192,21.5040226,22.54545403,20.01685715,21.14886093,22.71204758,21.65735245,23.55332756,20.33363533,20.31440163,21.6684761,22.58602715,20.69200325,20.22599792,19.61688995,21.3900032,21.60783577,19.85588074,19.16137886,NaN,19.48408318,20.83337212
NaN,20.55936241,18.39565086,22.96305275,19.98523521,NaN,15.78207684,17.26581573,16.24740791,NaN,23.70503807,16.95480919,NaN,NaN,18.39619446,22.00627899,17.87693596,NaN,NaN,20.99147797,NaN,NaN,25.08180237,16.40937424,NaN,18.92271233,NaN,NaN,NaN,NaN,17.30385208,NaN,NaN,22.2154007,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.39381027,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.39601898,NaN,15.54073334,16.53749084,NaN,NaN,NaN,17.96443176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.84539795,21.51744461,NaN
NaN,19.78007889,18.56264496,19.42287827,20.85170937,NaN,22.74691772,21.06190681,22.61335564,18.89598846,21.03268051,23.50057411,17.40349388,20.23104858,NaN,19.63617516,21.47278595,20.89163589,20.80104446,NaN,NaN,NaN,NaN,21.99448395,NaN,23.66492271,17.04121017,NaN,NaN,NaN,NaN,21.67335892,15.1329813,NaN,16.83182716,20.05443954
20.51701164,19.19945145,20.22529221,19.89388847,20.92593193,19.10364723,17.19142532,18.68578911,NaN,19.10898972,19.00478554,17.82096481,19.14148331,19.90172958,17.31114578,17.65487289,18.27120781,17.44070625,17.32790375,20.33516312,16.7614994,20.3922596,18.02182579,NaN,19.02217865,20.96239853,17.13420486,16.53200531,NaN,17.67975426,NaN,16.53183746,NaN,NaN,20.78284836,19.35302544
23.46575546,22.67318726,24.10141373,24.07308388,23.82094383,24.62282372,22.17456818,20.64332771,20.16790771,23.87117195,25.65621948,20.3318882,25.4241581,24.28890991,20.04246712,21.37379646,21.57366943,18.36380196,18.68787384,23.93418121,25.36509514,24.12376213,22.55592728,17.21133614,20.16643715,21.41689301,22.92304993,22.97358322,20.6450882,21.57537842,24.17638016,19.99851799,24.24713516,17.97538948,21.22087097,20.52209854
18.98931694,17.80397987,18.60001373,19.54609871,17.91403389,18.99581718,20.01440811,NaN,NaN,NaN,22.25358391,NaN,21.33254433,21.88814545,NaN,19.91887474,17.71424484,NaN,NaN,19.85253334,16.30467224,18.11598778,NaN,NaN,NaN,NaN,16.55001068,20.83190346,18.72723579,18.01258087,20.18712997,NaN,18.25640297,15.29196167,NaN,15.65032291
NaN,14.9044466,NaN,14.48217773,NaN,NaN,18.26947403,19.80301857,18.7455368,19.88443947,23.08485603,NaN,22.04480171,21.99672699,NaN,19.76317024,19.2494278,NaN,NaN,19.72790146,NaN,NaN,22.01024628,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.10428619,17.76888275,NaN
16.79131508,19.8459034,17.03230476,20.85467911,20.86151123,17.6769352,18.27557945,20.03012276,17.66677856,19.4631176,20.70117188,NaN,19.74793053,19.84068871,19.57352066,19.31260872,17.71081924,NaN,NaN,18.14882469,19.26849174,18.60563087,20.43817139,NaN,17.27075195,18.03074265,NaN,NaN,NaN,NaN,NaN,NaN,17.86248016,18.16196823,18.1648674,NaN
16.89083481,17.24915123,NaN,17.67755508,19.74006081,NaN,16.6148243,19.4973793,18.44770432,16.99821663,18.71451378,NaN,17.70873451,18.08612633,NaN,19.87812042,NaN,NaN,NaN,NaN,NaN,NaN,21.05688858,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,12.06268692,NaN,NaN,NaN,12.53174686,NaN,NaN,NaN,NaN,14.73507977,NaN,NaN,NaN,NaN,14.22490597,NaN,NaN,NaN,NaN,14.96929646,14.60211849,NaN,NaN,NaN,NaN,18.98823547,NaN,17.13139534,17.63360596,18.38334084,14.08994675,17.29929733,18.19036484,15.61384678,NaN
19.19402504,18.09846306,20.37358284,18.16692734,17.39003372,20.39047623,18.5776577,21.07861519,19.52588844,18.33123207,18.4734211,19.2014389,20.47694397,20.83815193,17.65787697,19.1683979,20.60458183,19.01617622,19.17453003,20.66596413,19.53216171,18.40677834,20.44970131,NaN,18.77094841,19.33692932,20.66440201,19.8914566,20.28658485,20.50183678,21.46597862,19.63898659,20.73570442,22.55379677,20.67736435,19.22613907
NaN,17.34047699,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.51899147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18.29849243,18.13209724,16.82600212,NaN,17.85464859,17.92033005,NaN,NaN,NaN,19.22005653,NaN,18.9989872,NaN,NaN,18.86123848,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.34957504,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.73126984,NaN,20.19303894,19.40505409,NaN,NaN,NaN,NaN,NaN,20.02553368,NaN,NaN,22.10030746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.34693718,21.08524513,NaN
23.23666382,19.59046936,19.47941399,20.41575813,NaN,21.16851997,17.61776924,19.06265831,18.52156258,NaN,24.88511276,19.25125504,22.59682465,21.74726677,NaN,NaN,21.25672531,19.48701096,NaN,NaN,21.49501991,20.3345089,21.25574493,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.10295486,NaN,18.92085266,20.8060894,NaN,NaN
NaN,NaN,NaN,20.79962349,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.22171021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,17.94758034,17.22128487,16.66830254,17.77152824,15.07506084,NaN,NaN,NaN,19.76828384,NaN,NaN,21.26682281,19.62018776,NaN,NaN,17.84555054,NaN,NaN,NaN,20.00250816,20.19207573,19.91033554,22.27457809,17.55142212,22.90996552,23.96886253,23.91570282,23.83161354,22.88226128,21.99458885,23.00029182,20.61880875,21.7531147,22.96982956,16.90559769
20.0171299,20.5151844,19.61462784,20.5300293,23.54238701,17.40415955,18.84864044,20.4367485,18.59597778,19.30342865,17.95458221,20.24817848,20.76222992,21.59809875,18.42554283,20.24759865,17.49662018,NaN,NaN,17.9185257,19.22281837,18.9539299,NaN,NaN,17.56889153,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.31291771,17.32316017,NaN
16.75120354,17.76616669,NaN,NaN,17.03068924,NaN,NaN,NaN,NaN,NaN,19.18303871,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.79944992,21.10929489,19.78281593,19.39548302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.10133362,20.67107201,20.21537209,23.84201431,NaN,NaN
NaN,NaN,NaN,NaN,18.01170731,NaN,NaN,NaN,NaN,19.23231316,NaN,NaN,19.09372711,20.10072327,NaN,NaN,NaN,19.30289268,NaN,NaN,NaN,17.14788055,18.1856308,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.94191933,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18.30879211,19.47484589,18.39397621,20.1666832,22.56409264,16.30766296,18.78260803,18.68109512,18.76800919,18.88223076,26.35380173,NaN,21.31506538,19.43595505,17.55824089,18.17684555,18.96259689,NaN,18.17679596,17.35612488,16.73780251,18.18136597,22.71590424,NaN,NaN,NaN,NaN,NaN,19.79230118,NaN,17.85531807,17.69547272,15.65194893,20.81706429,22.93538666,17.28229141
17.54773712,19.38814354,NaN,19.24311829,19.27884865,17.10860634,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.22284126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.71330643,17.8024025,NaN
