Log2-transformed iBAQ NOR_1,Log2-transformed iBAQ NOR_2,Log2-transformed iBAQ NOR_3,Log2-transformed iBAQ NOR_4,Log2-transformed iBAQ NOR_5,Log2-transformed iBAQ NOR_6,Log2-transformed iBAQ CKD_1_1,Log2-transformed iBAQ CKD_1_2,Log2-transformed iBAQ CKD_1_3,Log2-transformed iBAQ CKD_1_4,Log2-transformed iBAQ CKD_1_5,Log2-transformed iBAQ CKD_1_6,Log2-transformed iBAQ CKD_1_7,Log2-transformed iBAQ CKD_1_8,Log2-transformed iBAQ CKD_1_9,Log2-transformed iBAQ CKD_3_1,Log2-transformed iBAQ CKD_3_2,Log2-transformed iBAQ CKD_3_3,Log2-transformed iBAQ CKD_3_4,Log2-transformed iBAQ CKD_3_5,Log2-transformed iBAQ CKD_3_6,Log2-transformed iBAQ CKD_3_7,Log2-transformed iBAQ CKD_3_8,Log2-transformed iBAQ CKD_3_9,Log2-transformed iBAQ CKD_3_10,Log2-transformed iBAQ CKD_3_11,Log2-transformed iBAQ CKD_5_1,Log2-transformed iBAQ CKD_5_2,Log2-transformed iBAQ CKD_5_3,Log2-transformed iBAQ CKD_5_4,Log2-transformed iBAQ CKD_5_5,Log2-transformed iBAQ CKD_5_6,Log2-transformed iBAQ CKD_5_7,Log2-transformed iBAQ CKD_5_8,Log2-transformed iBAQ CKD_5_9,Log2-transformed iBAQ CKD_5_10
17.51983643,22.79645729,20.41946602,21.56262589,18.89811707,16.73661423,18.19517899,18.69462395,21.3924675,16.14964867,19.27380562,22.05065918,19.08617783,18.81168175,18.06244659,22.75930595,24.6875248,19.50784874,23.16306305,NaN,19.54792595,23.55356216,25.08143806,23.25094032,19.63613892,23.47605324,20.65604401,21.61369324,22.02573776,24.48719978,20.05351257,23.12046051,23.5976429,25.3452301,27.44923782,23.91113663
24.17934418,23.45387459,22.97437096,23.82784081,25.66532898,23.58221817,25.20713425,23.32058525,23.44505882,24.98815155,26.79277992,22.28951454,24.55543518,25.30211639,21.19297981,24.8813839,24.20187378,22.1606636,21.50110817,22.59183502,22.28325272,21.52688217,25.28531456,19.9258728,21.76210785,20.90433502,19.28326416,20.1758461,18.52508545,20.22270012,18.50985909,19.34899139,21.40836525,22.33989906,19.3365593,18.13219833
23.40145493,23.26284409,23.26212692,23.16086388,23.72004509,21.34532547,22.50685692,21.86793327,22.32471085,22.63151932,24.53433418,20.95375824,24.53593636,23.77364159,20.55412483,22.72029686,22.6662674,18.98267555,20.30162048,21.74845505,21.02810097,21.55796051,15.84500027,18.4162941,19.70957565,20.05417442,18.14145851,19.03928375,18.28351402,18.15679359,17.74254608,17.99180984,20.40114212,17.18456459,16.89356232,18.80303383
NaN,NaN,21.88039398,19.85067177,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.23806381,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17.12807465,19.70191574,21.24173355,19.89068604,16.28560066,15.45001888,NaN,17.90277481,NaN,17.18795204,19.90793228,NaN,16.00547028,17.12817574,NaN,20.20550156,NaN,NaN,19.20007515,19.66918564,17.68756676,17.10472107,19.11753654,17.22194672,NaN,19.82346916,NaN,17.1389122,15.91986465,NaN,19.6726265,NaN,18.32087135,20.98391533,20.93725586,NaN
23.3001976,23.54674911,22.89572716,24.77036858,25.9207077,21.72079659,25.64606094,22.442379,22.93045044,22.11407089,22.96624184,23.55602074,26.09649467,24.08828926,21.84283829,23.27013588,21.28748703,18.97561264,18.63559151,20.6503582,21.26602173,19.3978672,24.98893166,19.37141418,17.9185257,21.89877319,16.70603752,NaN,19.80410576,17.99782944,21.31644821,18.89110184,17.88566017,18.50179863,19.8617382,18.09186935
NaN,NaN,NaN,NaN,NaN,NaN,16.99003792,20.58306885,18.66069984,20.72375679,22.78488541,NaN,21.56982803,22.59500504,NaN,19.81568909,NaN,NaN,NaN,NaN,NaN,NaN,21.9477787,NaN,NaN,NaN,NaN,17.91362572,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24.2844677,23.74478531,23.48799706,25.26481247,25.01550484,21.68131828,24.1529808,23.53564072,24.80926323,21.67964363,22.26416206,23.24125481,25.07058716,24.27490616,23.66784859,24.76718903,24.7359314,23.68110275,22.2239666,23.58198929,21.79344368,23.73675728,24.6348362,25.18974876,22.18519402,25.21148491,25.70646095,26.69643974,26.10251427,23.69731522,23.26556396,25.17359924,22.54113388,22.23330307,26.01177788,24.4571991
16.93951035,13.51002216,13.8225708,NaN,18.65259933,NaN,22.06039047,21.5831604,23.0658226,21.53459549,18.75502396,22.70870399,20.23374176,19.85823631,23.06432724,22.63798904,21.8248539,21.91141129,23.18093872,21.80199242,18.23752785,19.30010223,NaN,22.32306099,22.11120605,23.00266266,21.5424099,22.62095642,21.55926895,22.81977654,19.11730766,20.82935143,19.76872063,NaN,20.42634201,20.64974403
16.39785767,15.43316174,NaN,17.86761665,NaN,16.72174072,NaN,NaN,NaN,NaN,17.06781197,NaN,18.39886856,NaN,NaN,20.20347214,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.53404427,17.43615913,NaN,16.91403389,17.43175888,NaN,NaN,NaN,22.57959747,NaN
19.33725548,17.3935585,NaN,21.4002552,20.83530045,21.14507103,NaN,NaN,21.32322693,19.58875084,NaN,NaN,NaN,22.39856148,NaN,NaN,NaN,NaN,NaN,21.16527176,20.19412231,21.84567451,NaN,NaN,18.87495804,NaN,17.56651497,16.73158455,NaN,NaN,19.25358963,17.58930016,18.51125145,18.46543121,NaN,NaN
18.99697495,19.74673462,18.91075897,21.93008995,20.28308296,18.35844421,NaN,NaN,NaN,NaN,19.67450523,NaN,17.96420479,17.68243217,NaN,NaN,NaN,16.85269928,NaN,NaN,17.98765182,16.66275215,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.89208031,NaN,NaN,NaN,19.70101929,17.61209106,NaN
17.24534798,NaN,NaN,16.8046093,NaN,16.38206673,17.9648819,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.02610207,NaN,NaN,NaN,NaN,NaN,NaN,17.13199806,NaN,18.11365128,NaN,NaN,17.84205627,NaN,NaN,17.50090408,NaN,NaN,NaN,17.59776115
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.63970852,NaN,NaN,18.62217331,NaN,14.11731815,16.05526161,17.07274055,NaN,NaN,19.40646744,19.92758179,18.64983177,18.5992527,14.422328,17.1043129,14.46173477,18.16609383,19.62718773,17.65235519
NaN,14.41098118,NaN,14.82252121,15.27434158,NaN,NaN,NaN,NaN,15.84362698,NaN,NaN,NaN,16.58760262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.85377216,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.56055641,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.42840958,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.91342163,20.35702705,NaN
NaN,21.24904633,17.42889977,16.66233444,NaN,NaN,NaN,NaN,NaN,NaN,18.23121262,16.68099213,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.8047905,21.19056892,16.84107208,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.6835289,NaN,NaN,19.69652557,16.66010666,NaN
17.28093338,16.43019104,NaN,18.33877945,20.07287025,17.00206757,21.52845573,21.8803196,23.23002243,23.74837303,NaN,18.69121933,20.94234848,20.2870369,21.58049393,23.74673462,22.67152405,20.83938217,21.74751282,22.21525383,18.04088974,19.67302322,20.44303703,19.0799942,21.74706268,14.72733593,22.57710838,17.0045929,21.14407539,24.19114304,16.51331139,21.82458115,21.92777634,18.69981575,21.91703224,22.57503319
NaN,16.13913155,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.41921997,NaN,NaN,19.55483627,18.84162521,19.38504982,NaN,20.75637627,NaN,NaN,NaN,21.43588448,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.40432739,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.03912163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.13649178,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.14619064,NaN
16.57874107,17.99048042,NaN,17.38389015,19.58944702,NaN,21.16551781,18.9281311,NaN,NaN,17.88082695,NaN,18.35190582,17.30313873,NaN,19.15689278,18.58273697,NaN,18.66146469,NaN,17.39481354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,14.64757061,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.69261551,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.84788895,16.20185661,NaN,NaN,NaN,15.64624977,17.71209717,NaN,18.06912422,NaN,13.99408817,16.61223412,15.74509621,NaN
NaN,NaN,18.70704842,15.06621552,15.40600586,16.51745415,20.58058548,19.86635017,21.88121605,21.31329536,23.34597397,NaN,20.94513893,18.97241974,19.8809166,22.72229958,21.68688393,19.50583458,19.4876194,20.30507851,14.31797791,NaN,16.00777245,NaN,19.7506485,NaN,17.25792122,NaN,18.72240639,18.74586487,NaN,16.62813187,NaN,NaN,NaN,17.2760334
NaN,18.41835594,21.1076355,20.74304008,23.38600731,NaN,25.59573936,24.07030106,26.65948868,25.35201645,23.70081139,22.82195663,22.3708725,24.04751778,21.88039398,27.48492813,NaN,23.10507965,21.69723129,NaN,22.1933403,21.98627853,23.55987549,21.42971802,21.59235954,21.79930687,NaN,NaN,NaN,NaN,NaN,22.32017136,21.03650856,NaN,21.54236221,23.11499214
NaN,NaN,NaN,15.39784145,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18.92280006,16.78864098,17.77352524,NaN,15.77550697,19.42402649,NaN,NaN,NaN,19.74190521,17.17533493,NaN,17.26618195,19.25222588,NaN,16.05680656,16.40052986,NaN,NaN,20.40976334,21.73508453,20.26682281,20.54670143,NaN,NaN,NaN,16.39941216,15.46665001,15.94832134,16.18187141,15.19710159,NaN,17.65585136,16.22022629,15.90914345,NaN
16.8395977,17.77892494,17.57658768,19.08516693,18.98790169,16.74307251,17.05833054,NaN,NaN,17.32060623,20.2270565,NaN,19.9791069,19.44390678,NaN,NaN,15.49940968,16.79029846,18.2706604,NaN,18.67597008,18.81962395,NaN,NaN,NaN,NaN,18.26764679,15.51159859,NaN,17.83201218,17.35595322,NaN,NaN,15.73954296,17.24627686,NaN
NaN,17.13209724,15.22994518,NaN,NaN,NaN,NaN,NaN,16.25041008,19.34927177,NaN,19.73558998,NaN,NaN,19.71120644,19.48966026,16.91134453,19.85872078,16.3017292,19.41445732,NaN,NaN,NaN,16.22998238,NaN,NaN,19.57992363,18.78046227,19.46636772,19.56599426,NaN,NaN,NaN,NaN,18.51329613,16.19028854
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.56234741,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.24153709,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.04666901,NaN
27.49602318,27.65410233,27.66057777,28.35481071,28.44122505,24.89092064,26.6292305,26.54495239,25.88520622,27.32551575,27.55946732,23.95340347,28.66610909,28.14136314,25.07810211,25.48003578,24.490448,21.654953,23.77162933,25.00345993,24.20120049,24.92020798,26.41739845,24.26977921,22.60632324,23.80518532,26.48767662,25.45437813,25.17329407,NaN,26.15971375,21.04426956,23.15310478,23.17214203,25.16373062,19.31502151
19.53218079,18.89826393,19.70667839,20.38025856,20.8608284,18.94843483,NaN,NaN,NaN,NaN,20.25118637,NaN,20.43022728,21.19568443,NaN,NaN,NaN,NaN,NaN,NaN,19.87315559,NaN,20.31285286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,20.26590729,19.52609825,NaN,NaN,NaN,NaN,16.29720306,18.88253021,NaN,19.16280365,18.44814873,15.5345459,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.67610931,NaN,NaN,NaN,NaN,17.53609467,NaN
18.66528702,NaN,17.15718842,15.32881546,NaN,NaN,NaN,NaN,NaN,NaN,17.810709,NaN,18.32316017,17.76739502,NaN,NaN,NaN,NaN,NaN,NaN,19.56644058,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.95225143,NaN,18.81340599,21.59968758,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24.86848831,24.7856636,25.05295753,26.79302788,25.21652603,25.30931664,23.66448975,23.53812981,24.15977097,25.22964096,24.92447281,22.99469185,26.49859619,25.92734718,23.41673851,23.76506615,23.57149506,22.69068146,22.92869759,25.42540741,25.49533653,25.80919075,25.44243622,22.41126442,23.51881409,22.91005707,24.18199921,23.59491348,23.27198792,23.78606224,24.42194557,22.65560722,25.07846832,24.93179321,22.14786911,22.29330826
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19.71310425,18.94652367,20.63944626,20.31628227,21.15474319,19.82359505,NaN,NaN,NaN,19.64098358,22.7817688,18.98618126,22.35221291,21.33625412,NaN,NaN,NaN,NaN,NaN,20.48168182,NaN,19.22738647,21.99320602,NaN,NaN,NaN,NaN,NaN,20.90705109,NaN,18.51968193,NaN,NaN,NaN,19.4481678,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21.00387955,21.14625359,20.54670143,20.53431129,21.1994648,18.95656967,NaN,19.31183243,NaN,17.6662941,20.51951027,NaN,22.71523476,22.28234863,NaN,18.82758522,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.22804451,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.02282906,NaN,24.14507103,NaN,23.18159103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.12287903,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17.86791801,17.3827076,17.97840881,19.23488808,19.71228218,NaN,18.74494553,18.11426163,NaN,19.43849564,19.19890022,NaN,19.65476799,NaN,NaN,18.04835892,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.16614342,NaN,NaN,NaN,NaN,NaN,NaN,18.24390793,NaN,NaN,18.57126427,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.27054596,20.49969864,NaN,NaN,NaN,17.42578888,NaN,NaN,NaN,NaN,NaN,NaN,20.15202141,20.68525887,NaN,NaN,NaN,18.30362892,NaN,NaN,NaN,17.26187515,NaN,NaN,NaN,20.5323143,NaN
18.95449829,17.97796249,21.16692734,18.41274261,18.00305748,22.92929459,17.81521988,16.61654854,NaN,20.53630447,21.29103279,NaN,17.94889259,20.82687187,NaN,18.04644203,NaN,NaN,NaN,22.10776329,22.01740074,22.61081314,21.58132172,NaN,NaN,18.68647385,19.34927177,NaN,17.92630768,NaN,21.5104599,NaN,21.62015152,22.54340172,NaN,NaN
21.96102142,20.14245605,21.7833271,21.15387917,20.10712433,20.05138969,19.28364944,19.17082024,NaN,NaN,20.67856979,NaN,NaN,20.22517395,NaN,NaN,NaN,NaN,NaN,NaN,18.39774132,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,16.77712631,15.75478268,NaN,NaN,16.47726822,NaN,NaN,NaN,NaN,20.41410637,NaN,20.9127636,18.1408596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.78340721,16.67051888,NaN,NaN,NaN,NaN,NaN,17.09176636,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,18.91099358,NaN,18.84851837,NaN,19.98579216,19.58260918,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.58481216,21.12079239,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.96874046,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.43224907,NaN,NaN,17.26517487,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.7354908,NaN,18.30821419,NaN,17.87801552,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20.64693451,22.26750946,21.94331551,22.02961731,22.7540741,20.28240585,19.81177521,23.11957359,21.99776077,22.90914154,25.33619881,18.60891914,23.84316444,24.38113022,18.42624092,21.74546242,23.17198944,NaN,NaN,22.14500999,23.27198792,22.53533173,21.10533524,19.21459007,NaN,NaN,21.09892654,22.19625473,20.74550438,NaN,22.53309822,19.73595238,23.31202126,22.71059799,20.72583961,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.66306496,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,16.73687744,NaN,18.43766212,17.29122543,NaN,21.03059387,19.64688301,21.58554649,19.85721779,18.00162888,22.02573776,19.43837357,18.34433937,21.32443619,21.03039169,21.73797607,20.55281258,20.87897301,20.50717163,15.80488682,17.9967823,20.37983513,21.27906418,22.39942169,22.05278206,20.95205307,20.83437538,20.97365189,21.18483162,18.10395432,21.19056892,19.13099289,16.15200806,20.78476524,21.58582115
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.97589302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.59441185,19.2161293,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.12827682,NaN,19.85195351,NaN,NaN,NaN
NaN,NaN,NaN,15.22358704,17.71229935,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.8891716,NaN,NaN,15.35297489,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.51906776,20.77924538,NaN
23.06431007,23.3998909,24.24807549,22.90113258,24.36058235,24.15992546,21.3448925,22.22626305,21.13018799,24.05961418,25.67895508,21.18301582,24.18154526,25.16817665,20.03066254,20.77064133,21.56667328,NaN,19.16049194,22.88611794,22.8720932,22.63069725,23.47481728,20.04806709,17.50835228,19.66327286,20.09106827,18.34689522,20.50920296,19.09908104,21.4667263,NaN,22.21939468,21.40499115,NaN,17.80819702
NaN,17.71853256,18.32794762,16.33058357,18.61435699,NaN,19.25884247,NaN,NaN,NaN,19.49851036,NaN,18.83836746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.61829376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.96370506,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.7644577,NaN,NaN
18.01350784,18.73628235,19.71016312,18.5938282,17.05069923,NaN,NaN,17.44935799,NaN,20.34342957,19.44293594,19.29907417,21.40358925,20.31506538,NaN,NaN,NaN,NaN,NaN,17.41625404,18.31344986,17.37975121,NaN,NaN,18.13174629,NaN,NaN,NaN,NaN,22.54959488,18.71766281,NaN,16.83071327,NaN,19.03697777,21.33298111
NaN,NaN,NaN,NaN,NaN,NaN,19.71681023,NaN,19.97561264,17.44750214,NaN,20.90389442,NaN,NaN,18.39284515,19.75146484,19.98119926,20.20299339,20.84850311,19.24891853,NaN,NaN,NaN,20.29938698,18.96519279,19.82518005,19.79436493,18.88315582,NaN,17.11918449,23.3089695,19.16643715,18.42053604,22.17806816,NaN,NaN
32.20408249,31.70243835,32.38277817,31.9580574,32.28239822,32.05174255,33.13445663,32.87428284,32.74509048,33.23876953,33.8980751,31.44628334,33.88521957,33.7366066,31.3429203,32.80033493,32.72667313,30.15267181,31.5234642,33.06833649,32.14707184,32.74211884,33.10975266,30.89756966,31.3202858,32.14634323,30.61069679,30.94020653,30.5829792,31.55896568,31.094841,30.44065094,31.9980278,31.11613464,30.42852211,31.00403595
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.23233604,NaN
19.95928955,17.49615097,NaN,19.88085747,19.88692665,NaN,22.3298912,19.73839569,19.33057594,20.49550819,21.62640381,NaN,21.5762558,21.36634445,25.63704872,18.94443703,19.23978996,NaN,21.54326057,21.05178833,19.21591759,19.55951118,20.90058136,22.30415916,NaN,21.41038513,NaN,NaN,19.43881989,NaN,NaN,21.76797676,21.82364845,17.29490852,21.11273384,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.09558296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18.66122055,22.01294136,21.31174469,19.5579052,24.43650627,17.6660862,22.82731628,22.07224846,20.48571587,21.31644821,22.55641747,23.06900597,21.78160858,22.51055527,21.91436958,21.86857414,21.41864395,20.80805588,19.55517387,22.45292091,20.70548058,17.86520195,23.22057724,20.8900032,18.84806061,19.43389893,20.43735695,21.83213615,21.9731617,19.29171944,23.20444298,NaN,21.16729546,21.940485,19.49724388,21.61171341
20.16177177,19.47330093,20.20609856,18.59757996,20.7936039,17.4875412,NaN,19.54894257,20.44283485,21.12439346,18.10646057,19.91545105,22.55220222,22.15316772,NaN,19.77853966,19.4962101,NaN,NaN,22.87665176,20.91947174,17.88845825,20.94213295,19.36335182,20.25707054,NaN,21.09455109,NaN,20.36964798,NaN,23.74622154,19.5465889,23.34854317,24.18495369,20.69845963,20.40571976
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.27357674,NaN,NaN,17.80025482,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,19.8384285,18.45972061,19.45112991,18.3655529,NaN,17.37517548,18.35818672,17.46211815,17.93565941,19.24002266,19.53897667,19.04569626,20.41596413,18.18175316,16.18990135,NaN,NaN,19.45207596,18.40715218,19.1717968,19.14357758,19.55039024,19.58615112,20.50562096,NaN,15.60683918,NaN,NaN,17.55487442,NaN
18.64057732,19.27207375,18.60008621,20.95872307,19.40405655,18.69822311,22.23920059,19.97603226,NaN,19.83298492,22.43999672,21.96764946,20.48217392,20.8803196,19.23657036,18.44713974,NaN,NaN,NaN,20.49404335,22.11340332,NaN,18.89246559,20.60602951,NaN,20.67874146,NaN,NaN,NaN,NaN,21.58389473,21.63511276,17.58012581,20.64877892,NaN,19.91838074
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.95934486,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,20.3507843,20.64939308,21.69034004,20.31340599,NaN,21.22852516,22.77332115,21.21714783,18.11746025,18.45855904,19.33359146,16.21367455,NaN,18.66968727,NaN,NaN,17.40041161,19.88034821,19.73029137,NaN,NaN,NaN,19.6807518,NaN,16.27572441,19.5871582,16.81440735,NaN,17.37814331,NaN
NaN,15.42114449,NaN,17.20695686,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.05520821,16.78110313,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.06833839,NaN,NaN,NaN,NaN,NaN,NaN
24.87206459,24.74010849,24.39414406,22.18504333,23.72816658,24.43211555,21.19916344,23.533741,22.90771294,26.0028801,21.09693336,22.63140869,24.70149803,25.59249115,22.72215271,21.5874691,20.90013885,20.09506798,20.71406174,25.1961422,25.53317642,25.16649055,16.7234745,22.78863335,22.19418144,22.4679203,21.36703682,21.320364,19.79384232,17.25543404,23.88371658,21.42301178,21.17237091,21.89929008,18.35354233,21.59217834
NaN,NaN,14.51489925,15.06617355,15.59076214,16.50385666,15.95258236,15.66858006,16.3356514,NaN,16.12761116,NaN,17.56829834,16.96522141,NaN,16.11309052,16.15101624,NaN,14.84313583,15.95619488,NaN,15.39016914,19.05745697,NaN,15.46413136,16.5493927,NaN,NaN,NaN,NaN,NaN,NaN,15.8497963,NaN,15.99289417,NaN
