6.5 hours LD,9.5 hours LD,11.5 hours LD,12.5 hours LD,14.5 hours LD,17.5 hours LD,21.5 hours LD,23.5 hours LD,24.5 hours LD,26.5 hours LD,30.5 hours LD,33.5 hours LD,35.5 hours LD,36.5 hours LD,38.5 hours LD,41.5 hours LD,45.5 hours LD,47.5 hours LD,48.5 hours LD,50.5 hours LD
1.027069896,0.882876587,0.99907939,0.894746483,1.134227049,1.115835052,1.031098132,1.095216555,1.010880921,1.034427363,0.893716961,0.935836544,0.867161524,0.979941161,0.946891025,1.009252886,1.078698314,1.040399177,1.161448614,1.148418024
0.994031163,0.897015608,0.996781571,0.954772716,1.068070697,1.045682885,1.114037987,1.144721922,0.982200159,0.941672743,0.869360693,0.890430444,0.986961019,1.002074475,1.082430448,0.96738645,1.051719679,0.860201113,0.912220862,0.874580923
1.37119746,1.410262637,0.942757509,0.815642787,1.298673564,1.091189052,1.124604974,0.97701223,1.004153254,1.012977969,-,-,-,-,-,-,-,-,-,-
1.19894704,0.938425931,1.102554332,0.988325498,1.168691808,1.023764345,1.110964035,1.046164551,1.073494936,1.250834928,0.773570679,1.038245363,0.872368549,0.88511561,0.862184081,1.024707701,1.257476854,1.141037716,1.105350469,1.280855095
1.191516333,0.979941161,1.039920166,1.031573079,1.126159747,1.102046704,1.128755813,1.220393821,1.026124365,0.792866375,0.863773747,1.024707701,0.939506956,1.036334604,0.96783205,1.07820167,1.046405467,0.986733789,1.077953433,0.867560959
0.786864587,1.605831601,1.318560313,1.093704503,1.222081022,1.029911719,1.273503081,1.222362449,0.928752509,0.7760684,0.759626313,0.917275935,0.763308327,1.053173687,0.873172401,0.671428853,1.450774789,1.121243659,0.944495733,0.62445335
1.338135215,0.860795524,1.457806895,1.141563305,0.60020554,-,-,-,-,-,0.85427953,1.002305238,0.790132635,1.169768709,1.104332873,0.936052053,0.951699848,0.747997248,0.858420341,0.809282222
1.128495938,1.042557459,0.96094825,0.873976993,1.099258924,1.083427862,1.164126029,1.104587184,0.961169542,0.840814127,0.924272433,0.979039017,0.908029588,0.959400632,0.984917831,1.155313904,1.025651926,1.106369004,0.997700064,0.929180314
0.49226618,1.14709662,0.717629032,0.796892978,1.318256739,1.260085459,1.212550961,1.166003892,1.184404367,1.036096007,0.901363567,1.056087738,0.592515888,1.042797545,0.722603399,1.137889264,1.061451121,1.252564215,1.10407862,1.175709426
0.984917831,1.083427862,1.111731727,0.980618314,1.002305238,1.003459849,1.0167168,0.977462264,1.074979049,1.21478662,0.866363207,0.962055219,0.872971368,1.193988104,0.882063802,1.029911719,0.950385934,0.83425727,1.210598134,1.16654098
1.190693547,1.237086307,1.209762171,1.607681447,0.586948504,0.992201776,0.846252569,0.829850768,1.050751455,1.036096007,1.110708256,0.975663369,0.847422518,0.958958913,0.937562007,1.129275744,1.001382506,1.064143018,1.092194537,0.964272986
0.89227762,0.985371507,1.028726672,0.962498364,1.143404771,1.195914138,1.013911386,1.088930093,1.036811964,1.190145339,0.850746165,1.092949259,0.954772716,0.872167702,0.955432478,1.149476243,1.100525221,1.144721922,1.16573544,1.228570265
0.713674205,0.927043258,0.867161524,0.845084235,1.066841742,1.084176526,1.189871329,1.110964035,0.964939312,1.036811964,-,-,-,-,-,-,-,-,-,-
0.862382629,0.962498364,1.032999235,0.901778756,1.136841712,1.024943676,1.08943168,1.037050726,1.07176606,1.116863248,0.951261675,0.484172368,0.293494522,0.592788814,0.339078302,-,-,-,-,-
1.173545682,1.132139648,1.149476243,1.066105049,1.083427862,1.011113712,0.951261675,0.989464005,0.999539589,1.230835461,-,-,-,-,-,1.213668276,1.228853187,1.335980133,1.279675927,1.321599909
0.63635579,1.024235914,1.024235914,1.06194005,0.937777913,1.161983604,1.095721037,1.118149825,1.111731727,1.14051237,0.835410636,0.959621567,0.88165769,0.902609707,1.000921458,1.050993427,1.1012857,1.264154049,1.092446053,1.042077455
0.9525768,0.982426345,0.988780744,0.931107875,1.014612013,1.07944371,0.972747224,0.994260074,1,1.234809608,0.897015608,0.910542036,0.826608754,0.872569443,0.863177279,0.841782708,0.934329368,0.973195294,1.122793785,1.176521858
1.222643941,1.194538083,1.125900469,1.131357864,1.322817708,1.110708256,1.29807564,1.430869413,1.216186001,0.91159094,0.894334532,1.055601503,0.922783882,1.122793785,1.211434674,1.22179966,1.058766033,0.918967177,1.104332873,1.034903844
0.894540484,1.011113712,1.042077455,0.914744907,1.132921973,1.057060878,1.016248693,0.898462593,0.988097954,1.268235776,1.049542429,1.011812406,0.942540456,0.973867785,0.936267611,0.790496588,1.133965913,0.838687171,0.929822391,1.197843278
0.860597341,1.000921458,1.056817509,0.986506611,1.048093433,1.021174591,0.980618314,0.93734615,1.067824793,1.209483645,0.858815749,0.782528205,0.783429643,0.754397082,0.772858522,0.936914586,1.168691808,1.042557459,1.036811964,1.079195187
0.695344462,0.803896245,0.834641548,0.829277725,1.016248693,0.999769768,1.028253035,0.924272433,1.009252886,1.437474006,0.835603018,0.789768849,0.793231587,1.061451121,0.904273908,0.719283338,1.037767343,0.674062241,1.260665884,1.151595608
0.79909792,1.038245363,1.093452697,1.074236736,1.248820445,0.851726187,0.91622049,0.951042664,0.906358475,1.104332873,0.881454704,1.002997845,1.144458371,0.820918419,0.897222178,1.156378478,1.361758203,1.209483645,1.050993427,1.102808234
0.96738645,1.015079367,1.011113712,0.864768775,1.133965913,1.126419085,1.129535799,1.027306415,1.068070697,1.200604592,1.083677359,1.168960941,0.960727008,1.043518133,1.001843766,1.168422738,1.238226231,1.220112847,1.131618399,1.257476854
0.927683858,0.946891025,1.051477539,0.958296716,1.181408252,1.078946722,1.033951101,1.016950935,1.037528416,1.270866699,0.972523266,0.910542036,0.851726187,0.796892978,0.855657576,1.044479691,1.347100508,1.337827134,1.319775312,1.326477843
1.206979795,1.081433951,1.083178422,0.992201776,1.009485302,1.048576209,1.172465305,1.293897876,1.051235455,0.740627784,0.76913044,1.137889264,0.979941161,1.119695673,1.10357029,1.211434674,1.000691014,0.959621567,0.972523266,0.755092228
0.708271881,0.684069142,1.423311636,1.259215323,0.348337315,1.282921254,1.348962883,1.264736347,0.913061435,0.587489353,0.431022558,0.560918805,0.537526649,0.642687717,0.905107159,1.249108029,1.49520245,1.818025624,1.017185124,0.825657633
1.155047914,1.020704431,1.167347076,1.068562675,0.849571627,1.091440336,1.093200949,1.022586371,1.062918583,1.27790921,0.973195294,1.04930079,0.937562007,0.989919775,0.969839794,0.941239187,1.483542526,1.268235776,1.154781985,1.242224241
0.92939429,0.958958913,0.859211339,0.828514283,1.135795124,1.027542988,1.105605015,1.071519305,0.992887401,1.069547311,0.91159094,0.974989638,0.836565596,0.916431482,0.911800865,1.211155763,1.213947765,1.156644774,1.088178147,1.117892391
0.594839774,1.171655674,0.936698878,1.062918583,1.032285911,0.947109079,0.978813611,0.95873813,0.956533093,0.916009547,1.022115561,1.01601472,0.736207097,0.663284731,1.249683397,1.461503972,1.224616199,1.578701421,1.363013006,1.170577036
0.57956213,1.305569513,1.549173288,1.201157618,2.140917835,1.151330474,1.031573079,1.117377701,0.994260074,1.252275835,0.987415636,0.943843523,0.829468695,0.825847769,0.877404788,0.981747943,0.922783882,0.923846888,1.113268703,1.233956926
0.898462593,0.997011115,0.898669495,1.00461579,1.376892391,1.026597022,1.048576209,1.130316325,1.032761406,0.854082847,0.816018491,1.028253035,0.913902783,1,1.11866487,1.226026903,1.083427862,1.008323758,1.064633187,0.988553095
1.021409752,0.979489985,1.026597022,1.123828393,1.171655674,1.035142167,0.918544075,1.014378417,0.957855506,0.99655208,0.873172401,1.001843766,0.801678063,1.007627473,0.966718434,1.129275744,1.062184599,1.066841742,1.159044205,1.238226231
1.033237119,0.97364357,1.011113712,0.921934357,1.232253329,0.918755602,0.912641052,0.843140595,0.929180314,1.526511217,1.25025903,0.90302547,0.999539589,0.792683832,0.761026886,0.721107479,0.793962517,0.656145266,0.800755629,1.633804169
1.2846949,0.990147739,0.754918381,0.730634205,0.833489245,0.778394933,0.847032355,0.824517732,1.371513226,1.606571284,1.005309994,0.863177279,0.623591232,0.665119989,0.676394395,0.765244118,0.956753369,1.036811964,1.464873087,1.756305252
0.93454453,1.054144143,0.939506956,0.964050979,1.10407862,1.083427862,1.049542429,1.064143018,0.991288345,1.014144874,0.955212507,0.964495043,0.836565596,0.910542036,0.931322296,1.328923557,1.286767253,1.154516117,1.123569651,1.095468767
0.386366977,0.470652099,1.08517555,0.793231587,0.615460237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0.780548691,1.023528641,1.083427862,1.068316657,0.763132589,0.965828463,0.889610704,0.896189807,0.899704722,1.133182868,1.035857465,0.839266716,0.855657576,0.796709508,0.880035112,1.028963572,0.957194071,1.047369686,0.991288345,1.180864319
1.034903844,0.939939715,0.941022484,0.986733789,1.14419488,-,-,-,-,-,0.782348042,0.990147739,0.849767271,1.041837535,1.069054879,1.216186001,1.034427363,0.964050979,0.921722099,0.715154705
0.593471681,1.35925206,0.996781571,0.786321227,0.824327902,0.911381062,0.902194136,0.843528965,0.930893505,1.162251191,-,-,-,-,-,-,-,-,-,-
0.876193445,0.962055219,1.036096007,0.962720013,1.087677138,1.074236736,1.093200949,1.105859619,1.034427363,0.997700064,0.964717152,1.117120445,0.961390884,1.155313904,1.081932085,1.107898565,0.956312869,0.997470361,0.962055219,1.08742672
0.850354472,0.840814127,0.888587092,0.90740256,1.086425624,0.961612278,0.941239187,0.861390346,0.939506956,1.08292904,0.955652499,0.910961452,0.828514283,0.833681185,0.891045744,0.970063134,1.114551139,1.183041556,1.192065173,1.27790921
0.911381062,0.898255738,0.979715547,0.907193647,1.077705254,0.998159627,1.054629706,0.997929819,0.943191764,1.135272192,0.878011087,0.83004187,1.156112242,1.310991875,1.158243842,1.254295892,1.267651866,1.404753103,1.278792263,1.320383231
0.454673874,0.488090101,0.461317575,0.644020957,1.06071815,1.393156803,1.528973647,1.698634733,0.899497582,0.586408153,0.22469841,0.362242998,0.378616904,0.49385562,1.268819954,2.031889097,2.231515974,2.488284304,0.679047258,0.373164224
0.777141319,0.963163464,1.25025903,1.000460623,0.527472716,1.122793785,1.282330583,1.208091977,1.253718401,1.276438809,-,-,-,-,-,1.197567496,0.951699848,1.213668276,0.954552897,1.161448614
1.080936047,0.900326431,1.093200949,0.802786388,0.989236199,1.103062194,1.115578151,1.104841554,1.170846602,1.366155076,1.435489433,0.931536765,0.829277725,1.284103412,0.862779862,-,-,-,0.772324834,1.065368864
0.935190314,0.987415636,1.063163358,0.995176243,1.070039969,1.029911719,0.961612278,0.949292391,1.013211242,1.219270314,1.15425031,0.950385934,0.881454704,0.933899193,0.888177976,0.93454453,0.98107001,1.07225974,1.073989412,1.258925412
1.037289544,1.035142167,1.031810635,1.080189621,1.121501865,1.020939484,1.028489826,1.074979049,0.999539589,0.828895916,0.926189813,0.973195294,0.835218297,0.856840528,0.981974025,1.156644774,1.070779382,1.137627286,1.141563305,1.111987742
1.174356619,1.038484455,0.954992586,1.06194005,1.180320636,1.028726672,1.091440336,1.164126029,0.978137704,0.815079556,0.703396171,1.305870166,1.271159361,1.328923557,1.253429755,1.269404402,0.857235208,0.867960577,0.777857422,0.527472716
0.899911911,1.273503081,1.278497844,1.207813835,1.048817681,0.964495043,0.879022517,0.7730365,0.814329185,1.025651926,1.086675811,0.978362955,0.809095899,0.823000312,0.784332119,1.201157618,1.389952631,1.135795124,1.048576209,0.97364357
1.162786551,0.973195294,0.995176243,0.954333128,0.739434994,0.967609225,1.037050726,1.098499845,0.94145594,0.630957344,1.018825954,1.068316657,0.929608316,0.934114256,0.998389489,1.277320846,1.070779382,0.964495043,1.010648184,0.933469215
0.844500673,0.902817565,0.930893505,0.768068581,1.19894704,1.043518133,1.084176526,1.040159644,0.990147739,1.212830193,1.023764345,0.887973489,0.849767271,0.783790509,0.825277491,0.854869849,1.117892391,1.110196874,1.046646439,1.328617596
1.043758439,1.16439411,1.171116231,0.982426345,0.728785964,1.115064527,1.090435546,1.111987742,1.012511583,1.012744749,0.891045744,1.081932085,0.992887401,1.071025966,1.017185124,1.131878994,1.065123582,1.092697627,1.073247783,1.099005839
1.081682989,0.906984782,1.047369686,0.9103324,0.59689783,1.031335578,1.24623516,1.225180286,1.11660611,1.053173687,1.670705876,0.931965853,0.917275935,1.110196874,1.214506938,1.261827535,1.737000726,1.544542987,1.247958088,1.642857898
0.614469032,0.994718053,1.289733558,1.149740951,0.828323533,1.241652308,1.054144143,0.961169542,0.956312869,0.914955559,-,1.649681104,-,1.550243789,1.204203818,0.924272433,0.999539589,0.970063134,1.104332873,0.931751284
0.685014871,0.889405888,0.91075172,0.73586814,1.139724804,1.054386896,1.061206741,1.104841554,1.047852129,1.212830193,-,-,-,-,-,-,-,-,-,-
0.906358475,1.224052372,0.991973339,0.923208937,1.2749701,1.08292904,1.07969229,1.032523631,1.003690931,1.269404402,-,-,-,1.476386278,-,1.106623784,1.042317429,1.661881296,1.535677425,1.360504555
0.900741142,1.066841742,1.017419366,0.848984967,0.892688623,1.019529978,1.015780801,1.032048246,0.913902783,0.834641548,-,-,-,-,-,1.115578151,1.102554332,0.937130343,1.056817509,0.989464005
0.872167702,1.41807761,0.986733789,1.011346556,1.369935122,1.156644774,1.502795895,1.601400648,1.380384265,0.856840528,0.566108923,0.591289273,0.342846721,0.864370626,0.438732695,1.370566145,1.888426125,1.653864785,2.009092813,2.169701554
0.954333128,0.904482149,1.023764345,1.056087738,1.186041813,1.003459849,1.018825954,1.013211242,0.937777913,0.98107001,1.042797545,0.922783882,0.788496918,0.95345456,0.841201426,1.011113712,1.201434227,0.96738645,1.122276838,1.077953433
1.067333154,1.075721875,1.07820167,1.028726672,0.589929345,1.018356876,1.032761406,1.065859597,1.042077455,1.06708742,0.981747943,0.97229936,0.925550245,1.009252886,0.996781571,1.251699273,1.004153254,0.985371507,1.019999597,1.163322157
1.015313124,1.001843766,1.024943676,1.019060575,1.109685727,1.052688794,1.02447178,0.992658807,0.982652583,1.106623784,0.941889597,0.824138115,0.832913689,0.718124924,1.026124365,0.936267611,1.066350557,1.155313904,1.183313992,1.036573257
1.034427363,0.92939429,0.964717152,0.900948569,1.168422738,1.038723602,1.093200949,1.129795915,1.036096007,1.07969229,1.062429204,0.976562402,0.702425064,0.964272986,0.825087485,1.17543874,1.234809608,1.111987742,1.148682488,1.235662879
0.586138165,1.052931213,1.197567496,1.257476854,0.55577627,1.041118108,0.956973695,0.965383785,1.102300489,1.088930093,0.981747943,0.940589226,0.867361218,0.854869849,0.981295935,1.059985685,1.087927613,1.152922195,1.173275495,1.041357862
1.032523631,0.951042664,0.93648322,0.95345456,1.064878356,1.088178147,1.069301067,1.091943079,1.050025872,0.94667302,0.970957007,0.898048931,0.794877127,0.883893622,0.962720013,1.032285911,1.025651926,1.118922482,1.11249995,1.248820445
0.892483098,0.9525768,1.140249788,0.892483098,0.869961433,1.022586371,1.046646439,0.958517398,0.958958913,1.154781985,1.149476243,0.826228174,1.093200949,0.689604362,0.82224265,1.01344457,1.086926056,1.109174815,0.999769768,1.197016123
0.908447847,0.971851703,0.970733461,0.86856035,1.129015749,1.050751455,1.085425449,1.014612013,1.018122417,1.189871329,0.969393269,0.931536765,0.850550296,0.858222705,0.876798907,1.073000687,1.22123713,1.179234021,1.165467051,1.202264435
0.644020957,1.155846068,1.016248693,1.16091387,1.355501492,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0.980844136,0.949729657,1.069054879,0.974989638,1.109685727,1.006004677,0.944495733,0.93454453,1.058766033,1.212830193,0.924059636,0.899083443,0.824707606,0.92853868,0.946237161,1.013211242,1.107898565,1.137365368,1.159578088,1.206979795
0.893305484,0.797810963,0.935836544,0.868160456,1.27908675,1.039680743,1.101032149,1.07176606,1.091691679,0.847032355,0.880440476,0.991060119,0.849180475,0.998619403,1.051961874,1.251411092,1.019060575,1.068808749,1.085925421,1.091691679
0.640471782,1.148418024,0.919390475,0.95191901,1.229985524,-,-,-,-,-,0.7846934,1.040159644,0.682967441,1.185495746,1.1137815,1.528621628,1.106114282,1.104841554,0.874782326,1.16091387
0.941022484,0.889405888,0.917064749,0.975214163,1.083926914,1.003459849,1.126678482,1.146304507,1.009485302,0.847227414,0.662826709,0.942757509,0.875991718,1.054872571,1.039202062,1.138151303,0.912010839,0.941239187,0.973867785,0.816770418
0.905315592,0.962720013,0.991744955,0.892894196,0.964717152,1.041597671,1.076465214,1.058034916,1.050509538,1.162786551,0.926189813,0.543375434,0.551315243,0.623304124,0.68992201,1.120469399,1.118149825,1.154781985,0.958076086,1.28943662
0.945148392,1.021880237,1.053901445,0.924272433,1.140775013,1.044960803,1.022586371,0.946237161,1.032285911,1.185495746,0.990603824,0.815079556,0.754918381,0.706968396,0.740798339,1.008323758,1.237656138,1.305569513,1.287952955,1.313106648
1.159845121,1.055601503,0.982200159,1.140249788,1.16815373,1.054629706,1.088178147,1.126159747,1.046887466,0.842752404,1.097994084,1.036334604,0.781807802,1.022115561,0.797810963,0.8830799,0.931536765,0.950604794,0.96783205,1.002305238
1.424295165,1.161716078,1.138937782,0.939939715,0.997240712,0.994489037,0.894746483,0.784332119,0.898048931,1.25025903,1.279675927,1.058034916,0.901986422,0.853493072,0.811895249,1.648541939,1.795146927,1.489361078,1.568555898,2.510151881
1.318863958,1.049542429,1.308277884,1.033951101,0.66206404,1.056574196,0.931751284,0.91159094,0.927256743,1.194263062,1.116863248,1.047128548,1.035142167,0.956973695,0.941672743,0.980844136,0.990375755,1.017653663,1.038245363,1.226874105
0.885727237,0.924698174,0.991973339,0.90740256,1.14709662,1.091440336,1.126937939,1.125122993,0.960727008,1.12176013,0.897635459,0.952138223,0.909703781,0.909913273,1.077457131,1.110708256,1.053173687,1.150005719,1.093704503,0.915377008
0.972971233,0.981521913,0.957634977,0.92939429,1.124604974,1.036096007,1.058034916,1.108153698,1.059253725,0.993802306,0.900948569,0.930250688,0.83004187,0.893099816,0.910122812,1.148418024,1.13057662,1.103316213,1.158243842,1.074236736
0.962941713,0.942540456,0.938209876,0.852511017,1.149476243,1.019999597,1.057060878,0.987415636,0.989464005,1.16091387,0.953674126,0.869961433,0.823948372,0.843917514,0.858618022,0.917698454,1.00855596,1.161448614,1.082430448,1.240794901
0.78777102,0.952138223,0.99655208,1.01648272,0.993116048,1.116863248,1.150270548,1.094208288,1.076713107,1.037767343,0.713838554,0.848594085,0.87096359,0.980844136,1.042317429,1.235662879,1.218428363,1.211713649,1.240223625,1.106114282
0.855657576,1.146040591,0.942974611,0.875185271,0.755788014,0.893305484,0.95873813,1.023528641,0.991288345,0.864967919,0.875185271,0.939723311,0.897842171,0.966495864,0.957414499,1.297179271,1.132139648,1.012744749,1.252564215,1.015079367
0.989691864,0.960727008,1.021880237,0.883893622,1.009485302,1.12176013,1.021174591,1.0167168,1.000921458,1.255162629,0.922359022,0.878415519,0.741651706,0.799834255,0.818653268,0.861192026,0.906567196,1.014845663,1.068808749,0.947763545
1.01648272,1.113012393,1.08943168,1.294493875,1.229419225,0.968723867,0.832146901,0.860399204,0.993802306,1.062429204,1.359878163,1.627421316,-,1.278203493,1.867669386,0.805563908,1.541345504,1.099765268,0.799650108,1.174356619
1.022586371,0.90302547,0.96738645,0.920873552,1.115064527,1.033237119,1.152391377,1.305268929,1.023528641,0.693585492,0.836758244,0.947109079,0.961612278,1.072753648,1.073494936,1.158510569,1.135533628,1.024000102,1.113012393,0.920661538
0.667421204,0.50234259,1.027306415,0.699197714,1.251699273,0.977912506,0.982426345,0.915587806,1.044479691,0.936267611,0.855263622,0.688176756,0.914113241,0.772680585,0.857432617,0.994718053,1.176792793,1.356438163,1.391553795,1.138937782
