6.5 hours LD,9.5 hours LD,11.5 hours LD,12.5 hours LD,14.5 hours LD,17.5 hours LD,21.5 hours LD,23.5 hours LD,24.5 hours LD,26.5 hours LD,30.5 hours LD,33.5 hours LD,35.5 hours LD,36.5 hours LD,38.5 hours LD,41.5 hours LD,45.5 hours LD,47.5 hours LD,48.5 hours LD,50.5 hours LD
0.860597341,1.095468767,0.965161523,0.813204925,1.192614266,1.067333154,1.010648184,0.923846888,0.99907939,1.193988104,1.036334604,-,-,-,1.149211597,-,-,-,-,-
1.409613337,1.274676561,1.402167834,1.233956926,0.970957007,0.65584317,0.547141932,0.500149685,0.738584178,1.428564981,1.736600813,1.095468767,0.988325498,1.073989412,0.741993328,0.628202991,0.577032135,0.532966608,0.80723503,1.74622419
1.015079367,0.912430933,1.111475771,1.017888013,0.91075172,1.073247783,1.045201441,0.999769768,0.957414499,1.159311116,0.933254301,0.925763385,0.834065197,0.843334758,0.9421065,1.134488244,1.073494936,1.185768748,1.104587184,1.091943079
0.915798652,1.031810635,0.999309463,0.883893622,1.177877159,1.052688794,1.045201441,1.025651926,0.961833723,1.120469399,1.025179705,0.861390346,0.825847769,0.823569017,0.734852202,1.077209066,1.211713649,1.27262368,1.151330474,1.207813835
0.949729657,1.015313124,1.013211242,0.93282462,1.195363526,1.068562675,1.051961874,0.993344748,1.010182871,1.176792793,1.028016298,0.978362955,0.854476258,0.847032355,0.881048873,1.063898018,1.119180153,1.167078316,1.152656756,1.156112242
1.095468767,1.2846949,1.333214413,1.363640841,0.52686579,1.073000687,0.898669495,0.687859912,0.961833723,1.196189539,0.973867785,0.947327185,0.935405674,0.810774349,1.040638765,1.094964401,1.040399177,1.077705254,1.067578945,0.986052413
0.830998041,1.052204125,0.901778756,1.001151956,1.496235656,0.999539589,1.095721037,1.133704838,0.989008445,0.923634188,0.810027942,0.905941178,0.74954895,0.944060876,0.971180603,1.300768466,1.16654098,1.270574105,1.290327639,1.23537839
0.955872572,0.926616437,1.01976476,0.918967177,1.189049679,1.052204125,0.959179747,0.923846888,0.946237161,1.171655674,1.072753648,0.909494339,0.838880308,0.777499288,0.87639522,1.040638765,1.219270314,1.270866699,1.244228085,1.28943662
1.018356876,0.991516624,1.019060575,1.04930079,1.031335578,1.090184492,1.076961058,1.167884783,1.094964401,0.855854621,1.057791322,0.981974025,0.591017037,0.985825392,0.784332119,1.151860804,1.161716078,1.114807803,1.249108029,1.14051237
0.916853611,0.997240712,1.038245363,0.895364766,1.143404771,1.027542988,0.97543874,0.9421065,0.988553095,1.181136254,1.021174591,0.921934357,0.839266716,0.82756097,0.888177976,1.115064527,1.12331097,1.190693547,1.06194005,1.243655228
0.948855327,0.994489037,1.101032149,1.133182868,1.156911132,0.99907939,0.862581223,0.813392194,0.943843523,1.114037987,1.146568484,0.943843523,0.817146641,0.923421538,0.881048873,0.94667302,1.070532854,1.046164551,1.107898565,1.242224241
1.427578504,1.050025872,1.21338885,1.031335578,1.396689924,1.057547785,1.097994084,1.063163358,1.001151956,1.20503594,1.059497655,0.939074397,0.903857571,0.890430444,0.974316371,0.941239187,1.009485302,1.044239219,1.048334794,1.130316325
1.148947012,0.975663369,0.986279486,0.954992586,1.074731554,0.969393269,1.101792978,1.201434227,1.01648272,0.783790509,0.917909786,1.064388074,0.923846888,1.054386896,0.990831945,1.188502227,1.078449963,1.042557459,1.044960803,0.927043258
0.997240712,0.949510999,0.978137704,1.008788215,1.06194005,0.981747943,1.010648184,1.012045411,1.000230285,1.007627473,0.924059636,0.904898774,0.795976049,0.968500836,0.960727008,1.087927613,1.076465214,1.076961058,1.137365368,1.166272405
1.178148406,1.023764345,0.917275935,0.921722099,1.16654098,0.994718053,1.153718881,1.211713649,0.971627952,0.741993328,0.929822391,0.981747943,0.87659704,0.992430265,0.918544075,1.095721037,1.103316213,1.043758439,1.10153931,1.031810635
1.023057397,1.132139648,1.170038089,1.110708256,0.480839348,1.056087738,1.028489826,0.872971368,0.990831945,1.119437883,-,-,-,-,-,-,-,-,-,-
0.546512375,1.530734956,1.315830655,1.011579454,1.073989412,1.337211183,0.948200107,0.881251765,0.717794291,0.878820138,1.032048246,1.159845121,1.033951101,1.12331097,1.171925489,1.011812406,0.920449572,1.015313124,1.10407862,1.106623784
1.031098132,1.160112216,1.134227049,0.919813967,0.812830516,1.070532854,1.075474209,0.967609225,1.057791322,1.299570966,1.041357862,1.042077455,0.764011684,0.798913942,0.837915067,0.928111171,1.174356619,1.213668276,1.070532854,1.278792263
0.696145468,0.625604696,1.121243659,0.687701545,-,1.295388389,1.229419225,0.800940031,1.223207119,1.447104853,-,-,-,-,-,1.449772975,2.524061892,1.544542987,1.305268929,1.635686239
0.874379567,0.91075172,0.966941055,0.820918419,1.028489826,1.088178147,1.096983259,1.082679715,1.039920166,1.244228085,1.038245363,0.880643228,0.852314742,0.816018491,0.844695149,0.990147739,1.109174815,1.215346179,1.19894704,1.190419411
1.337827134,1.14419488,0.91622049,1.214227319,1.490390247,-,-,-,-,-,-,-,-,-,-,1.485935642,0.878820138,0.807606861,0.500610553,0.759801244
1.050751455,0.992430265,0.957634977,0.88879172,1.209205183,1.034665576,1.142089135,1.119695673,1.002997845,0.952138223,0.944713236,1.100525221,0.951042664,1.080687181,0.977237221,1.124604974,1.039441375,0.992658807,0.972075506,0.876798907
0.959179747,0.934759742,0.982878873,0.906149802,1.1012857,1.056330939,1.082181237,1.086675811,1.025651926,1.174356619,0.971404252,0.997700064,0.844111856,0.908657049,0.902401898,1.173005369,1.308579161,1.128495938,1.219270314,1.265610298
1.127976366,0.949292391,1.018591388,0.938642037,1.108919448,1.16654098,1.226874105,1.078698314,1.044960803,1.077457131,1.008788215,1.037528416,1.029674601,0.890430444,0.885523315,1.255162629,1.18249687,1.325256674,1.022115561,1.168960941
0.980844136,0.982200159,1.091691679,1.205591008,1.422328787,0.932609854,1.025179705,1.018591388,0.969393269,0.810214479,0.86976114,0.94863687,0.931965853,1.029200527,1.035380544,1.131097389,0.904482149,0.847227414,0.911381062,1.01648272
1.356438163,1.042077455,0.921297728,1.122793785,0.926829823,1.015079367,1.005309994,0.985144643,0.993344748,1.25487365,0.888996395,1.253141175,0.888996395,0.908029588,1.089180858,-,-,-,-,-
0.941672743,1.012045411,1.143404771,1.195088315,1.170307532,1.020704431,0.872167702,0.833489245,0.994947122,1.19371321,1.145512941,0.983784555,0.952138223,0.93454453,0.910122812,1.024943676,1.106114282,1.073000687,1.096478196,1.124087193
0.752835344,0.895983475,0.820729417,0.834641548,0.727779805,1.046887466,1.064143018,1.071025966,1.052204125,1.132400363,1.023764345,1.114294534,0.705180022,0.904273908,0.996781571,1.089682559,1.031810635,1.176521858,1.065123582,0.795060175
0.956312869,1.125900469,1.090184492,1.034427363,1.002766923,1.004847138,1.077457131,1.025179705,1.019060575,1.133965913,0.871565438,0.85427953,0.938209876,0.868160456,0.858222705,0.756310274,1.226874105,0.97678729,0.851922326,1.043037686
0.963829024,0.962720013,1.058522271,0.944278279,1.07969229,1.024943676,1.081682989,1.104841554,1.055601503,1.170307532,1.003459849,1.058278566,0.877606841,0.884097169,0.974989638,1.139462403,1.079195187,1.152391377,1.135010816,1.090937825
1.064878356,0.97678729,1.042797545,0.969839794,1.062429204,0.999769768,1.007395485,1.063653075,1.025179705,1.068808749,-,-,-,-,-,1.084426196,0.898255738,1.079195187,1.115578151,1.008323758
1.362699197,1.330454418,1.172195366,1.276732754,1.413188192,1.037289544,1.176521858,1.179505581,1.069054879,1.043037686,1.111731727,1.18740808,1.101032149,1.179505581,1.068562675,0.942540456,1.660733706,0.782888656,0.832530207,0.873574604
0.862581223,1.038723602,0.949510999,0.922146665,0.964939312,1.067824793,1.08742672,1.025415788,1.060962417,1.275851122,0.920661538,0.88879172,0.917064749,0.857037845,0.901778756,1.122793785,1.166809617,1.280560201,1.228287409,1.362071795
0.859805067,0.809841447,0.892688623,0.797443642,1.14788928,1.27438309,1.334442914,1.354877404,0.989236199,0.859805067,0.861390346,0.783429643,0.72177195,0.917064749,0.739945954,0.952796164,1.434167907,1.422328787,1.08742672,1.179777203
0.964050979,1.060229783,1.062673865,1.184404367,1.169768709,1.046646439,0.920237655,0.88695176,1.025651926,1.154781985,-,-,-,-,-,0.986733789,1.256897898,1.235947433,1.195088315,1.410587399
1.069301067,0.986961019,0.906567196,1.072012872,1.146832521,0.980392545,0.877808941,0.964717152,0.872971368,0.688810883,0.741310241,1.114807803,0.958296716,1.119695673,1.323731794,1.250546946,0.88165769,0.849376029,0.904690438,0.789768849
0.816770418,1.072753648,1.209762171,1.217586993,1.313711495,0.9103324,0.864171621,0.769839162,0.834641548,1.015079367,1.01601472,0.903857571,0.885319439,1.215626055,0.933899193,1.006468066,0.889405888,0.794877127,0.972971233,1.14393145
0.849571627,0.983784555,1.063163358,0.957634977,0.968277856,1.127716669,1.122018454,1.027779616,1.111475771,1.233956926,0.926616437,0.805378441,0.889610704,0.837143674,0.912010839,1.210040761,1.168422738,1.346480288,1.23537839,1.156378478
1.125641251,0.884504405,0.996322642,0.865366343,1.047128548,1.138151303,1.073742146,1.344002263,1.069054879,0.926829823,1.152922195,0.699841996,0.250437869,0.868960429,0.427661347,0.597447846,1.437474006,1.100525221,1.473329891,1.253718401
0.981747943,0.921934357,0.941889597,0.860795524,1.161983604,1.141563305,1.153984565,1.128755813,1.041118108,1.149740951,0.973195294,0.964272986,0.915166259,0.922146665,0.930679183,1.084176526,1.16573544,1.119180153,1.138675562,1.21310949
0.992887401,1.081682989,1.16573544,1.012045411,0.972747224,0.801124475,0.866163742,0.804266538,0.901156044,1.310690042,1.038006325,0.989691864,0.971180603,0.933469215,0.893305484,0.874178256,0.962941713,0.964050979,1.057791322,1.439792808
0.853493072,0.952357486,0.958958913,0.945148392,1.197567496,1.100271845,1.14366808,1.051961874,1.031098132,1.167347076,0.873373479,0.898876445,-,0.855460576,0.423350425,1.111475771,1.479108388,1.16251884,1.364268966,1.502795895
0.891250938,1.054872571,1.282035349,1.186041813,1.018591388,1.196740531,0.89002048,0.7120328,0.721938163,0.983105215,-,-,-,-,-,-,-,-,-,-
0.982426345,1.104841554,1.090435546,1.250546946,1.108153698,0.927683858,0.801493491,0.771080997,0.916009547,1.032999235,1.239081863,0.947763545,0.840814127,0.935405674,0.884097169,0.972523266,1.039202062,1.046646439,1.079195187,1.224616199
0.908866299,0.875185271,0.965606099,1.012511583,1.123828393,1.083677359,1.033951101,1.073247783,1.035618977,0.882470101,0.846447448,0.916431482,0.775175432,1.040399177,1.067824793,0.906358475,0.835218297,0.846252569,1.091691679,0.767538201
1.058034916,0.982200159,1.006699841,1.028253035,1.125382092,1.053173687,1.106114282,1.090435546,1.009020524,0.895983475,0.936698878,0.987643023,0.852118511,0.969839794,0.993802306,1.111219874,1.064143018,1.064388074,1.080936047,1.034903844
1.025415788,1.118407318,1.387714097,1.295388389,1.155047914,0.959621567,0.774818533,0.720775473,0.839266716,1.095721037,1.213668276,1.20005182,0.953893743,1.152922195,0.952357486,0.983558056,1.027779616,0.912220862,0.989691864,1.036096007
0.428153994,1.059253725,1.349273529,1.017653663,0.416389721,1.719887341,1.509732485,1.396368361,1.12331097,0.677953645,1.010648184,0.71482544,0.947763545,0.865964323,0.884097169,1.895832657,0.580497027,1.775824323,1.391233415,0.686435918
0.985598423,1.150535438,1.066841742,1.105605015,1.14393145,1.029674601,1.098752813,1.270574105,1.01648272,1.036811964,0.816206408,1.080936047,0.942540456,1.098499845,1.131097389,1.049059208,0.999539589,0.97701223,1.049784123,1.16815373
0.69630578,0.93454453,0.969616506,0.900119147,1.029674601,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0.993116048,1.084675923,0.974316371,0.914955559,1.081433951,0.87096359,0.920449572,0.86976114,0.875185271,1.022350939,0.921509889,0.837722153,0.747825035,0.824517732,0.885523315,0.965383785,0.988097954,1.068316657,1.069793611,1.28528666
1.053173687,1.028726672,1.010880921,1.117120445,1.013211242,1.126937939,1.081184971,1.14182619,1.060229783,0.86856035,0.891661469,0.94667302,0.868960429,0.949510999,0.981295935,1.06194005,0.992201776,1.020234487,1.009485302,1.048576209
0.89227762,0.93799387,1.058522271,0.996781571,1.069547311,-,-,-,-,-,0.986506611,0.917698454,1.036811964,0.996781571,1.21478662,1.208648452,0.654786927,0.87096359,0.976112782,0.779291609
0.994489037,0.949292391,0.921509889,1.067824793,1.195363526,1.020704431,1.137627286,1.103062194,1.023057397,0.806491882,0.736885482,1.087927613,0.922783882,1.117635016,1.190145339,1.248532926,1.011579454,0.95345456,1.096478196,0.939074397
0.924698174,0.944495733,1.040638765,0.910961452,1.114037987,1.066596121,1.040638765,0.966273346,1.035618977,1.230552083,0.993802306,0.880643228,0.811708325,0.802601561,0.827370439,0.956533093,1.167347076,1.252564215,1.189597383,1.271159361
1.105095982,1.12176013,1.158777356,1.058034916,0.570164272,1.073989412,1.022821857,0.855460576,1.135795124,1.255162629,1.14393145,0.755092228,0.886339287,0.668497827,0.742335107,0.97678729,1.112243817,1.369935122,1.285878693,1.239367205
0.908657049,0.992201776,1.043998801,1.083677359,1.096478196,1.039441375,0.914534303,0.944495733,1.066105049,1.071272607,0.882876587,0.908447847,0.768599327,0.950167125,0.909284944,1.057547785,1.143404771,1.173005369,1.135010816,1.025888119
0.803711162,0.552331739,1.067578945,1.086175494,1.000691014,0.575042575,0.412572237,0.775353943,0.751103871,0.593745047,1.143404771,0.939939715,1.263281104,1.769701423,1.118407318,-,-,-,-,-
0.999309463,0.985144643,1.013911386,1.050993427,1.052688794,0.963385266,1.014845663,1.11249995,1.021880237,0.792866375,0.87116416,1.056574196,0.862779862,1.043998801,1.100778656,0.979264475,0.946019307,0.990147739,0.988553095,0.91159094
1.086675811,0.99907939,0.896809087,1.04592369,1.032761406,1.021174591,1.012977969,1.044239219,0.946237161,0.729289566,0.92789749,1.025415788,0.891866805,0.965161523,1.002536054,1.173275495,1.065123582,1.043037686,1.086425624,0.921509889
0.986279486,0.99884937,0.950604794,0.957634977,1.16385801,1.042557459,1.053658803,1.095468767,1.107643492,0.955212507,0.914323748,0.89392277,0.848008099,0.943191764,0.953235044,1.105605015,1.151595608,1.064633187,1.27379635,1.270281578
0.83830103,0.941022484,1.022586371,0.895983475,1.162251191,1.01227847,0.966718434,0.951042664,1.01227847,1.126419085,1.005078539,0.957855506,0.788860118,0.816770418,0.805193017,0.930893505,1.132921973,1.21478662,1.195914138,1.129275744
0.981747943,1.01344457,1.021880237,0.925763385,1.045201441,1.042317429,1.088679387,1.07176606,1.019295249,1.217306665,0.94558375,0.939506956,0.860003067,0.944713236,0.968277856,1.10407862,1.11866487,1.096225752,1.158777356,1.335980133
0.857235208,0.948418463,0.829850768,1.020469432,1.124863954,0.861390346,0.916642522,0.844306242,0.878617805,0.60311482,0.673286645,1.067333154,0.928966387,1.062429204,1.295090149,1.277026766,0.924485279,0.837915067,1.027779616,0.966273346
0.990375755,0.946237161,1.067578945,0.960727008,1.133965913,1.049542429,1.017185124,0.971404252,1.041597671,1.261537022,1.120985513,0.918332596,0.771080997,0.782528205,0.8830799,1.080687181,1.239081863,1.238226231,1.132661138,1.520897689
0.987870462,1.013677951,0.989464005,1.043277881,1.116349032,0.998619403,1.069793611,1.093452697,0.995176243,0.755266114,0.895158624,1.04761088,0.949948366,1.080687181,1.028726672,1.149476243,1.013911386,1.013211242,1.012045411,0.929822391
0.960063591,1.064878356,1.153187696,0.865167108,0.85388621,0.972971233,1.040159644,0.97543874,1.136841712,1.257766432,1.048576209,0.898876445,0.754049749,0.749203849,0.777141319,0.879022517,1.169230135,1.16385801,1.268235776,1.305870166
0.866363207,0.981974025,1.055601503,0.997929819,1.089180858,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0.976562402,0.961833723,1.019999597,1.050751455,1.146304507,0.99655208,1.174356619,1.167884783,0.991744955,0.812082216,0.595387894,0.998389489,0.946019307,0.694064769,0.638263486,0.885319439,1.074731554,1.022586371,1.109174815,1.042077455
0.897842171,0.92853868,1.342455814,0.846642372,0.42150235,1.154781985,1.099512067,0.994031163,1.051719679,1.114551139,1.097235878,1.021174591,0.963829024,0.987870462,1.023292992,0.997011115,1.004847138,1.040638765,1.010182871,1.176521858
0.998619403,0.798546113,0.744903475,0.847227414,1.004153254,1.081932085,1.112756142,1.020704431,0.977462264,0.547015963,0.898462593,0.955872572,0.976112782,1.071519305,0.998619403,1.153187696,1.07820167,1.066596121,1.131618399,1.08943168
1.201987635,0.955212507,0.969393269,0.908238693,0.933039436,1.049542429,1.141563305,1.17543874,1.034665576,0.837143674,0.877808941,1.109174815,0.942974611,1.126678482,1.011346556,1.265318914,1.175709426,1.184131679,1.181680313,1.062673865
0.890840596,0.993116048,1.016950935,1.083926914,1.07969229,0.976337567,0.957414499,0.941022484,1.048817681,1.15425031,0.934975003,0.911381062,0.818653268,0.861787122,0.894540484,1.029911719,1.07225974,1.164930457,1.159311116,1.130316325
0.557057467,1.315224832,0.852314742,0.974316371,2.376840287,1.106369004,1.097235878,1.062673865,1.093956366,0.825847769,0.754223396,1.092194537,0.911381062,1.137365368,1.363640841,1.269112144,1.047128548,0.844306242,1.055844592,0.908866299
0.968723867,0.812830516,0.94362622,0.884708093,1.016950935,1.148418024,1.090435546,1.091440336,0.974989638,1.110196874,0.857235208,0.922571427,0.817334818,0.936914586,0.742335107,1.355813644,1.367728826,1.521948651,1.112243817,1.168960941
0.707782793,1.122793785,1.13710351,1.034903844,1.18249687,-,-,-,-,-,0.730970752,1.522299133,-,1.704119319,0.944930789,0.885727237,1.028726672,1.148418024,0.9132717,1.04761088
0.976337567,1.035380544,1.1012857,1.215066368,1.159845121,0.986961019,0.926616437,0.916642522,1.017185124,0.991288345,1.013911386,1.024235914,0.909284944,1.008091609,0.976337567,0.991973339,1.071025966,1.056087738,1.118149825,1.14366808
0.517130318,0.661302249,0.869160538,1.089933497,0.643428065,1.043518133,1.269404402,1.307675539,1.184949931,0.855460576,0.846837341,1.088178147,1.148682488,1.01648272,1.024707701,1.066350557,0.849962959,0.872971368,0.934975003,0.731307454
0.907193647,0.926189813,1.123052348,1.050751455,0.615885529,1.093200949,1.161181211,1.134227049,1.133704838,1.164126029,1.068808749,0.962720013,0.654937715,0.930464911,0.838494079,1.057547785,1.428564981,1.239652613,1.855239576,1.426264261
0.730970752,0.837529282,1.033237119,0.974989638,0.526380752,1.57253384,1.399587323,1.280265375,1.392515378,1.06708742,-,-,-,-,-,1.099765268,1.034665576,1.222925498,1.094208288,0.96894695
1.092446053,1.014378417,0.793962517,0.817523038,1.112243817,1.028963572,1.138675562,1.041118108,0.762781234,0.691671689,0.693585492,1.163322157,0.910961452,1.097235878,1.184404367,1.664178857,1.118149825,1.083178422,1.093956366,1.003690931
1.000691014,1.208926785,1.439461322,0.968723867,0.866163742,1.021174591,0.976112782,0.912641052,1.004847138,1.27320988,0.967163727,0.906775965,0.842946477,0.790860709,0.886135224,1.073989412,1.263572019,1.241652308,1.188228596,1.358000719
1.105605015,0.953235044,0.90740256,1.102046704,1.029674601,1.059741642,1.092949259,1.156112242,1.053901445,0.879629934,0.6572037,1.077705254,0.898462593,1.151065401,1.265027597,1.36238546,0.890225438,0.701940014,1.04592369,0.851334043
1.076713107,1.037289544,1.06708742,0.976337567,0.59799837,1.023292992,1.046164551,1.07176606,1.030623403,1.104841554,0.903441425,0.922359022,0.903441425,0.86856035,1.054144143,1.252275835,0.99884937,1.16251884,1.180592446,1.201157618
1.017185124,1.019295249,0.905732601,0.833873169,1.230268771,0.962498364,0.885727237,0.843528965,1.016950935,1.262118115,1.04761088,0.931965853,0.81959632,0.809841447,0.827370439,0.970509967,1.083677359,1.16439411,1.134227049,1.420038111
1.183586492,1.020469432,1.000460623,0.92789749,1.14130048,1.053173687,1.166809617,1.204203818,1.028253035,0.862382629,0.918332596,1.167347076,1.142615208,1.089933497,1.027542988,1.094208288,0.997240712,0.966941055,1.055844592,0.939939715
0.918121167,0.947981801,1.008091609,0.873373479,1.058766033,1.090686657,1.07969229,1.071025966,1.048817681,1.21338885,1.031810635,0.914955559,0.824897524,0.819407623,0.866762273,1.010182871,1.105605015,1.132661138,1.138413402,1.16654098
0.864171621,1.073494936,0.925763385,0.991288345,1.910293069,0.989919775,0.969839794,1.089682559,1.01601472,0.65841543,0.669576187,1.089180858,0.922571427,1.056087738,1.233104833,1.236801491,1.111219874,1.125900469,1.12331097,1.217867385
1.059741642,1.42955214,0.990603824,1.178148406,0.249919418,-,-,-,-,-,0.776962396,0.843723217,0.985598423,0.989919775,1.066105049,-,-,-,-,-
0.94754534,0.958517398,0.988553095,0.906984782,1.129535799,1.071519305,1.046646439,1.064878356,1.02447178,1.175709426,0.993344748,0.885931207,0.794328235,0.811895249,0.846057734,1.08742672,1.260375638,1.296283521,1.248245474,1.252564215
1.005078539,0.97588805,1.123569651,0.918967177,1.110964035,1.041357862,1.002766923,0.952357486,0.979715547,1.25025903,1.099005839,0.957414499,0.830998041,0.857235208,0.772858522,0.90740256,1.142352141,1.111987742,1.148153621,1.374041975
0.930893505,0.951042664,1.020469432,0.879832499,1.092446053,1.146304507,1.096478196,1.019529978,1.017185124,1.215066368,1.053416217,0.938858192,0.843528965,0.840040065,0.870362157,0.994489037,1.174086245,1.151330474,1.137889264,1.241652308
0.672357107,0.987415636,1.038723602,0.959621567,0.870362157,1.010880921,0.950604794,0.921297728,0.941022484,1.002766923,1.104841554,0.988780744,0.93799387,0.881454704,1.026124365,1.145776736,1.002305238,1.084675923,0.989236199,0.989464005
1.077705254,1.069793611,1.102554332,1.030148893,1.134488244,1.027306415,1.07176606,1.110196874,1.074236736,1.041118108,0.828705078,0.987870462,0.777141319,1.025179705,1.008788215,1.122018454,1.275851122,1.16251884,1.167078316,1.216186001
0.770016444,0.76647854,0.899290488,0.844306242,1.120985513,1.21338885,1.094712306,0.778932815,1.092697627,1.22123713,0.955212507,0.92789749,1.223207119,0.656296367,1.146304507,1.178691088,0.960063591,1.16439411,1.045682885,0.964939312
0.836372992,1.052931213,0.783068943,0.720609528,0.925550245,1.138413402,1.081184971,1.005541502,1.025179705,1.115578151,0.928752509,0.922571427,0.79304896,0.879629934,0.729961576,0.895983475,1.032523631,1.119180153,0.910122812,0.984691071
0.908238693,1.024943676,1.045201441,0.923846888,1.213947765,1.019295249,1.005078539,0.949292391,1.027069896,1.197567496,1.036096007,0.854476258,0.759626313,0.726942399,0.801862678,0.959400632,1.153718881,1.284399122,1.275263706,1.332293779
0.980844136,1.082430448,0.991060119,1.077705254,1.058766033,1.037289544,1.071519305,1.062918583,1.001151956,0.867361218,0.803711162,0.956973695,0.85388621,0.977912506,1.089933497,1.181136254,1.036811964,0.949073834,1.046646439,1.030148893
1.193163612,1.204203818,1.328005886,1.234809608,1.020469432,0.7846934,0.602975963,0.570952528,0.915587806,1.444441641,1.20005182,1.071519305,0.902817565,1.033951101,0.835026003,0.799834255,0.774818533,0.70291045,1.076217377,1.615474101
0.761552766,1.068808749,1.096225752,1.065614202,0.933469215,0.988325498,0.933469215,0.982200159,1.047128548,1.19371321,0.722104414,0.971404252,0.835603018,0.941672743,0.872569443,1.126419085,1.439461322,1.310690042,1.387714097,1.45881426
1.08517555,1.043037686,1.027542988,0.882470101,1.144721922,1.006236345,0.981747943,0.977687359,0.931322296,1.208926785,1.135272192,0.971851703,0.819030359,0.855263622,0.900119147,1.011579454,1.051477539,1.03086074,1.052446432,1.303166778
0.906775965,0.994718053,1.085425449,1.006931669,1.184404367,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0.833297349,1.004847138,0.894334532,0.93648322,1.240223625,1.076713107,1.089180858,1.094712306,0.986052413,0.909913273,0.89227762,0.961612278,0.843140595,0.938209876,1.01344457,1.355501492,1.14366808,1.197291778,1.27790921,1.028726672
0.903441425,0.986961019,1.006931669,0.93648322,1.114294534,1.009485302,1.020939484,0.939290652,1.036573257,1.153984565,0.972523266,0.846837341,0.792136454,0.824707606,0.840040065,0.983105215,1.130316325,1.179505581,1.148682488,1.159845121
0.775711089,0.978588257,1.068562675,0.941672743,1.072506666,1.016248693,1.046887466,1.092949259,1.01344457,1.050751455,0.728282711,1.353941811,1.174897555,1.370250597,1.204203818,1.154781985,1.003228821,1.01601472,1.024707701,0.946237161
0.611223439,0.92789749,1.206146331,0.929180314,1.266776505,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.121501865,1.109685727,1.158243842,1.232537098,1.243941624,0.978137704,0.977237221,1.021880237,0.970509967,0.833489245,0.875991718,0.96094825,0.847617667,0.870161772,0.914113241,1.069301067,1.026360666,1.085925421,1.134227049,1.122535282
1.072012872,1.028016298,1.059985685,1.098752813,0.864768775,1.077953433,1.126419085,1.172195366,1.064633187,0.882470101,0.949073834,1.039920166,0.939939715,1.014144874,1.033713052,1.183859054,1.038723602,1.112756142,1.110452535,0.909494339
0.946237161,0.979489985,1.043998801,1.025651926,1.220955962,0.934329368,1.004153254,0.947981801,0.994489037,0.833873169,0.949292391,0.944930789,0.992201776,0.97701223,0.961833723,1.165198723,0.896189807,1.092949259,0.700648183,0.987415636
0.912430933,1.078698314,0.996322642,0.933039436,1.178691088,1.058034916,1.130316325,1.196465003,1.088679387,0.922359022,0.96894695,1.107388477,0.921934357,0.866562717,0.827751545,1.005773063,1.671475441,1.301667316,1.304067285,1.30136763
0.994031163,0.990375755,1.044960803,0.959621567,1.152391377,1.031098132,1.070039969,1.058278566,0.999539589,1.040399177,0.894128628,1.043518133,0.919390475,0.974316371,0.979039017,1.126937939,1.077209066,1.10357029,1.111219874,1.115835052
0.900948569,0.87116416,0.997240712,0.881048873,1.179234021,1.095973366,1.074731554,1.06194005,1.018122417,1.114551139,0.915377008,1.00461579,1.074236736,0.87639522,1.204481129,1.420365124,0.92789749,1.095973366,0.922783882,0.832338532
0.945148392,0.989691864,1.095973366,1.063408188,1.077457131,0.983558056,0.824897524,0.866562717,0.966273346,1.152922195,1.066105049,0.930464911,0.838687171,0.998619403,1.01976476,1.012977969,0.976562402,0.993344748,1.063653075,1.214227319
0.887156012,0.965606099,1.069793611,1.029437537,1.150535438,0.987188301,0.931322296,0.906775965,0.945801503,1.137365368,1.08292904,0.884708093,0.845278845,0.986052413,0.88511561,0.904065716,1.026124365,1.097994084,1.051477539,1.284103412
0.734852202,0.990375755,1.255451674,1.042557459,0.482169794,1.08742672,1.079195187,1.126937939,1.021880237,1.043518133,-,-,-,-,-,-,-,-,-,-
0.612491407,0.781807802,0.710886063,0.658718711,2.286651603,1.011346556,1.024000102,1.028016298,0.981747943,1.228287409,0.838108027,0.952138223,0.848789503,1.014845663,0.897635459,0.802601561,0.964495043,0.72443596,1.191790722,1.272330681
0.839846661,0.824517732,0.872368549,0.831189407,0.972971233,0.99655208,1.013677951,0.974765164,0.975663369,1.140249788,0.940589226,1.178148406,1.549886873,0.88879172,1.236801491,1.329229588,0.887973489,1.229136173,0.759626313,0.793231587
0.759626313,0.716803307,0.714660864,0.826799109,1.08292904,1.220112847,1.412537545,1.539571986,1.110964035,0.562859499,0.716968376,0.893099816,0.76930756,0.917064749,1.129795915,1.387394601,1.373409351,1.36489738,1.038245363,0.572268709
1.042077455,1.166809617,1.194813167,1.119180153,0.979489985,1.017185124,0.993116048,0.88695176,0.903857571,1.088679387,0.807606861,0.880440476,0.828323533,0.9132717,0.903441425,1.160646591,1.107388477,1.275557381,1.003459849,1.355501492
0.951480736,0.910122812,0.944713236,0.828705078,1.098246935,1.075721875,1.118922482,1.078946722,1.04761088,1.196740531,1.048817681,0.955212507,0.863972661,0.919813967,0.926403101,1.005309994,1.122276838,1.084925707,1.133965913,1.169499391
