old_1,old_2,old_3,old_4,young_1,young_2,young_3,young_4
31.45523,31.35426,31.06837,31.53733,31.05407,31.91734,31.13136,31.19384
25.94882,25.44676,25.6507,25.56296,25.5,25.46849,26.10667,25.41555
28.56402,29.03858,29.10794,28.74951,28.82884,28.71976,28.90179,28.89122
33.27531,33.02457,33.14274,32.78074,32.74567,33.37788,33.16183,32.82031
26.03225,25.19103,26.36328,25.55239,26.00661,25.40311,25.68418,25.92834
29.68712,29.33074,29.86157,29.65564,29.69883,29.45597,29.60767,29.65593
28.50108,29.08357,28.9997,29.04077,28.67145,29.3178,28.74204,28.77747
28.1454,27.85174,28.35304,28.24681,28.33048,28.22876,28.21252,27.70905
32.10093,31.46602,31.82514,31.79773,32.00905,31.89287,31.59646,31.57691
32.3078,32.29113,32.22823,32.42134,32.19228,32.10777,32.35623,32.47774
27.00592,27.15345,27.00592,26.78369,27.15258,26.82347,26.71777,27.14083
30.49953,30.88445,30.39264,30.556,30.31765,31.10381,30.51831,30.27875
27.13878,27.18064,27.67801,27.33467,27.35304,27.47985,26.88367,27.50158
NaN,26.27741,25.45714,24.93997,24.91333,26.15238,27.01041,NaN
32.72511,32.12506,32.02479,32.3748,32.1712,32.22064,32.37516,32.37046
24.5511,24.65174,24.01691,24.27341,24.27775,23.55403,25.27338,24.2759
26.153,25.94728,26.62324,26.11249,26.20159,25.70946,26.15176,26.66112
28.01797,27.70121,27.53386,27.74079,27.76231,27.77656,27.92332,27.42037
27.95726,28.54867,28.4525,28.27324,28.06712,28.30012,28.35275,28.40088
27.86106,28.47015,28.46166,28.34007,28.19887,28.19976,28.41856,28.20583
28.19399,27.75513,28.04745,28.35435,28.36403,28.22122,27.77624,27.87988
25.7463,25.23747,24.99869,25.3151,25.42474,25.64796,25.03884,25.07879
NaN,24.64636,NaN,24.79769,NaN,24.83937,24.41867,24.34476
26.91239,27.94581,27.52545,27.77649,27.81495,27.19197,27.4763,27.57029
30.87694,30.73247,30.96596,30.72127,30.89511,30.51878,30.83161,30.94454
30.27242,30.55582,30.0414,30.10287,30.14273,30.22699,30.28052,30.21697
27.77975,28.11183,27.53237,28.07511,27.94988,28.72136,27.13095,27.59228
26.03746,24.97662,26.04483,25.3536,25.30435,25.83441,25.87453,25.29491
28.04958,27.78126,27.85186,27.63291,27.56347,27.87678,28.1048,27.66723
33.13294,32.90219,33.16039,32.68656,33.08604,32.89744,32.95588,32.84002
26.5581,26.30327,26.8411,26.88472,26.78244,26.24715,26.39149,27.06353
26.61667,26.62129,26.42912,26.36329,26.62951,26.19877,26.69644,26.40349
31.37757,31.39989,31.72741,31.53339,31.59704,31.20781,31.48865,31.64289
27.56899,28.46754,28.32813,27.786,28.34723,27.74874,28.17603,27.77731
29.04734,28.09275,28.3585,28.11138,28.42142,28.21776,28.60106,28.26839
28.38253,28.49515,28.68512,28.20046,28.48888,28.42202,28.04802,28.70336
28.6732,28.16504,28.60876,28.54517,28.81693,28.13878,28.55146,28.38418
31.30018,31.23329,31.66047,31.67846,31.75111,31.49557,31.1683,31.35705
29.81285,29.14982,29.31737,29.44022,29.81543,29.55784,29.27097,28.97574
32.65942,32.32399,32.60351,32.21095,32.39637,32.42129,32.5389,32.34247
29.78141,29.6027,29.85497,29.8554,29.63827,29.7136,29.68707,29.95671
32.97002,33.03844,32.49044,32.60202,32.83374,32.37951,32.86701,32.92199
34.72431,34.89297,35.49804,34.77343,34.92557,34.73444,35.36111,34.76959
29.6726,30.02934,30.20175,29.90369,29.99429,29.7342,29.92309,30.05956
29.78124,29.65637,29.75073,29.56142,29.82875,29.60899,29.72213,29.49368
32.17721,32.4996,32.51136,32.6034,32.25788,32.39589,32.30816,32.73348
32.93707,33.36724,33.49834,33.25603,33.28306,33.10543,33.40857,33.16653
31.84311,31.90813,31.24201,30.80701,31.48568,31.53032,31.23026,31.45949
26.23286,26.05194,26.4114,26.32911,26.69856,26.01939,26.62645,25.58655
NaN,NaN,25.08776,NaN,NaN,24.71544,24.81553,24.48222
26.17192,26.08976,25.55365,25.7043,25.93283,25.967,25.95365,25.57236
30.42162,30.49171,30.82426,30.51079,30.40304,30.42031,30.62427,30.70726
32.11216,31.46032,31.48159,31.68762,31.72834,31.47257,31.64642,31.80232
29.25196,28.79173,29.06994,28.98109,29.09617,28.93719,29.16452,28.80554
32.91816,33.03139,32.66286,32.5599,32.5821,32.74501,32.87864,32.87568
29.24164,29.45713,29.59561,29.69964,29.49781,29.06715,29.71235,29.62993
27.31051,27.96576,27.779,27.72468,28.14351,28.8204,26.70583,27.02348
29.5985,29.77613,29.92082,29.78413,29.34164,30.67042,29.18274,29.79866
27.46786,28.44624,27.90081,27.69816,28.09793,27.70715,27.79005,27.83183
28.69664,28.11207,29.11061,28.31307,28.79959,28.33433,28.26548,28.74714
NaN,NaN,NaN,NaN,23.38456,23.67347,23.18784,23.0922
36.56978,37.03537,36.97886,37.07627,36.89487,36.72746,37.18977,36.76377
28.90101,28.244,28.38533,27.92728,28.2882,28.19934,28.50484,28.38084
30.0738,30.26125,30.50881,30.41165,30.42232,30.27108,30.29077,30.18707
26.34967,26.70134,26.22218,26.42214,26.47203,26.42827,26.4986,26.21247
29.53771,29.83638,29.90282,30.04049,30.06098,29.67452,29.40975,30.08917
29.70443,28.52835,27.85019,28.41522,28.93694,28.15166,28.37658,28.9506
27.03559,26.14857,26.73918,26.33565,26.14837,26.15238,27.4178,26.4587
29.96306,29.51935,29.98509,29.60802,29.84722,29.74074,29.64645,29.75963
30.14844,30.5089,30.63668,30.53742,30.34149,30.35279,30.56211,30.49391
30.10024,29.74161,30.49515,29.93607,29.82329,29.88475,29.96692,30.51728
31.16015,30.84431,30.56284,30.80609,30.73771,30.88285,30.67624,30.99658
29.21081,29.77348,30.06689,29.64513,30.18672,29.21505,29.66699,29.5477
30.03512,29.77732,29.7051,29.70079,29.9211,29.64926,30.01757,29.55056
24.92502,24.85823,24.88637,25.16553,24.73836,25.14946,25.07549,24.79223
30.42192,30.45494,30.50531,30.35752,30.44855,30.32903,30.48366,30.39989
30.67985,31.13815,31.03977,31.43634,31.13724,30.84011,31.03473,31.20408
27.08203,26.85567,27.86148,27.37634,26.87596,27.68946,26.95427,27.57939
33.67829,33.65063,33.58654,33.65085,33.55865,33.35495,33.59591,33.98065
32.59824,32.61735,32.36812,32.2998,32.17144,32.40634,32.55881,32.67078
26.06979,25.63973,25.90532,25.75142,25.99817,25.97053,25.59977,25.72325
28.38129,28.3677,28.31467,28.20313,28.23968,28.16284,28.42033,28.36974
28.57156,28.82987,28.83476,28.86994,28.62066,28.55768,28.79613,29.05861
24.49582,24.59611,24.67481,24.62193,25.02183,24.5471,24.12707,24.61964
29.6602,28.81943,29.31341,28.8855,28.87722,28.87643,29.83375,29.01877
26.24005,25.18026,25.94617,25.81387,25.87237,25.77899,25.90385,25.55347
31.59455,30.98976,30.6359,30.62584,30.68721,30.8235,31.47668,30.78784
29.39777,28.83515,28.92068,29.39834,29.1248,28.91259,29.14761,29.29791
24.95691,24.36246,24.62293,24.5451,24.28263,24.66844,24.47809,24.98989
25.8877,25.89113,25.97316,25.6554,25.50194,25.84482,26.16574,25.82692
30.34414,30.42001,30.90383,30.29614,30.14977,30.39652,30.97835,30.37181
27.1961,26.95027,26.8846,26.5773,26.92954,26.5862,27.43436,26.59121
34.05164,34.16331,34.12193,33.90688,33.91679,34.12532,34.11606,34.01878
26.99205,26.53668,27.82681,27.3946,27.73712,26.9888,26.53681,27.42142
26.80144,27.10889,27.31519,26.79303,27.24545,27.14589,26.72234,26.84002
30.16195,30.24864,30.30008,30.11173,29.88351,30.13161,30.27298,30.46956
29.04534,29.16149,28.96229,28.7018,28.74368,28.94849,29.11565,29.00094
28.60215,28.81556,29.15093,28.64997,28.88838,28.50442,28.80434,28.95981
29.89325,30.1808,30.2247,30.19167,30.24898,30.21373,29.90038,30.06638
33.71006,34.1891,34.35777,34.0882,34.19271,33.90804,34.33691,33.84819
27.87373,27.86053,27.88314,27.57492,27.78644,27.8387,27.76085,27.74727
33.27684,33.36607,33.6649,33.292,33.49321,33.22317,33.71016,33.1171
28.09341,27.22389,26.78856,27.14686,27.58405,27.13682,27.87666,26.59946
32.10771,31.96461,31.9116,32.05459,31.90196,32.1795,31.7392,32.16282
33.22044,32.93393,32.83036,32.98383,33.015,32.90854,32.94084,33.04934
31.56174,32.0543,32.00182,31.5989,32.03072,31.79366,31.66772,31.67038
31.19595,31.94049,31.686,31.46115,31.94723,31.44742,31.53492,31.30024
28.4245,28.67209,28.54388,28.90965,28.63079,28.7591,28.38997,28.7166
29.34011,29.07268,29.51247,29.41155,29.60166,29.31467,29.01747,29.3494
27.82208,27.58578,28.1672,28.01335,28.09728,27.91775,27.68552,27.83437
31.00772,31.21077,31.25788,31.24207,30.99051,30.90448,31.27398,31.49743
28.9681,28.98384,29.16919,28.96397,29.0203,28.99957,28.88893,29.12468
31.50166,30.96092,31.21581,31.3373,31.04016,31.32769,31.29871,31.29767
28.24608,28.69647,28.67949,28.55362,28.79452,28.34558,28.34875,28.63547
30.79823,31.20717,31.29346,31.15074,31.12145,31.15183,31.09043,31.03525
28.22182,28.29075,28.62066,28.67044,28.30626,28.20541,29.06453,28.17783
35.37623,35.1974,35.11729,35.25603,35.44175,34.96034,35.40502,35.0912
29.92337,30.17045,29.9407,30.09207,29.89474,29.89578,29.96403,30.32378
27.86284,27.83954,27.75538,27.80483,28.23973,27.7431,27.55837,27.67344
26.58334,27.56122,27.1672,27.73995,27.64904,26.69498,27.35993,27.29981
32.12992,32.74807,32.46346,32.44357,32.39953,32.52463,32.38304,32.43009
33.21905,33.29598,33.63925,33.55179,33.27974,33.44381,33.22274,33.71272
30.79692,30.42742,30.72265,30.48395,30.68219,30.32678,30.85266,30.52244
29.90153,29.59635,29.5766,29.71075,29.66509,29.89779,29.5642,29.61172
34.82088,34.57469,34.41274,34.61933,34.31318,35.36114,34.32509,34.38214
32.44828,32.61459,32.80105,32.71902,32.71043,32.60724,32.63765,32.58161
28.87314,28.73146,28.81403,28.76885,28.88058,28.64217,28.98052,28.6382
25.47132,26.0537,26.14667,25.37401,25.63148,25.49884,26.13208,25.7375
27.05103,27.18092,27.29833,27.39026,27.1045,27.07347,27.06044,27.63748
25.96113,25.77736,25.87793,25.44594,26.24978,25.64375,25.34401,25.78027
27.42854,27.32775,27.83762,27.38129,27.75939,27.34147,27.52073,27.30939
34.18423,34.13392,34.37114,34.20558,34.2106,34.28981,34.31763,34.03297
25.96992,26.0877,25.76795,26.30525,25.96411,26.26311,25.9623,25.89899
29.74375,29.532,29.71035,29.63183,29.82514,29.38142,29.76088,29.60885
27.33731,27.44079,28.39795,28.32492,27.99959,27.3652,28.41018,27.68459
NaN,NaN,24.8291,NaN,24.5794,24.56709,24.81612,NaN
33.6184,33.42279,33.25223,33.36372,32.98772,33.85424,33.40312,33.37101
27.94341,28.24273,27.67976,28.44798,27.93247,28.2021,28.10234,28.03633
29.00619,29.23651,29.61175,29.25147,28.7301,29.22283,29.38673,29.7259
29.06661,29.12761,28.94016,29.08775,29.42542,28.59612,29.03396,29.1266
30.46139,30.17878,30.3662,30.08664,30.55947,30.26841,30.09936,30.12743
NaN,25.94601,24.64988,25.62581,25.39215,25.54174,24.86406,25.31008
25.64113,25.10673,25.88993,NaN,NaN,NaN,25.37292,25.72915
27.75462,27.54768,27.06435,27.54554,27.19489,27.94815,27.31311,27.41877
24.36078,26.75913,23.9949,24.51869,25.46672,23.70704,25.40785,25.01512
34.53444,34.83761,35.14156,34.82965,34.96869,34.63125,34.80573,34.90141
28.92437,29.20918,28.82923,28.90882,28.89189,28.93677,28.9481,29.05897
30.36348,29.98427,29.91314,29.59566,30.10625,30.05853,29.79393,29.86197
29.39626,28.62634,28.55724,28.75002,28.70863,28.91656,29.06399,28.60505
27.11317,27.76875,27.46123,27.60978,27.38476,27.3928,27.69032,27.44979
30.42172,30.1045,29.96843,30.05763,30.309,29.9531,30.24241,30.01305
27.37044,27.63374,27.78094,27.70048,27.49496,27.59199,27.70767,27.65635
27.57066,28.6353,28.57524,28.24254,28.50146,28.1775,28.3869,27.92332
28.93506,28.99024,29.0681,29.01103,28.95588,29.08124,28.92626,29.00699
NaN,25.7375,24.74031,25.07251,NaN,25.02115,25.79414,25.69687
28.46801,27.73221,28.1589,28.19112,28.07148,28.0194,28.41365,28.01361
30.6932,30.67959,31.10812,30.84004,30.88627,30.60761,30.78152,31.01485
33.46112,33.43378,33.7602,33.64248,33.50912,33.42367,33.90464,33.42992
32.69019,32.11951,31.71055,32.80494,30.9621,33.75941,31.30394,33.27016
25.96188,25.6649,25.39172,25.25158,25.8986,25.35306,25.58987,25.39914
28.2332,27.57254,27.80483,27.67983,27.68171,28.05129,27.90306,27.62499
32.47974,32.4528,32.2917,32.05168,32.34588,32.09512,32.62434,32.18124
27.11942,27.09396,27.21178,26.40084,27.3262,26.52798,26.92536,27.01712
27.9026,28.47313,28.60311,28.13462,28.55139,28.12352,28.09577,28.31454
26.20148,26.62157,26.55589,26.19899,26.84218,25.98872,26.20395,26.51507
27.86254,28.71004,28.79383,28.09482,28.07536,28.1438,29.10794,28.10674
30.72265,31.19748,30.90512,30.73627,30.65446,31.17819,30.91114,30.79071
29.44821,29.45881,29.2497,29.19112,29.54411,29.20769,29.59112,28.97831
23.82182,24.33688,24.85181,23.27284,23.95251,NaN,NaN,NaN
27.16749,27.13907,27.22582,27.41393,26.98512,27.34367,27.46256,27.12938
25.90711,27.20723,27.43078,26.43167,26.68231,26.8028,26.62143,26.84673
30.55087,30.59904,30.48808,30.54222,29.92988,31.70405,30.23489,30.28835
33.69603,33.57407,33.40375,33.55648,33.29762,33.57317,33.88458,33.45464
27.57687,28.11332,28.28886,28.08101,28.06214,27.65574,28.00774,28.31424
33.68927,33.98888,34.14429,34.16773,34.17482,34.02697,33.647,34.12186
NaN,25.24815,25.93294,25.76987,26.12743,25.28246,NaN,25.53086
28.05113,28.4961,28.1419,28.30156,28.2208,28.17983,28.33922,28.23306
31.4684,30.56937,30.65881,30.97282,30.48232,31.04895,31.16447,30.9565
32.48602,32.34947,32.33514,32.30721,32.27264,32.24104,32.5743,32.37278
31.16621,30.94852,30.72477,30.74399,30.67724,31.74527,30.57389,30.5701
28.60625,27.785,27.4592,27.3955,27.36353,27.90242,28.19451,27.76857
27.94737,27.94643,27.81323,27.65444,27.96708,27.62031,28.01903,27.7386
27.47166,27.60067,27.38237,27.53178,27.68986,27.35102,27.47761,27.45309
25.31859,NaN,25.96162,25.28383,25.3536,25.00084,24.87497,25.09204
28.75529,28.60332,28.61354,28.2122,28.676,28.24681,28.4464,28.80172
30.64676,31.32855,29.66518,30.4747,31.02069,31.69785,28.94843,30.4353
27.47235,27.39059,27.67061,27.14657,27.73492,27.51743,27.16116,27.25386
25.98624,26.1025,26.80993,25.95824,25.94286,26.44408,26.19428,26.26386
26.22645,26.416,26.73815,26.58821,27.24327,26.32363,25.94876,26.4415
27.38121,27.01956,27.90397,27.29649,27.65581,27.00806,27.57672,27.34942
29.63929,29.71629,29.7003,29.47307,29.4949,29.32182,29.97937,29.7225
28.14239,28.01398,28.82953,28.1209,27.77574,28.63762,28.45238,28.23119
37.21549,37.36349,37.34171,37.45692,37.36145,37.21395,37.56829,37.22522
34.28306,34.37619,34.47732,34.29755,34.32684,34.30505,34.49387,34.3011
NaN,25.51977,26.97509,25.4148,NaN,25.65242,25.79037,26.00292
29.50947,28.66516,29.35218,29.09404,28.96339,29.03213,29.47715,29.1418
27.90988,28.27768,28.77671,28.05884,28.04786,28.20485,28.35288,28.41139
27.09204,27.55443,27.39974,27.25818,27.4549,27.20853,27.49724,27.1377
29.07495,28.99291,28.86529,28.76018,28.84464,28.85914,29.26901,28.7146
29.96044,28.95294,28.82013,29.05491,29.56692,29.15047,29.31829,28.74734
29.76381,29.87967,29.95726,29.83266,29.93733,29.94991,29.49513,30.04609
29.93185,29.61691,29.54665,29.71763,29.2206,29.66828,30.07966,29.83984
28.68656,28.43337,28.47096,28.67118,28.96859,27.53364,29.1678,28.58749
25.02081,25.93894,24.81729,25.8469,25.7167,24.82343,26.23301,24.84656
30.09194,29.4727,29.58504,29.60936,29.57633,29.42109,30.06522,29.69257
27.75665,28.43643,28.40015,27.99248,28.14097,28.03144,28.14341,28.26624
30.36244,29.97405,30.23558,30.05698,30.07775,30.28063,30.16219,30.10487
29.28434,28.94249,28.86579,28.84619,28.98804,29.34128,28.97128,28.63464
24.50743,25.04806,25.41783,25.0632,24.83195,24.92719,25.19558,25.07859
29.59618,30.1332,29.73647,30.37617,30.023,30.71898,29.30341,29.79461
29.69858,30.07903,30.14479,30.01969,30.2814,29.92931,29.72659,30.00303
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,25.24191,NaN,NaN,25.64807
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,24.89638,24.70108,NaN,24.569,NaN,24.41028
NaN,NaN,NaN,NaN,26.9684,NaN,NaN,26.81556
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,27.58814,27.2129,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,23.56895,24.19438
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,24.78791,23.42905,NaN,NaN,NaN,24.14398
NaN,NaN,NaN,NaN,25.70171,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,25.01746,26.03681
NaN,NaN,NaN,NaN,26.82639,NaN,NaN,NaN
NaN,25.23852,NaN,25.34614,NaN,NaN,NaN,25.36706
NaN,NaN,NaN,NaN,NaN,NaN,25.64592,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,24.30285,NaN,NaN,24.42969,23.9597,NaN,NaN
NaN,24.41293,NaN,NaN,NaN,NaN,24.38166,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,24.13101,23.84699,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,24.79179,NaN,24.43199,NaN
NaN,NaN,NaN,NaN,NaN,27.36578,27.29167,NaN
NaN,NaN,NaN,NaN,28.43325,NaN,NaN,NaN
NaN,NaN,NaN,NaN,25.94262,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,23.63766,NaN,24.68335,NaN
NaN,25.2176,NaN,26.09668,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,24.67498,NaN,NaN,25.55315
NaN,25.70922,25.93553,NaN,25.22295,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,26.67061,NaN,NaN,NaN,NaN
NaN,24.84594,NaN,25.05159,24.87319,NaN,NaN,24.64521
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,25.18643,26.49773,26.10833,NaN,25.30911,NaN
NaN,NaN,25.8995,NaN,NaN,NaN,25.56212,NaN
25.68349,NaN,NaN,NaN,NaN,25.50494,25.31821,NaN
23.95855,NaN,NaN,NaN,NaN,24.22766,25.56869,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,24.79838,24.94682,NaN,NaN,24.63594,NaN,NaN
NaN,28.7715,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,24.90587,24.80464,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,24.67826,NaN,25.18488,NaN
NaN,NaN,25.77819,26.00447,26.52079,NaN,NaN,25.92972
NaN,27.25692,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,25.21568,NaN,NaN,25.00209
NaN,NaN,NaN,NaN,NaN,NaN,25.04105,NaN
26.11361,NaN,NaN,24.97911,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,24.84542,NaN,24.82216,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,26.22727,25.4755,NaN,26.03922,NaN,24.57508
25.292,NaN,NaN,25.13281,NaN,24.69938,25.09684,NaN
25.27131,NaN,25.9301,NaN,26.70846,NaN,NaN,NaN
25.72983,25.56034,NaN,NaN,NaN,25.58291,NaN,NaN
NaN,NaN,23.52564,NaN,NaN,NaN,23.05282,NaN
25.47107,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.01389
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,24.1731,NaN
NaN,NaN,26.10217,25.95231,NaN,26.26204,25.9675,NaN
24.70028,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,25.34949,NaN,NaN,24.99512
25.18733,25.24996,NaN,NaN,NaN,NaN,NaN,25.25364
NaN,NaN,NaN,NaN,NaN,NaN,25.09293,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25.32282,25.74327,25.70878,25.91322,25.65611,25.61243,25.76144,25.65826
NaN,NaN,NaN,NaN,23.79372,24.85134,23.94011,22.999
32.68341,32.51065,32.54409,32.54462,32.75615,32.58067,32.52209,32.42577
33.44764,33.54995,33.18875,33.56172,33.43663,33.79285,33.27434,33.24629
28.30278,28.28538,28.38846,28.614,28.48846,28.45623,28.43456,28.21378
29.18042,29.03769,29.09648,29.37596,29.17212,28.924,29.2854,29.31298
28.84251,29.60744,28.50089,29.15706,28.70777,28.36545,28.75191,30.28736
25.70327,24.09788,25.26442,24.96376,25.35911,25.08184,24.91975,24.67374
29.40418,29.70703,30.12127,29.93888,30.24762,29.86609,29.50622,29.55664
29.08109,28.16892,28.09899,28.71313,28.64158,28.62349,28.74278,28.05982
29.49163,29.97117,29.30058,29.3018,29.82334,29.42948,29.63787,29.18075
31.67749,31.61794,31.32978,31.87646,31.66416,31.33852,31.74407,31.76272
31.83944,32.42477,32.22966,31.99486,32.15294,31.88016,32.3227,32.14154
29.0483,29.27102,29.18759,29.27974,29.3122,28.82836,29.19404,29.46268
27.75513,26.9061,27.14579,26.82857,26.8197,27.27017,27.49633,27.06044
34.8889,35.11679,35.16362,35.21831,35.14638,34.88726,35.22823,35.13694
26.24018,27.33398,26.61625,26.7103,27.04802,26.69498,26.73415,26.43576
26.80317,27.83623,27.46217,27.00432,27.69511,26.63589,27.20797,27.57924
28.80597,28.67192,28.88236,28.76547,28.78759,28.73953,28.93955,28.67189
NaN,26.69006,25.37544,27.19404,26.08207,26.39537,26.20712,NaN
31.33761,31.20058,31.47315,31.37379,31.43629,31.26254,31.44737,31.2535
27.76869,27.68672,27.73324,26.75443,27.14793,27.30391,27.618,27.8885
25.43746,27.05827,26.39221,26.38805,26.75341,25.95899,26.3646,26.21482
28.90101,29.2191,29.32058,29.31121,29.37542,29.14134,29.04643,29.20473
26.20501,25.75328,26.85317,26.01299,26.31621,26.22415,26.24837,26.05227
28.85505,29.23233,29.39211,29.3533,29.1992,29.03415,29.49747,29.11875
26.36308,25.34489,25.39025,25.6294,26.39588,25.79221,25.19764,25.35891
28.47692,27.89076,27.68418,27.80784,27.93286,28.21197,28.08456,27.64753
26.81861,26.44275,26.41706,26.50502,26.56451,26.64883,26.78631,26.20109
30.26394,29.57674,29.54689,29.51341,29.68182,29.54453,30.14297,29.54918
28.6188,28.93618,28.842,28.83978,28.51073,29.08076,28.71999,28.94308
23.86854,24.35373,NaN,24.68913,25.04714,24.03658,NaN,23.99524
29.21292,29.33658,28.36961,29.00078,29.13575,28.73644,29.01755,29.04968
27.7313,27.51141,27.53527,27.6309,27.63996,27.25944,28.06471,27.46474
26.30544,25.84814,26.11765,25.83913,26.04379,25.7284,26.01621,26.34245
27.80039,27.85881,28.44008,27.76097,28.06157,27.93703,27.97531,27.90684
30.96416,30.55115,30.3689,30.57912,30.6366,30.39295,30.93403,30.52047
30.54665,31.11911,30.74053,30.97542,30.95788,30.75079,30.89829,30.79568
33.81984,33.87004,34.03658,34.01447,33.99201,33.74835,34.01472,34.00738
30.97378,31.16243,31.04908,30.9926,30.97206,30.89056,31.10162,31.23563
29.61502,29.65552,29.71843,29.63982,29.91442,29.40406,29.41599,29.91684
30.81726,30.65932,30.80386,30.6525,30.94308,30.59219,30.83311,30.58755
34.44671,34.72882,34.58083,34.23407,34.45996,34.37107,34.66903,34.51377
25.81189,25.86235,26.13203,26.14733,26.29042,25.74435,25.90536,26.03708
26.90747,26.88867,27.08891,26.9824,27.41643,26.46,26.92093,27.09476
27.89885,28.22738,28.38706,27.68284,28.11486,27.96074,28.14107,28.00475
24.97601,25.47954,25.88131,25.70137,25.23059,25.68397,25.70686,25.44212
30.91342,30.64031,30.57236,30.56529,30.71145,30.53464,30.86983,30.60116
29.8801,29.71812,29.66406,29.49553,29.94601,29.33236,30.0817,29.42348
28.38817,28.71263,28.903,28.91385,28.54631,28.71181,29.01468,28.67081
30.89468,30.34255,30.55673,30.4512,30.67691,30.4683,30.85378,30.2722
NaN,NaN,NaN,23.78457,23.69136,24.06019,NaN,23.75297
29.01725,28.92051,28.80446,28.94081,28.9026,28.76708,29.06124,28.97946
26.32677,25.64229,26.43189,26.38457,26.02155,26.06067,26.38875,26.34266
30.9897,30.57912,30.739,30.45621,30.66238,30.91848,30.59076,30.62078
29.03876,28.84912,29.11523,29.23818,29.35515,28.95166,29.00346,28.96047
27.06538,27.1865,26.73699,27.36528,27.14131,27.03633,27.31398,26.89227
32.48462,32.65964,32.78113,32.57545,33.07849,32.58105,32.35666,32.515
27.8068,27.41643,28.07653,28.01132,28.08279,27.60999,28.04009,27.60943
26.16392,26.00678,25.0385,25.53463,25.66058,25.60184,26.07081,25.44218
NaN,25.66622,26.14016,25.60645,25.98585,25.45475,25.18431,25.25397
27.11227,28.21266,27.76155,27.44924,27.93528,27.65635,27.55062,27.42654
30.70132,31.1373,30.93354,30.80024,30.8776,30.8967,30.85853,30.97378
26.60978,26.35607,26.41451,26.47404,26.35936,26.51054,26.7888,26.23043
28.75318,28.93419,29.08962,28.82366,28.95864,28.85754,29.10974,28.71007
28.5957,28.92657,28.80375,29.03354,28.89949,28.87135,28.99949,28.62513
31.86548,31.64444,32.00832,31.88085,31.77674,31.72765,32.22006,31.7108
30.20432,30.84805,30.23387,29.53564,29.93888,30.07839,30.56783,30.2732
30.17807,30.33745,30.28714,30.18907,30.57425,30.20478,30.154,30.09522
25.74707,26.17885,26.2974,26.44248,26.58176,26.10921,26.00712,26.00451
27.88314,27.20303,27.43754,27.32843,27.60045,27.38212,27.61989,27.28674
33.7044,33.93614,34.1922,34.19094,33.97852,33.90616,34.0993,34.07686
28.12854,27.72618,28.11178,28.1154,27.90047,27.99399,28.04828,28.17674
26.13848,24.79907,26.26941,24.90935,25.41667,25.27427,26.23427,25.22902
30.02353,30.16015,30.14431,30.19131,29.39178,30.57723,30.13087,30.45807
26.78731,27.60985,27.98631,27.87836,27.58441,27.47514,27.62115,27.62024
33.0882,33.17514,33.07874,33.13181,33.1189,32.88825,33.25082,33.25533
