old_1,old_2,old_3,old_4,young_1,young_2,young_3,young_4
36.26364,35.64622,35.4273,35.35541,35.42514,35.03801,35.63585,35.33088
28.78806,29.15008,29.07173,28.87206,29.00075,28.4525,28.22748,28.93916
33.32268,33.70964,33.89374,33.44505,33.42592,33.2137,33.43564,33.0352
24.5813,NaN,24.15792,24.49759,NaN,NaN,NaN,NaN
25.14422,25.64842,25.6689,25.07288,25.64251,25.8424,25.22461,NaN
35.31376,35.19366,35.38352,35.19557,34.98057,34.80203,35.10567,34.94297
32.24059,32.2814,32.32568,32.24895,32.04381,31.90121,31.94482,31.95178
31.29587,29.67805,29.28729,29.89436,29.18331,30.3028,29.74762,29.66944
25.04681,25.45908,25.70838,25.00607,NaN,25.17245,25.64688,25.53228
27.41474,27.78799,26.87771,27.92309,27.18518,26.23549,28.04978,27.28374
29.39374,29.68811,29.84946,29.55737,29.11006,29.2748,29.59543,29.25932
24.09965,NaN,NaN,NaN,23.03476,23.34123,24.84628,NaN
25.78696,26.63132,26.08268,25.28979,25.86467,25.04022,25.71882,25.92468
28.54665,28.73447,28.71911,28.51141,28.16758,28.45787,28.23827,28.40795
33.99631,34.04336,35.57376,34.64022,34.35363,33.72558,34.72298,34.21393
27.26033,27.53601,27.50733,27.02433,27.38928,26.98174,27.04469,26.67721
29.22184,28.28828,29.03905,28.78035,27.96917,28.80781,28.85867,28.46178
31.40603,30.52533,30.48366,30.56184,30.46995,30.72574,29.97268,30.57669
29.65092,30.01638,29.97774,30.06984,29.23841,29.80693,29.64936,29.79061
25.94125,25.44326,25.67949,25.58262,25.66669,25.05573,25.24525,25.44938
25.3811,25.82697,25.8738,25.96926,25.45551,25.5254,25.49908,25.34276
28.37489,28.30756,28.1437,28.11197,28.01792,27.63312,27.96664,28.09713
NaN,NaN,24.9608,NaN,24.91525,24.59286,23.98572,24.8387
24.58829,23.94181,24.68496,NaN,NaN,23.6811,24.11926,23.42522
32.12272,31.9322,31.70029,31.68299,31.54881,31.56765,31.75486,31.35453
30.61105,29.53313,29.16452,29.90326,29.53695,29.60044,29.58653,29.2797
25.29074,26.35731,25.98244,26.20471,NaN,25.99923,26.13602,26.36505
26.30354,26.06987,26.68872,25.87853,25.93118,26.11946,NaN,26.33674
28.12095,27.66607,27.52664,27.65068,27.44814,27.15644,27.55384,27.60343
33.19863,33.24261,33.98922,33.15353,33.28403,32.48941,33.61281,33.00058
28.42049,27.84218,28.04828,27.8299,27.95555,27.67081,27.70286,27.61491
27.90541,28.95668,28.45967,28.9809,28.72884,28.72407,27.9706,27.68244
32.47829,32.36927,32.56359,32.33279,31.98865,32.24994,32.48915,31.82267
25.23608,25.81878,25.04043,24.94838,25.80055,25.11124,25.86283,NaN
26.19704,25.71798,25.89234,25.69006,24.97788,25.72702,26.08722,25.51277
37.32068,37.34046,37.31731,37.19207,36.90735,36.9424,37.1256,37.00515
25.27469,26.32368,26.61147,26.51452,26.24989,25.45547,25.37059,26.46028
29.46268,30.44174,30.08993,30.48424,30.16207,29.77747,29.90627,29.44478
29.0464,27.76034,27.76021,27.57802,28.00244,27.49625,27.96273,27.49686
28.95862,28.04978,28.30709,28.28224,28.05191,28.03816,28.43992,27.88355
31.94234,31.73045,32.04381,31.74559,31.30883,31.56851,31.58096,31.82016
29.04718,28.87414,28.86806,29.00822,28.79792,28.46326,28.49393,28.85911
31.47822,30.49819,30.317,30.29285,30.37679,30.32678,30.37648,30.33405
32.08087,31.93624,32.37687,32.1098,31.9821,31.73465,32.00145,31.61412
31.94238,31.33549,31.32796,31.42277,30.88169,31.36995,31.2793,31.32635
27.64196,27.85543,27.40584,28.15441,26.63976,27.98267,27.33245,27.93146
25.99265,26.1371,26.49828,26.09305,26.2632,26.0227,NaN,26.18777
29.38926,28.33189,29.24633,28.53586,28.72224,28.41925,28.84876,28.34249
26.40978,25.70799,26.05061,25.93184,25.81477,25.47574,25.53537,26.10562
25.54486,26.31529,25.08363,26.03844,25.2637,25.39529,25.62388,25.5308
24.79084,25.30869,NaN,24.65644,NaN,NaN,25.1323,24.74294
27.06856,27.37484,27.10109,27.13497,27.06116,26.31204,26.9837,27.15769
32.31659,31.16423,30.90067,30.93888,30.83575,30.96932,31.36066,30.98997
29.82144,29.70301,29.87043,29.72221,29.58296,29.47073,29.62913,29.27019
26.05186,25.74602,25.9797,26.24273,25.17135,25.95963,26.28595,25.44076
26.07376,25.61305,25.30076,25.13293,25.12428,24.98594,25.78509,25.06431
27.02485,26.13868,25.98185,26.62171,25.21267,27.13026,26.89122,25.37232
28.62265,29.3482,29.379,28.82448,29.15588,28.58892,28.80332,28.46568
25.89735,26.13142,25.33374,25.93071,25.70723,25.52025,25.219,25.68651
29.52373,28.64441,29.03307,28.82978,28.87906,28.5716,28.84655,28.5755
38.71254,37.1758,36.26891,37.62962,35.99028,37.99502,37.34848,37.29533
27.28577,26.40701,26.65157,26.01159,26.67128,26.13104,26.03261,26.36389
27.62094,27.60498,27.87853,27.67243,27.32027,27.15296,27.48124,27.66689
27.9462,27.82996,28.01898,27.77272,27.72884,27.62115,27.37634,27.68659
30.74767,30.47875,30.72777,31.07176,30.20816,31.02274,30.08715,30.5539
29.21819,28.82202,28.92482,28.88434,28.69062,28.31527,28.89027,28.79922
NaN,26.08718,NaN,NaN,24.54539,24.36038,NaN,24.88232
29.02105,29.49341,29.27093,28.76376,28.67603,29.12347,28.93495,28.6638
30.20151,28.00185,27.03706,28.59431,26.88169,29.33724,28.27418,28.19371
28.45431,29.03399,28.57669,28.37576,28.49282,28.36903,28.28842,28.14555
33.26109,34.1382,34.10509,34.03944,34.07726,33.35311,33.83281,33.13787
27.7743,28.62749,28.74654,28.98842,27.84601,28.03249,28.41498,28.70256
32.44714,32.94905,33.08808,33.02452,32.71812,32.24314,32.62771,32.77923
25.71267,25.54307,25.64045,25.96954,25.02441,25.3396,25.82995,25.5327
31.21552,30.91613,30.82495,30.52131,30.51079,30.41518,30.81085,30.6024
26.00785,25.71835,25.8655,NaN,23.95038,25.07247,25.69485,25.86363
29.97405,30.50389,30.48855,30.53742,30.1321,30.64169,29.99037,29.60159
29.18587,29.6729,29.6533,28.85165,28.0316,29.0267,30.16985,28.99798
26.38787,27.50256,26.75875,26.77052,26.49814,26.77392,26.57788,26.43226
31.66873,31.85397,31.46592,31.64749,31.07947,31.34916,31.28962,31.78109
25.42765,27.15064,26.62895,26.72325,26.42838,25.85681,26.67438,25.83598
28.18782,27.78575,27.87426,27.94905,27.65376,27.45975,27.96074,27.58864
25.52477,25.71662,26.14546,26.5062,26.31396,NaN,25.77412,25.61577
30.73594,30.47682,29.02594,29.71795,29.93072,29.70471,29.39824,29.79152
25.7201,26.09967,25.6729,26.39513,25.95551,25.49975,25.4345,25.86844
30.14419,32.05145,31.32222,31.79815,30.95352,31.16453,31.03105,31.03807
30.68295,31.13075,31.10181,31.0717,31.22573,30.50635,30.68946,30.43768
28.20965,27.56928,27.19929,27.19704,26.67236,27.76427,27.3424,27.26848
29.25406,28.61618,29.05022,28.543,28.60534,28.61964,28.67617,28.43464
30.97658,31.08531,31.45821,30.95609,30.98169,30.76288,30.83883,30.76517
28.1488,29.14428,28.51751,28.41345,28.37331,28.08294,28.32924,28.31116
36.62731,36.13184,36.40824,36.28208,36.10501,35.97342,36.37442,35.87188
36.33908,36.13459,35.98723,35.95298,35.5511,35.71985,36.04694,35.97491
29.35861,28.03753,28.11966,28.28617,28.45971,28.07638,27.83292,28.31259
24.96155,24.26992,24.51641,23.96684,NaN,NaN,24.18086,23.98737
25.41703,25.94575,25.61975,25.79179,26.00787,25.79144,NaN,25.022
28.30339,28.46311,28.36185,28.85703,28.51642,27.76743,27.95305,28.63336
29.42934,29.63133,29.51678,29.70868,28.97725,29.32655,29.36261,29.50501
26.8007,27.03086,27.0135,27.12366,26.69724,26.73931,26.94123,26.47885
23.49911,23.81656,23.92542,24.08002,23.93265,23.59218,23.05008,23.63556
26.35399,26.13972,27.10689,26.45034,25.73022,26.46705,26.71437,26.03025
24.03398,24.49863,24.14351,24.23652,24.08148,NaN,NaN,NaN
26.67088,27.11664,27.2649,27.31458,27.14579,26.72104,26.64224,26.75392
28.23959,28.82984,28.63893,28.84107,28.40276,28.61059,28.2852,28.1471
30.16854,29.97336,29.92832,29.94196,29.92988,29.51569,29.88393,29.57919
26.82929,27.00528,27.08182,27.07765,26.59889,26.74509,27.16116,26.3869
29.60258,29.04075,29.03923,28.76999,28.91254,28.94514,28.81797,28.67792
28.20345,28.57087,28.55761,28.10099,28.24531,28.1613,28.11247,27.81794
27.06856,26.91411,26.98837,27.03852,26.58147,26.7433,26.86325,26.72689
33.42967,32.26439,32.65596,32.60278,32.69021,32.22834,32.67287,32.26713
27.44679,NaN,25.42602,25.9173,28.64427,25.64218,NaN,NaN
29.3606,28.75996,28.86812,28.96061,28.24885,28.70197,29.1721,28.73347
27.57174,27.08182,27.72306,27.49717,27.79352,26.97476,26.55954,27.45427
36.95945,36.8314,36.75894,36.77767,36.5106,36.3982,36.68617,36.64138
27.21984,27.37542,27.65901,27.23571,26.79253,26.89804,27.52768,27.18168
26.93966,27.15345,27.35271,27.07633,26.82055,27.12829,26.91056,26.57358
25.36446,26.20994,25.22468,25.80838,25.316,25.6151,25.17653,25.41209
29.0348,28.58578,28.9635,28.9673,28.38599,28.87534,28.39652,28.80634
26.92976,27.73221,27.2103,27.68892,27.57369,27.00045,26.91137,26.98967
27.90788,27.806,27.56333,27.82408,26.75366,27.56376,27.82153,27.87713
26.60809,27.08294,27.3327,26.92332,26.84589,26.23305,27.08588,26.69896
25.26874,26.33758,26.56573,NaN,25.99419,NaN,25.61712,26.49438
26.76888,27.17389,26.93247,27.22417,26.93044,26.78768,26.4835,26.81714
28.28573,28.5725,28.3621,28.45772,28.29141,27.94123,28.16629,28.1999
32.54803,32.15777,32.13452,32.30835,32.00042,31.92412,32.00561,32.14169
32.00095,31.60647,31.31013,31.51413,30.96148,31.40136,31.6554,31.33671
27.70114,28.0592,27.64561,27.98598,27.2498,27.4073,27.78169,27.87754
28.58538,28.84658,28.77693,28.78119,29.00266,28.2791,28.37252,28.26096
29.71017,30.46519,30.4342,30.38103,30.09811,29.97432,29.64478,30.19894
28.17783,28.75082,29.39789,28.73622,28.78581,28.18068,28.41486,28.60721
27.4837,27.48554,27.81897,27.49846,27.26015,26.87408,27.486,27.59299
29.85758,29.70782,29.90813,29.81575,29.51488,29.59609,29.52574,29.58038
28.10779,28.52589,27.58957,27.68372,27.48324,27.75194,28.27035,27.33211
26.34191,26.52145,26.21087,25.41306,26.3574,26.01107,25.45995,25.58995
26.23219,26.37734,25.873,25.97264,25.54539,26.40015,25.85031,25.59121
26.12406,25.74717,26.10472,25.81093,25.6542,25.56845,25.63959,25.85714
37.27083,37.15936,37.3258,37.57056,36.94524,37.0222,37.35186,36.94164
33.71539,33.79207,33.78585,33.92963,33.67693,33.35783,33.58922,33.53357
30.59699,30.60885,30.14686,30.09106,29.85708,30.14601,30.2128,30.16279
27.9236,28.09391,28.10545,27.66479,28.2129,27.35708,27.86726,27.2856
29.61054,29.40734,29.67425,29.75443,29.31179,29.02668,29.56759,29.47576
30.99947,31.36953,31.24649,31.29658,30.89425,30.95144,30.92132,31.08036
29.91641,29.62626,29.7595,29.71093,29.70003,29.49267,29.37553,29.38125
25.74037,26.07378,26.26492,25.81157,25.8468,25.57291,25.6722,25.73619
23.67411,NaN,24.66536,24.32244,NaN,23.73758,25.45582,23.86486
30.77235,30.44717,29.64317,30.23352,30.33501,29.67591,30.11148,29.91257
24.99002,25.74417,25.78377,25.63148,24.94606,25.36339,25.18982,25.58947
24.48025,NaN,NaN,NaN,25.0436,23.8349,23.83702,23.83644
NaN,26.47968,25.78838,26.49809,25.91934,25.94228,25.96926,NaN
26.81617,27.6725,27.46248,27.41893,27.25259,27.19084,26.90976,26.96003
27.06989,26.98848,26.78319,26.9085,26.65472,26.83364,26.47727,26.72962
NaN,25.69248,NaN,23.8992,24.07243,23.50434,24.22971,24.55877
29.12122,29.04035,28.78488,28.68127,27.34663,28.72634,29.6665,28.83458
32.13684,32.80738,32.65559,32.37418,32.23083,32.10653,32.43711,32.14677
25.53537,24.81602,24.39414,24.76886,23.66253,25.01848,25.15919,24.62199
31.60152,31.54144,31.74755,31.67724,31.48054,31.35405,31.26802,31.41599
27.70912,26.72495,27.08365,27.49221,27.36328,26.65267,27.2507,26.69432
26.53269,26.92434,26.8114,27.00357,26.19216,26.56558,26.80993,26.65704
27.74028,26.4861,27.04009,27.35321,27.06209,26.90461,26.5003,27.10639
29.71394,29.58472,29.63758,29.58388,29.72878,28.98539,29.48861,29.27318
27.84583,29.29605,28.47359,29.23268,27.9875,28.98653,28.54735,28.28291
26.52289,26.3551,27.32766,26.60654,26.88855,26.23133,26.06009,26.58907
29.08101,28.26995,28.86355,28.56067,28.62777,28.24916,28.51217,28.34647
26.79588,27.54267,27.20602,27.10219,26.48213,27.28463,26.74509,27.09688
32.19786,32.4667,32.35747,32.34019,32.23389,31.72363,32.18613,32.18056
33.17945,33.68374,33.5691,33.65555,33.27864,33.07238,33.51171,33.18831
29.90756,30.47276,30.60452,30.54444,30.09446,29.80742,30.31387,30.27764
29.85654,29.3407,29.58488,29.83171,29.21482,29.94098,29.06825,29.35412
NaN,24.50948,24.36826,24.26033,24.29228,NaN,NaN,24.38614
31.18672,31.32152,31.63175,31.72485,31.08525,30.94231,31.29357,31.5089
NaN,NaN,NaN,NaN,24.55836,23.60309,23.82871,NaN
31.41946,31.51794,31.64924,31.55087,31.41881,30.99867,31.43176,31.25457
25.26288,26.02213,26.12987,25.33705,25.57499,25.2062,25.38129,25.5564
28.69564,28.94985,29.2756,28.79458,28.78163,28.74772,28.50639,28.64698
28.60035,27.89053,28.02343,28.16806,27.85863,27.68799,28.15204,27.95082
29.21762,29.06546,28.87569,28.68836,28.91065,28.72416,28.85822,28.32277
30.42332,31.09886,31.33208,31.28797,30.93565,30.38237,30.78144,31.01199
29.10559,28.75758,28.69475,28.92609,28.86706,28.44233,28.84709,28.29684
27.42342,27.42958,27.29877,27.25647,27.10829,26.90552,27.56063,26.80403
29.96086,31.33085,31.10992,30.8928,30.27442,30.65275,30.73352,30.60647
26.30323,26.58248,26.63547,26.51706,26.25272,26.18217,26.42015,26.15659
31.29307,32.03712,32.14844,32.13886,31.68244,31.78297,31.54844,31.57714
27.07092,26.71594,26.573,26.69564,26.25321,26.93416,26.51358,26.3281
28.3997,28.57539,28.29083,28.37857,27.98462,27.7775,28.34849,28.50745
28.54768,28.80812,28.85715,28.97948,28.9398,28.1032,28.44545,28.67758
30.08904,29.81955,29.73355,29.62878,28.93464,29.59848,30.38546,29.32689
30.11954,30.01225,30.46665,30.34446,29.98848,30.02631,29.91199,29.99145
37.1028,37.56425,37.26437,37.27872,37.14936,36.87749,37.23551,36.92338
32.01754,31.4349,31.86522,31.69083,31.39504,31.17141,31.66263,31.75505
28.40466,27.89215,28.03339,28.19432,27.9223,27.81262,27.88646,27.88087
27.8907,28.1938,28.15412,28.65424,27.86059,27.84733,28.03381,28.12888
28.61975,28.84915,29.13607,28.91718,28.5229,28.75789,28.34541,28.87572
28.83476,28.74259,28.87804,28.65322,28.62871,28.32191,28.43241,28.70695
25.73815,26.74111,25.96115,25.89449,26.373,25.59676,NaN,26.12888
29.57562,30.4446,30.18222,30.2742,29.72384,29.87399,30.18931,29.67262
NaN,23.9428,23.9038,24.56349,24.92348,NaN,NaN,NaN
28.97268,28.60548,28.6101,28.75901,28.5382,28.35347,28.4295,28.61253
28.02976,28.87297,28.7052,28.56271,28.03554,28.12829,28.18792,28.80686
25.6575,25.94824,26.08016,26.06229,25.68977,25.55092,25.80963,25.68608
27.32311,26.34053,27.40211,26.34548,26.44343,26.38027,27.09628,26.47987
36.22789,36.51961,36.73466,36.35401,35.7226,36.23273,36.59571,36.27475
29.3648,30.04778,29.75532,29.68268,29.35634,29.17888,29.74288,29.56256
30.42802,30.40902,29.98278,30.08233,29.92054,29.74582,30.01518,30.21188
29.48158,29.07719,29.32997,29.22449,29.05271,29.02343,28.9969,29.03152
29.46385,29.63915,29.77847,29.5776,29.4675,29.2548,29.3004,29.42912
28.82823,28.29,28.30121,28.67415,28.30326,28.26995,28.20326,28.31121
34.86549,34.69939,35.03883,34.87142,34.8287,34.42179,34.60532,34.61429
26.545,26.37275,25.60354,25.7397,25.52394,25.45341,26.03633,26.24532
28.64914,28.49309,28.64993,28.41897,28.44924,28.23622,28.39038,28.13457
29.73896,29.43112,29.82014,29.87253,29.44445,29.43233,29.55777,29.43058
26.50066,26.48997,26.55428,26.29586,26.2574,26.07979,26.27893,26.22927
31.64388,31.60801,31.94031,31.79552,31.76295,31.53167,31.40776,31.29126
NaN,NaN,NaN,NaN,24.43917,23.66014,23.34543,22.67439
26.72403,26.69032,26.86006,26.46092,26.81421,26.32141,26.54243,26.06745
26.76939,27.67976,27.63083,27.47692,27.06147,26.87537,27.44387,27.18669
26.13261,25.54834,25.64482,25.2166,25.52928,24.96578,25.26946,25.7896
29.58492,29.2643,29.45766,29.23208,29.07337,29.24343,29.14078,29.09459
28.37547,27.84649,27.61793,27.8839,27.52088,27.89203,27.77894,27.54517
35.80854,35.96023,36.01903,35.9922,35.97081,35.52718,35.91001,35.38641
30.32045,30.04035,30.18305,30.10199,30.21755,29.65823,30.05595,29.72962
26.19289,25.9677,25.986,25.7356,25.82133,26.08176,25.71877,25.27608
30.13565,29.78368,29.64789,29.95906,29.20109,29.48556,30.16495,29.69094
26.1805,26.49451,25.46594,25.65423,26.01608,25.35783,26.03857,25.39904
27.39133,28.04828,27.77536,27.45482,27.04604,27.46155,27.69119,27.48953
30.51897,30.42092,30.52505,30.32141,30.2535,30.24036,30.32475,29.98631
31.52038,31.87745,31.78359,31.48395,31.6659,31.28687,31.34456,31.38874
30.86865,31.25721,30.88954,30.64005,30.62488,30.66932,31.24723,30.13614
25.9859,25.2851,26.5862,25.8856,25.81648,25.57788,26.01176,25.36172
NaN,25.2352,NaN,24.70809,NaN,23.80302,24.58107,25.25039
32.10556,32.49479,32.22659,32.13158,32.06901,32.02538,32.0043,31.88544
29.87216,31.23974,30.94977,31.02986,30.38319,30.36108,30.55554,30.82008
29.96472,28.79402,29.03375,28.856,28.81302,28.77602,29.23973,28.84909
30.84498,30.62253,31.10955,31.02525,30.66136,30.61877,30.92974,30.42212
31.92769,31.70821,31.6154,31.2872,31.68925,31.11104,31.38797,31.38175
27.97596,27.74426,28.00608,27.92439,27.81507,27.43603,27.89365,27.54075
33.76525,34.40749,34.57779,34.22884,34.01837,33.81602,34.29042,33.89066
NaN,NaN,NaN,NaN,24.05358,24.02361,24.09716,NaN
27.34342,27.30591,27.71869,27.39681,27.52574,27.27977,26.89908,27.09808
27.25692,27.67425,27.90213,27.48301,27.50665,27.07061,27.53245,27.24491
24.9885,25.14262,25.17714,25.22608,25.24909,25.00187,25.05263,NaN
28.0135,27.83509,28.02686,28.34591,27.54724,27.80557,28.32161,27.58735
27.89423,26.34109,26.25699,26.3481,26.54422,26.63298,26.61961,26.08406
28.19169,28.14453,28.32105,28.04041,28.07204,28.12938,27.44727,28.09038
NaN,24.70208,24.8244,NaN,24.44929,24.66671,NaN,24.69684
31.25856,31.32088,31.10568,31.06175,30.85698,30.95629,31.02822,30.94747
36.99928,37.59293,37.95832,37.91539,37.28339,37.32789,37.64225,37.25508
27.82025,28.07536,27.67364,27.69876,27.37584,27.48922,27.97082,27.47483
25.88839,26.17087,26.36956,26.53294,25.92603,25.95312,26.00494,26.12062
28.73053,28.3421,28.35494,28.14875,28.16005,28.0127,28.17888,28.26915
26.23454,26.28748,25.71667,26.03259,25.87411,25.47222,26.12812,25.84221
35.69678,35.50929,35.48382,35.50982,35.27846,35.1951,35.2742,35.49801
25.79979,26.9695,26.05997,27.04687,26.36366,26.07716,26.18748,26.29513
29.71732,27.98049,25.97318,28.27524,26.08934,29.21561,28.00678,27.68258
29.25388,29.32914,29.25341,29.18144,28.19268,29.33364,29.71193,28.82823
31.91053,31.9663,31.98352,31.87518,31.55833,31.73089,31.68466,31.8105
32.29663,31.62527,31.97528,31.74142,31.83074,31.651,31.62832,31.5775
27.56943,27.42758,27.15354,26.89134,27.01404,27.01829,26.96994,27.08972
27.26964,26.99356,26.9764,26.8521,27.46256,27.66696,25.59835,26.41529
30.75247,30.81368,30.76097,30.72939,30.18872,30.83605,30.83108,30.25226
28.48197,29.13136,29.75068,29.34113,28.19319,28.69803,29.62401,29.2425
25.11351,25.28196,26.22691,26.09736,25.72205,24.94784,25.50194,25.60156
25.05097,NaN,25.04419,25.31337,NaN,23.94047,24.49436,25.07239
28.22145,28.40637,28.56111,28.58999,28.19573,27.91199,28.0931,28.63305
33.61796,33.47738,33.52613,33.51618,33.39764,32.99176,33.36763,33.43589
29.4057,28.72816,28.96909,28.88797,28.86399,28.85341,28.50643,28.82384
29.13173,29.22258,29.02097,28.90231,28.90308,28.82808,28.85775,28.74602
28.8513,28.88605,29.07181,29.03685,29.01382,28.26745,28.7442,28.87792
27.98376,28.1208,27.8036,28.0347,27.67559,27.53051,27.87789,27.91838
27.77398,26.73867,27.27115,26.9085,27.30539,26.78942,26.71489,26.94403
24.71482,24.84403,25.10789,24.67568,24.55274,24.57138,24.80872,24.47128
26.30149,26.09378,25.26231,25.7741,26.41424,26.23006,26.00838,NaN
31.56556,32.35021,32.18302,32.07852,31.36968,31.72497,32.24522,31.89977
28.55248,29.62506,29.14256,28.98087,28.72514,28.66299,29.03821,28.93764
28.1899,27.71718,28.21947,27.90029,27.94971,27.39722,27.89417,27.8493
27.52604,27.34249,27.64506,27.40211,27.15663,27.13487,27.40779,27.28003
29.90096,28.81222,29.21065,29.0879,29.02617,28.88858,29.27391,28.88876
28.10634,28.47923,28.28635,27.90627,27.99286,27.84254,28.13526,27.8752
33.97886,33.81793,34.27725,34.58699,34.44745,33.65342,33.94629,33.68248
30.85542,30.09232,30.22493,30.19025,30.39775,29.94349,29.98956,30.10162
30.16627,30.56937,30.59459,30.37233,30.1454,30.16734,30.1426,30.31678
26.07944,26.14845,26.80821,26.15964,25.68183,26.24567,26.33129,26.00789
25.67683,26.13071,25.89185,25.99088,25.28673,25.86587,25.77238,25.83759
26.43154,26.97104,27.08233,26.83207,26.42066,26.50845,26.68418,26.77656
32.21454,30.89208,30.91769,31.30046,30.84961,31.37757,31.13907,31.03256
28.30765,27.73072,27.61238,27.70299,27.52305,27.97372,27.51961,27.41224
26.25506,27.14005,25.18457,26.65813,26.15215,26.69458,25.24249,26.2238
25.61409,25.57885,25.57908,25.76441,25.79457,25.40292,25.88248,24.53333
25.95724,26.51974,26.74458,26.49059,26.1911,25.98055,26.21032,26.40806
25.12963,25.05196,NaN,24.71905,NaN,NaN,25.31734,24.90366
NaN,23.7166,NaN,23.79442,24.26513,23.67777,23.85234,24.02318
26.74253,26.97684,26.94145,26.64828,26.3653,26.42466,26.43757,27.16269
25.9488,26.71476,27.09738,26.51197,26.39715,26.30428,26.13938,26.51482
26.91559,26.70596,26.74689,26.56531,26.34403,26.35496,27.37964,25.93894
29.71779,30.26841,29.86866,29.84166,29.83584,29.69914,29.67706,29.57015
25.57805,25.0655,26.08993,26.38164,25.60764,25.51959,25.19607,25.87755
27.5034,26.81201,26.91866,26.81384,26.78556,26.78581,27.01404,26.55322
25.75611,25.9033,25.78149,25.33593,25.17938,25.10181,25.64022,25.94771
27.29342,26.07686,26.0265,26.08861,26.40895,26.14727,26.29871,25.72372
31.28659,31.22849,31.33591,31.28068,31.29253,30.90634,31.05982,30.96864
33.90041,34.33704,34.36463,34.38587,34.11675,34.05859,33.96241,33.94594
25.37196,25.06443,25.76459,25.39231,25.65496,25.64254,24.95167,24.44342
32.69886,32.59154,33.19576,32.9398,32.60896,32.45929,32.95274,32.50611
28.93871,28.96741,28.91208,28.74922,28.67761,28.60657,28.86591,28.51867
28.20564,27.94854,28.94581,28.36369,27.84554,27.8769,28.82726,28.01654
26.66316,27.42021,27.11366,26.48276,26.99464,26.59406,26.58635,26.60851
26.07967,26.20896,26.6637,26.02697,25.40237,26.39769,26.13316,26.15021
27.80021,26.83738,26.31598,26.62547,26.7557,26.44859,27.03695,26.44258
28.82211,28.82648,28.7943,28.67138,28.62617,28.57816,28.62324,28.39202
27.6702,27.59335,27.62937,27.63762,27.6601,27.3667,27.54694,27.06312
32.86528,31.62152,32.21043,31.83662,31.71137,31.85356,32.49162,31.5837
29.7742,29.26714,28.92883,29.12406,29.14285,28.97441,28.95516,29.1294
30.40902,29.89793,29.92479,30.12411,30.6594,29.83679,29.07816,29.88918
27.74945,27.55757,27.40811,27.52013,27.50514,27.22186,27.59605,27.02105
28.84649,27.48216,26.41912,27.41103,27.56173,27.20331,27.17978,27.3238
28.24468,28.95299,28.96237,28.69461,28.42326,28.46053,28.65976,28.42234
27.8662,27.67963,27.99922,28.0348,27.15441,28.05419,27.25782,28.22536
28.23813,27.54429,28.03449,27.82256,27.09788,27.98495,28.14749,27.52126
29.61114,30.91385,30.52318,30.23043,29.86009,30.03341,30.14625,30.35479
29.30693,29.32781,28.78028,29.35319,28.84431,28.79284,29.2793,28.96815
26.77894,26.87502,27.2178,27.2971,26.76408,26.4654,27.07592,26.98425
29.76883,29.28787,29.88212,29.5545,29.36703,29.52925,29.38854,29.3295
27.65472,27.36494,27.58799,27.29263,28.01127,26.3363,27.87226,26.80206
30.69453,29.91513,29.98019,30.06702,29.71309,29.8855,30.27808,29.90182
27.59683,28.31259,27.57384,28.65287,28.08172,27.3973,28.08725,27.69232
30.35678,29.99199,30.04009,30.07125,29.83115,29.85137,29.90498,29.99685
30.89417,32.76719,30.58441,30.41105,31.74671,30.86725,30.86341,30.30422
32.77633,32.77201,32.30024,32.38005,32.14099,32.26408,32.68867,32.25996
29.71923,29.25723,29.33752,29.07383,29.04273,28.95382,29.36903,29.14814
28.36682,27.96229,28.57863,28.48704,28.01452,28.44857,28.1546,27.90564
32.02072,31.05206,31.12676,31.12472,31.19953,30.95449,31.25519,31.04538
27.94106,27.25926,27.91656,27.66323,26.96477,27.73957,27.61028,27.59598
31.32324,29.73525,29.33332,30.01744,29.25717,30.54149,29.99645,29.74713
35.03617,35.26898,35.28154,35.37344,35.03354,34.88872,34.89039,35.28302
28.60091,25.57851,24.9402,26.47913,24.74473,27.80882,26.26308,25.91998
NaN,NaN,NaN,NaN,24.94029,NaN,24.738,24.05623
25.02585,26.35192,25.89696,25.91734,25.21045,25.88979,25.73851,25.49253
25.53315,25.20546,NaN,NaN,NaN,24.55731,25.00565,24.79897
27.00367,25.81792,27.44459,26.83062,26.23017,26.04469,27.12297,26.84146
27.31726,27.29632,27.34782,27.54237,27.39648,27.23252,26.98989,27.02918
29.46597,29.87704,30.10936,30.36254,29.57268,29.4758,30.26908,29.64392
28.24168,28.45164,28.51927,28.30947,28.3741,28.28502,28.03155,27.9782
31.55709,31.83925,31.86245,31.80451,31.73255,31.42542,31.51906,31.53325
27.18952,26.23427,27.09999,26.76825,27.02359,25.8215,26.53899,27.05497
29.20834,28.29811,28.33616,28.97645,28.12337,28.90578,28.10405,28.83367
31.13962,31.45865,31.19759,31.32876,30.70701,30.9531,31.24711,31.36646
27.58771,27.97531,27.73098,27.60745,27.70774,27.40178,27.4346,27.50711
26.02912,26.49491,26.4929,26.52018,26.21397,26.01361,26.33016,26.12983
29.49102,29.4373,29.79565,29.38885,29.83965,29.57912,28.75821,29.08715
26.88821,26.98587,27.12169,26.65867,26.90392,26.28509,27.02094,26.59619
30.57597,30.48472,30.83981,30.51728,30.47866,30.49953,30.30073,30.29066
28.91442,28.8936,28.83693,28.74024,28.2359,28.86662,28.87408,28.56042
