run1,run2,run3,run1,run2,run3,run1,run2,run3,run1,run2,run3,run1,run2,run3,run1,run2,run3
64088.55922,68883.28168,66520.95306,63219.53681,61070.17217,58863.84705,24439.42732,24237.45744,23491.26643,32966.31233,31542.16444,30175.61759,16843.63117,17039.32365,17261.18244,10508.76014,9881.030666,9811.961492
8252.717135,9342.826833,8598.006712,5014.718633,5271.272322,5210.61801,2588.785302,2776.166542,2645.23677,1890.541709,1886.191197,2007.633916,877.8259357,874.0889762,913.9549941,678.3038837,720.4358156,765.5996547
43957.60301,46246.9986,44462.79754,40229.04623,40588.3304,41250.9371,16971.90138,15753.19847,17223.74804,30445.20129,29279.7289,26844.56308,14972.1839,12747.83601,13638.221,8900.591954,9478.913272,8127.227148
3041.362697,3618.829233,3200.859031,2540.824393,2335.529915,2939.845003,1019.130007,707.9310585,1221.060247,2629.384374,2547.438247,2344.68314,280.1737618,185.5654863,240.6542407,793.5944308,991.0580281,976.9064786
813522.5587,847384.5007,836026.3998,769397.0418,769169.7232,794272.2229,282844.214,268655.8628,260182.4634,274916.777,267776.211,249900.706,165950.6419,149558.3129,149236.6735,95159.4308,89945.23881,90126.21853
11568.34282,13573.79055,13130.57337,7301.740628,6479.436873,6479.387774,3964.322728,3162.760973,3345.98539,4924.541002,4830.788081,4846.465367,1040.896754,1261.866036,1579.17868,1762.985407,1978.296431,1792.99864
85703.43774,85891.4424,86437.62668,57740.16903,58736.141,56893.41284,25707.21361,25974.82267,23079.01284,45907.17027,46450.15714,45756.75041,20591.17353,18501.57182,17926.05204,17161.96592,15870.05768,15932.59691
39981.85524,42293.38768,37546.51773,31623.98514,23439.9958,29601.50837,12845.7696,12189.10998,9813.798701,27831.5105,27079.71579,23868.84803,12188.16346,14604.36159,14282.10631,9169.627643,9447.345519,9115.258293
131495.5656,143846.1862,136579.4596,118733.5829,117667.3902,117834.9496,40107.98907,35331.82575,34120.76453,83397.40598,84778.61355,82515.38559,66863.27415,59148.74476,54180.2931,32458.34271,32696.14528,28668.82325
112075.8048,124312.0524,119217.1605,97813.92717,92685.84683,96117.36702,31943.08879,32297.22848,33246.77597,33943.46095,34787.45719,34914.8186,20471.12312,18892.02414,20191.89627,11984.76849,12157.43718,12232.73744
36683.62683,39049.57254,41051.80006,28860.9742,26937.21712,29777.16493,13104.56015,9999.193665,9754.685533,13967.48574,14386.11109,13974.37499,7518.716579,7057.770064,7763.596598,4808.778834,4589.70615,4661.933254
224890.8808,238485.1995,217614.4693,147856.428,143996.8207,159382.8741,76909.57231,67253.45944,64493.8466,104934.7251,108185.9282,103499.5022,48721.51162,47309.49791,46581.97577,32561.95743,31271.29578,32865.66933
40308.33009,39546.47051,38394.5763,22644.4639,25584.9652,29089.81366,11514.6449,10169.00358,11127.15992,15672.87199,15074.70436,14608.83612,6294.352061,5823.928932,6544.226527,5240.779615,4742.673507,4886.188802
319629.2009,343214.0158,339036.903,297419.4318,282854.7343,286157.7345,99516.63922,97684.94764,92716.66531,156496.2214,155583.4018,149415.7832,81137.36943,75925.86799,72059.13829,49781.67307,48336.20561,47128.12277
26352.05907,24952.50517,24420.17271,17469.82962,17704.43896,18903.39566,7986.583195,6915.357123,6474.660084,12625.61369,13051.27025,12783.52552,6393.380376,6278.572158,6292.645916,4490.08688,3982.269404,3910.832125
7048.578156,7358.659717,6996.577065,5576.632593,5410.073055,5314.596677,1842.765848,1991.84398,1730.872568,3664.14837,4694.602848,2803.769529,1594.340169,1371.063891,1407.78377,1285.624323,1213.620297,1136.004326
113270.2509,129524.7807,121191.6345,70688.40033,67241.01578,60554.24555,35898.58474,33128.6476,29861.90772,79904.16416,77001.10285,72608.19026,41546.36819,36963.37816,35102.43788,26541.61522,24736.20011,23296.8785
16410.83954,16350.60245,15810.16005,10162.47055,10532.80745,10753.34755,4687.947707,4897.086496,4755.621783,3122.423348,3036.636507,3308.758018,1944.964425,1741.606343,1761.67178,1058.845588,929.7963328,861.7954908
75597.95879,82154.67421,79534.1383,57338.28932,54181.35825,56817.9585,22040.82531,20215.31864,20511.43743,33738.90026,32439.57158,30389.67806,15796.39257,14481.1434,14015.07454,11459.99363,10212.16757,10179.95956
74445.25428,86173.84237,83181.07986,44661.84866,45216.7484,46254.63837,21056.96751,21168.97895,20830.29875,31295.23777,32223.70099,30432.03678,16355.58908,14287.04834,13023.7775,10886.81232,10764.32931,9739.439816
19033.85143,22791.47062,21930.91305,11531.17174,10478.6223,10723.07922,5585.339688,5974.415248,5762.171334,3659.939131,3465.810977,3249.13399,1248.986463,1024.451995,1096.637068,1119.006815,1174.959622,1007.638193
1305313.049,1374997.792,1352240.525,756691.5786,726205.0728,782412.3083,403883.3263,388254.4982,380644.1892,462644.8965,471271.2215,458630.3308,197215.6015,176460.3463,175393.2812,140177.7047,140285.0304,136438.3116
488554.5688,512601.0909,521648.754,405247.2706,399285.2532,423171.4444,162713.726,144498.3171,134917.3831,236218.5895,225625.0073,181678.2636,79535.4012,76236.4832,78669.70042,63038.12033,61491.02471,64443.22415
74034.62908,77069.91519,74057.87544,46667.81226,47655.99597,47524.92435,20070.20796,19354.2171,18812.33843,5849.284972,6279.106386,5559.325252,2622.491401,2170.094418,1677.094487,1811.344584,2194.74364,1732.455873
63497.41975,70692.83369,68880.54274,54317.11182,54138.60477,55814.87627,21322.99986,18565.93434,19629.51103,13821.05115,15097.98985,14205.03478,7864.719481,7296.191831,6331.43555,4364.434996,3875.376644,3535.071232
42807.77722,48016.36375,45753.49446,23832.77297,22941.4069,23817.50636,10848.40737,11068.04212,10930.10599,6745.99488,7806.390515,7189.803914,2933.552872,2646.36206,2701.738137,2324.56429,2321.336781,2384.252562
5939.604173,6717.952628,6644.228409,5413.309477,5632.38894,5900.687289,2195.243542,1788.144269,2217.723062,2575.874885,2138.019715,2000.498556,1325.774075,1057.105346,883.5584027,591.7578107,566.7253819,441.7715796
35625.24349,39750.07127,38832.47342,21826.26465,19835.43514,21955.93832,9625.526406,10331.22421,9802.387843,3017.686076,3190.590757,3234.552514,1677.390587,1528.652927,1344.593777,1030.035348,900.5843464,895.7149138
59905.88845,66885.27204,65621.04268,42575.2441,40951.04356,40669.66831,19229.17118,21649.32022,20462.77436,19957.19982,20478.12243,19903.84436,12243.14407,9656.77801,9472.711117,5311.273349,4519.150786,4748.390922
151765.8329,151213.854,171594.6676,97027.72016,92295.4966,100151.9833,48560.38941,43532.02394,47155.55901,58208.35592,60730.3621,59317.05385,18313.90572,20445.7019,22932.70817,15697.69764,15784.40605,15802.04583
346941.3387,387221.2918,363591.7086,239180.4718,241239.8364,232776.6696,119923.1965,114898.2561,117731.8379,142263.7529,137237.5447,121071.0275,71049.63774,59281.80668,48712.50596,35778.96308,31718.13593,26104.37489
104513.0115,111766.4193,108745.7342,93043.47514,89218.68423,100181.499,26910.11885,26003.27102,30121.47465,33889.45438,33119.52752,31973.14784,13839.00712,13361.0542,13744.4595,9661.557371,10028.23609,9602.070747
200529.61,225274.3698,214116.9783,109836.0499,103711.2087,104190.7501,54637.86286,50588.52274,46081.12021,121669.2226,122755.2576,102212.6473,40421.68759,37048.10162,34177.53816,38355.53052,34959.38253,34840.77868
29821.29481,31101.89651,28383.03818,24666.66316,25335.52725,31254.05606,8190.46362,7007.908921,7127.108674,54854.57453,53733.76576,56453.31658,27956.21158,25225.14302,25781.20929,17229.02978,16224.6024,16130.4216
21420.50672,24950.69236,23408.13171,20019.05334,18386.26547,20486.9905,5823.831,4966.551203,5619.321839,8310.559404,7731.158706,6898.280364,4206.573486,4140.051975,3749.709899,2604.043063,2242.297167,2333.785396
75520.27646,82151.82063,78483.13557,48126.70672,47730.78789,46095.0624,19943.0795,17942.81253,19776.91769,44334.85313,42527.94465,36544.29811,15539.40907,14396.43477,13807.6903,13544.93551,12279.31294,11804.67889
5273.240819,5973.265073,5892.669157,2851.314979,2144.47563,2687.833324,1833.007749,1726.70612,2253.160503,12191.1398,11850.57333,12089.88613,2193.794584,2055.053502,2620.618989,2263.77117,2509.365164,2672.090644
28495.07433,30244.09028,29294.92525,16750.22693,16567.58332,18938.71357,8451.287439,7923.391473,8150.694357,165452.438,158878.9043,121227.98,54328.1816,48717.56655,48059.16776,40097.29714,38867.7982,37834.56771
19665.50616,21267.96012,20043.99385,12211.80413,12326.48108,13133.45321,4289.589598,3923.093495,4209.63059,5201.856326,5082.108225,4749.970934,2118.589914,1909.612164,1630.480992,1782.840218,1978.104837,1362.99497
2860.734686,3112.981275,2793.232768,2167.336314,2294.009537,2129.689333,748.7637029,918.7642873,698.0138956,14238.07547,13954.84126,12970.65046,6625.468964,5978.528574,5098.330127,4076.966523,4072.291419,3180.256165
615851.7441,668660.1326,657671.9522,350257.3661,289006.2356,309639.1999,162240.55,161815.6543,148517.5275,416795.7298,418621.1649,369344.2019,136377.858,139858.6702,145448.5312,120720.0634,115660.8783,119391.4401
525680.5386,581186.1226,551179.3305,311628.4326,304401.7441,306965.1398,140608.2278,130921.1173,129591.0858,160484.4994,161196.9176,149680.9131,66766.25776,60104.06812,54851.92309,48847.16476,47285.11774,44070.23995
112969.4426,120054.0505,119028.7771,95921.5697,92385.99033,93714.82801,28486.38799,24257.96833,23355.13617,16868.46943,16423.136,16723.00982,9418.216987,8444.409621,8591.413534,5300.191845,5340.458389,5451.184626
196854.1709,210172.6547,205263.3516,194667.1364,188896.5837,199064.737,62347.60461,61099.66376,59302.22524,56312.95997,57646.80352,55536.26042,24824.93329,23365.23765,22869.11334,13989.26228,13714.91419,12875.87154
5913.350844,6402.181865,6343.494949,4348.665125,4359.196794,4215.381509,1286.872827,1096.284702,1270.848085,1223.260111,1151.388534,1270.334266,279.1092845,177.577125,184.9424791,459.2578287,416.67428,349.9936345
8449.117808,8474.173276,8054.520116,5698.050867,5854.702587,5872.461428,2159.502804,2255.171167,2270.085931,3199.997363,3089.001962,2782.629616,1449.158648,1216.334091,1221.773977,967.3782898,667.3642613,779.0213371
1285294.522,1408015.334,1377213.067,914773.5339,887438.6035,845764.3848,356372.5143,331205.9749,329207.1567,441013.5196,430992.6077,386274.3253,163992.6812,147156.5972,138906.8489,121454.6744,119263.8825,113254.458
57394.38885,59959.18178,59087.73297,44317.43585,41128.05069,42489.01725,14362.92707,15374.03009,15729.70069,8580.409721,7031.305609,6924.088628,2781.248343,2652.647673,2676.070158,2284.289653,2040.791645,1845.951128
2389.344791,2810.123954,2785.853217,2129.129732,2165.215132,2108.513916,832.2819207,808.4099971,894.8869877,2764.164265,2918.391542,2539.129644,1608.130384,1447.198899,829.8186684,474.7491008,803.7677063,474.6874295
109754.8766,127366.7235,117744.8778,89797.1261,87056.84472,85982.2514,30403.76713,26544.4892,26761.18179,18351.46394,17913.90925,16332.2994,10147.1092,8949.644563,8633.649316,5727.375759,5243.847079,4362.940759
36275.61168,38262.39745,35917.61828,24692.03054,23219.39121,24444.79647,8306.29903,8121.054935,8292.202665,17424.41562,16139.07863,13732.71444,6575.548131,6127.757432,6120.165892,5043.40027,4752.488379,4484.153151
3928.954502,4615.493575,4751.673521,2945.473769,2311.980322,2707.707354,1368.306617,1064.049104,1109.505922,5371.741273,5870.68724,5824.106592,1710.680652,1774.073159,1707.399018,1300.038302,1045.514775,1941.84448
33491.92739,37369.02298,36698.98676,19910.43868,18155.66505,19133.01839,8834.825426,8714.871051,8727.33964,8116.007765,7948.105856,7648.373553,3160.235196,2812.736144,2789.843567,1939.676137,2330.336856,2232.957272
210083.9389,227264.8316,219011.5477,186672.0776,177574.1851,186851.744,62052.77684,52653.71227,53876.17764,54375.31819,52055.79902,48386.95755,19795.65747,17087.45483,16762.02154,14805.34863,14831.81036,10994.57454
19984.99677,20393.86065,19913.09606,14856.41205,16039.54431,19089.63854,6951.639705,6317.698566,7302.985267,986.3561909,963.2712402,839.4439538,64.41515817,18.05717211,26.84093918,136.3221878,252.7578108,106.3006098
17636.28313,19462.96049,19084.32765,8436.948513,8135.829722,7758.251776,3669.332504,4074.96209,3969.694082,14168.00675,13081.49647,13424.2907,6683.977579,6317.564559,5803.300738,4332.22841,4024.106465,4059.859392
27416.16464,29563.41767,28363.82292,18375.2726,17589.96765,18476.03182,7386.446923,7811.285982,7349.084625,9332.660373,9690.252239,9589.745449,4538.838771,4057.057492,4318.411128,2423.620445,2664.496793,2017.263055
241501.5333,253918.2044,249981.6222,141123.5409,143832.8714,150045.9795,62325.72453,56322.19922,52858.42638,115703.7361,113862.1481,106436.5127,41034.53125,35872.82159,36728.83999,31936.15199,32172.44591,29341.94683
70661.38336,70748.86177,77144.78383,33294.59121,28995.27555,33828.34038,19671.9388,19906.88859,20012.66199,113214.4353,111926.3279,116249.9205,33412.74534,31157.80911,30570.45741,26515.29582,26139.80845,27334.64579
4238.185803,4325.269969,4363.372463,3199.989145,3654.758779,3762.525027,1208.9478,937.4006043,1053.845448,1345.473256,1378.786077,1234.063263,360.9145101,388.0613314,389.8918606,318.9877484,351.5523248,352.4326461
210584.7645,232815.0845,220066.4239,128707.6064,113703.8204,129384.6509,70144.28469,60945.60282,56159.54819,123224.9442,117247.6464,112197.931,37945.51797,35308.04139,34550.14107,26716.93922,28063.71514,24002.86779
71138.28864,79344.05008,74545.33351,55238.43386,52357.71008,49774.93021,18400.79991,18548.98331,18109.3977,32549.00986,29683.09752,23077.13197,11034.26248,10438.11692,10039.17527,7600.777285,7088.222564,7182.008722
2613.159732,3421.708952,3050.898481,1643.013142,1513.608343,2089.86637,908.3594155,742.7503788,988.1876658,1316.099266,1266.469976,1194.503238,463.040645,534.726476,369.3893059,228.8761705,281.7921861,278.4338784
11653.42546,11950.69455,11157.44692,7212.921775,6886.619799,7042.512181,2997.763743,2829.460776,2873.538023,5820.912175,7527.131814,7586.039512,4137.511903,3858.968204,3757.648164,1663.636505,1743.070657,1856.11402
37291.72747,39408.92678,37824.47172,25290.34176,23698.20093,23222.63737,8547.130542,8089.590883,7403.37035,14888.42636,9337.650774,5223.483523,2353.673236,2491.011469,2860.623167,2936.446087,2131.004509,2274.127867
8084.465616,8109.123443,8506.489149,5742.14377,5852.687829,6192.359085,1881.736184,2014.180715,2045.506704,3914.426943,3798.764186,3865.595123,1877.583696,1781.862991,1718.503232,1017.143446,983.1082195,968.030271
64648.06754,68962.92915,67513.89766,58492.67988,58085.77976,59567.21825,13967.10732,13125.40158,14140.95562,19724.25803,18601.56143,14994.67646,6445.954349,6096.451153,5513.717186,5506.250171,5141.730759,4749.164352
71556.03717,78945.04639,76405.04933,42163.92254,41021.35676,42708.79073,17976.73326,17070.72661,17204.92415,33760.76513,33322.30944,30790.08544,12819.36061,11680.1572,10752.33171,8407.069693,8954.323052,8470.444065
66863.42931,71897.01957,72667.34333,38775.73921,38133.39223,42280.08448,15489.7972,14518.79497,14520.15507,28256.43689,28507.47401,25878.28818,12950.45638,12480.90577,10245.9237,7997.501722,8414.585974,7021.077291
283989.0666,310047.0276,295754.4305,227209.4691,215058.2512,222898.5429,77831.0193,69898.16786,72366.53151,75469.91136,75291.69959,71564.1462,39741.02747,35666.65094,33051.73657,18147.74576,18582.32369,17916.94034
52832.35106,58251.82341,56635.30306,42977.6441,40376.51941,43078.05219,13670.14513,12052.88404,12867.38661,11227.94573,10997.97898,10127.89381,5435.002044,4742.632154,3909.4479,3157.271712,3039.903476,2342.651891
18082.7126,20453.10447,20708.54189,11468.64269,11603.91576,11161.84626,4353.354431,3808.324228,4019.035224,2919.947596,2816.364576,2839.37435,1550.067556,1559.030992,1635.881442,640.7536983,841.9450123,941.5743884
16864.90219,17801.81848,17694.43581,11073.4688,11141.76153,11671.20805,4417.458322,4372.255246,4229.904917,5572.190274,6266.956972,6181.719161,1468.76408,1645.130648,1722.246133,1429.870236,1313.561428,1591.934461
28479.89218,31276.43433,30352.51699,13830.62874,13775.24155,14540.19991,9461.521937,8182.712185,8784.948338,2684.425539,2730.124071,2277.694967,1332.85249,1494.03602,1334.393346,409.9066239,535.9649058,536.2579956
9669.739228,10805.02364,10178.8637,9016.932553,7616.326343,8118.806558,2232.088113,2192.700263,2221.38449,7510.37073,7615.901997,6644.943653,3024.901677,3280.529331,3689.609329,2028.099713,1541.302153,2254.566204
19781.91522,22243.14052,20987.77534,18970.61686,18301.96531,17807.19612,5369.363696,4730.424811,4770.965633,3540.953858,3832.085083,3441.206202,1805.807535,1351.176999,1302.000643,1069.904352,852.1168626,783.2561866
34506.87543,36051.67063,35418.43449,26503.38701,26799.12708,28315.60548,8521.367009,7708.796928,8421.191582,9090.347318,9199.017542,8641.917985,4664.770017,4246.473977,3736.17332,2158.597508,2429.368215,2266.268311
10419.28098,10485.6155,10450.30404,7496.956107,7323.570833,5880.467725,2260.344801,2315.553357,2257.657298,5885.430889,5851.280566,3313.701839,1229.331322,1212.949995,1076.318853,1343.195648,1137.327896,1275.369675
