C1_lung,C2_lung,C3_lung,V1_lung,V2_lung,V3_lung,V4_lung,V5_lung
3.699536562,3.714159489,7.230423927,6.097617149,4.250630379,6.201277733,8.637244225,4.61661005
4.659591198,3.83488512,8.497476578,4.242203712,1.924467564,2.149785042,1.746264577,2.209324598
0.43400231,0.600684583,0.082471065,0.694199741,0.562044561,1.056641936,0.567031026,0.64185077
2.508066416,2.214545965,3.552186489,2.376867771,3.298556805,3.261308908,1.992736697,2.937659264
0.2446623,0.302234173,0.372210771,0.249321908,0.235632718,0.314228922,0.234726071,0.359529853
35.94905472,26.5177269,41.6183815,49.86207962,52.84121704,34.7705574,43.33494568,24.53271294
32.73986816,31.69715309,47.90225601,31.99065208,9.923274994,7.396689415,15.95012474,18.64804459
4.719027519,4.724133968,6.231544495,3.548731804,4.43070364,3.059118748,4.176466465,3.335811138
0.437900394,0.186143175,0.254359007,0.089636125,0.05041936,0.148686618,0.101730898,0.060567956
1.010459304,0.994184554,1.051485658,0.788675189,1.329561353,1.424586177,1.152912259,0.919250906
0.335588574,0.549891412,0.387081832,0.306964964,0.261035591,0.389844894,0.347779453,0.336894631
1.66615212,2.099230766,2.021491051,2.33127737,3.00059557,2.582159996,1.901943922,2.030692339
0.150724337,0.382715583,0.374659985,0.555972695,0.17180194,0.467181593,0.159991875,0.555260539
0.526399076,0.033139866,0.228781477,0.063321725,0.069284737,0.343110442,0.716415346,0.558906794
1.574643016,0.084051825,0.217302427,1.51406014,1.182665348,0.621138036,0.63634479,0.059162874
0.767502904,1.027641773,0.417350799,0.630181551,0.05929625,0.43703562,0.164352417,0.043163888
0.627132416,0.795428634,1.123855352,0.896559656,0.609129727,0.889779687,0.653673232,1.202669263
2.668004513,2.540468931,8.307325363,4.089725018,3.744044065,4.726242065,3.320974112,2.69835043
20.16518974,17.29176712,19.70705986,11.62516308,14.50952816,17.14411736,15.0567255,19.30933189
8.388653755,8.736795425,13.54372787,7.708221436,9.460831642,9.45574379,8.903223991,10.01663876
0.110444918,0.186421007,0.21367912,0.078127503,1.151520491,1.247783899,1.195109367,0.979007304
3.152026176,2.896499634,4.210241318,1.454601169,1.382146835,1.834278464,1.252075315,2.746849298
1.5050174,1.460377574,2.894038439,2.562026024,3.120060205,2.465161085,2.235577106,1.97086513
1.915322423,3.167764664,3.520183086,2.796299219,2.88221693,5.430192471,2.336573124,2.925481558
1.018294096,1.428797483,0.155109465,0.912535429,0.830051839,0.901349306,1.278777003,1.123619318
1.109532952,1.467297196,0.097713143,1.871274233,2.393462658,2.875733376,1.877870798,2.207412958
0.181184873,0.140987888,0.167977944,0.338495135,1.943560839,1.773008943,0.275639892,0.206085399
16.25936127,7.883985996,21.1951046,19.23913574,19.22961235,17.62710571,15.1390419,23.72062111
0.960362792,1.416945815,1.547467709,1.429354072,0.90124017,0.903500199,1.267224669,1.415462971
18.40602303,15.64871788,20.43449783,13.91694069,18.36322594,19.50723457,14.6752224,17.13147545
0.277325362,0.556627035,0.441767842,0.076627582,0.125381857,0.140825838,0.054535661,0.246502399
0.40389812,0.058817673,0.08532089,0.864837945,0.430738509,0.441239744,0.119502641,0.093369253
3.267695904,3.138724327,3.75387764,4.767067432,1.925973892,2.145580769,2.487721443,2.960598946
0.193431824,0.142463818,0.093811862,0.096023299,0.150875822,0.12770173,0.164028794,0.066115417
0.08650656,0.079651453,0.135038286,0.702321649,0.862948418,1.391278863,0.573602676,0.083393767
75.85874176,46.61930847,32.32152557,56.57037354,57.99818802,49.01577759,38.37161636,36.38132858
0.161269769,0.204648674,0.144982263,0.430848211,0.229974791,0.191278845,0.335895151,0.238657594
1.138942599,0.96032244,1.319613099,1.048118949,0.871952057,1.071926832,0.592314661,0.856804013
1.193709016,0.665464342,2.180340052,0.445406497,1.165779114,1.87517941,1.595808029,1.903674483
0.165461227,0.208229944,0.173902065,0.129089728,0.120340504,0.137661323,0.157612756,0.101798356
0.723774612,0.760020614,0.476172686,0.353612751,0.335846394,0.448246688,0.483985901,0.621105909
0.157213435,0.082027256,0.100708954,0.468239993,0.274488509,0.22243081,0.429510236,0.324702621
3.95445776,4.327726364,5.644739628,3.616811037,4.485355854,4.076717854,4.764802933,4.627230167
0.121794678,0.09549766,0.102091514,0.08265081,0.070224918,0.082883596,0.144538611,0.113912486
0.213099197,0.386727512,0.134829655,0.312186807,0.179428235,0.129331246,0.177922666,0.19256939
3.130528688,1.838087559,3.17996645,1.989694238,1.460271835,1.512710214,0.956696212,2.044533968
1.098649263,0.445470929,0.13393417,0.642594457,0.858359039,0.907117724,0.287596852,0.683694363
0.43998456,1.08425045,0.157183468,0.841621339,0.749229252,0.852137983,0.495192319,0.847139597
1.014550328,0.738341451,1.134647727,1.308252215,1.975161076,1.829552889,1.460569978,1.393231273
0.888228536,0.774632871,2.889366388,1.020036817,0.676674604,0.691533089,0.975235164,0.908276677
2.224855423,1.775516152,0.678704858,1.182553053,1.341157556,1.080106974,1.662458539,0.889762044
1.743882775,1.515992522,2.023126602,0.894490838,1.821223378,1.426020145,1.178299665,1.485945821
0.965766132,1.151385784,1.564427137,0.616734326,0.492642969,0.557978094,0.685805202,0.970652699
0.793940544,0.739335239,0.97336942,0.547850788,0.312664658,0.314688444,0.359746814,0.534444928
0.193076044,0.263057142,0.261904329,0.349092036,0.419737965,0.409790128,0.418718874,0.375318617
7.459282398,5.289852619,0.154136777,7.007508278,3.607413054,3.563094616,7.512798309,6.857476711
6.801621437,5.92145443,12.71164131,6.966516495,0.097699001,0.041378263,3.979662418,6.117247581
1.528599024,1.226949811,2.080125093,1.853765965,1.663712144,1.72591579,2.189021826,1.946403146
0.048146229,0.67348814,0.389768243,0.354999632,0.245526209,0.33704862,0.461227179,0.490618795
4.239675999,4.195958614,0.165512592,2.901348591,2.100861788,1.809672832,2.99709487,3.85124588
0.076673195,0.090951718,0.150942683,0.078438431,0.078969315,0.049788177,0.113554791,0.111140609
7.167117596,9.407412529,1.693889022,11.81327152,4.085271358,5.704275608,5.665813446,14.09940434
6.33577776,4.999447823,12.58362961,5.574668884,4.011000633,5.06876564,4.783135891,4.956810951
0.551215768,0.372888237,0.233694464,0.610336363,0.493623853,0.656042278,0.626418114,0.656117201
0.955345392,0.37321949,0.39673081,0.348547995,0.192968741,0.523171663,0.215782374,0.210372403
0.086765833,0.10241273,0.167102128,0.088359199,0.361512065,0.073249958,0.369673491,0.346297055
0.096209951,0.174279496,0.110257737,0.133319288,0.078838214,0.120017692,0.081592418,0.110528164
0.632458508,0.736905992,0.084213085,0.70956248,0.728454292,0.694205463,0.616491497,1.041525006
7.988421917,10.27862644,13.17697525,12.36112213,17.81004524,13.89127922,13.15509319,10.98237038
3.968352079,6.029297829,0.292160332,4.473603725,6.557244778,11.3205595,4.36842823,5.039295197
0.47298342,0.385292083,0.551906168,0.42927745,0.600756705,0.06952621,0.535971224,0.357936829
0.962871492,1.074680686,2.094748497,0.965864658,1.035103679,1.095717669,0.826577246,0.978936553
1.300308824,2.32117486,1.983133912,1.879281282,2.026590586,1.429767966,0.853417337,1.190455914
2.319451809,4.997975826,6.938422203,5.235230923,5.638311863,5.315148354,6.307415485,5.322500229
0.222157493,0.114170551,0.234077722,0.121814422,0.180549324,0.233871087,0.138973445,0.298930883
2.042416096,1.778865576,1.61829567,2.36031723,2.138873339,2.751238585,2.205796957,1.487397313
1.91991508,3.397143841,4.086432457,4.203126431,5.767586231,7.575609207,3.747579098,3.817969322
1.431995392,1.86458838,2.257755518,1.871733904,2.159402847,3.690196753,2.126037836,1.854679942
0.282639921,1.234826446,1.54858911,0.983985901,1.526520371,3.487811327,1.061600804,1.750920415
0.455461204,0.714748383,0.131466731,0.473795116,0.176008955,0.203989059,0.706454098,0.332855403
0.260115802,0.368986726,0.085364074,0.346555829,0.297803402,0.449810982,0.36133787,0.378540039
0.529602468,0.434465766,0.703840375,0.469504237,0.665498853,0.687426686,0.518884897,0.4285613
1.099112391,1.53826046,1.865632534,1.558654428,1.815547943,2.100867033,1.630810738,2.225077868
0.546854496,0.684898198,0.127017692,1.076469183,0.281884104,0.42980054,0.756156623,0.568677425
1.83056736,2.460892916,2.117734909,0.711286545,1.676289201,1.775844097,1.508404851,1.334041357
0.215364054,0.387316436,0.377583593,0.286575168,0.2640239,0.125093386,0.623201489,0.665215194
1.641952872,2.64084053,3.222995758,2.302045822,4.526695251,4.423804283,2.748339653,1.631301284
2.934311152,3.042585135,3.835684776,4.465174675,1.698395371,1.9263134,1.385549188,2.891567469
2.053029776,2.493135691,2.130022287,2.884836435,2.329070807,3.784383059,4.605700493,2.532356024
0.36639908,0.645073414,0.885395229,0.521990657,0.426779687,0.369313031,0.342961431,0.593988895
0.53724432,0.172302991,0.231048808,0.455942065,0.085075676,0.184777096,0.082515918,0.059910271
0.519760728,0.559939682,0.796860337,0.536472261,0.272750825,0.320584029,0.425913125,0.599723876
0.544075668,0.511465251,0.702952683,0.612175345,0.495200396,0.581410527,0.44822219,0.382965147
1.251485944,1.097721696,2.275742769,1.806643128,1.754624486,1.518837214,1.734850645,1.464846969
0.934658468,1.025764585,1.910437226,1.006359696,1.047750831,1.096141338,1.092383862,1.429304719
22.81474686,18.97456741,20.94515419,23.95487213,13.77277088,10.89395237,10.94182301,22.20794296
0.0834563,0.076620638,0.232995391,0.20254004,0.158660308,0.07211902,0.066795789,0.187714934
8.834813118,6.51993084,4.603438377,6.01294899,11.40134621,10.38358784,12.75698853,8.018974304
26.94326019,20.73908043,16.19650459,16.52708626,12.70039272,16.52978516,11.00581169,12.46530724
0.063004382,0.340181828,0.379036576,0.278729588,0.196857467,0.204458356,0.241889209,0.116586968
20.35237312,25.73888779,27.87329674,21.75810432,26.55093765,17.66067314,30.05257416,27.66744995
1.937128663,4.642791748,5.647074699,3.991265059,4.595711708,5.218028545,3.793234825,3.452244282
6.765728474,4.888291359,8.425060272,6.898321629,6.302900314,5.766849518,6.582387924,4.900523186
4.434195518,3.233317375,3.136142492,4.303118706,2.82118845,2.339786291,3.108432531,4.192155838
3.06387496,3.600316525,4.900485992,3.597770214,5.498178959,3.655325413,3.4750278,3.015399218
0.442416072,0.406198233,0.562558413,0.502183735,0.21977298,0.338058919,0.39820838,0.571686506
0.145998389,0.042752758,0.174973115,0.123446487,0.127620518,0.136377275,0.095550969,0.043305486
0.078117713,0.046358213,0.104787134,0.651022911,1.13929379,1.279689789,0.723298311,0.705359697
0.169235826,0.193315923,0.44107601,0.15112929,0.412941396,0.399067968,0.2043477,0.176642597
0.650405228,0.750193238,1.098626375,0.645276189,0.421804905,0.401251465,0.754842341,0.458935112
5.239290237,5.849313736,8.649317741,6.68875885,4.398472309,4.369704247,7.030644894,5.886080265
3.481590271,3.429349661,3.619603634,3.634970427,2.154953718,1.805077672,3.640011072,2.985308647
0.482593596,0.464352757,0.063554414,0.680369318,0.544107318,0.323370486,0.708183467,0.708156288
0.54129678,0.45382604,0.114586659,0.933070242,0.457048744,0.530276418,0.559594691,0.844484508
0.106480122,0.186657608,0.198733881,0.112474427,0.038141366,0.08008083,0.198792875,0.272808701
0.379054397,0.515698016,0.150891408,0.374994218,0.306617856,0.271929979,0.105381295,0.04994259
17.80548286,13.08108616,4.405157089,15.74438667,13.00798798,10.21249008,11.95005512,10.65632915
0.23700504,0.064859763,0.217465967,0.19435674,0.185548633,0.238371819,0.252794713,0.153632104
2.997915983,3.538039446,4.728555679,3.459543228,3.399803877,2.922533035,2.583252668,3.821509361
0.896410704,1.272884488,1.888198495,1.082522392,0.879624426,1.114717841,1.178956866,1.193677425
1.888190031,2.758842707,1.788544178,2.715538979,1.372512579,0.904575706,1.728278875,1.815491319
0.437939018,0.315307885,0.556251109,0.055628143,0.036909834,0.709946573,0.09645588,0.065435126
6.765728474,9.368765831,7.206596375,4.990422249,8.352368355,10.63127422,6.616283417,5.325332642
0.732767284,0.577091515,1.111894846,0.720442832,0.855486274,0.61070919,0.701265931,0.303865761
0.127850264,0.115171693,0.27670899,0.091270283,0.044831559,0.089829959,0.115302302,0.176086783
0.157738328,0.203942001,0.376906186,0.253877103,0.153352693,0.165121913,0.153316975,0.200686783
12.34349728,13.24229717,17.98027992,18.53229713,6.333380699,5.965324402,13.22876453,10.23116589
2.378965616,2.862195969,3.454868317,1.571450472,0.811343849,0.637628794,1.576300502,1.6004318
10.11269855,8.195736885,11.67865753,11.72055817,9.442264557,11.32283974,8.519645691,12.56088734
0.47742185,0.634509921,0.529620647,0.603516996,0.594520688,0.703004837,0.707768381,0.805862308
0.764415324,0.732710063,1.374836445,1.105738997,0.838635027,1.052177072,0.988897443,1.206704855
2.225472927,1.160697818,1.875116825,1.995862365,1.581102848,1.042530298,0.981876016,0.739344358
0.232331142,0.182693511,0.092911132,0.157941028,0.284714818,0.294368386,0.137811288,0.200548694
2.082516432,1.283742547,2.766165018,1.308175564,1.328615427,1.334180713,1.731806874,1.384451985
5.91200304,9.898411751,5.328442574,13.72078609,16.53061676,15.50058556,16.77331161,10.33736801
7.343883038,7.775406361,12.67613411,8.462952614,13.39966393,6.878829956,9.153292656,7.668153763
10.82477951,7.072030544,15.20183086,9.649068832,9.81221962,6.940425873,7.389665127,6.415675163
1.843381047,1.384997606,1.249252439,1.064975858,0.591367722,0.5673967,1.038565397,1.622698903
0.317232728,0.419080585,0.331381977,0.289215386,0.46240893,0.385836273,0.448879391,0.417551666
2.378309488,2.369133711,3.171696901,1.646502137,2.231922626,2.632479668,1.474335909,2.615831137
0.522153616,0.706540585,0.193320557,0.49134168,0.407686353,0.358264893,0.433557004,0.632611156
0.626862228,0.712245584,0.885161638,0.564171314,0.09866938,0.076185517,0.499342829,0.585669756
2.960633039,4.229084492,6.892168999,5.35323,5.644618988,6.549015999,6.352379799,6.017771721
0.423851758,0.46361661,0.197527707,0.250567019,0.4296875,0.333040029,0.33635515,0.577279747
0.138598993,0.116210617,0.19858332,0.165635422,0.281151921,0.317227244,0.239730924,0.171739563
