Bcells_H9_cyt,Bcells_H10_cyt,Bcells_H11_cyt,Bcells_H3_cyt,Bcells_H1_cyt,Bcells_H2_cyt,CLL1_cyt,CLL10_cyt,CLL11_cyt,CLL14_cyt,CLL15_cyt,CLL16_cyt,CLL2_cyt,CLL4_cyt,CLL8_cyt
17.3931,22.209,18.8896,21.6683,21.7362,21.9664,17.7102,22.2228,16.0054,21.0772,22.3069,20.5376,22.5857,21.2421,21.2468
21.5104,19.2993,20.776,21.8975,20.7422,21.8145,23.0925,21.794,21.8912,21.3294,22.0701,20.8144,22.1321,21.8692,22.7433
17.8224,18.6776,19.1932,17.8554,17.3509,19.8357,22.6574,19.9014,17.7986,22.9796,19.734,18.9016,20.5965,17.2162,21.4916
19.6294,19.8398,19.9149,19.6125,19.4035,18.7708,21.7843,20.3328,19.4376,19.5292,20.4449,20.6254,21.0983,20.7902,20.3673
21.1852,22.7388,20.7679,23.9394,23.4823,23.9318,23.8226,23.3937,24.8309,23.2085,23.987,23.2584,24.3242,23.9484,22.6142
18.1962,25.1591,21.1751,24.516,23.6276,24.3056,23.7484,23.0109,23.041,23.9313,22.2072,25.0179,22.5973,24.9583,22.2623
22.6199,20.0371,17.5257,18.93,22.4122,20.6877,18.3601,16.5774,19.0037,19.3275,16.3532,21.2139,18.9248,19.5646,19.0116
21.2425,19.593,19.7925,22.2063,20.3788,19.9066,21.3858,20.7752,21.6663,22.4273,19.0981,19.2716,20.7357,19.3253,20.4661
24.2259,24.8641,24.5489,23.2968,23.1952,22.5747,21.8099,23.3629,23.3265,23.7856,25.0205,23.1495,24.7524,24.1964,23.4698
20.1211,21.0487,20.9186,21.9209,21.3198,22.0574,18.9554,21.4988,20.0451,21.2865,21.2162,20.8124,21.2353,20.5151,21.7461
20.8889,19.0471,16.7079,20.543,19.1227,16.7783,17.2508,17.9477,16.5391,17.2002,16.3276,18.2101,16.5816,17.594,17.6687
19.7289,17.62,18.5165,19.477,21.2652,21.3071,20.6906,20.7514,17.3683,19.4084,20.2907,19.4849,17.811,19.7459,17.12
20.3142,18.4781,20.7593,20.2032,19.5,19.5081,21.8215,19.8741,19.9586,19.2142,20.9389,19.6641,19.5066,19.0435,20.424
19.3624,22.0511,20.3291,21.151,20.7386,21.1419,17.3203,20.3807,17.6345,20.6407,19.7462,21.447,17.5373,20.3426,18.4945
22.7711,21.1661,21.3074,23.5787,22.2448,24.2751,19.5777,21.0715,23.9111,21.2652,21.4956,21.4232,20.7365,23.1027,23.2848
18.8912,17.8204,18.2197,19.2114,18.7925,16.5416,21.4518,19.5519,19.265,17.7933,18.7326,19.1204,19.3277,20.9988,21.0557
17.8022,17.0735,19.2205,17.7281,17.8862,18.962,16.6829,20.1472,20.0181,18.2265,23.5607,19.6015,18.2033,18.0423,17.4253
16.4789,17.0569,16.9994,18.323,17.8107,18.4643,18.755,19.9075,17.0101,19.8308,20.7038,19.5938,17.4595,20.7065,19.2585
25.072,24.4772,24.2695,24.1554,24.5974,24.5894,19.6991,24.6346,24.2043,24.4075,24.0564,25.386,23.7226,24.0609,24.0802
18.2261,21.9563,18.5074,21.8934,20.1635,20.4851,20.8039,20.1852,22.3686,21.0757,21.2465,19.5969,20.2392,21.671,20.6968
21.8089,22.0243,23.3028,22.8593,20.6871,17.8567,23.3469,21.0192,20.8269,18.5271,21.1537,21.6783,21.9267,22.4883,22.2752
26.1838,26.0322,25.8272,25.9186,26.1173,25.9998,26.2374,25.8757,26.105,25.7009,26.0277,25.6273,26.0319,25.9547,25.8808
17.8589,17.4112,18.9717,17.0719,19.4022,17.9675,21.201,19.721,18.8999,18.9638,19.6722,18.9465,15.6089,16.8998,20.0242
21.2556,17.3555,18.6684,17.9253,17.7115,17.7538,21.5047,19.7588,20.1435,19.8105,20.2472,20.7167,17.928,21.1949,20.4131
22.7374,21.9071,18.5604,22.5956,21.9399,22.043,19.3545,22.3971,20.2809,22.6745,22.0573,22.2649,22.9672,18.6853,20.1391
24.5561,24.7631,24.4435,24.0942,24.2181,24.5678,20.7528,22.7132,24.6485,23.5612,23.1147,23.9835,24.95,23.6625,24.1521
20.9112,17.9077,18.4148,16.4485,18.3149,16.3439,19.4652,18.4214,19.4314,18.9284,21.8889,20.0954,17.7225,19.1466,20.2009
23.5934,23.135,22.9749,23.3099,22.8841,23.7836,23.3923,22.7594,23.5993,23.4645,23.1977,24.2787,24.6256,22.9565,24.3134
23.367,23.8785,22.7734,22.2769,22.3865,22.117,25.1822,22.9815,21.7418,21.6992,20.9963,23.1686,20.7478,20.8361,23.1436
23.1295,20.5245,20.3011,19.3722,18.8302,18.3252,17.416,19.3862,19.2024,20.9095,17.9171,21.6466,18.6769,17.9327,20.1078
21.9924,21.4034,19.8718,21.2141,21.9892,21.5778,17.8088,20.889,21.588,20.9692,21.2343,22.0141,22.4931,21.7291,22.1078
20.4508,20.4067,19.9772,17.5873,20.0865,20.4819,17.667,20.0855,17.9918,19.5851,19.2809,19.5652,20.3961,20.4045,19.794
20.7042,19.7435,20.3119,19.298,19.8529,19.7534,22.7423,19.8265,20.7641,21.7955,21.5408,17.5051,19.8325,20.6842,22.7238
25.2927,24.3724,25.6978,24.1125,24.1418,25.1113,17.7755,22.7624,23.294,23.3127,24.4285,22.675,24.4534,21.6415,22.8086
21.4798,20.6897,22.3857,21.3924,20.7879,21.3981,23.3091,20.1669,16.2339,21.6994,20.8004,20.2942,19.3033,19.7595,18.245
22.802,23.2947,24.9974,25.6088,25.3481,25.6033,23.8274,25.8331,24.5941,25.2665,25.36,25.1192,25.2072,24.7845,25.1663
18.7698,18.2395,16.4688,15.7558,16.7546,18.6828,19.2677,20.4422,21.353,18.8803,18.4839,17.2171,23.0102,18.9876,19.3623
24.5473,23.4053,24.4231,24.5207,25.5429,25.1691,25.9444,24.481,25.6787,23.9765,25.4658,25.0251,25.3083,24.8443,25.3349
22.4315,21.0235,22.7685,21.4988,22.0066,22.2971,17.3915,20.0174,23.2797,21.9918,22.5797,22.8931,23.0574,23.0969,22.346
24.8932,21.3267,22.8515,23.6743,25.2885,24.4512,23.4721,23.5064,24.6564,23.5391,24.3064,25.1959,25.63,24.3754,23.3096
25.5997,23.3354,23.9181,24.8791,24.9854,25.0088,25.898,24.1021,23.5637,24.9237,25.2097,24.9247,25.0011,23.0549,23.2745
21.237,21.0799,20.757,19.9392,21.17,21.0955,20.1605,19.5017,20.391,20.9127,18.7298,20.7599,16.7445,21.7654,19.0596
22.9495,21.8381,20.2182,21.9231,22.512,20.3263,22.6397,20.0823,22.1379,20.4819,20.8712,22.803,20.7669,24.2411,20.3657
21.7756,25.5883,23.8004,19.9621,18.3555,18.1833,21.2276,18.7083,17.1315,20.9131,17.2781,17.4913,21.3573,20.2513,16.8086
23.0324,23.2056,24.2042,24.5675,24.5587,15.2041,18.3403,22.5498,22.8276,23.2343,18.6432,19.2275,18.923,26.6612,23.3603
22.7138,22.1192,22.2637,24.5091,22.6897,24.3275,22.2859,21.5449,22.8365,23.0051,22.3474,22.6526,24.6559,21.1257,21.83
22.8663,21.3197,18.3428,16.9348,20.7258,18.5495,16.9362,19.1446,21.0336,22.1491,20.3926,16.8482,21.3757,19.446,21.0412
21.2719,17.8989,20.2729,21.7911,22.2482,22.1131,20.7285,22.2044,23.2056,20.5437,22.0515,22.9028,23.0333,21.9137,22.2014
22.4497,22.0212,21.7887,20.9354,21.1377,21.8634,21.2799,22.2911,20.8483,19.6328,23.6477,22.7738,21.3308,22.217,21.8292
20.9361,21.8059,23.3003,21.0434,22.658,21.3007,19.5893,23.1547,24.2856,17.3586,18.0808,21.3688,20.7015,23.1974,22.0349
18.2098,17.7717,19.0571,17.8743,17.1079,18.3285,18.744,17.6152,19.1734,18.1501,18.4189,16.0486,17.736,17.8141,19.2748
23.8676,21.9616,22.8482,21.8604,24.0582,23.7869,24.352,24.5444,25.4114,24.9467,25.7277,24.802,25.1797,23.9028,25.2155
20.0974,18.3661,20.7914,18.7066,19.0292,19.4864,18.6077,19.02,19.5287,20.0072,19.7948,19.4006,19.3508,18.8394,16.6968
19.5753,17.116,18.0784,17.9228,21.41,17.4059,20.5333,20.8809,16.7689,20.952,20.2397,19.6553,17.5313,20.486,21.5771
22.5995,20.6303,20.1875,21.8168,22.308,21.9714,24.7201,21.9514,22.9274,20.7697,22.2636,22.7182,23.1753,20.878,21.5085
24.7802,24.3366,23.5731,23.7454,24.0839,24.7404,20.0331,24.0008,25.4846,23.9329,25.1386,25.3113,24.3678,22.4413,23.4118
25.7115,25.9772,25.4629,24.4789,25.0405,24.6231,22.7964,24.718,25.9609,24.5843,24.8093,24.1167,25.4998,24.4281,24.9153
22.0336,21.8163,21.9233,19.8639,21.8757,22.1059,21.1258,20.8369,21.5195,20.8604,23.1955,22.9635,20.7325,21.9515,21.107
23.0088,23.9123,23.7513,23.4115,22.2486,22.5719,24.0659,22.7243,22.7789,23.0866,22.8741,23.3826,22.4412,23.3831,22.7442
18.2776,20.9081,17.888,21.9571,22.8013,22.742,20.8456,21.5721,23.1891,21.6843,22.0635,23.3457,22.3684,20.7931,21.0878
22.6311,21.2352,23.6044,20.9302,19.5736,21.42,17.6446,18.255,19.5661,17.574,17.6047,16.9731,18.1701,21.9207,16.3504
20.203,20.2556,20.1922,17.6205,20.7356,20.0626,20.6447,16.9735,19.0386,21.4623,19.1534,20.1268,20.9358,20.3825,21.0246
21.6042,21.9977,21.322,21.0007,21.4078,21.3993,19.9703,21.4633,22.3473,22.0946,22.6236,22.7016,22.0151,21.4379,22.0865
18.8232,17.9687,21.1422,19.3676,17.8812,17.9228,17.0497,17.3068,17.5885,17.9786,18.248,16.5997,16.9414,18.3182,18.1453
20.4656,21.0887,20.2748,19.7561,18.9233,18.9844,21.6632,20.4609,19.4907,20.388,20.3381,19.8555,18.1681,20.3806,21.4541
20.6945,20.598,21.1971,22.1827,22.0562,21.5581,23.5736,22.576,21.1545,21.7559,21.1684,22.7565,22.0644,21.8723,22.7184
16.9782,22.2083,18.3921,18.8253,19.0027,17.9369,16.849,18.3275,18.4075,19.1846,17.1314,21.6285,18.2037,20.0886,18.5658
20.2126,21.884,22.3155,19.4127,16.741,17.3247,18.3476,15.8845,15.4651,20.0344,17.7997,19.4809,17.9559,18.1184,18.7149
17.3825,16.4932,22.3725,19.0653,17.3545,18.3977,18.8571,18.4229,15.632,23.1774,24.1229,17.4439,22.6498,17.3696,23.0462
18.7146,19.4144,18.4866,21.2669,22.4757,19.4308,16.6708,17.2297,22.4231,18.3711,19.042,18.2875,19.5142,17.468,16.6288
21.6981,23.5705,23.3669,23.3362,22.6567,22.4469,25.4108,22.5441,24.5583,22.0472,22.8809,24.3294,24.094,24.1158,25.358
23.6507,22.5665,23.2417,21.0371,22.8369,23.5509,24.1902,21.3948,22.4565,23.4035,22.2472,21.3313,23.3886,21.1557,23.6278
19.7672,20.5749,20.8692,20.5153,20.2677,21.524,21.7536,22.995,22.3333,19.4437,22.7676,22.006,22.9562,20.6399,20.3859
22.7544,22.3221,18.0463,20.8507,22.1717,23.3751,20.4455,22.755,22.6241,21.8988,22.1797,23.153,22.447,21.1808,22.1645
26.3985,24.9965,25.6322,25.1997,26.6065,25.5919,26.346,26.321,26.1586,25.6319,26.2854,26.7972,26.5941,25.993,25.9504
18.8371,21.5839,21.4668,22.1012,22.0577,22.226,21.8454,19.5408,22.8357,21.7842,22.8442,22.4143,22.0094,18.4871,21.619
21.8482,21.6909,20.6256,23.7343,21.6574,22.8632,22.5095,20.4831,20.9151,23.6353,20.2725,20.8352,21.7824,20.764,20.5154
18.9666,22.7487,19.415,22.4731,23.2159,22.6666,21.5948,22.4826,23.7197,22.7645,22.6306,22.9611,23.4002,20.7645,21.3652
26.1794,28.0475,26.8257,24.9751,24.4027,25.7379,25.6115,26.6182,26.0414,23.8626,25.262,24.0612,25.469,26.7245,26.1827
21.2321,19.4933,18.2755,19.817,20.1804,19.0374,19.382,24.2165,27.2996,20.8847,26.4911,24.7477,27.6756,24.8944,26.3112
22.8327,22.9944,21.9088,21.4086,21.7501,21.853,18.7964,22.2105,15.8021,21.1663,22.6658,21.4197,24.0269,20.8908,19.9188
19.5312,17.631,16.2747,18.7715,19.18,18.701,19.5382,20.5277,21.9141,19.891,18.0064,19.1918,21.2834,20.3512,19.3313
24.0829,23.433,23.5547,23.2118,23.2191,23.0083,24.6373,23.5972,24.0322,23.0648,23.2121,23.8056,23.798,21.9995,24.059
17.2149,15.8011,19.9087,19.484,20.7344,19.3907,19.4545,20.6671,18.1411,20.0904,16.5406,19.2091,22.2964,18.9053,17.1982
23.1717,24.2459,24.5049,18.6632,16.8017,16.7372,15.9809,22.0023,22.6561,23.4939,22.8098,23.0183,23.543,18.7698,22.4616
23.5682,23.228,24.2432,25.6487,25.1987,25.7254,26.1034,26.9116,26.4685,26.0465,26.7172,24.5581,26.507,24.7374,22.2146
24.6428,23.9726,23.9853,25.7301,24.7016,25.3459,26.4747,24.2796,24.1615,23.8804,24.7529,24.6341,25.0651,24.6136,25.164
25.0187,24.9963,24.3532,24.7392,25.0494,24.4045,24.7731,24.4569,24.3939,24.8273,24.5304,24.8709,24.9708,24.6626,23.8635
20.3698,20.7175,20.6959,20.8051,16.1527,17.1203,21.8939,21.4781,21.4566,21.2527,22.2681,21.4021,21.54,20.5475,22.1142
17.9347,16.9791,17.7896,17.072,16.4277,17.9262,16.0385,15.6184,21.1551,18.2731,18.1945,15.2567,20.4689,19.5157,20.0141
21.3579,21.7783,20.5239,20.0288,19.7691,20.5902,18.9627,19.4088,20.4547,20.0204,20.2854,22.3153,20.9435,18.6576,21.0636
18.1797,17.9178,18.2327,17.3002,17.1231,18.6983,17.6063,19.2941,17.7757,17.8505,16.0362,15.4286,17.9749,15.6928,18.4086
21.2733,17.9662,21.1464,21.3453,21.929,20.6254,20.8721,21.2752,21.3503,20.7736,20.7358,20.1175,22.8797,22.3342,21.4554
20.5248,20.1741,17.9896,20.6399,21.8158,21.5166,19.3038,16.2133,20.4658,17.4416,21.0373,19.8005,17.5847,17.1484,18.6143
24.6494,27.4772,26.0824,24.4125,21.4735,24.6101,17.2299,20.9518,18.8233,21.882,20.6474,19.1691,20.1895,19.9755,18.4178
20.1922,21.1643,20.9477,21.3689,21.5477,21.5644,22.8234,21.6085,20.9525,20.6187,17.0506,21.5515,20.8919,19.8658,21.6339
23.2138,20.6274,21.6036,23.216,23.1567,24.0535,19.8993,23.6551,23.797,24.053,23.6434,22.1223,23.8224,22.4405,20.8414
21.2555,19.2397,20.5206,19.2134,21.4262,21.2558,20.2836,21.8913,20.0407,23.6333,22.4571,21.0533,23.4034,19.2998,19.472
18.7779,18.3773,18.4989,19.6498,19.933,21.8445,21.3672,21.0929,21.6864,19.5997,21.3757,21.0093,20.6769,21.4881,20.6304
20.6727,20.564,20.8458,20.3493,19.9993,19.1201,21.181,19.8942,22.1061,19.9817,19.968,19.4936,18.5331,21.1212,19.8479
17.1817,24.7907,24.117,24.5835,23.5268,25.2454,25.2785,24.5159,24.6937,24.8657,24.3397,25.5078,25.5644,24.2858,26.0203
27.9533,27.5495,26.8212,27.211,28.2426,27.8208,22.8434,27.1584,27.4001,27.3853,27.1835,28.181,28.3102,27.5328,27.1968
17.9364,17.6642,19.2431,17.313,19.7328,19.2038,20.2379,21.222,17.0202,20.0117,20.666,19.9025,20.3602,19.9743,20.1521
22.1579,21.86,22.2164,18.4336,18.466,22.0129,16.7076,16.8226,18.2444,16.7032,18.4119,20.8169,19.3137,18.4564,17.2308
27.3632,26.0663,26.4082,26.6124,26.7926,26.9681,26.1175,25.7293,26.5489,26.5476,25.9176,27.2544,26.5584,25.4301,26.1689
18.0449,21.4271,18.3578,18.5229,17.6005,15.4069,16.835,19.8749,19.1365,17.9319,19.2235,20.8597,18.7354,19.9555,19.5287
19.4268,20.4594,20.3339,19.7044,19.6277,19.7812,17.006,20.3563,17.845,18.7253,19.4205,18.9475,20.7159,19.3357,18.8048
22.9731,23.6604,23.3106,20.4836,22.2971,22.1467,17.0343,16.7321,20.7343,20.4732,21.088,22.8588,21.856,21.4077,20.1549
17.5836,21.845,22.4593,22.0338,21.2402,22.3284,22.3954,21.4924,21.9601,17.8716,22.1556,15.6038,21.3632,20.7971,21.8225
16.8999,20.6963,20.5455,19.4997,17.1116,18.4436,20.225,20.2148,20.1918,20.0098,20.9403,20.6642,17.5669,17.4389,18.6572
17.2107,19.1077,19.2645,21.2968,20.604,20.1234,18.62,18.3261,18.2056,17.1111,21.0787,18.0131,20.3288,19.693,18.1179
26.0996,25.8179,24.9515,26.4363,27.1569,27.3289,26.5201,26.2128,26.5386,26.351,26.342,25.2177,24.9822,24.0031,25.4998
24.1447,21.6525,23.0073,23.9276,24.5979,24.802,23.7268,23.5514,23.9753,23.1571,23.7132,25.3219,23.6891,24.1022,23.8032
22.4107,22.2037,22.0053,20.1999,21.8543,20.3215,22.8193,22.3824,22.1243,22.4683,21.8945,21.5711,22.7399,21.6106,22.4123
17.9228,18.706,16.947,16.1079,17.4552,18.5451,20.2536,17.6968,19.4147,19.9565,18.6611,17.6368,17.3793,20.1039,17.7505
20.8797,21.4854,19.3408,21.0066,21.8482,22.4119,21.1367,20.6855,21.2687,20.5608,21.425,21.7153,22.2681,18.219,15.7125
23.4024,21.8147,24.6608,22.1227,19.2891,21.7501,21.8531,19.6381,20.6177,21.7766,20.3792,19.7138,18.6991,19.4789,20.1165
18.8231,17.1161,16.8742,17.3679,17.8282,18.1146,21.6431,21.1357,20.2993,20.6918,20.7973,16.8585,22.0643,20.7852,21.4241
22.0015,21.2468,21.0565,20.4128,20.4874,18.2341,18.4738,23.5083,23.7254,23.0536,22.4049,20.1993,22.7847,24.6696,21.1961
20.5765,20.6237,19.3459,17.6968,17.3198,18.8197,18.5694,15.7783,17.8137,17.2123,18.7545,18.1196,18.8541,16.8522,17.2059
18.9991,19.8145,18.5313,19.1939,18.8342,17.9245,19.9621,19.0214,18.8938,19.6401,18.7718,17.7082,19.8716,20.4855,16.921
29.7852,29.8427,28.6519,28.8648,29.0408,29.3203,21.9506,28.9649,28.9525,28.7176,29.1788,29.5852,29.3633,29.1499,28.7673
21.8598,21.9874,21.1427,22.7435,22.8996,23.264,20.791,21.6766,22.5388,21.8994,22.8601,23.9414,22.8471,19.951,21.4548
25.0504,24.0767,24.3848,23.1162,23.0388,23.2447,20.2843,22.3832,22.676,22.6822,22.8942,23.9513,22.9817,21.6397,23.4577
22.3162,22.1934,23.6035,20.1689,20.1475,20.4543,18.339,19.4441,16.5133,19.7247,19.337,18.9141,19.663,19.9516,21.1202
27.7544,28.3765,29.0475,27.1124,24.9886,26.7887,18.9593,24.3708,23.9372,25.8456,24.0601,24.9951,25.2566,24.4243,25.7411
21.7642,23.1208,23.2942,21.9282,17.4626,22.026,16.4096,21.278,17.852,21.0389,21.8121,20.2507,21.3568,19.8942,17.9899
21.0255,19.3008,16.5134,18.7458,17.1101,16.2451,17.4485,20.0833,20.5026,16.7422,21.202,18.0796,18.4366,21.6955,17.8398
23.2106,23.0654,23.0491,23.2988,23.4098,23.0849,23.2997,22.868,23.1638,23.7267,24.0001,23.6811,23.4463,22.3925,23.5924
18.5274,17.3441,17.42,17.5678,17.4451,18.7914,16.9023,17.5929,18.0245,18.5243,19.3272,17.6758,16.9113,16.4161,18.8238
19.5656,17.3569,20.0125,16.8857,22.0759,14.9045,16.1041,20.0491,19.787,20.0588,19.4958,20.345,19.0655,18.1241,20.7695
18.5958,18.4765,16.2721,18.7227,17.8569,18.7453,16.882,19.6794,20.2346,20.625,20.1449,20.0945,20.8574,22.3757,17.2487
20.711,21.8775,21.564,17.4241,18.547,18.4224,16.5663,19.2187,20.7804,19.8692,20.1898,16.3364,17.2287,18.5242,17.2273
18.3997,18.5658,17.0143,17.9504,18.6247,19.4138,20.993,18.8123,20.1475,19.2711,19.9484,17.7153,19.201,19.3641,20.8415
30.3032,31.1507,30.9387,31.3298,30.3517,30.5597,31.344,31.7712,31.5251,30.6595,31.0553,30.8025,31.5973,30.5415,31.4468
22.6975,21.3215,19.7762,23.6687,16.4765,21.9415,23.7706,24.1064,24.5659,23.6391,24.2097,23.7258,25.7925,24.0571,22.81
25.0223,22.6927,21.0476,22.4809,23.9862,22.9126,24.5004,24.8837,24.7407,23.7849,25.2449,25.8363,23.1159,24.1319,25.8063
18.4768,19.5418,20.5305,18.6638,16.5663,19.2509,20.6186,20.1493,20.7914,19.8191,18.4823,19.9987,19.1722,18.6661,16.6235
20.5913,21.2771,19.6947,20.0004,18.2797,21.7973,17.0675,20.5784,19.9769,16.0716,16.7423,18.0991,18.0856,22.0239,16.5774
20.0731,20.8462,18.4027,21.3146,19.4383,21.4618,18.6747,19.9799,19.2282,19.8292,17.1897,18.8157,20.0257,20.9226,19.7936
18.0872,16.1529,18.891,20.2509,22.4008,21.9848,17.0416,21.2291,18.123,17.6141,16.5035,17.893,21.4896,16.681,21.4588
18.8271,17.4118,17.2846,21.6903,21.7382,16.7445,18.022,20.4677,18.297,20.5497,18.6478,17.9944,18.3005,20.4359,17.2062
17.2955,19.6825,18.9178,17.8762,18.9145,19.5264,17.3968,20.4406,17.8654,20.1033,17.823,19.7292,16.6943,19.8117,17.5496
22.0771,22.9025,20.2498,23.708,23.7822,21.0716,19.3092,21.3985,24.6562,22.5017,24.1408,24.6243,25.542,22.2878,21.0306
28.7461,28.6145,28.8952,28.1783,28.4704,28.4942,28.0393,28.4713,28.338,28.5369,28.8269,28.4027,28.7314,27.7502,28.4868
24.4498,23.9199,23.9775,23.3174,24.0195,23.646,23.635,23.6306,23.4342,23.4309,23.7543,24.8673,22.9903,23.0411,24.2876
20.913,21.0534,19.9962,20.7534,18.1572,20.9447,21.7028,17.1575,21.1641,16.8599,19.4548,19.7192,21.2389,17.2229,17.3335
21.9673,18.7766,17.7952,19.6675,22.2746,19.824,17.9966,17.5714,17.8007,19.4129,19.1257,21.3071,20.0551,20.5421,17.478
21.6544,21.4172,22.5775,21.056,21.5099,21.5248,22.2651,21.4549,20.645,21.3705,21.7009,22.7987,20.808,20.2402,17.245
24.9893,24.648,24.2713,24.553,25.724,25.0741,25.1113,24.4842,24.7264,23.9361,25.1217,24.7025,24.8629,24.6683,25.3796
24.8666,25.3299,25.3401,25.3891,25.2747,25.1636,23.5166,25.2339,24.8433,23.4083,22.1021,26.2447,22.7346,25.1429,24.0004
23.0034,24.0857,22.9653,23.2267,21.8253,21.9341,23.2382,21.8896,21.7652,22.5741,22.3344,21.4295,23.414,20.9178,21.3455
21.8319,21.4869,20.5354,21.7947,20.648,21.2179,20.3647,20.8685,20.3338,20.7811,20.788,21.4964,18.7633,21.7976,20.8687
21.8228,22.4699,22.3214,21.9721,16.447,22.2722,16.9411,20.49,20.9007,20.2992,21.5248,22.7689,22.9185,20.7169,16.5744
17.2959,23.0407,21.656,21.1226,18.114,21.3093,16.2879,17.4269,17.3462,16.9171,18.2507,18.1737,17.0936,21.4637,17.6273
23.4345,23.1222,22.0648,23.0405,21.797,22.9529,21.3639,22.1994,23.3224,23.6879,22.6934,24.3967,23.4857,22.2483,23.5832
23.6922,24.9068,23.4898,25.9962,25.6521,25.8449,26.1565,26.3013,26.1336,26.2306,26.258,26.3013,26.3294,25.9381,25.6911
22.845,21.1748,22.3003,22.3261,23.0625,22.7901,22.4216,23.586,23.3613,23.7851,23.654,23.3039,22.4813,23.4104,22.7536
17.8064,17.7404,18.4569,21.2075,21.5252,21.1048,21.6742,20.7873,21.0282,21.2272,20.7993,20.6046,21.263,20.0339,21.3633
22.3908,21.411,21.8494,23.1951,23.0612,23.1711,22.6552,23.0628,22.3933,22.0661,23.1074,20.6943,22.4115,20.3318,22.5081
21.5559,21.7821,18.3929,17.7786,21.1567,20.5883,17.4954,20.1956,21.4547,17.3784,23.4636,21.4342,19.2393,21.1377,21.5515
18.6667,19.2362,18.7146,19.2991,17.8815,19.3986,18.3776,17.1257,18.2676,18.2301,19.45,18.396,18.5341,18.3746,18.7449
23.497,18.7885,16.3475,21.6202,23.3957,23.166,23.905,25.9622,24.2417,24.0644,22.5415,22.0361,24.4,20.3947,25.3178
24.2194,24.4347,24.2502,23.9899,23.6618,24.0819,22.1021,23.0818,23.9255,23.5303,22.8874,23.4613,24.7181,23.3738,24.5372
24.8122,25.9288,25.912,23.6015,21.3169,23.6584,23.7349,23.146,23.7769,23.2123,22.244,23.376,24.096,22.7008,23.9646
26.0183,25.3761,26.0216,24.8871,25.1412,25.1955,21.4508,22.057,23.3778,24.8626,23.3464,24.751,25.0549,24.6569,24.5741
22.1854,21.3472,21.1575,20.9554,22.0089,22.2723,23.0107,21.0408,22.4544,21.1934,21.3905,22.1771,17.855,21.8676,22.5923
23.0331,23.4214,23.48,23.371,23.145,24.1088,19.3152,23.6149,22.9155,22.7202,23.0228,24.3645,23.4143,22.9854,22.1527
26.1981,26.1353,26.0175,25.9183,25.9697,26.1845,26.9996,25.5849,26.1198,25.8171,25.61,26.9072,25.9084,26.1383,26.7325
18.5519,26.546,23.1856,17.8059,18.6441,17.3441,16.8374,17.1853,18.0847,18.4862,17.3628,17.9415,19.4481,17.9996,16.7883
19.8387,21.2891,20.9492,21.6038,21.1945,20.8845,21.0044,22.123,22.2448,20.8246,21.713,21.4797,21.6984,21.0462,21.7475
22.6008,21.8162,22.3466,18.4118,20.3022,17.6441,22.0218,22.8138,22.9879,22.6475,23.4846,23.6082,23.7723,23.0448,23.3173
23.0239,23.1655,23.0362,20.6371,19.2255,17.6726,19.9566,19.8521,21.6528,23.0267,16.6794,23.1363,17.2156,23.5148,20.6101
19.5581,17.6116,20.6881,22.4179,17.0996,21.6511,20.1404,20.9735,19.5605,20.6143,20.3376,17.7292,21.5564,18.4641,19.5454
18.5555,16.93,18.0706,20.1291,20.5029,21.2543,21.5242,20.5582,21.4852,20.8605,21.2638,21.0947,21.0849,21.0291,20.4148
21.5013,20.3357,18.7946,21.2361,20.7584,20.1405,21.8791,20.1606,21.1592,20.7293,20.4815,21.062,17.6711,19.7983,20.1873
18.8648,19.464,20.1363,17.621,17.9346,19.2735,18.106,19.0153,18.1463,19.8547,18.264,17.6574,18.6775,17.7461,18.1159
24.5101,23.9224,22.3642,22.9808,24.5012,23.7029,22.3179,23.936,23.9058,23.4667,23.9866,23.3842,23.8732,24.0167,24.261
24.2689,22.6454,24.0791,17.1852,25.0045,24.6429,17.2219,24.1891,21.8811,24.0389,24.1171,22.1083,21.8414,24.1245,20.6579
27.2048,27.0745,27.7055,27.3831,27.5643,27.834,23.6036,25.383,25.4013,27.1843,26.2119,26.9051,25.9502,25.4893,24.6587
21.4983,17.4679,20.7619,20.1228,17.339,18.0262,17.7822,16.7951,17.5411,17.7046,20.6127,17.1943,25.924,19.6937,18.068
24.4431,22.5425,22.4899,23.0949,23.9147,24.0556,22.1997,24.4862,23.4846,23.8107,24.1488,24.518,26.0819,23.5903,24.0444
21.4233,20.6215,20.5457,19.6095,18.41,19.0973,20.8341,20.7085,19.8584,19.1828,20.4075,19.3125,22.5855,18.5704,20.4658
18.71,19.0258,18.8711,17.9455,20.4976,20.5459,18.0132,21.3853,20.2569,19.3922,19.7807,18.8546,19.3864,20.1596,19.4524
25.8038,21.3294,22.577,24.3905,26.3837,25.5417,21.5707,21.0445,23.4026,20.0233,22.0633,24.9832,23.9026,23.8112,18.9835
19.7957,21.0147,20.0894,21.7457,20.5141,20.5305,17.0756,16.0096,22.0159,21.0558,20.0597,20.8271,21.6402,19.7803,20.6568
21.2329,18.4635,20.5676,19.2719,19.159,19.312,23.1881,20.3096,22.7318,20.4204,21.3179,19.957,23.0226,21.2352,23.7252
19.5127,19.0473,20.1796,19.4067,20.079,20.2594,21.6787,19.8958,17.3717,20.3148,21.1164,21.8202,21.0471,20.6439,18.3421
