Bcells_H9_cyt,Bcells_H10_cyt,Bcells_H11_cyt,Bcells_H3_cyt,Bcells_H1_cyt,Bcells_H2_cyt,CLL1_cyt,CLL10_cyt,CLL11_cyt,CLL14_cyt,CLL15_cyt,CLL16_cyt,CLL2_cyt,CLL4_cyt,CLL8_cyt
19.9446,20.0128,19.1955,18.6367,18.0962,18.4405,18.0723,20.3694,21.5836,20.4154,19.7515,15.7891,20.7641,20.4017,18.0327
22.955,20.4827,20.9172,21.1973,21.9718,21.8948,26.5864,22.2807,25.5166,24.0895,20.2311,16.0724,23.3664,23.0745,26.0086
20.2998,24.0722,21.9315,22.1314,21.9966,21.647,17.5923,21.6839,21.1164,14.7552,22.4035,22.0522,21.3425,21.2264,21.664
26.3059,27.8314,27.3292,25.6948,24.5899,25.1186,20.7068,23.4068,24.3015,23.6555,21.6605,23.7844,23.8602,23.8867,22.5132
26.3495,25.611,25.614,26.5132,26.9891,26.4652,25.7876,24.8658,26.3563,25.9643,27.2738,26.2585,24.8822,25.9733,26.8239
23.7556,21.168,21.4257,18.9667,20.3704,17.4296,18.3617,21.9168,20.9014,23.6877,22.6064,24.726,23.7818,22.5793,21.0053
22.4508,23.1622,23.2774,21.3341,21.5281,21.2093,21.8317,21.5899,21.4052,20.5956,21.9718,21.3726,21.2479,21.4688,21.6909
23.2484,22.3044,19.2776,23.3666,23.8891,23.7573,18.8496,22.4841,23.4022,23.9477,23.3994,23.8675,23.2447,23.636,17.9974
17.8349,18.4326,17.5944,18.6685,18.8214,16.4112,21.2395,17.4645,21.2572,17.1593,22.9703,22.7684,18.0472,17.3195,22.7707
22.1924,22.0021,19.2456,23.4344,21.5309,22.2137,18.6781,19.4652,21.1224,22.4717,19.3361,21.5931,21.6076,21.1998,21.2974
19.5489,21.9478,21.6913,16.2931,18.6144,19.5015,19.8296,19.3048,19.1232,20.3549,19.4105,20.5506,18.3526,19.0716,20.4196
23.0611,21.7235,19.798,21.6921,20.49,21.9273,19.302,21.5376,22.7565,21.9998,21.9085,23.113,21.893,21.4997,22.1147
22.1946,21.1395,21.9829,23.0504,19.6903,20.982,19.4748,21.3577,22.7271,21.8463,21.8909,21.9217,19.0831,21.0438,22.0543
22.9123,21.6144,19.3684,17.5166,21.7869,18.8803,20.8865,20.0009,18.6643,20.314,15.4841,15.2808,20.7923,19.9814,21.5492
22.0658,21.826,21.6126,23.0133,23.307,23.9439,22.105,24.1845,23.9877,23.1133,23.4779,22.9838,24.4031,22.2596,23.7836
20.2694,21.2289,19.3037,16.2594,18.2572,17.4536,21.5252,18.9936,20.0818,17.435,19.1202,20.257,16.3729,20.1641,21.0679
25.4674,25.6817,26.3139,25.0404,25.3117,25.3629,22.6108,23.986,25.012,23.9364,25.3841,23.6109,26.016,24.8747,24.8119
25.1334,23.9426,24.2211,24.8554,25.1666,25.0239,26.4412,24.8063,24.8035,24.9531,24.7488,25.3174,25.2137,24.7545,25.1221
24.756,23.681,23.9484,22.9663,23.1047,23.3474,21.9953,22.0552,22.0939,23.6104,22.2814,19.0877,22.6425,22.115,25.0769
26.1824,25.1795,25.4641,25.6651,25.6646,25.5405,26.2859,24.3203,25.582,25.4221,24.2756,22.5303,24.2239,25.2681,26.299
25.935,25.9027,25.181,25.201,25.0278,25.4641,27.4814,25.1743,26.0405,26.3207,25.3941,25.7868,25.936,25.264,26.3899
27.7466,28.4955,27.9245,27.5094,27.6476,27.8719,29.3792,28.4018,28.2894,28.08,28.753,28.9943,29.1096,27.8344,28.8971
20.8927,22.4207,23.0773,18.2299,17.6599,18.2548,17.9829,19.2577,17.1773,18.5958,18.1061,17.9748,19.6657,17.6795,18.5864
17.5006,23.9149,21.0237,18.5448,18.3352,19.4991,17.9872,18.5414,17.8702,18.1166,17.849,18.0764,18.568,19.428,17.609
22.7564,26.565,24.6828,23.4819,22.9574,22.9162,20.3278,22.4921,22.1431,22.1978,21.5502,23.639,21.9241,22.0237,21.7853
22.5675,22.3713,21.1302,21.12,21.5802,21.0445,21.9029,19.6083,20.195,20.034,20.1652,21.3154,21.8394,19.5111,21.9894
19.3411,17.0446,16.3973,19.9773,18.4418,19.9048,18.3651,19.9659,21.071,19.7045,20.7925,16.7387,19.4364,19.2982,16.6425
21.7008,25.2207,24.8018,25.7703,25.1358,25.9291,26.9947,25.9919,25.867,24.2957,24.5923,26.4024,25.5038,25.48,24.6185
25.9966,25.9434,25.8859,26.2011,25.9327,26.3799,21.5449,25.9376,25.9466,25.2677,26.3357,26.1801,25.5507,25.439,24.4565
23.6615,22.9381,22.4264,23.6653,24.3411,24.0225,23.7057,23.3957,23.1748,22.532,23.3564,23.9299,24.1365,23.0424,24.8835
26.1842,25.0425,25.2446,25.7154,24.8657,25.418,26.6958,26.5272,26.0733,26.8094,26.0006,26.7248,26.9102,25.559,27.028
21.9162,18.629,17.5774,18.7266,20.3784,17.7204,16.237,20.6288,20.7455,20.68,21.536,21.6095,21.078,18.3194,17.9946
19.3176,22.9996,20.5626,21.218,21.7654,21.059,19.9472,21.0864,22.2196,22.2502,22.4764,22.256,21.7073,18.355,19.9597
21.6694,20.478,19.6136,22.6644,22.1919,22.0529,22.0331,21.3725,21.716,20.1067,21.7968,23.2286,21.9339,21.9491,21.4493
20.657,20.5462,19.2787,22.6294,22.324,21.8489,21.7718,22.3403,22.1927,23.0862,22.4755,21.9981,25.8919,19.8235,19.5852
16.628,17.3223,18.8408,17.9725,18.8676,18.5832,17.1116,18.8435,16.786,17.1174,17.4296,18.8886,18.487,19.0668,16.3312
20.6831,19.7145,19.7912,20.9741,21.3414,21.3014,21.7075,21.0648,20.6873,21.5656,21.5897,18.515,21.1378,19.7561,20.296
25.0049,25.3452,25.14,26.4154,25.8526,26.2373,25.9839,25.3437,24.0303,25.4958,25.3568,25.8409,25.0971,24.7855,25.4492
19.9609,19.8883,22.7277,19.676,21.5197,17.8806,16.7342,21.0301,17.6717,20.5028,16.903,17.5836,17.9397,19.0449,17.8877
21.2343,20.1377,19.9205,21.8875,20.2672,20.9676,22.7041,21.5338,21.4227,20.0746,20.7835,24.2567,23.2417,22.4094,24.1597
21.4101,22.6903,22.2806,22.4464,22.2698,21.9395,22.3722,22.4194,22.2727,22.5253,22.1904,22.5258,21.0535,21.8611,23.2774
27.5305,28.2109,27.8637,27.7095,27.9136,27.9004,26.4936,26.9955,27.5539,27.6323,26.8903,27.712,26.9755,27.1934,27.6788
22.6554,22.8992,21.0369,22.2378,23.152,22.7567,22.743,22.67,22.6194,23.0227,22.5976,23.7948,22.5243,22.0678,22.9268
19.3754,18.0886,19.5896,23.0373,19.0362,18.5478,19.2705,21.2135,19.1828,19.4732,18.9954,17.2855,18.9629,18.0796,19.4897
24.1618,24.8383,24.374,22.7176,23.6662,23.899,24.7781,23.8064,24.2681,23.3948,24.3404,25.069,25.0578,23.9215,24.4476
23.2937,24.1626,23.5326,22.1124,22.7103,22.3596,15.5165,22.273,19.9979,22.9638,21.5729,22.6735,21.4389,17.4213,20.4706
23.8206,24.0795,23.7632,23.2833,24.3923,23.7445,22.914,23.2344,23.8515,23.5612,23.7059,24.5371,24.1182,23.8305,24.0524
19.587,20.385,21.9742,22.1649,22.3319,18.1783,19.4219,19.1564,20.3832,23.8179,18.6318,19.4243,19.5392,20.2295,18.8973
21.4477,24.0051,24.9083,17.8869,16.5234,16.8369,21.9695,25.3499,20.9077,20.9093,23.7297,20.0996,17.9821,20.9503,20.112
21.0484,24.3756,23.1582,21.8374,21.4699,22.0568,21.6537,20.8896,23.0857,20.5214,21.129,22.0484,16.3136,20.9971,21.4916
22.9831,22.2426,22.3808,21.6861,21.994,22.0366,22.7709,22.5752,22.5334,22.6188,21.9912,23.0552,21.2091,23.3956,22.9125
15.6288,18.4277,17.8358,19.4763,20.1966,19.5053,19.2447,18.3578,19.4437,16.7284,20.7304,19.5394,19.7116,17.7262,17.9298
22.6848,23.4969,22.6082,17.3139,18.4511,20.3863,22.7393,24.0422,18.5544,22.5852,21.1194,24.3056,24.8894,16.9513,16.2724
26.1521,27.7161,27.1657,25.5273,26.0129,25.8288,27.0241,25.7468,26.8334,25.5911,26.8241,25.5086,26.7404,27.6399,26.9682
23.948,24.9923,23.1636,23.9635,24.707,24.7101,21.7494,23.676,24.6289,23.251,23.5768,24.5882,25.3218,24.2122,24.0916
20.0609,18.6161,18.3966,17.5832,17.051,17.849,17.6334,18.868,17.6683,17.9416,19.7816,18.5302,17.838,19.2279,18.687
20.2173,19.9136,23.7264,20.8326,20.765,20.9118,20.7438,21.5567,20.5982,21.8883,20.6946,19.6603,21.3673,20.9998,21.8966
22.0523,24.8405,22.2139,20.3572,21.2952,22.1868,25.945,21.7864,20.8703,20.9717,21.4907,22.7679,21.237,21.3834,20.5161
21.3167,20.5346,20.4908,18.9996,21.284,20.4882,21.4318,21.2354,20.5681,20.3924,20.2371,20.3524,20.9526,20.0427,21.3014
21.1454,20.8625,18.4097,19.0588,18.2957,18.2554,22.7414,21.062,20.2968,20.5919,21.4373,20.3626,20,20.6877,21.8807
25.6209,23.6267,23.6987,24.2485,23.7925,24.4368,26.2163,24.6887,25.1021,24.789,25.0929,24.8563,25.5487,24.3219,25.5339
18.2465,17.7706,19.0907,19.2287,17.5384,19.52,18.9605,19.7731,19.015,19.2268,18.9407,20.7339,20.0208,19.117,18.2459
22.4255,20.9579,21.7122,23.4057,23.5033,24.042,21.7786,23.4296,26.2824,23.6968,26.0732,24.6166,26.2919,24.9277,24.1478
24.8462,24.0729,24.8261,25.0945,23.9,24.7892,24.849,25.2617,24.9791,25.1838,26.2589,24.8731,26.0093,24.244,25.4696
24.446,24.3812,23.9217,22.5755,25.1125,25.0398,17.2744,24.1899,22.5574,23.61,24.8331,22.9535,24.9233,23.7124,23.1679
22.0077,23.7215,23.3426,21.1535,18.5842,17.1441,17.305,19.0605,20.3159,17.6089,17.7253,23.2143,20.8924,19.4067,17.6339
19.9368,20.3671,18.6636,19.1621,18.9784,20.3826,21.8091,20.2162,20.6136,20.3594,21.939,19.9534,22.1478,21.0568,21.5502
17.857,21.196,18.5504,16.0918,19.9938,21.5251,16.2306,20.2797,19.8727,19.1113,20.1885,20.3307,21.6134,18.7667,19.9197
21.154,27.8952,24.8453,24.5399,20.112,22.2256,16.961,20.0488,21.8359,21.1503,19.4534,20.386,19.0506,19.3804,17.9298
23.4257,22.5946,24.6539,24.4954,23.4733,24.0996,24.7887,22.8665,23.9907,22.9162,23.2895,20.951,24.5896,23.516,24.6618
26.3956,26.7057,26.4401,26.4882,26.9048,27.0464,27.3859,26.6105,26.6826,26.1919,26.3124,27.2892,25.585,27.4147,27.0134
23.9698,22.5178,22.9523,22.7348,23.2893,22.9865,25.9426,22.7698,23.1749,22.6641,23.2744,24.3501,23.6013,22.4001,24.3822
19.4743,18.3756,18.9709,15.7628,15.7916,17.2033,17.1846,16.8895,16.9853,18.1942,17.7779,17.4988,18.4952,17.3322,18.9389
21.8693,22.5818,21.7018,22.0707,20.7489,23.0486,23.0899,22.549,23.0489,21.6632,22.3808,22.8153,24.2736,22.5957,23.1217
22.5303,23.2508,22.8835,20.9479,18.6166,20.7131,20.1682,20.922,18.0577,19.3708,17.6428,21.4044,23.2077,20.8982,19.548
23.7076,22.5743,24.0008,26.7207,26.2468,26.6017,25.8518,26.5936,27.4594,26.4668,26.0497,26.334,26.5643,27.5173,25.8601
26.1546,26.7847,26.0452,26.0451,25.476,25.8895,23.2733,26.0297,26.0272,25.8584,25.8553,26.5114,24.8115,25.8712,26.9185
20.4475,21.1211,21.6375,21.5604,19.8758,19.0785,22.4695,20.8532,23.8059,21.1557,21.389,20.6968,20.132,23.3235,23.8489
26.7728,26.1356,25.5108,24.9822,27.0817,27.0128,25.0169,25.6007,27.5074,27.0837,24.976,27.1011,25.8793,26.1931,27.1814
22.5982,21.1181,21.484,21.1377,21.3717,22.1203,24.1511,22.9918,23.0279,22.6623,23.3296,23.3309,21.8543,20.875,22.956
21.9427,21.7686,17.5761,20.3503,21.0672,21.0676,22.162,21.8255,22.1259,22.3921,21.4179,21.5446,22.9039,22.6606,22.7668
22.2225,23.1435,23.2646,18.2399,20.8383,21.7419,17.763,17.8551,21.4366,20.6467,17.302,21.3191,20.9495,22.125,20.894
28.9671,26.707,29.6604,28.6921,27.7687,29.3294,16.433,23.8434,23.4633,27.4067,23.016,19.9803,20.6858,24.8941,18.9262
23.6335,22.4522,23.0895,23.0969,22.616,23.1963,24.9643,23.9137,23.9566,24.0327,23.8111,23.8826,22.8715,21.0147,24.3946
18.8415,18.2001,19.085,21.3558,20.2902,21.6214,20.4479,15.7547,15.982,19.2407,19.0144,17.1486,21.3554,18.8643,17.0706
22.8539,22.3896,18.176,18.4281,22.1567,22.1459,22.1708,21.1972,23.028,18.9451,21.5389,22.4478,22.1265,21.9984,22.9272
22.8543,23.1664,22.1796,24.2378,23.865,24.395,24.6429,23.7022,24.437,23.216,23.7638,24.8054,24.848,23.5767,24.2292
23.2351,22.4548,21.3179,22.3908,23.2322,22.6964,22.7676,22.17,21.6949,21.9357,21.3514,21.9852,22.3373,21.5642,22.2565
27.1442,26.5414,26.8337,26.7321,26.8935,26.8278,28.1873,26.3486,26.9496,26.4831,26.8373,26.8877,26.425,26.9032,27.6285
26.0841,25.7612,26.2581,24.7942,25.1819,25.0947,25.1828,25.8924,25.3853,25.0272,23.6609,24.3501,26.4542,25.3548,25.9007
22.5098,21.8157,22.4628,22.075,22.0416,19.111,22.1072,15.2553,21.6753,18.4866,18.3068,18.1811,22.4119,22.0891,22.0015
22.6296,21.2908,21.3169,22.9035,24.1921,23.9983,17.5788,17.9019,15.4885,17.9927,16.9602,20.4071,23.802,19.7971,19.4813
21.4123,20.7178,21.4184,17.2965,16.2006,19.5395,18.6256,16.6875,18.1039,15.929,19.5483,16.7974,17.6842,18.0169,18.3267
26.6499,24.9727,24.9144,27.2121,27.1251,27.0441,28.2503,27.1935,27.6321,27.1216,26.3823,27.3282,26.6215,25.2968,27.1016
16.8712,20.4912,16.4144,18.5864,17.445,16.8859,17.5334,18.7995,17.1777,15.4383,16.6829,19.4567,17.1171,18.5439,18.0364
27.2137,25.6215,26.2658,26.7429,27.0877,26.8516,26.9857,24.8357,25.8802,26.1101,24.6982,27.8359,24.8781,25.8851,27.2648
24.0286,23.1208,24.1075,22.1207,20.4715,22.7882,18.402,18.0034,17.7036,20.0975,16.1357,16.4808,18.3815,18.4794,17.6427
23.3624,24.3673,24.5662,22.5295,22.1674,23.3525,20.2796,22.0723,22.334,22.2546,21.7289,22.2871,22.5876,22.2626,22.4843
25.0173,24.7659,24.8142,24.5146,23.6339,24.4003,26.5162,24.1226,25.577,23.7913,24.2572,25.04,23.1622,24.8531,25.5033
18.2696,18.9124,18.2468,19.8473,16.1663,19.0697,17.024,20.9313,18.9158,20.0625,20.3046,16.5125,18.0893,21.09,21.3754
22.7766,21.7873,21.8651,23.4447,20.9213,20.7599,24.4669,22.7046,23.239,23.2485,21.8023,22.3231,24.256,22.8902,21.2135
18.7484,18.3582,16.9703,19.7739,18.6989,20.7923,19.1708,20.5216,16.9039,20.9795,18.2794,18.79,17.693,16.6941,17.9243
18.1931,17.7715,18.4642,18.6268,18.9637,19.7189,18.6708,20.4289,18.991,18.0387,18.4289,15.9503,20.5509,17.9807,17.3255
19.4589,24.1196,21.4142,17.5603,18.1705,16.5143,16.9833,20.9045,18.6284,16.8455,18.3852,18.1528,17.9765,16.3979,17.546
18.5397,20.5443,23.717,19.8545,20.8982,20.1554,18.2502,18.4326,17.7241,20.1483,18.2758,19.0674,18.886,17.879,17.1603
20.2605,20.3535,16.8386,18.1462,18.6757,17.4199,20.8375,17.5175,20.1514,18.9206,20.0133,18.3065,17.3737,19.2161,21.4466
17.0916,18.9579,18.3294,19.0146,18.2476,19.428,17.4264,18.2762,18.7752,18.8671,17.2854,19.7832,16.6672,17.9191,18.3227
18.6901,16.655,18.494,18.4054,17.9087,22.2805,17.0271,17.4342,17.6418,18.5601,17.8225,18.2616,21.212,16.3419,21.6105
24.2832,24.8,25.0133,24.7075,24.8496,25.6071,25.5673,25.4546,24.6335,24.4838,25.776,25.4832,25.4507,24.274,26.0816
24.3956,22.0045,24.041,23.2944,24.5466,24.1556,23.6935,23.1239,23.6436,24.6831,23.7037,24.0652,23.3721,23.4245,22.7065
26.1114,25.2406,25.1809,25.1556,25.008,25.1431,26.6407,24.3235,24.6966,24.8716,23.8336,20.7146,25.373,24.0358,26.2077
23.6854,23.6615,22.0568,21.2272,22.0405,22.0256,20.6219,23.4781,23.0059,23.1817,23.5625,22.6436,24.4951,22.5027,22.7432
21.6199,21.4487,21.5462,18.2898,20.7034,21.3578,20.6442,20.726,21.0012,21.1812,21.5403,20.7289,24.0322,21.6101,23.6559
18.7333,18.7589,16.4806,20.4286,20.2383,20.8087,20.9968,18.8389,20.1187,17.661,19.0425,19.9355,19.1132,21.0693,19.2093
24.552,25.1653,25.1002,25.0956,25.3445,24.9832,24.9336,24.3808,24.7023,25.2109,20.5454,18.1492,25.3698,24.9751,25.7424
24.1204,24.3371,24.013,21.9405,23.6866,22.2329,20.2886,23.3165,22.8722,21.2214,22.9728,24.6954,22.6482,22.5008,23.6344
23.0489,22.7488,22.6464,22.0868,22.7453,22.6579,22.6862,23.4633,23.2859,22.7371,23.8058,22.3605,23.1765,23.9967,23.6388
19.3099,18.9741,17.3964,18.9062,19.3883,19.0341,18.7202,19.035,17.3018,18.6933,19.3662,19.8028,19.5495,17.7293,19.094
22.7171,21.8775,20.8352,23.9589,23.8455,23.8439,24.8886,24.8346,24.4842,24.3137,24.3587,24.3842,24.33,23.1454,24.4895
17.9287,18.5487,18.1079,17.2952,17.9917,20.9427,23.3127,17.0902,21.9297,17.5792,18.1913,22.0006,17.5957,22.4188,23.3007
24.9612,23.0151,23.0324,23.7611,26.0801,25.3876,27.0382,21.7804,24.6821,23.5561,23.8518,21.7349,19.6155,22.1058,26.6502
29.536,30.5975,30.1764,30.188,29.7906,30.4409,29.8764,29.8953,29.5837,30.2023,29.9161,29.881,29.9862,30.116,30.5347
19.6808,25.7454,23.4081,22.6551,17.8204,21.0415,19.0225,19.2285,19.3788,20.1523,17.4519,18.4647,16.3133,18.8448,18.9247
30.2779,29.8601,29.5316,29.8729,30.3164,30.1815,30.9174,29.578,30.0936,29.7364,29.906,29.1709,30.0079,29.6486,30.2146
17.8303,18.3961,18.2742,17.9076,19.8547,19.9472,18.1334,16.7502,18.0667,17.5437,16.5426,17.6834,18.3493,18.7225,16.2435
27.6146,27.6937,27.6108,27.7124,27.8005,27.5181,26.4891,27.7085,27.1939,27.7184,28.5612,27.6221,26.041,27.4345,26.7565
28.4194,28.3434,27.7269,29.1262,29.0703,29.3538,29.1326,29.2638,28.9267,29.2766,28.8953,29.0274,29.215,28.5938,29.0652
27.1246,27.3101,26.9267,28.2827,27.5534,28.0844,25.5727,26.9328,27.2016,27.7134,25.0866,24.6484,26.5103,26.0896,26.8445
18.364,18.6795,17.4254,20.8848,21.6767,19.4458,16.5728,16.7628,18.3042,17.2412,17.3685,18.0624,17.2074,17.6375,21.0656
29.0717,26.8438,29.04,29.6511,29.7343,29.78,30.2955,30.9855,30.0606,30.212,31.3596,29.8714,30.115,30.1079,30.3966
28.6372,30.1039,30.5403,29.7035,27.7843,29.6524,16.5972,24.864,24.6346,28.4568,21.961,21.8849,18.0355,23.9277,19.7452
28.0876,28.3524,28.3115,28.5524,28.1051,28.8663,28.2523,27.1305,26.7807,27.6871,27.8118,28.7322,27.0417,26.1122,27.4219
26.916,27.4325,27.1533,26.6906,26.9623,27.2201,28.071,27.468,27.0281,27.2241,26.7264,27.2133,26.5819,26.1946,26.1783
28.6008,27.6385,27.4576,28.6439,28.771,28.6845,29.283,28.8084,28.7073,28.2148,28.9409,28.6315,29.2157,28.76,29.0008
21.4199,20.218,20.5029,21.4472,17.8216,18.417,21.6691,19.9722,16.9609,21.3869,20.581,16.3684,18.3933,21.8162,21.7336
31.429,31.9928,31.4728,32.2281,32.0846,32.1781,32.8424,32.4081,32.1833,32.2454,32.0194,32.366,32.5449,31.9281,32.098
18.9738,18.5563,21.4952,22.2764,17.2388,20.9309,25.9716,27.1944,20.8589,20.0657,23.1278,19.4749,26.8734,19.4652,26.0288
19.9424,24.5192,27.0789,18.7564,24.4765,18.4134,19.5204,19.1339,19.2914,20.4884,19.3762,17.2169,20.1976,23.5959,21.6333
18.3647,22.198,20.2811,17.9799,18.9533,18.2988,20.5516,18.1045,19.5426,18.8567,17.0121,19.9102,18.0983,19.746,20.494
22.4106,18.7113,23.3123,21.0576,22.036,16.8732,23.028,22.3104,22.8695,21.8339,19.4073,20.6106,18.4663,17.1014,18.3384
18.0323,16.338,17.4349,23.5643,19.0136,23.1257,22.232,16.7452,21.1,18.2378,19.3829,16.8507,19.683,18.2967,22.131
25.3269,27.2887,26.3824,26.1185,25.4533,25.0175,25.659,24.4442,24.9853,24.4828,25.8062,24.7341,27.1043,27.0089,25.3677
19.9068,19.5599,20.7632,25.5688,18.0376,23.937,21.4991,17.0475,17.364,26.0555,20.0307,21.5738,26.5326,22.581,22.1287
27.3034,26.4521,27.9487,26.4534,25.6574,27.1019,25.2234,21.1701,22.7558,25.7355,20.784,23.673,22.996,23.3818,21.2994
20.2271,24.6169,21.7335,20.5233,20.0858,20.2727,23.2998,18.6679,21.992,23.4247,24.1963,24.028,20.0817,21.0226,22.773
24.5577,26.2896,27.4657,25.1293,22.6255,24.8427,20.4734,18.6638,21.1536,21.1744,21.9378,18.8525,18.8836,25.4185,21.4374
23.2952,25.7702,26.3547,23.7054,19.7513,21.7446,21.8289,18.7913,18.8584,22.9199,23.5592,18.1501,20.185,22.4138,20.423
20.7034,21.198,24.2386,16.6767,15.9959,18.5005,18.9678,21.2383,16.6843,21.9251,21.7781,20.336,19.2214,20.241,18.0453
24.4161,25.1956,26.2834,22.5712,24.1005,23.3236,19.2161,19.3577,19.5626,21.7748,18.9027,21.1173,19.3839,22.9069,19.858
24.4159,23.9128,25.5283,22.8784,21.2013,23.1448,22.8098,16.4653,22.8299,20.805,17.5222,22.3307,20.6391,19.5049,22.7566
22.8075,25.1231,24.3068,22.6246,21.4053,23.2389,24.6457,23.1182,23.0085,22.146,23.5863,22.8095,17.5325,20.604,24.2542
18.7024,21.4244,21.7783,20.7448,17.2212,17.1585,17.3912,15.913,16.1385,20.8236,20.6361,20.6196,18.2424,19.8609,21.0848
18.9264,21.4389,22.7608,21.7844,22.0076,21.714,21.2102,18.0768,21.0025,16.9022,17.5512,19.3118,19.2297,19.3618,18.4109
27.8051,27.6387,27.9973,27.5364,27.2213,27.0396,26.8874,25.9011,26.6793,26.5037,25.5637,26.9353,25.8606,26.1488,26.4744
17.5124,17.5603,19.0364,18.2018,18.533,18.2937,17.9125,18.2277,20.7776,18.9754,16.5365,17.7929,17.5387,18.0204,19.1609
23.8283,23.146,23.2077,22.6755,23.0136,21.5054,18.5062,18.1836,21.4038,22.4321,22.0182,22.4463,20.8101,21.1418,17.4832
21.748,16.3043,22.5378,21.8671,20.2545,17.6188,18.5562,18.0732,20.9069,19.0739,19.9201,19.2868,18.9379,17.6458,20.8731
20.1557,19.9188,23.8376,19.3174,18.7475,19.1097,17.2258,17.6156,19.285,19.7321,17.8097,17.3749,19.0705,17.9138,18.1884
26.2082,25.8616,27.3528,25.4391,22.1484,23.2074,21.2061,21.8492,20.0435,23.2481,21.0914,21.5616,19.9478,22.2408,20.653
19.6131,19.7398,22.5518,22.3229,21.9318,18.6531,19.7224,19.0784,19.5595,19.7613,19.3737,19.0089,19.188,19.8119,17.4894
21.1829,20.7134,21.977,19.824,22.8483,22.2785,24.2857,19.0571,18.6796,20.5409,18.7982,23.3632,18.1706,19.9834,20.5291
22.8629,21.2412,21.4609,22.1075,21.311,22.2565,17.9769,17.9879,18.2768,19.469,17.7668,17.4047,19.0922,17.344,25.8343
16.9127,18.273,19.2822,22.4886,22.9832,22.707,15.7128,16.3237,18.4259,16.6272,18.5871,16.3621,18.7929,17.5538,19.0111
24.6757,22.9818,23.2274,25.0221,25.1814,25.0638,20.056,19.1163,20.918,20.3502,17.2858,17.6703,29.3216,19.6902,18.1171
21.2854,20.7064,21.6493,21.9881,22.4711,22.769,16.8519,17.1574,18.3823,24.3449,18.841,21.2648,18.6599,17.1868,19.0326
16.8046,18.7693,18.7875,19.2895,20.8691,20.1458,17.7622,16.7976,18.2732,16.0846,17.2474,18.686,17.2227,21.6543,23.837
23.0378,21.771,22.68,22.6759,22.7775,24.3385,20.853,19.2153,26.0456,19.9237,18.4437,17.6262,18.0503,20.8179,20.1408
24.9292,23.578,24.6819,24.6637,26.0973,25.1471,17.7767,18.614,17.821,19.7256,17.2887,18.469,18.3727,18.1107,18.7353
18.5301,18.0159,19.0237,19.6338,19.7594,19.9035,18.0049,25.4483,18.1889,18.2105,18.3335,17.8922,24.033,18.3078,18.6032
19.5978,17.9304,18.5061,16.5423,17.5842,18.06,26.6167,22.9764,26.2842,21.6508,27.3898,22.6229,23.0576,25.9873,25.5172
26.4573,25.5055,26.2788,27.2203,27.8779,27.6896,26.6608,29.3392,28.2596,24.1211,20.0041,17.1319,29.9324,27.2578,29.5543
26.7972,27.446,28.1615,27.004,26.9204,27.3439,21.5834,22.4881,23.2509,24.5384,24.2967,21.895,19.4745,22.9955,17.1755
19.9273,19.7229,20.2599,24.166,24.7475,18.7916,21.005,19.1907,21.2575,18.3588,17.4729,18.7299,20.906,18.029,20.0043
21.3345,22.1918,24.281,22.7405,22.3379,22.6981,21.246,21.1885,22.0027,20.5652,20.7114,22.0236,21.4324,21.3495,22.1846
28.3325,26.2994,27.2652,28.1212,28.6301,28.3826,25.7985,28.2365,28.7833,29.1128,28.2853,28.6666,29.2733,26.3697,29.6878
24.7688,23.9027,23.5874,24.4494,25.1854,24.8161,20.6204,17.3125,21.6096,20.0836,20.5052,21.7608,17.7303,20.5002,20.4071
17.787,17.3578,17.5717,18.0643,21.2332,20.1011,17.3175,17.3418,16.5444,19.9693,16.8597,17.0925,18.4358,18.3768,17.9976
26.9855,24.6133,25.5604,26.6544,26.3944,26.7891,22.2133,24.908,25.9838,25.565,24.8875,26.0116,23.6179,24.3693,25.6051
23.1504,19.0623,23.7063,26.8111,23.912,26.7273,25.3025,27.6282,26.138,27.877,25.2075,24.3753,18.7775,24.9335,23.6211
19.3504,19.0421,16.7042,18.2323,22.943,18.2224,18.6195,16.3176,17.3682,19.5292,19.1215,21.2085,17.239,19.0905,22.3339
29.3827,28.9695,28.3883,28.0643,29.8243,29.4176,26.6676,27.5362,27.6365,29.0355,26.6728,27.7777,29.3182,28.2402,26.7737
28.2624,28.2303,28.0773,29.4552,29.5516,29.8341,28.6329,29.4447,29.6949,28.9411,28.7055,29.0107,28.9464,28.4991,28.3935
17.7799,19.1013,15.058,24.5705,20.6324,22.4342,17.4789,17.6028,20.1654,20.3787,17.6325,18.3218,19.6727,20.6855,16.4636
17.9332,21.0274,18.3625,21.7818,25.5327,24.6197,22.8918,26.3144,22.7563,24.1304,20.2261,23.2375,19.3269,21.7585,20.0792
27.241,26.4438,25.7029,25.954,26.7742,26.3271,25.3746,26.2019,25.7537,26.7735,24.0196,26.8391,26.4358,26.1569,24.824
20.292,20.1593,21.2907,24.3833,19.4971,23.9796,18.7212,19.2796,17.0126,26.2901,20.3637,21.4722,25.9421,22.1145,22.8274
22.5161,21.8557,24.1912,23.3847,23.0061,21.4089,20.0916,20.9613,20.6505,22.7061,18.1249,20.7159,20.8631,20.755,21.0317
19.7074,18.0773,20.4263,19.1939,20.0112,18.9874,20.3679,18.1694,19.9087,18.149,18.9194,17.3401,18.4764,19.2584,19.6331
