norm_FC_126_Control_1,norm_FC_127L_Control_1,norm_FC_127H_Control_1,norm_FC_128L_Control_1,norm_FC_128H_Control_1,norm_FC_129L_Control_1,norm_FC_129H_Control_1,norm_FC_130L_Control_1,norm_FC_130H_Control_1,norm_FC_131_Control_1,norm_FC_126_Control_2,norm_FC_127L_Control_2,norm_FC_127H_Control_2,norm_FC_128L_Control_2,norm_FC_128H_Control_2,norm_FC_129L_Control_2,norm_FC_129H_Control_2,norm_FC_130L_Control_2,norm_FC_130H_Control_2,norm_FC_131_Control_2,norm_FC_126_Napabucasin_1,norm_FC_127L_Napabucasin_1,norm_FC_127H_Napabucasin_1,norm_FC_128L_Napabucasin_1,norm_FC_128H_Napabucasin_1,norm_FC_129L_Napabucasin_1,norm_FC_129H_Napabucasin_1,norm_FC_130L_Napabucasin_1,norm_FC_130H_Napabucasin_1,norm_FC_131_Napabucasin_1,norm_FC_126_Napabucasin_2,norm_FC_127L_Napabucasin_2,norm_FC_127H_Napabucasin_2,norm_FC_128L_Napabucasin_2,norm_FC_128H_Napabucasin_2,norm_FC_129L_Napabucasin_2,norm_FC_129H_Napabucasin_2,norm_FC_130L_Napabucasin_2,norm_FC_130H_Napabucasin_2,norm_FC_131_Napabucasin_2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.337603848,0.402467786,0.364196433,0.506075011,0.620147458,0.703676095,0.909495134,0.824330281,0.959702275,0.998665182
0.073651187,0.064706852,0.069915343,0.084139986,0.130163322,0.262456561,0.427584075,0.566364991,0.918940342,0.998665182,0.102412128,0.108065914,0.098475185,0.107893036,0.135858395,0.270935518,0.381603757,0.69733271,0.885949081,0.998665182,0.067450001,0.087992534,0.10699803,0.130608517,0.155506353,0.267781106,0.44344562,0.771398149,0.959526424,0.998665182,0.176494495,0.226677548,0.241387672,0.29935846,0.255832616,0.38674702,0.526696444,0.756362698,0.915908344,0.998665182
0.035655343,0.042123419,0.054817265,0.067975478,0.12187905,0.218713322,0.32663331,0.388867945,0.758523062,0.998665182,0.050148666,0.076304853,0.082886739,0.100348615,0.127349209,0.186690808,0.288169116,0.528137574,0.827644455,0.998665182,0.052329528,0.078485296,0.094407285,0.111596602,0.142558202,0.249684781,0.334941752,0.567204435,0.862137057,0.998665182,0.05129622,0.080038437,0.095734948,0.116294652,0.142377518,0.212031807,0.321316666,0.54164405,0.799497404,0.998665182
0.516518819,0.53559342,0.568934882,0.53845922,0.612481149,0.781438043,0.862488831,0.84865855,0.975901308,0.998665182,0.604296555,0.617501348,0.657087548,0.69264048,0.629766177,0.771202907,0.813305797,0.83768815,0.787820465,0.998665182,0.43745161,0.538439677,0.536725962,0.527354954,0.505028851,0.570172468,0.616909345,0.67609538,0.708948976,0.998665182,0.454078746,0.55862037,0.562476796,0.546745076,0.567473896,0.702597731,0.787464123,0.881628945,0.839063053,0.998665182
0.537192066,0.314485724,0.301942003,0.228218076,0.647711794,0.915409913,1.042827974,0.911787612,0.880535059,0.998665182,0.545160848,0.469149079,0.291269567,0.291258556,0.524547996,0.922231092,1.032656712,0.950467572,1.119028745,0.998665182,0.523903167,0.360931349,0.304611932,0.32330608,0.560406896,0.851047781,1.066480566,1.065323109,1.089538802,0.998665182,0.435206925,0.378488741,0.312491069,0.320684086,0.541262358,0.865845157,1.012268243,0.979730093,1.066726759,0.998665182
0.170150275,0.240089767,0.218387178,0.305007945,0.542270229,0.791268521,0.882526144,1.317806945,1.036653297,0.998665182,0.117277912,0.164150934,0.187832005,0.282117771,0.449357466,0.654635052,0.828856072,0.932795866,0.975155829,0.998665182,0.094274224,0.10793053,0.132492198,0.283794042,0.430136254,0.707864094,0.86383346,0.968839016,0.991794174,0.998665182,0.156187986,0.190073973,0.231981879,0.312996025,0.418837694,0.629836126,0.839972541,0.940563549,0.950915674,0.998665182
,,,,,,,,,,0.107155702,0.128190114,0.156589839,0.404556491,0.443009271,1.026885763,0.768144396,0.926545915,0.887300938,0.998665182,,,,,,,,,,,0.170245425,0.166374705,0.277059502,0.46609771,0.62416088,0.767078974,1.019140444,0.834256412,1.018182041,0.998665182
0.11830046,0.108945218,0.267562018,0.465465417,0.531393523,0.638238305,0.715882748,0.704256444,0.855391669,0.998665182,0.159346728,0.179822738,0.288468433,0.516239258,0.668822404,0.81640789,0.903305004,0.970800759,0.991383119,0.998665182,0.09590766,0.139963603,0.265459699,0.543318317,0.730013212,0.838309287,0.956017257,0.966703148,0.99012221,0.998665182,0.091164813,0.119495707,0.240989715,0.479772469,0.643877623,0.771213086,0.904870765,0.93979631,0.979084017,0.998665182
4.396865231,5.106972344,0.826037226,2.04570677,1.921284483,2.534707535,1.901902642,0.703452841,1.568911109,0.998665182,0.191500712,0.275751665,0.373149198,0.472972219,0.648174492,0.633072516,0.909880894,0.957903564,1.060316128,0.998665182,0.522684046,0.62751313,0.621116609,0.62425648,0.73827768,0.812589279,0.917828408,0.97915463,1.023305664,0.998665182,0.19966729,0.252859968,0.358279277,0.452053755,0.603073796,0.775899301,0.91048116,0.95576217,1.002556623,0.998665182
0.093817093,0.10249081,0.115825162,0.119397519,0.253240233,0.463720008,0.708052194,0.824091697,0.926468583,0.998665182,0.083451263,0.094216161,0.1145396,0.145346256,0.227499896,0.60016723,0.738514612,0.923717825,0.949024464,0.998665182,0.151130273,0.143533132,0.185372619,0.217922824,0.306424538,0.532693694,0.826765066,0.907358406,0.979485186,0.998665182,0.130646392,0.168382293,0.187458489,0.247597399,0.373185924,0.590898686,0.849590396,0.952428476,0.979995283,0.998665182
0.163329649,0.204752251,0.192720544,0.271908011,0.582613269,0.744074538,0.927898382,1.204642204,1.158262587,0.998665182,0.139625932,0.176977826,0.188120555,0.285499656,0.4007941,0.697043281,0.871608938,1.006645684,1.041454792,0.998665182,0.214054489,0.247465904,0.273053652,0.390449454,0.532258756,0.706978093,0.829524376,0.931373222,0.920641205,0.998665182,0.127104073,0.13875924,0.219448435,0.311135743,0.460532386,0.628468439,0.711705945,0.819008799,0.94789697,0.998665182
0.137481977,0.210407294,0.229687918,0.299101279,0.558951913,0.966206912,1.077530306,1.12080948,1.043545689,0.998665182,0.065561741,0.080630502,0.115535996,0.13471132,0.240644814,0.386931199,0.573032983,0.680883316,0.817668697,0.998665182,0.103913434,0.153632463,0.16719073,0.267307198,0.474799862,0.865490516,0.995473296,1.014490027,0.951692122,0.998665182,0.182473402,0.243276861,0.281442496,0.361158619,0.459402854,0.605540194,0.901568083,0.84540111,0.996693973,0.998665182
0.164026499,0.189369268,0.223832347,0.248322993,0.375778076,0.549323099,0.919360345,1.004391882,1.12986843,0.998665182,0.653928019,0.513330568,0.485917606,0.454200682,0.511826707,0.838413487,1.01458655,1.206654387,1.030363014,0.998665182,0.13427254,0.169193223,0.197060467,0.290774767,0.449760889,0.764729512,0.967162033,0.983636172,0.861532124,0.998665182,0.613672369,0.419440265,0.374327087,0.372951277,0.485963755,0.690391493,1.030557833,0.892666065,0.959273351,0.998665182
,,,,,,,,,,0.079139711,0.097061963,0.106149862,0.169219676,0.257459395,0.427220613,0.563339428,0.765642656,0.961608483,0.998665182,0.068767541,0.132032735,0.212310158,0.304209381,0.453651656,0.694617653,0.731183115,0.864795683,0.909117368,0.998665182,0.115120883,0.157836335,0.226462121,0.327385951,0.481587314,0.657870819,0.823707674,0.907067156,0.981003219,0.998665182
0.690291585,0.753307583,0.698465847,0.693999307,0.98343269,1.061875366,1.010908424,0.922141604,1.000331063,0.998665182,0.544901671,0.589264102,0.639376796,0.686402815,0.723387187,0.882036463,0.866650667,0.914355803,0.94875848,0.998665182,0.5379899,0.674696066,0.686362616,0.626064542,0.661980375,0.712279462,0.928650906,0.959361852,0.97094035,0.998665182,0.693707346,0.688108123,0.765355534,0.766980092,0.877304557,0.864212328,0.931584355,1.067885897,1.074171936,0.998665182
1.094610808,1.059430479,0.853796039,0.988957367,0.91593091,0.807127518,1.096406024,1.190083122,1.087343321,0.998665182,0.877614427,0.995032059,0.911710443,0.963576713,0.83304267,1.422879895,1.125167555,1.114658688,1.051075041,0.998665182,0.602735981,0.650517312,0.620214202,0.619027732,0.641832825,0.736341485,0.84279817,0.84759556,1.00480469,0.998665182,0.69066413,0.788459663,0.622911732,0.763291534,0.775096007,0.814297598,0.957358847,0.913322667,1.010709018,0.998665182
0.150323589,0.18733524,0.209014535,0.239090285,0.415563684,0.647615944,0.837943592,0.729977286,0.908808092,0.998665182,0.132471177,0.16232426,0.180767976,0.244803597,0.371907176,0.619043728,0.687577199,0.91451329,0.901011056,0.998665182,0.114893049,0.166338377,0.190244444,0.241321002,0.479359379,0.682657942,0.862872778,0.963996171,0.943044244,0.998665182,0.147973752,0.182248266,0.201487364,0.247545792,0.41595174,0.579579386,0.809054417,0.867031564,1.000641788,0.998665182
,,,,,,,,,,0.279768699,0.347673978,0.345262561,0.440638307,0.475375168,0.78891467,0.749097498,0.838647128,0.804221762,0.998665182,,,,,,,,,,,,,,,,,,,,
0.340084972,0.259846841,0.282839003,0.343409954,0.412008004,0.484739494,0.685788936,0.766048866,0.948490207,0.998665182,0.3156199,0.301755111,0.2805717,0.38233511,0.466257782,0.598843872,0.840190221,0.915968841,0.974777982,0.998665182,0.264601546,0.266735661,0.265870986,0.339104579,0.469622956,0.670522385,0.846731835,0.943492082,0.979999724,0.998665182,0.278782652,0.222821702,0.241331846,0.319138314,0.430553562,0.582964558,0.729108446,0.911303794,0.915016326,0.998665182
,,,,,,,,,,0.110681169,0.206697201,0.146501035,0.271568105,0.286662746,0.361551069,0.55480922,0.837986712,0.8393076,0.998665182,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.071554553,0.115763037,0.132145806,0.17125149,0.263424258,0.364606622,0.566214347,0.661015376,0.776106538,0.998665182,,,,,,,,,,,0.06820732,0.10970214,0.150930972,0.191041416,0.298980066,0.423260924,0.606988177,0.789657612,0.856839918,0.998665182
1.109249042,1.039130151,1.075577952,1.237757305,1.298078623,1.431648868,1.559839419,1.389672294,1.200683909,0.998665182,1.264621318,1.344868635,1.345178603,1.564986153,1.503506403,1.972162119,1.665897849,1.465451441,1.180580366,0.998665182,0.936100215,1.090797287,0.977431432,1.074192841,1.272036897,1.51545209,1.439928038,1.352528419,1.068627079,0.998665182,0.872994034,0.866824084,0.911073083,1.025491723,1.13380455,1.18630009,1.315311238,1.140270413,1.097479416,0.998665182
1.702154221,1.693621149,1.359237081,1.231608225,1.310663706,1.586502001,1.324726838,0.947895901,0.94653687,0.998665182,0.945382766,0.837893259,0.94982365,0.883059259,0.907061149,1.036442901,0.912938511,0.870795821,0.937819835,0.998665182,1.150232988,1.5445802,1.168165146,1.160994536,1.176174819,1.434673475,1.289849475,1.334701758,1.055115066,0.998665182,0.901868244,0.930795592,0.907404211,1.035641695,1.192652993,1.116912537,1.236423132,1.093374771,1.044273161,0.998665182
,,,,,,,,,,,,,,,,,,,,0.028426834,0.057300652,0.124263192,0.335177294,0.698078882,1.089360503,0.957228863,1.08294886,0.956265519,0.998665182,0.736389777,1.028312786,1.007540222,1.157691046,0.909366922,0.877816229,1.077315282,1.069346349,1.062575514,0.998665182
,,,,,,,,,,0.247590267,0.277116525,0.352665521,0.357196929,0.490816897,0.830812716,0.686431093,0.858481045,0.931025925,0.998665182,0.121101498,0.132352046,0.159071059,0.198698796,0.324579733,0.610267793,0.699636819,0.844677089,0.960906568,0.998665182,0.5069021,0.540072075,0.549286647,0.588836532,0.574361679,0.673052473,0.738854113,0.892687336,0.925211899,0.998665182
0.078488574,0.082240021,0.096053341,0.125854241,0.196319894,0.447847041,0.758007336,1.118554771,1.029478422,0.998665182,0.071642868,0.111032547,0.104996365,0.158163008,0.194544747,0.505513416,0.794269811,0.962130592,1.037682801,0.998665182,0.077424756,0.10878897,0.12533472,0.166041821,0.209179541,0.404536452,0.706614596,0.882696209,0.977231324,0.998665182,0.06492628,0.086090946,0.100406073,0.134311046,0.181967116,0.424360483,0.728466846,0.881486658,1.002828954,0.998665182
0.222040414,0.427503872,0.719046001,1.049574485,1.162034499,1.134173631,1.082958464,0.995523717,1.117831503,0.998665182,0.206695517,0.380307676,0.813956957,1.378690018,1.452588597,1.665755429,1.263798047,1.115283279,1.058735407,0.998665182,0.27788461,0.475249094,0.967276662,1.342458537,1.485557163,1.419884387,1.230298968,1.130260852,1.059978845,0.998665182,0.223094309,0.372743338,0.631836048,0.884518044,1.099639092,1.140343751,1.086871054,1.013281099,1.00559866,0.998665182
0.069768295,0.155546313,0.166980706,0.40701119,0.673920407,1.071372318,1.014684761,4.395700477,1.109464415,0.998665182,0.095850269,0.13510418,0.142097717,0.258866648,0.367804743,0.615803157,0.769845912,0.997382732,1.105220007,0.998665182,0.043118052,0.073918056,0.122191628,0.239362524,0.372877819,0.568960681,0.722634229,0.832542802,0.919132135,0.998665182,,,,,,,,,,
0.496881127,0.656349089,0.681216206,0.66326637,1.05194116,1.187436021,1.515213104,1.752956861,1.284557216,0.998665182,0.057728838,0.100969376,0.118599272,0.148698614,0.237879306,0.406915188,0.539895071,0.791863017,0.941295648,0.998665182,0.063630736,0.07698313,0.17909917,0.409925495,0.607690541,0.6805601,0.80922099,0.863509348,0.940839994,0.998665182,,,,,,,,,,
0.102747411,0.154860594,0.217405687,0.348587767,0.563553007,0.795119434,0.963048974,0.970362876,1.038576006,0.998665182,0.159962322,0.201075639,0.29987339,0.413912285,0.626584258,0.802693882,0.965228043,1.021469767,1.011864596,0.998665182,0.152003929,0.2190467,0.297161744,0.429375172,0.591878289,0.826420776,0.925739745,1.008056818,1.016299468,0.998665182,0.153997604,0.22913209,0.296240744,0.425927538,0.595386647,0.774905717,0.903218755,0.986755132,0.994500422,0.998665182
0.311570725,0.487662148,0.554723367,0.624983509,0.813508535,0.935272825,0.884626423,0.575010224,0.943476903,0.998665182,0.248302252,0.287075565,0.457773634,0.513009945,0.689637078,0.689067206,0.833790061,0.884097033,0.903601542,0.998665182,0.190733333,0.350119016,0.449346471,0.599516683,0.764600936,0.960670811,0.976548899,1.092011905,1.018216116,0.998665182,0.236477873,0.367208305,0.491664045,0.560645236,0.778278186,0.922365351,1.009863008,0.992134281,0.942662424,0.998665182
0.344102812,0.770891069,0.562971041,0.698066391,0.934752638,1.172339459,1.16659772,1.302309389,1.043493899,0.998665182,0.405211642,0.724978535,0.764320434,0.835472937,0.834528253,1.181183337,1.046491618,1.05160721,1.024489864,0.998665182,0.306047316,0.652205081,0.692243354,0.741316061,0.799690434,0.929819209,0.940711704,0.977500302,1.004305656,0.998665182,0.318985242,0.554340547,0.657910004,0.644187371,0.768130442,0.846377279,0.940168113,0.982696511,0.990732492,0.998665182
0.205922475,0.251788703,0.28442838,0.277033186,0.431445995,0.484194612,0.816348351,0.745240753,1.047169695,0.998665182,0.328667662,0.36541109,0.420477819,0.467531148,0.453127492,0.505594647,0.852581262,0.985357059,0.945009132,0.998665182,0.187493149,0.303805674,0.305071738,0.373817612,0.486924733,0.676740132,0.889051106,0.983530921,1.034515753,0.998665182,0.189555042,0.268339009,0.281065104,0.364142467,0.495080701,0.679799289,0.890851218,0.928962362,1.022049426,0.998665182
,,,,,,,,,,0.393725212,0.516284026,0.571945141,0.70436562,0.772616783,0.766637347,0.848350743,0.899762281,0.930049412,0.998665182,,,,,,,,,,,,,,,,,,,,
1.037842887,0.747602266,0.873452615,0.880949169,1.207360176,1.17929043,1.452993481,1.442947452,1.239284765,0.998665182,0.396193746,0.490052963,0.610758659,0.640610506,0.69085813,0.776492009,0.92721946,0.9343776,0.998499257,0.998665182,0.215531542,0.307577783,0.341087059,0.394095532,0.409057548,0.556149019,0.6895408,0.857191427,0.947558373,0.998665182,0.213076202,0.247602173,0.272252476,0.371010438,0.445404664,0.522878339,0.719574346,0.848100917,0.955709527,0.998665182
0.076579235,0.064748386,0.091772846,0.114909484,0.172661368,0.241281859,0.454201183,0.461292012,0.902743568,0.998665182,0.082152009,0.094849845,0.104963864,0.13020535,0.144278504,0.283056069,0.391736187,0.910378998,1.004411466,0.998665182,0.046846247,0.060292014,0.08008096,0.099528325,0.12311982,0.216990662,0.416485429,0.875839817,0.962664185,0.998665182,0.054495599,0.065148969,0.081114839,0.110182388,0.132846344,0.19854198,0.426823973,0.853327569,0.971829289,0.998665182
,,,,,,,,,,,,,,,,,,,,0.15862086,0.183969348,0.170709558,0.228489528,0.236173074,0.656772211,0.733669487,0.990620982,1.028217222,0.998665182,,,,,,,,,,
0.101268381,0.132545429,0.188844394,0.272754492,0.454542409,0.612662933,0.774907306,0.790567672,0.936581088,0.998665182,0.09403751,0.124013146,0.182770619,0.285111309,0.45360508,0.599634352,0.810018874,0.897186879,0.955070463,0.998665182,0.123256147,0.172174242,0.243778448,0.349237846,0.517344338,0.69969272,0.860068809,0.974300233,0.999930976,0.998665182,0.113888674,0.161802819,0.206217233,0.312580357,0.483299899,0.676053197,0.848107868,0.967249131,0.988224887,0.998665182
0.070426138,0.105341991,0.112962223,0.172789937,0.316071496,0.484707857,0.71387055,0.784178495,0.944824262,0.998665182,0.152524079,0.155174299,0.167582849,0.214720281,0.291171824,0.461685112,0.577111366,0.73371979,0.834272023,0.998665182,0.09569413,0.16594283,0.160304254,0.226189271,0.333184722,0.579976367,0.691095024,0.894494258,1.004225725,0.998665182,0.122095025,0.154987344,0.192618318,0.246380792,0.370608195,0.516687156,0.700070567,0.88146219,0.909929808,0.998665182
,,,,,,,,,,,,,,,,,,,,0.50178944,0.534861439,0.355589922,0.299795158,0.353084011,0.570941281,0.801888878,1.030802799,1.050606318,0.998665182,0.144017024,0.170766757,0.195808006,0.231832949,0.330967981,0.476773331,0.734610065,0.8381158,0.94372584,0.998665182
0.168685268,0.130808156,0.156460517,0.167973949,0.419700565,0.703245195,0.916630759,1.263930219,1.010331497,0.998665182,0.123206531,0.164557181,0.176017741,0.208134107,0.275704627,0.621646877,0.785715047,0.917357297,1.006450836,0.998665182,0.087109452,0.129969637,0.149943647,0.205426241,0.315007945,0.529099364,0.778468789,0.906182833,0.966453582,0.998665182,0.10363778,0.126065698,0.154428518,0.206377823,0.317533046,0.607229072,0.811847323,0.888583958,0.990109814,0.998665182
,,,,,,,,,,0.508568594,0.66607641,0.678547243,0.767363426,0.648884359,0.950808749,0.99868953,1.137380412,1.00395067,0.998665182,0.384784572,0.439889545,0.535107045,0.534327651,0.623343324,0.728109987,0.875535382,0.913929268,0.966067931,0.998665182,0.605254197,0.707776366,0.60085629,0.734091103,0.8299734,0.88043938,1.082450404,1.009729756,1.093591242,0.998665182
,,,,,,,,,,,,,,,,,,,,0.119949913,0.158579987,0.138517832,0.127743266,0.184391186,0.256114814,0.392034807,0.619957043,0.905862917,0.998665182,0.094688031,0.113719645,0.151151964,0.154835431,0.232276862,0.238524931,0.37102786,0.602326691,0.872314248,0.998665182
,,,,,,,,,,0.243551529,0.407972296,0.271410564,0.366947341,0.379693621,0.587118305,0.690355885,0.863772869,0.903042435,0.998665182,0.129281101,0.206026365,0.226288281,0.274859702,0.359987138,0.54112257,0.704940078,0.894981048,0.988085894,0.998665182,0.1435662,0.232463623,0.230194179,0.301357696,0.381119219,0.549791431,0.732479167,0.789805905,0.847578699,0.998665182
0.12492461,0.115286191,0.078906675,0.110412617,0.373195841,0.892917249,1.049605085,0.352663747,0.512312529,0.998665182,0.120643881,0.103753207,0.101611708,0.132322309,0.234290911,0.521683422,0.80618003,0.826656586,0.963243629,0.998665182,0.180353101,0.184332132,0.195603896,0.307369292,0.578969054,1.385534554,1.103358911,1.139373886,0.940575965,0.998665182,0.160036224,0.134023826,0.120326366,0.154620322,0.259053195,0.588843977,0.937325354,0.818584193,0.672888331,0.998665182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.227581267,0.360426234,0.41127297,0.531792551,0.619067134,0.814370088,0.910830762,1.005044909,1.040237236,0.998665182
,,,,,,,,,,0.075619071,0.103211544,0.140614141,0.218996864,0.327412272,0.535714314,0.681612764,0.752968433,0.911227171,0.998665182,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.349113056,0.405107595,0.394259248,0.473135835,0.551455357,0.645687537,0.87292808,0.96903794,1.029930005,0.998665182,0.302180212,0.373701542,0.427861291,0.461977067,0.458848941,0.686709827,0.818576783,0.901545191,1.056565598,0.998665182,0.300783895,0.297403142,0.398945805,0.365484099,0.471807112,0.745246584,0.78577665,0.850673901,0.912866995,0.998665182
,,,,,,,,,,,,,,,,,,,,0.070300688,0.138927015,0.221524981,0.464894426,0.853876742,1.222173688,1.07724287,1.084024321,1.044859266,0.998665182,0.085918174,0.149838566,0.15423679,0.252002896,0.352294192,0.491893586,0.682423494,0.890662235,0.974632316,0.998665182
0.315862331,0.482776981,0.543716213,0.577695144,0.66778514,0.798089978,0.868611903,0.868620175,0.966149624,0.998665182,0.273165395,0.498224779,0.5707425,0.587923603,0.732684609,0.803474605,0.918536786,0.955669105,0.997885655,0.998665182,0.264293036,0.486877493,0.494329781,0.573589099,0.69474396,0.901840186,0.931706885,0.986115438,0.988996111,0.998665182,0.258624567,0.45046905,0.530250591,0.569207901,0.693363787,0.84847247,0.927661941,0.987378172,0.992665101,0.998665182
0.089503529,0.138811906,0.270052304,0.562776229,0.560772773,0.660272805,0.824739381,0.79563073,1.019162445,0.998665182,0.171670906,0.230856191,0.292078267,0.432123025,0.668803527,0.575938648,0.86117618,0.917595286,0.961210908,0.998665182,0.16457896,0.233158091,0.267353176,0.484285939,0.640199253,0.878098783,0.875629027,0.947951348,1.005361754,0.998665182,0.146528704,0.231754888,0.297011497,0.518624732,0.738238959,0.855715599,0.899611262,1.010397343,0.994700646,0.998665182
0.286611182,0.390223413,0.497738387,0.592398603,0.583140264,0.674891835,0.807330561,0.787457609,0.978671646,0.998665182,0.235937848,0.395221701,0.44178643,0.505712096,0.672356968,0.682095685,0.925098449,0.956807841,1.005965207,0.998665182,0.235290436,0.451375974,0.485872215,0.616981486,0.763395082,0.999941553,0.994742086,1.035390901,1.047932887,0.998665182,0.202040958,0.345020991,0.433958259,0.535250068,0.685313932,0.838842235,0.931057681,0.993783404,0.990252636,0.998665182
0.128907304,0.194791208,0.263971763,0.368953895,0.527359108,0.72015169,0.927141039,0.739548883,1.01686623,0.998665182,0.154137991,0.198078839,0.322441011,0.407328015,0.488383585,0.81483313,0.843661594,0.992668274,0.994330728,0.998665182,0.12394912,0.188151475,0.311724184,0.395878509,0.520663181,0.755975314,0.821040267,0.92886624,0.95006507,0.998665182,0.176229098,0.232840432,0.380071691,0.452097247,0.520049778,0.695979935,0.870625549,0.95609682,0.977042221,0.998665182
0.390768324,0.4452358,0.510154506,0.533727543,0.643304206,0.766721924,0.888940122,0.978425568,1.016819463,0.998665182,0.371583757,0.469333153,0.518923587,0.54087587,0.657539164,0.842630924,0.887381328,0.955389545,0.984251391,0.998665182,0.321298204,0.423063957,0.445212854,0.506472767,0.602241307,0.776845912,0.867459188,0.95729409,0.976097784,0.998665182,0.298324529,0.361661224,0.426558491,0.473538219,0.593517078,0.723701667,0.844827512,0.957695298,0.955689016,0.998665182
,,,,,,,,,,0.103266181,0.128167944,0.149430058,0.218178975,0.535885119,0.783071744,0.884575083,0.933580382,0.957997924,0.998665182,0.073513979,0.098293546,0.176400783,0.248970536,0.566029796,0.980262182,0.871879513,1.081574573,1.07640056,0.998665182,0.115036296,0.150095912,0.191438599,0.299709544,0.614688617,0.858384949,0.938952897,1.019199145,0.992308848,0.998665182
0.210997115,0.139114301,0.176821277,0.177684375,0.44855456,0.828880658,0.978229045,0.944161964,1.024712672,0.998665182,0.143137231,0.176798055,0.202329603,0.251638136,0.460354993,0.745299106,0.965158979,0.990307183,0.989231551,0.998665182,0.184032488,0.209924675,0.259918908,0.312049388,0.501965961,0.83477176,0.945934242,0.992729346,0.99364059,0.998665182,0.160049169,0.203513109,0.233710487,0.289042986,0.472449802,0.833071436,0.971534155,1.028746223,1.002029035,0.998665182
,,,,,,,,,,0.259930676,0.52720954,0.676283024,0.74025225,0.792810002,0.947309227,0.98089611,0.936842265,1.00142231,0.998665182,0.267968282,0.515836107,0.659339763,0.76920096,0.820572079,1.060925279,0.887265426,0.863135234,0.960285044,0.998665182,0.403787026,0.566620377,0.748655571,0.755035025,0.736115169,0.944820821,0.844578925,0.877260171,0.979969298,0.998665182
0.269677938,0.304333068,0.467252707,0.519869297,0.740295689,0.824974657,0.953767655,1.150188561,1.000365666,0.998665182,0.239997145,0.318953943,0.402737878,0.522837304,0.648558325,0.890187682,0.88122074,0.945404384,0.997730483,0.998665182,0.240456516,0.334587875,0.423821889,0.522514171,0.645527486,0.773370966,0.926076407,0.969336656,1.001810119,0.998665182,0.265749824,0.338558502,0.434673675,0.54371685,0.673844366,0.828579304,0.926442775,0.969910227,1.005172887,0.998665182
0.379869918,0.299933197,0.358932881,0.43845316,0.727278101,1.04690364,0.922725071,0.76776162,0.991808803,0.998665182,0.073574837,0.099427264,0.126071619,0.301934987,0.58627583,0.696383416,0.88245118,0.945493173,0.977319263,0.998665182,0.102761588,0.163296323,0.192346063,0.383639868,0.615099109,0.835089302,0.938726753,0.99084528,1.114871709,0.998665182,0.173640157,0.198715249,0.304556996,0.503635361,0.629042547,0.81889176,0.92104912,0.981965831,0.970536865,0.998665182
0.275843036,0.267531787,0.303257619,0.421905229,0.697332613,0.917223181,1.00142439,1.062720118,1.034414546,0.998665182,0.137892401,0.157210062,0.182956831,0.365056938,0.640983551,1.140493104,1.00195472,1.04116727,0.989160302,0.998665182,0.096998799,0.133332933,0.168301164,0.380248189,0.631374095,0.921051054,0.924898473,0.995924158,0.974425402,0.998665182,0.132933664,0.167479302,0.210500652,0.398623475,0.636363679,0.854568398,0.929437484,0.974410766,0.985358413,0.998665182
0.110017533,0.121459273,0.15661653,0.369902696,0.604448655,0.95609738,1.071916264,0.868706988,0.989051828,0.998665182,0.086480318,0.127715172,0.19879771,0.370617196,0.67939334,0.908059406,1.047363962,1.085095973,1.032908586,0.998665182,0.156907539,0.187676753,0.227247369,0.422851171,0.664967699,0.99274381,0.96002335,1.005359743,0.9875013,0.998665182,0.158987618,0.184803576,0.248716651,0.419220463,0.637759886,0.859092895,0.946668342,1.042274964,1.014637999,0.998665182
0.337748288,0.299925855,0.304408658,0.477524214,0.603848281,0.796969019,0.923208081,1.230214532,1.060937629,0.998665182,0.157987874,0.154891482,0.176085495,0.292237053,0.448719615,0.530490336,0.739107234,0.85130814,0.917184812,0.998665182,0.171221302,0.211709813,0.264298051,0.485663837,0.74797785,0.951539465,0.974446287,1.080270359,1.070691365,0.998665182,0.121845378,0.166824087,0.228278602,0.404408423,0.72192774,0.8353104,0.902045701,1.008146943,0.9893311,0.998665182
0.161035793,0.182038249,0.163181464,0.186169682,0.299152275,0.602895281,0.851533795,0.992151935,0.905168217,0.998665182,0.128971671,0.141655908,0.142186291,0.179487986,0.232513479,0.54590161,0.789871551,0.946389703,0.992636492,0.998665182,0.10949345,0.123923482,0.145551146,0.186965446,0.275928392,0.543518778,0.834463504,0.933397555,0.967372211,0.998665182,0.145742967,0.157252203,0.180846548,0.216551177,0.29432522,0.530380949,0.850164828,0.935079005,1.000875682,0.998665182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.312645385,0.405142126,0.493960475,0.579990466,0.652050839,0.824248848,0.936767959,0.944598088,1.02192564,0.998665182
,,,,,,,,,,0.657082125,0.767044291,0.814340432,0.762676709,0.79929572,0.934354596,0.922295547,1.022765256,1.016242244,0.998665182,,,,,,,,,,,0.59174714,0.761830652,0.764430182,0.830444279,0.951114151,0.944098544,1.001143156,0.990823856,1.030393044,0.998665182
