norm_FC_126_Control_1,norm_FC_127L_Control_1,norm_FC_127H_Control_1,norm_FC_128L_Control_1,norm_FC_128H_Control_1,norm_FC_129L_Control_1,norm_FC_129H_Control_1,norm_FC_130L_Control_1,norm_FC_130H_Control_1,norm_FC_131_Control_1,norm_FC_126_Control_2,norm_FC_127L_Control_2,norm_FC_127H_Control_2,norm_FC_128L_Control_2,norm_FC_128H_Control_2,norm_FC_129L_Control_2,norm_FC_129H_Control_2,norm_FC_130L_Control_2,norm_FC_130H_Control_2,norm_FC_131_Control_2,norm_FC_126_Napabucasin_1,norm_FC_127L_Napabucasin_1,norm_FC_127H_Napabucasin_1,norm_FC_128L_Napabucasin_1,norm_FC_128H_Napabucasin_1,norm_FC_129L_Napabucasin_1,norm_FC_129H_Napabucasin_1,norm_FC_130L_Napabucasin_1,norm_FC_130H_Napabucasin_1,norm_FC_131_Napabucasin_1,norm_FC_126_Napabucasin_2,norm_FC_127L_Napabucasin_2,norm_FC_127H_Napabucasin_2,norm_FC_128L_Napabucasin_2,norm_FC_128H_Napabucasin_2,norm_FC_129L_Napabucasin_2,norm_FC_129H_Napabucasin_2,norm_FC_130L_Napabucasin_2,norm_FC_130H_Napabucasin_2,norm_FC_131_Napabucasin_2
,,,,,,,,,,0.318804084,0.300945169,0.339048354,0.42362386,0.598986444,1.09509628,0.906181576,1.070072384,1.006898815,0.998665182,0.083647595,0.15801307,0.228202448,0.564501898,0.770349829,0.914254892,0.942608445,0.958811693,1.000254394,0.998665182,0.214055321,0.286172688,0.317481411,0.542757433,0.654150983,0.81989778,0.927724596,0.936352736,0.922989628,0.998665182
0.113758209,0.142315283,0.254747102,0.385735453,0.636671688,0.73056376,0.911618001,1.016563836,1.005551083,0.998665182,0.099829837,0.164301047,0.292754032,0.475316393,0.658886478,0.735677009,0.945770775,0.995179838,1.044416406,0.998665182,0.095499593,0.143743477,0.251748634,0.373470258,0.559677076,0.701840667,0.86371671,0.943606087,0.995903226,0.998665182,0.124380384,0.172435004,0.271589241,0.383764837,0.576689349,0.762875347,0.865519759,0.960506113,0.978386164,0.998665182
,,,,,,,,,,0.251545453,0.369259869,0.553737872,0.683391081,0.739624877,1.250385343,0.903361313,1.02824366,0.990159382,0.998665182,0.22842111,0.35047149,0.304466437,0.384426554,0.443856334,0.712615108,0.89866879,1.14252701,1.082246137,0.998665182,0.279356332,0.459069324,0.47919943,0.609364027,0.66597158,0.728421935,0.830737502,0.894423019,0.963746642,0.998665182
0.23899258,0.259904574,0.178081895,0.213517441,0.370914464,0.686754602,0.874499695,1.060113011,0.990650195,0.998665182,0.129230929,0.128971805,0.127654693,0.160675577,0.264292769,0.85349098,0.763329057,0.925147864,0.954768882,0.998665182,0.082149789,0.103252618,0.126625519,0.1995665,0.326415329,0.60648646,0.864661841,0.955215067,1.002273215,0.998665182,0.109490221,0.121139348,0.143576951,0.18272547,0.278765888,0.58699022,0.827702263,0.909324947,0.995151611,0.998665182
0.103942312,0.133302925,0.144089743,0.25634836,0.580306517,0.854688016,1.003686369,1.242359589,1.075579253,0.998665182,0.071040648,0.093594292,0.09283444,0.201973073,0.474459363,0.604679796,0.897520868,1.012287071,0.702277513,0.998665182,0.094382083,0.120259697,0.158075543,0.281645214,0.560645621,0.778573063,0.942663392,0.974742087,1.03336305,0.998665182,0.155794462,0.17068766,0.202362631,0.31590364,0.548086212,0.806348779,0.973926,0.953573475,1.02258926,0.998665182
0.184717001,0.167219684,0.184649316,0.20232363,0.271462943,0.410715824,0.651889903,0.662215835,0.93255886,0.998665182,0.158992759,0.178895532,0.195951608,0.237091158,0.359060635,0.504960418,0.803654518,0.92585037,0.943444262,0.998665182,0.143597518,0.168819898,0.190643246,0.230267342,0.33936934,0.632179837,0.788245679,0.90515853,0.935972156,0.998665182,0.129875097,0.168681469,0.182427515,0.242930767,0.357485487,0.577426596,0.85383168,0.934029315,0.975570148,0.998665182
,,,,,,,,,,0.148322408,0.152313831,0.160791005,0.217046937,0.359274647,0.611883927,0.788964462,0.937924178,0.949538487,0.998665182,0.123356336,0.161735271,0.180836342,0.202922632,0.34332843,0.617303196,0.745634944,0.888304107,0.941857967,0.998665182,0.092397777,0.141413383,0.168974562,0.246349063,0.370448042,0.583023876,0.741759694,0.916055747,0.883731807,0.998665182
,,,,,,,,,,0.100555122,0.133995158,0.128335414,0.224346674,0.386429927,0.730855161,0.823017422,0.94059366,0.956256523,0.998665182,0.08302886,0.118420861,0.154476841,0.209635649,0.371848818,0.676674559,0.745657836,0.893936092,0.972341658,0.998665182,0.157958865,0.20060791,0.183625843,0.244156436,0.39152613,0.636056759,0.83078431,1.006987783,0.991529515,0.998665182
0.8048541,0.697542368,0.819754811,0.717002378,0.75000307,0.77648808,0.851426189,1.130057385,0.947934102,0.998665182,0.601706756,0.633917999,0.653722196,0.667128991,0.729271794,0.785646177,0.813279216,0.870751506,0.958948396,0.998665182,0.615265176,0.795204563,0.791309438,0.751612255,0.800233801,0.873703066,0.950647838,0.976251058,0.986606378,0.998665182,0.589764136,0.64849258,0.690579067,0.685081802,0.777801964,0.842194341,0.910054617,0.96306967,0.953527303,0.998665182
0.294359105,0.489532343,0.278885839,0.358952667,0.821656205,1.387967017,1.786559887,2.154260407,1.394667742,0.998665182,0.419878432,0.422525072,0.441509251,0.452073969,0.609812913,0.685871856,0.842840014,0.900642619,0.987219126,0.998665182,0.154566702,0.218818712,0.225379459,0.300943974,0.398298981,0.642003366,0.718339046,0.884068594,0.9500369,0.998665182,0.135333218,0.198391953,0.231556685,0.347869665,0.449257451,0.577645426,0.68508549,0.834844488,0.916885515,0.998665182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.129669079,0.170850194,0.233236594,0.309746793,0.458292105,0.66715413,0.771610933,0.896695138,0.973778256,0.998665182
0.118748229,0.103030123,0.127901102,0.211940965,0.388691837,0.474224152,0.673309797,0.662152478,0.866149646,0.998665182,0.070363827,0.082975791,0.109442147,0.12824538,0.283041043,0.430294952,0.590252482,0.732178742,0.978402031,0.998665182,0.076177591,0.096721682,0.125089256,0.185725105,0.346237363,0.577384465,0.720431829,0.894402611,0.912832325,0.998665182,0.092632098,0.107299029,0.123828025,0.206645388,0.389745848,0.615806728,0.799809668,0.905988355,0.925923553,0.998665182
0.699088447,0.535039746,0.59017263,0.609336075,0.748206879,0.900186431,0.801400589,1.407252377,0.90910931,0.998665182,0.873155104,0.736188551,0.648292145,0.624013356,0.581247938,0.827070988,0.788549961,0.977535198,1.014671349,0.998665182,0.595919821,0.560960616,0.426853695,0.399928058,0.469396295,0.650295007,0.751379502,0.952590089,1.006418968,0.998665182,0.522965527,0.368872929,0.329714993,0.318331659,0.288388169,0.436918378,0.617692664,0.792737964,0.877759672,0.998665182
,,,,,,,,,,0.102489459,0.129119831,0.115509573,0.149656141,0.188427309,0.402518378,0.509297302,0.761727833,0.818718981,0.998665182,,,,,,,,,,,0.044056875,0.054931589,0.070760863,0.103293778,0.333809051,0.523667759,0.62961483,0.85576997,0.940752444,0.998665182
0.044169933,0.052580384,0.054473688,0.06444624,0.107479941,0.178509601,0.383247873,0.456500509,0.839496686,0.998665182,0.045304634,0.053621162,0.056866075,0.070689265,0.097996946,0.175949198,0.319019113,0.587755237,0.817953215,0.998665182,0.046587933,0.064862349,0.084344491,0.128822259,0.176280171,0.272978706,0.45312899,0.708992498,0.877065682,0.998665182,0.056828082,0.07362367,0.082598689,0.113307025,0.13562892,0.224049895,0.434937762,0.708187187,0.869622368,0.998665182
0.072263156,0.072323874,0.080784459,0.100478647,0.143366996,0.227182037,0.401673022,0.517777724,0.825630234,0.998665182,0.076953772,0.072210557,0.076438635,0.084281779,0.113419466,0.208553531,0.301577593,0.548611436,0.835652824,0.998665182,0.064191213,0.079583667,0.096109598,0.121180127,0.168862619,0.285734389,0.404365756,0.634101492,0.864494745,0.998665182,0.069848858,0.085833967,0.100046052,0.136856728,0.1677246,0.245328528,0.397147511,0.619437632,0.86143503,0.998665182
,,,,,,,,,,0.09291221,0.129631343,0.173469512,0.200736667,0.268778247,0.699419652,0.681584469,0.902513576,1.000191811,0.998665182,0.077836742,0.103973096,0.135517493,0.210215134,0.267009134,0.502761363,0.631953496,0.825301528,0.980393407,0.998665182,0.086940806,0.149903823,0.159947778,0.209189213,0.282007997,0.417234666,0.628155159,0.753385945,0.92354514,0.998665182
0.784061789,0.451790459,0.506991371,0.507603291,0.509501449,0.539595215,0.693195556,0.780402925,0.896237897,0.998665182,0.64036017,0.559157166,0.456903344,0.460608599,0.558399697,0.792001077,0.915162612,1.03369177,0.973814662,0.998665182,0.543183668,0.486285412,0.501313213,0.48971673,0.563466298,0.753596865,0.814465917,0.81476029,0.792580585,0.998665182,0.516763873,0.43858672,0.392526267,0.432737199,0.586907502,0.71113078,0.936681341,0.91869092,1.016176134,0.998665182
0.206945243,0.211278314,0.251720632,0.342934114,0.527944572,0.649431906,0.918699482,0.921363759,1.01132128,0.998665182,0.232917573,0.264697969,0.26782772,0.38555714,0.464543863,0.929120192,0.907302056,1.030078478,0.998435833,0.998665182,0.197514819,0.229134407,0.257046193,0.331550669,0.514510262,0.744563803,0.926579334,0.975371682,0.996023304,0.998665182,0.184014325,0.204514378,0.236096412,0.324099668,0.471957819,0.650421047,0.898314792,0.948316339,0.984391233,0.998665182
0.0975483,0.064319799,0.129865887,0.13398381,0.22739639,0.415236132,0.677512021,0.851277907,0.850605918,0.998665182,0.064109931,0.072242795,0.086871058,0.103390299,0.198193306,0.452504186,0.726162241,0.878169135,1.02554947,0.998665182,0.070180348,0.101324597,0.126539438,0.158807446,0.238830274,0.495036815,0.805714169,0.948646931,1.0093128,0.998665182,0.084486763,0.111665528,0.13384519,0.196147674,0.266518349,0.496331262,0.812032686,0.921212917,0.97118705,0.998665182
0.057259883,0.068176189,0.109026926,0.17262721,0.308707925,0.490229437,0.790198406,0.691961185,0.959069585,0.998665182,0.058227525,0.087523116,0.086951773,0.13264984,0.181298279,0.457307423,0.722649992,0.903004283,0.974752074,0.998665182,0.070069696,0.085869552,0.120045895,0.164161403,0.226642705,0.480348892,0.791960196,0.946610826,1.004502316,0.998665182,0.064791726,0.089837603,0.124413486,0.16833458,0.220106322,0.455687248,0.753665778,0.89525912,0.948188996,0.998665182
0.05858853,0.051701639,0.063818424,0.083979892,0.144271778,0.324148373,0.579719084,0.730623966,0.887800441,0.998665182,0.038228848,0.049587309,0.093342622,0.09539811,0.166510452,0.435795904,0.817296302,0.938721895,1.022556864,0.998665182,0.055384352,0.072129131,0.092223563,0.116039063,0.191037654,0.439782737,0.745801346,0.926319785,1.008738233,0.998665182,0.052618612,0.078151365,0.158301151,0.210696497,0.262536162,0.517485022,0.79292718,0.899816727,1.006346438,0.998665182
0.16506478,0.181210058,0.25331446,0.345276911,0.560220339,0.710779132,0.804175812,0.934780755,0.911278688,0.998665182,0.423651935,0.410196204,0.535405874,0.625707153,0.705486442,0.962673481,0.977585502,1.158400413,1.166409799,0.998665182,,,,,,,,,,,0.190726343,0.240528068,0.321532499,0.504923111,0.539926737,0.73897273,0.821692644,0.970995563,1.020770172,0.998665182
0.294426584,0.425771735,0.538863123,0.617513107,0.863157278,1.051372575,1.078918591,0.939498137,1.005595375,0.998665182,0.279864395,0.422127897,0.543855257,0.67323912,0.871168748,1.060305216,1.063278456,1.061366813,1.024807915,0.998665182,0.241737657,0.372211803,0.48404056,0.582255707,0.828625631,1.069792298,1.063401699,1.078716254,1.025076419,0.998665182,0.238736109,0.349814283,0.460072017,0.604860149,0.860709133,1.030100924,1.074454042,1.069657466,1.027559791,0.998665182
0.180096646,0.247173734,0.344898189,0.434257081,0.543343054,0.630903834,0.799234525,0.909151796,0.948557497,0.998665182,0.201304331,0.274027645,0.333078156,0.425871089,0.496899622,0.646114658,0.742650221,0.877631698,0.965872286,0.998665182,0.186136147,0.247795001,0.317937939,0.385397012,0.487534565,0.635650754,0.770070671,0.894838151,0.971153899,0.998665182,0.195504607,0.265040952,0.332879779,0.42199625,0.505430575,0.634641436,0.780362801,0.903714949,0.939701322,0.998665182
0.186377033,0.137392804,0.255709321,0.180949137,0.284297302,0.372712156,0.578350416,0.669241411,0.910535072,0.998665182,0.11702935,0.140016666,0.145170812,0.159530329,0.236359359,0.379001066,0.571924479,0.788214973,0.894338944,0.998665182,0.15675123,0.165579812,0.224981181,0.250827313,0.317107668,0.467266575,0.650175923,0.785693296,0.927505609,0.998665182,0.147184698,0.167509847,0.223323686,0.254873342,0.305032768,0.391626648,0.58831491,0.757923454,0.881842147,0.998665182
0.12412693,0.113343293,0.14206376,0.18416122,0.310572855,0.453300622,0.646864416,0.891528865,0.968546718,0.998665182,0.111686405,0.127880287,0.145423235,0.186160432,0.301951742,0.491131744,0.697922041,0.858238534,0.954270481,0.998665182,0.095981809,0.129105414,0.147005146,0.192833998,0.31876259,0.52345778,0.689146146,0.86005327,0.949693168,0.998665182,0.102614327,0.123090687,0.145893432,0.201718533,0.334124958,0.533046992,0.740155086,0.891832574,0.952774094,0.998665182
0.430808276,0.506361354,0.551066467,0.561852405,0.686095514,0.855113713,0.941908978,0.974809324,0.972247859,0.998665182,0.4019662,0.512267253,0.542157244,0.538558581,0.621818536,0.798071699,0.861223005,0.903520777,0.978941775,0.998665182,0.346873962,0.464060276,0.480638974,0.538086371,0.652550461,0.80076671,0.943886686,0.983862254,0.981143206,0.998665182,0.36037554,0.386604172,0.452469647,0.487424922,0.624454009,0.760488105,0.882249587,0.940675237,0.973393478,0.998665182
0.576492309,0.603823159,0.690999814,0.660187112,0.702994363,0.878808856,0.839436424,1.000263179,0.841429585,0.998665182,0.465519219,0.54111391,0.584790199,0.606807982,0.656353213,0.822566557,0.888811095,0.937471993,0.967282847,0.998665182,0.401856668,0.517590345,0.542280705,0.61247525,0.696835844,0.782094593,0.923800796,0.969204171,0.988050636,0.998665182,0.44508843,0.493803592,0.551241957,0.613193826,0.705642572,0.789053709,0.934328236,0.911364438,0.997219366,0.998665182
0.082698604,0.110305058,0.133582843,0.181962005,0.312810456,0.589553696,1.090020029,1.117985153,1.100539165,0.998665182,0.069476029,0.105338996,0.124501144,0.168904629,0.260515598,0.555419486,0.779044407,0.963969771,0.914691792,0.998665182,0.076597365,0.111334267,0.135485029,0.189144268,0.321343154,0.627681425,0.917542172,0.947537983,0.953392899,0.998665182,0.099348165,0.133150184,0.157784347,0.216501673,0.339286113,0.575078064,0.999968562,0.97391862,1.15177236,0.998665182
0.512343983,0.40340841,0.396422721,0.388507403,0.461452083,0.506134253,0.684953668,0.853558116,1.010788037,0.998665182,0.362043246,0.31972912,0.322512053,0.368649107,0.44437926,0.559105004,0.710056794,0.903329751,0.945075199,0.998665182,0.289826985,0.31844655,0.335820832,0.332558357,0.433385566,0.630591587,0.73757553,0.82626014,0.90189748,0.998665182,0.251792751,0.259704641,0.300720085,0.36571755,0.442504712,0.628485031,0.767591062,0.888388446,0.972326378,0.998665182
0.056861682,0.062650795,0.077564685,0.101986119,0.164849007,0.263943945,0.540164288,0.855838146,0.970406398,0.998665182,0.084286278,0.106279938,0.110453335,0.12911149,0.191783579,0.307074124,0.625709288,0.929849764,1.011407433,0.998665182,0.068890268,0.089330613,0.102237187,0.135783828,0.207493578,0.36183701,0.654048371,0.861300854,0.890325404,0.998665182,0.070812045,0.086702648,0.101722288,0.139042277,0.20635273,0.347711212,0.667157621,0.830262998,1.047376261,0.998665182
0.049880337,0.070650957,0.071318249,0.113016673,0.198657316,0.330826177,0.554039189,0.912983984,0.958493761,0.998665182,0.044312524,0.045287889,0.061747895,0.085950797,0.147552792,0.245930607,0.441907187,0.712586724,0.933344824,0.998665182,0.076780007,0.092237282,0.092094224,0.112360218,0.159657257,0.297236453,0.479327273,0.724302563,0.884466863,0.998665182,0.044654718,0.061672973,0.085636421,0.131023139,0.163472542,0.298287312,0.524183038,0.767362009,0.993990736,0.998665182
0.299651377,0.400905866,0.541080497,0.596522247,0.782694962,0.862856565,1.006823411,0.958932627,1.029590597,0.998665182,0.324536785,0.447809089,0.592411614,0.629804164,0.792807148,0.949220347,1.030954864,1.084783125,0.953243696,0.998665182,0.275867714,0.441732821,0.549888969,0.694357139,0.888843709,0.958960984,1.05944045,1.005476795,0.96090788,0.998665182,0.301128075,0.430746475,0.515444503,0.679936417,0.887621319,0.925826281,1.051438218,0.985836642,1.064342091,0.998665182
0.1131781,0.135380844,0.177235097,0.247085251,0.415178564,0.556672706,0.860339407,0.949672909,1.057877372,0.998665182,0.128661788,0.171141129,0.217813683,0.296694309,0.463115356,0.775660354,1.058742144,1.210063389,1.047439168,0.998665182,0.118596611,0.168850169,0.199662858,0.282800277,0.481415441,0.688738434,1.005849771,1.012533495,0.934682613,0.998665182,0.106334216,0.149457457,0.173213033,0.276508156,0.452176327,0.656817796,1.003949216,0.954506812,1.042909869,0.998665182
0.059965972,0.08581016,0.127946252,0.239990336,0.568999316,0.602706428,0.924565723,0.866891441,1.077128113,0.998665182,0.054827478,0.090058805,0.133543137,0.22166352,0.452749314,0.68343428,0.973175839,1.083588248,1.002812371,0.998665182,0.05966041,0.096090932,0.130443492,0.242344035,0.501182659,0.765482033,0.964712614,0.950055125,0.906496615,0.998665182,0.072292012,0.11259116,0.150387361,0.260648783,0.550736229,0.75161035,0.988493066,0.985046284,1.024588475,0.998665182
0.158141634,0.16227414,0.148383021,0.200032958,0.365624631,0.528709244,0.811937608,0.906455571,1.0688436,0.998665182,0.104374012,0.10757814,0.111693496,0.165073883,0.364869766,0.448066239,0.808172288,1.062959676,0.982121699,0.998665182,0.280001074,0.259042858,0.225623589,0.234449253,0.407326851,0.65409001,0.932930347,1.046472571,0.932299856,0.998665182,0.10542847,0.14691141,0.190516178,0.219721188,0.410788373,0.546341334,0.953378024,0.994660967,1.071419124,0.998665182
0.080507232,0.097977594,0.108586966,0.135586213,0.298664222,0.654136103,0.958778927,0.976060004,0.981361584,0.998665182,0.090582392,0.119866394,0.153116383,0.179155154,0.326181611,0.729432474,0.995203542,1.078545283,0.971247543,0.998665182,0.101134644,0.140787888,0.157404484,0.201136419,0.366096833,0.746021814,1.036411306,1.033996142,0.962620803,0.998665182,0.092195511,0.127803296,0.158972893,0.208663303,0.369849714,0.724299998,0.997390531,0.998817217,1.026563267,0.998665182
0.078974721,0.091489673,0.116291536,0.170806634,0.399651373,0.621921123,0.807561513,0.819468599,0.971380065,0.998665182,0.09102779,0.110648423,0.13513407,0.193523808,0.413858904,0.711732877,0.900610167,0.992096685,1.005505625,0.998665182,0.079833814,0.110993973,0.15919861,0.233554112,0.458276683,0.743751666,0.901175498,0.917842255,0.963972492,0.998665182,0.111830776,0.159662664,0.172421333,0.265098149,0.47489446,0.753919842,0.941055154,0.9662308,1.009278847,0.998665182
0.130704912,0.136072729,0.181518256,0.264655852,0.41149327,0.517288921,0.737603132,1.003561509,1.050902504,0.998665182,0.099738322,0.150146598,0.159243036,0.23371619,0.347304941,0.457046828,0.583482941,0.718556215,0.834799846,0.998665182,0.063561417,0.09367634,0.131148763,0.213518708,0.350837444,0.526694564,0.695729077,0.843848206,0.91061813,0.998665182,0.075096092,0.107128646,0.140595326,0.218299588,0.35965518,0.531577742,0.69507023,0.84011452,0.909587919,0.998665182
0.119334338,0.112615803,0.111253392,0.143266521,0.235326858,0.414145462,0.637653071,0.908742587,0.918292691,0.998665182,0.079515009,0.089119542,0.094910121,0.129160609,0.189980674,0.38285065,0.576963943,0.823492924,0.950137915,0.998665182,0.054917808,0.072256811,0.09518724,0.138210846,0.202652959,0.365386224,0.54913369,0.733886187,0.897565636,0.998665182,0.065785866,0.090358996,0.109139859,0.154487422,0.213173772,0.360504415,0.526186002,0.769927077,0.895168153,0.998665182
0.369335507,0.586760167,0.725370278,0.84331343,0.80863925,0.871780512,0.877724407,0.868885962,0.876030947,0.998665182,0.460590221,0.724795225,0.83628094,0.929315641,0.935637929,1.012529029,1.096016089,1.155722884,1.070187836,0.998665182,0.33696622,0.654476272,0.776829236,0.853679695,0.923705607,0.896754373,1.065635602,1.027968979,1.000890306,0.998665182,0.383533813,0.640408111,0.734464706,0.84016108,0.87881567,0.886008296,1.077624619,0.942792442,1.066701764,0.998665182
0.309131596,0.636928302,0.684369639,0.709994366,0.85293239,1.251885937,1.230721261,1.386139138,1.090633379,0.998665182,0.279893462,0.53071966,0.6342963,0.672999449,0.691061376,1.121345225,0.963224487,1.05842594,0.965586392,0.998665182,0.350767183,0.643341068,0.723106309,0.782097053,0.797122733,0.937516872,0.977986865,1.04465321,0.948312412,0.998665182,0.265206274,0.512619242,0.629366238,0.688352207,0.811489717,0.888872229,0.977712759,0.982623812,0.95837749,0.998665182
,,,,,,,,,,,,,,,,,,,,0.066575817,0.08057133,0.11028267,0.150663092,0.265613277,0.548054765,0.832340774,0.962675847,0.941989183,0.998665182,,,,,,,,,,
0.347399784,0.309254664,0.314030753,0.30687971,0.483475035,0.683310066,0.980854412,1.173229989,1.093697586,0.998665182,0.644698207,0.660935579,0.586275253,0.545953265,0.583298751,0.850319292,0.908540571,1.005827089,1.024757657,0.998665182,0.557091907,0.643676422,0.540932092,0.501352437,0.628147486,0.753994644,0.902456483,0.944440252,0.944521841,0.998665182,0.432420866,0.412625871,0.358297103,0.359130114,0.443912763,0.658826588,0.907003172,0.977396941,0.991937077,0.998665182
0.243050253,0.172684358,0.153448524,0.239065411,0.460004704,0.611287768,0.864326784,1.034202403,1.008879996,0.998665182,0.109362394,0.111898355,0.114688367,0.247594982,0.494731666,0.668361364,0.855981194,0.905495792,0.912006134,0.998665182,0.254053624,0.28497839,0.39971561,0.531526212,0.595977831,0.74795461,0.839950799,0.880004253,0.950586994,0.998665182,0.595082756,0.66638607,0.534362132,0.568709442,0.7628449,0.806858996,0.822583114,0.900943763,0.982937214,0.998665182
0.583639406,0.461023699,0.654155912,0.645421811,0.825576264,0.892399483,1.011646398,1.087146203,0.944740348,0.998665182,0.588331988,0.563463841,0.702617232,0.686032378,0.705719745,0.936365068,0.936865198,0.966499719,0.975304733,0.998665182,0.417253461,0.469982651,0.47880278,0.588061104,0.783305365,0.977693918,1.15876307,1.07342026,1.115260584,0.998665182,0.249682817,0.259307236,0.303855032,0.369375087,0.548685218,0.68731011,0.870740011,0.899911286,1.010872209,0.998665182
,,,,,,,,,,0.579483115,0.693013852,0.672133388,0.733993902,0.746405616,0.897601272,0.904900249,0.965174554,0.985090531,0.998665182,0.407995806,0.549270669,0.515983164,0.594677323,0.633634258,0.679694329,0.716727962,0.746966366,0.807035082,0.998665182,0.405929485,0.439522101,0.460339347,0.56337663,0.580611106,0.705834745,0.848208329,0.894901697,0.968915012,0.998665182
,,,,,,,,,,0.460565191,0.524740347,0.675499582,0.627484814,0.783820225,0.763281244,0.970480454,0.887290854,0.903289828,0.998665182,0.590526514,0.828668011,0.757949259,0.587435025,0.566797026,0.608449619,0.834016475,0.898234766,1.069578144,0.998665182,,,,,,,,,,
0.069997581,0.061909146,0.057831352,0.079890993,0.12383899,0.200380589,0.354710346,0.759329988,0.911631158,0.998665182,0.051661769,0.057149948,0.05741399,0.076821461,0.088304859,0.191898131,0.341621997,0.722175744,0.962532072,0.998665182,0.066408716,0.076699917,0.087313604,0.11043719,0.148085592,0.260988269,0.409824736,0.750194661,0.925817296,0.998665182,0.068463857,0.078869446,0.093690646,0.113786378,0.151800661,0.223629659,0.402114511,0.715621567,0.930486386,0.998665182
0.232107527,0.232167547,0.231828281,0.359200015,0.593572895,0.763777733,0.870193863,0.794013144,0.949644354,0.998665182,0.19071192,0.168518553,0.21222003,0.349074291,0.48995937,0.70473649,0.841268147,0.932718579,0.999817101,0.998665182,0.201788044,0.174892668,0.24453309,0.301660977,0.534562733,0.701520029,0.906858064,0.988467592,1.022331706,0.998665182,0.193359129,0.175133452,0.227772537,0.363575688,0.52171996,0.684158986,0.889493449,0.951435061,0.979815468,0.998665182
0.178192769,0.261010072,0.21556398,0.244034102,0.412767592,0.61187533,0.827125284,0.859513105,0.914061944,0.998665182,0.173583536,0.239152713,0.250542521,0.320464753,0.416822787,0.687984358,0.728450079,0.92317173,0.982949663,0.998665182,0.285436431,0.356984299,0.454511906,0.536365488,0.644682496,0.796739461,0.886435172,0.901872527,0.984995887,0.998665182,,,,,,,,,,
0.133994073,0.139523649,0.14959361,0.184808328,0.300588017,0.458826677,0.714033193,0.972843733,0.982310358,0.998665182,0.128398227,0.15078163,0.166937511,0.20011454,0.293485194,0.48637631,0.705802259,0.887136503,0.966846902,0.998665182,0.118049814,0.141508656,0.164404734,0.199349014,0.295269024,0.486925665,0.697622604,0.840181184,0.943408236,0.998665182,0.156980658,0.16516398,0.188575515,0.223978008,0.319851082,0.48276035,0.705655844,0.858428369,0.941446069,0.998665182
0.16396009,0.144924547,0.15684618,0.190768948,0.311279079,0.556365238,0.771662728,0.868448249,0.999614003,0.998665182,0.406094002,0.506183001,0.437089415,0.472315902,0.459805235,0.660268799,0.733580323,0.9222526,0.924921809,0.998665182,0.057627626,0.080056526,0.118752691,0.177193669,0.307282557,0.551872774,0.667130004,0.860244992,0.993132178,0.998665182,0.080480558,0.102739741,0.143316407,0.204351932,0.313769296,0.472021659,0.623821418,0.805097312,0.907938536,0.998665182
0.102054029,0.260022996,0.101393393,0.266565763,0.856276628,1.069029748,1.358585765,0.951736683,1.234425251,0.998665182,0.076185832,0.094896115,0.109651571,0.133201899,0.181157783,0.315619824,0.410306831,0.601633744,0.827122716,0.998665182,0.055111197,0.079510718,0.087305258,0.127354948,0.172381626,0.341011807,0.419782876,0.624329631,0.802704962,0.998665182,0.06601084,0.091067818,0.11170051,0.152282206,0.197374535,0.305453595,0.448723064,0.649655939,0.824518396,0.998665182
1.891914338,1.176393196,0.774429893,1.121594401,0.843152396,1.328971667,1.436934999,1.063124629,1.132836517,0.998665182,1.821490176,1.413574398,1.407472834,1.218302855,1.089965356,1.258660166,1.160980734,1.121360868,1.070925646,0.998665182,1.498809898,1.380271171,0.805178228,1.192154134,1.280978077,1.4244317,1.256378979,1.153708416,1.023135705,0.998665182,1.746318316,1.453558887,1.380947222,1.283152182,1.399894091,1.354272269,1.441267641,1.324653313,1.031912477,0.998665182
0.249482158,0.526837994,0.241795722,0.548182362,0.576270627,0.968140811,0.916944198,1.069261403,1.30286172,0.998665182,0.688259953,0.895379491,0.996870254,0.999113798,0.870022209,1.103077735,1.016830951,1.018908166,0.913641654,0.998665182,0.292741019,0.448616993,0.443098974,0.887570468,0.915223176,1.20730972,1.004574468,1.018939552,0.95858051,0.998665182,0.464699471,0.802217897,0.992306478,1.294984651,1.187981454,1.300401766,1.319777565,1.119600384,1.04121327,0.998665182
0.098751481,0.129920216,0.152498721,0.352177652,0.615917851,0.778365844,0.916035499,0.911699444,0.981598019,0.998665182,0.108253091,0.126147492,0.174954954,0.336738964,0.578850005,0.778753523,0.881493878,0.913043567,0.929314319,0.998665182,0.15391896,0.200114707,0.268914198,0.356047436,0.566970037,0.774804031,0.865315546,0.952182502,0.956967022,0.998665182,0.093589234,0.135881997,0.183457036,0.414897269,0.657599065,0.823961066,0.955587834,0.949504572,1.011689041,0.998665182
0.246979086,0.294437639,0.25239477,0.484040084,0.590152256,0.968602426,1.022720512,1.067894309,1.0192505,0.998665182,0.251166193,0.273623512,0.345845389,0.40856677,0.641976921,0.793891072,1.022005112,1.047363283,1.032706613,0.998665182,0.202872964,0.261358968,0.248288602,0.48454007,0.724009712,0.997030871,1.032740777,1.063970373,0.991015411,0.998665182,0.193442087,0.247440228,0.328866048,0.480948151,0.76072617,0.907159409,1.062781199,1.017128486,1.039640466,0.998665182
