WT1,WT2,WT3,WT4,WT5,WT6,WT7,Ob1,Ob2,Ob3,Ob4,Ob5,Ob6,Ob7
13.72150993,13.67428684,13.77710724,15.03970909,11.93506813,14.38016415,15.76252365,14.60312176,14.11911201,12.97691536,15.25038433,12.9004631,15.92455292,14.22233105
9.336262703,9.97501564,9.067539215,11.38016796,14.32983398,12.77584267,11.97354889,13.08304691,8.389253616,10.29527473,11.98432541,9.837498665,10.4226265,13.17091942
15.03004265,16.06876183,15.17578506,14.65270233,14.00000191,14.20508766,13.6035738,14.75921059,15.03470135,13.58067226,14.6229105,15.49892426,16.24234962,14.55204773
18.07069588,17.48633194,16.46939087,18.41817856,17.31980324,16.49017906,16.65304947,17.37716293,17.90097237,17.09662819,17.39539337,17.82594681,17.17291832,18.03802299
14.14378166,14.17402744,13.91787052,14.36023331,15.4040451,14.94081116,14.35804653,14.53406811,14.03363609,14.64974785,15.32224846,13.62291527,14.53774071,13.49322414
9.331148148,13.10759926,10.64309788,11.44165707,12.68662643,10.16729259,12.85617352,10.86238956,7.394935608,11.53908348,12.37861347,11.26499176,13.03873158,9.953570366
19.41292191,20.27404594,20.27710342,20.29055786,20.45206642,20.39559174,20.5429306,20.61999321,20.4410038,20.49915695,20.32435417,20.60246658,20.40854454,20.6035099
24.84448814,25.04364395,25.18849754,25.13763237,25.15016365,25.24172783,25.32768631,24.10070038,23.93603897,24.07102394,24.12913322,24.32610321,24.43579865,24.07057381
13.7446804,14.46582603,14.18624115,14.84336281,12.29898357,11.03059769,10.74669838,14.72236156,14.33647537,14.96072674,14.77773094,14.02732372,13.40283489,14.49150848
14.90617657,15.75744629,15.79044151,16.25202751,14.97914505,13.59634304,13.82397366,14.60342503,15.60922718,14.72266674,15.49208546,14.16165161,14.38575363,14.81206799
9.922852516,13.84585476,13.94437408,10.05628872,13.14013386,8.727557182,13.72968388,8.973151207,15.40140152,10.30449104,9.41848278,14.3643589,15.6130991,15.88081741
12.39857292,12.32050991,11.99435997,12.19017506,12.04389095,11.93832111,12.63420391,9.832480431,10.91166687,9.426027298,9.216650009,10.21879578,0,16.90796852
17.94958305,18.71805954,18.30939484,18.43757439,18.55198479,19.13306236,17.95209312,16.95116043,17.13131905,16.58262062,17.77989578,16.9525032,17.43471718,16.30753136
17.29469681,16.12482262,16.73705292,15.34606266,17.12499046,17.02473831,16.26291847,16.35196114,14.34651756,15.62551212,14.75308037,15.10327435,15.862216,16.3290596
17.02376747,17.50927544,17.35168076,17.06875229,17.49527931,16.97669792,17.41132545,16.20283127,15.72350121,15.75718117,16.3782444,15.60298824,16.15948105,16.51266098
18.46807289,18.55058479,19.23376465,19.04727745,20.1372776,18.58649063,19.2125473,19.01617241,18.92788506,18.52465057,17.97534943,18.33848381,17.7636261,17.73722267
14.79716969,14.8248024,15.45821667,14.38619137,14.76958656,14.58955574,13.79050922,13.08028221,14.44505215,13.61944103,14.41000462,14.24327564,13.92268276,14.10355282
14.97621155,15.02296162,16.05213547,15.59432793,16.76338768,16.09183693,16.39614677,15.69765472,14.99911785,14.30340195,17.51836205,15.74987984,14.48111248,15.54005241
16.76066971,17.26370621,16.5676384,15.79273224,18.22670555,17.57481194,16.4415741,17.75263023,15.32817364,14.5828476,18.29000282,16.13278008,15.30102253,16.30395508
13.97872543,13.8292942,13.17897129,13.2960453,13.09379387,14.02760029,14.67093849,11.28327179,10.94890881,11.67944813,13.37838078,12.31632805,13.5651722,11.00513268
13.15900803,13.34294224,13.00925827,13.77863979,14.30382824,13.44740772,12.99608135,13.03508091,13.31204033,12.76806355,13.96579456,13.68731976,13.80657101,13.81448364
13.77489185,13.22431374,13.77936172,13.65485954,13.02498531,13.96514893,14.11475372,13.1678896,10.66125107,11.1945715,14.23874187,12.8747673,12.15999603,8.465392113
16.60084152,18.28670502,17.14953613,17.05373573,17.4518261,18.48073387,15.6512804,17.58913231,16.83891487,15.30597401,17.15323639,15.74002457,15.52693462,16.37857246
12.25010967,11.82579136,12.39605808,13.3433876,13.25169468,11.86262321,12.05470848,12.10013008,11.16869068,12.88208771,10.58847904,10.64466667,10.36037731,9.418654442
11.37868023,13.8873682,8.253709793,8.358052254,13.80931377,15.05299854,13.28329182,9.342906952,13.25791168,9.715994835,14.03265095,14.31876373,13.3586731,12.30527782
14.17665291,14.93593216,13.63573456,14.41962719,15.44601536,15.27655888,14.30469418,15.07596111,13.55643082,15.00610828,14.69016266,14.0022707,14.16876316,13.06075764
9.089000702,12.84299755,11.09820652,11.50507069,11.1685791,11.0082655,8.987220764,9.610694885,9.671741486,9.257486343,12.881073,9.916620255,9.297730446,9.912240982
8.194553375,10.49791336,10.67386818,11.35565567,11.31279182,11.92424583,12.12715054,9.922591209,9.551527977,9.901302338,11.03028107,9.549543381,9.403939247,9.680101395
16.55081749,16.88684654,16.86870193,16.62979698,16.69449425,16.96005249,16.70824814,15.24832726,16.32975578,16.00556755,16.70409393,16.07632256,16.50229263,16.06856918
13.87220669,14.28324795,13.87184334,14.21850586,14.44899654,13.95960331,13.99994755,14.31219769,14.60450745,14.36890602,13.93333054,14.34047413,13.94034958,13.66593361
9.03748703,12.57433033,10.5054245,12.4153614,12.9295435,13.45126724,13.30614948,12.65644741,9.361349106,10.7503233,11.94608879,12.43253803,13.0099802,10.71183014
13.36738682,10.25718975,10.66799641,11.90210152,11.07203579,12.26134396,11.717659,8.038565636,10.10606575,10.87491798,9.23127079,9.439265251,7.999189377,9.616768837
12.66714764,13.6299963,12.2766552,12.32851219,12.43560696,13.36706257,13.56494904,12.24732304,12.16710186,12.19963455,12.79007721,13.36807346,16.64417839,12.36004448
14.55700207,16.89942932,15.52778149,16.16025352,15.70552349,14.02893066,9.018600464,15.98865032,16.12254715,16.34915924,15.97133923,8.601437569,15.61468029,13.44677067
14.32586384,14.40238285,14.64961052,14.47831917,14.44776249,14.20063877,14.59439087,14.23735332,14.26949406,14.73607159,14.54715633,14.47785091,14.26241779,14.16214943
16.18442535,15.96181774,16.15052795,16.08778954,15.28554249,15.29874516,14.99845028,16.17347717,15.85677338,15.17182732,15.06395054,14.74460411,15.13123894,15.22966003
15.76838112,17.48288536,16.48290634,16.40142059,16.88153839,17.04981995,16.91682434,16.30000496,16.32424927,15.01594353,15.75375843,15.92650318,16.3629303,15.96773911
8.9326334,10.58384418,8.405150414,10.03756905,11.54786873,7.633490562,11.41548729,10.74561119,11.06043053,10.24413586,11.25843239,11.45110416,10.84821129,11.50064278
13.49758816,13.52990723,13.23565102,13.92693996,13.86130428,13.31051826,14.22063828,12.29711246,13.17468166,12.96726036,12.86267853,13.28603649,12.81214523,12.84197617
10.12934399,10.54374218,9.697528839,10.70964622,9.848595619,11.24646854,11.53065586,11.80721283,12.32035542,10.88601875,11.23388386,11.77930832,11.64060974,12.17551994
18.70393181,18.85496902,18.83346939,18.6709919,18.81276894,18.72719383,18.74330711,17.95350456,18.05792999,18.25187874,18.36191559,18.23519135,18.50119781,18.06544495
22.14204979,22.01248932,21.9577198,21.95411873,22.2195549,21.95867729,22.15146446,21.83953476,21.66930389,21.83960342,21.72713089,22.04586029,22.01957893,21.98543739
19.40725517,19.48576164,19.5825386,19.44196892,19.7050457,19.64601326,19.94531441,19.61921692,19.66915512,19.76040649,19.67153358,19.81694794,20.03947067,19.79602623
12.5209589,11.48210526,11.13746643,10.65536499,12.46746635,10.83478928,10.2462759,10.02231884,10.87159538,10.73485279,10.50331497,11.0579443,10.32663059,9.383044243
8.596313477,10.05560112,8.042794228,7.797343254,9.996555328,10.18076897,10.58813667,12.08619022,9.920371056,12.10405827,11.19708347,11.40490627,11.75342274,11.95350266
24.27802849,24.42762947,24.52101326,24.60230064,24.44986343,24.3715744,24.47034073,22.18842316,22.27285957,22.30025673,22.69660568,21.77620697,23.1353817,22.17736244
11.10264969,12.4266243,11.24940109,11.50927639,11.77764606,12.22920609,11.62095261,11.06344414,11.40335369,10.92194462,10.00824738,9.82313633,15.28076553,15.46157074
12.72922802,12.37734127,12.35838699,11.43989754,7.364828587,11.58075333,12.1114006,12.10814762,13.26642895,12.20731354,11.32623863,12.69433308,11.99454308,11.98407269
13.50082111,13.61630535,13.74878216,13.79136848,13.81346798,13.36386395,13.87263775,14.25800037,14.60271168,14.82493114,14.75206375,14.4419632,14.19094563,14.40108299
15.95657825,16.22324562,16.56527138,16.52347565,16.42633247,16.70975494,16.59505844,15.6587429,16.06983566,16.2287178,16.00792694,16.09422112,16.08627892,16.08443069
19.32391548,19.00922775,19.14794731,18.63705063,18.58016014,19.69838142,19.18320274,18.64404106,18.82823563,19.14913368,18.87843895,18.91840744,18.90687561,18.25323868
14.13316059,13.94936943,14.26054478,14.22886467,14.21524525,14.17966557,14.50087166,14.91583347,14.70196629,14.9331646,14.60882187,14.97775078,14.91235352,15.18428802
17.93704224,17.73573685,17.76810455,17.81893158,18.09302711,18.14955139,18.37560654,17.90509415,18.26726341,17.87425804,17.99554253,18.45502853,18.16766357,17.92191696
18.32971191,19.31188011,19.7366581,19.11864281,19.29715157,19.33212471,19.82607841,20.13450432,20.15535164,20.5837574,19.85045433,20.71001816,19.77338409,20.10409546
11.50020885,10.68530846,12.93994904,12.49269962,12.7109499,12.38288021,12.65019417,12.43225765,13.44861603,13.50339985,13.10342026,12.65355492,12.10959053,13.49648285
10.25209236,7.540173531,9.53738308,9.415781975,9.879862785,8.146594048,11.30632877,7.221096039,12.83399868,12.92666435,12.09360409,12.28056526,13.03116703,13.83839226
11.87506008,11.38024712,10.02497959,9.050216675,10.61661243,10.68097305,10.46011448,12.07870674,12.18684483,12.09501934,11.95783234,11.6858263,7.288788795,11.12294483
12.80876255,11.67684364,12.49978924,12.54595852,13.43955612,13.19326115,14.76137733,12.56988335,11.52344131,8.37154007,12.64652634,11.69618988,11.33101177,9.444394112
16.00404739,16.55357933,15.30454159,15.34087467,15.82305813,16.63976669,16.10836983,15.10012817,15.12626266,15.81580734,15.68698978,15.04850483,16.25995064,14.59746075
15.87342548,16.34454727,16.12815094,15.93391991,17.00954247,17.03254318,16.20516014,17.28461838,15.54541016,16.07912445,17.30681229,14.58555603,15.5049324,15.77591515
14.56875992,14.91411591,14.66476917,15.15335178,14.67522621,16.22954559,13.46061325,13.97450447,14.14797497,13.90684319,14.91017437,15.7188921,16.47247505,14.168293
16.19184875,17.53285408,15.69020081,16.419384,16.81968117,16.49665833,15.98233795,15.99079895,15.0816679,14.23046017,15.67076588,14.80506134,16.06669998,15.07153893
15.16956043,15.5732851,14.93536377,14.61021233,13.92005444,14.9327774,14.60492992,12.75488091,13.59240627,12.02538395,13.15609264,13.45022202,13.350173,13.32209587
9.600174904,8.278922081,9.90605545,9.451694489,14.96067238,13.52615356,11.37518311,13.50109768,10.45404911,13.75288868,13.48460007,9.15015316,13.15494442,10.15978146
15.66422653,16.36257553,15.6925211,16.42303848,17.40041542,16.43035316,16.49936867,15.21208286,20.7991581,15.83042908,16.36365891,16.00708961,16.14767265,16.41861534
15.10014057,15.62627888,15.7214489,16.26783943,16.37953949,15.67317009,14.47945499,14.5973587,14.96460247,14.47652626,14.93040943,13.66086578,14.90018082,15.45057392
17.32285881,16.74160004,16.43619347,18.1696701,17.73231316,17.23599625,17.30193901,17.49277687,16.69685364,15.9589138,17.35241508,16.9496479,16.47654915,9.133945465
14.2333107,14.50153923,14.01371861,13.59751987,14.4199667,14.78694725,14.05802536,13.38187122,12.99511242,11.54395008,14.64883232,14.08402157,13.39946651,14.27842808
15.53951168,15.58427525,15.37282372,14.6795702,15.88683796,16.00204086,15.41156864,14.46015549,14.88759613,13.91136169,14.39904499,15.12139988,14.52049732,14.23482513
16.77460289,15.33485699,15.03879452,14.52489758,17.25285912,19.76704025,14.76399994,14.35213089,14.41560555,14.24259663,15.03076267,14.22919846,13.80565739,11.72442722
15.81268406,15.99076271,15.58553886,15.3980999,15.33576393,15.36931705,15.61491013,17.46027565,14.28176785,15.0102396,16.4952774,14.94823265,14.84273148,14.80565834
16.91280174,17.66107941,16.44255638,17.15195274,18.42145538,16.30589485,16.372715,16.15398407,15.84815025,16.00540733,17.4218483,14.7039547,15.64315128,16.55460548
16.91937828,16.58712959,16.15155792,16.06937408,17.09612846,17.95145226,16.44585609,17.54866791,15.48692703,15.68832207,17.36533356,15.60582352,16.79419708,15.70808029
18.26693153,18.2179184,17.15589905,17.75627136,18.87740517,18.43789482,17.38383675,17.7523098,16.77600098,16.33819771,17.31615448,16.10576057,16.89492035,16.97836494
16.35856056,17.20289421,16.33421707,15.45486641,15.87001705,17.47489929,14.9570961,15.45724392,14.75209808,14.24290943,16.36693192,14.98880863,14.90620422,16.34103584
11.03338623,8.526881218,11.39432335,9.335700035,8.690559387,10.41382694,8.101829529,13.83223152,12.83173275,13.47316742,12.67445374,12.72074604,12.35981941,12.89865112
9.379997253,10.9363575,10.24165726,10.25013733,10.08304787,9.137907028,8.572547913,8.373663902,8.835737228,9.738656044,9.739967346,10.61394596,9.628598213,9.094361305
13.5899744,13.89803791,13.61950302,13.72249126,12.87193298,10.23479843,9.467540741,15.81305218,15.77901173,16.20604706,15.59972,16.01885223,15.24117279,15.97240162
10.98991585,10.45622063,12.1800518,10.75407124,9.31772995,7.551459312,10.07971001,8.70572567,10.16068745,10.21197033,11.34999084,9.186063766,9.069156647,11.06890583
22.75128365,21.19409752,23.00250053,8.107761383,18.84310722,18.50039291,23.67073059,8.504148483,22.68857002,17.99497604,22.18494797,22.50546837,22.69436455,17.16099358
10.84217358,11.69141483,11.81870079,12.19075108,12.16956329,12.59261036,12.42582512,11.70879745,12.69681931,12.69159126,9.891546249,12.23396683,12.26564217,11.91200161
14.58330917,15.36913586,14.84738922,15.01894283,15.81182289,15.56651402,15.84495831,15.80891037,15.84948921,15.32927418,15.81982708,16.1070118,15.26573849,15.15300274
8.231978416,12.7353878,9.292703629,11.52791595,9.330858231,9.017807961,9.179478645,11.54237652,11.70826721,11.13414097,11.98602962,6.981966972,10.70516014,10.52669525
14.10110092,14.90535164,15.39814568,16.94986343,12.36801052,13.27624035,16.40193558,14.25114727,14.21864891,13.70394421,15.67538357,12.75802326,14.26970387,13.23107052
10.77514458,9.273483276,11.66535568,7.959517002,12.37669277,12.14946556,11.52475643,13.31225681,13.55785847,13.43010426,13.78425884,14.71903801,14.49640274,13.02201557
18.56002045,18.54345131,18.56657982,18.49996758,18.53594398,18.50045395,18.52789879,15.07273293,15.18309879,15.51900578,15.86444569,15.23686314,16.22756767,15.10259247
15.21171188,9.216492653,10.23403263,8.762498856,9.25537014,8.986618996,8.556130409,15.20277882,13.76774406,15.94412136,14.87726307,14.24504662,13.93728733,14.84883499
12.05057049,9.038748741,8.984202385,12.12866306,13.87287998,10.84461021,9.66467762,9.589595795,9.378925323,8.361320496,8.829101563,11.89438057,11.35838223,11.33739758
10.30997562,10.25934601,9.752118111,8.853963852,10.20783234,10.43486404,9.257418633,9.707058907,10.51972294,8.725745201,8.425328255,9.78030014,10.10720825,10.48308754
18.86027336,20.27503777,19.88847733,19.84910965,20.22712135,19.28425026,19.42354774,14.57578659,13.54880524,14.00632286,14.47575855,12.91892338,16.00037003,13.25943279
14.00221062,13.74768353,13.89790344,13.90906906,14.01434994,13.94841862,13.96923256,13.86961174,11.12921429,12.39490604,13.40561676,12.8702631,13.71341419,13.6202116
13.65853596,13.66698837,14.13604546,13.73383999,14.16715717,13.97803211,14.12024498,12.65469742,13.70223331,13.37076759,12.70505714,13.55381012,13.69479752,13.67666721
15.48674488,15.689147,15.78456974,15.75524139,15.94446564,15.61767483,15.82395267,15.36039162,15.03431892,15.4451437,15.47124672,15.533041,15.57879162,15.19302177
9.087974548,9.540608406,11.4992094,11.47402287,11.82346249,11.6032753,11.65358067,12.11949539,8.865103722,12.40285301,11.80775833,9.355193138,11.25678635,12.08119678
15.52830887,16.44664764,16.45810318,16.29284668,16.85832024,16.18399429,16.20105553,8.817382813,10.59011269,9.048239708,10.93609428,9.374512672,13.58635712,8.728030205
11.62678337,14.24706078,13.97311687,13.63871574,14.12765408,12.90890217,13.09986782,9.070793152,8.809638977,8.794233322,8.599991798,10.38856506,9.512745857,7.606068611
12.10859776,12.35459232,11.40193462,11.82878685,10.10113049,9.69329834,8.091907501,7.966715336,11.08026218,8.908909798,9.092863083,9.620842934,7.366840839,8.869807243
14.11278152,12.50852299,11.91567135,13.21677399,7.760459423,8.141330719,12.03207111,12.84975529,11.64082146,14.98106766,12.83020687,8.604568481,9.795395851,11.93982029
20.2462883,19.81303406,20.07162476,19.93712234,20.09744263,20.07795334,20.42442322,20.25902939,20.56503296,20.41450882,20.33124352,20.76828003,20.49089622,20.67522621
7.859395981,14.24564743,11.86722088,12.35206223,10.61109924,10.93999481,10.28963852,12.45113659,13.12622738,12.95265579,12.41199207,10.8918047,8.661161423,9.816776276
14.14915085,14.24821377,13.87115192,14.34017372,13.49849033,13.07225227,12.53987026,13.72014523,13.40813541,14.03105068,13.9872036,13.2319994,13.07422352,13.24118328
24.04541397,24.99182129,24.88866043,25.55861473,24.23791695,22.52719307,22.33788872,23.75773239,23.53066254,23.36810303,24.63755989,22.04109383,23.34513855,23.47656441
8.834978104,8.171103477,8.875006676,8.717323303,8.357757568,7.148146629,7.702694893,9.319264412,9.028439522,10.45025539,9.175861359,9.362786293,8.660374641,9.138036728
15.31897926,13.08328724,12.98609066,14.43199158,9.794094086,7.93897438,11.81063271,13.24789524,13.63357258,14.68441582,14.15720463,13.63820553,13.71681309,14.09972763
13.74622822,13.16273308,13.49588108,13.3353157,13.92892933,13.81127834,13.97444057,11.93249321,8.338909149,9.369094849,13.1335516,9.296136856,12.95130634,12.59897614
12.51754379,12.78591442,13.01807117,10.49206352,7.832754612,9.742154121,9.103833199,13.60828972,13.86772823,13.5171566,13.76370335,8.703280449,13.12464333,14.32702732
12.44042587,12.35572052,12.29359245,11.3340807,11.48612976,8.102373123,11.93624496,11.96984768,10.99174976,8.156734467,11.28706837,10.15081692,11.40863609,11.57271004
16.90250015,16.4633007,16.47281647,16.69306183,16.67482758,16.73980331,16.91999245,16.64713478,16.58316803,16.68361664,16.80654907,16.77492714,16.86734962,16.49734688
9.754040718,12.22701645,14.36602402,9.787540436,9.990744591,9.508674622,9.569893837,9.021028519,8.123613358,9.274841309,9.94377327,10.24680805,10.62751007,9.739835739
9.094249725,9.770372391,13.41671181,13.58443832,11.14446068,7.507947922,10.9991703,7.133944988,13.88152122,10.56753349,10.37319756,8.341098785,6.673302174,10.65327263
