NP_FM_1_1_50%,NP_FM_1_2_50%,NP_FM_3_1_50%,NP_FM_3_2_50%,NP_SM_1_1_50%,NP_SM_1_2_50%,NP_SM_3_1_50%,NP_SM_3_2_50%,NP_PM_1_1_50%,NP_PM_1_2_50%,NP_PM_3_1_50%,NP_PM_3_2_50%,NP_CM_1_1_50%,NP_CM_1_2_50%,NP_CM_3_1_50%,NP_CM_3_2_50%,NP_CTRL1_50%,NP_CTRL2_50%
489218.3521,1344712.259,148012.8051,10068.75111,3622563.107,1249264.333,23478.75052,8099.669624,567264.4645,376579.0244,34129.00228,2390.802845,537927.3304,252704.4244,1038.105889,3435.401338,127159.1222,37960.24751
7199.262432,35599.49837,8553.8974,12829.86303,86864.81668,5953.735352,1643.129444,1052.016846,10583.27803,2612.724289,611.4986877,949.4585696,14528.58451,681.7284546,798.3556014,1731.362549,1432.862732,920.1341164
281608.2811,651011.0839,2368.529175,22100.24113,855997.5317,285809.2855,93924.27014,3093.724415,31837.30155,338283.8549,49.68343864,NA,15588.46696,320366.6596,494.8628654,436.2987082,37172.91636,49307.90369
239901.6153,326324.1514,18688.75081,43155.08722,462523.3656,490713.8764,108021.9431,55320.09087,38676.32002,140486.5938,14424.12573,NA,11568.50002,148806.6892,6300.003829,50157.08566,20649.66226,34699.02972
229168.5591,1137067.7,1305863.534,125292.0998,1005396.346,1128455.994,74409.49242,36300.9318,1496783.855,545646.7461,623663.3626,115826.1287,1659396.604,160627.9821,269167.4531,30799.42868,110469.5626,130697.3963
99958.35334,110426.1117,145188.789,6185.520006,94967.17734,137841.8722,9340.665594,3776.088108,161872.6524,52985.23808,78469.94423,4389.017305,264427.4516,92231.70752,26868.56304,9796.992767,19650.18709,21243.16603
1256661.591,506594.9613,1.654375197,NA,23688.54357,41863.03846,1116.378118,NA,21924.96186,351530.4524,163.4853819,NA,1516.492706,575531.2302,853.4363101,5.769202386,377894.2029,8421.968618
203844.0873,83478.06537,339.3576535,10.18387096,NA,NA,776.3698032,NA,NA,43202.56537,577.9415283,NA,NA,95203.23104,27.97309349,218.2754946,69802.21531,NA
471191.0061,779062.4597,122.1173706,126.0345592,65488.63919,66500.80375,NA,NA,31143.62105,227829.855,173.060394,88.03753357,9911.21335,297434.4389,208.5476354,198.1387329,84512.35076,2663.232446
176611.7822,340726.4321,10859.80513,18954.2385,52781.63181,35544.01513,20927.58956,8702.416417,19935.79244,96279.782,8609.763363,931.9389539,8198.452032,102431.1845,33860.73835,9601.764843,40208.73496,59358.30699
75886.79625,526677.9833,34696.02531,2040.436488,771151.157,211123.2218,13799.55889,913.3546143,96119.22619,86832.07505,2951.93566,366.4951175,139735.2636,65770.47261,314.348182,227.9679359,20488.18066,7484.501218
35583.78241,287847.3355,11355.14849,783.5908291,425598.432,109980.0182,1446.903848,647.8018346,40381.06565,36062.59794,476.4594251,31.61641148,55549.73353,31157.96792,297.3817426,161.1490615,6092.041069,2639.825189
157578.3988,308559.1016,NA,NA,976303.9931,545037.2664,275.5045527,NA,13688.79827,147128.1809,NA,8.285475045,10271.20341,109115.5383,40.55070859,52.08719071,122885.5396,3171.956618
56216.84703,40259.37197,NA,102.6104441,335048.0399,304067.7638,613.7319832,NA,2670.935689,47559.94212,NA,90.22057652,1879.134209,32532.01364,NA,177.6610828,35612.52184,622.6281925
185228.4472,1455223.029,856261.7322,82014.1354,381206.5897,604326.0764,74693.25266,176863.6024,934358.0091,292372.7922,308807.9068,120865.3095,1666605.593,209206.4714,123778.047,146215.8298,55596.70958,52026.96176
867725.3123,520285.2005,8067.696208,5472.957384,975570.4918,1879726.685,6746.481155,5568.48458,43336.20778,639954.0964,3349.650072,8159.326655,54098.97939,511563.5049,2320.157962,27483.7264,156524.9436,13602.66613
279386.1954,184047.1098,36684.06268,16258.50366,343306.4402,682925.452,30313.79237,10434.27756,19086.86814,183003.9655,7325.450067,26343.16787,32015.58239,133405.7156,9692.652226,24862.71688,61882.44923,14319.79847
660141.5856,239022.8593,23666.41283,29071.9217,702326.0076,1446714.689,262753.8258,90858.80569,19179.79383,212423.8015,23230.52055,1685.147164,3184.32779,220561.6187,6904.523361,5143.193674,8513.321653,32154.51375
87797.57695,30132.513,12.83327955,583.3141348,111952.6939,264970.8806,41673.37551,7881.803166,333.4755578,21171.86516,15.1700132,110.3732348,187.7784798,27767.15512,23.17630642,1.52626317,6.18976826,494.6924798
135630.9122,1375681.986,937185.5215,24505.2906,534700.4165,667179.3712,78964.27801,33440.29716,756923.3249,239221.9855,270010.4037,54122.12169,2636221.012,120333.1558,75908.43365,25750.49044,45789.42409,30444.55488
29367.99376,675013.0129,419574.8169,5453.088653,223385.982,291024.6741,14459.04795,11333.24036,338284.9041,95382.95944,76481.46829,2732.89008,1008263.476,26551.86487,13695.72212,1130.137497,10411.86702,2058.558858
831763.0987,262426.4381,8931.318325,19368.71677,593146.0965,258405.6989,42029.14017,4326.689484,41561.78339,66883.79059,6327.84932,2232.282161,21462.79979,351587.4083,4605.805398,4387.889991,114962.5251,10924.26073
1098223.511,385810.3584,1460.415191,14011.73686,875837.9382,351678.6477,51889.883,1032.062904,42911.6892,82426.92373,1032.927442,564.9464713,18049.35923,464458.0049,809.8350398,2383.39059,166721.9353,14488.46752
206833.4817,461331.8779,151537.2092,32458.27931,510917.033,429335.5213,32412.31179,26187.60297,599017.9754,198077.6667,9106.854308,5621.470734,368609.9275,171938.5451,9345.248629,822077.638,53745.76321,13449.95026
30639.83665,111985.9485,22443.35011,2230.458608,126164.0455,90745.36428,3149.011521,7814.811159,150856.8153,42915.33717,1232.804907,0.033869956,70733.44391,34511.26928,202.3565392,726.9133113,1251.856912,536.6226769
458094.5019,513207.2435,1546.150692,285.3117981,584602.0772,610810.7664,673.3397686,249.6643499,31805.21135,377081.5859,227.4393619,57.60275218,11904.76302,374125.3071,NA,344.935337,30118.24341,403.2790313
28527.28009,85263.18484,2702.315028,2229.114182,111577.0501,102912.3384,3189.35096,3648.306823,845.0852867,50728.08465,3016.356873,1033.08836,864.2550547,72529.57091,999.4698503,125.671778,5271.555972,1749.314535
546589.1298,718961.1156,68359.27094,112119.8668,1269866.591,1830635.098,166516.8035,201034.8294,147925.4037,235615.789,67279.02937,45319.24875,83454.60631,229011.5976,59251.56964,82608.03064,644834.5017,19962.68431
29117.10503,66922.69845,NA,378.0335895,121832.701,174528.478,334.1135998,1057.519592,174.198737,12978.42215,468.8074563,360.5374998,256.2370038,9093.39332,NA,361.9106348,7625.431134,680.2987715
184367.2277,367523.8248,35614.30068,3012.767381,409900.2125,337147.7449,875.1896188,606.5647356,154864.5707,211221.744,5589.469078,307.4771053,225789.2596,30438.38668,341.6079685,503.3227608,27329.31815,4631.688814
119420.4041,300069.8997,39357.62661,5115.551257,395285.1308,308661.6562,5113.727447,4311.14457,152737.5485,108033.4925,12119.92711,6959.739327,293622.2974,35241.90072,6165.03581,8374.706689,44221.27222,2099.11858
998101.0457,392603.4945,6930.35626,5945.244996,2089552.476,2386737.396,5816.133234,5208.308503,28854.46007,615252.6572,7091.739277,4274.883776,12918.49941,230845.5873,3765.411244,6944.040401,461605.3846,2536.767899
293446.2144,62511.14255,3734.668066,7846.418881,402520.5559,492332.668,372.8945695,2949.19951,7521.583764,133318.2503,1877.639671,2314.92652,7056.96568,48730.23598,2173.191472,2689.676218,66122.85802,2427.539799
211463.4916,75324.85094,2965.879214,1339.346066,255338.6338,436537.6144,30880.63606,1722.497276,13678.55047,139652.7583,813.6514345,997.5657046,1889.56013,676359.7885,1401.939439,2282.812294,21091.94314,16198.15041
327386.5365,1016019.658,11139.09418,10248.73429,629865.7832,782611.4689,4306.207725,10737.75047,39829.57314,267652.5566,5772.410396,2046.232024,49101.35589,96372.67464,2684.439124,3671.507654,61127.27996,6106.499541
NA,38232.94429,218.0814438,NA,37283.0542,24131.19237,NA,NA,403.4547227,663.4653586,NA,4.666854423,NA,NA,NA,278.0465345,504.4732285,1344.319371
245416.4863,169087.1174,57672.66985,74713.18657,338191.8052,388845.988,169048.4139,78913.68544,116991.6851,155621.2025,61714.62226,40716.10508,68045.7181,309965.833,66435.19086,8701.982665,51842.00713,100205.1754
42067.57295,34622.62189,3708.460393,11444.331,90880.83562,121466.7875,47406.45142,14870.89272,12972.70749,25797.52103,10063.60044,709.8694322,2453.518593,83209.26495,1895.748404,489.199621,1357.83424,14621.75727
65183.33059,715364.9744,188578.6439,10125.11591,269657.6065,558874.9754,14334.94319,13716.70292,543098.3986,207882.5668,142820.6399,14932.1715,1227245.279,74001.95825,39296.95724,4154.574431,32151.47009,56275.00212
229615.2676,93786.24004,8025.351262,28744.03972,177355.6414,279396.6272,117713.2653,40153.59243,6982.740269,325099.2883,784.5763474,390.44647,2.514202526,690879.2146,2609.27037,381.6541786,18637.85959,20127.80676
337782.9494,321330.693,286.5793867,658.9105611,63843.54405,114254.8437,2152.083048,230.8890479,19141.92183,168743.2624,4835.006907,124.2895656,1557.258434,564607.2896,5270.207077,3256.937327,68320.81961,5301.029527
66382.65675,351881.7435,1006889.861,42585.59864,302892.4764,236557.8271,105703.0516,36668.12889,137777.5845,67125.34081,21654.41622,2245.791058,194302.3219,19446.57753,60343.78949,9961.196772,6116.982694,4348.905014
247117.1989,820547.3953,32824.29502,28726.74389,1306053.478,467172.1749,14255.12682,1841.391792,260303.1218,296272.04,8224.904466,10189.41645,314936.3933,265086.6661,3233.146025,12380.30608,37971.95983,17993.41672
151534.3975,107021.4264,7235.310396,3652.012328,220710.8251,229613.6357,4413.176696,3029.32881,8407.001332,125531.0548,6218.645964,15239.17518,3151.215619,148685.7034,3665.281566,21637.97365,53880.40015,2634.979729
120044.5765,91909.1022,4168.421554,1867.259487,229036.2474,159752.6561,5287.954992,860.0731146,11331.45531,123033.7021,3761.925999,214.4809341,1770.208767,154269.42,1903.620009,1215.644223,93381.90816,8559.54616
134299.1811,536876.9528,70040.87239,4140.336168,539236.4047,407806.6457,12192.97506,10810.52257,192034.3913,221069.371,7805.398796,9645.743597,135744.7306,171594.6803,7039.066341,4687.727347,43824.10857,28350.87816
1133.820738,34184.42016,423.0145314,983.707451,5007.061821,51696.38091,1925.103265,1638.27053,11871.77732,6910.973016,1184.556535,2655.890849,2167.15964,5094.553845,3524.165886,5073.192481,331.4452763,574.0984501
37232.05192,362558.8228,509464.0871,53621.01463,594581.6082,244295.0997,131264.6186,2283.595049,226820.409,72432.86381,8312.257296,3883.73679,282984.6235,13337.60086,2128.986878,892.5343965,8742.296602,3305.341255
21894.22431,397471.83,71867.9619,1036.539627,133058.6043,199073.6779,4607.769421,1284.084683,320535.0292,117545.6143,59015.23076,6308.36977,670792.964,14750.91128,14098.92695,487.6480672,9870.089773,29801.74143
1300.82553,56112.87858,13439.24332,396.5247498,8432.569098,7268.017634,3249.002607,468.0835419,38913.07487,9373.682539,5432.381007,4698.895474,116725.2702,1060.600741,2338.905177,3928.441756,1692.295514,660.2689209
470623.8961,866756.1455,24856.73774,45747.52813,183236.2466,492439.4058,439.3201129,954.8217751,16261.42465,156562.9727,506.894165,1575.106937,6590.825765,402286.9491,1426.174796,661.8782222,55691.78521,2545.787486
45974.02618,138131.3677,6469.391082,4556.625926,23572.11918,49514.84573,4829.605641,NA,4493.075634,25827.21441,595.5364315,5054.319074,10212.39302,70309.0525,774.4044888,3508.21373,3692.622779,4242.174489
13065.11798,14687.30124,1604.894034,2306.343193,147971.8211,115377.2358,2316.765681,2715.975745,10588.45977,17890.0552,413.4175108,4143.130118,6380.682532,32437.9071,46.71180428,1209.552497,5667.408697,2865.940437
74996.21945,198431.581,358327.8031,23683.75703,218022.6812,178656.0119,890.0654241,80.79661732,172336.9959,81611.33078,25.88224622,52.92624849,140847.7979,30396.97054,484.0188232,172.6369796,16923.9789,936.7292584
47145.08789,290267.1461,664865.4376,77168.82758,472846.3167,293311.9785,70177.12542,35909.31548,313276.2214,85920.35001,28074.80659,7919.54333,288146.2224,29896.50088,73805.37531,18428.47067,8892.312236,19942.08849
12688.55186,51735.34729,161950.048,14195.44176,95501.42892,72137.86662,14984.91878,8212.350532,70827.77642,10717.36693,1846.928253,240.5928313,74283.35974,4482.432536,14735.78633,2196.828299,1605.593315,1212.853326
47576.37013,269599.8629,10609.79998,1097.86046,273711.7531,272812.3987,9079.270152,1607.635994,120934.3627,93601.32049,8990.367537,1362.317615,241852.6955,22493.40959,3293.2681,55803.4139,28874.19846,6028.623844
45974.32328,248438.3658,3088.376375,461.134824,237853.1,227248.6842,5434.873051,NA,102186.9258,77084.17726,5507.94435,377.8472137,222448.5493,18786.79769,430.6945596,48004.26648,27850.97451,1880.013103
296388.7882,181913.1333,22042.62113,6900.841022,461487.1553,615755.5713,11010.24526,18539.69067,15879.9353,150625.8821,2137.573214,12085.97298,8286.729393,222525.6017,10564.53932,9103.594125,57847.63179,20693.63892
230220.6894,315332.9879,NA,NA,107890.7501,168209.7164,1509.743151,13.76715297,5054.059899,72358.60391,NA,NA,NA,94711.27866,391.4920546,535.8016976,25472.29686,305.9709996
174464.0135,61490.85183,55081.3103,90407.48596,113230.3369,157436.391,27468.28032,9325.277706,152469.0419,55531.11494,37953.56216,4571.670256,159168.6052,106718.6668,4233.591141,1219.016656,133872.1522,99323.85941
104775.866,84454.75572,44638.96696,81308.84421,45319.30848,55811.56488,6199.176726,4100.869564,142843.5583,48057.45995,19604.58164,4415.437738,131201.4357,57470.93759,7075.699034,2592.671089,68257.68044,85781.50473
70099.92568,10166.96847,15240.41835,34502.84604,24148.06017,36847.15778,2633.877996,2826.230714,44575.39477,12623.20889,5642.888236,1902.405686,53236.46084,13708.1578,3121.167237,155.6504492,48965.01221,39977.9477
101474.6205,54456.20238,30447.36072,86615.14099,70595.23569,81415.30171,6414.872255,3695.79635,104078.8667,43240.65601,38237.62135,1189.897208,110151.3568,39323.66196,2304.50064,1859.428316,79444.66081,62154.37344
79370.95923,30062.26922,14981.15512,78529.8955,38036.85431,66312.53888,6494.650799,3573.237363,88071.32701,23736.0183,22110.13393,1424.207052,96646.13399,22867.28725,1731.591151,1225.968216,46294.12598,61736.51686
39557.96239,17959.13987,10833.43652,43492.94235,10056.74124,21181.81453,2711.913346,791.0411702,56844.06552,5483.981506,8712.213699,523.199644,53891.91157,13423.96353,584.9988237,1226.743547,36057.64076,43944.30385
29714.04849,NA,406.0211419,23952.46666,NA,9879.214062,NA,306.60408,16302.19305,1824.371676,NA,1330.859898,19826.68616,7485.481855,NA,884.2532753,16758.02651,24591.6373
3813.373164,417.3627927,1422.412417,NA,617854.5436,733.8357845,960.0912134,593.9100818,44.0438989,550.7422999,273.5233704,193.1520067,1490.751404,189.0157788,491.4735704,705.5297121,NA,448.3806722
NA,551.6621714,NA,NA,236.1219525,195.2067618,69337.57119,591.3331743,178.6700189,1917.573902,101.642171,6.374906123,2293.761863,NA,NA,323.8838808,3273.182627,1589.544064
26592.264,196001.5252,4564.53917,NA,225201.9877,71480.28591,478.2357653,157.8910189,25589.02857,25886.37763,2262.792378,1145.937483,48469.56886,13681.68417,809.5020006,161.8605231,10807.44359,627.8628589
10479.18157,309987.7311,115358.5352,25720.16166,122401.8774,186611.6072,33293.49832,35596.3722,267527.27,18107.78488,76006.70291,27360.36126,551714.5466,7156.67716,19592.53233,8227.068661,18415.22857,23279.36875
10479.18157,309987.7311,115358.5352,25720.16166,122401.8774,186611.6072,33293.49832,35596.3722,267527.27,18107.78488,76006.70291,27360.36126,551714.5466,7156.67716,19592.53233,8227.068661,18415.22857,23279.36875
58454.3006,125591.8965,712.9222752,49.75041279,233265.0272,212830.1573,79.86693044,60.01101187,65831.53841,132732.7013,239.5188235,196.497347,26682.84369,151368.044,135.4535091,414.7357507,8600.196912,1998.03704
39765.58663,75790.34668,2880.155342,1670.660914,129528.0734,102519.3929,2197.809879,3227.315186,45111.41837,70697.48644,955.058748,853.1742947,23754.85982,69437.10413,8218.29586,22507.09258,12683.9885,4797.000245
30548.64508,137415.0262,258930.4327,20141.19207,192773.6898,104634.7426,10933.18506,54942.95132,80825.79322,17285.47118,6542.959666,3760.810043,98677.33526,13807.61251,21244.0167,1944.781334,13283.36503,3842.81611
139089.9076,64082.44857,51937.2724,47211.07671,192174.1517,662828.4983,126456.2228,189121.1383,15501.60189,45435.36107,25258.07759,126507.5329,37648.69558,42106.05334,31165.95346,58509.06935,12493.23677,15728.18269
224540.7497,102548.8216,2548.981679,1724.759571,476081.6069,559900.3874,4525.134259,3139.897222,973.6959229,128876.0953,4064.579679,3476.899657,1503.535132,37593.13275,2877.943455,2083.565964,76384.64318,717.5030169
12021.72786,121453.0602,854857.5723,68983.65871,183001.1197,86731.78996,37825.22859,26170.341,53917.30455,10463.57645,6050.903345,5844.778096,74904.57499,8344.4597,49234.72858,7968.681048,2311.262631,2317.721668
10780.97102,117199.0777,724958.3843,65072.12566,190720.4484,74849.61982,34960.17977,14815.13588,46240.90603,10268.95454,8411.578423,9407.699549,47604.79473,4143.293438,46524.11938,3307.082455,1367.311963,2339.446729
123530.3116,24791.0642,1338.223496,3587.150471,157789.4182,361447.5026,76159.62767,25344.58839,1665.336765,39495.75371,947.3268495,155.4335692,821.852368,42583.12446,NA,431.1338695,921.9782475,1932.916122
33412.72783,57956.19932,5668.072123,251.6032028,134386.737,85640.34592,431.4527568,214.1897198,1424.36201,25914.4418,NA,131.451789,815.0568086,22042.7726,94.65827245,39.13193203,15571.12381,648.1588137
21538.01479,128696.1684,844.9525369,115.8119674,120649.1381,141712.0105,2698.768437,211.0963148,73480.18346,27829.27811,307.0159863,63.15311255,120226.0995,10651.82402,NA,314.6861641,10266.14404,547.8180836
5716.351419,55981.24892,NA,846.0817165,88100.02575,71278.97423,3209.547132,821.218122,23434.90259,23388.54655,1051.302296,1209.315901,52815.24146,6938.61894,345.3238577,1640.975675,3330.708604,378.5450735
5466.297527,113725.4253,129225.2649,20342.89165,191438.9235,66713.45776,35348.492,5125.289997,45978.08461,6035.769848,2570.281661,8223.680092,16722.82581,2665.255417,3107.894436,1930.34099,2792.049103,2821.512282
52865.00166,90783.57334,3900.773545,1398.272918,150788.3046,188341.7431,1025.895225,238.3197013,11211.1528,48838.49454,486.0305024,523.5277389,13025.40018,57964.61337,1076.816357,1017.971418,14099.89001,4782.380309
4683.471734,77632.23148,394309.7501,49544.85241,119046.236,57195.42429,11354.13453,11285.50872,32602.6881,7494.012988,4292.61146,3901.391097,42509.79751,4555.904558,14952.60743,952.5708215,2005.525777,2870.090098
5413.514155,53450.96952,35227.71257,2084.385404,9686.207009,26721.17039,4083.679723,240.85781,55752.80543,14002.20328,10885.01734,790.2660042,114814.5837,6847.895222,4066.565572,349.9814935,2338.925523,3852.949167
1238.758737,25966.33354,7829.668657,1028.894806,2339.687665,8786.010015,364.7841567,2177.120859,23880.47864,2645.49061,5563.182652,1193.110001,51400.60076,3118.236418,3306.272951,840.9934866,936.1752169,2558.476837
38799.82071,322121.9489,5769.454402,3898.073366,319163.789,206688.9083,11172.76725,2026.721389,224841.924,165479.0769,2496.892479,42335.58157,256746.4029,55913.18163,3946.297504,17570.60625,35879.85943,10468.9811
39801.66414,89254.63719,NA,NA,168187.2036,309859.241,NA,213.897395,1387.094298,36278.14529,9.074238732,138.6238332,226.5462723,14330.39102,222.8415036,308.3567595,10953.33732,161.7357242
125216.4306,7960.205088,6508.666659,1211.308851,145013.0896,128835.1423,854.4404725,195.6102287,10952.01087,21307.50417,1124.407814,1058.215967,8035.013293,267053.6599,672.0875353,475.6746643,43068.34589,6596.175511
39163.51767,6965.763574,4185.528811,5371.681734,19888.43512,31871.16894,2793.124558,4312.258991,6107.525111,48172.65035,1431.99672,6636.652405,2575.848366,270266.2179,3410.828422,4622.328887,7126.716203,1907.556188
15828.86033,98171.63046,648.5667613,10655.61059,31806.35893,131947.9404,5849.11262,205.4349787,782.1734566,14102.15852,22046.81735,1593.460102,148.3204699,1370.495804,793.6451935,253.5246803,5518.163287,251.4376112
11050.69768,174522.138,19810.89469,10204.73303,63891.15876,70288.38439,4118.623486,2626.667367,134915.7532,22767.28802,10574.08381,4777.521654,219497.725,11129.82443,1733.695251,3056.523053,11376.783,20940.43219
29315.31166,129057.6359,837.1943473,NA,337492.4821,99585.06883,746.2945051,1166.361365,46078.42178,34552.64226,NA,506.7864641,42381.32524,44413.26896,569.0000833,1452.362,6998.634689,390.0223412
13413.57361,91447.44143,72696.79624,341.9137594,31646.13052,43541.49384,1716.232503,4196.504805,61230.27735,29041.14847,20209.79746,290.8362585,129614.4366,19311.89297,11809.43946,149.5283037,2737.635104,11142.94597
5727.369054,72550.29611,1364.851687,1175.471283,116562.7323,59480.17421,1384.681454,14695.27321,28497.94003,17981.41352,1468.569876,191.6973036,37596.1353,5721.988583,8824.448228,30911.73423,20151.42128,2209.887924
56293.54606,82090.74746,3923.873075,9509.095791,176508.6676,88703.95459,15098.8962,3870.824098,7451.655062,27298.54366,2339.869459,4693.858097,2898.826157,61169.67263,4207.81967,4251.97518,38084.86929,4368.741016
56293.54606,82090.74746,3923.873075,9509.095791,176508.6676,88703.95459,15098.8962,3870.824098,7451.655062,27298.54366,2339.869459,4693.858097,2898.826157,61169.67263,4207.81967,4251.97518,38084.86929,4368.741016
49537.32614,36917.34916,NA,17049.26071,57177.05126,7292.141151,4654.567776,2036.948886,3635.089105,39141.05589,944.7523566,646.0519123,5145.194762,101161.9136,4743.29227,6380.305994,8962.090163,7522.298168
17111.28555,767.745207,1508.412293,967.7480999,892.6465655,1507.141473,947.0240946,291.5439631,754.7024529,15004.5506,167.6108192,1562.255658,604.2785473,161158.8818,1800.196215,1336.74643,3830.175759,1937.031324
6195.269872,447.5838216,NA,NA,71.03907914,25.43768923,27.28097027,11.53206266,219.7239331,8856.452741,101.6851365,377.6620939,NA,118502.2806,NA,NA,2726.890309,4.680063206
37573.05391,25520.66489,5072.330921,27230.57453,294707.0643,79059.36355,4660.147785,7826.116189,2619.298047,12728.42479,3143.097313,2745.710024,4772.742747,17403.56012,630.6368534,2699.485634,12971.18859,2493.739768
5197.954677,45915.60499,308903.0571,8730.387983,114746.0022,18820.7937,20509.61092,2545.03479,4266.312188,11660.99175,5427.16049,6467.942511,27425.17094,5548.759002,8087.282723,3593.680836,1905.500781,5700.683664
6216.560402,49212.20636,NA,NA,51082.58927,30659.37182,46.58549498,282.7710546,21877.76525,10061.00686,378.1425503,427.1868733,47984.33605,1887.003734,357.6682281,NA,1035.19009,NA
