Intensity,Intensity L,Intensity H,Intensity A,Intensity L A,Intensity H A,Intensity B,Intensity L B,Intensity H B
149710000,88427000,61282000,73916000,51123000,22793000,75793000,37304000,38489000
32961000,16279000,16682000,32961000,16279000,16682000,NA,NA,NA
158620000,108130000,50488000,73067000,49636000,23430000,85550000,58493000,27058000
14353000,12282000,2070500,14353000,12282000,2070500,NA,NA,NA
1891400000,1238900000,652470000,1385500000,979140000,406390000,505860000,259790000,246080000
182320000,118250000,64068000,81064000,56204000,24860000,101250000,62047000,39208000
3568300000,2278500000,1289800000,1981300000,1204800000,776530000,1586900000,1073700000,513260000
NA,NA,NA,NA,NA,NA,NA,NA,NA
57347000,30380000,26968000,NA,NA,NA,57347000,30380000,26968000
62653000,35575000,27079000,62653000,35575000,27079000,NA,NA,NA
8062000000,5073200000,2988800000,4077100000,2454600000,1622500000,3984900000,2618600000,1366300000
1409300000,990910000,418420000,1135800000,840740000,295020000,273560000,150170000,123400000
31776000,20994000,10782000,NA,NA,NA,31776000,20994000,10782000
7763200000,4765300000,2997900000,5187700000,2999200000,2188500000,2575500000,1766000000,809440000
NA,NA,NA,NA,NA,NA,NA,NA,NA
11221000,11221000,NA,11221000,11221000,NA,NA,NA,NA
61892000,57211000,4681100,61892000,57211000,4681100,NA,NA,NA
451400000,257380000,194020000,266220000,154150000,112080000,185170000,103230000,81942000
NA,NA,NA,NA,NA,NA,NA,NA,NA
30045000,30045000,NA,30045000,30045000,NA,NA,NA,NA
1346500000,889090000,457370000,626640000,437290000,189350000,719830000,451810000,268020000
334640000,225630000,109020000,210360000,147620000,62738000,124280000,78005000,46278000
NA,NA,NA,NA,NA,NA,NA,NA,NA
7241900000,6928100000,313800000,5047800000,4766000000,281810000,2194100000,2162100000,31992000
9087200,5418000,3669200,9087200,5418000,3669200,NA,NA,NA
6146900,2302900,3843900,6146900,2302900,3843900,NA,NA,NA
81390000,56783000,24607000,68916000,45986000,22929000,12474000,10797000,1677200
1717600000,938190000,779380000,993150000,362080000,631070000,724420000,576100000,148310000
NA,NA,NA,NA,NA,NA,NA,NA,NA
348780000,190200000,158580000,257140000,144740000,112400000,91641000,45460000,46180000
179180000,97225000,81952000,91418000,54337000,37081000,87759000,42888000,44871000
584660000,357240000,227420000,341740000,158260000,183470000,242920000,198970000,43946000
46073000,46073000,NA,NA,NA,NA,46073000,46073000,NA
25460000,10945000,14515000,25460000,10945000,14515000,NA,NA,NA
382280000,139960000,242320000,369090000,126770000,242320000,13193000,13193000,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
443260000,294520000,148740000,354650000,239710000,114940000,88611000,54810000,33801000
22231000,17904000,4327500,NA,NA,NA,22231000,17904000,4327500
35153000,21353000,13801000,NA,NA,NA,35153000,21353000,13801000
4132000000,2423200000,1708900000,1997300000,1135900000,861470000,2134700000,1287300000,847390000
2139100000,1267200000,871890000,1306600000,751670000,554890000,832550000,515550000,317000000
15914000000,9687400000,6226700000,7975200000,5457400000,2517800000,7938900000,4230000000,3708900000
10574000000,7094800000,3479400000,2814600000,1613800000,1200800000,7759600000,5481000000,2278600000
76802000,56774000,20028000,NA,NA,NA,76802000,56774000,20028000
551100000,315910000,235190000,500330000,270640000,229690000,50763000,45272000,5491000
152450000,87937000,64517000,120890000,68036000,52851000,31568000,19901000,11667000
53795000,13779000,40016000,NA,NA,NA,53795000,13779000,40016000
NA,NA,NA,NA,NA,NA,NA,NA,NA
10609000000,6045800000,4563400000,7035000000,3649800000,3385300000,3574200000,2396000000,1178200000
139000000,95537000,43460000,139000000,95537000,43460000,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
474240000,474240000,NA,NA,NA,NA,474240000,474240000,NA
120510000,87613000,32899000,120510000,87613000,32899000,NA,NA,NA
579300000,384550000,194750000,440480000,288350000,152130000,138820000,96203000,42622000
2973600000,1750700000,1223000000,1592400000,903900000,688520000,1381200000,846780000,534430000
68202000,47120000,21082000,NA,NA,NA,68202000,47120000,21082000
458610000,335350000,123260000,418670000,313820000,104850000,39936000,21525000,18411000
25440000,17984000,7456100,NA,NA,NA,25440000,17984000,7456100
NA,NA,NA,NA,NA,NA,NA,NA,NA
173740000,127770000,45968000,82944000,60533000,22411000,90799000,67241000,23557000
234540000,151260000,83284000,145740000,91943000,53797000,88805000,59318000,29487000
270560000,185680000,84878000,169680000,96416000,73264000,100880000,89263000,11614000
57016000,9284100,47732000,NA,NA,NA,57016000,9284100,47732000
308530000,159370000,149160000,275890000,134820000,141070000,32637000,24551000,8086000
NA,NA,NA,NA,NA,NA,NA,NA,NA
171020000,94266000,76756000,82841000,39021000,43820000,88181000,55246000,32936000
3848400000,2345600000,1502800000,2128400000,1411800000,716520000,1720100000,933770000,786300000
106940000,74094000,32850000,106940000,74094000,32850000,NA,NA,NA
3117900000,1945900000,1172000000,1998100000,1263500000,734620000,1119800000,682420000,437410000
334010000,201660000,132350000,62674000,42311000,20364000,271340000,159350000,111990000
9648800000,5956000000,3692700000,5058000000,4188300000,869700000,4590800000,1767800000,2823000000
13001000000,7125400000,5875800000,7965100000,3934300000,4030800000,5036100000,3191200000,1845000000
27792000000,15036000000,12756000000,14434000000,8217000000,6217000000,13358000000,6819500000,6538500000
1947400000,1103200000,844190000,1673300000,946410000,726930000,274010000,156750000,117260000
25268000000,16727000000,8540300000,11523000000,7039600000,4483800000,13744000000,9687900000,4056500000
12069000000,6786800000,5282400000,7144600000,3274100000,3870400000,4924700000,3512700000,1412000000
21689000000,13165000000,8524100000,11770000000,7813000000,3957300000,9918400000,5351600000,4566700000
477480000,289890000,187590000,211370000,116400000,94974000,266110000,173490000,92615000
279190000,184980000,94215000,134360000,110560000,23806000,144830000,74420000,70409000
2835000000,1724800000,1110200000,1479600000,1014100000,465500000,1355400000,710790000,644650000
1471800000,837390000,634420000,843040000,534980000,308060000,628760000,302400000,326360000
1325900000,719850000,606020000,876030000,427460000,448570000,449830000,292390000,157440000
180010000,115540000,64474000,136560000,91466000,45094000,43453000,24073000,19380000
2345200000,1572400000,772810000,1465900000,1254600000,211350000,879320000,317860000,561460000
1659500000,626410000,1033100000,1340500000,507840000,832670000,319030000,118580000,200450000
43691000000,23729000000,19962000000,31514000000,16500000000,15014000000,12177000000,7229000000,4948400000
16080000000,9125900000,6953800000,9453900000,5354400000,4099600000,6625700000,3771500000,2854200000
2005600000,1237100000,768460000,1439300000,889780000,549490000,566290000,347330000,218960000
8983500000,5875300000,3108200000,5014100000,3493800000,1520300000,3969400000,2381500000,1587900000
4573700000,2911800000,1661900000,3034700000,2229900000,804810000,1539000000,681850000,857140000
156970000,89108000,67861000,43834000,25187000,18648000,113140000,63922000,49213000
4388700000,2670600000,1718100000,2394800000,1390300000,1004500000,1993800000,1280300000,713540000
96057000000,52410000000,43647000000,56142000000,28330000000,27812000000,39915000000,24080000000,15835000000
243370000,160630000,82743000,122300000,74673000,47629000,121070000,85959000,35113000
251340000,129660000,121680000,189210000,87639000,101580000,62128000,42019000,20109000
2637700000,1880400000,757330000,1679600000,1329500000,350190000,958080000,550950000,407140000
1.12E+11,58922000000,53463000000,69986000000,37994000000,31992000000,42400000000,20928000000,21472000000
108240000,70308000,37932000,108240000,70308000,37932000,NA,NA,NA
12977000000,7077600000,5899300000,12210000000,6751700000,5457900000,767260000,325840000,441430000
99523000,89364000,10159000,99523000,89364000,10159000,NA,NA,NA
1129600000,650820000,478750000,918700000,510100000,408600000,210870000,140730000,70148000
14653000000,7686600000,6966500000,8374900000,2754700000,5620300000,6278200000,4932000000,1346200000
25383000000,15446000000,9936700000,14161000000,7605500000,6555800000,11222000000,7840600000,3380900000
212330000,121010000,91328000,134700000,59395000,75309000,77629000,61611000,16018000
4532200000,2673400000,1858700000,1877100000,831300000,1045800000,2655100000,1842100000,812980000
822250000,583200000,239040000,805580000,578310000,227260000,16670000,4889200,11780000
276510000,184750000,91756000,76872000,58704000,18167000,199630000,126050000,73588000
3616700000,2575600000,1041100000,1237400000,650390000,587060000,2379300000,1925200000,454020000
168310000,93992000,74314000,46485000,30747000,15738000,121820000,63245000,58576000
2115900000,1477300000,638530000,824900000,465160000,359750000,1291000000,1012200000,278780000
5228800000,3750900000,1478000000,1814400000,629340000,1185100000,3414400000,3121500000,292890000
3154800000,1959000000,1195800000,1811100000,1150400000,660710000,1343600000,808540000,535100000
5530400000,3783200000,1747200000,2985000000,2170800000,814240000,2545400000,1612500000,932930000
6697700000,3888000000,2809700000,3892500000,2109800000,1782700000,2805200000,1778200000,1026900000
22910000,16173000,6736800,22910000,16173000,6736800,NA,NA,NA
71406000,42631000,28775000,71406000,42631000,28775000,NA,NA,NA
10135000000,5985500000,4149200000,7087500000,4401900000,2685600000,3047200000,1583600000,1463600000
24794000,8579500,16215000,NA,NA,NA,24794000,8579500,16215000
3926100000,2210400000,1715700000,2720300000,1259100000,1461300000,1205800000,951360000,254420000
753510000,399550000,353960000,227140000,147190000,79946000,526370000,252360000,274010000
2690100000,1638400000,1051700000,2029800000,1262300000,767430000,660290000,376060000,284230000
28599000000,17208000000,11391000000,16585000000,10498000000,6086700000,12015000000,6709800000,5304700000
398120000,290330000,107790000,218000000,162680000,55324000,180120000,127660000,52463000
11283000000,6070100000,5213400000,7160500000,3150200000,4010300000,4123000000,2919800000,1203100000
55297000,27718000,27579000,55297000,27718000,27579000,NA,NA,NA
2339700000,1494700000,844930000,1316100000,876280000,439850000,1023500000,618460000,405080000
4712600000,2983000000,1729500000,2414100000,1780400000,633680000,2298400000,1202600000,1095800000
111600000,87658000,23947000,38183000,28431000,9752200,73422000,59228000,14194000
1329900000,883970000,445970000,989110000,644410000,344700000,340830000,239560000,101270000
62273000,42484000,19789000,62273000,42484000,19789000,NA,NA,NA
202510000,119180000,83321000,78628000,51642000,26986000,123880000,67542000,56335000
263910000,192230000,71685000,158890000,102720000,56165000,105020000,89503000,15520000
122240000,87315000,34925000,NA,NA,NA,122240000,87315000,34925000
224160000,142850000,81305000,119760000,86522000,33238000,104400000,56331000,48067000
49746000,32085000,17661000,35207000,21819000,13388000,14539000,10266000,4273400
209690000,148050000,61640000,88187000,65722000,22465000,121500000,82328000,39174000
12045000000,7999000000,4045600000,5123400000,2884300000,2239100000,6921200000,5114600000,1806500000
6341900000,4002800000,2339100000,3713900000,2484900000,1229000000,2628000000,1517900000,1110100000
933630000,666900000,266730000,868980000,625980000,243010000,64643000,40927000,23716000
133870000,29696000,104180000,133870000,29696000,104180000,NA,NA,NA
1102100000,708160000,393990000,237160000,118230000,118930000,864990000,589930000,275060000
163980000,96682000,67294000,117890000,56797000,61088000,46091000,39885000,6206000
2117300000,1353500000,763810000,952620000,556620000,396000000,1164700000,796870000,367810000
582430000,312480000,269940000,372110000,230850000,141260000,210320000,81637000,128680000
1128400000,652000000,476380000,656440000,223630000,432810000,471930000,428360000,43566000
7831900,4718800,3113100,NA,NA,NA,7831900,4718800,3113100
147690000,86427000,61267000,64918000,40257000,24660000,82777000,46170000,36606000
880280000,494270000,386010000,528360000,366130000,162230000,351920000,128140000,223780000
122630000,92870000,29762000,110640000,84929000,25713000,11990000,7941400,4049000
1359000000,914810000,444170000,942480000,647940000,294540000,416510000,266870000,149640000
29647000000,16837000000,12810000000,15638000000,7290200000,8347400000,14009000000,9546800000,4462700000
3488600000,2386800000,1101800000,1545900000,1132700000,413160000,1942700000,1254000000,688670000
1827300000,1203100000,624200000,982380000,562550000,419820000,844880000,640500000,204380000
11909000000,7178200000,4731000000,7209400000,4085100000,3124300000,4699800000,3093100000,1606700000
1039700000,622240000,417500000,530770000,226410000,304360000,508970000,395830000,113140000
3627000000,2234100000,1392900000,1753000000,900840000,852150000,1874000000,1333300000,540720000
30436000,6909600,23527000,NA,NA,NA,30436000,6909600,23527000
52095000000,28638000000,23457000000,27964000000,13810000000,14153000000,24131000000,14828000000,9303800000
1005200000,662490000,342710000,766200000,550470000,215730000,239000000,112020000,126980000
8709300000,5560700000,3148600000,4284900000,3394200000,890720000,4424500000,2166600000,2257900000
3310800000,1616400000,1694500000,1216900000,561390000,655530000,2093900000,1055000000,1038900000
1307200000,805780000,501440000,797610000,531160000,266450000,509600000,274620000,234990000
1514800000,995790000,519030000,572060000,260980000,311080000,942760000,734810000,207950000
721830000,490250000,231580000,327730000,187350000,140380000,394100000,302900000,91205000
1725300000,1066400000,658910000,1044200000,636230000,407980000,681110000,430180000,250920000
332750000,259530000,73213000,302570000,235810000,66763000,30176000,23727000,6449800
637040000,364510000,272540000,294710000,204850000,89858000,342340000,159660000,182680000
7668300000,4457800000,3210500000,4954100000,2606300000,2347800000,2714200000,1851600000,862610000
1790300000,1290300000,499940000,1354400000,929560000,424870000,435830000,360760000,75071000
2413200000,1618800000,794380000,920420000,549770000,370650000,1492800000,1069100000,423730000
3705600000,2075500000,1630200000,2404200000,1383200000,1021000000,1301400000,692230000,609160000
7114300000,4325900000,2788400000,3509900000,2076800000,1433100000,3604300000,2249100000,1355200000
521320000,280860000,240460000,95128000,58788000,36340000,426190000,222080000,204120000
3125300000,1901900000,1223400000,1989800000,1240900000,748880000,1135400000,660960000,474480000
968260000,638510000,329750000,610910000,547220000,63689000,357350000,91292000,266060000
1199300000,608860000,590470000,847010000,338920000,508090000,352310000,269930000,82378000
126320000,88011000,38308000,83121000,75693000,7427700,43198000,12318000,30880000
2612500000,1654700000,957820000,1818200000,1347500000,470690000,794300000,307170000,487130000
1551800000,875470000,676310000,851740000,384330000,467410000,700040000,491140000,208900000
85315000000,50532000000,34783000000,50337000000,29997000000,20340000000,34978000000,20535000000,14443000000
2397700000,1516200000,881430000,2010600000,1265200000,745390000,387070000,251030000,136030000
