Norm Abundance: 126 set 1,Norm Abundance: 127 set 1,Norm Abundance: 128 set 1,Norm Abundance: 129 set 1,Norm Abundance: 130 set 1,Norm Abundance: 131 set 1,Norm Abundance: 126 set 2,Norm Abundance: 127 set 2,Norm Abundance: 128 set 2,Norm Abundance: 129 set 2,Norm Abundance: 130 set 2,Norm Abundance: 131 set 2,Norm Abundance: 126 set 3,Norm Abundance: 127 set 3,Norm Abundance: 128 set 3,Norm Abundance: 129 set 3,Norm Abundance: 130 set 3,Norm Abundance: 131 set 3
38.33645248,46.09751511,58.99694443,25.06717491,27.40141296,29.76030731,17.38168907,47.28580856,38.84866714,34.84082413,37.5908432,13.44416523,11.80000019,34.39712524,13.60639954,8.653882027,33.50574493,15.24331474
178.2999878,209.5561523,176.2003479,180.2333221,176.4111786,168.1275177,83.1000061,85.99897766,80.00943756,89.22580719,86.52892303,82.78655243,164.2999725,173.296936,168.6989136,148.870163,154.4483643,153.0469666
154.6000061,215.62146,154.9909973,175.0771027,155.7758789,194.0246582,167.9000092,203.1788483,189.5121307,183.4603882,156.4756622,246.8321838,96.49998474,112.2697754,104.042923,108.0566025,90.85791779,119.0820007
36.01607132,40.01627731,31.44270134,28.29326439,24.01985359,24.32658958,18.40000153,20.72021675,27.248106,19.80207253,22.51159096,26.6790638,46.09999847,41.05462265,38.26160049,46.54385376,38.43602371,33.5557518
136.8000031,222.1921844,458.3449707,124.9211349,246.2068329,530.9934692,27.84892273,21.87590218,27.47455215,20.89041138,33.30646133,20.51504135,25.4206028,28.06766701,33.02544403,35.12722397,41.53822327,30.07530975
11.80000019,26.38406181,10.2987442,8.320264816,24.68137741,6.729179382,131.6999969,120.8008881,160.8352814,123.8212051,137.6825256,159.5652008,76.49999237,123.1638947,98.82543945,71.21913147,122.9549942,94.52902985
22.69523048,37.19718552,26.45509911,30.78733063,35.04430771,20.41394806,143.9000092,183.0621338,122.1572571,100.4081497,250.4415131,95.82060242,31.7330761,43.65179062,37.42525482,31.63394928,33.37276459,27.55068207
9,57.41818237,27.32736588,10.07806683,52.29618835,41.08877563,14.90551853,28.02607346,31.1364212,42.00993729,42.36142731,23.80372238,9.899998665,68.18901062,19.84692955,9.589437485,56.94970322,28.44054794
119.6999969,568.6220093,49.55633545,128.4367523,601.6590576,69.12702179,170.6000214,580.9707031,85.31619263,158.0670929,548.9212036,65.98485565,51.10000229,622.0734253,94.11943817,35.31720352,596.1608276,71.40828705
74.40000153,109.0743408,76.67977142,75.81986237,106.3119965,75.34644318,46.79999924,72.52075958,54.0880127,42.39972305,72.86118317,52.84897232,80.69998169,159.8810425,85.32132721,75.4291153,153.2409821,96.57509613
27.49921799,22.95023918,25.92950439,63.87582397,62.75888824,34.69670868,50.29999542,190.0023956,65.4158783,39.83710861,281.0934143,50.60874939,65.30001068,119.4316635,81.53610229,58.58912277,165.9188385,73.86358643
21.29999542,522.7277222,43.84614563,10.19525242,377.3012695,56.38238144,24.3999958,119.7950668,31.12612152,18.52076149,83.91599274,33.8070488,15.90000057,682.8989258,49.61732101,5.496384621,475.9224548,62.20090866
28.16379166,32.76019669,41.58972549,22.50378036,29.86466789,27.6668644,15.76448631,23.63862419,44.06322098,23.86841965,41.30345917,35.18066025,23.39999962,89.17023468,27.82661819,23.85665131,88.44309998,29.05437279
69.29999542,99.47094727,85.65293121,66.21055603,120.4734497,80.64820099,69.50000763,84.18846893,106.2369995,68.60836792,95.9757843,98.36631012,84.19998932,141.3207397,132.2787628,98.35021973,156.7625885,147.2156219
167.7999878,427.907074,89.83361053,193.3582916,433.4414063,101.4474945,229.3999939,606.9215088,116.1361237,260.6885071,638.7666626,137.061142,250.2000122,569.6204834,86.75357819,296.453949,589.0170288,100.769577
306.6999207,463.9956055,344.3451233,291.09198,494.7401428,306.3815918,244.7999725,745.2236328,279.4206848,222.3656464,686.201355,297.7464294,304.0999146,866.8879395,349.1627502,285.4612732,776.5684814,375.6607361
34.56011963,43.83109283,26.6872654,40.7830658,20.13573837,20.5395546,27.20000267,127.7411804,20.61467171,24.57786179,109.7440109,22.91141129,13.1499567,33.07081604,18.58238411,47.66181183,59.48260117,39.1380806
375.2001343,814.0646973,561.8424072,334.0995789,1149.605835,551.28302,663.0997925,1781.033691,1136.664551,585.3258667,2499.79126,1056.878052,1043.100098,2845.076416,1787.348267,906.0849609,4026.725342,1718.606567
962.0997925,2064.830322,1234.421997,1197.414551,1802.44873,1648.445679,679.7997437,1543.253906,949.9077148,808.6236572,1343.057983,1269.597046,596.4000854,1124.412231,877.6640015,662.1392212,1012.617981,1017.107422
41.19532013,25.11506653,24.91477013,36.86798477,31.26963615,15.83054447,29.78864098,14.104352,23.35250664,45.40705872,15.8267746,25.37138939,48.89999771,83.01709747,53.40256882,54.26218033,79.28686523,51.66358185
64.40000153,69.95314026,65.5652771,79.33546448,68.48070526,75.95816803,27.86114883,29.48384285,26.54296303,28.63724709,40.40818024,35.10277176,51.16518784,28.2879715,32.57392502,29.87273216,31.8211441,18.89044762
69.19998932,64.89872742,52.3094635,83.31983185,52.29618835,65.2526474,147.6999817,149.1654816,101.9507828,186.3724213,123.311264,154.5756378,87.40001678,85.43801117,67.31587982,108.1735229,79.18624878,93.60826111
70.80000305,606.5300293,269.8067627,56.95278931,406.5346375,392.4335022,51.5,441.8636475,221.5567627,37.04152298,300.1881104,303.9580383,76.79999542,432.0317078,228.2396851,63.61774445,297.5270386,290.9529114
38.5,483.7076721,92.99459076,37.49978256,448.7154541,100.631813,44.6000061,347.6169739,83.2751236,37.39096832,335.2619324,86.45236969,38.89999771,404.99823,92.58488464,33.91387177,382.4484863,94.52902985
33.0687294,66.59079742,20.81855965,32.50559998,30.46805382,22.18010521,150.6000214,143.3315887,187.3690491,144.9045715,127.130188,186.5497894,46.54862213,49.03471756,25.00231934,37.48685837,29.17290497,36.52830124
43.62182236,37.92583466,25.45275116,39.52160645,24.25129509,29.78008652,44.37839508,40.86484909,24.15072632,40.07458115,37.9891777,19.99584198,129.7999878,276.7909241,149.9773102,133.199646,257.9841919,156.0137787
33.45707703,32.54475403,47.15644073,20.29230881,60.04327774,38.93265915,69.09999847,225.2066193,106.3390579,45.77772522,610.6269531,77.38963318,35.30128479,33.04105759,35.84143829,22.0159893,36.1405983,37.11569214
163.5000305,1168.278442,124.0947647,117.4211807,1155.97876,123.8781052,74.30001068,244.8204498,54.80237198,66.62815857,273.8574829,58.44955444,133.0000153,1322.019165,94.01715088,92.38603973,1333.589355,103.2248611
172.1999969,157.394577,249.515152,131.1320343,197.6532898,178.5271912,297.4000244,209.9179535,528.0214233,192.6624908,346.1158142,376.7654114,330.3999329,233.5171051,459.95755,282.3038025,323.2850952,354.5862122
450.5999756,518.7855225,622.5131226,359.1777039,454.1777344,631.4215698,47.6000061,57.53381729,67.55899048,39.72063065,54.97249985,62.42086029,428.7998657,450.3903198,415.5579834,287.215332,345.9241333,450.0358582
79.80000305,239.8826752,81.57421875,102.3041,218.8954926,118.1684647,26.36932945,23.07242393,9.103021622,39.93627167,15.00881577,17.45890617,62.70000458,310.2801819,58.62005615,94.257164,291.6912231,89.72073364
40.87135696,41.0279007,30.38695526,31.05667496,33.77266312,32.75317001,22.70000267,73.62718201,2.653374195,48.45684433,57.18347168,2.647540331,21.17125893,19.46576309,25.33459473,28.67525482,29.05662155,41.13087082
120.8999863,471.9815063,113.6940842,97.1478653,476.3303528,128.4661713,185.0000153,409.6769104,199.5133209,156.5528412,443.8000488,209.9703369,14.20000076,228.0700226,17.1870327,13.214715,236.653183,23.529953
99.30000305,715.8066406,115.9373474,285.3499756,119.967659,114.0902023,34.30000305,210.1191101,36.12670898,76.17974854,40.29977036,42.36064148,102.7000046,782.257019,133.3017883,316.5684204,132.8155518,118.8773956
26.95170403,35.48923492,20.52173424,23.27378845,34.51195908,32.36421967,42.89342499,53.50636673,17.18824768,31.01603127,49.52093887,39.58992004,14.40000057,51.94873047,11.35571575,15.08582401,49.50398254,10.94654179
23.73115349,26.16689873,32.61419678,40.60298538,26.42206764,31.03460312,46.36036682,22.64030647,38.78336716,19.76005936,35.70748138,29.51779366,33.69999695,50.03218079,28.23583984,39.05942154,43.86938095,30.38432503
116.1999817,242.61203,48.23074722,144.725708,263.4028625,64.0291748,19.88785172,19.0073452,21.54885292,60.7401123,32.88026047,37.37291718,232.8000336,577.1856689,67.62277222,280.5494995,580.7664185,82.55942535
78.59999084,198.8407898,57.10195541,96.56194305,246.5103149,54.7510643,83.00000763,215.7517853,62.35429764,88.17745972,263.606842,66.90130615,55.01212311,35.00792313,25.30106354,41.30194473,31.7231884,25.72471809
145.1999969,340.1622009,137.3506012,182.1083374,325.7133179,198.1029968,23.05975342,47.06794739,23.39715385,40.17358017,75.29911041,50.34541702,33.60810471,59.73594666,26.18357849,32.34885406,38.2867775,31.64323616
101.9999924,295.8855896,112.26651,105.9368896,306.3929443,136.4188232,107.8000107,317.9448242,121.0346832,108.678421,335.6639709,131.1550903,105.2000046,282.9440308,110.2834396,104.8991165,262.7131958,122.2534256
288.2001038,300.8388672,193.6368103,360.2322388,306.8986816,271.920105,310.4999084,308.7915955,185.1238861,383.9272461,317.6748657,265.2632446,284.8000793,273.4622192,177.5993195,347.9093933,282.8367004,266.0930481
99.19998169,85.31856537,84.93917084,111.5618591,92.65631104,91.25177765,227.1999817,185.7778931,250.4376984,252.88414,210.0411987,239.1950684,353.1000061,269.5281677,303.1261292,383.1096497,315.1351013,356.7345886
159.2999878,118.5766449,102.7835083,175.6630554,127.8576355,121.4311295,159.8000031,116.174057,104.2980194,184.9746399,126.6277161,125.6563339,377.7999268,262.6689148,265.9898376,402.2886353,307.2870178,310.0837402
176.5,348.4516602,46.29336166,180.4677124,362.8364868,53.22169495,226.0999756,418.1260681,47.65867615,225.2777252,442.7949524,45.41549301,317.4999695,577.9927979,52.68644333,306.861969,659.8518066,61.48477173
24.69999886,76.82713318,20.5974884,19.68738556,71.00954437,21.92081261,41.60176849,22.54371262,38.86925888,34.760746,34.7208786,37.40214157,67.29999542,201.0365143,49.92423248,54.96385193,202.4431,46.03685379
6.5,147.2857056,7.341679096,5.039033413,145.3571167,4.995906353,30.35887718,35.17591476,36.78456879,23.94950485,45.29730225,40.76797104,44.19999695,149.2895813,64.24675751,41.04747009,137.9470825,73.86358643
86,437.6115723,154.9909973,71.24959564,407.9508972,160.3787689,75.69999695,440.6566467,151.5484924,61.85235214,408.9271851,155.2884521,154,498.0016479,272.5371704,147.9346313,478.5386353,267.5253601
24.51069069,32.9814949,24.50323868,27.45398331,24.97643471,24.33556366,73.70000458,229.6323547,98.9912796,76.5291748,177.3792725,87.26699829,74.20000458,111.8662949,70.18036652,72.38857269,116.7166901,70.99907684
106.3000107,932.3377686,102.987442,63.51525879,842.4035034,89.00869751,102.2000046,528.2651367,112.6663361,63.01718903,505.6062927,104.2723694,81.90000153,807.8783569,89.41348267,52.04024124,707.6453247,97.70045471
29.50000381,739.1582031,146.6296387,13.00773621,685.9197388,161.7042236,158.2000122,1132.470703,349.1228027,158.4165802,1123.167969,354.1593933,159.6999969,958.7819214,360.1091614,155.1851654,972.6728516,366.760376
256.7999878,708.5281372,237.2789764,242.1079407,647.78479,279.3628845,87.09998322,219.5739441,95.92967224,81.42146301,190.745575,104.4760132,177.9999847,552.0685425,212.3825836,170.7387848,480.6516418,240.0055237
30.60775566,42.58031082,33.81101608,37.38435745,29.5545578,24.18571281,50.44522476,27.62697792,21.34735107,21.06459236,35.02498245,18.52597809,217.9999847,224.8421936,246.9612885,277.9767151,235.4457703,302.6156006
58.07529831,17.5355835,20.65229034,23.73428345,28.0226078,26.40821075,19.1092205,21.22108269,27.83617592,28.42790794,27.72394753,43.54370499,60.40000534,84.63102722,71.30571747,56.60108185,79.99118805,63.53085709
32.14723587,29.35512924,27.59622192,23.32732773,26.2309761,32.38525772,27.50815392,24.70023537,28.64946747,22.3248024,21.95505905,26.57185936,72.69998932,73.73693848,93.81256104,67.71080017,72.54547882,94.63130951
88.80373383,28.17392159,19.29102516,34.41947174,41.15877533,31.55937386,39.5252533,20.07612228,54.1282692,32.2518425,33.8135643,30.7537899,92.19999695,311.5915222,142.4068146,81.04244232,305.5763855,146.499527
111.0000076,1511.574341,130.620697,82.49952698,1454.886597,163.1316223,56.3999939,678.3355103,74.90679169,34.47889709,627.2091675,79.1207428,63.09999466,578.6989136,94.83558655,49.35051727,554.9073486,93.71057129
35.20000076,112.9157028,26.61359024,24.02329826,137.8717804,26.40693665,17.40000153,142.124588,17.55309105,10.48344898,193.9615021,14.96878624,36.70000076,117.9185715,37.95468903,26.07859802,142.4748993,33.5557518
35.10249329,49.63690567,31.00956345,22.11676788,39.77708435,28.9632206,11.30000114,59.24374008,12.04223633,12.92958927,52.56055069,12.93221569,51.10000229,212.4350281,50.94726563,43.03553009,221.0573883,45.83226013
83.80000305,199.8516998,99.52053833,70.19491577,177.6249695,91.45567322,55.59999466,122.4102249,56.43521881,46.01068878,127.6326752,60.58795166,38.5,190.8485565,35.60170364,26.42943001,182.7220459,36.82948303
165.6000366,197.9309998,121.0357208,165.5849762,211.8147583,124.9996109,50.60000229,66.38517761,26.73784637,59.63918304,79.19255829,20.97666931,135.6999817,186.2084656,82.66143799,158.9273834,208.9833069,72.63593292
127.0999832,115.6450729,170.490097,131.6007843,105.401619,173.735199,62.40000534,43.04977036,61.6399231,53.46559906,79.4940567,56.10749435,158.5000153,129.5187683,163.8905945,136.941864,120.7414093,175.2469635
66.90000153,39.22227859,55.16455841,79.92139435,50.77890015,52.50799179,38.79999542,47.47545624,45.31147003,55.329319,46.53065491,49.48863983,45.89729309,66.83332062,30.62070656,41.41638947,34.78161621,20.84741783
418.1998901,356.5386963,401.6511841,418.2396851,281.3069763,387.9473572,551.4000244,340.1736755,542.8190918,520.2120361,320.086731,528.4896851,374.6999512,225.5483093,394.381073,373.1694031,305.3752441,425.9944153
1737.400146,877.9523926,1664.522217,1280.969116,914.4246216,1313.821289,1851.5,868.036499,1698.466064,1275.718994,869.1084595,1315.420288,1538.200195,721.835022,1478.801147,1149.095215,752.4204102,1188.671753
1175.199829,618.6607056,1435.706421,1179.719727,558.6688843,1436.782104,1455.699463,757.6960449,1817.867798,1362.615479,654.9464722,1694.731445,1175.400269,645.576416,1352.864868,1119.274658,616.4855957,1339.160889
528.3000488,312.8684692,594.1661377,444.723938,331.4788818,498.571167,417.499939,217.1599579,477.4030762,298.0794373,215.0660858,375.8490295,1002.300232,542.4858398,1145.59729,814.2837524,581.8731079,989.4855347
290.499939,209.1517792,318.3433533,433.2397461,223.2450714,383.7671509,341.7001038,256.1863708,414.8449097,459.4081726,245.818573,455.0714722,34.29834747,39.98252487,24.80645561,28.42042923,36.39328384,19.09413719
151.3999939,131.1115723,198.0214386,122.6946182,150.7182312,169.9627533,152.8000031,140.2135162,199.8194733,158.5330658,146.2248535,184.7168884,123.0999985,103.8974609,148.6473236,104.6652069,105.8499908,147.8294525
413.8000488,356.9428711,463.5455627,396.3257141,368.9056702,487.5596008,407.8999329,333.0323486,461.9934082,418.8721924,379.2800293,486.0272522,418.1000977,358.4967041,467.1189575,410.4747009,413.6400757,494.4357605
50.69999695,50.54417419,57.50982285,59.41371155,49.46391296,60.66457748,27.73242378,27.72626495,16.01603127,21.39673424,24.70012093,34.71062088,40.6926384,25.7682972,18.18540382,25.4989872,21.60632133,22.7893486
103.5999832,161.3369751,292.3415527,95.62444305,166.9027557,193.4129486,22.27700424,24.11304665,25.40128517,28.8079071,31.60683823,38.10631943,42.20000839,104.3009491,77.75084686,43.85412979,104.0388641,70.38523102
202.3000336,518.178833,472.212738,206.4831696,517.7019043,451.0588989,188.5,487.3276062,443.4197083,191.614151,473.2458496,417.7003479,193.1999969,574.0586548,456.1723022,226.1703796,549.4741211,459.8569336
25.27974892,46.03491974,29.39677238,35.63783646,45.64071274,25.85774231,39.29999542,36.91418457,42.45399094,31.21738434,31.15443611,40.52772903,67.19999695,56.08444595,79.89923859,61.16189575,49.70521927,77.64884186
90.00000763,85.41966248,256.2449951,67.73399353,72.62798309,122.8585205,94.89998627,89.51940155,137.0569611,80.95554352,88.6394043,91.8493042,144.6000061,124.8787003,182.6122284,109.8107758,118.2259674,137.5990601
665.6997681,640.1925049,714.6921997,576.9106445,554.3193359,743.0646973,450.3001099,395.7963257,566.5974121,387.3052368,364.406311,517.0848999,547.2998047,504.5582581,509.3702393,462.5150146,436.983429,567.3788452
58.79999924,56.20512009,77.08764648,77.10892487,62.71496964,89.41652679,20.8999958,18.70854568,17.85924721,30.05255508,14.87373257,39.1021347,51.56305313,35.49039841,27.58839798,31.08169937,20.65121841,13.87979412
88,69.85205841,93.40249634,89.64790344,82.54098511,100.9377136,56.01467896,58.667099,25.24890327,15.72682858,36.52039337,28.97604179,47.44613647,35.42861176,18.26825523,51.54166794,29.04782486,32.18390274
89.8999939,140.3106384,49.55633545,73.00738525,107.0200577,51.69232941,64.59999084,93.44213867,81.64227295,59.87213898,77.88608551,56.82029343,66.69998932,182.8797455,43.99062347,53.32663727,129.7970276,45.11611938
58.59998703,464.905304,56.79605103,45.35129166,374.7725525,60.05282593,46.5,329.6124268,46.02583694,38.43931198,285.1133423,52.33983231,50.69999695,777.314209,68.33889771,39.05942154,628.3582764,59.84792328
261.5999756,319.5402222,310.2879639,263.9048157,328.2419739,324.4281006,226.3999939,308.0875549,323.8135986,221.2007904,306.3184204,312.6133728,292.500061,349.8216248,315.1978149,306.6281738,362.0231018,357.6552124
169.1999664,417.5960083,291.5258484,196.4051056,390.9571228,478.0776367,168.3999786,360.1898804,308.4038086,169.1329803,325.4130859,425.5412598,410.900116,832.1885376,716.9445801,416.4390259,792.3653564,980.687561
754.6998291,1541.597046,1203.525757,661.8709717,1407.040771,1494.489258,528.9000244,1076.747314,870.7151489,467.7947693,964.9838867,1049.749634,669.6999512,1558.664185,1279.001953,586.7099609,1480.390503,1620.292725
112.5000076,188.3276215,270.8263855,62.92933655,389.7433167,122.9604874,141.1999969,236.9749603,341.979187,86.89614868,478.4718933,166.8968506,36.01059723,32.42971039,15.83467293,35.52916336,49.17286682,32.32433319
209.2999725,454.3921509,313.9588623,215.9753113,424.539917,367.7598572,327.8000488,535.3057861,443.2154541,323.5891418,546.6096191,487.0455017,130.2000122,219.1934052,162.3560791,123.2593536,196.4060822,171.6663361
28.80161476,26.63352203,35.49132538,39.52765656,26.48464394,22.62909317,78.99999237,95.45383453,74.90679169,84.68299103,85.52396393,65.67936707,435.3000183,634.7833862,209.3134613,503.4454956,438.0900269,218.6239166
71.59999847,99.77420044,34.26117325,82.96827698,58.87115097,44.96316528,69.79999542,105.3110123,32.55485535,92.13787842,67.53479004,42.66613388,35.62210083,34.39893341,37.09023285,29.96495438,21.12897301,13.30506229
192.9999695,368.7703552,197.0017395,216.9128265,357.4753418,264.5792236,190.2999878,450.9161072,203.3912964,232.3831329,392.4454346,293.8770752,115.7000122,347.6025085,152.8418274,170.1540833,314.3301392,254.8395538
198.9000092,538.0932617,262.2610474,241.8735809,454.2789307,326.9770203,20.21189117,36.08145905,48.4990654,33.4871254,16.14309692,21.61083603,424.5999756,808.4836426,487.8865051,428.9518127,645.8657837,533.5161743
169.1000061,296.6943054,170.897995,130.3117676,374.8736267,140.9049377,144.5000153,239.6907196,208.2898712,104.0191269,297.776123,156.1030579,166.8000183,281.5318909,189.1596222,125.5982437,324.4926453,153.9677429
32.78569412,26.9568615,18.84222603,33.28512192,52.99658585,19.96182823,21.05627441,26.51562309,19.67713165,44.61533737,21.18202972,23.2711277,336.3000488,590.197998,348.9580688,323.0003662,560.9443359,383.640564
378.0000305,940.020752,473.4364014,287.1076965,978.5557251,425.8755798,413.8999023,1215.251221,515.1627197,340.3626099,1261.855103,474.4188538,427.6000061,1149.126343,480.3162231,342.5300903,1309.641846,461.2893982
47.09315491,23.56809235,19.66283035,40.50240707,23.50910378,21.74557304,11,8.750771523,11.73607731,7.338415146,8.843841553,11.40478897,30.59999657,33.89276123,43.58139801,32.51053238,28.47485161,37.64791489
413.1001282,409.913147,535.12677,351.5605164,410.8843384,473.7955017,575.5001831,550.5947266,752.1294556,501.5750122,580.3768921,684.4911499,1199.000244,1093.445435,1626.322266,837.4387207,1083.654297,1356.961548
755.1000366,716.4130249,963.289856,646.40271,722.5372925,1000.200806,1178.199951,945.5861206,1391.286255,969.4863281,955.0340576,1455.739868,1315.200317,1348.34729,1705.812378,1167.455444,1220.695435,1658.451904
234.5,47.30935287,167.3291168,137.3429718,69.89683533,100.9377136,185.6000366,53.20871353,128.4845581,117.181694,66.93178558,82.78655243,116.2999954,73.53520203,114.1710052,89.11160278,82.70787048,126.9594116
822.3001709,1133.402344,486.8961182,837.8855591,1056.646118,509.1746521,515,593.2419434,455.5639038,507.8650208,576.055481,446.9251099,736.7001953,925.7971191,746.9196777,750.4320068,877.8908691,800.9391479
51.90000534,116.6559448,21.20929527,65.03868866,152.4378204,28.24216843,120.4000092,243.412262,69.70210266,157.6011963,309.7354736,74.53845215,179.3000183,324.0994873,110.5903778,206.2898407,395.1263123,135.6552734
601.9001465,706.7085571,624.8585815,546.6764526,600.6477051,624.4882202,174.1999664,191.2093811,171.3467407,162.493454,179.992218,188.1790314,601,661.7160645,601.2391968,527.7698364,594.3496094,598.0700684
281.3999939,278.90271,316.6098633,378.3962708,334.4124451,397.3275146,297.2999573,318.6488342,323.0992432,417.8237915,365.7128296,420.2461243,118.8999863,101.476532,123.8898544,134.8368378,133.2180481,146.3972015
519.9998779,806.1797485,429.2842712,865.1905518,862.6343994,723.2851563,437.6000061,723.4979248,405.2518311,761.0985718,751.0230713,646.2036133,640.2001343,1029.492798,607.5822144,1090.622925,1071.177979,969.5363159
30.3073349,33.17982101,21.8916111,23.84177017,32.69154358,16.89239883,28.02055359,24.01862335,29.97689247,29.66944122,35.01027298,32.40329742,19.39999771,34.901474,33.55562973,16.48915482,27.06620026,29.66819572
34.33836365,58.87249374,21.82347298,40.7388649,25.54904747,26.83721161,30.25735092,22.54923439,26.44578743,40.97698593,26.91798973,29.92986679,115.1999817,105.0070648,133.3017883,108.1735229,109.4722366,131.8700409
1408.700073,1394.816772,1897.415771,1243.000854,1389.338745,1758.355591,590.9998779,483.7063904,1034.611572,500.6428528,687.5081177,736.3218994,774.9997559,812.0143433,1036.132324,686.8144531,741.7548218,1016.28949
