Score
5.8744
-2
4.6592
5.1214
18.765
2.9769
4.0084
2.6135
24.466
7.2015
-2
7.6453
7.2516
34.386
10.263
12.365
22.254
-2
9.4486
188.91
4.7417
2.4666
2.8255
27.276
16.399
2.3341
1.8302
5.3772
4.4894
15.49
3.7826
3.4148
11.692
2.7489
3.5797
5.6229
-2
5.4655
3.0601
5.0306
2.2934
4.7581
8.9051
1.968
9.0451
2.4447
4.1598
-2
5.0237
8.4518
40.738
2.3648
23.767
7.478
5.975
18.642
7.5622
2.2551
19.906
4.0665
17.436
4.1551
10.121
5.3892
6.7988
2.2339
2.5959
22.87
13.025
3.2964
36.045
31.961
2.7437
1.948
2.5003
3.5465
8.6791
2.4645
5.8488
8.0765
19.17
7.5465
3.1093
2.3852
1.895
4.7885
65.849
6.382
6.8439
3.0026
25.313
4.199
3.5285
6.7167
4.4915
5.1728
1.7731
11.716
14.26
13.04
-2
-2
5.708
4.248
3.8283
11.048
2.9904
4.8818
-2
-2
-2
5.4229
2.5311
4.103
92.986
9.5322
10.666
2.4324
12.829
4.5692
10.591
-2
11.24
2.2298
2.4095
4.6402
4.407
2.0198
1.8527
4.0019
5.2627
2.2856
2.7177
5.479
-2
13.924
3.1715
2.2985
5.759
3.0181
-2
17.249
2.9774
19.956
3.425
1.9808
97.232
2.2937
11.55
6.5478
2.1369
3.0274
2.1488
-2
2.3803
5.4007
22.675
2.1307
2.9512
2.9672
1.9251
-2
4.8597
34.906
2.4739
47.289
2.0791
2.3372
2.2617
2.2324
1.9125
2.3101
141.33
5.3321
5.8075
3.2722
9.0367
2.013
10.785
2.6797
5.3979
5.7331
4.6834
1.9677
2.386
3.8848
2.1535
2.3837
37.344
7.5534
-2
4.5093
4.9877
4.5756
33.754
6.2766
3.3797
9.8548
8.0539
14.524
-2
1.8687
2.2298
4.0095
3.1809
4.7831
2.0835
1.9293
16.958
6.007
2.8303
5.1129
2.2216
5.356
2.4978
7.7887
1.9116
2.4567
1.7953
-2
2.554
1.8926
1.9163
7.3976
-2
27.738
3.6116
36.498
18.934
3.2766
71.112
3.2028
7.375
5.4018
-2
3.0331
5.1185
6.4444
-2
7.7778
3.9282
4.7831
3.0022
15.188
35.916
11.5
7.1496
4.8628
3.8098
2.7266
6.01
12.37
7.6993
3.6754
3.1124
19.745
2.9141
5.4079
9.6651
4.0262
2.6396
6.1122
33.152
7.1101
9.1444
7.2411
4.3787
-2
48.814
4.0732
4.0391
15.404
21.997
16.484
3.3428
74.652
2.2474
11.69
7.9798
4.5299
5.0194
6.696
23.468
5.1268
45.583
7.2605
2.4356
19.702
97.9
1.7652
7.1208
51.959
9.2113
2.4818
3.3271
6.9359
2.4107
141.58
87.526
2.4858
-2
23.114
13.725
30.376
2.8175
10.33
104.26
21.833
2.4657
33.264
4.3582
14.411
44.466
7.6619
2.4994
17.65
1.9946
17.818
5.1216
9.1335
-2
4.3818
59.848
5.3391
26.881
3.8202
10.984
66.801
10.441
31.221
5.0872
2.2466
-2
3.1178
6.8383
4.8633
8.7275
6.6271
37.121
3.6112
4.77
4.8715
4.4485
4.1307
27.916
9.2558
13.848
2.0446
6.071
8.8388
12.338
13.668
3.6446
27.814
4.5698
68.615
5.9737
4.1382
2.439
3.4538
2.52
3.8336
4.0201
5.2846
87.525
63.899
17.348
3.5883
8.6621
37.364
6.3614
11.676
323.31
1.9437
13.908
13.499
2.7219
3.6455
10.071
2.2973
2.4217
13.493
1.9028
5.4175
66.137
3.8612
1.7594
17.848
51.23
3.6778
3.0594
3.0755
5.774
132.77
1.8315
14.553
55.78
98.765
2.508
4.4863
66.229
3.7526
3.1298
89.176
4.3221
10.454
28.898
-2
10.229
17.418
12.541
13.147
2.5268
2.4748
195.44
-2
8.0387
3.7985
2.7623
19.501
12.204
8.9785
5.5123
-2
24.137
21.244
35.304
8.0784
4.0975
82.816
12.053
3.615
235.88
7.8905
2.6785
12.245
19.727
4.0268
8.2808
10.948
15.911
4.8701
1.906
13.597
29.621
27.306
60.668
73.819
7.6342
20.934
9.1737
5.0893
1.8894
3.667
39.976
1.8734
2.9894
3.0627
51.994
7.773
127.38
56.478
19.847
9.2614
52.144
1.8899
2.8717
8.5635
3.2684
1.8881
3.4209
1.9704
54.377
3.9071
14.042
4.2429
180.44
4.0977
1.872
22.509
89.404
1.8388
18.894
35.656
30.186
2.539
46.523
22.683
7.3617
42.265
27.807
25.12
2.6541
4.0572
18.733
22.985
2.3838
4.6778
194.98
2.299
78.934
-2
3.346
8.9364
14.391
42.587
5.8105
59.775
26.962
13.505
24.53
-2
26.828
2.7218
-2
-2
51.425
2.4434
5.6846
15.106
2.0001
11.311
6.3915
1.9091
82.234
6.3692
8.1508
3.6368
27.366
13.312
9.8411
-2
62.066
5.8098
70.598
19.561
2.6802
3.5788
2.0864
47.42
54.42
7.977
15.927
4.5411
22.388
15.748
38.291
11.493
148.88
41.916
2.0648
10.161
24.266
2.3857
2.5843
5.776
14.135
5.3064
3.5912
2.4136
6.4418
27.365
122.01
1.9957
8.195
7.9518
97.065
7.5007
4.2826
7.1375
2.3481
1.7723
46.457
2.4506
24.613
10.033
9.18
50.929
4.419
11.843
2.2848
97.962
3.3138
5.3714
57.126
4.9086
3.3999
20.115
14.196
103.77
6.8101
7.1996
9.2862
31.738
23.64
17.226
2.3211
3.711
28.817
86.972
24.692
5.3835
4.5486
2.4748
6.804
10.349
1.8243
-2
220.18
6.6844
33.146
25.548
3.2761
2.6901
6.8218
2.1947
7.8476
41.008
2.7709
7.7299
2.0084
10.492
102.73
2.1752
5.3017
12.063
10.221
2.4338
1.8223
5.3013
2.8399
6.0907
52.097
9.8751
4.2708
16.615
5.9344
79.068
4.9657
6.9612
1.8817
2.2516
3.5571
21.435
4.5174
7.1613
2.172
162.79
1.8478
14.547
2.8651
105.04
3.0434
3.5798
1.9732
15.132
61.341
71.458
5.217
9.6037
3.4286
12.03
20.547
6.2743
5.0476
16.64
5.9119
4.0491
3.93
44.634
29.516
27.377
4.2415
20.18
18.234
7.0369
8.015
23.776
3.6815
6.2742
84.2
98.286
92.85
18.694
2.1121
19.579
2.1892
6.5585
22.912
4.064
2.6016
5.1668
1.7581
-2
1.9594
10.349
40.786
323.31
79.452
2.0962
77.685
125.57
12.526
32.5
13.698
14.966
51.303
4.28
35.094
3.8007
4.7521
17.413
167.76
33.671
9.1779
2.2664
3.0368
15.122
42.746
16.458
21.535
26.59
22.926
5.1551
3.8107
11.902
2.2466
19.758
68.669
34.119
21.573
4.4213
2.1406
6.2742
5.6533
4.9313
-2
82.709
17.026
60.241
29.639
14.506
25.165
4.8634
4.8513
9.0549
2.2915
5.0427
1.9426
8.7947
5.5585
6.3205
11.601
29.953
2.08
10.11
19.64
2.0049
25.153
5.0547
216.89
21.503
77.486
-2
2.2657
5.5868
69.771
2.0308
10.383
10.452
1.8431
3.6345
3.189
-2
41.396
13.121
1.9064
13.231
19.14
-2
4.5187
2.946
2.4603
2.6282
8.8823
2.7673
5.1424
7.1519
41.562
14.339
4.6815
55.29
19.45
92.154
4.0056
12.483
1.8479
4.8906
56.941
5.6635
4.8042
144.22
14.611
16.919
3.9957
124.13
-2
32.568
32.568
45.765
45.765
15.039
15.039
3.7593
3.7593
7.9083
7.9083
7.9083
7.9083
19.641
19.641
5.0892
5.0892
2.2365
2.2365
14.54
14.54
5.2584
5.2584
5.2584
1.8339
1.8339
7.5187
7.5187
16.215
16.215
3.6002
3.6002
-2
-2
3.6715
3.6715
-2
-2
11.111
11.111
6.4254
6.4254
2.7315
2.7315
2.2365
2.2365
2.9106
2.9106
47.721
47.721
2.8568
2.8568
2.0321
2.0321
8.2682
8.2682
2.2852
2.2852
4.7994
4.7994
20.883
20.883
19.497
19.497
3.5212
3.5212
3.5212
3.5212
-2
-2
3.2168
3.2168
65.665
65.665
11.169
11.169
7.4909
7.4909
7.4909
9.5043
9.5043
1.9127
1.9127
2.4516
2.4516
-2
-2
3.8484
3.8484
30.426
30.426
1.9866
1.9866
10.677
10.677
8.6847
8.6847
13.539
13.539
4.5954
4.5954
4.5954
4.5954
4.5954
4.5954
4.5954
4.5954
4.5954
4.5954
4.5954
9.2625
9.2625
112.58
112.58
3.5732
3.5732
3.5732
5.4837
5.4837
303.96
303.96
303.96
303.96
303.96
1.8595
1.8595
26.999
26.999
26.999
26.999
26.999
-2
-2
94.859
94.859
-2
-2
2.7757
2.7757
2.7757
2.7757
2.7757
65.695
65.695
37.266
37.266
37.266
37.266
37.266
32.719
32.719
32.719
32.719
30.123
30.123
30.123
30.123
30.123
30.123
2.9741
2.9741
4.5149
4.5149
129.03
129.03
129.03
129.03
5.4751
5.4751
5.4751
21.038
21.038
18.562
18.562
2.0954
2.0954
30.79
30.79
40.966
40.966
4.0734
4.0734
2.5281
2.5281
2.5281
2.5281
4.3249
4.3249
24.239
24.239
18.293
18.293
3.0264
3.0264
250.71
250.71
20.451
20.451
12.065
12.065
15.6
15.6
9.2429
9.2429
323.31
323.31
10.447
10.447
10.447
3.5005
3.5005
22.412
22.412
16.893
16.893
35.352
35.352
35.352
35.352
12.72
12.72
12.954
12.954
1.996
1.996
-2
-2
6.8047
6.8047
21.908
21.908
17.191
17.191
17.193
17.193
4.793
4.793
4.7115
4.7115
33.182
33.182
33.182
5.0483
5.0483
27.968
27.968
3.113
3.113
2.4752
2.4752
2.8461
2.8461
2.8461
9.0032
9.0032
5.2096
5.2096
51.944
51.944
3.4141
3.4141
17.498
17.498
2.0227
2.0227
25.409
25.409
25.409
25.409
5.7457
5.7457
5.7457
56.098
56.098
9.7497
9.7497
9.7497
12.639
12.639
7.8542
7.8542
2.2529
2.2529
7.6762
7.6762
1.8742
1.8742
-2
-2
2.5953
2.5953
2.5953
2.5953
13.353
13.353
-2
-2
3.8078
3.8078
1.8962
1.8962
41.373
41.373
6.9969
6.9969
9.7072
9.7072
3.9725
3.9725
14.551
14.551
15.328
15.328
15.328
9.2427
9.2427
5.5623
5.5623
4.5265
4.5265
6.1455
6.1455
2.0525
2.0525
1.937
1.937
1.937
1.937
1.937
1.937
1.937
1.937
19.932
19.932
8.9342
8.9342
35.656
35.656
35.656
35.656
35.656
35.656
35.656
35.656
8.6908
8.6908
8.6908
8.6908
8.6908
8.6908
12.828
12.828
12.019
12.019
5.3688
5.3688
5.3688
5.3688
5.3688
2.5018
2.5018
3.6768
3.6768
3.6768
2.1237
2.1237
9.9513
9.9513
80.998
80.998
29.246
29.246
15.523
15.523
10.58
10.58
85.494
85.494
85.494
5.9611
5.9611
65.577
65.577
15.923
15.923
2.2287
2.2287
2.2287
2.2287
2.2287
2.2287
54.605
54.605
54.605
3.1283
3.1283
2.2271
2.2271
194.87
194.87
194.87
