Score
137.39
21.721
63.987
3.1257
5.0189
5.6066
9.8272
5.5169
-2
17.107
49.019
23.982
4.4993
85.177
11.09
2.2596
3.1864
3.608
-2
14.29
12.109
8.762
85.715
3.8013
3.8078
4.7217
4.9477
2.6203
18.733
21.465
7.9067
2.2953
309.7
24.468
248.84
32.072
6.1237
3.2335
10.707
2.6692
3.7857
2.1941
86.536
2.5167
8.331
162.62
-2
21.053
8.3261
11.732
3.0569
123.52
8.0784
7.498
12.911
54.368
72.041
70.856
65.177
14.193
8.3392
3.5139
21.955
4.1501
3.3007
70.354
2.0627
12.405
29.512
12.475
43.883
6.8237
58.245
4.5161
14.204
17.56
-2
3.1647
131.03
2.1682
4.9228
6.0578
19.824
5.5738
20.974
50.7
13.703
11.156
56.846
49.471
2.0611
1.9079
2.6404
5.9898
15.752
10.292
11.268
20.522
36.451
39.634
-2
9.6289
12.169
-2
1.8685
17.152
11.433
5.5015
14.313
3.2862
11.686
22.693
3.7156
5.7106
47.886
4.7163
12.583
7.9317
-2
5.5774
2.4787
8.266
3.5956
41.526
9.2468
11.854
2.5853
8.7643
62.249
-2
5.725
4.0187
2.8461
17.017
8.2728
2.5182
33.282
4.668
4.5552
3.1891
2.2158
87.068
2.0569
11.669
6.1297
30.11
78.996
49.951
9.3789
3.3851
-2
2.4964
6.796
6.1727
8.0045
1.8592
3.4824
7.1643
55.776
107.76
-2
5.7129
22.361
85.89
43.403
17.45
55.157
13.743
203.79
5.189
78.842
-2
8.7575
87.313
7.0844
34.119
10.677
2.543
156.99
8.0656
31.497
13.007
23.939
3.9042
13.551
8.6061
4.6763
29.519
2.128
-2
9.1154
74.261
1.8418
24.301
-2
106.61
13.504
20.633
16.714
2.18
12.924
2.53
62.416
14.175
32.359
52.565
2.4197
29.083
19.683
5.2172
88.838
3.9693
1.7785
23.404
31.709
2.585
-2
2.9379
2.0437
16.547
6.0457
3.4988
3.1654
3.0981
25.749
8.4492
9.7726
4.3193
5.1974
85.652
1.9512
11.851
1.8878
6.2709
1.9506
38.319
3.128
36.572
47.897
-2
10.58
11.461
-2
7.5702
18.178
4.3255
3.7073
3.6712
81.989
30.248
54.213
42.903
65.231
5.6482
105.72
3.2706
11.195
2.9585
100.56
3.6641
71.275
24.583
45.203
2.4605
1.8937
-2
2.0451
12.737
1.8312
-2
86.934
2.6073
36.204
6.9222
26.063
8.6261
28.812
114.35
24.734
7.1881
5.3618
3.4781
3.3293
6.1893
10.902
-2
88.509
3.7034
83.122
10.186
39.301
3.9393
80.61
-2
20.057
13.374
4.5248
56.218
1.792
2.7101
7.5104
3.3633
23.483
31.27
2.9822
67.028
23.429
2.4331
5.1974
33.496
4.0347
71.474
78.508
4.4879
10.167
5.9936
95.848
7.6612
25.174
43.888
5.6566
2.7071
15.868
6.1615
50.972
40.787
3.2454
67.24
1.8137
42.062
3.0179
2.0873
2.4337
9.8918
6.7611
5.8341
16.76
13.513
7.3756
1.8972
20.762
4.886
-2
3.2374
12.922
3.7283
2.403
3.4138
4.575
2.5151
2.1633
3.4533
3.3592
7.4137
26.135
25.891
9.0928
9.6987
2.4548
3.274
4.6814
-2
5.1154
23.601
10.036
2.3019
18.143
1.9273
2.4259
-2
45.267
-2
3.5065
-2
2.1497
3.9165
19.664
2.4734
5.6719
4.8979
3.7195
26.395
1.8372
2.6354
2.6084
8.4219
3.0715
7.291
-2
1.9272
4.8934
1.9842
4.2843
5.6265
12.538
-2
1.8182
2.3472
-2
79.046
18.344
3.1478
-2
3.1147
8.3658
5.8166
24.255
13.979
4.9634
8.0475
5.6351
17.964
43.907
2.3164
3.0885
5.9241
30.955
4.8262
2.1677
45.091
2.5527
-2
3.0681
12.803
10.24
5.4618
3.5367
1.8919
-2
4.2397
4.0036
2.6874
2.0072
2.2588
2.4778
36.081
-2
-2
2.2002
2.8849
6.5311
1.8336
11.025
3.0258
1.8397
3.18
-2
6.7478
4.8901
34.085
19.216
4.418
13.91
6.8259
18.07
5.6937
4.2033
3.0027
37.254
-2
13.417
5.1684
-2
2.2448
67.875
3.9846
13.334
41.512
3.1412
5.8387
-2
8.5212
6.2367
-2
23.415
1.8306
1.7684
15.341
1.894
5.0419
1.8166
3.1142
1.7832
1.8606
3.0248
16.677
48.957
3.3482
23.498
4.0729
-2
30.867
4.5835
2.4136
20.952
19.516
1.8148
4.0304
2.321
4.3833
-2
6.6292
7.2038
4.4908
12.866
3.3329
51.22
32.136
25.617
2.9219
2.0287
6.5226
45.094
8.0849
-2
2.3784
7.8754
10.217
2.7892
5.7573
10.477
-2
3.3269
1.8917
2.6648
3.1049
2.3287
11.898
4.5944
13.171
4.4134
9.2556
10.564
3.2849
2.5475
-2
262.32
182.61
19.939
9.2979
24.582
14.028
5.5291
220.86
-2
5.6771
163.36
43.313
3.8674
17.384
2.2493
38.796
28.977
2.6478
14.636
27.053
17.566
2.4298
72.179
8.4241
137.7
2.8177
13.687
3.886
1.8374
43.095
33.459
37.567
3.6439
118.61
8.3351
11.983
4.1208
57.407
-2
4.3954
8.2512
20.93
36.504
42.738
2.4133
2.493
91.339
9.6482
49.226
26.467
54.434
4.0484
2.5044
-2
4.2055
67.993
4.9151
6.8895
17.014
13.863
4.0458
7.0341
3.2448
32.444
6.0501
-2
10.227
3.6365
24.537
11.989
46.691
28.502
8.8008
9.9044
3.4279
5.426
2.2393
126.27
4.4395
-2
20.977
6.3711
-2
13.913
7.9523
61.376
5.2271
22.629
1.7841
17.082
42.731
129.57
51.507
96.724
2.8014
5.2935
9.2303
53.784
3.318
1.7903
2.08
4.4693
2.2474
8.7895
2.3753
-2
2.2079
83.077
2.2809
4.0828
100.9
7.3186
2.5468
17.428
4.2426
2.2557
5.7529
85.627
3.2042
15.58
2.4094
14.482
2.8058
57.144
1.981
12.051
14.173
1.9824
2.5309
5.9395
1.8886
2.5632
61.588
8.5624
2.4613
11.268
5.2311
2.0343
4.1463
3.0776
6.9816
34.808
12.507
2.3223
2.5064
1.9002
2.2811
7.7786
22.634
4.8408
175.15
3.9889
3.5139
-2
3.697
6.6531
9.0886
323.31
77.628
4.0899
6.9956
1.9917
3.0911
2.4176
259.79
3.5015
287.76
6.9524
2.9652
46.639
9.4553
2.405
8.2998
46.113
18.718
28.567
5.7331
18.928
-2
12.988
3.6839
6.3923
5.7814
7.1279
17.618
12.187
21.297
39.02
79.692
10.54
8.1899
19.138
1.7998
2.9192
2.3002
2.3508
227.77
3.7729
9.4762
33.64
19.035
22.296
2.1393
72.872
9.6088
3.3738
-2
15.316
-2
1.9449
10.626
13.956
2.3889
3.3442
2.0027
7.2357
7.0646
11.584
3.4499
2.8561
8.7724
5.7606
4.1747
24.218
74.13
2.7469
22.739
19.323
4.3411
27.064
12.766
2.8401
4.8386
1.8264
4.2698
4.1315
2.0709
2.0521
8.9213
4.0586
222.64
11.503
42.318
34.577
4.1464
15.446
8.7903
5.3664
10.045
218.86
7.4067
53.336
5.1286
11.948
11.921
1.7784
9.2026
6.4096
134.98
13.515
60.729
3.9569
-2
18.771
-2
62.36
48.633
14.085
58.275
5.6532
94.022
14.004
24.791
22.427
1.9113
26.328
49.028
5.6645
3.1442
8.0234
13.377
17.08
7.4197
30.64
11.068
27.306
2.5625
4.7315
3.5372
-2
3.8895
20.237
24.956
31.751
141.83
1.951
3.5214
61.093
7.7501
6.8659
2.9986
39.45
2.7917
2.7315
38.019
5.1871
2.9851
2.9011
7.7404
16.639
4.6359
72.316
5.5605
117.93
13.597
3.8188
3.1217
15.642
7.0781
6.4023
32.62
3.4268
263.31
13.248
2.4065
26.485
8.018
15.002
102.81
57.075
7.127
93.448
-2
2.408
12.438
2.5705
8.0582
11.622
8.3605
25.185
-2
-2
165.47
110.03
-2
22.49
26.633
12.81
1.9561
27.032
2.3606
2.5251
8.4208
2.0898
4.5265
3.8702
3.7514
-2
15.449
-2
2.0621
4.0272
58.2
10.278
23.807
1.911
1.8182
23.682
3.4751
5.3723
136.13
1.8355
1.9026
8.5502
2.4603
2.5016
19.448
4.0185
4.8477
3.3207
8.029
-2
22.396
46.333
1.9302
4.0188
108.73
1.9526
265.59
11.544
4.0588
-2
2.4947
4.5358
1.7876
2.0251
8.1273
