WTheart_1,WTheart_2,WTheart_3,WTheart_Flu_1,WTheart_Flu_2,WTheart_Flu_3,WTheart_Flu_4,WTheart_Flu_5,WTheart_Flu_6,WTheart_Flu_7,WTheart_Flu_8,WTheart_Spn_1,WTheart_Spn_2,WTheart_Spn_3,WTheart_Spn_4,WTheart_Spn+Flu_1,WTheart_Spn+Flu_2,WTheart_Spn+Flu_3,WTheart_Spn+Flu_4,WTheart_Spn+Flu_5,WTheart_Spn+Flu_6
29.4451,29.5799,30.2166,32.6502,32.3364,32.408,32.2907,32.3709,32.2961,32.1974,32.255,32.5763,32.7579,32.5821,32.6409,31.9795,32.0633,32.6019,33.112,32.894,32.9325
26.6193,27.4488,27.3543,28.8031,28.8767,28.8847,29.0941,28.716,28.6754,28.7713,28.5634,28.6926,28.5944,28.6681,28.8329,30.5814,30.3949,28.7609,28.3619,28.7689,28.1833
22.7532,23.0363,22.1362,24.69,24.3866,25.1966,24.8261,25.0243,25.1818,25.3239,25.0897,24.509,23.6765,23.8473,23.7253,25.823,26.1926,24.2758,24.3011,25.0611,24.6101
21.732,23.5429,23.9439,27.1529,26.7733,26.3014,26.3338,26.1045,26.2506,26.266,25.8339,26.5117,25.9453,26.5315,27.0675,26.4387,26.3231,26.987,26.3713,27.2569,26.745
28.5144,28.4644,28.6765,27.7891,27.8827,27.5219,27.7558,27.7158,27.8336,27.7949,27.8081,27.5557,27.5809,27.4307,27.4797,27.889,27.676,27.8013,27.0367,28.1338,27.6893
22.6315,20.8035,20.8708,24.1806,24.7473,25.1061,24.7984,25.0884,25.155,25.4517,24.9683,24.5423,24.3582,25.1865,25.1214,24.9585,25.0217,22.9213,23.0103,23.9509,23.7635
22.2618,26.5566,27.2679,29.1953,29.0981,29.0394,29.1617,29.1421,29.1158,29.1508,28.9962,29.114,28.9683,29.2955,29.4275,29.4488,29.5716,29.0857,29.3409,29.2533,29.1882
23.1061,23.36,22.2792,20.448,20.0555,18.677,19.967,21.0788,19.278,19.5971,19.2902,20.5465,18.2391,21.5409,19.2789,23.0147,23.2368,22.7575,21.411,21.2506,21.2083
28.3536,28.9896,28.4384,30.8022,30.8405,30.6356,30.4938,30.8415,30.7152,30.7265,30.8074,30.7912,30.3301,30.3228,30.5957,31.7418,31.8069,30.9178,31.1792,30.4696,30.3528
30.6577,30.8678,31.4804,30.3912,30.17,30.4279,30.397,30.2308,30.2506,30.2587,30.2361,30.3082,30.6361,30.5589,30.2201,29.8854,30.1671,30.2933,30.2863,30.4763,30.4984
24.8382,24.9652,25.0132,20.1176,23.5327,22.9521,19.4566,22.7837,22.253,23.3222,23.006,21.389,20.0506,22.1769,20.8926,21.0457,19.522,20.2938,21.1892,22.3761,20.7524
29.2053,29.1895,29.4427,27.8207,27.8005,27.5951,27.7071,27.6349,27.6512,27.6763,27.681,27.9463,27.722,27.5886,28.1022,27.9269,28.2118,28.1348,28.4615,28.1848,27.9674
30.3302,30.3305,30.4222,29.5571,29.676,29.5589,29.5023,29.6594,29.8235,29.7686,29.6684,29.6077,29.7366,29.7068,29.86,29.7117,29.7189,29.2155,29.6139,29.7158,29.5325
21.1008,21.4319,20.1619,25.3734,25.394,25.1076,25.3204,25.2458,25.2427,25.2435,25.5715,24.9227,24.2055,25.5198,25.1702,25.0296,19.5873,24.7296,25.1738,25.0255,24.4928
25.2663,27.8099,28.8091,29.5003,29.5149,29.504,29.4796,29.4415,29.2249,29.327,29.3146,29.4687,29.5705,29.5791,29.5019,29.1266,29.31,28.8766,29.143,29.2598,29.0811
19.641,24.3038,22.7697,27.7979,27.7708,27.809,27.5857,27.5958,27.7621,27.7825,27.701,27.5454,27.5436,27.0645,26.7121,27.4303,27.5392,26.3832,27.184,27.332,27.311
31.6696,31.7459,31.869,34.4541,34.4665,34.354,34.3225,34.4326,34.3646,34.2962,34.2649,34.4609,34.4826,34.3466,34.3988,34.5324,34.4437,34.3878,34.3662,34.332,34.281
22.8873,25.1113,24.8377,26.6672,26.3738,26.4784,26.3542,26.2845,26.2404,26.2403,26.1535,26.6089,26.2967,26.6871,26.8486,25.7717,25.7961,25.8056,26.3469,26.466,26.6356
29.0976,28.7732,29.0387,28.0066,28.0562,28.2748,28.0057,27.8486,27.8688,27.6634,27.8455,27.6739,27.8309,28.1507,27.5098,27.7208,27.9391,27.0819,27.7166,28,27.4553
28.2918,27.9251,28.1018,27.5324,27.606,27.2788,27.2109,27.1642,27.18,27.1825,27.0844,27.3344,27.4161,27.4488,27.4565,26.567,26.8687,27.6728,27.3537,27.4183,27.4566
21.1371,22.8653,24.0934,23.5259,23.2794,22.9458,23.8079,23.4886,23.1649,22.8676,22.8119,19.7891,20.3352,22.2124,20.4199,24.7442,24.5357,24.38,22.2427,23.3224,23.8674
20.7188,20.1129,22.8031,26.3345,26.5718,26.0017,26.3162,26.0783,26.4389,26.4535,26.398,25.9901,25.966,26.3316,26.3744,25.6815,25.4645,25.6141,26.3734,26.5351,26.2376
21.6869,24.0232,24.0746,28.6789,28.5623,28.4303,28.515,28.7083,28.8472,28.6254,28.4744,27.9302,27.8516,27.8391,28.3476,29.0338,29.1689,29.1414,28.9311,29.2835,29.3279
30.3836,30.4983,30.5215,29.6012,29.2884,29.3138,29.4536,29.5312,29.5514,29.5179,29.4848,29.4911,29.7937,29.2411,29.1437,29.5227,29.6615,29.1666,29.5096,29.2141,28.9551
22.3534,21.1578,20.7452,24.77,24.3709,24.5429,24.3586,24.6318,24.5599,24.211,24.2844,24.037,19.2212,20.7417,21.658,20.4071,20.5316,21.2588,20.9021,20.5459,24.5168
31.2632,31.9482,32.7986,35.9877,35.9213,35.8744,35.8864,35.9441,35.9443,35.8871,35.8912,35.9506,35.7692,35.8881,36.0796,35.6658,35.5316,36.0254,36.0852,36.0272,36.1129
23.0889,21.0596,19.6943,25.1955,23.2361,25.1104,25.6303,25.61,25.9657,25.9624,25.8391,25.5142,24.7338,24.3401,25.8985,23.7998,24.5954,25.5425,26.0406,24.3025,24.3174
21.9117,20.4754,21.3598,27.0305,26.8854,27.0848,26.9502,27.2882,26.9707,27.3206,27.2122,27.1303,26.827,25.7483,27.267,27.5905,27.7571,26.6799,27.2405,26.986,26.5651
21.8746,21.6961,22.143,27.1639,27.3322,27.5856,27.3599,27.3881,27.0577,27.5725,27.0245,27.1902,26.968,26.68,26.6516,25.1622,23.7367,26.8264,27.0373,26.8843,26.3045
25.0221,24.9288,24.9347,19.1269,20.4041,20.2999,19.6148,19.7448,20.6365,20.0848,20.2908,21.6427,19.3579,21.6039,21.6319,23.6805,23.9965,21.3313,22.13,20.53,21.1915
21.3329,22.1709,22.332,27.7364,27.8351,27.8509,27.6179,27.8181,27.8364,27.6941,27.7277,27.332,26.986,27.3005,27.2042,26.8667,27.1325,26.7036,27.4143,27.1871,27.2412
23.8515,22.8225,21.4699,26.3153,26.5515,26.6174,26.869,26.3093,26.4341,26.4885,26.3965,25.6879,25.732,25.7582,24.7267,25.5643,25.0067,25.6284,25.5705,26.2482,23.3936
25.704,25.2896,26.524,27.3268,27.4756,27.5327,27.5715,27.4517,27.4766,27.5354,27.5708,27.3848,27.2474,27.2336,27.1388,27.0621,27.0026,26.9965,26.9575,27.0343,27.4485
22.0619,20.9988,20.7199,26.0217,25.7051,26.2387,26.3323,25.6527,25.9472,26.0333,25.8827,24.6205,24.8208,25.9183,24.5919,25.7021,25.9322,23.2545,22.2485,25.0119,20.9294
21.7616,20.9648,22.2916,24.123,23.1391,23.5774,24.0922,24.1542,24.3051,24.7554,23.9725,23.4405,23.0716,24.7375,24.8261,24.5777,24.7353,24.2694,24.3922,24.3703,23.7411
23.1374,21.416,22.493,19.381,19.4563,19.9796,20.1032,18.7422,20.2473,20.6913,19.4663,22.8619,22.5509,20.8484,22.287,20.4745,23.5573,21.8771,21.7465,21.5315,20.4445
24.5641,25.5542,24.7772,27.0502,27.2695,27.5307,27.4363,26.9886,26.9889,27.3135,27.2244,27.321,26.8424,26.4041,26.1576,26.0016,26.3707,25.8017,25.2146,26.4076,25.4273
23.7377,22.3202,23.6392,19.7121,20.1094,20.4726,19.978,20.3847,20.4402,19.859,19.5083,19.2903,20.537,21.0737,22.0983,21.6259,22.0972,22.6854,21.892,19.9163,20.7641
24.7426,22.9493,25.9192,26.3124,25.9303,25.6597,25.9131,26.3083,26.1627,26.1018,26.5785,27.5788,27.3328,26.1393,27.1933,26.522,26.9507,27.4506,25.9203,26.4051,26.3892
22.8712,22.5982,22.1194,18.9357,19.2128,19.6474,20.0418,20.7243,20.4947,21.0902,20.5506,20.4852,19.965,21.3449,21.184,20.1108,19.7095,21.5854,21.0171,20.2054,19.5013
21.4707,21.804,26.8616,29.945,29.6419,29.4132,29.6063,29.8927,30.3091,29.9382,30.0728,30.2323,30.0352,30.5383,30.7256,28.9451,28.9193,29.6607,29.9295,30.7687,30.4535
25.4793,24.4581,24.066,23.6296,23.4348,23.2734,19.9742,23.3909,23.6296,23.6785,23.4275,25.1692,25.83,20.9725,24.3738,27.8735,27.7901,27.3028,28.1642,24.6783,26.8913
31.1887,30.9334,31.2096,30.1938,30.1823,30.3479,30.1886,30.3139,30.2441,30.2548,30.2085,30.3556,30.4559,30.2967,30.1334,30.198,30.2401,29.8413,30.1393,30.1248,30.1172
21.5565,22.4988,24.309,23.4783,23.8477,24.3941,24.1269,23.9349,24.0788,24.643,24.0515,24.3915,24.3922,25.1815,24.9015,26.119,26.2588,25.1351,25.571,25.1217,24.3474
22.3442,21.6016,21.2199,27.0667,27.1109,27.0015,27.0357,26.9032,26.738,27.0962,26.9891,27.2321,27.1008,25.9749,26.1446,26.5625,27.0527,27.9379,27.5563,26.5914,26.4945
23.1258,25.1098,24.982,28.1676,28.248,27.9847,27.7858,28.1276,28.1116,28.0146,28.1764,27.9872,27.9431,28.1674,28.3127,27.4937,27.6617,27.8939,28.2869,28.2967,28.1306
23.1089,21.5527,21.599,27.022,26.9835,26.7767,26.8614,26.8327,26.8644,26.8392,26.978,26.0652,26.2243,26.5444,26.8671,26.4415,26.2006,26.1892,26.5164,26.5005,26.1111
24.5984,27.2908,27.1135,29.7591,29.708,29.9038,29.7381,29.6122,29.7828,29.6896,29.7511,29.2617,28.9255,29.7937,29.5691,28.6907,28.6953,28.932,29.2619,29.73,29.634
21.3403,21.0233,21.5618,25.0463,24.6336,25.0771,24.5002,24.8948,25.0178,25.1204,25.3367,24.111,22.8736,24.2825,24.5995,23.9835,22.8083,23.9945,25.4635,24.1428,22.8216
21.066,22.8267,21.3772,19.3806,19.4312,19.6734,20.8269,19.9074,18.9735,18.7588,20.485,20.2202,20.808,21.9943,21.2411,25.6973,24.8073,24.0694,22.6857,22.6058,20.3363
25.7836,24.3282,25.1593,29.1181,28.9233,29.0358,29.0337,29.0243,29.0175,28.9659,29.0082,29.0895,28.9851,28.958,28.8604,28.726,28.7707,28.9939,29.1741,28.8779,28.6251
21.5416,21.4887,21.6665,27.6055,27.5582,27.7215,27.5917,27.6551,27.5484,27.1821,27.6097,27.1059,26.9017,26.6802,26.5706,26.5662,26.8868,26.6527,26.6628,26.3066,26.6016
22.3586,21.4412,22.5961,25.0446,25.5345,24.688,25.1067,24.7069,24.5717,24.8829,24.5148,24.7841,24.2242,24.6192,25.1543,23.725,23.7742,24.3699,25.3494,25.0272,25.2242
28.7531,28.9696,28.8437,27.5458,27.5478,27.5628,27.3936,27.6324,27.8239,27.8404,27.4336,28.2892,28.3736,27.646,27.2731,27.2125,27.4394,26.9431,27.1005,27.006,27.0538
24.5975,27.7402,26.1196,29.3188,29.5416,29.4516,29.5615,29.6291,29.6302,29.5649,29.5332,29.7726,29.4229,29.0904,29.2537,31.428,31.1306,30.3621,30.0893,29.7792,29.671
21.3645,21.2072,22.4045,28.1573,28.0805,28.1785,28.1443,27.9087,27.9775,27.8848,27.9429,27.804,27.6821,27.7525,26.8218,27.8673,27.707,27.9159,27.8528,28.4572,28.0898
21.4931,21.556,21.6684,25.2696,25.966,25.6516,25.6672,25.6189,25.8952,25.7257,26.0062,25.7987,25.2807,24.4955,25.2884,26.5516,26.7335,25.1092,24.2272,26.0321,24.4485
31.7498,31.8299,31.8767,31.2723,31.3778,31.5652,31.259,31.3222,31.2989,31.5699,31.2218,31.2434,31.4672,31.1207,30.8774,30.8527,30.9144,30.9562,30.8025,31.1339,31.1488
27.1983,28.2923,27.6296,29.491,29.4103,29.3299,29.3977,29.524,29.3368,29.3587,29.4888,29.8569,29.5435,29.6672,30.062,31.2956,31.3491,31.0876,30.9345,29.768,29.8674
22.2256,22.1114,21.6438,25.5202,25.4864,25.5653,25.0953,25.3465,25.4285,25.6534,25.8129,25.7929,24.3953,25.3866,25.8113,25.6765,24.9719,25.2429,25.7446,24.8763,25.2276
22.6638,21.4044,21.828,26.0922,25.997,26.2085,26.2687,26.2662,26.4367,26.3171,25.9624,26.4434,25.5537,25.9406,25.7094,26.0725,26.231,24.9805,25.999,25.7596,26.2174
26.524,26.4945,26.7409,27.9338,27.7764,27.7615,27.8374,27.9634,27.9977,28.0317,28.0157,27.9916,27.6771,27.8099,28.2163,27.692,27.5735,28.1551,27.9383,27.6644,28.4515
21.992,21.6418,21.8894,24.7702,24.9789,25.2297,25.1752,24.868,25.038,24.8107,24.8864,24.737,24.6839,25.1491,24.9178,25.3569,25.9865,24.909,24.6815,25.2807,24.9087
20.5457,23.7998,20.3036,30.3207,30.4205,30.5274,30.3245,30.4236,30.493,30.433,30.5141,30.0696,29.8287,30.0527,29.861,29.8546,29.9261,29.9606,30.0887,30.1239,30.0701
22.5866,20.5442,20.5038,18.9187,19.0489,19.6938,19.7718,19.7574,19.887,20.2321,19.9031,23.6583,22.8728,24.4532,24.4275,20.8668,22.3668,20.7843,22.383,23.2019,20.3151
23.1844,26.2342,26.687,28.0699,28.0454,27.9225,27.9897,28.1569,28.2356,28.2122,28.1416,27.8362,27.7877,28.2442,28.1764,27.3506,27.1613,27.8857,28.1464,27.7918,28.0358
23.9271,25.7362,22.9707,28.4929,28.4841,28.7305,28.553,28.5425,28.5439,28.4196,28.4048,28.4296,28.0682,28.3333,28.1782,27.9156,27.9864,27.4852,28.3721,28.3262,28.3634
20.5414,22.5072,21.2047,25.6559,26.0232,26.0302,26.2844,25.9035,26.0983,26.1437,26.2464,25.4948,24.7536,24.8541,24.5473,26.3229,26.2209,25.3322,24.9428,25.8026,25.2471
28.6932,28.7153,28.7581,28.0134,27.9285,28.0796,28.0163,27.8365,28.0574,27.8483,27.7015,28.2649,28.2247,28.213,28.1113,27.5517,27.8423,27.8251,28.2584,27.9478,27.7753
22.0873,22.1432,21.9681,20.6876,17.9709,20.319,20.3689,20.0718,19.5162,20.072,19.3783,20.6093,20.7236,21.6202,20.3049,21.6064,22.5424,21.2173,22.475,22.8666,22.1349
21.8953,23.3126,22.9004,25.9605,25.8856,25.8773,25.7122,26.0923,26.1082,26.4198,26.0776,26.5574,26.6722,26.0393,26.2107,26.1266,26.1578,26.0447,26.1761,25.5841,25.0842
24.8464,26.2041,26.4096,28.7534,28.7737,29.0487,28.8814,28.938,28.8919,29.0421,28.8089,28.7391,28.379,28.5685,28.6316,28.6303,28.7963,28.1599,28.3618,28.3324,28.4227
30.666,30.9588,30.9858,31.9617,31.9624,31.9859,31.977,31.9105,31.9194,31.8288,31.8946,31.897,31.8743,31.5833,31.5059,31.892,31.76,31.4847,31.1881,31.7473,31.8063
31.4708,31.2843,31.4827,31.3528,31.3043,31.3556,31.3614,31.3386,31.4678,31.339,31.189,31.0826,31.1563,31.2079,30.9656,30.9105,30.9457,30.9124,31.1738,30.9348,31.0092
21.9103,22.2095,21.4954,23.4639,23.5531,24.128,23.6388,24.4252,24.1281,24.0188,23.7921,23.7917,24.1348,24.2608,23.1499,23.6643,24.0612,22.9835,21.8149,24.3919,23.7428
21.5931,24.6322,24.0726,29.0554,29.288,29.2144,29.2814,29.0952,29.1393,29.0485,28.9889,29.1347,28.7293,29.1533,29.6623,28.8611,28.7603,28.8782,29.3002,29.4777,29.1341
23.4558,23.8521,21.4686,26.9662,27.16,26.9617,27.0661,27.091,27.2792,27.1181,27.1427,27.5019,27.5751,26.6164,25.0401,29.1067,28.9207,28.9572,29.2137,28.4789,28.5621
21.843,20.9704,24.7782,26.6745,26.7361,27.0067,26.8046,26.3213,26.8822,27.1814,26.6615,26.3076,26.3617,27.0249,26.5,26.2369,26.3876,25.7027,26.1761,26.4289,25.9763
22.4933,21.6741,21.618,25.7843,25.7903,25.8336,25.749,25.6863,25.8268,25.8989,25.7074,25.8224,26.1309,25.5078,25.0276,25.2635,25.4091,24.6713,25.0932,25.5385,24.9511
25.6303,25.7739,25.5157,27.4068,27.2868,27.489,27.5919,27.3115,27.101,26.963,27.1436,27.3938,26.8894,27.0447,27.7187,26.7048,26.225,27.4724,27.1236,27.0226,26.7005
23.6405,21.8825,21.3728,25.3531,25.3964,25.6427,25.5654,25.6632,25.9482,26.1144,25.5815,25.0902,24.1351,24.3413,23.9015,23.128,22.7334,23.494,23.9828,23.7677,20.2989
25.9671,25.8115,25.4422,27.4447,27.337,27.4855,27.4791,27.3857,27.3328,27.1821,27.1463,27.5674,27.1055,27.4559,27.2192,27.4026,27.5818,26.3282,26.9107,27.3743,27.1653
21.8667,20.6791,22.122,26.2049,26.1426,26.4394,26.3228,25.4002,25.4631,25.4527,26.2072,27.1201,27.5216,25.5245,24.2912,28.9566,28.6779,28.4461,28.5407,27.6295,27.1822
23.116,22.3147,22.043,25.5719,25.7042,25.9777,25.5734,25.8597,25.4952,25.7895,25.7526,25.0357,21.7036,24.8715,24.8137,27.2818,26.8148,25.5712,25.8539,25.4191,24.4783
21.2921,22.0497,23.6988,28.7891,28.6715,28.7398,28.7409,28.6867,28.7112,28.6443,28.5816,28.4558,28.1928,28.6177,28.3023,28.3299,28.2313,28.3904,28.8869,28.6292,28.6397
20.5944,22.7643,21.0387,26.3652,26.6074,26.4079,26.5368,26.6974,26.5619,26.6566,26.6538,26.6721,26.4322,26.5272,26.2619,26.7024,26.4105,26.2839,25.7175,26.3495,25.8248
29.5232,29.8498,29.6386,30.4925,30.4393,30.5108,30.412,30.5858,30.6258,30.5602,30.5857,30.3375,30.3035,30.275,30.3695,29.8439,29.8353,30.0226,30.0926,30.3648,30.1676
26.7769,27.196,27.0045,29.4639,29.3413,29.5662,29.3943,29.3866,29.322,29.2781,29.4415,29.1954,28.9343,29.1726,29.0319,28.9937,28.9204,28.4522,28.8587,28.8676,28.3916
21.219,23.0119,22.5148,20.3597,18.9432,21.0022,19.8419,19.0943,20.2976,20.1935,19.1302,25.3847,25.6611,20.6577,20.5987,28.0088,27.9423,25.0001,24.6533,20.4491,21.1878
23.2426,22.1799,24.0182,26.9952,26.4756,26.2522,26.648,26.6889,26.5596,26.3291,26.4499,26.5351,26.2454,26.4583,26.8653,26.2443,26.1746,26.3463,26.4305,26.6333,26.8437
29.6277,28.7251,28.8966,28.0885,28.2092,28.0572,28.0805,28.0073,27.9402,28.068,28.0781,28.8167,29.1356,28.0104,26.2964,30.9827,30.992,29.6444,29.6794,28.5904,28.4539
27.7605,28.3194,28.4119,28.9073,29.0211,28.9468,29.0213,28.9117,28.7874,28.8384,28.8525,28.8351,28.9108,29.3925,29.1635,28.6081,28.7517,28.507,28.5237,28.9124,28.9542
22.5143,20.3626,21.277,28.4563,28.564,28.5829,28.4721,28.1914,28.5144,28.5085,28.3465,22.0818,19.8117,21.4368,24.117,26.6651,26.5309,31.1981,31.11,29.4607,30.1161
31.2794,30.7692,30.8515,29.9822,29.7659,29.8182,29.8978,29.8509,29.7574,29.8334,29.6865,30.1323,30.4177,29.982,29.6692,31.5178,31.6544,30.8147,30.9801,30.3265,30.2541
21.9359,20.701,19.9588,25.7689,26.2384,26.2332,25.9888,25.7905,25.718,25.8033,25.7064,25.9063,25.8247,25.4006,25.3001,26.3151,26.0567,25.7549,25.991,26.9261,26.1002
22.0183,23.8128,21.8447,18.2483,19.9637,19.7442,18.7279,19.9792,19.9183,19.3457,19.2842,20.3732,19.8835,21.2692,21.7452,22.0551,21.26,20.0212,22.2837,21.5704,22.7198
22.2416,21.6509,21.35,24.6926,24.3589,24.4895,24.6592,24.781,24.51,24.1245,24.5603,19.2607,20.927,21.1415,19.3801,24.231,23.4377,20.4798,20.0357,21.4439,22.4861
24.1446,25.1409,25.1859,28.9384,28.9127,28.8741,28.8923,28.8005,29.0072,28.8064,28.8791,28.4917,27.9913,29.0177,28.7426,28.1447,28.0623,28.3854,28.931,29.0541,29.0922
30.0112,30.1375,30.1927,30.8489,30.726,30.7846,30.8981,30.763,30.8315,30.8249,30.8215,30.6803,30.5808,30.8708,30.7909,30.4464,30.4794,30.1041,30.6181,30.364,30.4013
33.2949,33.154,33.2646,32.5342,32.4651,32.4583,32.4696,32.4218,32.379,32.4279,32.4352,32.4237,32.6359,32.1954,32.1473,32.2663,32.2947,31.9796,32.1564,32.2539,32.2304
25.9744,25.751,27.1276,28.9322,28.8514,29.0658,28.943,28.9447,28.9799,28.8476,28.8326,28.7508,28.5889,29.0121,28.768,28.6585,28.5743,28.2601,28.2272,28.778,28.9216
24.7971,24.6129,21.7984,26.2191,26.3705,26.4527,26.2272,26.2741,26.4964,26.7255,26.446,26.2658,25.5683,26.384,26.5404,26.0652,25.7235,27.2157,23.8398,24.1352,25.4806
21.5942,21.5635,21.9808,28.7467,28.4469,28.7943,28.6686,28.5469,28.418,28.3404,28.536,28.6604,28.239,28.4066,28.4081,28.4647,28.4576,28.0015,27.9813,28.0249,28.5601
25.8619,24.708,24.5314,26.9821,26.9446,26.5938,26.9171,27.1229,27.2782,27.0415,27.0688,27.3476,27.0469,27.5704,27.9402,27.1157,26.9716,27.5951,27.2813,27.548,27.7225
24.4113,21.824,25.0223,27.7704,27.0519,27.1254,27.1829,27.1525,27.2982,26.9901,27.1111,27.3204,26.8722,27.9322,28.5241,27.1023,26.816,27.5578,27.9436,27.5326,27.7023
22.9151,21.7701,24.4752,26.6256,26.9682,27.2379,27.166,26.6422,26.7886,27.0093,26.7479,26.1008,25.0567,25.8065,24.7273,25.1518,25.3893,23.7601,21.729,21.2356,24.3968
21.757,22.8175,22.5813,24.8092,25.0783,25.0872,25.0044,25.0548,25.0161,24.9437,24.9497,25.3745,25.5067,23.9823,23.5264,25.8303,25.7917,24.0751,25.1167,23.9952,24.7546
29.3726,29.1961,29.1162,29.3241,29.381,29.1785,29.2195,29.2038,29.1014,29.0371,29.2469,29.2304,29.1373,29.3931,29.4544,28.6939,28.6502,28.8948,28.857,28.9863,28.9834
26.2855,25.7392,25.855,27.2653,27.3232,27.0135,27.0585,27.2237,27.0595,26.7419,26.9646,27.3777,26.9788,27.2705,26.8713,27.2198,26.873,27.4471,27.3921,26.7261,27.0529
24.435,24.9752,25.5824,27.2003,27.0678,27.0684,26.5979,27.3826,27.3241,27.5657,27.0417,27.2138,26.9217,26.2521,26.9021,26.3363,26.0538,26.6523,26.8179,26.301,26.0704
25.9404,26.5043,26.4717,27.6947,27.5584,27.9532,27.648,27.6555,27.4613,27.7667,27.7007,27.5997,27.1805,27.4558,27.2388,27.0567,27.1221,26.8932,26.7182,27.0619,26.9099
28.4611,28.388,28.2172,30.1807,30.0423,30.1404,30.255,29.9769,29.9545,29.8683,29.6124,30.1438,30.0366,29.7683,30.128,29.8962,29.7539,30.1045,29.7236,29.8155,29.6109
22.162,22.5835,21.2341,23.6747,23.6729,24.3683,24.3838,24.0061,24.1041,24.3014,24.3081,23.5684,23.2086,22.8517,20.0766,20.073,20.9553,21.1171,21.2988,21.2071,20.7016
22.5137,21.1857,24.4053,27.4105,27.1616,26.9522,27.4931,27.3461,27.4306,27.4597,27.3884,28.0709,27.6773,27.152,27.6529,27.8521,27.6695,27.4228,27.5522,27.7078,27.6223
26.1539,26.3414,25.7941,27.0494,27.0891,26.8429,27.2678,26.9488,26.6199,26.6784,26.6851,26.3901,26.1058,27.3241,26.9717,26.2718,26.0747,26.5497,26.1935,26.6865,26.5146
24.126,26.3918,25.0482,26.8341,26.9384,27.0061,26.997,27.0205,26.5259,26.5499,26.9836,26.1491,25.8324,27.0099,26.6655,26.0564,25.9532,25.8258,26.231,26.0422,25.8168
25.9905,25.786,26.1225,28.8598,28.6694,28.8255,28.5494,28.7422,28.6636,28.6869,28.6432,28.4694,28.2172,28.1401,28.0615,28.0299,28.1447,27.7154,28.2948,28.3222,28.2856
26.2894,24.2904,25.5042,22.4215,22.977,22.4641,23.0095,22.7243,22.8026,23.001,22.8098,22.2771,22.9558,24.4201,22.9116,19.4393,21.054,23.2547,22.7794,22.7967,22.7424
24.8953,25.2114,26.1673,26.8318,26.9836,26.6444,26.915,26.5905,26.8934,26.7104,26.6413,26.1573,25.7644,27.4555,27.2261,25.6762,25.7411,26.3375,26.8691,26.7365,26.45
23.4021,25.978,25.935,26.882,27.2619,27.2325,27.2287,27.6359,27.6095,27.2747,27.429,26.7607,26.8992,26.8092,26.5129,26.5343,26.6087,25.9178,26.4493,27.0873,26.7566
23.3927,22.7455,20.9192,19.4986,20.6359,18.4806,20.5262,19.6031,19.9747,20.0944,19.8049,19.9462,21.1432,20.6286,20.5723,21.1006,20.7038,21.3898,21.2882,21.0713,22.3372
29.6446,30.095,30.0532,30.774,30.7103,30.6664,30.5367,30.4933,30.5258,30.5295,30.5237,30.7384,30.7622,30.7239,30.5715,30.2044,30.2209,30.2852,30.5797,30.4011,30.4017
21.3112,22.3065,22.0863,26.6165,26.6082,26.4668,26.3666,26.5868,26.712,26.6933,26.721,26.5174,26.0736,25.8064,25.5729,23.4855,25.8751,25.0466,26.0949,26.0003,25.7807
32.4483,32.673,32.1471,31.1282,31.1137,31.0526,31.0892,31.1951,31.2139,31.2181,31.1159,31.4827,31.8569,31.146,31.0314,31.2539,31.3362,31.3092,30.6692,31.1187,31.0531
22.1269,22.5111,22.8011,26.1094,26.1652,26.0899,26.0823,26.0697,26.2421,25.8162,26.0641,26.4287,25.9919,25.7996,25.4136,26.3502,26.1323,25.0198,26.3947,26.1505,25.4789
29.209,29.1852,29.4154,30.1404,30.1915,30.2472,30.2193,30.0893,30.0971,30.2172,29.9898,30.0093,30.2405,29.9671,29.9081,29.42,29.254,29.1815,29.5398,29.7618,29.7046
29.2755,29.0659,29.1791,28.4028,28.3872,28.4432,28.3269,28.1769,28.2175,28.1111,28.1492,27.917,28.1859,28.1527,27.5052,27.8343,28.0211,27.0685,27.7068,27.8198,27.4488
29.4682,29.405,29.4467,28.7083,28.5192,28.6297,28.7294,28.8192,28.7659,28.7181,28.8498,28.6308,28.9536,28.7833,28.4161,28.1806,28.3696,28.1837,28.7335,28.332,28.4223
26.6472,28.1171,28.3382,29.4999,29.309,29.328,29.007,29.2438,29.412,29.134,29.2935,29.4503,29.1422,29.5834,29.4161,29.0749,29.042,29.1501,30.2303,29.7081,29.7834
21.6108,23.4615,20.2181,25.0859,25.0632,25.1608,25.3001,25.5572,25.6662,25.6471,24.8338,24.9773,25.105,25.121,25.2039,25.2662,24.8962,24.7281,25.3609,25.4844,24.8676
24.2574,23.8233,22.8051,19.8369,21.1879,19.9146,21.0851,20.1603,19.968,18.5383,18.5243,20.1957,20.9207,22.2918,22.7248,21.1973,19.8427,22.044,21.263,22.0376,20.661
29.0362,29.3695,29.1432,27.9436,28.1405,28.2496,27.8123,27.7473,27.7409,27.6851,27.7056,27.8625,28.1238,27.791,27.6531,27.4852,27.6391,26.8394,27.7039,27.3314,27.5886
25.2197,24.6994,25.539,27.7717,27.7126,27.8138,27.8107,27.7244,27.5707,27.4854,27.6404,27.2796,26.9123,28.0287,27.6453,27.0578,26.7548,27.3184,27.2161,26.6786,27.3908
