NP_CTRL1_50%,NP_CTRL2_50%,NP_CM_1_1_50%,NP_CM_1_2_50%,NP_FM_1_1_50%,NP_FM_1_2_50%,NP_PM_1_1_50%,NP_PM_1_2_50%,NP_SM_1_1_50%,NP_SM_1_2_50%,NP_CM_3_1_50%,NP_CM_3_2_50%,NP_FM_3_2_50%,NP_PM_3_1_50%,NP_PM_3_2_50%,NP_SM_3_1_50%,NP_SM_3_2_50%,NP_FM_3_1_50%
537095.316,1083176.886,553704.047,299536.1552,317454.4961,663380.8864,356592.0832,540418.4008,625403.8466,396107.8926,1344988.566,1544936.352,1008202.763,544377.549,1761212.416,1093281.981,962687.7436,1117770.79
183162.6834,36719.48445,6817.423661,33926.87375,38253.86559,26658.56241,6206.958203,15410.59474,33751.93614,96846.36786,235375.9498,589077.9688,100171.1661,120828.4956,630020.4814,220902.9832,374031.2302,77029.20171
2016668.914,1895131.487,1297943.272,390920.3158,1021321.699,1126936.607,1135354.209,787419.1545,1859325.357,817474.036,4503056.181,3797328.174,3460863.245,1265874.633,5917795.893,1953226.708,3048020.846,3657792.914
124205.9009,109515.6045,1181.011493,121596.7699,27043.42284,NA,6691.186306,5833.376928,17767.61744,30010.95275,347.567697,NA,175.7046497,NA,7.071953372,NA,NA,NA
280001.938,103501.5189,1520.280977,41079.63091,30123.30461,998.7553016,1817.461381,1018.142832,16652.56166,29406.8021,2383.633527,590.64558,1226.720148,2331.468133,2025.972848,869.6522933,1546.655596,1002.59842
284503.7445,1033634.564,7003.154143,105861.6781,60746.77899,6521.954001,42450.5408,40377.68641,88575.69035,68394.80258,40545.79075,7973.918107,7397.032752,5651.185181,1581.479295,22413.47778,15757.17872,7719.863014
744548.4598,135471.7749,15123.94388,11224.38178,23145.24004,28687.23755,20350.364,2023.484527,12861.23362,2055.159576,22720.26152,4055.84819,22813.26223,4172.831251,7259.487723,12525.24826,11312.61486,10326.07252
29584.46203,12312.06608,3798.058629,15738.46716,25510.29026,5203.894098,44209.96379,18852.82401,27173.74359,19906.91799,3355.081538,1220.89996,5147.561027,461.500688,3677.406783,5000.208325,2227.043409,2010.230498
586832.0873,204373.1748,10243.02038,57172.7339,141556.7418,26947.85755,19101.64178,19992.68515,66374.58886,40313.43578,310718.1292,117816.8285,414154.5839,39436.62039,271770.1946,402653.2605,319051.4193,302921.4844
101292.0803,166280.6054,118287.3002,125160.7293,122028.7711,178184.1799,201462.3418,186141.3319,217303.8195,134038.9819,491057.3504,1572359.579,491498.3109,182108.6096,1957402.467,311908.2509,596268.1058,537253.9349
96387.07263,154617.9533,1017.345585,8578.590031,15382.90413,1390.252559,4693.824848,3832.640125,9591.859151,3541.162381,6701.186348,8335.293142,5398.84528,2082.443006,767.4902851,8648.459871,3127.849005,9633.32749
39840.02283,104339.287,5118.648325,144647.8034,129035.5142,13110.41543,118728.6052,128828.793,206502.9194,70140.95871,6576.322284,7825.244257,6823.452921,1617.520284,6449.333745,4612.885318,13724.86535,4522.131751
2768522.832,6984949.048,691051.5111,3352604.174,1759482.415,889523.5533,324010.8044,1128049.461,1474981.244,1047196.083,991254.9432,308150.1045,706260.9954,505240.7264,170291.4023,443752.817,385389.9277,329609.5053
352932.8565,486825.6799,186678.3532,68240.85197,198330.5672,108559.2243,175204.1933,159953.0267,279222.7458,90745.62771,455643.9154,514433.7493,496963.8708,178956.8724,462654.1355,291154.2633,302468.1494,413934.3652
60597.98151,141126.0126,821.8263356,33085.32176,14102.54896,58.4450981,4538.365059,5959.109054,28186.4286,15852.27322,447.381529,NA,NA,NA,NA,4816.628578,NA,278.3158511
66866.8584,477628.5838,7235.443928,7141.622045,16625.44076,5388.448852,10967.00025,4419.731213,56949.26608,14655.75129,24544.17578,21480.56751,22617.00374,9397.752816,41488.85881,21546.64903,14168.61636,24876.09467
99725.73981,168515.414,17152.86458,174589.5679,75584.22316,12114.19953,149783.5235,69338.83466,84949.9744,30207.73609,11096.15071,833.6723831,16549.35889,2837.703196,7031.082795,34102.8214,6304.16808,4681.925657
76493.89267,54631.24314,NA,36265.89802,9162.298699,1632.381978,927.6269226,1254.120273,19130.33989,4854.878535,NA,NA,NA,NA,440.3943844,NA,496.5170439,NA
5943538.355,6288143.097,6179665.641,927936.0011,3259412.971,5312200.835,4486758.353,4150571.642,4430912.943,2565885.17,10685625.54,6846667.918,12026525.56,13800542.73,6566633.533,11818993.11,18779969.51,11001286.6
291716846,410596277.8,219370326.1,106760200.7,123532950.7,177821145.6,175013671.2,202938056.6,225457370.6,126510498,388755646.1,460298186,439271070.2,172511537.9,627421356.9,341682619.8,328030489.2,265951299.9
145945.3664,289117.1707,128484.9788,99985.17827,194144.5013,108018.6533,118381.8714,305738.0724,283413.9174,279710.7171,483509.5593,1582138.944,402769.557,400350.2378,2984255.598,472935.1287,716976.3067,532813.7183
6536665.85,15226595.1,269615.5466,34337337.29,15954488.26,5141018.986,1306494.075,17057078.08,7830174.524,3369119.991,727580.8598,193826.6109,1207424.864,288915.9864,530478.429,556097.8145,346330.6328,162185.8873
59907.45167,11347.34903,250141.5222,465414.5974,576358.1927,340618.3625,1871248.181,359616.7549,491403.6234,561597.1223,89382.14158,107470.1163,709645.5519,303113.3975,326125.5663,986490.0388,249864.6302,720594.7153
18185.40732,17261.22186,NA,7178.001228,1649.965167,230.724386,618.2992199,NA,1085.039072,3032.197778,NA,NA,NA,NA,NA,NA,186.8124295,NA
449527.4422,190806.2669,305213.4289,939073.2166,1154510.163,159591.1766,1434208.863,1022064.804,1598104.451,1975123.892,76961.72604,62662.42715,442393.0609,330904.8516,123047.9318,128310.9289,103624.4127,73209.08524
10533.63742,58732.62432,323.3686694,2109.416194,2260.647073,215.5778974,837.0361712,973.9107607,9235.777077,3018.492476,551.4821916,489.3125316,436.5723017,302.206547,619.2225917,1052.679581,801.2776745,47.62790061
471041.0677,108717.1931,17412.47021,105556.6379,363554.8133,89514.03941,24598.50136,174481.244,418024.0329,75617.56697,3899.934432,15237.92327,77665.64236,10984.08879,1199.220094,3258.682532,1201.200263,19967.21318
60113.30222,425012.3768,1870.086294,74845.08949,26286.69979,2437.871695,5901.079772,8837.550438,60493.00044,27912.53958,2731.132465,695.6237597,4269.00829,5045.806741,2211.734063,4083.456606,6892.379517,1105.568876
579106.2187,583765.3196,247156.8533,259149.157,296799.2015,406505.8411,278343.2891,617226.5747,491161.5126,428888.209,571369.3368,1553954.748,758549.5051,717463.7542,2099816.915,726638.0455,586577.2142,980058.2084
117057.0443,209527.4409,2896.090914,84681.32013,40991.50898,3815.850087,11855.55556,27163.21648,65526.58559,35328.69405,5858.880008,7768.656039,3662.537754,941.0722226,7790.974268,1820.871212,7315.64907,9574.253204
105715.9064,82715.45797,1613.493795,22409.15711,21652.92441,271.1026882,939.0343929,4203.157333,55083.66769,35709.90602,1327.754642,169.8420906,1516.08679,187.4948893,205.6660567,2664.492431,239.3702068,1318.875226
61357.64227,233021.5214,110399.1797,6671.670648,22709.3719,31495.75589,48349.17977,21317.09914,62012.18225,30757.48687,198519.1803,97382.45189,175807.2619,216690.0327,157084.3699,101845.0502,105407.5482,95790.05776
78933.2231,756901.9929,48399.6213,31872.58366,29981.25006,26105.35842,46205.72522,17068.72261,126094.1527,22474.23831,188087.478,122197.0903,109000.2146,66698.71965,300514.356,74104.16319,146119.2854,116500.8528
10270.78068,1754.255862,5218.918863,211.4506455,1415.584933,7624.418297,1281.421052,1370.738202,9960.543625,5717.882594,17582.21044,34416.60922,24769.87549,11908.58096,14402.99055,18063.76562,24888.61117,28452.04264
3724124.01,8687385.274,2154863.695,4641039.228,3584533.373,3928290.542,5035855.719,4826879.467,5306819.989,3516401.203,8031221.746,17049386.15,11752604.04,4421051.297,25696077.95,7228732.644,10306280.18,12810599.92
15590.43336,37853.2558,88.86984265,11648.89103,5826.439436,275.011948,2188.655828,2001.23212,10832.92057,3314.750769,NA,NA,131.0151823,215.5938241,1427.979945,NA,NA,396.2513452
1420.775948,15498.04678,4549.535477,5573.836581,4744.825191,5844.317034,4740.031855,2702.055779,21776.32722,3370.793199,59813.10956,91057.4493,22969.21602,3724.307879,145255.6106,37480.6284,70157.07081,36365.31207
196351.1286,96365.69103,18635.42618,409389.4996,167341.4816,10781.14261,24921.24783,40994.43933,206305.7232,114651.7587,13360.09609,6063.827341,5597.986556,29761.60473,14190.25558,15763.67688,3967.935001,6882.641485
12006.51743,1807.41543,NA,4391.121015,3580.181978,NA,NA,465.3008565,5901.327064,1050.539399,NA,NA,NA,NA,NA,NA,1.473521529,NA
33662.06933,95350.22745,497.6206559,6815.223779,5073.818348,581.0001701,2215.892472,1322.964144,21550.78629,14402.29918,78.32062376,320.0152322,NA,19.44789784,111.2141244,2259.03897,1448.339072,NA
919518.9142,947947.5822,249899.2777,428587.3738,331146.1609,725493.3727,376990.9727,343783.2854,518937.4955,596347.1068,944146.186,624464.4493,1166237.888,571536.5266,2181405.29,841996.825,1273647.285,665164.5374
144049.34,36043.93184,103461.7899,40507.19613,41276.91299,129904.4918,73410.25393,31399.07686,109743.9243,144667.5139,340195.5279,233986.4886,239918.4666,92085.09464,181210.443,246308.8469,462296.4352,307666.2611
581671.1035,539448.3322,159435.6757,277974.3969,315675.5445,271302.7669,186122.1109,845496.3765,557436.6203,612974.2834,1048646.273,2539752.286,777693.5628,468421.4449,2076062.441,1202375.745,1244293.07,870434.7614
1790132.21,1894830.007,276692.1846,1309755.041,1393762.799,325107.8099,838373.9193,748813.2762,2070456.78,956572.045,380345.6372,242952.6699,868698.826,281441.8692,417940.4569,282224.2543,265619.2352,171070.3296
131.3841223,NA,NA,180.5989899,NA,NA,NA,NA,142.7643729,2.10495687,38076.9438,27335.29454,319.6109752,5236.32167,NA,14170.74298,25941.87635,11547.54545
725584.711,3546488.325,1661027.034,666349.5459,1337690.787,797899.2928,1588626.273,469407.3749,1866042.65,838261.5982,7095797.699,2449433.839,3787380.98,1642623.457,3037280.603,2653912.977,5436967.525,3672016.826
7541708.356,5065199.339,132917.3566,14319195.92,9938681.886,2770259.323,1119165.776,5286404.905,9417247.804,2479853.156,689258.8184,101378.5303,1017983.356,263240.1275,191169.0056,730283.886,289432.4263,92277.60678
10715.34861,29475.46996,NA,1599.714537,955.5208498,NA,NA,577.9964619,2381.049501,814.7559262,147.1768614,NA,NA,NA,NA,NA,NA,NA
1212365.788,1238628.755,311873.8487,647704.3941,458704.4349,413198.5788,285182.6677,1100338.157,1063008.646,1054249.856,4722136.951,13410018.4,3151795.509,358969.4705,8675251.455,2027136.255,7238235.585,3121571.14
282981.4301,299085.527,6637.660795,57057.77091,48927.82417,3686.83555,31900.60393,17067.00262,23697.35171,17375.4755,13510.93164,1070.205245,12661.4807,3988.973178,9716.354402,64442.85727,14734.6628,6185.838442
32502.48989,1380.350939,276.4044217,8235.148833,17654.11752,296.0146807,442.0391044,16407.473,142.4643141,2547.933458,NA,392.8862912,91.53259325,291.0830974,NA,NA,NA,176.0580528
150594168.6,23984402.12,1993060.533,35222955.32,12613045.92,1064991.606,3465993.386,7959369.329,4742607.281,2944169.093,1928176.174,349044.6609,3515633.863,5811431.142,551077.3029,4303888.666,1701469.525,1630364.726
115431.5583,447326.7046,126509.9853,133173.0831,65051.80335,191551.8024,86704.26647,141683.6598,87501.30982,59209.80074,287801.1101,534900.6269,509000.7389,120986.0111,877603.4799,174313.7571,376992.9423,386460.0506
1374493.244,1096847.412,1644856.585,939645.4909,618000.5594,2417329.332,1195899.175,1459574.865,1216528.566,891540.4115,2509754.055,4830957.343,4258830.866,1084840.885,5416525.362,2075662.54,3008980.746,4036596.014
885.2132913,3583.900411,4340.520731,2488.345252,829.6942232,4340.920989,4572.815891,3227.448872,5085.76066,2511.176422,14416.42925,63906.34755,19487.1402,4676.381915,113380.1856,3195.972583,13162.43563,24372.54231
176.8325564,144.1742778,9741.974027,2186.607809,878.3346987,21431.70714,1602.433289,11087.52921,3523.476112,10325.33334,906.8611614,4842.806079,23396.71918,4214.799558,2315.765925,4199.497238,1194.55751,2389.165628
33928.96454,165112.1224,482.4445607,298.4058831,244.3802224,NA,275.4128778,80.24615847,356.3726867,358.9993162,NA,NA,663.319323,NA,NA,665.4312918,NA,174.3395233
2711089.489,3566744.198,969760.84,1565008.762,2018694.054,1440436.418,1210658.572,2078716.085,2648220.691,1554132.81,4941634.874,7311329.61,2674240.413,1540877.338,10020871.48,3269723.13,4606986.558,3933185.63
9500524.191,276118.409,649158.288,4840106.523,9304100.333,703481.8403,4009419.996,4121825.882,11998162.3,13110898.19,382524.35,134964.004,401369.7073,373267.3784,311961.53,159320.8156,558864.2374,1388124.757
366328.6459,467709.8738,14935.06409,102022.2598,65477.06769,17377.47074,30595.41561,30221.39231,191532.5196,160634.724,30725.34023,65686.01946,15260.77433,29265.63472,28841.08333,30932.17586,76246.53554,14503.458
