LL.4,LL.8,LL.12,LL.16,LL.20,LL.24,LL.28,LL.32,LL.36,LL.40,LL.44,LL.48
0.03077534,-0.06622171,-0.2763614,0.0228488,0.1303998,0.10373224,0.11986019,-0.00440857,-0.27085841,-0.12846659,0.12122267,0.22264254
0.17202653,0.45297174,0.20650556,-0.41968819,-0.37984354,-0.24076443,-0.21419632,0.39377715,0.20341383,-0.41355012,-0.64883727,-0.10358345
0.16537191,0.07766276,-0.35387803,-0.08362164,0.28731681,0.13802504,-0.00494098,-0.11370533,-0.30904862,-0.11271503,0.00789479,0.10760862
-0.09631692,-0.40417265,-0.10437997,0.11399918,0.231687,0.22139968,-0.08214167,-0.45946473,-0.15220532,0.11357736,0.08490853,0.26832009
0.14577895,0.42391102,-0.05127517,-0.12752379,-0.36732369,-0.4183057,0.24552785,0.51337502,-0.00087425,-0.22114141,-0.46398081,-0.38314318
-0.1744409,-0.14512171,0.11634236,0.12617145,0.0573434,0.07236355,-0.08943672,-0.11400089,0.07606934,0.08947161,-0.04264662,0.09075277
-0.15723799,-0.34841146,0.03303257,-0.05973009,0.18475466,0.07045346,-0.14223299,-0.22855575,0.14629083,0.07727478,0.02360898,0.21921875
0.56145791,0.08908517,-0.57435776,-0.12191509,0.05040176,-0.06227244,0.20185163,-0.07740208,-0.56850223,-0.06412013,0.05848081,-0.07220875
0.2082567,-0.34287065,-0.09860159,0.18532371,0.16570256,0.13926002,-0.00916978,-0.47262473,-0.28416441,0.11181131,0.13084875,-0.11288816
-0.02490501,-0.13114315,-0.07642637,-0.06774344,0.08590098,-0.08489874,0.04567122,-0.08337466,-0.00908787,0.06906845,0.15460254,0.06571838
0.07220065,0.31587768,-0.2397518,0.00723305,-0.13734499,-0.2329078,0.04064533,0.2504399,-0.15900435,0.02279854,-0.23407055,-0.08580768
-0.30518014,-0.21944503,0.26644462,0.01754453,0.03305585,-0.08601842,-0.1562949,-0.09082179,0.33302564,0.02730058,-0.08829075,0.13182367
-0.28887667,-0.24367468,0.17891543,0.08073433,0.02117968,0.06103636,-0.07722926,-0.16796633,0.26057178,0.10520965,-0.03413559,0.10943527
-0.0533512,0.34072221,-0.104845,-0.0342716,-0.20369029,-0.23460656,-0.18959535,0.42467408,0.04626646,0.01132428,-0.14576058,-0.02054557
0.41428256,-0.32388804,-0.44042878,0.0259981,0.12762362,0.03862137,0.02566196,-0.324747,-0.4568183,0.06787586,0.19285168,0.15578705
0.09750183,-0.30410022,0.0027906,0.07854319,0.10235017,0.10797035,0.01718393,-0.44166341,-0.01963486,-0.00299049,0.10989938,0.15941057
-0.15722908,0.15964065,0.10251038,0.01433964,-0.17708974,-0.22580943,0.04385735,0.13906268,0.16832328,-0.03675447,-0.16484079,-0.16186987
0.01278535,0.05748371,0.06017063,-0.06838254,-0.11282217,-0.12635009,0.00819221,0.11102286,0.11130121,-0.07821631,-0.20188925,-0.03947232
-0.07044163,0.09272189,0.07185067,-0.12283247,-0.21427485,-0.27321179,-0.11335584,0.38348088,0.28228496,0.02819595,-0.41291564,-0.02666047
-0.37001451,0.55932386,0.2859167,0.01983668,-0.45157871,-0.42580171,-0.17568716,0.51733989,0.34721144,-0.04287869,-0.48068645,-0.62382816
-0.17134893,0.33102586,-0.02674361,-0.13662616,-0.20857588,-0.24652438,0.08625405,0.41861544,-0.06983455,-0.11217532,-0.20142526,-0.13068807
-0.12422569,-0.18624886,-0.02854238,0.01329349,0.03591003,0.00794864,-0.00211495,-0.43449297,-0.0252112,0.1481885,0.08864788,0.25767221
0.28567717,-0.14317874,-0.1681972,0.00552459,-0.1406953,0.14487954,0.19147926,-0.10128334,-0.08755346,-0.1191326,-0.32405054,0.10458323
0.04821207,0.18387814,0.18493213,0.01923134,0.02488765,0.06277694,-0.23678219,0.15496113,-0.01816649,-0.22291661,-0.34912715,-0.06661985
0.42471143,-0.14391798,-0.17952087,-0.19822254,0.09511428,0.11618536,0.10574115,-0.30041423,-0.27836509,-0.21972797,0.01978253,0.2199937
-0.56183876,-0.11406078,0.47581523,-0.31390905,-0.11186458,0.13164932,-0.20886876,0.10939608,0.58278961,-0.26950973,-0.44223762,0.11986491
-0.29920492,0.50581264,0.46882341,-0.29638605,-0.80917317,-0.76289964,-0.34559043,0.54524559,0.70014382,-0.20847537,-0.68156966,-0.53041271
0.05336958,-0.13430189,-0.21127018,0.04780089,-0.02281223,-0.09385979,0.14454549,-0.10622049,-0.21643318,0.08834686,0.13189683,0.09554162
0.13417831,-0.16607564,-0.14089924,0.02161232,0.11540609,0.11133589,0.09102713,-0.26347399,-0.11324218,0.01438207,0.1200294,0.04806553
0.13736313,-0.47478252,-0.33874031,-0.01284248,0.13929074,0.20533445,0.07221752,-0.48722185,-0.11409455,-0.02371635,0.06410702,0.3916382
0.08282731,-0.56535764,-0.17612242,0.08565215,0.20080262,0.17908584,0.17153013,-0.48355102,-0.36005701,0.08138392,0.14379486,0.32351523
-0.35379789,0.29265097,0.24192043,-0.01100956,-0.15894065,-0.24676561,-0.1177242,0.32335902,0.19030088,0.00097398,-0.22587189,-0.22722528
0.1771414,-0.42845234,-0.21280926,0.09701549,0.18369473,0.15664405,0.04335521,-0.32580507,-0.33412299,-0.06346158,0.01054087,0.18966652
-0.21960807,-0.03274689,0.21149736,-0.09635973,0.05629694,0.1419424,-0.25205942,0.00119601,0.14014517,-0.05285101,0.07254651,0.08635493
-0.07036113,-0.32740604,-0.01246308,0.14935867,0.17333254,-0.15492012,-0.04727353,-0.36323754,0.03343556,0.19381083,0.30922083,0.03219793
-0.16215417,-0.007005,0.07211383,-0.06735525,-0.00868811,-0.0343268,-0.19960673,0.05349379,0.18978387,0.02163647,0.04136159,0.01218065
0.02972776,-0.53919898,-0.05728647,0.09730331,0.20162696,0.227478,-0.09672104,-0.49046886,-0.10527331,0.16658303,0.18649429,0.28886303
-0.27151073,0.08374812,0.4075787,-0.09797141,-0.27588376,-0.12281202,-0.46966803,0.22112125,0.29930448,0.04086411,-0.41637173,0.06166781
-0.57913039,0.11256277,0.451313,-0.04356146,-0.25232627,-0.43048988,-0.43758863,0.26403089,0.51166184,0.13937003,-0.10666228,-0.10894454
-0.21933644,0.23267689,0.36631097,-0.13887863,-0.40345593,-0.18097535,-0.28656655,0.18723792,0.48287575,0.12031094,-0.36482299,-0.28735018
-0.14049685,0.44694676,0.04395045,-0.22684931,-0.24610619,-0.26574515,-0.2405062,0.2805386,0.23480215,-0.15020731,-0.18340969,-0.18628547
-0.09502427,0.28622006,0.07444603,-0.31731028,-0.24943714,-0.34242647,-0.01577245,0.32094009,0.22565367,-0.05079968,-0.09645436,-0.19371319
-0.22622836,0.08571104,0.20727293,-0.02980554,-0.07127826,-0.11441874,-0.22895912,0.06040145,0.3068496,0.03764493,-0.13527747,0.02614736
-0.22971769,-0.03194698,0.3975451,-0.02099944,-0.08006159,-0.11945034,-0.23666279,-0.00538214,0.32807431,0.07122134,-0.23019694,-0.08273943
-0.2603056,0.11621803,0.16983645,0.03900601,-0.10187673,-0.21506382,-0.13008988,0.20830634,0.23498907,0.0591863,-0.20320101,-0.10687751
0.21702365,0.09079811,-0.23532754,-0.13635444,0.06837142,0.02156568,0.17847457,0.04475721,-0.46802923,-0.31449832,-0.07109615,0.22546846
-0.200544,-0.26334009,0.21204196,-0.09957893,-0.10366566,-0.1393783,-0.20433824,-0.06652654,0.49021433,0.00925577,0.15254312,0.03530781
0.19856968,0.06208662,-0.1950422,-0.02425375,0.11968978,-0.06560877,0.10074371,0.02355643,-0.17637518,-0.08531407,-0.08680821,-0.04476834
-0.08797224,0.74019538,-0.47746643,-0.14806954,-0.54064746,-0.75387599,0.2662976,0.92020516,-0.366196,-0.07376599,-0.89163712,-0.52801921
-1.21958362,0.10354492,0.8276377,-0.1686961,-0.58361106,-0.5238327,-0.47796999,0.56034281,0.80509436,0.23967883,-0.9470637,-0.51297795
-0.02479034,0.08729219,0.52385753,-0.32104392,-0.47346528,-0.59515539,-0.33176381,0.0695667,0.83147016,-0.17703044,-0.51744296,-0.24334294
-0.21777578,0.20176963,0.62855564,-0.34285618,-0.94606356,-0.95655624,-0.59797238,0.32632635,0.8984931,0.12730458,-0.85239243,-0.44796911
-0.53352463,0.40759485,0.40491496,-0.05686859,-0.65447224,-0.65535858,-0.49989191,0.32910821,0.78788445,0.14509355,-0.89550167,-0.65401753
0.00434759,-0.44037111,-0.01075531,0.18785239,0.17535096,0.08366193,-0.1546359,-0.39912386,0.10354298,0.14720437,0.04482722,0.11990977
-0.02090422,-0.37525213,-0.13350861,0.17106021,0.18107707,0.11456998,-0.10689791,-0.417129,-0.08916303,0.09479261,0.15485971,0.31368158
0.03616038,-0.41700246,-0.12898428,-0.087031,0.21151931,0.28298192,0.05861041,-0.41306049,-0.196148,-0.01477609,0.01421474,0.32646599
-0.1628828,0.05811469,0.23525789,-0.04131845,-0.11783603,-0.16275464,-0.05047375,0.26430448,0.28679894,-0.06498967,-0.30920111,-0.25186016
0.10129635,-0.35199399,-0.06444878,0.04568842,0.06029789,0.06613096,0.00665771,-0.43269961,-0.03485911,0.15157316,0.13987014,0.24602554
0.19021503,0.06509872,-0.22273858,-0.01612472,0.006577,-0.02315051,0.16418748,0.10607438,-0.26851295,-0.08115019,-0.13327551,-0.0826841
0.27068986,-0.23845275,0.01372412,0.04860618,0.02818921,0.05414036,0.0221447,-0.59795426,-0.17571038,0.09710352,-0.20676025,0.10724271
0.34104303,-0.08106189,-0.34848077,0.05118749,0.16342017,0.10020985,0.07817663,-0.14597392,-0.33735322,-0.07682845,-0.1266776,0.02626371
0.24296979,-0.61241068,-0.2929115,0.12020675,0.2042138,0.19149648,0.05886302,-0.6921962,-0.36480257,0.07305598,0.12770634,0.32815792
-0.414687,0.55220524,0.69942481,-0.17805317,-0.74829826,-0.83669126,-0.46249965,0.56552559,0.71340918,-0.06009367,-1.00061403,-0.83332678
0.03524366,-0.13928484,-0.008645,0.04747917,0.092875,0.08592681,0.0126099,-0.15595016,-0.07771455,0.01929397,0.12832808,0.09864475
0.38788741,-0.43848589,-0.22741019,0.13610697,0.27583766,0.34397106,0.05859672,-0.51971957,-0.29743583,-0.10660729,-0.02335919,0.15644551
-0.1150922,-0.46850877,-0.11909171,0.25481397,0.18994448,0.18065449,0.00039217,-0.4642607,-0.22296131,0.09292463,0.12452155,0.32704099
-0.14381049,0.01434294,-0.12466251,0.04718931,0.09736525,0.09290603,-0.08199451,0.10592477,-0.14517846,0.08772244,0.09018417,0.02988479
-0.52539137,-0.19463999,0.3647254,-0.03278727,-0.06274271,-0.23272953,-0.1519504,-0.06475028,0.38409947,0.18492688,0.08899306,0.05394976
-0.50774317,-0.30303282,0.27165077,-0.12666962,0.04619561,0.08064326,-0.33104649,-0.154811,0.47979145,0.05359185,0.13501269,0.08569624
0.18878804,-0.25288844,-0.51638307,-0.0367109,0.11551551,0.05023004,0.12990587,-0.14810295,-0.20529887,0.06835134,0.23762798,0.1995872
-0.05379712,-0.1370004,-0.00656751,-0.09191187,-0.00984629,0.00384505,-0.14212658,-0.22923373,0.2160272,0.04627735,0.00936674,0.21628263
0.23131574,0.32778559,-0.21123931,-0.16423752,-0.19524345,-0.26529975,0.03241026,0.31036956,-0.1099866,0.07426293,-0.18119947,-0.32596866
-0.02840044,0.72120901,-0.16494161,-0.15028373,-0.51789175,-0.65601024,-0.10906037,0.74297448,-0.03521607,-0.12939078,-0.53838937,-0.45932159
-0.35986413,0.00376925,0.53340853,-0.23244133,-0.36740349,-0.32009412,-0.37543249,0.15769207,0.76167384,0.12911307,-0.57724573,-0.29640685
-0.27604197,0.07569174,0.57338684,-0.21948097,-0.33672643,-0.25920082,-0.42660979,0.25377027,0.67378515,-0.04693883,-0.44726859,-0.17743352
-0.40893275,-0.09157969,0.32752868,-0.27758525,-0.38022032,-0.15849762,-0.29369821,0.34130871,0.56837648,0.15701476,-0.27059155,-0.11699226
-0.20779905,-0.02970909,0.25005828,-0.01392389,-0.18881684,-0.19570564,-0.19602384,0.14085944,0.36418688,0.0198875,-0.24377003,-0.03253813
-0.3076661,0.2307371,0.16019639,0.06989451,-0.05219981,-0.28258588,-0.12856879,0.2969789,0.09188704,0.15168919,-0.14393785,-0.25473862
0.29792078,-0.61438086,-0.59823493,-0.04992244,0.30455874,0.4058609,0.26931078,-0.6105798,-0.61266887,-0.16762504,0.15062289,0.39301893
0.42671852,-0.31181994,-0.15069306,0.0216208,0.17017703,0.0656859,0.1130927,-0.42272102,-0.2407302,-0.04982115,0.00730821,0.04392124
-0.05000687,-0.3762314,-0.19956953,0.18370459,0.1061336,-0.05729205,-0.05933906,-0.23029017,0.0091996,0.11936043,0.2526093,0.21184377
0.08877524,-0.24277126,-0.1160484,0.11707936,0.08216461,0.10363048,0.13590033,-0.28894948,-0.16214862,0.02430369,0.07310525,0.05764559
-0.04929882,-0.2577318,-0.0526767,0.08400552,0.0995309,0.09947231,-0.07541095,-0.21486413,-0.06126658,0.07531974,0.07107778,0.2439024
-0.03139183,-0.10797527,-0.19706632,0.06655451,0.27982042,0.12773497,0.08742761,-0.24438629,-0.34865881,-0.07674722,0.19059999,0.22323404
0.21207699,-0.41201083,-0.14362582,-0.00635293,0.14400599,0.13963638,-0.04779753,-0.41543826,-0.07631214,-0.00427512,0.10154636,0.29098846
-0.13319706,-0.27253869,0.19656656,-0.17459554,-0.0791218,-0.11977777,-0.03310642,-0.11064296,0.38199144,0.06829556,0.05278548,0.14586574
0.02880615,-0.37173479,-0.03057009,0.09522397,0.15466612,0.11608216,-0.0397521,-0.30228985,-0.04443416,0.05340918,0.01497097,0.19256055
0.33963518,0.00132093,-0.27142779,-0.01164793,0.03883268,0.03195347,0.20850788,-0.08198199,-0.32839606,-0.07787762,0.1250417,-0.06294222
-0.0386128,0.08251519,0.06901888,0.0501143,-0.20731548,-0.34111171,-0.11629891,0.28300185,0.10006694,0.26482131,-0.0513989,-0.20372819
0.31690803,-0.13772581,-0.36366187,-0.15736436,0.16793985,0.13565893,0.16391063,-0.14999301,-0.45210984,-0.16208236,0.23878306,0.05878536
-0.24317033,-0.1297251,-0.09502084,-0.13761133,-0.03627054,0.13736802,-0.1265304,-0.00314648,0.16078907,-0.07840127,0.01692133,0.33761532
0.59988917,-0.63095977,-0.77248151,-0.02609176,0.3407318,0.3327741,0.20228953,-0.60018006,-0.99717917,-0.19833943,0.30843925,0.3239067
0.17040915,-0.58089623,-0.15554562,-0.00995109,-0.03501105,0.22291372,0.0930041,-0.25725862,-0.25426481,-0.04680419,0.18444479,0.2426868
-0.17832763,0.66156313,0.20238019,0.1901426,-0.81746074,-0.97685266,-0.30165595,0.36901823,0.3870685,0.30716437,-0.40697047,-0.98538439
-0.17907953,-0.18435124,0.09047511,0.09846237,0.03649625,0.10048716,0.00174646,-0.15430311,0.04737925,0.12001928,0.03108805,0.03408895
0.15157302,-0.31560274,-0.31384574,0.10210763,0.0507509,0.148351,0.06350642,-0.38345284,-0.30145932,0.01133981,0.2246374,0.23677769
-0.50123769,0.07985674,0.40741363,0.13089833,-0.44422803,-0.06629998,-0.33781,0.20754899,0.51536443,0.30857659,-0.36279219,-0.48447038
-0.46730602,0.04278994,0.38247644,0.06720672,-0.20405735,-0.30963878,-0.2758918,0.16874126,0.46507228,0.17024405,-0.21859925,-0.13545027
-0.08119354,-0.31176669,0.04076698,0.0617785,0.11986412,0.12852598,-0.03088539,-0.41511161,-0.04042845,0.14132199,-0.03223848,0.21952617
-0.0158485,-0.10682379,-0.07086473,0.03211453,0.06895236,0.06441475,-0.07720788,-0.24169418,-0.03269212,0.05545688,0.16581225,0.11524638
-0.46618544,0.09153229,0.7643384,-0.17198404,-0.50467353,-0.60702825,-0.4630002,0.22971089,0.86029589,0.20295009,-0.51957963,-0.66573118
-0.01894368,-0.12339849,0.29446885,-0.05966075,-0.1647955,-0.09335373,-0.15625527,-0.13371236,0.35374803,0.11184603,-0.30387981,-0.02377064
0.3132032,-0.36811052,-0.34537456,-0.45008193,0.22142506,0.17657107,0.09957778,-0.28405217,-0.33260835,-0.22609495,0.27240169,0.40432797
0.28338969,-0.41206496,-0.47348957,-0.51443651,0.23677947,0.20515982,0.09214094,-0.31757082,-0.43916297,-0.39021464,0.20769129,0.68731184
0.38662509,-0.55586884,-0.62710641,-0.23627184,0.31340586,0.35373481,0.29991585,-0.57900386,-0.96829064,-0.4011767,0.35149766,0.55377712
0.43537438,-0.44067417,-0.83904585,-0.23292241,0.23005509,0.45506113,0.21301174,-0.46429282,-1.1913291,-0.58826077,0.34201591,0.68069416
0.56170534,-0.62715365,-0.92374972,-0.29836303,0.3142139,0.46348892,0.21477151,-0.65567248,-1.20699701,-0.54707093,0.45488137,0.58850461
0.56154539,-0.6480756,-1.12162433,-0.47169317,0.41160633,0.4220809,0.14408818,-0.72308422,-1.2464684,-0.5738421,0.69568775,0.677546
0.1487834,-0.48379508,-0.113537,0.11398585,0.13974807,0.07104982,-0.00918741,-0.42556558,-0.11224167,0.09682653,0.2350965,0.21332243
0.06823435,-0.36899765,-0.03557129,0.13516123,0.23794654,0.01720638,-0.13128197,-0.31067862,-0.09992225,0.14378488,0.21116041,0.03723328
0.23684169,-0.44634056,-0.05837403,0.2258341,0.16860662,0.00408952,-0.07659491,-0.45807934,-0.19777197,0.23870609,0.08572583,0.09666055
0.04359173,-0.49967545,-0.39003481,0.14670858,0.2139561,0.14792254,-0.0289056,-0.40904637,-0.10820957,0.03172527,0.24286406,0.3343997
0.16656033,0.41861947,-0.37928793,0.19546558,-0.25877046,-0.60408898,0.10524238,0.46138678,-0.39080963,0.14775005,-0.27655681,-0.41646268
0.00468919,-0.15450035,-0.08736758,0.07127495,0.10314285,0.09516214,-0.03118396,-0.29343648,0.00016275,0.13418101,0.17297088,0.00728813
0.02971941,-0.20728505,-0.13260629,-0.3085968,-0.1392573,0.07136743,0.06521533,-0.16267768,0.06608594,-0.18864366,-0.06023494,0.33223115
0.13244578,-0.42477271,-0.28841511,-0.12258437,0.24626485,0.1798325,-0.01387507,-0.26584788,-0.163431,0.0044347,0.20959088,0.29840478
-3.17983076,0.56682598,1.37258023,-0.59831185,-4.58311928,-4.99140259,-4.21815782,0.86807921,1.61525801,0.60395084,-3.12835919,-5.117456
-0.04487564,-0.27189742,-0.14098171,-0.06056312,0.08658194,0.07385261,-0.10475227,-0.25833373,0.05115826,0.10303968,0.21231606,0.2988138
-0.26410706,0.15957183,0.53281395,-0.14922518,-0.29997885,-0.26633798,-0.39406022,0.07647815,0.4884487,0.12407874,-0.32049222,-0.16562062
0.2005728,-0.56905847,-0.42683673,0.11513892,0.31156405,0.13187198,0.11470317,-0.49519951,-0.34886443,-0.00563115,0.22772066,0.28487817
-0.04096875,-0.36053049,-0.06171721,0.08116612,0.10983606,0.17243237,-0.11319945,-0.24758659,-0.04157034,0.01238891,-0.09632882,0.28661894
0.11485328,-0.37692478,-0.1254037,0.09923599,0.14723809,0.0689024,0.04539819,-0.33680271,-0.11063397,0.00831054,0.13485392,0.21222512
0.12443133,-0.31672413,-0.11181736,0.07937908,0.19128605,0.05968323,-0.09472977,-0.45203281,-0.13197027,0.07398948,0.2078184,0.12889318
-0.17027507,0.27154247,0.19505174,0.01808219,-0.24452881,-0.21752702,-0.11345029,0.24543568,0.07743688,0.14306421,-0.23340642,-0.15285672
-0.09306634,0.28413787,0.09174516,0.03458683,-0.2544625,-0.25771381,-0.09911523,0.36839855,0.08336757,0.04258645,-0.372943,-0.21049942
0.10461575,-0.4428763,-0.21815737,-0.02260596,0.08638864,0.08646592,0.03231441,-0.21247504,-0.09414588,0.09507747,0.05618229,0.29206014
-0.14048292,-0.29287436,-0.07210295,0.08138013,0.3333496,0.27905467,-0.10975834,-0.27462648,-0.05038671,0.01821959,0.19263877,0.13611264
0.15009779,-0.4075016,-0.21231699,0.11539699,0.33472042,0.09956599,-0.00796772,-0.42340357,-0.32948421,-0.02115516,0.06628176,0.29528464
-0.66155901,0.03673279,0.40288518,-0.09041989,-0.27002623,-0.50574297,-0.25892298,0.27205468,0.61143213,0.17916482,-0.06056386,-0.08740096
-0.04049049,0.47622517,0.1081978,-0.12314669,-0.32430716,-0.47963714,-0.01981261,0.59795818,0.11437006,0.05387255,-0.50896601,-0.45347145
-0.23410119,0.24869164,0.16809777,0.01441994,-0.01476505,-0.06093296,-0.19043526,0.15977834,0.21825181,0.09504671,-0.1673172,-0.23942132
-0.15009861,0.55130838,-0.04968629,0.17470863,-0.14559411,-0.17186985,0.05832701,0.4261128,-0.23503694,-0.00248136,-0.41254031,-0.40902377
0.09572946,-0.30164926,-0.1525197,-0.09155992,0.27344384,0.23629661,0.03496461,-0.31222015,-0.26382371,-0.09502567,0.043407,0.31331321
0.18625219,-0.61867914,-0.35989097,0.02643543,0.20960276,0.10149627,0.25881432,-0.74796986,-0.55664012,0.07067257,0.13021503,0.42407752
-0.12080644,0.46473301,-0.08658227,-0.07992555,-0.31940012,-0.43523308,-0.0623177,0.44458825,0.01109538,0.01855298,-0.29613739,-0.35216026
-0.02674916,-0.45080992,-0.04609302,0.08527006,0.09045704,0.0307025,-0.15383007,-0.46189109,0.13880596,0.09116932,0.05686826,0.25953576
-0.18678077,0.34931974,0.28803196,-0.10395499,-0.27462883,-0.48503449,-0.08345615,0.3310184,0.34146216,-0.02527751,-0.51488061,-0.32298638
-0.31249939,-0.0923563,0.22588485,0.08292943,-0.09117147,-0.05626397,-0.19013842,-0.01079185,0.27470336,0.10090505,0.07729457,-0.01620115
0.08006474,-0.42693484,-0.14560771,0.09170208,0.32018832,0.19931955,0.01651964,-0.51296663,-0.26394855,0.05862864,0.12663089,0.22852708
-0.01329943,-0.27933454,-0.07210522,0.06713998,0.06166219,0.04276358,-0.05142093,-0.28104293,0.00097269,0.10460066,0.06026396,0.21756147
-0.39345897,0.46996918,0.48044334,-0.20986044,-0.49780906,-0.53880043,-0.23179785,0.54920128,0.49610377,-0.19186463,-0.6838382,-0.35482398
-0.42767051,0.53215717,0.46311406,-0.29329069,-0.71537212,-0.65473065,-0.16190971,0.6781862,0.51757362,-0.17755384,-0.85950804,-0.53326809
-0.30413911,0.36985914,0.45803845,-0.29017969,-0.58543153,-0.4042388,-0.25922987,0.66608169,0.45976219,-0.21182304,-0.6943529,-0.34201594
0.18597063,0.10481031,-0.38282726,-0.19155802,0.03671486,0.08356299,0.08275134,0.12890434,-0.34080806,-0.20435813,0.12595196,0.00252914
0.03383915,0.09249528,-0.21226559,-0.14759943,-0.04896822,-0.02539987,0.09855435,0.21521356,-0.22330352,-0.08537384,-0.00167941,-0.1688179
-0.08048138,-0.0556029,-0.15991112,-0.26103267,-0.0415375,0.14579834,-0.02272835,0.05991554,-0.00814385,-0.23055066,-0.02754527,0.30928683
-0.27244572,-0.29221085,0.06328448,0.01299258,0.21316392,0.22397484,0.03176241,0.13924177,-0.15377178,-0.00349631,-0.07410801,-0.08097975
-0.13682252,0.1469349,0.04914244,-0.16022307,-0.07955788,-0.10334617,-0.04087424,0.19382897,0.1726146,0.00461282,-0.02736173,-0.19975504
0.34726766,-0.17459181,-0.53019036,0.01066731,0.12707735,0.01654389,0.23757371,0.0107111,-0.51071851,-0.03768517,0.15624626,0.02047815
-0.18027669,0.14744396,0.0931091,-0.288973,-0.04564077,-0.25028261,-0.10060735,0.21073222,0.26576499,-0.0930987,0.02171685,-0.01458807
-0.08473164,-0.13176618,-0.15026118,0.05291639,0.08798897,0.15395905,0.03560404,-0.06357558,-0.22403613,0.0276641,0.10756191,0.1899028
-0.15555299,-0.35035357,-0.14219051,0.11952631,0.16229099,0.17356552,-0.01216199,-0.29830235,-0.10868466,0.13138481,0.0792145,0.18496076
-6.64E-06,-0.29607659,0.02807323,0.01631401,-0.05412407,-0.03141954,-0.07991547,-0.2243039,0.21497643,0.1593199,0.13293924,0.05224649
-0.05373078,0.23758376,-0.08790735,0.01290939,-0.2061888,-0.39725155,-0.03943908,0.29842191,0.03917438,0.16315506,-0.07904934,-0.09295056
-0.33822945,-0.08065314,0.59644259,-0.15209928,-0.46416568,-0.47005002,-0.30820646,0.24919369,0.66261772,0.14803429,-0.47049274,-0.26556293
-1.07577511,0.03438474,0.87868934,-0.16268717,-0.63808671,-0.50925635,-0.2839566,0.46741659,0.71169981,0.06713441,-0.79737871,-0.48464933
-1.878131,0.0657575,1.04651915,-0.24081254,-0.90066729,-0.89182744,-0.51692899,0.62911237,1.05310845,0.08675857,-1.11759294,-0.65723545
-0.20767941,-0.2725639,0.0326536,0.17811175,0.1567619,0.02236693,-0.22906428,-0.18478321,0.07155041,0.23051225,0.2343997,0.06196293
-0.42245119,0.62108662,0.27484367,-0.20571585,-0.36010569,-0.37859738,-0.15365957,0.68580486,0.2209597,-0.13576215,-0.69666354,-0.42872882
-0.34597584,0.77820935,0.25695565,-0.21469448,-0.4703004,-0.72900115,-0.12147172,0.81070439,0.29769396,-0.20719649,-0.95088044,-0.74272006
0.32431905,-0.40500318,-0.2124355,0.12152928,0.03681563,0.08467044,-0.01457528,-0.58797224,-0.33126089,0.1121506,0.18354035,0.23407791
-0.32828721,0.88589833,0.37268607,-0.32910453,-1.08413474,-1.29470482,-0.32387672,0.98466623,0.35196553,-0.11921667,-1.45839605,-0.84360763
0.19594138,-0.12553601,-0.15595836,-0.02893787,0.0942476,0.10410876,0.04896458,-0.16855461,-0.12742281,-0.05436534,0.09169409,0.00063994
-0.129563,-0.3336014,-0.07412155,0.170145,0.12957246,0.24990973,-0.05154028,-0.23885692,-0.04163218,-0.00579397,-0.01595405,0.19996234
-0.1042471,0.31622048,0.05181312,0.0606374,-0.16826715,-0.31795941,-0.17701997,0.27828213,0.18478567,0.08896094,-0.11488994,-0.33242785
-0.09151419,-0.2296608,0.01818313,0.03509569,0.00131486,0.32775583,0.00845073,-0.27471107,-0.08575695,-0.02759328,0.12909208,0.17142459
0.05737641,-0.34417568,-0.42764911,0.02330061,0.17913585,0.28884952,0.15228573,-0.38177135,-0.48515542,-0.06887921,0.18160772,0.45040481
-0.60624553,-0.16501082,0.06531967,-0.00221094,-0.09107108,-0.25276355,-0.38984338,0.04534339,0.62664522,0.27491066,0.14531983,0.01845057
0.028662,-0.14944189,0.01080076,-0.04973193,0.03331832,0.11090565,-0.03291893,-0.31268614,-0.06653164,-0.18377773,0.0351176,0.34285681
0.09820692,-0.03604353,-0.30559381,-0.10571234,0.07181189,0.12708944,0.04338909,-0.07531658,-0.17246979,-0.03152632,0.22068363,0.04291951
-0.26733624,0.36779544,0.34098822,-0.16704356,-0.39927285,-0.41307107,-0.16487509,0.46557867,0.32547093,0.02991524,-0.51142881,-0.23684345
0.04615552,-0.30929413,-0.31646669,-0.06239461,0.2842196,0.1840316,0.06644311,-0.16420219,-0.30229935,-0.13542222,0.06831635,0.35545031
-0.06897692,-0.3773529,-0.06547613,0.10462728,0.18655867,0.09438603,-0.06536542,-0.40197619,0.0326458,0.13848556,0.28901722,0.11887444
0.08849559,-0.29711995,-0.4506699,-0.18281942,0.33844237,0.37633856,0.20651392,-0.22118722,-0.48493714,-0.37558803,0.39162621,0.30309524
-0.21677531,0.31394422,0.17238836,0.10013628,-0.10444311,-0.18953386,-0.18556861,0.27328617,0.12618788,0.12791611,-0.27458931,-0.27610031
-0.85038842,0.2977569,0.98506061,-0.06880597,-0.86894708,-0.89284205,-0.99317692,0.22202229,1.06950097,0.27676204,-1.0572881,-0.80776514
-0.01260602,-0.10085558,-0.07728903,0.01469025,0.05966262,0.12962476,0.06742978,-0.1354876,-0.15727415,-0.02599069,0.04253752,0.1751938
-0.53865775,0.50808683,0.7258824,-0.31696613,-0.73303952,-1.08206663,-0.6919979,0.54367886,0.81663987,0.16522331,-0.68460528,-0.85002509
