msInspectTop3absPeakIntensity,msInspectTop3absAreaIntensity,msInspectAllabsPeakIntensity,msInspectAllabsAreaIntensity,msBIDTop3absPeakIntensity,msBIDTop3absAreaIntensity,msBIDAllabsPeakIntensity,msBIDAllabsAreaIntensity
327731.94,10850.3505,327731.94,10850.3505,1161770.6,112871.2871,1161770.6,112871.2871
10621376.4,187442.951,15498655.05,282521.7893,81415247,5310457.516,264241012.7,21377450.98
6507121.4,221524.1335,8506881.525,300527.05,25114876.2,3084962.406,31946459.9,3848496.241
16871527.7,324192.0054,29722602.36,631053.2423,146873547,16357111.79,233933773.9,22883189.38
3707069.37,70740.07665,6160766.13,145179.3769,34424462.5,2191629.956,55408768.3,3600660.793
6299455.103,166362.2097,6848878.043,181427.7227,92853310.28,25744247.79,140149899.2,30307374.63
6141407.25,128384.789,6588442.598,141386.2399,39259579.6,3194183.445,41829871.5,3637136.465
10776801.52,232229.0396,15966655.31,355200.136,96336560.9,6062322.275,191683411.5,14246682.46
449779.3,10305.58658,449779.3,10305.58658,NA,NA,NA,NA
2291235.895,95405.02188,2952543.799,138090.0022,53992588.7,7753125,61484163.55,10246875
103759.55,3677.307784,103759.55,3677.307784,NA,NA,NA,NA
1445567.386,33600.32082,1445567.386,33600.32082,NA,NA,NA,NA
5744167.8,176489.3779,5744167.8,176489.3779,25479517,2159609.121,25479517,2159609.121
53287184.76,3971360.123,68275513.2,5040593.153,340976751,84477611.94,414515887.4,106905970.1
39893823.5,3639332.192,41613068.66,3733762.352,288257799.2,106076711.4,364058766.2,132261369
12530045.5,451429.9329,17350126.3,630106.9497,101862351,9573825.503,236734477,37010066.68
22748507.34,1213177.158,40296499.26,1812124.205,475560479.4,60530743.24,678309042.9,105435507.2
2282071.79,54753.30623,2282071.79,54753.30623,12867915.4,942996.1089,13184349.6,1012645.914
36241752.19,1024681.379,43804231.11,1219272.031,293752314.6,35002945.59,553632529.9,63041594.99
2830555.62,72107.85489,2833625.729,72307.7516,18171837.5,1610395.01,18556392.88,1690228.69
344313.13,6366.066415,344313.13,6366.066415,4815722.8,792440.6048,4815722.8,792440.6048
10153175.73,193742.0514,12638657.3,244576.5292,70479254,8941810.345,153471767.2,14833943.97
863107.09,27337.5492,863107.09,27337.5492,3671071.2,411042.9448,3671071.2,411042.9448
3311249.72,56398.15195,3599156.31,63690.83532,18539047.91,1577002.053,18569746.84,1583655.031
793959.043,22262.25521,793959.043,22262.25521,51307922.7,5184114.583,57434228.38,5891276.042
1466550.327,39261.29912,1466550.327,39261.29912,38271580,2731160.896,43344606.72,3027494.908
3505555.44,84845.68879,3505555.44,84845.68879,19580338.5,1633730.159,19580338.5,1633730.159
NA,NA,NA,NA,6054225,341948.3101,6054225,341948.3101
3107867.62,96305.7924,3870149.74,110140.8228,11384301.2,900800,11384301.2,900800
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,326660.2,16031.43418,326660.2,16031.43418
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
589805.2,18476.66667,589805.2,18476.66667,3445735.2,276190.4762,3445735.2,276190.4762
115037.841,3398.498185,115037.841,3398.498185,101075.55,9112.426036,101075.55,9112.426036
1227401.46,17740.85,1227401.46,17740.85,NA,NA,NA,NA
597594.45,37303.27349,597594.45,37303.27349,3390351.83,749578.3133,3390351.83,749578.3133
713938.44,30413.9209,713938.44,30413.9209,4886885,431638.4181,4886885,431638.4181
1096310.11,128937.969,1096310.11,128937.969,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
446307.4,10922.46755,446307.4,10922.46755,3986174.5,351063.8298,3986174.5,351063.8298
7610132.62,635112.4842,7610132.62,635112.4842,91690997,27194059.41,101957541,32738613.86
2345306.28,44376.90436,4082966.557,83742.83838,87658572,16077385.27,103800347.7,17908588.59
1265267.71,70080.52203,1265267.71,70080.52203,5469867.95,1168587.571,5469867.95,1168587.571
173851156.7,7766006.443,182836286.9,8098483.717,1127120977,198395154.6,2340405907,391005128.6
1971420.8,36996.77838,1971420.8,36996.77838,26471501.2,1926306.306,26471501.2,1926306.306
112641.57,4728.156667,112641.57,4728.156667,441296.5,93750,441296.5,93750
4631044.88,94028.39342,4631044.88,94028.39342,34950577,1986394.558,38494525,2253968.254
5053963.7,386652.2542,5053963.7,386652.2542,27686897.5,5898305.085,31430110.5,8025423.729
56127807.94,2342213.767,60054129.61,2676137.013,418011857.9,50077015.31,1082832362,200373546.4
11734751.67,522893.6925,20375121.46,884752.5018,208635912,27379452.05,336524373.9,42222691.78
225033.94,39468.13441,225033.94,39468.13441,2996382.45,1604301.075,2996382.45,1604301.075
225033.94,39468.13441,225033.94,39468.13441,NA,NA,NA,NA
618048.56,71357.55484,618048.56,71357.55484,4121919.5,1307526.882,4121919.5,1307526.882
2200204.2,114406.3918,2200204.2,114406.3918,9731390.3,2412244.898,9731390.3,2412244.898
144832.9,4806.268468,144832.9,4806.268468,NA,NA,NA,NA
3323225.01,109206.2981,3323225.01,109206.2981,8314966.8,1060063.898,8314966.8,1060063.898
23958544.2,1139095.218,34052746.8,1754718.453,395530414.2,65954201.13,758294482.8,137896889.7
1281749.66,39920.3231,1295826.629,41119.63549,5654917.73,552310.4693,5722193.96,565812.2744
5665800.51,63318.67068,11923114.63,146367.0077,26372451.48,2495985.401,60965237.65,4592457.421
178940.907,1440.804465,178940.907,1440.804465,NA,NA,NA,NA
833569.03,47891.14585,901098.77,55374.07854,3759761.2,548780.4878,3759761.2,548780.4878
33560241.23,677207.136,35937499.83,709637.0793,224041229.4,14269002.91,411222628,25167289.52
31543778.3,624299.1778,52957737.08,1108348.514,195117875,10948919.45,326724175.6,27529705.3
16179512.58,437920.3954,18442891.41,545024.5725,309802154.6,24914740.26,349686727.6,28588641.99
114554058.5,1478412.499,346092915.3,5048596.517,738991314.7,32724395.56,3801346371,241570080.1
NA,NA,NA,NA,NA,NA,NA,NA
2193450.5,5699.071704,2193450.5,5699.071704,NA,NA,NA,NA
2044357.5,51707.18943,2044357.5,51707.18943,21230144.25,2034581.498,21230144.25,2034581.498
5013383.2,101947.3776,5818210.542,116001.8234,24613514.4,2006224.066,25175870.7,2070124.481
5582.324,1646.455638,5582.324,1646.455638,42364.84,17181.20805,42364.84,17181.20805
1037204.984,100309.3508,1037204.984,100309.3508,24254745.2,4846774.194,26421821.7,5700000
33240.89,1603.45377,33240.89,1603.45377,NA,NA,NA,NA
NA,NA,NA,NA,35308869.05,2091060.172,35308869.05,2091060.172
455635.371,8441.589803,537920.011,9365.678039,683730.78,63421.05263,683730.78,63421.05263
389582.416,16473.13148,389582.416,16473.13148,5353847.45,414426.8775,5353847.45,414426.8775
63120.1915,4503.272606,63120.1915,4503.272606,16702.62,6303.030303,16702.62,6303.030303
1218094.97,54772.65503,1376849.85,62061.30265,6071776.65,955555.5556,6071776.65,955555.5556
117509.1727,19053.7721,117509.1727,19053.7721,252668.98,90055.24862,252668.98,90055.24862
2666584.34,89442.85348,2666584.34,89442.85348,11016585,895652.1739,11016585,895652.1739
16057365.95,534736.4793,26110927.58,951735.8238,189122840.2,40249097.26,381282617.6,66783044.62
988023.2,33233.30868,988023.2,33233.30868,670024.1,174598.0707,670024.1,174598.0707
45351377,1952970.705,49480609.03,2111117.792,298522565.6,45727302.9,494502749.1,79560912.86
27334072.4,1021111.948,31265081.25,1363525.547,176529504,27321641.79,355036954.1,64449627.35
189847018.7,12108000.08,260937411.3,15963869.77,830996748.5,196514470.5,1820353429,404138439.8
NA,NA,NA,NA,784265.28,508045.977,784265.28,508045.977
NA,NA,NA,NA,24473690,984084.8806,24473690,984084.8806
830984.36,21812.83848,830984.36,21812.83848,9243866.1,618787.8788,9243866.1,618787.8788
292763.5112,3157.791437,292763.5112,3157.791437,2385782.67,184766.5848,2894627.23,204422.6044
7482820.5,440277.4106,7482820.5,440277.4106,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
47151603,1568890.068,61037286.95,2094518.292,202572890,20587837.84,537063804.4,65511148.65
8026763.2,948125.9649,8217388.58,961015.8,NA,NA,NA,NA
2438510.8,126447.5195,2438510.8,126447.5195,NA,NA,NA,NA
2438510.8,126447.5195,2438510.8,126447.5195,NA,NA,NA,NA
1620411.75,77011.94633,1620411.75,77011.94633,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
3905993.54,120941.2315,5072097.653,191190.0744,NA,NA,NA,NA
1837729.31,102692.2419,1837729.31,102692.2419,15833602,2635135.135,15833602,2635135.135
2438510.8,126447.5195,2438510.8,126447.5195,NA,NA,NA,NA
314539.5,25309.27391,314539.5,25309.27391,NA,NA,NA,NA
4685594.07,168248.6187,4846422.68,176518.4338,NA,NA,NA,NA
2730235.2,229336.9821,2730235.2,229336.9821,40647995.5,9155357.143,40647995.5,9155357.143
2438510.8,126447.5195,2438510.8,126447.5195,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
754180.044,49949.06879,754180.044,49949.06879,47843248,8099290.78,54694714.34,9715460.993
NA,NA,NA,NA,NA,NA,NA,NA
102581216.6,1524296.5,218257177.7,3585412.011,573230237.5,27009749.16,2413848594,143353509.7
207560.34,10200.55277,207560.34,10200.55277,547363.8,45756.45756,547363.8,45756.45756
19212.195,390.0054843,19212.195,390.0054843,97825.79,3559.322034,97825.79,3559.322034
837785.82,25760.7036,837785.82,25760.7036,599156.5,86301.36986,599156.5,86301.36986
12316762.5,452048.051,12431381.38,460970.2818,87509376.5,8792517.007,144325383.5,15782414.97
1414416.5,45824.20132,1414416.5,45824.20132,NA,NA,NA,NA
2796662.09,22422.50889,2926323.927,23836.3855,39330.18,3714.285714,39330.18,3714.285714
3267094.2,119667.7456,3267094.2,119667.7456,NA,NA,NA,NA
10821455.1,460379.7868,11640449.86,902555.2639,NA,NA,NA,NA
16585319.05,696739.6346,19843012.56,935961.3068,NA,NA,NA,NA
2178647.851,348741.0434,2345051.601,370341.5264,11517853.31,5039433.962,11517853.31,5039433.962
13696007.44,882701.8137,20853675.46,1429320.44,52068889,8944099.379,65309388.14,13037888.2
3306220.5,133411.6723,4519448.663,247310.1937,NA,NA,NA,NA
4047386.16,385085.6393,4047386.16,385085.6393,NA,NA,NA,NA
872723.27,73670.66087,872723.27,73670.66087,NA,NA,NA,NA
4047386.16,385085.6393,4047386.16,385085.6393,NA,NA,NA,NA
10174843,560993.8084,16814465.27,955848.076,NA,NA,NA,NA
4047386.16,385085.6393,4047386.16,385085.6393,NA,NA,NA,NA
16585319.05,696739.6346,19843012.56,935961.3068,NA,NA,NA,NA
4047386.16,385085.6393,4047386.16,385085.6393,NA,NA,NA,NA
2178647.851,348741.0434,2345051.601,370341.5264,NA,NA,NA,NA
4047386.16,385085.6393,4047386.16,385085.6393,NA,NA,NA,NA
139392.97,3406.278409,139392.97,3406.278409,NA,NA,NA,NA
6530172.44,137062.6091,7156821.03,153705.9228,55333662.9,3416911.765,55783192.7,3516176.471
41690234.71,1093661.369,65604365.75,1691672.877,236331180.6,29182234.43,523477328.4,53472527.47
452508.605,3698.268903,485474.0857,5250.437828,2070589.67,108494.6237,2070589.67,108494.6237
30742294.9,555502.3281,42795748.76,1003067.525,196869164.1,10920517.56,375713082.9,32706931.61
73113348.47,2732975.743,145862134.4,6298038.162,1129618342,217342673.3,2810755777,640206303.1
139968759.9,10783563.11,185140808,12887344.1,978078481.2,274612156.5,3134282805,689464904.3
76095888.8,1479867.59,185875077.1,4150623.108,499743498.9,38019932.54,1701158060,139736374.1
27982871.6,1063567.695,29921661.28,1395349.483,236425944,31602362.2,343451375.4,55779527.56
8840428.878,170382.4369,8840428.878,170382.4369,24651946.11,2292592.593,24651946.11,2292592.593
19013685.14,2240537.424,27096818.96,2868979.665,165052958.6,74517322.83,277123504.5,101167173.2
103253.479,7586.035909,103253.479,7586.035909,NA,NA,NA,NA
106124.555,7392.159449,106124.555,7392.159449,668601.25,95275.59055,668601.25,95275.59055
106124.555,7392.159449,106124.555,7392.159449,NA,NA,NA,NA
1420712.35,43266.625,1420712.35,43266.625,1678505.9,190366.9725,1678505.9,190366.9725
NA,NA,NA,NA,NA,NA,NA,NA
6243453.445,324574.7273,6288909.445,328372.2601,116426430,20828193.83,163996218.2,41782819.38
576849.25,13567.62141,576849.25,13567.62141,6488522.5,664536.7412,6488522.5,664536.7412
632567.39,2155.784824,654974.816,2268.607408,5220866.6,75479.23323,6834725.91,102272.3642
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,4420897.3,1285714.286,4420897.3,1285714.286
753603.785,21500.356,753603.785,21500.356,NA,NA,NA,NA
181077.33,10783.03541,181077.33,10783.03541,2331399.85,383852.6912,2331399.85,383852.6912
31803988.14,1834904.737,32245302.92,1910710.767,239191311.7,38852985.08,278177285.2,57758288.95
1697587.31,121328.9545,1697587.31,121328.9545,7911283.2,1256060.606,7911283.2,1256060.606
1741460.8,38405.09789,1741460.8,38405.09789,12993574.9,975623.8004,12993574.9,975623.8004
13298917.9,320838.7915,20864484.34,596625.8329,82518338,7563981.043,132336125.5,12959715.64
13298917.9,320838.7915,20864484.34,596625.8329,82518338,7563981.043,132336125.5,12959715.64
19305786.84,623677.9318,21251508.8,674408.0151,108986522.5,10494866.26,149980042.3,15786385.77
533748.634,39929.01968,533748.634,39929.01968,7699414.4,2164516.129,9039549.59,2822580.645
2301107.312,178184.8329,2534278.062,201951.211,16865643.2,4613013.699,18995137.12,5190410.959
4260578.086,252278.6157,4260578.086,252278.6157,7635598.4,3210714.286,8886183.25,3532857.143
1164434.23,3808.448507,2334451.2,8794.326613,7784194.4,83676.90366,16963695.18,230042.0698
831809.94,61220.53982,831809.94,61220.53982,6206892,2752212.389,6206892,2752212.389
2647170.6,59882.69809,2647170.6,59882.69809,4739062,637231.5036,4739062,637231.5036
NA,NA,NA,NA,NA,NA,NA,NA
87922.914,1564.429701,87922.914,1564.429701,80829.77,111752.1368,80829.77,111752.1368
10277851.1,187131.9513,10360576.08,189448.1189,NA,NA,NA,NA
2409918.8,10198.32041,2715361.355,11477.46776,4714791.12,131533.7955,4732236.06,132928.9428
2867967.5,15302.2884,2867967.5,15302.2884,23888892,290386.5213,23888892,290386.5213
740178.76,10371.22466,740178.76,10371.22466,NA,NA,NA,NA
1373566.372,61808.6706,1373566.372,61808.6706,7580593.3,963736.2637,7580593.3,963736.2637
12076310.32,584585.3381,13303582.92,643721.7028,NA,NA,NA,NA
231273.03,16731.96129,231273.03,16731.96129,671076.9,368387.0968,671076.9,368387.0968
469095.97,38797.46111,469095.97,38797.46111,NA,NA,NA,NA
5235168.8,298889.0584,7512282.65,443625.0714,40753529.8,8522727.273,58894323.8,11061688.31
249216.085,12371.39636,249216.085,12371.39636,1338534.53,384481.7927,1338534.53,384481.7927
2376209.47,31117.11598,2376209.47,31117.11598,17373617,827439.8868,26906202.9,1580905.233
170096.39,6002.457254,170096.39,6002.457254,7532236,652849.7409,7532236,652849.7409
1812639.72,16382.19728,2832348.255,30118.63249,13785188,371574.1789,18114824.22,685866.3647
NA,NA,NA,NA,NA,NA,NA,NA
644127.5,16460.2922,644127.5,16460.2922,1802817.1,140189.1253,1802817.1,140189.1253
NA,NA,NA,NA,9825706.5,904854.3689,9825706.5,904854.3689
945887.09,80698.49623,945887.09,80698.49623,3295449.27,791957.2954,3295449.27,791957.2954
NA,NA,NA,NA,15568.45,1251.101322,15568.45,1251.101322
5160489.8,141082.0433,5212057.588,142492.5637,59478660,5456730.769,93471247.95,10130528.85
21192608.1,685428.3447,22963867.82,737244.8531,429186593.5,35634042.25,681984206.7,64944893
2140625.34,28107.47338,2988753.812,49401.58001,14809305,512110.3118,24395683.98,860671.4628
7807230.75,538207.1147,7807230.75,538207.1147,58445289.97,11097058.82,58445289.97,11097058.82
3295222.16,137732.4899,3295222.16,137732.4899,18010981.5,2439393.939,18010981.5,2439393.939
5689474.2,83632.94039,8048895.389,133079.0296,26527130,952309.9851,42854306.79,2714649.776
3580234.51,57293.81005,4811564.103,73577.96149,26452984,1095300.261,35595088.79,2161357.702
834764.182,10301.20679,996435.402,12549.48896,4812721.75,222721.2682,6123565.35,278863.9366
416443.69,11963.44046,416443.69,11963.44046,9072349.44,1004335.26,11482849.39,1307225.434
31250.617,354.704245,31250.617,354.704245,265064.2,37464.38746,265064.2,37464.38746
9492174.21,89650.04501,23266878.13,219120.9301,57193176.5,1746575.342,191984806.3,6970136.986
1088858.13,61875.65761,1088858.13,61875.65761,919379.2,416847.8261,919379.2,416847.8261
1404648.4,38075.13841,1404648.4,38075.13841,16429294,1461937.716,16429294,1461937.716
236070.89,13842.77945,236070.89,13842.77945,NA,NA,NA,NA
20853892.95,1467392.537,21316547.43,1510238.618,60772473.62,19007539.47,65323959.62,20362802.63
20442118.15,318867.0515,38082435.19,629507.1179,106489467,4606312.292,201118138,12986877.08
159030756.6,5303564.54,260154872.7,8104776.945,1289862017,116242827.8,5358607957,713017468.6
51236280.09,1814232.311,91123555.06,3455537.846,471094539.8,67393237.37,1267436316,183121386.8
1332645.785,29932.28379,1332645.785,29932.28379,12809952.2,2274255.319,12809952.2,2274255.319
3717396.05,181600.9534,3717396.05,181600.9534,14713924,4346632.124,14713924,4346632.124
421187.533,35918.39346,421187.533,35918.39346,70775.57,75514.01869,70775.57,75514.01869
NA,NA,NA,NA,1341206,51510.06711,1341206,51510.06711
533472.4,16789.0996,533472.4,16789.0996,3040827.5,641434.2629,3040827.5,641434.2629
30484.53,7452.745694,30484.53,7452.745694,51742,33750,51742,33750
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,476049.12,56962.02532,476049.12,56962.02532
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,681006.44,8944.099379,681006.44,8944.099379
126705072.8,6485471.493,347644936,14616900.77,948063130.1,122943279.8,3536567581,527094498.6
1410497.955,19251.99202,1410497.955,19251.99202,14120835.3,526118.5006,23344086.45,1007980.653
9354065.64,279482.0528,15266995.24,454308.2399,31784924.5,1630733.945,58467970.85,5820642.202
15340951.66,206997.6497,30371131.31,460285.0045,96138861.1,4348209.366,241054455.8,11666804.41
NA,NA,NA,NA,NA,NA,NA,NA
310377.88,3721.092043,310377.88,3721.092043,898593.3,76722.09026,898593.3,76722.09026
1090250.346,33034.5518,1090250.346,33034.5518,9448076.7,684084.0841,9990380.2,716216.2162
6361906.17,243965.1267,6469489.11,245891.1815,83143568.5,7512244.898,103233680.1,9328571.429
62178463,3775099.739,91129922.5,5444320.456,378735133,78378108.61,906060267.2,183077610.6
207710.391,14683.72579,207710.391,14683.72579,3402319.31,461176.4706,3402319.31,461176.4706
4374003.6,163661.8155,4374003.6,163661.8155,18854473.5,2863468.635,19764818.56,3273062.731
27437.15,412.7341694,27437.15,412.7341694,NA,NA,NA,NA
29711803.43,1223754.938,31208172.88,1337521.617,300603211,31235023.04,346723402.7,40367281.11
111730.245,2873.381027,111730.245,2873.381027,16625575,917864.4764,16625575,917864.4764
1334800,122147.7703,1334800,122147.7703,35986841,8918660.287,42215739.5,10464114.83
62541062.62,2714157.546,94107606.4,4013506.661,342174774.2,45451327.43,868610151.1,141031813.6
13336851.53,552719.4752,15089010.26,721238.8101,86629216,16641148.33,222605326,36219760.77
3857563.8,172239.0095,3857563.8,172239.0095,56623364.2,12785714.29,56898853.23,12820333.33
107395.01,4597.016183,107395.01,4597.016183,NA,NA,NA,NA
NA,NA,NA,NA,78953821.2,11175925.93,119087326.8,19779166.67
NA,NA,NA,NA,464958.47,75782.53707,464958.47,75782.53707
474772.88,10205.58977,474772.88,10205.58977,10951865,538636.3636,10951865,538636.3636
NA,NA,NA,NA,NA,NA,NA,NA
66693.65,3638.739305,66693.65,3638.739305,124262.88,69786.09626,124262.88,69786.09626
21595420.94,1033744.063,22991456.24,1079464.284,167034976,24962686.57,265156397.1,41998134.81
2307228.22,43753.43602,3905653.33,64577.78748,16468100,653407.5104,27695329.68,1299930.459
1078449.8,36385.26224,1078449.8,36385.26224,3762870,722027.972,3762870,722027.972
37117862.45,970673.839,42429714.69,1105050.195,176576633.6,14231658.54,224900737.6,20946707.32
63809536.43,2204279.434,96757780.27,3506014.416,1031837705,208500952.9,1947781377,357304996.6
224632934.9,3302686.393,542726396.6,8263235.493,1329550090,104427392.6,5822132511,445358186.4
34941123.06,1410778.166,56468081.79,2069100.365,553828953.5,67122549.75,991829142.7,119861397.5
6725058.59,383291.0202,6725058.59,383291.0202,41532889.6,6948356.808,46221413.5,9265727.7
73770.44,1259.253425,73770.44,1259.253425,NA,NA,NA,NA
3343171.66,81449.95946,3954296.62,94866.87405,10116086.5,951351.3514,10116086.5,951351.3514
24438.6996,797.1312009,24438.6996,797.1312009,4234155.25,674803.4934,4234155.25,674803.4934
NA,NA,NA,NA,NA,NA,NA,NA
58299.02,1764.772618,58299.02,1764.772618,NA,NA,NA,NA
22239653,1091663.857,27046904.62,1279481.581,177674364,16342629.48,279360421.1,39409601.59
510020.97,25794.47895,510020.97,25794.47895,9628325.3,1415263.158,9628325.3,1415263.158
NA,NA,NA,NA,13475530,80738.89581,13475530,80738.89581
268041.88,4825.591856,268041.88,4825.591856,1237536.6,95265.15152,1237536.6,95265.15152
524111.19,21984.78545,524111.19,21984.78545,989746.44,159328.3582,989746.44,159328.3582
38680228.62,1218566.823,42336080.73,1327282.247,303282794.9,35158507.85,620350175.9,78841941.07
23236936.46,810097.5692,36317099.92,1315362.739,187583370,21054237.66,465299764.6,53966102.06
474395.55,57081.25773,474395.55,57081.25773,2782015.04,3922680.412,2782015.04,3922680.412
13651.123,2734.853491,13651.123,2734.853491,600205.44,529245.283,600205.44,529245.283
54489094.96,4315840.472,55224449.66,4375099.909,421853349.8,167103218.8,475430682.6,187204813.9
534012.774,22568.00417,534012.774,22568.00417,902780.6,113888.8889,902780.6,113888.8889
534012.774,22568.00417,534012.774,22568.00417,NA,NA,NA,NA
148701.608,16184.01908,148701.608,16184.01908,NA,NA,NA,NA
148701.608,16184.01908,148701.608,16184.01908,NA,NA,NA,NA
148701.608,16184.01908,148701.608,16184.01908,NA,NA,NA,NA
148701.608,16184.01908,148701.608,16184.01908,NA,NA,NA,NA
148701.608,16184.01908,148701.608,16184.01908,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
15383017.89,688560.9823,29328683.85,1218976.906,377035771.2,91086607.26,681000359,135973176.9
166588457.3,6610389.689,329342989.7,10213196.2,1630811090,227378473.2,3481253531,401719549.5
347553.9,13605.77971,347553.9,13605.77971,NA,NA,NA,NA
58498564.82,5917082.87,75032524.96,7854157.711,287875798,92404442.22,387770894.2,114700738.5
5686095.86,220724.1109,9098334.665,381010.0442,77880590,8471774.194,125255593.5,13480403.23
208286509.3,11321722.65,229940827.6,12664130.38,954581438,178425001.6,2352463806,547639984.3
4187388.76,160124.4221,4792665.14,186044.7541,23671331,2893442.623,25887358.69,3685245.902
NA,NA,NA,NA,2678650.8,390410.9589,2678650.8,390410.9589
NA,NA,NA,NA,272337.7,23464.56693,272337.7,23464.56693
61495923.7,789167.4958,173181076.8,2274089.439,340936084.5,13024081.63,1099090415,46901224.49
14282892.3,424357.8777,18132848.3,555023.156,70777603,7131498.471,95480061.3,10760856.27
639915.8,11394.95663,639915.8,11394.95663,22663754.3,1376385.542,32619679.99,2620096.386
5141072.37,69763.91417,5293205.244,72816.8795,12073005.2,469243.1562,12564889.33,604702.0934
17104576,252280.9684,35427031.96,586322.8937,135166044.5,5496835.443,375057707.6,17462895.57
21234125.2,362969.0283,32780754.34,580885.4053,166496705,8565723.794,381594167.9,21851896.84
73797560.94,1183357.279,134942937.3,2243320.536,783189335.4,37661266.91,2843231445,170809588.1
124207308,3863447.703,299372065.7,9742619.709,1008642250,143472784,4734125744,693886519.2
13431049.02,2343012.042,16318774.25,2604602.677,658552719.7,505661550.5,774924528.8,557091453.4
1797958.23,59088.70513,1797958.23,59088.70513,3588791.8,512820.5128,3588791.8,512820.5128
2880897.92,74401.77454,2880897.92,74401.77454,23005758,1204244.032,26438430.8,1701326.26
2670980.5,28473.85836,4615483.689,51128.87529,7075651.9,451551.5516,10931192.65,757857.8579
3041758.58,123307.9859,3041758.58,123307.9859,11552347,1396385.542,11552347,1396385.542
13259655.82,159536,27482286.97,337064.0328,67718678.5,2557598.039,174818635.8,10535906.86
1378590.4,66749.83158,1378590.4,66749.83158,5382018,800000,5382018,800000
223335.67,2855.529811,223335.67,2855.529811,86832.55,2789.473684,86832.55,2789.473684
1892433.99,41276.49017,1892433.99,41276.49017,17525740.5,904046.2428,17663916.06,927832.3699
13054449.45,332661.3563,13616025.59,346721.8468,215990351,13185047.03,434190665.1,36297196.57
15401179.36,463979.3241,18211304.32,571693.8239,131842635.5,10073170.73,254414467.8,20924542.68
8333045.597,182296.7904,10921970.58,253127.6549,7746540.7,523125,7746540.7,523125
2281613.9,74530.37913,2281613.9,74530.37913,26499652.5,1498727.735,38253472.2,2950381.679
1040130.6,32422.49804,1040130.6,32422.49804,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
725412.3,40012.25143,725412.3,40012.25143,2618372.2,748571.4286,2618372.2,748571.4286
33851727.74,415706.849,97585454.22,1345563.366,204775893,7215846.995,1023833331,43631658.47
390293.3,12288.425,390293.3,12288.425,2200535.5,350378.7879,2200535.5,350378.7879
563641.903,14281.86512,563641.903,14281.86512,2102692.86,442148.7603,2102692.86,442148.7603
NA,NA,NA,NA,NA,NA,NA,NA
1420372.827,100122.1995,1420372.827,100122.1995,1387787.62,374090.9091,1387787.62,374090.9091
2388370.97,157601.173,3181445.47,206036.2522,15206614.5,2568539.326,16400784.66,2828089.888
71481408.94,4385742.608,79152347.79,5068601.107,453876425.9,169967959.6,688056970.5,294365763.9
194074.388,49388.53174,194074.388,49388.53174,14931334.3,4192039.801,15085662.11,4560199.005
59922766.43,1394357.256,131043062.5,3457106.053,376992049,27110848.51,1024273392,89745871.49
385006.94,11579.92912,385006.94,11579.92912,NA,NA,NA,NA
29283.24,307.3421208,29283.24,307.3421208,NA,NA,NA,NA
35150.3104,1601.356778,35150.3104,1601.356778,NA,NA,NA,NA
15475337.69,453789.7717,15865412.25,514298.1866,168544655,19845275.59,274580567.3,35531535.43
23492614.31,563037.4554,27055341.55,637783.9328,124581694.2,8288207.547,148647870.6,10962735.85
4498299.97,34822.53689,4498299.97,34822.53689,13395074,299625.4682,13395074,299625.4682
3505480.95,66757.54418,3505480.95,66757.54418,7470335.5,714224.1379,7563862.64,775431.0345
13090457.66,298625.3022,14466319.52,333570.8121,NA,NA,NA,NA
5743766.75,157647.4444,6866837.63,195470.6649,28912229.7,2853472.222,41495503.1,4981597.222
NA,NA,NA,NA,NA,NA,NA,NA
2319966.8,44549.59036,2319966.8,44549.59036,41868239.5,2319036.145,45818266.5,2518072.289
4923985.126,110649.4979,6324698.256,139052.536,32976076.38,2027996.032,49883894.78,3474821.429
1218989.5,13857.10643,1393962.11,16312.11286,1898433.5,62527.71619,1898433.5,62527.71619
267420.08,11010.06409,267420.08,11010.06409,NA,NA,NA,NA
3302349.02,117191.9848,4006576.78,158707.221,3676611.38,1295792.88,3676611.38,1295792.88
4099345.6,208268.5118,5757341.994,269012.6876,114225323,7905924.171,134091487.3,11121611.37
17627476.1,320643.4228,31202849.23,494130.106,83601004.87,4322628.726,182647812.4,9791869.919
369612.47,10249.22842,369612.47,10249.22842,NA,NA,NA,NA
NA,NA,NA,NA,1586792.84,68266.38478,1586792.84,68266.38478
1052360.48,23900.83432,1052360.48,23900.83432,2946664.5,167455.6213,2946664.5,167455.6213
3745562.05,81197.30575,3745562.05,81197.30575,10125688.5,759770.1149,10125688.5,759770.1149
