msInspectTop3absPeakIntensity,msInspectTop3absAreaIntensity,msInspectAllabsPeakIntensity,msInspectAllabsAreaIntensity,msBIDTop3absPeakIntensity,msBIDTop3absAreaIntensity,msBIDAllabsPeakIntensity,msBIDAllabsAreaIntensity
2417214.4,74473.88791,2913904.796,88436.29135,23280460.19,3141057.935,27837627.09,3563224.181
626823.75,13954.49452,626823.75,13954.49452,3771565,168555.7587,3771565,168555.7587
NA,NA,NA,NA,NA,NA,NA,NA
91369.695,1164.308405,91369.695,1164.308405,2794396.8,121552.7066,2794396.8,121552.7066
514797.23,20479.71273,514797.23,20479.71273,NA,NA,NA,NA
3905993.54,120941.2315,5072097.653,191190.0744,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
661489.275,9840.008445,661489.275,9840.008445,NA,NA,NA,NA
1040130.6,32422.49804,1040130.6,32422.49804,NA,NA,NA,NA
1281749.66,39920.3231,1295826.629,41119.63549,NA,NA,NA,NA
4047386.16,385085.6393,4047386.16,385085.6393,NA,NA,NA,NA
8026763.2,948125.9649,8217388.58,961015.8,NA,NA,NA,NA
623632.425,3761.904298,623632.425,3761.904298,1841006.94,67969.21255,2415076.32,84511.54529
10277851.1,187131.9513,10360576.08,189448.1189,NA,NA,NA,NA
63607214.92,1984356.176,85118008.21,2664702.681,NA,NA,NA,NA
646775.25,11034.72617,646775.25,11034.72617,NA,NA,NA,NA
4047386.16,385085.6393,4047386.16,385085.6393,NA,NA,NA,NA
220498.69,15695.53571,220498.69,15695.53571,NA,NA,NA,NA
45899169.3,2574713.502,52298339.91,3012716.538,NA,NA,NA,NA
1620411.75,77011.94633,1620411.75,77011.94633,NA,NA,NA,NA
11070587.19,103303.754,23332789.43,220536.6532,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
618421.12,57007.12264,618421.12,57007.12264,NA,NA,NA,NA
1618963.1,84809.61957,1618963.1,84809.61957,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
2193450.5,5699.071704,2193450.5,5699.071704,NA,NA,NA,NA
2029864.5,65612.75699,2029864.5,65612.75699,NA,NA,NA,NA
12878404.38,881668.225,12878404.38,881668.225,NA,NA,NA,NA
655519.472,4509.633548,655519.472,4509.633548,NA,NA,NA,NA
3008660.95,336882.7873,3419847.51,371008.4318,NA,NA,NA,NA
514797.23,20479.71273,514797.23,20479.71273,NA,NA,NA,NA
NA,NA,NA,NA,57623.51,6310.97561,57623.51,6310.97561
1819654.03,45426.43339,1819654.03,45426.43339,NA,NA,NA,NA
32109244.68,390997.7443,76653979.22,886569.2868,121654753.5,3971428.571,581986221.1,27789246.56
4902667.301,83264.79986,8452143.656,150887.2353,22294386.56,1389473.684,57290615.59,3163587.482
NA,NA,NA,NA,NA,NA,NA,NA
19053313.41,117051.3477,68667638.31,514691.5398,87017779.2,1509977.324,466669778.6,16541126.13
3059441.98,100458.8543,3092698.613,109712.1535,2894127.67,548031.4961,2894127.67,548031.4961
9314532.3,419564.1626,9314532.3,419564.1626,73771407,10369458.13,85305424.42,14740886.7
3761240,141400.0586,3761240,141400.0586,13479517.9,1648953.975,13479517.9,1648953.975
4670139.2,411676.022,4670139.2,411676.022,NA,NA,NA,NA
2411002.646,230093.8205,2411002.646,230093.8205,28406583.7,7663953.488,30106480.9,8056976.744
83844.66,6091.133459,83844.66,6091.133459,NA,NA,NA,NA
199217.72,11651.92331,199217.72,11651.92331,NA,NA,NA,NA
5133694.59,165671.9935,5133694.59,165671.9935,24934787.2,4433436.533,25182441.8,4468730.65
6182107.34,487061.107,6182107.34,487061.107,NA,NA,NA,NA
1552257.09,13241.25173,1761625.676,15825.8587,7683695.7,265547.8776,8353992.4,283909.1807
734450.58,8213.967073,734450.58,8213.967073,3386233.8,124525.7453,3386233.8,124525.7453
603477.949,7005.535722,603477.949,7005.535722,587755.44,52104.66439,587755.44,52104.66439
2188226.917,40456.05525,2188226.917,40456.05525,6989709.5,746730.038,6989709.5,746730.038
56330787.65,1586017.736,102767771.2,2821816.514,345091620.4,25568654.1,924442404,86510475.25
NA,NA,NA,NA,1803428.92,722158.5903,1803428.92,722158.5903
NA,NA,NA,NA,3540585.5,185000,3540585.5,185000
NA,NA,NA,NA,NA,NA,NA,NA
280024.0306,10050.93731,280024.0306,10050.93731,1446624.5,115705.1282,1446624.5,115705.1282
38441797.94,793258.3853,103048243.3,1972535.753,155197536,8231343.284,681569753.8,42798675.37
25967188.5,579321.2476,37606282.25,913976.3415,134623952,8880952.381,309625763.8,26103333.33
7793057.11,509387.3427,7793057.11,509387.3427,65179191.2,20083146.07,74998589.6,21583707.87
NA,NA,NA,NA,NA,NA,NA,NA
843329.56,54290.24369,843329.56,54290.24369,5288846.3,804207.1197,5288846.3,804207.1197
124396964.4,4971462.793,216891348.3,8298476.977,985090125.6,135338165.7,3124336965,547705352.8
1819654.03,45426.43339,1819654.03,45426.43339,6598048.95,1052007.299,6894718.92,1159124.088
10881969.84,296753.7582,17874501.84,608860.4418,48799976.6,5470149.254,71720267.26,10015522.39
NA,NA,NA,NA,10882070,191662.6737,10882070,191662.6737
3145445.06,115811.9129,3145445.06,115811.9129,2068613.8,255601.6598,2068613.8,255601.6598
6045355.24,254057.159,8462736.89,339041.4111,46850363.62,9608606.557,109369463,18869262.3
661489.275,9840.008445,661489.275,9840.008445,3407223.11,135378.0314,3407223.11,135378.0314
194480.567,4394.080302,194480.567,4394.080302,24340.89,2155.172414,24340.89,2155.172414
927709.94,27581.47483,927709.94,27581.47483,4483102.5,426174.4966,4483102.5,426174.4966
109048406.7,12348782.38,109942463.9,12460007.37,844959620,338499996.3,962059877.5,468439910.7
1827389.39,116487.1375,1827389.39,116487.1375,9522105.1,2460130.719,9522105.1,2460130.719
51568.305,288.5476938,51568.305,288.5476938,NA,NA,NA,NA
872723.27,73670.66087,872723.27,73670.66087,4087725.2,1095652.174,4087725.2,1095652.174
344466.4,10097.47376,344466.4,10097.47376,3679176.3,335982.009,3679176.3,335982.009
285740.6,5328.082237,285740.6,5328.082237,616407,237500,616407,237500
336833.65,10814.41398,336833.65,10814.41398,2921915.5,187469.8795,2921915.5,187469.8795
4460418.3,171411.365,6105828.12,234929.308,28149748,3883966.245,30877886.58,4403797.468
4437543.89,77986.89218,5921774.733,108441.3154,26745950,1373299.32,52172393.12,3525561.224
36086528.53,1316091.622,68526787.41,2599192.812,312739643.9,23723342.94,662668454.5,61924898.76
7027466.72,230373.7443,8452503.2,306472.502,80032698.5,15634228.19,126159469.2,22775167.79
4589072.634,251982.8575,4589072.634,251982.8575,27274211.56,6645077.72,28542426.78,7397409.326
459215.77,133533.4017,459215.77,133533.4017,1316338.66,2712396.694,1316338.66,2712396.694
1204894.2,117478.3529,1204894.2,117478.3529,9004816,1970588.235,9004816,1970588.235
467200.62,11022.72381,467200.62,11022.72381,NA,NA,NA,NA
5888898.23,337361.0719,5888898.23,337361.0719,28944542.3,6406324.111,28944542.3,6406324.111
3085847.9,134852.2708,3976389.71,175594.3359,21400024.5,3416666.667,29125640.5,4463541.667
19115235.23,1190926.513,26864838.31,1673437.095,103618665.2,14923184.08,148703851.1,26698308.46
5828313.05,290989.0281,6197472.32,319406.0197,29758912.3,5568539.326,34365707.3,7107303.371
3212637.898,211010.3028,3212637.898,211010.3028,21917667,3317241.379,27539075.43,4520000
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,20275510.5,3605577.689,20275510.5,3605577.689
1485302.31,100213.0662,1485302.31,100213.0662,7360957.2,2210596.026,7724044.54,2266821.192
1176262.5,52943.8,1176262.5,52943.8,6464571,600000,6464571,600000
2139814.5,72763.12245,2139814.5,72763.12245,8215325,1125850.34,8215325,1125850.34
392696.28,12624.01103,392696.28,12624.01103,NA,NA,NA,NA
195648.55,11829.40805,195648.55,11829.40805,7382219.32,2392617.45,7382219.32,2392617.45
1372709.08,60266.87736,1372709.08,60266.87736,8962320.4,1883018.868,9731752.65,2373584.906
7651973.11,378822.9583,10789139.02,571702.4927,31942646.2,6563106.796,41476307.3,7994660.194
635188,70760.47454,635188,70760.47454,6323752.9,1513888.889,6323752.9,1513888.889
82547.24,4906.301167,82547.24,4906.301167,NA,NA,NA,NA
NA,NA,NA,NA,1080372.9,346126.7606,1080372.9,346126.7606
2428991.53,143372.3892,2428991.53,143372.3892,8552416.94,2471337.58,8552416.94,2471337.58
35302.71,4521.322193,35302.71,4521.322193,6317720.5,1117647.059,6317720.5,1117647.059
1105609.8,132618.2575,1270508.3,150759.5041,1010692,330136.9863,1010692,330136.9863
251446.11,36784.67391,251446.11,36784.67391,3047925.3,997826.087,3582090,1443478.261
NA,NA,NA,NA,NA,NA,NA,NA
60456.023,1504.438017,60456.023,1504.438017,248207.94,23057.85124,248207.94,23057.85124
1242105.2,33502,1242105.2,33502,NA,NA,NA,NA
207672.728,7977.581159,207672.728,7977.581159,5636610.7,745289.8551,5979824.36,803985.5072
2298974.935,123654.1299,2298974.935,123654.1299,806309.03,294184.7826,806309.03,294184.7826
2725463.967,209578.0706,2725463.967,209578.0706,15604219.5,3846153.846,15604219.5,3846153.846
3898478.9,242216.8176,5207384.25,310738.0377,32204077.7,5137735.849,43739905.2,6740251.572
95691.375,3035.388288,95691.375,3035.388288,533022.23,93693.69369,533022.23,93693.69369
NA,NA,NA,NA,1466718.1,649819.4946,1466718.1,649819.4946
5750168.15,216612.6996,5804993.78,220320.4678,11664623.26,1369611.307,11664623.26,1369611.307
477297.3,16576.87719,477297.3,16576.87719,1852347.5,215789.4737,1852347.5,215789.4737
1754389.979,182296.5331,1754389.979,182296.5331,13097814.34,3688888.889,13097814.34,3688888.889
3818781.8,308869.0479,3818781.8,308869.0479,23483278.5,4657534.247,27233351.6,6790410.959
2442896.41,170375.8377,2442896.41,170375.8377,10778881,2295597.484,12198277.6,2736477.987
433053.72,74842.50781,433053.72,74842.50781,NA,NA,NA,NA
866152.09,108751.7688,866152.09,108751.7688,601535.5,497916.6667,601535.5,497916.6667
2417782.47,160201.3576,2417782.47,160201.3576,14990810.25,2563983.051,14990810.25,2563983.051
2197999.18,182319.1993,2197999.18,182319.1993,9254752.95,2730370.37,9254752.95,2730370.37
1642603.4,101822.3015,1642603.4,101822.3015,9448809.5,1850381.679,9448809.5,1850381.679
2692603.58,104963.7639,2818665.25,113418.5515,23530930,2353383.459,29258063.4,3304511.278
3188063.36,129151.8661,3188063.36,129151.8661,10089825,1834408.602,10089825,1834408.602
1815246.82,81237.97277,1815246.82,81237.97277,16130895,2321465.969,16130895,2321465.969
401521.447,26045.39676,401521.447,26045.39676,506927.75,223021.5827,506927.75,223021.5827
435067,37984.092,435067,37984.092,1843938.2,645600,1843938.2,645600
511277.35,43139.89279,511277.35,43139.89279,20168034.13,1626162.791,31929249.83,3606782.946
1384354.38,119738.9281,1384354.38,119738.9281,21363841.3,4068148.148,22835192.1,4823703.704
4488263.9,438154.3053,4898946.8,474800.5705,27505654.2,8663157.895,27505654.2,8663157.895
265556.903,57967.40326,265556.903,57967.40326,8083969.6,2902173.913,9970425.32,3904891.304
NA,NA,NA,NA,NA,NA,NA,NA
1437981.47,126728.95,1437981.47,126728.95,4883214.1,1672058.824,4883214.1,1672058.824
856291.74,49648.13574,856291.74,49648.13574,5073773.2,1132302.405,6098670.95,1329553.265
247918.214,37262.19366,247918.214,37262.19366,288017.86,460243.9024,288017.86,460243.9024
1314639.68,29767.77972,1314639.68,29767.77972,NA,NA,NA,NA
2837073.3,191490.1745,2837073.3,191490.1745,13472531.5,2395973.154,13472531.5,2395973.154
2641910.8,170278.4731,3530432.14,215417.5808,15495322,2928143.713,15495322,2928143.713
2042113.57,106908.7281,2042113.57,106908.7281,8552077.5,1651461.988,8552077.5,1651461.988
4317110.5,201272.775,5388117.6,253095.517,21860405.7,4121500,27317549.56,4835500
324974.8,16973.20661,324974.8,16973.20661,1687040.6,252066.1157,1687040.6,252066.1157
3095163.493,189027.807,3095163.493,189027.807,20168408.5,2908602.151,25550802.95,4943548.387
NA,NA,NA,NA,30936.9,9049.773756,30936.9,9049.773756
97533.094,3526.488125,97533.094,3526.488125,67179.51,105468.75,67179.51,105468.75
73421.059,11465.85326,73421.059,11465.85326,16043518.15,5086956.522,16043518.15,5086956.522
2188995.55,87210.39574,2188995.55,87210.39574,13811892.5,1324255.319,13811892.5,1324255.319
591252,14457.91094,591252,14457.91094,661428.56,98437.5,661428.56,98437.5
10190222.98,958988.7265,10190222.98,958988.7265,58827510.91,28703921.57,58827510.91,28703921.57
10190222.98,958988.7265,10190222.98,958988.7265,58827510.91,28703921.57,58827510.91,28703921.57
1722309.78,56927.17365,1813265.57,60084.11497,8774720,808383.2335,8774720,808383.2335
2820636.85,283616.82,2820636.85,283616.82,18795582.5,3442400,21635032.35,4792800
NA,NA,NA,NA,20647248,3132231.405,20647248,3132231.405
768036.86,26852.97216,818675.395,35169.13323,4952396.42,858682.6347,4952396.42,858682.6347
4113882.6,157256.6374,4113882.6,157256.6374,30088455,3851145.038,30859312,3958778.626
10180096.22,550803.915,10180096.22,550803.915,129159412,20836448.6,215807133.2,35130794.39
1141678.84,62734.06,1141678.84,62734.06,6069889.9,986857.1429,6069889.9,986857.1429
2083669.58,84151.30531,2083669.58,84151.30531,98760.34,109734.5133,98760.34,109734.5133
18657365.61,2708614.749,18657365.61,2708614.749,284083188.2,200773138.8,284083188.2,200773138.8
3308852,58689.57588,3308852,58689.57588,4536691.7,1561284.047,4536691.7,1561284.047
38492897.18,2893923.772,40171444.06,3042615.825,1555220146,339742733.7,1842014679,422001324.1
14433794.76,537693.0728,14433794.76,537693.0728,63431550.8,7609195.402,63431550.8,7609195.402
2537209.18,231288.538,2537209.18,231288.538,20566817.04,3357839.721,20566817.04,3357839.721
1646911.15,51759.33333,1646911.15,51759.33333,34715165.27,6105031.447,34715165.27,6105031.447
588959.1,19548.75391,588959.1,19548.75391,9900230.35,3683739.13,9900230.35,3683739.13
2593804.5,250792.887,2593804.5,250792.887,9311593,3417391.304,9311593,3417391.304
943429.218,22673.06264,1296146.692,30658.64538,128752946.9,25030936.82,137869757.2,25671241.83
26792868.08,614958.35,27166339,622341.5424,69721713.6,7292938.931,69721713.6,7292938.931
24725404.62,851078.7469,29326038.08,983026.5964,158356540,21895424.84,283021818.4,33512156.86
252941.72,6036.875138,252941.72,6036.875138,5475287.3,406906.0773,5475287.3,406906.0773
2323395.81,23357.0852,4158209.2,47948.31789,16534878.4,403833.8658,27885323,867518.6368
625877.75,10658.68866,625877.75,10658.68866,4364557,213197.9695,4364557,213197.9695
12052186.55,158232.0422,23362374.84,354634.8575,54406718,2100000,171895504.7,9703000
3668588.54,98471.09236,7726676.37,245861.1108,30959899.5,2554140.127,48123660.83,4910509.554
12615327.62,830047.6882,13251938.62,848286.8441,64847072.65,17850570.34,93599981.67,24607224.33
3505179.36,21783.28632,7426498.028,49454.41713,10807349.65,214470.8423,18438361.24,471778.2577
48239136.7,586873.4191,103034248.1,1366443.945,263596891,10058823.53,732053643.8,38823195.19
3792226,18497.49388,7824994.104,39759.61056,10481408.5,254176.2014,24516290.49,490268.8787
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
2445880.76,29315.9249,2706242.363,34884.90235,3264251.42,383220.5683,3264251.42,383220.5683
457440.945,9554.678219,457440.945,9554.678219,13973812.8,1049543.379,14304460.14,1153493.151
4243.401,1604.552714,4243.401,1604.552714,35913656.9,14257142.86,35913656.9,14257142.86
21779805.38,545946.0327,27164638.87,675553.8109,102206271.7,8138028.169,147639979.3,16832957.75
10606065.93,1038604.871,12215277.18,1248479.314,54985824.7,24039344.26,68512733.9,33186885.25
51595537.13,3773626.427,77380471.97,5479743.395,194665895,43958334.24,354585522.8,87055556.46
28489783.83,1832985.894,29059251.45,1868121.965,194443933.2,33137500.9,231676957.4,44505556.46
26696907,3588161.354,26696907,3588161.354,178947121,70202021.52,214129979.2,81902728.59
3384671.66,521392.8216,3384671.66,521392.8216,26094638.8,11027777.78,26990087.66,13672222.22
42308864.65,9449783.348,43920197.43,9871583.371,440686170.3,299470491.8,552136664.6,413420491.8
33465991.39,4680487.316,42526808.75,5439123.992,171241568.4,76676339.62,228243697.3,92899924.53
9310434.01,810034.0997,9328127.16,811466.3711,208898086.6,49112978.09,234923565,56053436.11
10009473.64,1514665.961,10686680.83,1619922.946,45580496.52,21282300.88,49839878.09,22626725.66
56453189.78,5059854.321,64058901.82,5570301.63,269241079.5,95647673.84,382963956.2,124137906.4
40654339,1141926.185,60199987.42,1902215.298,208693589.4,25771618.3,567110875.1,67112467.11
7886443.711,673662.7987,7886443.711,673662.7987,73568688.8,18200641.03,75396900.3,19027564.1
9263320.85,612732.9655,18432180.1,1398332.596,40439228.5,8196428.571,75688822.41,19743630.95
13069896.74,997535.8856,13069896.74,997535.8856,149204343.6,65126380.18,192690702.2,77932515.15
5606622.2,378038.0834,5606622.2,378038.0834,64919472.28,17876821.19,72568177.48,22396026.49
2569695.68,273908.5238,2569695.68,273908.5238,71620486.5,22008571.43,71620486.5,22008571.43
6678298.92,858640.3288,6678298.92,858640.3288,179964681.2,65050962.79,191187083.2,68099039.71
16480905.59,1059006.219,27510183.31,2015541.158,137181090.4,31145911.95,192530840.3,49636477.99
14397743.5,1313223.484,14758097.37,1562385.726,126763886.8,51568965.52,148863322.4,61937931.03
23894396.2,1750955.391,29612366.57,2128370.257,113493538,29313868.61,144592771.8,48656934.31
22602141.95,1535167.468,22686079.64,1539795.628,97577327,37231182.8,142972760.7,47687096.77
18148159.03,1045428.56,18508287.09,1072204.683,154425172,22670391.06,199379249.8,40027932.96
11227357.52,1773801.091,12367475.5,1850734.048,3922910.2,1388333.333,3922910.2,1388333.333
54371335.94,872041.0165,123063650.9,1770286.568,277260880.2,12522420.73,1190942612,58806657.32
8504662,206687.7379,9463146.5,227991.242,100183926,6626213.592,157750021.7,10634150.49
40721832.1,1746174.061,54718728.31,2315384.948,333080262,56581749.05,608725927.7,108229513.3
14856870.5,813840.5029,18444204.54,978533.8469,109724849.5,18297142.86,238387982.3,58915543.6
16279852.96,1528851.882,20549115.02,1822611.175,119332571,26812500,155138354.5,38168750
28658583.52,1448721.327,32521174.97,1723456.008,207925753.6,66341965.31,326383210.5,85802902.81
5715699.2,709462.9818,5907342.77,721112.8441,159635432.2,23292783.02,188713463.1,30391367.92
14828448.8,434600.0086,16684553.02,489672.8343,176358030,8892241.379,218831464.4,13985344.83
20746763.8,1343123.211,22575663.3,1449862.431,166061373,27816666.67,221164025.1,43522222.22
467494.286,71571.4386,467494.286,71571.4386,789045.08,189069.7674,789045.08,189069.7674
2075606.01,89425.32617,2075606.01,89425.32617,34327340,3843750,48832298.8,6347656.25
2075606.01,89425.32617,2075606.01,89425.32617,34327340,3843750,48832298.8,6347656.25
112841010.2,4856059.94,139103041,6865562.835,591882300.8,92961597.07,999492170.5,254077034.8
6707633.2,425315.2034,6707633.2,425315.2034,114208097.2,16471610.17,176380211.9,31127661.02
15177884.56,570249.9028,15177884.56,570249.9028,57180298.7,9852140.078,75195158.7,13457587.55
5107930.2,169743.0145,5107930.2,169743.0145,42181806,4862318.841,68634607.5,8025000
494631.93,8447.188095,494631.93,8447.188095,NA,NA,NA,NA
2192188.54,29595.40579,2449200.074,32899.40128,10435242,348102.5641,12213082,543528.2051
4193285.05,193061.0267,4629075.58,212794.2075,6889288.5,1122994.652,6889288.5,1122994.652
737305.94,43977.33995,737305.94,43977.33995,9840392.54,1633333.333,9840392.54,1633333.333
404503.76,6967.2821,404503.76,6967.2821,3279110.63,112347.6112,3279110.63,112347.6112
170270.8732,10954.14806,170270.8732,10954.14806,8207366.67,855399.061,8354850.2,858176.8388
3188850.49,236357.3973,3590944.96,262421.149,7331219.7,1457718.121,7331219.7,1457718.121
17804353.2,229034.3651,48065283.23,728770.4892,NA,NA,NA,NA
961244.78,28037.2895,961244.78,28037.2895,2318046.5,262707.1823,2318046.5,262707.1823
NA,NA,NA,NA,NA,NA,NA,NA
570917,16603.71008,570917,16603.71008,12645035.5,963025.2101,15437179.3,1736134.454
245091.69,13757.83741,245091.69,13757.83741,213421.22,100680.2721,213421.22,100680.2721
14349554.03,619354.3067,23299928.07,1151855.857,210877716,25582959.64,310065248.1,57753318.39
2745332.2,140494.67,2745332.2,140494.67,8430508.9,1562380.952,8430508.9,1562380.952
62190623.48,1546806.892,131683530.4,4208031.574,481239915.9,47691503.87,1503933283,172699854.9
1612276.862,78846.54502,1612276.862,78846.54502,20182758.73,4829857.82,22752936.73,5128909.953
3150925.8,238843.8994,4101481.968,294324.2268,30063400.38,15406493.51,30063400.38,15406493.51
27424006.4,294678.1588,68054497.88,1091739.708,120617102.5,4463092.784,500785252.4,24039597.94
11070587.19,103303.754,23332789.43,220536.6532,65357606.94,1927939.59,244024889.8,8688392.665
3479976.856,171808.1959,3479976.856,171808.1959,31886041.28,7603798.883,31886041.28,7603798.883
7506104.75,276616.4904,7506104.75,276616.4904,13699646,2014354.067,13699646,2014354.067
87570485.38,7601934.812,147068454.8,9371549.823,1513300231,378802430.3,4805359155,1026454213
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
23772801.8,1629940.688,26483497.44,1761464.616,NA,NA,NA,NA
23772801.8,1629940.688,26483497.44,1761464.616,77658977.2,10401562.5,80636203.9,10936458.33
2438510.8,126447.5195,2438510.8,126447.5195,NA,NA,NA,NA
4405086.94,310112.6679,6204539.617,646098.871,NA,NA,NA,NA
494182,87106.50714,494182,87106.50714,NA,NA,NA,NA
1327274.15,88064.19697,1327274.15,88064.19697,NA,NA,NA,NA
618048.56,71357.55484,618048.56,71357.55484,NA,NA,NA,NA
618048.56,71357.55484,618048.56,71357.55484,NA,NA,NA,NA
106335.1,8525.918242,106335.1,8525.918242,NA,NA,NA,NA
106335.1,8525.918242,106335.1,8525.918242,NA,NA,NA,NA
618048.56,71357.55484,618048.56,71357.55484,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
7134911.65,367518.358,7377063.91,393048.8731,NA,NA,NA,NA
109961.236,9883.29507,109961.236,9883.29507,3503825.26,803521.1268,3784677.01,852464.7887
959043.213,32945.95646,959043.213,32945.95646,8350312,765364.5833,8350312,765364.5833
35152867.72,738572.1517,56173789.6,1210400.528,184060474.8,10851080.55,535580185.8,47968565.82
109748.14,2655.007692,109748.14,2655.007692,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
2018383.86,171308.3807,2354263.36,194160.0722,10258184.54,2338693.182,11195146.9,2856306.818
2287694.027,79361.18295,2287694.027,79361.18295,3599051.8,575757.5758,3599051.8,575757.5758
617490.9,24993.57636,617490.9,24993.57636,1157294.93,526545.4545,1157294.93,526545.4545
31187.775,2783.437212,31187.775,2783.437212,592900.37,794230.7692,592900.37,794230.7692
4515321.4,305840.7132,4546509.175,307969.224,27910807.5,4294117.647,29756420,5338235.294
41612953.51,827387.0908,96830521.42,1734346.784,222528382,13736333.88,724011555.1,47928919.8
28779392.06,731346.0962,46905896.4,1306941.798,140087840,8138632.163,419970638.4,36095027.73
28779392.06,731346.0962,46905896.4,1306941.798,140087840,8138632.163,419970638.4,36095027.73
1249378.2,7222.839935,1249378.2,7222.839935,10294528,279708.9733,10294528,279708.9733
189159782.9,2024130.546,625380215.2,6996661.327,999248765,37627989.42,6307375947,251791679.4
252545.1,8732.592593,252545.1,8732.592593,449523.56,143304.8433,449523.56,143304.8433
32831434.57,1036413.381,55103524.3,1723005.107,118830272,14005128.54,248645543.6,27819641.36
15532186.85,487263.429,16866057.67,526602.4499,183237410.2,17949303.62,411245657.2,43027298.05
210277.612,5311.940846,210277.612,5311.940846,8772618.5,574358.9744,8772618.5,574358.9744
12816307.3,266222.3224,23415893,498530.8486,80481361,4703703.704,200895227.5,13812418.3
4340454.5,77098.9064,10271516.57,163663.6144,29845979,1346333.853,74369741.7,3505460.218
7754424.84,130089.324,8861149.78,150276.0006,15052321.6,1164023.211,16516648.94,1328239.845
NA,NA,NA,NA,183970.42,42316.78487,183970.42,42316.78487
2134744.27,41538.58088,2134744.27,41538.58088,2427409.4,233640.553,2427409.4,233640.553
NA,NA,NA,NA,764144.6,108845.2088,764144.6,108845.2088
NA,NA,NA,NA,NA,NA,NA,NA
19874027.2,554314.8128,27984856.4,854623.2003,97286290,7775401.07,163860829.1,16764438.5
20233652.66,829212.9224,24973218.76,993730.8705,139848236.3,14636099.59,254474617.1,34591701.24
155891.66,8705.648558,155891.66,8705.648558,599621.6,93750,599621.6,93750
8168171.85,292170.8554,11119570.64,396119.0492,31075538.55,4725769.231,53289719.74,7760769.231
1028857.06,31008.14375,1028857.06,31008.14375,1258025,60294.11765,1258025,60294.11765
2559335.837,120032.3318,2559335.837,120032.3318,13527368.34,2575121.951,13527368.34,2575121.951
1534157.51,40374.71032,1534157.51,40374.71032,21039476.6,3061651.917,21039476.6,3061651.917
1895463.43,45499.68185,1939830.844,46596.10902,11514575.4,915178.5714,12438887.13,1213095.238
146080.19,3014.160753,146080.19,3014.160753,1084673.5,43817.2043,1084673.5,43817.2043
NA,NA,NA,NA,NA,NA,NA,NA
59676.453,642.9564187,59676.453,642.9564187,NA,NA,NA,NA
NA,NA,NA,NA,8006512.8,1610476.19,8006512.8,1610476.19
1416258.19,112529.155,1702430.03,147578.3382,21413789.5,6274809.16,23049379.25,6887786.26
664014.75,25657.7185,664014.75,25657.7185,632685.06,77559.05512,632685.06,77559.05512
670677.03,20894.88803,670677.03,20894.88803,NA,NA,NA,NA
NA,NA,NA,NA,2057426.9,178657.0743,2057426.9,178657.0743
NA,NA,NA,NA,NA,NA,NA,NA
9619986.2,649075.4924,10533092.8,682880.7817,76656937.5,17401015.23,110353861.8,25015228.43
92901541,4009649.783,121940618.6,5141525.935,698078530.2,95819762.92,1463520284,291230636.4
63805258.72,3784289.937,77434923.53,4841221.236,338843455.1,71049531.78,759707398.2,167207948.1
12261559.38,360895.9556,13732286.86,404392.9317,90117967.51,6702662.722,101359569.4,8270355.03
540644.8,62526.95982,540644.8,62526.95982,1391177.2,1750000,1391177.2,1750000
7498097.8,198595.6154,11177545.21,342759.6947,52392455.5,3833076.923,109172262.5,9131794.872
579753.33,16925.16131,579753.33,16925.16131,643493.7,167857.1429,643493.7,167857.1429
5776896.85,63847.0262,9432948.136,96561.5244,16994154.1,572238.5142,33925801.46,1285923.754
NA,NA,NA,NA,100849.44,13054.18719,100849.44,13054.18719
NA,NA,NA,NA,393539.38,25248.50895,393539.38,25248.50895
2149307.385,59085.78857,2149307.385,59085.78857,14604712.91,1399185.336,16042215.9,1621995.927
4971230.8,114582.4986,4971230.8,114582.4986,23877386,1748466.258,23877386,1748466.258
1987801.59,115114.5999,1987801.59,115114.5999,8180031.58,1442887.324,8180031.58,1442887.324
434754.66,6214.786145,434754.66,6214.786145,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
844076.87,40762.16762,844076.87,40762.16762,11630596.56,2083524.904,11630596.56,2083524.904
2635113.74,37215.92889,4796625.968,70900.86364,NA,NA,NA,NA
1804979.91,53688.57065,2665014.97,91899.97962,10618622.7,1000000,13427727.7,1304347.826
2505625.984,72991.29668,2505625.984,72991.29668,11138123.7,841126.7606,11138123.7,841126.7606
NA,NA,NA,NA,NA,NA,NA,NA
4882463.5,79137.92665,8147700.42,150214.5474,25329645,1697674.419,46787645.27,4128622.54
11246100.1,432496.5564,18545043.27,737002.9688,55607011.5,7687969.925,97571622.37,13741541.35
500667.91,39398.79646,500667.91,39398.79646,2844901.6,504424.7788,2844901.6,504424.7788
20239608.5,1039669.082,20506076.88,1075585.408,141400760,20566326.53,264761616.4,39786734.69
